SED_CODE_2016,M_15_19_yr_Marrd_reg_marrge,M_15_19_yr_Married_de_facto,M_15_19_yr_Not_married,M_15_19_yr_Total,M_20_24_yr_Marrd_reg_marrge,M_20_24_yr_Married_de_facto,M_20_24_yr_Not_married,M_20_24_yr_Total,M_25_34_yr_Marrd_reg_marrge,M_25_34_yr_Married_de_facto,M_25_34_yr_Not_married,M_25_34_yr_Total,M_35_44_yr_Marrd_reg_marrge,M_35_44_yr_Married_de_facto,M_35_44_yr_Not_married,M_35_44_yr_Total,M_45_54_yr_Marrd_reg_marrge,M_45_54_yr_Married_de_facto,M_45_54_yr_Not_married,M_45_54_yr_Total,M_55_64_yr_Marrd_reg_marrge,M_55_64_yr_Married_de_facto,M_55_64_yr_Not_married,M_55_64_yr_Total,M_65_74_yr_Marrd_reg_marrge,M_65_74_yr_Married_de_facto,M_65_74_yr_Not_married,M_65_74_yr_Total,M_75_84_yr_Marrd_reg_marrge,M_75_84_yr_Married_de_facto,M_75_84_yr_Not_married,M_75_84_yr_Total,M_85ov_Marrd_reg_marrge,M_85ov_Married_de_facto,M_85ov_Not_married,M_85ov_Total,M_Tot_Marrd_reg_marrge,M_Tot_Married_de_facto,M_Tot_Not_married,M_Tot_Total,F_15_19_yr_Marrd_reg_marrge,F_15_19_yr_Married_de_facto,F_15_19_yr_Not_married,F_15_19_yr_Total,F_20_24_yr_Marrd_reg_marrge,F_20_24_yr_Married_de_facto,F_20_24_yr_Not_married,F_20_24_yr_Total,F_25_34_yr_Marrd_reg_marrge,F_25_34_yr_Married_de_facto,F_25_34_yr_Not_married,F_25_34_yr_Total,F_35_44_yr_Marrd_reg_marrge,F_35_44_yr_Married_de_facto,F_35_44_yr_Not_married,F_35_44_yr_Total,F_45_54_yr_Marrd_reg_marrge,F_45_54_yr_Married_de_facto,F_45_54_yr_Not_married,F_45_54_yr_Total,F_55_64_yr_Marrd_reg_marrge,F_55_64_yr_Married_de_facto,F_55_64_yr_Not_married,F_55_64_yr_Total,F_65_74_yr_Marrd_reg_marrge,F_65_74_yr_Married_de_facto,F_65_74_yr_Not_married,F_65_74_yr_Total,F_75_84_yr_Marrd_reg_marrge,F_75_84_yr_Married_de_facto,F_75_84_yr_Not_married,F_75_84_yr_Total,F_85ov_Marrd_reg_marrge,F_85ov_Married_de_facto,F_85ov_Not_married,F_85ov_Total,F_Tot_Marrd_reg_marrge,F_Tot_Married_de_facto,F_Tot_Not_married,F_Tot_Total,P_15_19_yr_Marrd_reg_marrge,P_15_19_yr_Married_de_facto,P_15_19_yr_Not_married,P_15_19_yr_Total,P_20_24_yr_Marrd_reg_marrge,P_20_24_yr_Married_de_facto,P_20_24_yr_Not_married,P_20_24_yr_Total,P_25_34_yr_Marrd_reg_marrge,P_25_34_yr_Married_de_facto,P_25_34_yr_Not_married,P_25_34_yr_Total,P_35_44_yr_Marrd_reg_marrge,P_35_44_yr_Married_de_facto,P_35_44_yr_Not_married,P_35_44_yr_Total,P_45_54_yr_Marrd_reg_marrge,P_45_54_yr_Married_de_facto,P_45_54_yr_Not_married,P_45_54_yr_Total,P_55_64_yr_Marrd_reg_marrge,P_55_64_yr_Married_de_facto,P_55_64_yr_Not_married,P_55_64_yr_Total,P_65_74_yr_Marrd_reg_marrge,P_65_74_yr_Married_de_facto,P_65_74_yr_Not_married,P_65_74_yr_Total,P_75_84_yr_Marrd_reg_marrge,P_75_84_yr_Married_de_facto,P_75_84_yr_Not_married,P_75_84_yr_Total,P_85ov_Marrd_reg_marrge,P_85ov_Married_de_facto,P_85ov_Not_married,P_85ov_Total,P_Tot_Marrd_reg_marrge,P_Tot_Married_de_facto,P_Tot_Not_married,P_Tot_Total
SED10070,0,3,2402,2409,57,84,2424,2560,2086,302,2911,5297,4032,316,1372,5724,3276,290,1127,4697,3043,206,906,4152,2493,116,571,3178,1090,31,344,1465,183,7,151,335,16264,1355,12207,29818,8,12,2263,2281,192,103,2029,2326,3193,367,1917,5473,4012,336,1289,5636,3186,247,1291,4721,3009,204,1406,4617,2054,73,1204,3333,635,17,898,1552,67,7,459,535,16349,1357,12766,30469,8,11,4665,4693,246,186,4454,4882,5273,667,4831,10767,8050,650,2664,11364,6463,534,2425,9416,6048,411,2311,8764,4546,193,1777,6516,1721,46,1249,3015,253,12,611,873,32611,2712,24973,60292
SED10071,0,9,3018,3020,50,105,2388,2549,2892,635,2152,5677,6284,492,914,7692,4184,412,719,5315,2858,186,559,3602,1607,67,351,2026,508,17,174,692,84,0,60,147,18472,1920,10330,30725,4,19,2797,2812,141,184,2085,2410,4216,684,1785,6683,6235,505,1152,7895,3998,378,1207,5581,2523,173,1044,3741,1219,44,854,2113,285,10,479,765,32,0,197,227,18656,1984,11592,32232,4,23,5814,5836,195,290,4476,4957,7106,1313,3941,12362,12523,1000,2058,15579,8179,786,1929,10892,5387,357,1605,7347,2825,111,1208,4142,789,26,644,1461,117,0,255,374,37124,3902,21926,62959
SED10072,0,3,2002,2011,132,159,2638,2929,2910,1185,3999,8093,3482,607,1631,5723,2847,405,1458,4708,2310,275,1147,3740,1975,143,816,2937,1231,47,421,1701,372,16,254,642,15270,2849,14369,32487,13,7,1899,1913,349,288,2330,2969,3704,1096,3115,7913,3458,571,1652,5679,2810,381,1718,4907,2248,225,1587,4057,1701,85,1316,3112,917,28,1174,2120,144,6,718,864,15344,2678,15512,33533,15,8,3899,3926,481,446,4964,5894,6615,2276,7115,16013,6943,1183,3279,11398,5665,783,3174,9616,4554,504,2738,7796,3677,227,2139,6049,2143,80,1596,3823,519,23,974,1510,30611,5530,29883,66015
SED10073,3,14,2201,2222,64,233,3214,3509,3351,1060,3890,8303,4415,495,1467,6377,3337,310,1172,4815,2883,196,1089,4170,2070,115,638,2820,1122,34,404,1563,356,4,257,619,17595,2468,14330,34396,3,24,2014,2041,195,354,3179,3725,4179,1052,3490,8725,4344,468,1609,6427,3422,290,1607,5319,2866,188,1710,4763,1729,72,1305,3108,803,17,1168,1980,158,4,806,974,17697,2471,16884,37054,8,40,4214,4257,255,592,6389,7235,7529,2119,7380,17024,8761,962,3076,12802,6754,598,2779,10132,5741,383,2803,8928,3796,187,1942,5931,1920,55,1572,3541,516,5,1065,1586,35296,4940,31222,71451
SED10074,0,11,2198,2208,58,95,2108,2257,2914,539,2752,6208,4579,456,1361,6392,3167,343,1114,4621,2722,227,830,3781,2263,99,599,2961,1129,25,385,1535,208,6,224,439,17034,1803,11565,30404,5,16,1970,1997,173,147,1718,2034,4130,593,1951,6673,4273,455,1311,6042,3078,349,1351,4781,2601,193,1450,4239,2010,66,1314,3389,729,17,1043,1786,107,0,583,696,17104,1840,12686,31635,5,29,4167,4200,228,241,3817,4293,7041,1133,4697,12880,8853,915,2670,12431,6245,689,2468,9401,5319,421,2280,8025,4271,168,1913,6351,1854,42,1429,3325,316,5,814,1141,34147,3646,24258,62045
SED10075,0,29,2604,2633,67,237,1897,2202,1589,795,1753,4139,2842,608,1132,4589,2941,522,1296,4770,2910,355,1034,4301,2696,157,746,3595,1388,51,452,1887,287,16,184,492,14728,2774,11103,28595,3,39,2406,2453,123,348,1747,2211,2120,818,1553,4495,3047,634,1310,4992,3111,519,1617,5250,3023,284,1517,4825,2365,135,1320,3816,1011,41,1196,2245,122,5,553,680,14920,2826,13218,30966,3,67,5013,5087,187,585,3642,4410,3705,1622,3305,8633,5895,1244,2445,9583,6057,1041,2921,10021,5938,637,2547,9121,5064,289,2060,7414,2393,93,1644,4127,410,20,733,1165,29646,5600,24321,59565
SED10076,3,27,1594,1618,45,213,1020,1280,822,626,1088,2539,1501,503,886,2888,1899,517,1178,3589,2629,403,1453,4495,3190,271,1153,4619,1742,70,685,2500,387,19,312,716,12226,2647,9377,24252,7,40,1581,1626,92,328,789,1210,1118,688,1020,2824,1693,499,1033,3219,2085,538,1343,3967,2932,400,1488,4816,2983,227,1568,4782,1282,59,1241,2583,190,15,717,917,12383,2793,10773,25953,8,66,3177,3247,141,538,1809,2485,1940,1318,2106,5367,3196,997,1916,6113,3979,1054,2521,7554,5570,804,2940,9313,6177,500,2727,9401,3028,133,1924,5088,576,36,1027,1633,24612,5437,20153,50203
SED10077,0,11,2479,2490,127,227,4151,4503,3234,896,5813,9940,3599,378,1551,5528,3307,287,1187,4778,2783,201,956,3932,1781,86,548,2421,1089,36,390,1511,329,7,206,541,16246,2128,17270,35651,3,17,2591,2609,316,292,3703,4312,4038,940,4294,9268,3623,375,1593,5593,3396,302,1758,5450,2600,179,1592,4372,1533,72,1163,2767,742,18,1128,1885,119,3,711,833,16368,2198,18524,37097,9,28,5067,5099,445,525,7851,8814,7269,1837,10104,19203,7227,750,3146,11123,6699,587,2941,10229,5386,381,2545,8308,3319,160,1713,5190,1825,55,1516,3399,447,11,917,1372,32620,4331,35792,72744
SED10078,3,5,1678,1688,79,197,2371,2643,2057,1538,3727,7324,2968,962,1676,5611,2435,676,1519,4633,1838,391,1232,3464,1361,151,739,2245,931,45,397,1375,265,5,171,441,11936,3972,13519,29426,8,10,1434,1454,227,318,2236,2784,2574,1625,3438,7630,3009,943,1956,5911,2387,700,2005,5093,1813,330,1711,3865,1225,94,1226,2546,631,27,983,1637,100,3,571,670,11977,4050,15564,31593,8,20,3110,3141,309,516,4607,5434,4626,3161,7162,14955,5978,1908,3636,11516,4828,1377,3524,9729,3655,718,2951,7320,2586,242,1965,4795,1560,66,1387,3017,362,14,741,1113,23919,8022,29077,61021
SED10079,0,16,2142,2159,37,239,1590,1867,1012,702,1274,2988,1994,520,932,3451,2424,569,1254,4248,2811,384,1188,4378,2801,204,911,3913,1591,71,655,2322,358,18,305,672,13035,2715,10241,25994,0,49,1959,2011,84,328,1240,1659,1387,743,1049,3182,2155,530,1080,3759,2676,565,1440,4683,2937,330,1395,4665,2666,191,1505,4361,1166,51,1359,2575,178,11,762,950,13242,2799,11799,27837,0,60,4104,4168,122,568,2833,3522,2406,1443,2319,6164,4148,1052,2009,7212,5098,1136,2700,8930,5741,716,2583,9043,5470,389,2414,8279,2757,126,2015,4891,536,29,1066,1623,26277,5514,22041,53830
SED10080,3,20,880,902,81,408,3147,3633,2288,3227,7626,13141,2384,1936,3167,7489,1440,1139,2084,4660,1352,579,1486,3420,1146,255,935,2328,477,62,404,943,137,9,129,280,9316,7623,19860,36795,4,27,985,1009,196,550,3428,4171,2800,2934,7192,12922,2294,1016,2901,6211,1450,481,1824,3755,1341,282,1551,3172,976,134,1203,2313,322,25,660,1003,53,3,316,373,9419,5442,20064,34923,5,40,1866,1913,274,961,6573,7809,5082,6159,14823,26062,4681,2945,6069,13700,2888,1623,3902,8411,2695,859,3041,6592,2123,386,2142,4641,795,86,1059,1941,190,9,447,645,18733,13068,39921,71723
SED10081,6,34,2000,2033,63,335,1269,1677,1336,879,1621,3842,2206,519,1015,3748,2429,470,1282,4175,2692,319,1264,4273,2324,162,905,3394,1278,44,499,1824,277,10,187,472,12614,2770,10049,25430,5,80,1854,1946,128,486,1099,1713,1787,857,1524,4166,2390,524,1218,4139,2652,493,1444,4590,2724,309,1464,4487,2098,116,1326,3541,911,18,1214,2144,121,3,671,802,12826,2890,11812,27526,8,116,3853,3979,198,822,2368,3392,3125,1730,3151,8007,4599,1048,2236,7882,5081,962,2723,8763,5412,627,2724,8762,4420,280,2231,6932,2192,71,1711,3970,404,10,860,1270,25439,5662,21859,52955
SED10082,0,8,2164,2175,23,118,1569,1713,1039,571,1397,3011,2608,492,718,3814,2966,497,862,4325,3035,331,843,4212,2604,211,790,3608,1450,53,416,1914,432,9,287,728,14154,2297,9053,25502,3,15,2137,2161,48,199,1280,1531,1425,631,1135,3190,2894,509,882,4286,3247,492,1212,4950,3010,351,1419,4782,2395,155,1418,3967,1088,33,1305,2421,226,15,812,1050,14338,2392,11604,28331,3,26,4301,4335,72,318,2852,3241,2470,1196,2530,6196,5501,995,1600,8104,6209,996,2074,9276,6050,678,2264,8994,5002,365,2213,7577,2537,83,1721,4340,654,21,1093,1773,28490,4690,20653,53837
SED10083,0,13,2137,2150,56,158,1639,1854,1219,825,1641,3683,2270,610,1036,3917,2418,533,1233,4194,2536,338,1085,3959,2167,179,841,3189,1109,66,467,1642,329,10,302,639,12107,2727,10385,25220,3,25,1968,1990,96,303,1407,1806,1615,864,1395,3878,2404,609,1253,4269,2525,519,1626,4667,2609,309,1686,4611,1940,142,1513,3591,828,41,1277,2146,173,12,814,993,12200,2822,12932,27950,3,35,4104,4139,152,458,3050,3656,2834,1688,3037,7560,4682,1216,2295,8192,4947,1051,2863,8861,5148,651,2768,8566,4108,316,2354,6775,1943,108,1742,3786,504,16,1113,1633,24306,5550,23319,53171
SED10084,6,13,1913,1927,18,170,1339,1531,925,675,1290,2892,2062,640,917,3616,2247,549,1270,4067,2620,443,1431,4497,2860,290,1222,4370,1765,100,749,2612,516,15,403,926,13014,2897,10526,26439,6,30,1815,1845,54,253,1108,1409,1343,763,1133,3245,2312,643,1200,4151,2483,582,1634,4696,2846,426,1970,5237,2616,244,1780,4638,1357,66,1644,3065,237,12,939,1187,13248,3004,13225,29481,13,39,3721,3774,71,423,2451,2942,2267,1436,2428,6134,4369,1281,2117,7764,4729,1129,2905,8762,5464,869,3401,9728,5474,536,2998,9011,3121,170,2387,5677,753,20,1346,2118,26257,5902,23750,55919
SED10085,0,28,2063,2092,39,315,1339,1694,1358,907,1362,3622,2341,591,1027,3963,2775,573,1363,4716,2865,367,1196,4422,2244,185,836,3262,1073,48,440,1562,190,6,185,390,12891,3011,9811,25718,0,68,1956,2029,124,480,1011,1617,1777,913,1190,3880,2641,586,1013,4245,2984,567,1235,4790,2785,301,1115,4207,1891,120,1069,3077,740,39,951,1728,95,7,511,610,13039,3085,10058,26183,0,92,4018,4117,158,795,2349,3309,3133,1817,2555,7502,4984,1176,2043,8205,5758,1140,2602,9504,5653,667,2313,8632,4133,304,1904,6345,1811,85,1396,3292,284,8,697,994,25926,6096,19874,51897
SED10086,0,3,1469,1476,12,117,1583,1712,1267,1718,3288,6274,2893,1127,1380,5399,2625,566,1020,4211,2077,331,817,3218,1898,220,594,2714,946,63,330,1340,344,18,234,599,12066,4159,10719,26951,0,10,1411,1416,35,244,1718,1990,1888,1964,3646,7487,3126,869,1720,5715,2674,450,1356,4482,2055,243,1320,3615,1684,130,1305,3117,664,39,1051,1754,141,10,744,894,12266,3955,14262,30485,3,8,2877,2892,46,361,3296,3708,3153,3679,6933,13769,6024,1991,3099,11119,5301,1014,2374,8688,4134,574,2131,6836,3583,349,1906,5834,1607,106,1384,3100,489,25,982,1499,24333,8112,24988,57436
SED10087,0,32,2218,2253,64,416,1592,2068,1544,956,1632,4124,2423,475,1067,3964,2494,421,1125,4041,2623,287,1052,3959,1995,121,718,2830,1030,32,396,1462,259,3,189,457,12432,2744,9986,25155,4,74,1976,2057,134,583,1610,2331,1990,990,1593,4574,2625,463,1148,4233,2647,414,1324,4393,2595,281,1311,4188,1732,81,1128,2943,822,17,978,1820,119,3,590,711,12668,2916,11654,27239,4,113,4193,4312,200,1002,3201,4398,3535,1939,3223,8705,5046,934,2219,8196,5142,838,2452,8427,5216,569,2357,8149,3722,206,1847,5770,1856,56,1367,3275,374,9,783,1165,25097,5658,21644,52396
SED10088,0,5,2424,2433,41,124,1828,1996,1466,795,1830,4092,3766,664,973,5393,3732,513,1080,5335,2667,298,883,3841,1898,126,590,2620,1246,35,375,1654,368,3,230,603,15180,2561,10220,27967,3,10,2198,2213,106,209,1577,1888,2047,892,1455,4391,4128,638,1038,5804,3762,530,1391,5685,2454,232,1287,3979,1772,87,1244,3098,898,30,1137,2062,183,8,787,972,15349,2634,12109,30098,4,22,4619,4646,149,337,3403,3887,3509,1684,3289,8485,7892,1304,2012,11202,7499,1049,2472,11017,5123,523,2170,7815,3672,212,1838,5717,2147,59,1509,3719,545,9,1015,1572,30534,5194,22338,58065
SED10089,4,24,2308,2332,82,329,2758,3168,1709,1085,2409,5202,2676,582,1232,4492,2543,429,1325,4290,2518,281,1158,3959,2077,138,826,3043,1054,28,430,1520,293,3,242,538,12955,2900,12689,28544,4,53,2117,2171,164,470,2376,3005,2219,1070,1951,5232,2875,594,1390,4856,2633,428,1612,4669,2442,267,1602,4313,1887,94,1295,3275,807,23,1212,2038,157,0,763,921,13184,2988,14314,30484,4,73,4425,4504,249,797,5129,6175,3919,2152,4357,10437,5553,1170,2623,9347,5175,855,2934,8962,4958,548,2763,8272,3966,234,2127,6321,1859,57,1645,3561,447,8,1002,1460,26140,5889,27003,59030
SED10090,0,7,1972,1980,34,125,1836,1997,2025,1048,2519,5597,4379,681,1183,6242,3598,469,967,5033,2561,321,781,3666,1981,166,560,2706,955,43,291,1288,299,17,194,512,15845,2873,10306,29023,0,11,1905,1919,89,212,1968,2266,2688,1138,2561,6394,4740,655,1681,7074,3544,464,1594,5602,2513,255,1552,4319,1701,107,1335,3136,629,14,995,1634,145,3,671,816,16048,2857,14256,33160,0,17,3883,3899,124,340,3804,4261,4718,2188,5082,11990,9116,1331,2868,13319,7148,935,2558,10639,5081,571,2329,7983,3675,271,1890,5841,1581,57,1285,2926,445,15,867,1326,31892,5727,24562,62178
SED10091,0,9,2309,2325,55,195,1499,1744,1433,666,1347,3446,2666,567,744,3986,3062,535,872,4462,2948,341,823,4116,2584,195,688,3460,1310,56,400,1768,274,5,161,440,14329,2571,8845,25745,0,34,2149,2185,124,300,1266,1685,1823,714,1071,3611,2984,571,856,4412,3229,512,1123,4865,3016,291,1161,4462,2329,140,1216,3686,921,38,958,1916,118,3,511,640,14546,2613,10311,27464,0,45,4453,4503,180,497,2756,3432,3258,1379,2420,7058,5649,1145,1601,8398,6291,1049,1991,9333,5957,634,1985,8576,4915,331,1905,7149,2227,95,1358,3679,392,11,677,1081,28875,5183,19148,53210
SED10092,0,34,2190,2223,71,327,3074,3477,1570,1066,3031,5679,2393,512,1485,4381,2445,459,1734,4631,2457,285,1484,4225,2136,121,951,3210,1326,57,617,1995,359,12,288,656,12751,2869,14854,30482,6,59,2040,2108,164,481,2606,3255,2078,1077,2174,5325,2479,508,1405,4397,2559,406,1671,4640,2486,277,1678,4445,1917,102,1369,3384,983,36,1458,2477,163,12,808,975,12837,2955,15208,31004,8,93,4233,4332,240,812,5682,6731,3648,2145,5209,11005,4875,1016,2886,8782,5010,864,3403,9270,4941,561,3164,8664,4052,224,2314,6590,2310,92,2071,4477,518,21,1096,1630,25590,5822,30064,61481
SED10093,0,19,2307,2325,70,289,1664,2024,1342,807,1535,3679,2263,657,1161,4076,2517,555,1362,4427,2358,333,1198,3890,2072,180,906,3158,1262,75,540,1872,316,13,262,587,12189,2924,10930,26040,3,45,2269,2310,122,415,1537,2070,1744,858,1506,4109,2560,639,1424,4622,2522,552,1597,4671,2342,335,1600,4275,1954,152,1513,3626,951,36,1240,2222,149,4,689,846,12346,3027,13379,28752,6,67,4574,4637,196,702,3201,4096,3082,1665,3040,7786,4820,1297,2580,8697,5033,1104,2964,9098,4702,670,2802,8171,4025,335,2422,6780,2207,106,1779,4091,461,15,953,1432,24537,5945,24304,54788
SED19494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
