SED_CODE_2016,P_FoodHospPersServ_Occ_Mng,P_FoodHospPersServ_Occ_Pro,P_FoodHospPersServ_Occ_TTW,P_FoodHospPersServ_Occ_CPS,P_FoodHospPersServ_Occ_CA,P_FoodHospPersServ_Occ_Sal,P_FoodHospPersServ_Occ_MOD,P_FoodHospPersServ_Occ_Lab,P_FoodHospPersServ_Occ_IDNS,P_FoodHospPersServ_Total,P_MixFieldProg_Occ_Mng,P_MixFieldProg_Occ_Pro,P_MixFieldProg_Occ_TTW,P_MixFieldProg_Occ_CPS,P_MixFieldProg_Occ_CA,P_MixFieldProg_Occ_Sal,P_MixFieldProg_Occ_MOD,P_MixFieldProg_Occ_Lab,P_MixFieldProg_Occ_IDNS,P_MixFieldProg_Total,P_FS_ID_Occ_Mng,P_FS_ID_Occ_Pro,P_FS_ID_Occ_TTW,P_FS_ID_Occ_CPS,P_FS_ID_Occ_CA,P_FS_ID_Occ_Sal,P_FS_ID_Occ_MOD,P_FS_ID_Occ_Lab,P_FS_ID_Occ_IDNS,P_FS_ID_Total,P_FS_NS_Occ_Mng,P_FS_NS_Occ_Pro,P_FS_NS_Occ_TTW,P_FS_NS_Occ_CPS,P_FS_NS_Occ_CA,P_FS_NS_Occ_Sal,P_FS_NS_Occ_MOD,P_FS_NS_Occ_Lab,P_FS_NS_Occ_IDNS,P_FS_NS_Total,P_Tot_Occ_Mng,P_Tot_Occ_Pro,P_Tot_Occ_TTW,P_Tot_Occ_CPS,P_Tot_Occ_CA,P_Tot_Occ_Sal,P_Tot_Occ_MOD,P_Tot_Occ_Lab,P_Tot_Occ_IDNS,P_Total_Total
SED10011,124,36,393,211,131,86,42,87,5,1118,8,8,0,7,0,3,0,7,0,37,55,115,28,46,46,19,17,17,19,356,45,67,64,61,57,28,48,58,67,507,3173,8688,3484,2896,2882,1152,736,1204,318,24522
SED10012,76,27,264,233,108,86,43,80,10,929,0,3,9,8,3,4,3,17,0,48,8,24,28,23,32,13,35,27,9,206,33,38,108,63,59,51,86,97,114,649,1321,3532,2681,1801,2258,1056,1086,1150,375,15252
SED10013,149,41,429,225,252,145,82,99,18,1444,3,3,0,4,3,3,3,9,0,32,48,43,56,35,35,22,40,17,12,307,80,48,129,65,102,79,91,69,97,763,3970,7013,5239,3097,3981,1745,1557,1263,466,28328
SED10014,108,30,339,172,137,114,74,105,14,1109,0,3,3,0,4,8,10,4,0,23,20,44,39,22,37,21,43,38,18,278,45,41,89,81,80,66,124,104,102,723,1951,4302,3455,2543,2847,1347,1498,1346,379,19679
SED10015,135,37,521,206,144,128,85,100,22,1376,7,4,15,11,0,8,4,20,3,74,54,96,40,47,67,23,35,24,23,403,45,81,90,69,89,63,66,102,162,765,3216,7468,3567,2713,3688,1940,1224,1780,504,26105
SED10016,149,52,329,160,175,127,31,55,11,1089,4,0,4,3,8,3,0,5,0,25,71,73,33,34,60,33,23,23,7,358,71,63,66,29,71,46,27,33,96,501,5853,10260,3280,2114,4332,1924,607,821,492,29679
SED10017,137,32,534,236,124,136,127,143,8,1480,0,0,3,4,3,3,5,4,0,25,22,20,31,11,14,9,42,10,8,178,46,44,116,69,65,61,88,127,71,684,1975,3518,4505,2395,2268,1118,1757,1437,300,19275
SED10018,112,29,436,143,129,120,51,87,15,1120,0,0,0,0,0,0,0,3,0,18,38,37,26,23,32,8,24,14,11,218,33,48,70,50,58,45,34,53,61,453,2737,7720,3762,2352,3018,1133,775,995,294,22792
SED10019,92,16,438,180,85,99,42,151,10,1106,3,3,0,4,0,0,4,12,0,26,28,27,23,19,23,11,28,29,8,187,74,44,92,89,58,89,89,154,71,748,1880,3433,2741,2411,1862,1022,838,1475,255,15919
SED10020,147,42,495,189,132,124,39,145,10,1328,7,3,3,3,3,0,0,11,0,27,38,32,31,19,26,11,19,20,10,208,54,48,75,70,48,66,37,90,78,560,2370,5213,3165,2557,2501,1288,704,1502,300,19609
SED10021,191,50,442,192,115,58,21,53,6,1134,3,0,4,5,3,4,0,7,0,34,132,220,31,57,68,45,15,21,21,606,72,114,53,54,60,37,17,43,95,543,6968,16620,2965,2595,3821,1960,435,885,567,36814
SED10022,142,13,339,138,82,92,54,145,7,1025,4,0,0,0,3,4,0,12,0,27,37,22,25,17,17,13,16,30,4,183,165,57,95,70,64,87,82,151,62,833,3442,3322,2785,2029,1687,901,889,1595,227,16879
SED10023,157,41,372,199,210,145,39,65,4,1233,0,9,0,4,0,3,8,4,0,21,51,81,27,34,52,20,13,13,11,305,71,67,58,72,71,58,21,25,92,543,5069,8669,4120,2673,3812,1712,621,823,402,27894
SED10024,120,44,187,105,109,67,20,21,6,675,4,0,0,4,0,7,0,4,0,16,84,128,15,17,74,25,10,7,15,377,67,89,33,18,46,27,5,18,98,396,6579,12186,1786,1463,3606,1668,278,439,485,28500
SED10025,198,54,388,161,159,125,31,45,11,1165,4,7,5,4,0,5,0,3,0,37,89,127,16,25,74,41,6,22,25,418,65,95,54,38,60,48,21,44,93,539,6368,12404,2688,1864,4180,2116,469,762,500,31352
SED10026,117,41,428,224,109,151,84,130,8,1300,4,3,3,0,3,3,3,7,0,23,34,32,24,24,23,12,28,27,8,214,97,64,115,81,80,83,88,120,94,828,3126,4959,3790,2674,2510,1297,1258,1478,294,21381
SED10027,122,24,331,189,165,90,35,74,17,1044,4,5,5,4,5,0,0,9,0,34,37,45,35,23,45,29,30,16,11,264,55,72,86,52,89,69,51,38,114,620,2905,6196,3658,2029,3521,1402,1018,1002,391,22118
SED10028,76,37,223,96,93,92,19,45,7,688,3,0,3,10,6,4,0,3,3,32,59,103,19,26,70,26,9,11,12,343,42,74,39,37,64,29,15,22,81,407,5224,13150,2252,1786,4245,1624,484,716,399,29876
SED10029,64,9,281,179,71,75,56,90,13,839,0,3,10,4,3,7,6,15,5,52,12,27,29,11,24,20,31,28,12,201,30,50,102,60,53,57,98,110,113,675,1213,3384,2704,1851,2343,942,1141,1203,370,15159
SED10030,132,35,436,204,127,139,44,117,10,1248,3,0,0,3,4,6,0,7,0,23,35,54,28,28,34,16,30,10,9,240,57,55,103,74,80,51,54,99,102,677,2532,5673,3470,2664,2748,1338,760,1259,364,20812
SED10031,144,26,453,196,129,94,61,124,11,1243,3,4,0,3,3,3,3,8,0,25,51,46,23,33,47,12,26,24,14,272,122,67,107,110,83,75,83,109,92,842,3979,5205,3706,2900,2690,1085,1058,1406,353,22380
SED10032,101,29,373,162,123,99,86,91,13,1084,3,8,8,10,3,3,8,18,3,66,47,43,44,47,43,34,60,32,9,350,39,41,122,65,72,48,80,111,151,728,2473,6704,3485,2647,3549,1674,1482,1694,569,24284
SED10033,154,41,424,190,212,133,66,111,20,1354,3,7,5,3,3,0,0,3,0,23,40,53,46,27,40,14,37,15,14,273,70,41,124,58,87,42,73,86,110,695,3524,5088,5274,2454,3210,1310,1205,1330,378,23766
SED10034,130,30,412,206,184,123,52,71,13,1221,5,3,3,0,3,0,0,3,3,28,40,77,18,27,42,19,33,13,8,277,46,65,80,54,92,54,19,38,88,543,4179,8595,4799,2995,4136,1608,863,973,389,28542
SED10035,273,85,652,246,155,126,47,117,23,1731,6,8,7,14,5,7,7,19,3,81,140,190,37,61,83,41,32,29,26,644,69,98,74,76,58,62,39,54,143,680,6713,16254,3881,3328,5084,2822,906,1506,640,41127
SED10036,119,30,351,186,179,102,68,85,7,1127,0,4,6,3,7,7,8,8,0,37,41,48,52,52,62,15,35,23,9,345,53,50,94,47,91,55,72,65,132,654,3098,6530,3905,2586,3891,1415,1355,1161,480,24424
SED10037,119,35,397,139,126,93,23,73,10,1021,4,3,5,4,3,4,3,3,0,25,61,115,39,28,68,34,19,19,19,391,53,86,56,45,58,37,18,34,98,468,4900,11740,3506,2534,4066,1601,562,1069,389,30369
SED10038,114,27,360,200,150,92,55,72,9,1083,0,3,3,3,4,3,0,5,0,20,45,71,30,35,50,14,22,11,10,284,42,52,88,59,45,52,35,50,82,499,3352,8862,3859,2901,3024,1171,965,1039,344,25524
SED10039,136,34,446,192,115,105,66,106,9,1213,6,0,0,7,0,3,0,7,4,24,32,35,30,22,23,10,10,13,7,192,65,37,97,71,59,53,42,97,50,565,2774,5520,4150,2824,2453,1126,962,1189,275,21270
SED10040,148,35,553,191,125,141,66,129,19,1401,3,0,7,11,11,10,15,26,4,86,43,66,42,41,72,54,26,44,19,401,66,83,92,62,85,60,51,81,144,730,3339,9251,3630,3008,4205,2457,1228,2020,562,29707
SED10041,103,39,220,97,78,57,22,36,7,654,3,9,3,3,0,0,3,0,0,20,92,124,17,33,61,32,6,6,13,386,47,71,21,22,48,30,8,12,76,339,6313,13724,1750,1716,3762,1509,320,595,489,30185
SED10042,108,38,393,161,125,117,57,122,17,1140,0,0,0,3,3,3,0,3,0,16,21,35,34,25,23,14,22,17,15,196,22,48,97,68,48,52,50,73,66,517,2100,5040,3888,2454,2457,1124,1055,1184,294,19598
SED10043,93,15,346,155,102,98,103,81,21,1009,0,3,14,12,11,11,8,20,3,79,27,39,33,49,41,27,39,41,15,308,40,41,108,70,60,68,96,106,134,727,1911,4723,2941,2443,2613,1728,1716,1442,485,20002
SED10044,183,56,351,144,134,100,22,38,15,1038,3,8,4,0,6,4,0,3,0,32,84,161,27,40,68,34,9,17,11,451,70,105,40,37,47,31,5,27,104,475,6730,14771,2351,1982,4193,1876,406,633,521,33470
SED10045,121,24,416,185,96,94,34,158,17,1148,0,9,4,7,0,0,0,10,0,26,33,33,24,27,16,11,20,25,10,195,83,49,80,73,43,71,59,121,79,671,2517,4999,3031,2607,2228,1088,820,1603,275,19172
SED10046,78,26,337,177,116,84,68,107,9,1016,3,5,11,7,6,7,10,9,3,63,29,30,40,33,36,16,42,36,12,284,43,51,100,75,99,75,101,135,170,841,1752,4435,3357,2355,3031,1310,1509,1493,520,19767
SED10047,98,30,422,165,213,143,116,135,20,1338,7,0,4,3,6,4,8,5,0,45,39,19,28,26,44,17,54,20,12,259,52,47,102,73,113,67,190,154,138,937,1984,4119,4025,2804,3361,1327,2028,1560,431,21636
SED10048,99,30,340,149,145,114,121,142,19,1155,4,5,5,5,4,3,6,6,3,39,35,41,46,55,62,26,75,43,4,383,43,54,98,72,72,66,117,113,98,728,2377,5832,3980,3001,3817,1565,1965,1694,403,24620
SED10049,117,28,503,227,136,150,102,150,9,1416,3,5,0,3,6,3,3,9,3,30,21,25,50,23,32,14,42,13,10,227,42,37,109,65,45,46,71,78,71,556,2378,5327,4837,2682,2817,1259,1527,1240,310,22370
SED10050,208,71,432,160,139,83,50,55,12,1215,0,0,0,6,6,9,3,0,0,33,108,154,23,35,71,49,10,8,19,477,76,96,54,49,71,39,18,25,93,519,7586,13302,3087,2533,3694,2068,445,814,539,34072
SED10051,160,44,380,173,168,108,35,81,14,1166,4,0,3,5,3,8,0,3,0,32,63,99,46,44,47,26,32,20,11,388,69,72,61,75,75,63,60,62,124,661,4350,9384,3254,2445,3688,1746,822,1054,459,27207
SED10052,146,52,367,189,195,137,67,69,5,1224,3,5,5,3,4,3,0,6,3,34,52,75,34,34,64,25,21,12,12,325,59,67,64,41,74,49,29,28,101,516,4367,8240,3717,2313,3835,1638,697,874,400,26095
SED10053,171,46,471,177,234,121,51,115,23,1406,3,4,3,3,7,4,3,3,0,26,105,75,32,55,80,14,24,24,22,438,123,73,114,86,122,56,63,101,95,824,4902,6458,3992,2741,3931,1304,867,1303,517,26019
SED10054,75,27,325,149,131,102,117,128,12,1067,0,0,4,4,0,3,10,13,3,44,18,35,49,36,51,21,62,40,14,328,38,51,113,67,76,44,147,146,123,808,1685,4703,3625,2821,3529,1360,2293,1768,438,22210
SED10055,147,47,382,186,266,151,99,90,16,1379,3,4,0,3,0,4,3,4,3,27,49,62,36,44,48,14,49,31,19,335,68,50,118,43,90,53,80,68,100,665,3293,5916,4753,2664,4193,1518,1542,1230,413,25522
SED10056,164,22,459,190,131,126,48,203,9,1357,3,3,3,7,7,0,5,15,3,51,50,29,22,27,24,6,26,49,11,236,174,58,128,114,94,101,128,240,99,1122,3812,4201,3488,2272,2161,1035,1112,2189,322,20603
SED10057,100,27,425,161,76,132,43,123,9,1100,3,0,4,8,3,0,0,3,0,26,24,21,16,9,16,7,10,17,3,127,67,45,86,75,45,103,68,115,55,657,1756,3699,2689,2184,1664,1194,645,1238,210,15288
SED10058,135,40,485,203,122,104,37,83,14,1227,0,3,4,4,0,0,0,8,0,20,39,92,32,35,47,24,18,15,11,312,36,65,73,48,45,36,30,57,72,467,3108,10285,3382,2710,2943,1252,692,937,309,25609
SED10059,205,77,516,234,102,104,18,43,10,1298,8,5,4,9,3,8,6,3,0,51,119,332,42,59,106,67,14,25,26,792,56,141,60,62,53,39,14,37,130,597,6065,18068,2834,2733,4037,2102,425,1054,543,37868
SED10060,170,61,301,132,103,87,8,37,11,913,3,3,3,4,10,0,0,0,5,32,131,193,26,32,78,50,5,8,15,537,65,108,25,28,60,44,3,16,95,438,8414,17468,1685,1744,4099,1984,204,448,663,36710
SED10061,141,25,356,159,89,84,53,132,8,1037,3,0,3,7,0,4,3,5,0,28,39,33,21,19,23,14,19,32,6,210,149,86,118,95,73,65,79,156,99,914,3632,5168,2895,2422,2300,1055,734,1685,310,20207
SED10062,111,35,380,165,137,100,40,59,4,1027,6,4,3,3,3,3,0,11,4,37,66,75,27,37,55,22,32,20,9,333,54,76,70,58,74,52,37,37,94,552,3922,8759,3067,2221,3912,1698,781,1016,412,25794
SED10063,155,28,396,203,131,114,81,132,9,1256,0,0,3,4,3,4,0,9,0,19,38,30,19,20,26,7,25,22,8,205,106,52,106,88,72,91,93,126,83,813,3371,5796,3730,2520,2638,1209,1165,1378,302,22110
SED10064,112,17,371,196,92,105,48,135,14,1098,0,3,0,4,3,3,3,4,3,26,21,29,15,18,24,3,22,20,8,165,76,40,115,122,57,53,64,134,78,741,2037,3734,2855,2500,1796,949,769,1382,293,16316
SED10065,152,41,515,175,178,135,113,125,26,1459,6,3,14,10,5,3,9,20,0,64,63,109,52,44,70,48,53,47,7,488,53,88,81,48,79,39,44,51,126,614,4488,13182,4102,2999,5091,2400,1497,1811,628,36200
SED10066,131,43,365,202,211,123,76,112,20,1284,0,4,0,3,6,3,3,3,0,29,43,40,36,21,42,19,31,24,12,271,42,45,85,58,78,56,79,72,92,607,2818,6046,4075,2720,3466,1378,1297,1275,364,23445
SED10067,162,65,386,155,176,95,31,65,11,1131,0,5,4,0,3,0,3,0,0,23,68,97,26,40,38,22,21,16,10,339,82,58,77,40,56,50,16,31,93,505,5278,8544,3659,2146,3278,1632,503,801,448,26286
SED10068,134,39,486,204,117,136,37,145,9,1303,0,0,0,0,3,7,5,0,3,17,19,41,23,22,19,7,10,12,7,167,47,37,95,65,55,67,42,72,58,544,2162,5215,3107,2480,2278,1250,623,1178,230,18520
SED10069,101,40,432,232,127,126,71,111,18,1257,3,0,3,0,3,4,6,10,3,33,36,41,44,31,31,15,23,15,13,247,52,42,112,66,54,50,55,99,57,591,2190,3693,4046,2398,2209,1074,1022,1188,278,18104
SED10070,96,25,275,130,156,125,77,91,19,991,3,3,3,3,4,3,9,8,0,48,35,38,43,29,62,21,34,30,12,305,50,45,106,41,91,59,86,75,103,654,2627,6189,3499,2115,3835,1376,1321,1249,455,22663
SED10071,159,41,398,178,176,150,105,94,22,1321,6,3,9,0,6,3,3,7,0,40,64,84,56,44,105,40,68,29,17,512,62,73,70,60,85,50,67,49,104,624,4693,10418,4134,2884,5030,1944,1544,1226,498,32374
SED10072,171,44,621,243,170,147,70,115,19,1588,3,3,5,4,7,7,4,20,4,61,51,72,38,44,72,32,39,37,12,388,77,74,94,63,76,53,53,107,156,752,3993,8852,3715,2815,4209,2276,1211,2092,536,29705
SED10073,131,32,523,189,136,128,36,92,17,1280,4,8,7,4,5,0,3,6,0,39,62,118,41,30,88,37,23,25,9,438,46,88,59,57,80,48,32,54,141,595,4919,14356,3609,2543,5038,2268,741,1246,549,35265
SED10074,117,29,319,151,173,110,83,93,18,1100,3,4,3,4,4,9,7,5,3,44,47,83,43,49,78,18,52,29,9,414,52,56,81,53,70,44,61,70,129,614,3689,10104,3663,2433,4371,1563,1246,1355,508,28936
SED10075,127,34,522,233,134,137,70,123,12,1389,3,0,0,0,0,0,4,0,0,12,26,27,36,20,38,7,30,25,16,234,44,59,128,76,66,66,78,104,89,712,2211,4553,4731,3263,2939,1365,1352,1419,358,22189
SED10076,126,28,409,191,95,94,40,109,6,1093,3,3,3,0,3,3,0,3,0,25,31,45,22,34,28,17,14,18,6,212,56,38,100,67,39,69,45,75,74,576,1892,3585,3410,2389,1729,1037,605,1165,274,16089
SED10077,143,46,604,236,112,123,45,126,21,1452,7,6,19,13,4,13,11,22,4,89,52,115,39,42,91,40,27,34,28,464,77,72,77,61,84,47,33,90,145,680,4201,12925,3421,2815,4502,2512,938,1769,688,33769
SED10078,147,53,505,184,136,113,52,98,14,1296,6,12,14,11,5,4,3,20,3,74,114,210,50,37,125,50,27,19,15,649,52,108,58,63,66,46,40,58,113,607,4644,13377,3171,2759,4062,1891,709,1369,472,32449
SED10079,95,45,430,173,122,110,50,115,9,1138,0,0,0,0,3,3,0,4,0,15,19,25,31,35,27,13,27,19,5,196,33,33,76,61,53,47,63,93,66,522,2052,4249,3934,2451,2320,1132,961,1259,245,18609
SED10080,309,71,988,404,140,142,19,121,19,2220,15,5,21,38,6,14,4,38,3,137,174,287,56,85,91,56,14,39,27,828,111,146,108,138,55,57,18,120,165,919,8746,19193,3519,4155,4329,2866,392,2081,807,46088
SED10081,148,29,403,195,104,93,86,154,14,1226,8,8,3,0,3,0,0,9,0,30,46,30,31,13,20,18,30,24,8,226,98,65,151,76,85,89,106,195,90,950,3087,5098,3665,2429,2369,1137,1211,1673,299,20966
SED10082,145,51,429,221,150,127,30,85,12,1248,0,6,3,9,4,3,0,3,0,25,37,62,29,26,33,17,10,10,11,231,58,57,82,63,57,51,24,50,61,499,3441,7496,3721,2539,2858,1383,502,972,308,23234
SED10083,134,28,473,216,148,131,53,104,9,1302,0,0,0,5,0,0,3,3,0,17,37,27,41,23,27,15,22,13,5,209,38,44,97,74,77,81,48,76,88,612,2387,5159,3947,2741,2637,1344,810,1270,315,20611
SED10084,134,50,578,253,155,137,58,140,10,1514,3,3,0,0,3,3,0,4,0,26,26,32,27,31,24,12,15,20,10,205,46,41,98,69,58,62,42,79,74,579,2217,4804,3668,2886,2231,1273,735,1372,293,19477
SED10085,110,15,332,198,88,115,152,131,11,1146,7,3,3,0,0,3,7,6,0,35,35,22,39,27,19,8,50,19,9,235,104,52,148,63,60,57,137,132,61,818,2879,3673,4578,2032,2120,924,2325,1513,288,20320
SED10086,187,51,387,168,115,80,12,28,5,1038,3,7,6,7,3,3,0,3,3,32,126,233,26,44,81,47,4,18,19,605,104,122,33,58,66,60,10,36,95,585,7593,15315,1976,2197,3374,2271,290,702,632,34342
SED10087,139,39,474,220,141,141,43,164,5,1366,6,8,3,7,0,7,3,10,3,51,44,49,30,45,46,16,41,26,13,308,80,59,102,81,66,73,66,112,59,696,3174,6139,4206,2884,2711,1267,994,1442,255,23076
SED10088,206,62,532,207,158,152,55,91,14,1469,3,3,7,0,0,3,0,5,0,34,64,111,36,38,58,30,22,17,10,387,79,58,77,63,62,56,42,50,83,573,5449,9166,4067,2724,3795,1913,726,1133,376,29343
SED10089,95,37,470,190,124,126,72,100,15,1230,4,6,3,3,3,3,3,9,4,34,25,66,38,26,42,9,35,20,11,261,37,53,77,56,49,43,50,76,81,529,2247,7408,3985,2877,2916,1314,1083,1290,316,23434
SED10090,154,45,365,130,99,73,18,50,14,942,3,4,3,0,0,8,0,3,0,27,105,172,33,40,68,54,9,12,13,502,73,118,24,30,52,30,7,28,92,442,7371,15758,2063,1873,4021,2000,311,656,582,34632
SED10091,135,31,416,182,172,122,68,122,14,1277,0,4,0,3,5,3,0,3,0,17,52,33,22,20,28,11,32,28,11,246,74,56,147,69,97,71,74,108,67,761,3201,5379,4779,2503,2762,1298,1281,1366,359,22931
SED10092,97,28,450,229,142,120,49,110,15,1235,3,5,5,7,0,3,4,6,0,38,34,57,19,19,41,14,20,24,4,229,24,47,118,68,49,53,71,111,96,645,2412,7089,3866,2803,2910,1358,1044,1403,356,23245
SED10093,145,36,448,214,147,156,62,127,14,1361,0,4,3,3,4,0,5,3,0,21,20,29,37,28,19,11,33,26,13,204,51,42,113,87,56,67,81,118,81,693,2117,3937,3751,2846,2358,1279,1012,1361,332,18996
SED19494,14,3,42,33,7,13,5,23,0,135,0,3,0,3,0,0,0,4,0,8,0,7,3,4,8,0,3,7,0,36,6,10,17,11,7,8,9,17,26,101,200,562,348,285,168,119,144,278,58,2162
SED19797,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,18,14,7,11,6,7,8,3,74
