SED_CODE_2016,M_15_19y_DUDW_LT_5_h,M_15_19y_DUDW_5_14_h,M_15_19y_DUDW_15_29_h,M_15_19y_DUDW_30_h_mo,M_15_19y_DNUDW,M_15_19y_UDW_NS,M_15_19y_Total,M_20_24y_DUDW_LT_5_h,M_20_24y_DUDW_5_14_h,M_20_24y_DUDW_15_29_h,M_20_24y_DUDW_30_h_mo,M_20_24y_DNUDW,M_20_24y_UDW_NS,M_20_24y_Total,M_25_34y_DUDW_LT_5_h,M_25_34y_DUDW_5_14_h,M_25_34y_DUDW_15_29_h,M_25_34y_DUDW_30_h_mo,M_25_34y_DNUDW,M_25_34y_UDW_NS,M_25_34y_Total,M_35_44y_DUDW_LT_5_h,M_35_44y_DUDW_5_14_h,M_35_44y_DUDW_15_29_h,M_35_44y_DUDW_30_h_mo,M_35_44y_DNUDW,M_35_44y_UDW_NS,M_35_44y_Total,M_45_54y_DUDW_LT_5_h,M_45_54y_DUDW_5_14_h,M_45_54y_DUDW_15_29_h,M_45_54y_DUDW_30_h_mo,M_45_54y_DNUDW,M_45_54y_UDW_NS,M_45_54y_Total,M_55_64y_DUDW_LT_5_h,M_55_64y_DUDW_5_14_h,M_55_64y_DUDW_15_29_h,M_55_64y_DUDW_30_h_mo,M_55_64y_DNUDW,M_55_64y_UDW_NS,M_55_64y_Total,M_65_74y_DUDW_LT_5_h,M_65_74y_DUDW_5_14_h,M_65_74y_DUDW_15_29_h,M_65_74y_DUDW_30_h_mo,M_65_74y_DNUDW,M_65_74y_UDW_NS,M_65_74y_Total,M_75_84y_DUDW_LT_5_h,M_75_84y_DUDW_5_14_h,M_75_84y_DUDW_15_29_h,M_75_84y_DUDW_30_h_mo,M_75_84y_DNUDW,M_75_84y_UDW_NS,M_75_84y_Total,M_85y_ov_DUDW_LT_5_h,M_85y_ov_DUDW_5_14_h,M_85y_ov_DUDW_15_29_h,M_85y_ov_DUDW_30_h_mo,M_85y_ov_DNUDW,M_85y_ov_UDW_NS,M_85y_ov_Total,M_Tot_DUDW_LT_5_h,M_Tot_DUDW_5_14_h,M_Tot_DUDW_15_29_h,M_Tot_DUDW_30_h_mo,M_Tot_DNUDW,M_Tot_UDW_NS,M_Tot_Total,F_15_19y_DUDW_LT_5_h,F_15_19y_DUDW_5_14_h,F_15_19y_DUDW_15_29_h,F_15_19y_DUDW_30_h_mo,F_15_19y_DNUDW,F_15_19y_UDW_NS,F_15_19y_Total,F_20_24y_DUDW_LT_5_h,F_20_24y_DUDW_5_14_h,F_20_24y_DUDW_15_29_h,F_20_24y_DUDW_30_h_mo,F_20_24y_DNUDW,F_20_24y_UDW_NS,F_20_24y_Total,F_25_34y_DUDW_LT_5_h,F_25_34y_DUDW_5_14_h,F_25_34y_DUDW_15_29_h,F_25_34y_DUDW_30_h_mo,F_25_34y_DNUDW,F_25_34y_UDW_NS,F_25_34y_Total,F_35_44y_DUDW_LT_5_h,F_35_44y_DUDW_5_14_h,F_35_44y_DUDW_15_29_h,F_35_44y_DUDW_30_h_mo,F_35_44y_DNUDW,F_35_44y_UDW_NS,F_35_44y_Total,F_45_54y_DUDW_LT_5_h,F_45_54y_DUDW_5_14_h,F_45_54y_DUDW_15_29_h,F_45_54y_DUDW_30_h_mo,F_45_54y_DNUDW,F_45_54y_UDW_NS,F_45_54y_Total,F_55_64y_DUDW_LT_5_h,F_55_64y_DUDW_5_14_h,F_55_64y_DUDW_15_29_h,F_55_64y_DUDW_30_h_mo,F_55_64y_DNUDW,F_55_64y_UDW_NS,F_55_64y_Total,F_65_74y_DUDW_LT_5_h,F_65_74y_DUDW_5_14_h,F_65_74y_DUDW_15_29_h,F_65_74y_DUDW_30_h_mo,F_65_74y_DNUDW,F_65_74y_UDW_NS,F_65_74y_Total,F_75_84y_DUDW_LT_5_h,F_75_84y_DUDW_5_14_h,F_75_84y_DUDW_15_29_h,F_75_84y_DUDW_30_h_mo,F_75_84y_DNUDW,F_75_84y_UDW_NS,F_75_84y_Total,F_85y_ov_DUDW_LT_5_h,F_85y_ov_DUDW_5_14_h,F_85y_ov_DUDW_15_29_h,F_85y_ov_DUDW_30_h_mo,F_85y_ov_DNUDW,F_85y_ov_UDW_NS,F_85y_ov_Total,F_Tot_DUDW_LT_5_h,F_Tot_DUDW_5_14_h,F_Tot_DUDW_15_29_h,F_Tot_DUDW_30_h_mo,F_Tot_DNUDW,F_Tot_UDW_NS,F_Tot_Total,P_15_19y_DUDW_LT_5_h,P_15_19y_DUDW_5_14_h,P_15_19y_DUDW_15_29_h,P_15_19y_DUDW_30_h_mo,P_15_19y_DNUDW,P_15_19y_UDW_NS,P_15_19y_Total,P_20_24y_DUDW_LT_5_h,P_20_24y_DUDW_5_14_h,P_20_24y_DUDW_15_29_h,P_20_24y_DUDW_30_h_mo,P_20_24y_DNUDW,P_20_24y_UDW_NS,P_20_24y_Total,P_25_34y_DUDW_LT_5_h,P_25_34y_DUDW_5_14_h,P_25_34y_DUDW_15_29_h,P_25_34y_DUDW_30_h_mo,P_25_34y_DNUDW,P_25_34y_UDW_NS,P_25_34y_Total,P_35_44y_DUDW_LT_5_h,P_35_44y_DUDW_5_14_h,P_35_44y_DUDW_15_29_h,P_35_44y_DUDW_30_h_mo,P_35_44y_DNUDW,P_35_44y_UDW_NS,P_35_44y_Total,P_45_54y_DUDW_LT_5_h,P_45_54y_DUDW_5_14_h,P_45_54y_DUDW_15_29_h,P_45_54y_DUDW_30_h_mo,P_45_54y_DNUDW,P_45_54y_UDW_NS,P_45_54y_Total,P_55_64y_DUDW_LT_5_h,P_55_64y_DUDW_5_14_h,P_55_64y_DUDW_15_29_h,P_55_64y_DUDW_30_h_mo,P_55_64y_DNUDW,P_55_64y_UDW_NS,P_55_64y_Total,P_65_74y_DUDW_LT_5_h,P_65_74y_DUDW_5_14_h,P_65_74y_DUDW_15_29_h,P_65_74y_DUDW_30_h_mo,P_65_74y_DNUDW,P_65_74y_UDW_NS,P_65_74y_Total,P_75_84y_DUDW_LT_5_h,P_75_84y_DUDW_5_14_h,P_75_84y_DUDW_15_29_h,P_75_84y_DUDW_30_h_mo,P_75_84y_DNUDW,P_75_84y_UDW_NS,P_75_84y_Total,P_85y_ov_DUDW_LT_5_h,P_85y_ov_DUDW_5_14_h,P_85y_ov_DUDW_15_29_h,P_85y_ov_DUDW_30_h_mo
SED10054,1143,351,40,15,1649,313,3515,1049,404,88,30,1526,240,3333,1827,1224,282,122,2337,429,6218,1572,1567,373,196,1866,394,5971,1281,1437,346,180,1905,414,5570,958,1020,307,194,1570,308,4360,423,515,220,189,1044,242,2627,130,138,65,72,426,106,939,30,23,17,11,160,30,272,8403,6680,1745,1006,12498,2480,32814,1175,493,77,51,1353,269,3425,918,697,207,176,1133,192,3315,1063,1512,868,1323,1627,483,6881,569,1503,1006,1378,1363,426,6237,587,1529,985,1069,1327,364,5869,478,1123,712,754,1230,336,4634,234,479,371,431,929,282,2732,122,191,115,100,524,142,1196,46,50,9,14,473,56,657,5195,7580,4355,5303,9955,2561,34946,2319,844,120,65,3007,583,6947,1965,1097,289,198,2656,436,6640,2895,2736,1148,1446,3962,908,13099,2143,3070,1382,1572,3227,821,12208,1865,2968,1337,1254,3230,784,11435,1436,2141,1018,949,2802,645,8996,655,992,591,620,1979,523,5364,255,325,181,177,953,246,2134,73,76,29,22
SED10055,1258,238,19,12,1440,215,3188,1102,293,32,12,1354,176,2971,2007,1313,226,97,1733,351,5731,1745,1674,362,140,1274,348,5549,1598,1757,342,164,1303,321,5485,1261,1448,391,173,1202,293,4774,455,648,258,178,816,189,2547,140,168,94,58,304,96,850,36,21,11,12,96,29,196,9595,7563,1746,848,9528,2017,31295,1301,378,58,15,1039,179,2970,1075,579,130,80,878,157,2899,1168,1746,815,1025,944,325,6031,541,1810,1242,1348,657,331,5931,537,1967,1306,1048,728,297,5882,438,1443,1062,853,767,269,4833,218,477,449,505,530,192,2373,107,193,128,130,334,107,996,40,42,15,12,138,56,302,5430,8634,5200,5018,6025,1921,32222,2562,614,77,27,2483,395,6156,2176,872,158,88,2233,331,5872,3175,3059,1044,1126,2677,681,11758,2283,3492,1605,1491,1931,675,11483,2137,3727,1652,1214,2025,615,11372,1706,2888,1455,1026,1973,567,9610,669,1126,707,681,1349,381,4916,247,363,219,185,641,200,1854,71,60,26,17
SED10056,993,206,30,16,1008,398,2654,722,371,53,23,758,274,2211,1382,1217,233,126,1083,526,4568,1279,1344,359,179,905,481,4553,1453,1614,390,184,1135,610,5380,1414,1551,464,220,1488,737,5880,810,979,487,298,1342,712,4624,321,418,270,223,898,545,2685,84,101,64,34,353,211,835,8458,7803,2361,1302,8968,4492,33391,1027,323,40,31,720,330,2469,515,583,160,133,407,222,2017,621,1265,714,980,623,473,4679,334,1325,1038,1068,419,445,4638,495,1733,1206,853,577,548,5407,434,1543,1174,971,808,647,5572,278,827,826,913,986,672,4506,238,421,381,423,795,608,2864,114,131,82,67,603,360,1348,4060,8140,5625,5440,5943,4306,33513,2023,530,71,46,1726,723,5119,1235,949,217,163,1165,499,4233,2007,2485,949,1106,1703,1001,9248,1614,2670,1397,1248,1323,934,9196,1955,3341,1595,1035,1719,1154,10789,1847,3090,1644,1186,2305,1383,11450,1086,1811,1315,1211,2328,1385,9133,560,843,660,643,1690,1160,5550,190,230,147,104
SED10057,797,151,15,7,796,240,2001,450,253,44,33,479,120,1385,784,720,188,123,588,223,2627,783,959,317,215,569,252,3098,985,1306,420,273,885,404,4266,1089,1576,636,387,1189,486,5362,768,1462,851,594,1419,632,5726,329,541,403,355,976,498,3100,87,143,83,73,451,279,1113,6077,7111,2958,2069,7343,3134,28684,793,237,25,24,580,217,1880,394,372,136,132,283,120,1436,406,805,478,728,294,205,2916,292,1098,760,786,313,217,3472,516,1502,1005,737,523,348,4628,559,1702,1321,982,836,468,5870,374,1144,1233,1178,1251,606,5784,221,494,502,558,964,666,3395,144,186,93,99,721,454,1701,3705,7535,5561,5213,5763,3302,31090,1586,385,41,31,1373,462,3885,846,622,181,168,758,247,2818,1191,1524,662,854,885,429,5545,1081,2059,1080,1002,878,466,6573,1499,2810,1424,1009,1406,752,8890,1647,3276,1959,1370,2029,949,11230,1147,2610,2087,1766,2664,1240,11517,547,1032,901,914,1937,1164,6496,235,325,177,169
SED10058,750,141,15,3,688,119,1710,1228,523,47,24,802,199,2820,2495,1820,261,105,1099,481,6258,1406,1607,403,150,725,306,4605,1379,1538,360,180,909,451,4814,1259,1377,414,176,950,419,4589,511,857,392,199,783,378,3120,208,360,156,93,478,279,1581,70,79,57,23,212,151,591,9313,8299,2112,939,6650,2780,30088,773,182,21,11,547,103,1630,1318,787,122,64,508,195,2989,1822,2047,626,584,499,355,5936,647,1547,1028,832,349,227,4630,715,1716,952,537,441,311,4671,606,1670,918,467,617,376,4648,262,792,697,524,663,359,3296,198,330,266,263,514,360,1929,120,172,80,44,347,429,1203,6457,9249,4709,3332,4477,2716,30942,1521,324,27,16,1231,221,3339,2546,1308,169,88,1306,394,5810,4316,3861,888,687,1598,835,12188,2061,3154,1436,976,1077,536,9238,2095,3254,1306,717,1351,759,9483,1864,3046,1334,643,1567,790,9240,774,1652,1093,723,1442,736,6419,403,695,421,355,986,642,3508,192,249,135,66
SED10059,580,105,11,3,704,192,1596,1602,627,74,32,1836,545,4710,5442,2562,236,97,2563,1439,12341,2646,2166,378,131,1159,831,7309,1677,1746,361,117,940,636,5478,941,1075,272,85,802,480,3661,384,561,193,66,665,351,2223,178,175,66,28,413,220,1078,33,37,19,9,175,70,336,13477,9055,1602,576,9244,4770,38726,718,189,25,9,898,206,2040,2207,1048,88,37,2114,676,6173,4986,3283,525,324,1815,1422,12353,1644,2087,804,514,620,635,6307,896,1525,655,319,396,416,4215,539,1043,460,195,444,362,3041,275,535,305,187,413,265,1977,177,211,128,105,426,231,1278,53,62,25,17,203,88,448,11496,9987,3020,1696,7328,4289,37817,1291,294,33,13,1599,399,3637,3806,1681,159,67,3946,1214,10878,10434,5847,760,418,4376,2858,24691,4289,4249,1179,646,1781,1466,13614,2572,3268,1016,440,1334,1054,9689,1478,2119,731,287,1246,839,6699,655,1098,496,252,1077,616,4192,362,385,197,131,838,451,2356,91,100,44,19
SED10060,621,64,4,0,623,113,1423,816,266,16,12,530,206,1843,3401,1801,177,42,1311,716,7451,2467,1918,304,86,887,529,6194,1618,1572,272,87,679,388,4619,1363,1263,265,97,615,346,3951,913,1048,284,94,675,286,3297,318,466,176,75,402,163,1589,99,117,52,15,229,100,616,11615,8522,1556,509,5944,2847,30984,671,89,12,3,578,106,1450,946,441,38,7,429,184,2036,3172,2670,519,406,1003,737,8516,1659,2079,958,918,553,535,6701,1095,1858,987,620,426,397,5386,885,1697,800,398,432,369,4581,490,1303,872,472,548,331,4024,212,524,384,219,436,207,1972,133,186,71,58,467,204,1121,9259,10846,4630,3100,4875,3072,35787,1292,150,12,3,1198,215,2869,1759,702,53,20,954,385,3885,6576,4474,694,450,2316,1454,15965,4130,3997,1260,997,1440,1065,12895,2708,3430,1259,714,1107,786,10009,2247,2963,1068,495,1047,712,8530,1403,2358,1153,565,1220,621,7322,529,982,558,288,833,367,3562,226,306,124,73
SED10061,1017,284,40,21,1002,432,2794,872,460,84,40,875,293,2630,1223,1131,262,131,934,497,4176,1083,1261,391,194,715,503,4144,1263,1566,403,209,1020,562,5008,1199,1450,471,259,1221,610,5217,723,1009,501,383,1163,616,4391,281,428,243,205,699,423,2284,78,73,41,30,260,131,607,7735,7666,2433,1477,7896,4058,31252,1063,388,67,23,767,353,2656,696,757,202,194,565,281,2692,576,1265,704,898,512,397,4354,353,1316,933,1022,429,431,4491,515,1757,1134,772,550,529,5246,534,1583,1069,811,702,537,5238,261,847,847,933,896,566,4352,211,412,358,397,727,490,2593,119,160,78,66,516,235,1175,4324,8471,5391,5124,5665,3820,32794,2082,669,106,46,1765,788,5449,1568,1218,287,237,1443,571,5319,1800,2394,967,1034,1453,897,8531,1435,2574,1320,1219,1142,933,8634,1778,3316,1530,974,1563,1087,10252,1734,3033,1544,1069,1926,1147,10454,986,1852,1348,1318,2057,1185,8740,493,840,601,604,1434,914,4875,196,233,117,97
SED10062,999,183,6,7,1121,134,2445,1029,289,35,3,1180,141,2680,1730,1047,162,72,1553,295,4863,1553,1502,332,150,1042,221,4796,1585,1587,407,132,1154,229,5096,1159,1377,407,161,1082,211,4396,672,905,430,187,830,198,3223,294,421,224,153,575,182,1844,95,111,73,38,326,100,749,9118,7408,2068,902,8874,1717,30085,1101,215,27,8,896,141,2389,951,399,70,39,738,122,2318,1277,1395,488,615,1013,286,5081,683,1598,1102,1176,590,248,5391,635,1737,1255,871,699,242,5454,571,1476,1115,760,700,214,4839,294,853,793,636,622,234,3434,218,444,377,369,639,225,2268,147,203,100,71,779,215,1520,5881,8319,5328,4549,6691,1922,32688,2102,395,28,18,2019,269,4832,1977,689,105,43,1921,268,4991,3006,2445,656,685,2570,578,9941,2232,3094,1432,1330,1631,463,10189,2225,3328,1665,1005,1861,475,10550,1725,2847,1523,917,1787,432,9232,969,1759,1226,822,1450,427,6651,511,858,598,519,1217,408,4117,245,317,173,108
SED10063,1044,198,17,12,1021,325,2616,719,379,55,29,696,191,2075,1451,1254,282,128,870,368,4342,1224,1501,443,204,751,390,4509,1309,1565,434,164,932,489,4891,1130,1439,400,235,1108,458,4769,629,874,403,322,1131,473,3836,260,386,225,173,694,376,2122,64,76,29,43,323,133,675,7839,7670,2291,1300,7535,3207,29839,1087,329,29,30,781,294,2551,565,567,189,172,387,174,2054,706,1391,755,1076,488,329,4742,362,1489,1040,1070,383,350,4697,539,1743,1161,708,518,439,5115,450,1473,998,780,709,389,4808,261,811,798,807,829,474,3984,212,356,328,391,777,466,2531,92,140,73,73,625,244,1241,4276,8309,5372,5111,5492,3161,31720,2135,529,45,44,1800,615,5168,1282,948,240,208,1088,366,4126,2154,2640,1035,1201,1355,699,9084,1591,2987,1484,1276,1131,742,9208,1849,3312,1600,875,1448,930,10007,1584,2915,1404,1019,1815,850,9578,893,1686,1204,1126,1958,949,7814,476,738,555,568,1473,847,4653,154,222,106,114
SED10064,812,186,18,14,725,363,2123,466,281,62,37,510,240,1588,768,771,226,138,629,464,3001,818,1050,376,247,599,435,3515,1022,1369,506,281,885,532,4596,1210,1685,744,459,1213,614,5936,694,1189,785,582,1325,637,5217,275,430,325,302,788,491,2606,90,109,65,49,342,226,882,6163,7062,3110,2113,7014,4006,29465,801,236,50,20,588,313,2005,317,406,143,177,267,153,1463,352,829,536,801,316,278,3126,316,1089,817,890,318,319,3750,524,1702,1060,771,507,435,4993,663,1788,1332,1047,788,543,6167,298,1030,1020,1135,997,622,5099,204,359,378,453,765,535,2699,116,131,79,60,678,334,1405,3589,7572,5409,5352,5231,3542,30694,1611,422,70,29,1316,679,4130,779,685,205,210,776,398,3053,1121,1601,763,941,951,747,6125,1136,2136,1193,1135,917,756,7264,1549,3066,1565,1047,1390,971,9592,1874,3477,2077,1504,2006,1156,12095,994,2211,1804,1721,2320,1263,10311,479,785,707,753,1558,1022,5302,202,243,146,111
SED10065,1053,171,16,12,1211,224,2686,1198,431,57,25,1595,321,3632,3432,2510,446,148,3932,1003,11469,2366,2444,547,225,2307,700,8597,1588,1614,385,166,1502,422,5676,1168,1293,385,160,1386,375,4771,498,730,329,153,967,267,2936,240,319,158,99,625,177,1612,59,79,40,33,289,103,607,11609,9592,2350,1024,13812,3593,41981,984,272,26,9,903,169,2360,1096,635,138,88,1013,246,3219,2147,2853,1284,1683,2631,907,11505,926,1984,1379,1586,1274,540,7686,764,1792,1134,908,1089,432,6120,564,1377,911,782,1048,346,5019,262,672,583,513,763,301,3091,184,333,246,247,601,215,1817,98,92,60,29,550,174,1010,7025,10002,5765,5836,9872,3331,41828,2038,449,38,18,2111,387,5046,2296,1067,191,113,2611,572,6849,5576,5360,1736,1831,6559,1913,22971,3292,4428,1927,1815,3587,1242,16285,2347,3408,1515,1067,2593,859,11798,1730,2668,1293,941,2428,724,9788,761,1401,913,664,1724,567,6025,421,652,402,350,1222,391,3429,161,167,100,63
SED10066,1092,211,16,9,1011,191,2537,1048,346,53,18,985,192,2637,2052,1517,267,97,1347,419,5700,1647,1823,404,166,985,350,5364,1304,1544,342,148,980,340,4658,1094,1320,368,176,995,302,4251,543,923,378,218,931,250,3237,179,246,145,121,493,176,1366,38,50,26,28,257,63,465,8999,7977,2000,984,7973,2277,30217,1115,249,42,26,794,199,2423,902,631,138,114,628,192,2613,1117,1868,848,1045,696,439,6016,602,1766,1188,1165,507,365,5593,541,1761,1040,782,569,346,5044,476,1464,1067,814,646,272,4729,231,721,679,698,830,333,3495,121,272,232,228,698,234,1790,108,106,43,32,529,104,924,5217,8838,5280,4912,5906,2480,32628,2205,458,58,33,1812,394,4962,1947,976,185,138,1618,381,5246,3168,3383,1122,1144,2048,857,11721,2251,3589,1588,1331,1486,715,10956,1846,3309,1388,923,1550,688,9702,1573,2781,1435,991,1637,572,8984,776,1641,1061,914,1760,576,6729,299,522,376,357,1195,412,3153,149,156,67,61
SED10067,993,93,0,0,886,130,2100,848,187,27,10,708,119,1884,1366,753,107,41,672,184,3114,1634,1560,344,105,558,266,4462,1724,1843,438,143,670,282,5089,1431,1768,372,142,655,264,4635,828,1247,488,215,793,276,3843,342,549,248,123,557,236,2061,113,127,63,43,388,155,889,9266,8119,2090,828,5874,1900,28087,1071,144,5,3,656,100,1985,768,293,39,18,403,90,1618,885,1055,375,418,358,178,3266,604,1556,1156,1099,214,253,4880,713,2156,1362,769,289,258,5538,667,1974,1148,593,369,266,5013,345,1139,1040,705,568,334,4127,249,478,382,362,563,328,2364,153,198,101,85,777,401,1711,5448,8989,5607,4051,4197,2211,30510,2063,241,11,5,1538,226,4083,1615,477,68,26,1108,208,3507,2250,1806,478,463,1023,356,6382,2234,3111,1505,1205,768,518,9348,2434,3991,1795,907,963,539,10631,2093,3742,1518,740,1020,536,9649,1173,2387,1525,922,1361,605,7973,595,1025,631,491,1119,569,4425,258,325,167,135
SED10068,888,175,22,10,754,214,2053,517,242,39,18,453,122,1388,945,838,186,106,560,238,2869,989,1248,365,161,539,236,3542,1201,1510,406,197,772,344,4431,1183,1593,571,275,1073,405,5102,792,1492,849,501,1410,592,5636,348,652,397,304,975,471,3151,96,147,83,83,456,219,1079,6946,7896,2911,1662,6989,2839,29243,921,226,25,17,590,180,1960,425,360,104,91,263,93,1340,531,976,483,659,266,222,3127,376,1281,903,824,276,222,3881,569,1908,1078,687,445,313,5000,611,1911,1220,836,747,381,5704,378,1202,1311,1214,1206,641,5957,259,545,525,585,1061,624,3595,151,194,111,102,828,331,1703,4208,8601,5766,5013,5676,3009,32280,1804,400,49,22,1343,396,4019,942,606,141,117,718,213,2726,1471,1813,671,762,823,459,5996,1360,2530,1262,989,815,461,7422,1767,3415,1483,888,1211,659,9429,1792,3502,1789,1112,1824,784,10804,1168,2693,2162,1718,2614,1238,11591,605,1199,924,891,2034,1089,6741,247,338,187,179
SED10069,876,157,13,3,863,219,2134,663,276,38,26,650,181,1831,1009,921,233,112,679,317,3270,1028,1317,369,179,651,296,3838,1239,1550,430,156,867,390,4633,1094,1455,527,288,1052,444,4862,678,1278,764,493,1256,533,5005,304,494,311,226,754,422,2515,80,85,56,56,293,159,728,6971,7533,2734,1536,7065,2962,28808,942,206,26,13,656,213,2064,551,460,135,113,346,129,1734,448,952,570,798,316,244,3334,359,1282,920,950,274,265,4049,491,1663,1096,763,452,357,4827,461,1563,1186,901,687,419,5215,247,1039,1159,1107,962,541,5061,183,436,376,383,758,481,2612,95,118,75,66,552,209,1115,3793,7731,5529,5093,5003,2863,30006,1816,365,43,18,1523,435,4200,1217,739,165,135,995,304,3561,1461,1869,802,915,995,559,6604,1386,2602,1285,1130,926,561,7884,1731,3213,1526,919,1316,747,9459,1547,3016,1715,1185,1742,865,10079,926,2321,1918,1601,2219,1075,10062,488,938,688,610,1510,900,5134,178,201,130,115
SED10070,876,218,21,12,1231,187,2534,851,282,41,21,1366,183,2739,1778,1103,211,78,2153,397,5714,1607,1714,392,158,1885,389,6143,1358,1315,319,162,1540,337,5032,1016,1142,326,163,1496,294,4437,575,825,341,240,1216,276,3468,240,306,157,92,695,177,1666,49,53,11,20,293,67,493,8339,6949,1812,936,11871,2316,32224,861,324,29,12,1005,148,2375,850,494,83,74,843,140,2488,1010,1424,768,924,1382,322,5837,587,1487,1120,1290,1138,321,5946,518,1339,985,894,978,303,5025,476,1242,971,895,1044,288,4916,312,768,599,685,973,282,3617,188,280,239,201,720,212,1850,70,87,47,25,538,179,942,4883,7448,4843,5013,8627,2190,32990,1739,540,50,26,2235,331,4914,1700,769,127,92,2215,324,5224,2785,2527,977,1004,3532,720,11549,2195,3206,1507,1446,3021,707,12087,1877,2654,1305,1061,2522,644,10062,1484,2392,1291,1054,2542,587,9351,884,1590,937,928,2189,552,7088,428,587,395,295,1417,387,3515,119,135,57,48
SED10071,1438,280,29,5,1242,171,3164,1024,325,52,17,1172,253,2842,2146,1660,302,105,1571,669,6462,2485,2930,635,234,1450,665,8397,1636,1934,441,159,1207,412,5792,1036,1162,303,151,971,260,3874,421,584,234,152,645,165,2199,108,157,77,40,304,62,756,31,17,9,7,90,19,181,10320,9044,2079,884,8652,2672,33661,1363,377,40,6,996,137,2925,989,584,91,72,730,99,2565,1323,2067,1123,1250,985,313,7072,801,2517,1862,1875,854,350,8255,616,1990,1289,979,738,224,5829,435,1201,792,637,681,197,3950,185,546,428,419,542,157,2281,113,164,130,92,280,83,858,38,35,20,7,164,33,297,5868,9478,5770,5340,5974,1596,34036,2805,659,69,20,2242,308,6091,2014,911,139,89,1904,352,5407,3476,3725,1431,1355,2558,984,13531,3284,5449,2489,2110,2305,1015,16657,2252,3922,1737,1137,1939,636,11621,1468,2361,1090,793,1653,456,7821,604,1132,662,572,1189,317,4479,220,320,208,131,586,150,1617,66,52,27,14
SED10072,653,170,13,10,1118,189,2151,918,347,51,20,1603,254,3192,2876,1763,273,96,3172,719,8902,1983,1638,346,132,1653,505,6264,1509,1379,321,138,1448,356,5148,1015,1066,282,129,1269,324,4079,627,753,315,161,1079,308,3240,329,359,168,112,711,253,1932,100,108,54,31,383,170,846,10004,7587,1813,832,12444,3078,35752,749,243,24,13,863,145,2036,1011,573,101,79,1231,255,3246,2047,2152,804,839,2196,694,8727,958,1784,924,1101,988,395,6149,765,1659,918,713,880,379,5311,591,1275,780,511,938,301,4401,324,739,630,572,850,325,3432,259,452,324,305,775,301,2415,127,152,74,58,600,255,1261,6829,9025,4584,4186,9313,3040,36975,1398,415,36,21,1978,335,4189,1935,919,148,90,2831,506,6438,4925,3912,1073,936,5369,1413,17625,2932,3418,1273,1236,2639,902,12405,2272,3037,1244,854,2331,732,10464,1603,2345,1062,644,2205,624,8480,948,1498,940,728,1928,628,6679,588,813,485,422,1482,552,4346,223,257,134,86
SED10073,1001,150,15,7,1166,151,2494,1348,509,51,26,1942,212,4089,3073,2084,344,129,2940,488,9053,2140,2177,540,196,1442,327,6816,1568,1717,424,153,1111,256,5226,1192,1413,408,209,1066,218,4507,624,824,388,202,835,183,3064,274,394,223,95,636,133,1752,117,126,64,35,361,95,790,11330,9392,2449,1043,11509,2070,37797,1020,214,21,9,933,124,2325,1502,717,109,48,1732,231,4333,2334,2500,897,925,2273,502,9428,980,2003,1273,1329,951,286,6816,744,1735,1276,879,785,229,5643,601,1457,1097,839,851,255,5101,296,813,748,607,713,211,3388,224,463,344,300,706,208,2246,179,189,101,69,645,217,1388,7883,10085,5865,5009,9575,2264,40676,2018,365,38,16,2097,276,4816,2857,1225,153,76,3672,446,8425,5414,4580,1235,1058,5208,987,18481,3115,4179,1813,1524,2390,618,13637,2308,3447,1700,1030,1894,489,10871,1794,2869,1507,1043,1921,476,9606,928,1644,1140,802,1553,397,6454,498,857,563,393,1344,340,3996,287,315,161,97
SED10074,994,161,21,11,994,151,2328,891,279,55,13,1035,155,2436,2185,1629,311,107,2002,460,6692,1971,2194,561,217,1511,425,6871,1386,1597,393,177,1085,296,4942,1006,1325,374,172,977,241,4089,566,844,411,237,957,211,3224,235,375,194,144,617,180,1742,67,80,43,28,301,91,610,9310,8481,2355,1098,9470,2218,32936,946,245,44,13,732,142,2116,826,454,87,73,656,121,2212,1336,1913,1043,1147,1319,449,7209,661,1911,1335,1422,756,329,6407,528,1664,1106,847,665,243,5054,453,1430,905,764,734,273,4553,270,783,787,745,855,261,3699,210,391,319,255,674,238,2100,99,140,48,52,558,130,1022,5330,8933,5665,5318,6949,2185,34378,1935,406,65,23,1728,296,4450,1718,735,135,88,1693,282,4651,3518,3542,1346,1252,3320,912,13899,2634,4100,1896,1635,2261,754,13281,1918,3257,1495,1028,1753,543,9996,1453,2757,1282,935,1715,506,8644,842,1626,1196,980,1810,471,6924,450,767,515,397,1292,419,3840,171,225,87,76
