SED_CODE_2016,M_15_19y_DUDW_LT_5_h,M_15_19y_DUDW_5_14_h,M_15_19y_DUDW_15_29_h,M_15_19y_DUDW_30_h_mo,M_15_19y_DNUDW,M_15_19y_UDW_NS,M_15_19y_Total,M_20_24y_DUDW_LT_5_h,M_20_24y_DUDW_5_14_h,M_20_24y_DUDW_15_29_h,M_20_24y_DUDW_30_h_mo,M_20_24y_DNUDW,M_20_24y_UDW_NS,M_20_24y_Total,M_25_34y_DUDW_LT_5_h,M_25_34y_DUDW_5_14_h,M_25_34y_DUDW_15_29_h,M_25_34y_DUDW_30_h_mo,M_25_34y_DNUDW,M_25_34y_UDW_NS,M_25_34y_Total,M_35_44y_DUDW_LT_5_h,M_35_44y_DUDW_5_14_h,M_35_44y_DUDW_15_29_h,M_35_44y_DUDW_30_h_mo,M_35_44y_DNUDW,M_35_44y_UDW_NS,M_35_44y_Total,M_45_54y_DUDW_LT_5_h,M_45_54y_DUDW_5_14_h,M_45_54y_DUDW_15_29_h,M_45_54y_DUDW_30_h_mo,M_45_54y_DNUDW,M_45_54y_UDW_NS,M_45_54y_Total,M_55_64y_DUDW_LT_5_h,M_55_64y_DUDW_5_14_h,M_55_64y_DUDW_15_29_h,M_55_64y_DUDW_30_h_mo,M_55_64y_DNUDW,M_55_64y_UDW_NS,M_55_64y_Total,M_65_74y_DUDW_LT_5_h,M_65_74y_DUDW_5_14_h,M_65_74y_DUDW_15_29_h,M_65_74y_DUDW_30_h_mo,M_65_74y_DNUDW,M_65_74y_UDW_NS,M_65_74y_Total,M_75_84y_DUDW_LT_5_h,M_75_84y_DUDW_5_14_h,M_75_84y_DUDW_15_29_h,M_75_84y_DUDW_30_h_mo,M_75_84y_DNUDW,M_75_84y_UDW_NS,M_75_84y_Total,M_85y_ov_DUDW_LT_5_h,M_85y_ov_DUDW_5_14_h,M_85y_ov_DUDW_15_29_h,M_85y_ov_DUDW_30_h_mo,M_85y_ov_DNUDW,M_85y_ov_UDW_NS,M_85y_ov_Total,M_Tot_DUDW_LT_5_h,M_Tot_DUDW_5_14_h,M_Tot_DUDW_15_29_h,M_Tot_DUDW_30_h_mo,M_Tot_DNUDW,M_Tot_UDW_NS,M_Tot_Total,F_15_19y_DUDW_LT_5_h,F_15_19y_DUDW_5_14_h,F_15_19y_DUDW_15_29_h,F_15_19y_DUDW_30_h_mo,F_15_19y_DNUDW,F_15_19y_UDW_NS,F_15_19y_Total,F_20_24y_DUDW_LT_5_h,F_20_24y_DUDW_5_14_h,F_20_24y_DUDW_15_29_h,F_20_24y_DUDW_30_h_mo,F_20_24y_DNUDW,F_20_24y_UDW_NS,F_20_24y_Total,F_25_34y_DUDW_LT_5_h,F_25_34y_DUDW_5_14_h,F_25_34y_DUDW_15_29_h,F_25_34y_DUDW_30_h_mo,F_25_34y_DNUDW,F_25_34y_UDW_NS,F_25_34y_Total,F_35_44y_DUDW_LT_5_h,F_35_44y_DUDW_5_14_h,F_35_44y_DUDW_15_29_h,F_35_44y_DUDW_30_h_mo,F_35_44y_DNUDW,F_35_44y_UDW_NS,F_35_44y_Total,F_45_54y_DUDW_LT_5_h,F_45_54y_DUDW_5_14_h,F_45_54y_DUDW_15_29_h,F_45_54y_DUDW_30_h_mo,F_45_54y_DNUDW,F_45_54y_UDW_NS,F_45_54y_Total,F_55_64y_DUDW_LT_5_h,F_55_64y_DUDW_5_14_h,F_55_64y_DUDW_15_29_h,F_55_64y_DUDW_30_h_mo,F_55_64y_DNUDW,F_55_64y_UDW_NS,F_55_64y_Total,F_65_74y_DUDW_LT_5_h,F_65_74y_DUDW_5_14_h,F_65_74y_DUDW_15_29_h,F_65_74y_DUDW_30_h_mo,F_65_74y_DNUDW,F_65_74y_UDW_NS,F_65_74y_Total,F_75_84y_DUDW_LT_5_h,F_75_84y_DUDW_5_14_h,F_75_84y_DUDW_15_29_h,F_75_84y_DUDW_30_h_mo,F_75_84y_DNUDW,F_75_84y_UDW_NS,F_75_84y_Total,F_85y_ov_DUDW_LT_5_h,F_85y_ov_DUDW_5_14_h,F_85y_ov_DUDW_15_29_h,F_85y_ov_DUDW_30_h_mo,F_85y_ov_DNUDW,F_85y_ov_UDW_NS,F_85y_ov_Total,F_Tot_DUDW_LT_5_h,F_Tot_DUDW_5_14_h,F_Tot_DUDW_15_29_h,F_Tot_DUDW_30_h_mo,F_Tot_DNUDW,F_Tot_UDW_NS,F_Tot_Total,P_15_19y_DUDW_LT_5_h,P_15_19y_DUDW_5_14_h,P_15_19y_DUDW_15_29_h,P_15_19y_DUDW_30_h_mo,P_15_19y_DNUDW,P_15_19y_UDW_NS,P_15_19y_Total,P_20_24y_DUDW_LT_5_h,P_20_24y_DUDW_5_14_h,P_20_24y_DUDW_15_29_h,P_20_24y_DUDW_30_h_mo,P_20_24y_DNUDW,P_20_24y_UDW_NS,P_20_24y_Total,P_25_34y_DUDW_LT_5_h,P_25_34y_DUDW_5_14_h,P_25_34y_DUDW_15_29_h,P_25_34y_DUDW_30_h_mo,P_25_34y_DNUDW,P_25_34y_UDW_NS,P_25_34y_Total,P_35_44y_DUDW_LT_5_h,P_35_44y_DUDW_5_14_h,P_35_44y_DUDW_15_29_h,P_35_44y_DUDW_30_h_mo,P_35_44y_DNUDW,P_35_44y_UDW_NS,P_35_44y_Total,P_45_54y_DUDW_LT_5_h,P_45_54y_DUDW_5_14_h,P_45_54y_DUDW_15_29_h,P_45_54y_DUDW_30_h_mo,P_45_54y_DNUDW,P_45_54y_UDW_NS,P_45_54y_Total,P_55_64y_DUDW_LT_5_h,P_55_64y_DUDW_5_14_h,P_55_64y_DUDW_15_29_h,P_55_64y_DUDW_30_h_mo,P_55_64y_DNUDW,P_55_64y_UDW_NS,P_55_64y_Total,P_65_74y_DUDW_LT_5_h,P_65_74y_DUDW_5_14_h,P_65_74y_DUDW_15_29_h,P_65_74y_DUDW_30_h_mo,P_65_74y_DNUDW,P_65_74y_UDW_NS,P_65_74y_Total,P_75_84y_DUDW_LT_5_h,P_75_84y_DUDW_5_14_h,P_75_84y_DUDW_15_29_h,P_75_84y_DUDW_30_h_mo,P_75_84y_DNUDW,P_75_84y_UDW_NS,P_75_84y_Total,P_85y_ov_DUDW_LT_5_h,P_85y_ov_DUDW_5_14_h,P_85y_ov_DUDW_15_29_h,P_85y_ov_DUDW_30_h_mo
SED10011,1196,165,19,7,734,137,2257,777,239,32,7,566,91,1713,1150,972,201,91,576,175,3162,1271,1652,415,179,489,242,4251,1338,1915,525,197,584,268,4829,1235,1968,603,263,788,297,5150,664,1312,621,396,771,315,4081,206,408,245,189,496,176,1717,62,73,44,30,239,69,513,7894,8712,2705,1362,5242,1759,27676,1111,230,32,13,599,130,2115,654,379,74,58,344,90,1601,658,1054,527,705,278,171,3389,511,1560,1112,1062,240,193,4686,661,2109,1242,792,265,260,5330,714,2181,1277,807,497,317,5793,346,1206,1073,903,708,357,4600,164,394,325,366,595,257,2108,122,123,63,69,521,132,1027,4946,9245,5725,4779,4041,1907,30648,2310,394,43,18,1337,266,4374,1432,626,104,70,910,174,3319,1812,2033,723,790,853,345,6555,1782,3213,1528,1244,729,434,8936,1998,4028,1767,987,847,523,10154,1942,4150,1883,1064,1282,615,10944,1007,2521,1691,1300,1480,676,8679,368,802,571,560,1087,432,3827,179,196,105,100
SED10012,913,252,42,14,1658,219,3101,1024,379,76,27,1655,224,3374,1522,801,165,84,2493,353,5418,1076,867,228,139,1991,310,4618,1231,1063,297,217,2457,360,5632,1093,1041,351,199,2044,325,5043,550,584,230,138,1286,231,3011,216,213,118,63,706,138,1447,54,49,29,14,357,67,571,7677,5247,1524,892,14642,2224,32215,1015,367,49,17,1311,203,2961,1038,615,147,88,1080,195,3164,1105,1200,519,709,1864,370,5763,539,1106,766,1005,1628,334,5380,599,1257,947,1111,1615,342,5867,569,1184,883,1020,1525,320,5493,266,555,457,461,1032,202,2980,176,255,207,151,833,148,1771,69,51,32,35,594,57,837,5381,6598,4000,4583,11483,2165,34212,1931,620,92,34,2967,422,6059,2063,993,219,117,2728,412,6538,2632,1999,682,793,4352,724,11177,1617,1979,988,1140,3626,648,9992,1827,2322,1244,1325,4072,706,11501,1658,2225,1233,1214,3563,646,10540,820,1140,681,595,2319,430,5994,393,466,318,209,1546,284,3219,122,103,62,48
SED10013,1257,183,18,5,1325,223,3020,1098,299,43,20,1146,191,2799,2285,1714,306,98,1436,390,6225,2124,2188,507,170,1134,374,6496,1686,1835,377,163,1130,347,5541,1136,1267,358,144,951,247,4106,562,742,339,195,784,264,2887,178,259,128,101,430,145,1240,47,40,16,14,203,89,416,10375,8533,2097,915,8550,2272,32738,1419,316,31,12,1022,205,3002,1030,567,124,90,745,189,2755,1188,2213,1019,1243,726,375,6766,666,2165,1578,1531,521,336,6802,588,2027,1310,933,544,290,5690,438,1321,1016,781,591,270,4415,222,668,629,609,627,265,3023,125,287,189,198,460,207,1467,73,77,30,21,397,181,791,5758,9634,5932,5425,5630,2315,34706,2682,501,50,19,2348,432,6021,2131,864,171,115,1892,382,5555,3475,3932,1326,1344,2167,760,12993,2796,4358,2086,1698,1659,704,13296,2273,3863,1682,1102,1672,636,11231,1571,2589,1377,923,1539,518,8518,786,1409,964,811,1412,531,5909,306,542,314,298,889,357,2704,121,115,53,38
SED10014,992,253,27,11,1307,265,2858,1005,397,53,31,1211,260,2957,1777,1285,231,113,1700,420,5526,1323,1321,324,195,1358,372,4896,1186,1328,302,196,1190,321,4518,1035,1197,369,171,1217,318,4313,509,736,354,238,1036,332,3197,184,214,141,89,429,188,1242,32,42,13,11,127,56,285,8047,6771,1819,1060,9568,2538,29798,1066,366,54,32,914,268,2700,890,709,214,198,823,225,3056,1072,1572,802,1078,1004,441,5971,562,1415,938,1170,816,376,5284,568,1492,970,770,826,328,4954,512,1349,868,754,939,356,4782,275,696,641,613,849,380,3458,149,262,175,151,478,206,1420,49,58,28,32,223,134,518,5145,7928,4703,4794,6874,2704,32143,2058,623,82,40,2223,533,5553,1898,1108,265,226,2031,488,6013,2852,2858,1036,1191,2704,861,11495,1887,2735,1264,1368,2178,748,10183,1750,2815,1275,971,2015,647,9468,1551,2545,1240,926,2154,669,9092,783,1432,996,852,1888,711,6662,332,482,316,240,906,390,2659,75,98,40,42
SED10015,884,178,23,12,1307,204,2606,968,324,50,16,1479,217,3054,2263,1370,208,102,2664,542,7153,1846,1546,424,163,1769,482,6222,1676,1509,376,177,1723,404,5866,1063,1103,315,163,1531,307,4482,612,728,275,147,1180,279,3214,308,457,208,118,887,181,2165,108,99,36,32,427,77,789,9738,7305,1921,920,12967,2702,35552,993,276,30,12,976,189,2481,965,494,132,79,1056,224,2942,1595,1731,735,828,1759,506,7153,821,1668,1098,1221,1080,434,6330,702,1803,1152,998,1154,415,6219,549,1241,871,736,1153,323,4887,306,820,615,584,883,300,3500,308,500,346,309,813,208,2490,142,128,75,60,566,96,1067,6381,8661,5052,4835,9437,2696,37063,1877,455,52,24,2287,397,5087,1937,810,183,99,2529,442,5997,3855,3103,941,933,4422,1056,14304,2674,3209,1526,1380,2845,913,12550,2384,3309,1521,1178,2878,822,12091,1610,2348,1189,903,2689,633,9366,916,1545,890,729,2059,573,6720,616,959,558,427,1698,398,4656,246,226,117,89
SED10016,1497,197,6,6,1262,143,3113,1097,273,27,7,1123,88,2617,1574,906,136,44,1106,167,3935,1881,2056,464,159,904,218,5675,1897,2061,463,144,916,252,5734,1271,1565,418,169,855,179,4458,637,972,384,216,714,152,3082,213,325,167,99,394,94,1292,52,55,39,21,153,44,363,10116,8416,2110,866,7434,1328,30272,1514,265,25,9,1040,135,2992,1106,380,53,25,674,79,2309,1022,1099,550,644,658,169,4135,575,1979,1603,1584,498,221,6459,575,2116,1551,1091,508,204,6049,473,1599,1100,818,517,152,4660,268,753,824,713,529,189,3280,137,277,252,251,355,106,1375,61,84,45,33,316,59,614,5736,8562,6001,5166,5096,1308,31869,3007,467,36,15,2307,272,6107,2202,656,79,27,1796,166,4928,2596,2001,682,692,1764,336,8068,2461,4035,2059,1743,1398,436,12129,2468,4184,2022,1230,1425,449,11783,1744,3169,1519,980,1377,333,9120,903,1729,1213,934,1244,338,6357,347,602,417,355,754,199,2668,115,138,85,57
SED10017,915,163,18,11,1072,241,2425,744,333,56,45,876,300,2355,1396,1385,334,190,991,655,4952,1294,1564,438,245,880,587,5004,1176,1462,433,208,1031,471,4779,987,1313,459,284,1172,455,4664,478,817,429,368,1067,448,3615,158,257,175,137,531,254,1517,48,77,30,20,198,107,479,7208,7366,2365,1511,7825,3512,29786,949,283,49,24,822,205,2332,634,614,192,179,494,155,2261,675,1545,919,1197,499,364,5208,443,1490,1041,1170,461,303,4902,475,1575,1001,822,598,331,4806,404,1334,1007,937,732,391,4805,237,642,660,814,847,464,3665,152,249,225,238,633,322,1812,83,94,37,33,483,213,944,4061,7816,5123,5414,5578,2745,30733,1868,442,65,36,1894,447,4755,1379,945,247,218,1370,457,4620,2073,2933,1248,1388,1497,1019,10161,1733,3048,1480,1413,1344,890,9901,1651,3033,1432,1032,1627,806,9584,1397,2643,1462,1222,1903,846,9470,715,1460,1090,1186,1919,920,7282,312,505,396,379,1165,573,3329,132,168,64,57
SED10018,1041,163,10,4,958,126,2304,867,283,41,17,756,99,2066,1475,1231,253,100,833,200,4089,1247,1776,425,193,612,226,4477,1309,1725,410,178,812,263,4692,1014,1422,447,222,809,248,4162,538,892,489,309,795,252,3268,255,458,278,199,605,207,1999,93,117,61,54,298,129,752,7832,8065,2403,1280,6477,1759,27814,1007,188,20,9,730,103,2057,836,466,102,65,443,94,2010,905,1457,645,739,391,190,4327,487,1601,1208,1033,336,187,4851,567,1844,1188,695,433,202,4934,560,1515,989,672,572,211,4525,245,817,902,858,718,303,3846,200,440,405,423,734,339,2544,127,179,102,79,538,246,1281,4927,8517,5551,4578,4909,1881,30361,2042,351,25,14,1690,232,4362,1701,750,141,84,1203,193,4073,2377,2682,897,840,1227,393,8417,1728,3375,1633,1230,949,413,9330,1881,3571,1594,871,1240,466,9629,1572,2941,1436,895,1379,460,8684,781,1707,1394,1170,1510,553,7119,448,902,679,626,1339,553,4546,217,300,158,131
SED10019,871,231,32,9,817,355,2316,539,322,62,23,497,199,1642,815,847,208,145,637,382,3039,889,1132,357,248,626,408,3658,1093,1401,478,302,923,516,4712,1163,1650,664,415,1294,570,5755,703,1197,774,554,1354,608,5189,305,465,311,332,850,453,2719,77,105,66,57,382,170,849,6459,7362,2953,2073,7366,3662,29876,861,305,41,33,618,295,2153,385,392,152,177,274,135,1525,323,851,510,850,299,261,3101,302,1223,808,935,343,366,3969,520,1631,1052,812,538,389,4936,530,1706,1231,1091,805,529,5896,298,914,1046,1160,1039,568,5024,211,422,375,497,890,556,2947,135,171,84,88,706,227,1407,3565,7611,5291,5640,5513,3329,30949,1741,533,73,35,1435,652,4467,926,718,215,201,774,331,3165,1144,1703,720,994,934,642,6139,1187,2349,1167,1180,964,779,7623,1608,3033,1527,1108,1458,906,9647,1698,3363,1901,1503,2094,1095,11650,1004,2109,1813,1712,2391,1180,10215,509,892,689,829,1736,1010,5664,208,276,144,144
SED10020,959,181,15,13,852,211,2224,664,315,55,25,650,184,1888,1182,1008,224,122,811,346,3701,1072,1312,344,189,657,312,3895,1132,1529,448,212,791,353,4461,1181,1577,609,268,1070,508,5220,639,1123,598,397,993,431,4187,268,424,269,205,643,378,2188,87,87,67,50,277,216,786,7188,7562,2627,1483,6743,2942,28551,951,254,34,19,643,203,2109,532,484,149,124,367,146,1806,620,1164,661,772,448,283,3953,468,1357,956,893,375,273,4326,652,1901,1060,634,511,410,5167,605,1826,1106,813,712,412,5473,284,976,912,911,817,433,4328,180,415,329,424,743,502,2601,104,143,88,66,485,398,1284,4396,8516,5306,4644,5111,3058,31045,1904,433,48,32,1494,412,4331,1195,798,205,144,1016,330,3688,1803,2167,887,894,1260,632,7649,1539,2671,1303,1085,1036,588,8219,1779,3429,1509,845,1306,759,9633,1785,3399,1713,1081,1781,923,10689,925,2096,1507,1305,1810,864,8512,452,846,600,629,1385,884,4793,195,230,152,114
SED10021,732,70,0,4,637,207,1658,959,279,17,12,890,323,2487,3623,1629,172,55,1980,989,8447,2654,2213,377,116,993,644,6985,1798,1651,370,109,750,527,5209,1083,1135,243,92,672,377,3603,540,702,224,93,695,285,2552,254,304,109,43,499,225,1427,90,89,34,19,324,134,688,11729,8070,1556,542,7444,3716,33056,764,113,7,3,589,135,1601,1205,507,41,13,727,318,2803,3809,2587,491,401,1425,982,9701,1649,2354,1168,1078,525,644,7412,945,1990,1058,571,400,473,5427,657,1401,679,342,448,340,3856,345,849,529,346,499,329,2900,207,376,245,185,488,309,1809,128,147,73,51,602,319,1317,9701,10318,4291,2991,5701,3833,36833,1492,181,9,9,1229,346,3263,2161,786,61,25,1615,642,5288,7431,4213,664,454,3404,1974,18145,4303,4564,1547,1190,1518,1285,14396,2738,3640,1426,685,1151,995,10641,1738,2537,921,430,1123,713,7456,890,1554,757,433,1196,616,5451,461,683,351,225,985,534,3235,213,235,111,73
SED10022,785,194,24,9,776,326,2112,595,295,57,33,548,259,1796,953,863,195,138,677,579,3405,956,1144,337,188,683,648,3949,1222,1258,363,212,956,586,4600,1217,1338,458,272,1234,656,5187,720,962,470,446,1353,656,4608,263,414,278,235,838,467,2492,89,118,49,49,340,177,819,6799,6598,2230,1576,7402,4358,28962,792,251,55,33,618,304,2046,417,477,162,144,272,149,1628,375,859,598,897,298,302,3327,275,1081,894,984,299,323,3854,427,1489,1035,857,466,425,4701,425,1287,1097,974,654,510,4952,262,776,884,1012,954,607,4493,186,387,375,481,811,566,2803,124,196,81,77,658,315,1448,3282,6789,5185,5463,5033,3501,29253,1579,449,74,36,1391,630,4158,1017,776,223,179,824,416,3425,1333,1721,793,1031,974,879,6733,1229,2225,1229,1172,985,973,7802,1647,2747,1397,1066,1423,1014,9296,1645,2628,1557,1252,1886,1167,10131,981,1737,1358,1458,2308,1259,9102,442,803,652,719,1643,1028,5295,211,310,133,127
SED10023,1014,84,0,6,966,120,2195,910,204,14,10,935,121,2198,1956,1034,131,39,1025,320,4508,1742,1638,320,125,729,295,4840,1671,1779,373,140,768,277,5003,1419,1623,381,157,809,278,4669,703,991,388,198,723,212,3215,271,424,230,154,508,164,1754,87,113,81,59,317,72,729,9779,7891,1925,886,6768,1867,29110,1135,163,14,8,730,136,2179,935,357,45,24,590,113,2063,1507,1513,460,493,500,332,4811,642,1679,1158,1105,288,275,5146,576,1978,1283,756,382,232,5203,573,1801,1100,650,444,269,4839,272,909,858,648,552,221,3462,201,413,388,354,559,219,2140,148,218,108,88,449,150,1163,5991,9028,5408,4123,4500,1953,30999,2148,247,11,12,1691,263,4378,1850,566,59,31,1524,233,4259,3462,2552,588,533,1531,650,9319,2384,3318,1479,1231,1009,569,9989,2251,3752,1657,893,1146,504,10203,1991,3422,1479,805,1254,550,9508,974,1900,1252,840,1276,432,6675,472,840,623,510,1067,388,3889,231,333,187,146
SED10024,1535,142,5,0,1243,113,3046,1019,192,15,9,847,67,2143,1160,636,104,29,766,123,2817,1605,1765,433,120,615,189,4734,1949,2288,525,141,690,218,5818,1278,1554,417,178,615,173,4213,804,1234,511,183,581,168,3474,393,633,316,163,586,171,2262,138,188,84,56,317,127,916,9884,8620,2413,876,6258,1357,29413,1489,180,7,6,999,97,2778,1019,297,40,13,572,80,2022,861,837,364,351,544,108,3060,558,1678,1401,1366,380,177,5563,598,2285,1762,1173,350,203,6368,491,1619,1215,711,376,166,4573,320,1097,1090,783,492,235,4014,230,591,529,466,548,262,2623,180,213,125,97,679,258,1551,5749,8795,6534,4957,4937,1572,32555,3025,324,15,3,2243,213,5827,2035,485,58,19,1418,146,4168,2022,1471,471,378,1310,231,5878,2168,3441,1838,1483,995,365,10296,2550,4572,2285,1316,1038,421,12183,1769,3178,1628,888,989,332,8784,1125,2330,1595,965,1074,404,7491,620,1216,843,631,1138,430,4884,320,405,211,150
SED10025,764,92,6,3,854,147,1867,825,262,26,15,1294,120,2545,2516,1427,174,88,2120,496,6829,2090,1842,358,127,1112,390,5922,1584,1588,342,127,925,292,4850,1190,1256,323,141,898,258,4067,728,886,311,142,793,237,3096,311,381,165,91,611,155,1702,89,103,40,30,368,72,706,10102,7825,1751,764,8974,2181,31594,820,154,8,3,689,96,1765,1006,406,71,29,1065,183,2755,2001,1997,599,644,1555,521,7306,1024,2100,1120,1120,618,367,6345,774,1943,1230,783,560,325,5622,679,1502,926,595,679,315,4680,325,924,763,580,631,279,3506,200,446,346,284,650,209,2140,146,145,77,58,663,145,1233,6974,9606,5136,4102,7100,2434,35358,1580,248,12,9,1542,237,3633,1836,666,98,41,2361,308,5301,4514,3424,770,732,3673,1015,14138,3116,3940,1478,1248,1728,762,12268,2360,3528,1572,907,1485,617,10475,1870,2757,1250,738,1570,574,8754,1052,1808,1079,719,1424,517,6602,505,829,510,375,1257,363,3845,242,244,119,89
SED10026,905,220,22,19,860,336,2351,752,397,65,32,688,331,2262,1413,1272,308,146,939,696,4769,1091,1392,379,170,743,561,4338,1289,1502,417,186,902,569,4861,1108,1322,410,252,1048,536,4680,597,839,441,303,1051,525,3758,236,339,219,155,645,317,1919,82,88,33,23,283,107,616,7468,7360,2290,1290,7151,3990,29549,913,291,42,13,686,303,2249,562,580,186,187,419,219,2149,699,1433,767,1105,462,472,4949,366,1335,1007,1057,386,424,4572,508,1774,1103,701,506,461,5054,465,1510,1023,736,661,532,4929,239,722,754,794,748,503,3763,175,380,305,346,675,428,2307,107,108,64,59,516,185,1039,4042,8135,5239,4996,5059,3531,31012,1818,509,61,32,1552,636,4602,1315,974,244,223,1106,554,4412,2117,2705,1071,1255,1402,1175,9717,1459,2729,1384,1228,1125,986,8907,1797,3274,1515,883,1409,1037,9911,1571,2829,1436,988,1717,1075,9608,835,1560,1198,1098,1797,1035,7516,418,722,519,503,1318,741,4221,190,195,94,84
SED10027,905,169,23,6,1245,173,2517,885,291,41,15,1178,167,2580,1716,930,179,78,1676,303,4878,1552,1446,312,117,1324,290,5048,1317,1406,347,138,1355,306,4870,1112,1290,387,174,1237,257,4465,502,737,356,211,1029,236,3069,232,339,184,125,641,177,1697,88,105,57,40,385,125,793,8307,6718,1877,910,10078,2022,29918,965,279,40,10,954,163,2411,983,444,102,81,810,147,2577,1123,1268,586,846,1058,279,5163,597,1487,1044,1216,787,276,5402,522,1559,1091,865,843,284,5158,472,1352,935,788,849,252,4649,245,690,653,601,758,224,3170,225,377,309,281,734,246,2172,159,173,95,64,682,166,1335,5284,7639,4850,4751,7471,2045,32036,1868,455,56,19,2199,336,4926,1870,739,143,100,1997,313,5157,2831,2201,769,922,2726,582,10038,2151,2935,1359,1330,2109,565,10454,1843,2959,1432,1003,2201,586,10030,1584,2641,1323,961,2085,504,9114,746,1430,1008,809,1783,463,6242,456,718,489,407,1376,426,3870,243,275,143,101
SED10028,1491,213,8,5,1251,105,3077,1219,315,18,16,1257,90,2911,1590,911,151,43,1402,179,4268,1448,1721,432,151,866,185,4798,1738,2074,516,175,835,178,5518,1354,1880,567,207,771,142,4927,596,1044,496,217,666,123,3137,282,519,230,127,507,167,1836,122,148,86,53,362,181,954,9838,8824,2512,1001,7916,1353,31441,1434,243,16,5,1010,75,2783,1314,426,43,28,912,81,2797,1191,1052,441,492,961,145,4277,584,1528,1309,1329,593,148,5493,550,2140,1603,1116,533,149,6096,474,1722,1318,987,538,120,5160,250,873,897,663,516,136,3339,230,481,436,413,603,251,2414,181,219,127,86,724,454,1793,6208,8684,6186,5115,6394,1566,34159,2926,460,25,11,2259,181,5869,2524,736,66,45,2164,174,5705,2783,1961,591,535,2359,327,8549,2027,3246,1736,1479,1463,331,10291,2291,4216,2121,1295,1374,328,11619,1827,3603,1890,1199,1308,263,10091,851,1913,1390,875,1184,260,6479,518,997,662,540,1107,423,4259,304,368,218,138
SED10029,843,238,29,20,1716,263,3118,907,378,69,33,1787,245,3418,1478,935,189,95,2842,467,6015,1178,936,256,164,2391,372,5299,1163,1070,276,176,2600,459,5739,926,971,307,193,2174,371,4941,515,544,228,152,1354,267,3058,234,269,126,90,822,180,1723,68,57,34,15,377,90,637,7310,5394,1508,949,16059,2716,33940,935,372,82,34,1255,231,2905,888,576,162,121,1241,199,3190,1088,1284,614,852,2115,462,6415,585,1168,732,1027,1850,407,5766,573,1207,874,982,1777,399,5802,502,1041,772,845,1592,332,5083,309,572,434,469,1160,249,3206,225,293,214,193,957,224,2098,130,95,48,45,663,110,1086,5228,6612,3924,4564,12613,2610,35553,1776,615,111,54,2972,495,6025,1793,949,233,154,3032,442,6609,2568,2223,799,952,4962,929,12431,1757,2101,986,1198,4242,775,11061,1736,2275,1147,1153,4373,858,11538,1429,2014,1080,1040,3761,700,10025,826,1116,661,622,2512,521,6269,464,561,335,277,1780,409,3819,198,148,77,62
SED10030,848,152,16,3,804,233,2056,761,319,41,18,764,167,2078,1517,1077,205,105,917,334,4162,1415,1484,319,175,752,364,4507,1395,1606,431,196,910,362,4898,1166,1471,424,209,1019,401,4703,636,1124,521,300,1057,431,4068,272,453,258,203,689,304,2179,110,122,55,45,396,176,906,8133,7810,2275,1250,7323,2762,29547,877,231,32,18,629,179,1971,735,488,116,83,385,163,1969,851,1307,571,783,463,268,4239,525,1404,943,1078,372,303,4628,679,1791,1059,767,520,346,5168,637,1689,992,738,698,366,5123,378,995,927,784,974,436,4493,234,477,379,378,852,462,2783,164,201,95,78,643,402,1572,5082,8578,5122,4718,5530,2928,31954,1731,377,45,18,1435,417,4026,1501,805,155,102,1153,332,4047,2367,2384,775,891,1381,606,8405,1943,2887,1264,1254,1130,663,9133,2080,3396,1495,962,1426,707,10069,1810,3164,1425,946,1722,765,9822,1016,2120,1448,1083,2035,865,8561,502,932,646,581,1541,766,4967,269,324,148,122
SED10031,954,177,18,8,870,330,2366,700,302,45,25,606,231,1914,1130,1022,218,107,715,512,3702,1181,1488,377,187,609,548,4388,1389,1818,520,194,862,551,5325,1234,1653,554,320,1061,501,5315,763,1196,624,431,1040,552,4607,297,458,267,209,617,362,2206,78,103,42,44,226,156,645,7719,8213,2660,1521,6606,3741,30466,1007,242,30,20,652,283,2237,547,434,118,132,302,126,1651,564,1190,652,779,350,275,3803,384,1549,1028,991,271,324,4537,600,1960,1277,833,430,393,5496,523,1734,1219,884,599,435,5407,311,1012,1011,1025,795,520,4677,191,397,346,402,571,452,2359,96,121,89,62,396,349,1111,4224,8634,5767,5131,4370,3156,31283,1958,416,46,26,1526,620,4602,1246,736,163,153,903,360,3565,1693,2204,865,885,1061,787,7504,1564,3037,1406,1177,876,871,8925,1988,3773,1799,1024,1294,943,10824,1762,3388,1772,1206,1662,933,10720,1074,2206,1631,1458,1835,1065,9281,483,852,616,617,1187,814,4566,170,218,129,108
SED10032,773,214,14,9,1389,247,2651,976,407,90,33,1895,313,3713,2492,1669,336,138,3906,761,9305,1759,1572,398,186,2569,534,7012,1258,1092,310,157,1863,374,5057,870,1001,278,164,1468,348,4124,461,575,216,143,1035,249,2691,218,221,124,93,576,162,1400,65,57,26,22,276,70,516,8861,6821,1781,946,14983,3065,36460,845,328,56,27,1006,186,2447,900,565,173,149,1130,271,3181,1363,1847,1050,1482,2396,674,8804,618,1437,1007,1389,1389,414,6260,556,1247,806,897,1216,354,5086,453,1028,746,683,1032,288,4234,241,563,451,509,799,249,2816,209,280,232,205,643,205,1773,106,105,49,35,446,126,868,5286,7406,4568,5379,10066,2765,35473,1620,537,70,37,2401,435,5097,1872,969,255,183,3028,589,6901,3851,3521,1384,1621,6304,1435,18111,2372,3009,1408,1578,3959,944,13270,1813,2344,1119,1058,3077,730,10138,1323,2038,1022,848,2495,637,8358,702,1139,669,656,1837,499,5503,425,501,356,295,1219,367,3174,164,165,77,57
