SED_CODE_2016,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
SED10059,52,1074,7417,4848,3219,1436,264,21,4,18335,300,1106,1756,733,608,490,202,37,0,5232,27,64,168,123,78,50,19,0,0,537,23,71,161,93,50,24,9,0,0,437,407,2317,9505,5796,3960,2007,491,58,3,24543,16,94,238,182,154,132,8,0,0,817,117,261,156,56,42,47,24,5,0,709,130,351,393,240,199,182,36,6,0,1524,535,2668,9898,6033,4155,2184,524,63,3,26070,887,1540,1084,499,731,1037,1401,840,278,8306,172,497,1360,783,584,437,296,172,50,4346,1596,4710,12341,7309,5478,3661,2223,1078,336,38726,62,1262,6750,3203,2094,1036,134,14,0,14557,462,1499,2206,1379,845,562,192,16,3,7167,36,81,303,211,80,45,9,0,0,770,45,82,134,51,42,26,14,0,0,388,600,2932,9397,4842,3064,1668,348,31,8,22878,10,76,181,89,86,56,0,0,0,493,176,342,173,66,68,55,6,0,0,885,188,413,347,152,151,117,7,0,0,1380
SED10060,44,700,5651,4814,3336,2114,674,86,7,17429,278,527,600,387,374,628,684,180,20,3670,18,31,106,77,67,63,38,10,0,411,12,25,81,70,44,34,21,5,0,286,344,1284,6436,5339,3815,2840,1424,287,32,21797,8,36,96,135,129,124,20,0,0,552,69,42,31,22,24,39,30,6,0,265,78,79,131,158,155,160,44,9,0,813,420,1366,6570,5499,3971,3000,1468,290,32,22615,914,287,210,210,305,634,1586,1172,506,5822,86,197,668,487,345,313,249,134,77,2552,1423,1843,7451,6194,4619,3951,3297,1589,616,30984,41,802,5417,3318,2534,1497,324,27,0,13967,387,685,1149,1396,1198,1103,719,90,13,6748,19,34,311,221,88,85,50,7,0,816,10,17,77,51,37,22,27,3,0,235,456,1534,6946,4996,3861,2702,1118,126,20,21765,4,28,132,125,104,71,7,0,0,466,73,45,85,84,66,67,13,3,0,433,72,67,218,209,166,138,18,4,0,900
SED10061,341,983,2326,2477,2899,2337,699,151,25,12238,506,415,478,412,560,658,425,115,17,3589,42,51,74,62,89,125,45,20,3,514,44,52,56,67,74,56,34,20,5,413,937,1507,2942,3015,3614,3180,1201,306,53,16757,108,162,190,153,152,126,7,0,0,901,121,91,75,47,42,51,10,3,0,445,230,251,266,197,196,182,24,3,0,1342,1163,1761,3210,3213,3813,3357,1227,315,50,18102,1387,637,594,571,789,1381,2738,1718,476,10289,241,239,377,360,410,476,430,253,78,2861,2794,2630,4176,4144,5008,5217,4391,2284,607,31252,153,538,1280,1394,2033,1416,319,45,10,7187,708,676,1140,1402,1456,1275,424,69,9,7155,69,78,176,122,106,133,40,19,0,743,39,42,38,63,52,54,40,16,3,347,974,1336,2631,2980,3645,2872,819,151,22,15432,60,92,100,115,112,57,3,0,3,536,134,122,94,80,61,70,4,0,0,570,196,217,195,199,169,124,7,0,3,1106
SED10062,146,865,3183,3572,3636,2262,420,35,3,14115,554,902,679,466,531,654,390,75,5,4253,31,37,62,73,81,73,33,4,0,397,14,52,91,66,83,44,17,7,0,370,746,1861,4020,4178,4328,3026,859,117,13,19144,25,105,137,121,134,90,3,0,0,609,141,102,59,24,32,43,12,0,0,419,163,203,191,141,169,135,22,0,0,1025,907,2059,4210,4318,4492,3162,880,114,13,20163,1474,504,411,290,419,1059,2203,1620,676,8654,62,110,240,187,181,177,136,109,65,1272,2445,2680,4863,4796,5096,4396,3223,1844,749,30085,70,697,2245,1991,2237,1334,167,11,3,8766,752,870,1108,1699,1604,1224,353,37,5,7648,43,51,204,175,87,93,26,4,0,681,27,42,66,66,61,34,15,0,3,320,895,1656,3626,3929,3995,2683,558,56,11,17419,20,53,101,74,80,56,0,3,0,389,154,76,86,127,110,69,4,3,0,627,165,128,190,198,193,127,4,3,0,1012
SED10063,432,1074,2892,3046,3114,2289,567,94,14,13515,507,312,427,359,380,572,375,96,19,3054,39,45,78,86,111,118,61,14,3,559,40,39,64,76,76,44,38,16,5,395,1020,1471,3468,3566,3677,3025,1037,223,41,17519,107,151,185,150,141,121,11,3,0,870,98,29,41,34,42,50,6,0,0,298,208,176,230,182,179,175,21,4,0,1167,1224,1651,3695,3748,3857,3197,1052,221,41,18687,1217,269,333,435,636,1235,2456,1681,552,8815,176,158,312,330,392,342,330,223,87,2342,2616,2075,4342,4509,4891,4769,3836,2122,675,29839,187,715,1576,1640,2045,1294,243,37,5,7742,735,509,1302,1577,1499,1224,370,56,10,7278,53,56,246,122,101,142,42,8,0,766,39,20,49,47,60,28,21,20,9,297,1017,1300,3172,3387,3703,2690,673,122,16,16084,81,79,98,101,93,51,3,0,0,504,113,68,98,78,73,48,7,3,0,495,193,142,203,176,169,99,14,3,0,995
SED10064,233,579,1375,1739,2093,1702,428,72,13,8230,409,259,416,500,681,966,370,64,12,3675,31,36,66,73,99,144,48,8,3,513,32,40,68,60,61,72,31,17,5,390,709,911,1928,2377,2934,2879,880,164,27,12802,83,157,188,153,168,176,14,0,0,935,81,47,33,34,56,104,17,3,0,368,162,199,218,183,227,281,34,0,0,1304,868,1110,2147,2558,3161,3161,908,168,28,14110,1091,360,657,699,1050,2310,3882,2121,705,12878,162,117,199,258,387,460,421,323,146,2474,2123,1588,3001,3515,4596,5936,5217,2606,882,29465,73,322,629,982,1465,1108,179,28,3,4783,578,405,904,1216,1590,1575,364,39,3,6664,33,42,122,82,121,161,43,8,0,606,36,22,39,48,56,44,26,16,3,284,721,788,1684,2334,3229,2886,609,80,10,12340,60,58,103,87,96,73,3,0,0,481,82,36,91,85,103,76,6,0,4,489,145,94,192,175,200,151,13,3,4,970
SED10065,144,1007,7334,5857,3431,2163,403,37,3,20373,422,1080,1459,846,718,566,244,49,5,5389,25,43,119,112,66,67,30,3,0,467,24,66,190,130,67,54,13,3,0,549,611,2190,9100,6937,4275,2859,694,97,8,26779,51,132,395,290,203,161,11,0,3,1245,168,199,140,60,49,70,16,3,0,701,220,333,534,350,251,229,25,3,3,1949,829,2525,9636,7289,4531,3086,719,99,12,28727,1708,846,955,693,809,1379,2012,1377,515,10304,146,258,875,613,340,298,208,136,73,2949,2686,3632,11469,8597,5676,4771,2936,1612,607,41981,91,817,4610,2829,2348,1262,182,8,3,12150,589,966,1997,1726,1400,948,267,20,4,7915,34,43,344,168,81,68,23,3,0,753,13,47,131,77,57,25,12,4,3,360,727,1877,7073,4796,3886,2302,480,36,8,21183,30,106,474,210,127,79,8,0,0,1026,153,174,307,224,126,74,5,0,0,1068,175,282,787,431,254,150,8,0,0,2097
SED10066,433,1268,3994,3954,3228,2233,432,16,8,15567,574,548,534,393,377,422,287,37,0,3178,32,53,94,67,81,94,27,0,0,455,28,49,90,80,62,41,17,0,0,369,1071,1926,4706,4502,3747,2789,766,57,8,19570,96,166,166,139,122,99,3,0,0,789,166,77,54,29,18,49,10,0,0,396,261,244,219,167,137,145,11,0,0,1185,1335,2166,4930,4665,3884,2934,776,61,8,20753,1084,317,436,423,489,1080,2275,1211,405,7723,121,150,339,280,285,237,184,100,52,1742,2537,2637,5700,5364,4658,4251,3237,1366,465,30217,209,976,2385,2111,2122,1334,171,3,0,9304,873,745,1390,1628,1330,1103,268,23,0,7365,37,45,311,158,93,120,32,3,0,802,28,45,72,48,56,36,14,0,0,299,1153,1806,4159,3944,3606,2590,480,34,3,17771,57,94,127,111,89,49,3,0,0,526,157,74,113,121,65,56,8,0,0,603,213,170,236,230,153,106,8,0,0,1128
SED10067,225,854,2258,3475,3752,2522,567,58,4,13708,587,547,343,374,578,788,681,128,14,4049,33,36,59,82,81,90,48,10,0,452,20,29,52,70,65,46,17,4,3,311,864,1466,2715,4001,4479,3449,1321,200,22,18522,13,43,55,63,88,66,13,0,0,347,98,45,22,8,13,37,41,3,0,264,111,86,80,69,104,111,53,5,0,614,971,1555,2792,4076,4583,3557,1377,206,22,19132,1062,242,162,170,273,865,2257,1684,761,7468,66,93,161,226,237,216,216,174,100,1486,2100,1884,3114,4462,5089,4635,3843,2061,889,28087,87,569,1500,1626,2233,1365,234,10,3,7617,819,661,893,1968,2051,1748,675,81,7,8897,29,27,170,140,100,103,39,4,3,607,22,23,38,47,61,33,15,5,5,258,952,1274,2601,3783,4447,3245,959,98,12,17380,19,30,34,40,58,30,4,0,0,218,107,41,34,68,68,52,12,0,0,377,131,69,68,110,127,77,8,0,0,598
SED10068,225,601,1694,2225,2511,1750,273,26,9,9307,488,292,436,450,627,759,383,71,3,3523,47,29,53,72,97,122,36,3,0,455,23,32,48,46,49,42,20,8,4,269,786,956,2227,2791,3278,2669,712,111,12,13550,76,107,127,119,158,174,6,4,0,768,120,42,35,31,31,57,15,0,0,337,196,150,163,158,189,233,25,4,0,1104,978,1101,2391,2946,3464,2909,737,110,12,14657,972,193,274,402,701,1866,4489,2761,946,12609,105,90,200,187,261,331,404,271,119,1972,2053,1388,2869,3542,4431,5102,5636,3151,1079,29243,95,364,963,1298,1766,1163,131,9,0,5790,773,426,959,1382,1715,1428,330,29,3,7055,53,28,139,82,102,132,26,3,0,572,23,21,25,46,55,36,21,12,0,235,950,846,2088,2812,3639,2755,512,55,5,13648,52,52,67,67,87,67,4,0,0,398,111,47,61,78,108,104,9,0,0,519,164,99,129,145,200,169,15,0,0,914
SED10069,254,807,1999,2497,2870,1888,304,31,6,10659,527,364,381,363,509,658,354,73,8,3230,43,43,59,101,92,141,36,8,0,518,21,40,62,55,56,51,22,4,0,316,847,1254,2495,3013,3524,2740,712,117,13,14718,110,142,156,132,172,138,6,0,0,864,116,43,42,23,33,45,23,0,0,325,224,192,193,161,205,179,27,3,0,1182,1073,1445,2691,3171,3731,2917,739,121,17,15903,945,229,318,405,581,1599,3881,2138,614,10701,114,156,264,261,319,343,378,263,99,2205,2134,1831,3270,3838,4633,4862,5005,2515,728,28808,126,479,895,1193,1582,949,104,6,3,5333,757,587,1000,1465,1586,1267,358,32,0,7047,43,52,164,98,121,112,32,3,0,629,23,31,34,34,50,43,14,7,3,229,949,1144,2081,2788,3340,2364,513,47,4,13231,87,69,77,89,95,54,0,0,0,479,118,58,86,104,81,77,11,0,0,544,206,127,164,192,184,136,14,3,0,1023
SED10070,213,1056,3645,4204,3133,2127,427,11,3,14805,450,658,654,603,521,511,225,25,0,3649,25,22,60,79,43,83,31,3,0,349,36,58,137,114,87,58,10,3,3,512,717,1794,4498,4999,3785,2777,694,41,5,19313,50,146,210,190,168,128,6,0,0,893,165,101,50,37,53,69,8,5,0,480,211,253,261,222,219,190,15,3,0,1375,928,2048,4756,5225,4004,2966,712,48,5,20683,1510,550,653,620,766,1254,2584,1494,430,9865,97,145,298,305,261,214,172,126,57,1673,2534,2739,5714,6143,5032,4437,3468,1666,493,32224,95,800,2329,2073,1900,1186,149,3,0,8540,635,753,1112,1498,1097,915,211,10,0,6231,28,52,207,122,59,63,14,0,0,555,19,41,73,63,50,37,10,0,3,296,779,1653,3720,3756,3107,2200,391,19,3,15620,43,89,162,140,92,60,3,0,0,582,149,72,116,146,102,60,11,0,0,658,191,161,276,285,193,116,13,0,0,1239
SED10071,312,1100,4536,6567,4384,2155,351,15,0,19428,719,757,564,561,415,430,205,14,0,3679,41,31,95,83,103,73,16,0,0,452,26,56,109,126,81,41,10,3,0,456,1096,1955,5305,7345,4978,2701,586,37,4,24012,59,109,156,153,133,122,15,0,0,743,228,132,45,25,19,46,15,0,0,511,287,245,203,180,149,160,30,5,0,1262,1388,2195,5504,7527,5131,2869,614,35,4,25271,1680,575,709,573,457,853,1484,681,162,7181,96,65,247,299,204,157,92,39,16,1213,3164,2842,6462,8397,5792,3874,2199,756,181,33661,171,895,3112,3465,2742,1301,154,3,0,11846,1005,857,1626,2377,1536,817,167,6,0,8382,40,56,329,214,89,58,6,0,0,791,19,37,85,83,68,24,9,0,0,329,1235,1846,5158,6136,4428,2193,337,8,3,21342,36,67,170,134,115,53,4,0,0,583,210,114,131,181,84,50,4,0,0,774,249,182,302,312,197,107,8,0,0,1359
SED10072,137,925,5113,4264,3321,1983,399,40,8,16191,442,949,1611,736,592,542,322,56,9,5263,26,45,133,87,78,72,34,6,0,490,28,70,195,118,96,61,19,6,3,583,636,1994,7053,5200,4089,2656,779,100,17,22520,50,102,251,172,152,124,10,3,0,856,113,168,172,36,35,55,13,3,0,592,160,267,424,211,184,183,22,3,0,1449,788,2260,7472,5409,4273,2839,802,108,17,23970,1244,727,814,420,582,1002,2225,1657,700,9372,118,202,612,431,291,244,216,165,131,2411,2151,3192,8902,6264,5148,4079,3240,1932,846,35752,74,820,3683,2460,2251,1292,191,5,4,10786,529,1080,1995,1662,1353,882,276,30,4,7808,34,50,296,200,84,68,23,0,0,750,16,60,145,62,71,36,16,6,4,401,648,2004,6118,4381,3754,2282,500,45,6,19740,30,73,192,111,88,47,0,0,0,544,127,146,185,92,98,80,6,0,0,734,153,216,384,206,183,124,4,0,0,1272
SED10073,92,920,5612,5028,3481,2202,456,25,5,17826,521,1047,1176,632,607,661,352,71,3,5066,31,53,109,88,67,78,34,3,0,460,13,55,162,76,77,54,11,7,0,454,652,2077,7059,5825,4239,2988,852,108,13,23815,33,108,308,219,167,121,14,3,0,976,206,260,168,52,42,58,11,0,0,790,232,367,473,265,211,176,23,4,0,1766,888,2448,7538,6092,4452,3170,878,110,9,25577,1502,1465,1118,456,564,1158,2053,1551,724,10589,106,173,401,270,213,188,135,94,58,1634,2494,4089,9053,6816,5226,4507,3064,1752,790,37797,64,919,4315,2785,2452,1420,196,7,3,12165,666,1188,1666,1786,1487,1159,317,40,0,8314,49,74,345,195,77,88,28,3,0,848,25,63,117,64,50,53,7,3,8,391,801,2245,6438,4834,4063,2712,554,53,11,21713,19,69,263,118,105,64,4,0,0,637,174,250,230,158,100,79,8,0,0,991,185,319,493,275,204,140,9,0,3,1631
SED10074,217,888,4582,5064,3438,2143,405,22,9,16769,491,704,715,548,461,501,279,45,4,3755,33,20,96,97,73,75,32,0,0,429,21,48,146,100,68,44,8,4,0,442,770,1662,5538,5811,4049,2761,726,66,14,21402,55,120,221,186,139,111,20,0,0,855,140,113,69,38,25,48,16,0,0,448,198,235,292,225,162,159,34,0,0,1305,965,1899,5822,6042,4211,2922,760,66,14,22705,1276,426,505,489,501,978,2316,1556,536,8581,90,106,360,345,232,194,148,118,64,1650,2328,2436,6692,6871,4942,4089,3224,1742,610,32936,100,759,3101,2526,2218,1390,208,9,3,10314,630,716,1370,1771,1275,975,292,24,3,7069,35,43,306,190,66,70,28,4,0,742,15,24,94,58,60,37,6,0,0,303,785,1550,4871,4549,3622,2479,536,38,4,18421,30,66,231,150,94,58,0,0,0,635,160,79,137,151,80,53,6,0,0,662,189,145,373,297,173,111,10,0,0,1305
SED10075,397,1145,3063,3473,3372,1962,241,15,0,13669,582,544,465,475,504,579,213,24,4,3386,33,47,106,79,142,136,20,0,0,568,30,51,63,66,60,35,15,9,0,327,1041,1790,3700,4092,4070,2713,489,42,8,17948,142,199,193,166,150,115,9,0,0,971,187,65,41,33,42,49,14,3,0,437,329,259,239,199,196,168,17,4,0,1407,1367,2048,3938,4292,4264,2879,513,50,8,19358,1336,289,397,487,682,1627,3257,1909,528,10519,106,97,213,222,241,220,244,180,92,1613,2804,2439,4550,4999,5190,4728,4010,2138,628,31492,179,804,1559,1576,1800,1017,78,0,0,7014,930,790,1512,2022,1854,1203,205,22,3,8544,35,61,271,151,113,126,21,0,3,786,26,27,44,35,47,30,9,4,3,230,1170,1693,3385,3786,3813,2369,311,29,6,16571,75,114,125,98,93,43,0,0,0,551,204,102,114,122,104,41,3,0,0,694,285,214,238,219,196,80,8,0,0,1248
SED10076,241,646,1712,1967,2095,1525,228,21,3,8445,394,321,413,441,584,784,343,55,6,3351,17,36,58,58,90,109,24,6,7,403,33,39,61,40,56,50,20,8,3,312,687,1049,2241,2508,2829,2473,618,86,18,12512,96,110,153,138,131,133,5,0,0,766,72,36,35,35,42,69,18,3,0,311,168,152,192,174,172,202,21,6,0,1078,855,1199,2429,2682,3005,2674,644,92,18,13588,847,214,319,444,802,2181,4374,2533,781,12494,125,125,231,245,279,331,392,280,158,2173,1826,1543,2988,3370,4075,5180,5413,2904,952,28249,123,403,794,960,1286,848,87,8,3,4502,590,417,967,1291,1480,1290,311,23,3,6379,39,44,150,87,111,156,33,3,0,617,36,22,32,33,55,43,12,15,9,258,782,882,1942,2362,2933,2340,445,48,10,11753,51,51,60,83,80,65,4,0,0,391,78,47,79,76,79,93,9,0,0,464,135,101,136,155,159,159,7,0,0,855
SED10077,120,1128,6167,4088,3349,2113,446,43,3,17453,493,1453,1874,736,646,598,306,63,8,6194,31,42,109,66,60,53,23,9,3,392,27,93,214,113,106,78,18,6,3,657,676,2717,8360,4999,4160,2848,790,122,18,24692,35,128,322,188,139,119,10,3,0,939,145,312,232,45,50,53,21,3,0,864,173,439,555,238,187,171,24,6,0,1802,852,3162,8919,5240,4349,3017,812,124,18,26499,1657,1512,1301,479,587,1092,1758,1515,678,10586,119,428,799,383,290,226,156,98,63,2576,2631,5102,11026,6099,5229,4341,2731,1740,761,39664,67,947,4346,2325,2318,1360,173,20,0,11556,667,1372,2069,1590,1478,973,305,46,4,8504,36,72,275,146,81,81,26,4,0,722,13,90,139,76,67,38,5,8,8,443,784,2485,6819,4138,3943,2455,511,73,14,21216,20,102,317,121,97,55,7,0,0,716,174,248,228,114,114,72,10,0,0,954,193,354,544,239,212,125,12,3,0,1679
SED10078,104,817,4964,4296,3384,1893,320,20,0,15803,410,1003,1353,713,588,550,245,39,6,4910,14,44,121,87,82,52,23,4,0,427,24,42,125,73,47,38,6,5,0,366,546,1911,6570,5179,4102,2536,595,67,3,21512,29,97,229,147,150,114,13,0,0,775,103,157,116,43,56,55,16,3,0,549,131,254,343,194,208,168,32,3,0,1328,677,2166,6909,5366,4302,2699,627,71,3,22834,1083,622,662,467,624,1010,1811,1475,606,8354,88,209,617,441,368,263,185,146,53,2368,1842,2999,8193,6271,5292,3974,2626,1694,665,33560,55,862,4285,2796,2516,1357,187,15,3,12076,425,1116,1824,1807,1442,874,223,17,0,7738,33,48,267,225,89,74,23,3,0,756,9,45,91,62,53,28,9,3,0,304,526,2073,6478,4888,4095,2337,437,38,4,20875,14,74,181,103,106,53,3,0,0,539,104,114,139,104,103,85,11,3,0,657,112,186,323,205,214,144,12,3,0,1191
SED10079,362,923,2214,2607,3001,1921,192,13,0,11227,520,469,354,358,477,583,298,39,0,3100,24,51,70,68,98,122,21,3,0,468,21,44,49,42,55,36,11,3,0,256,927,1492,2686,3072,3625,2661,519,54,5,15052,121,164,166,149,168,137,4,0,0,921,178,63,32,26,34,60,15,5,0,406,304,232,198,176,206,191,18,5,0,1327,1233,1725,2887,3246,3834,2858,543,59,5,16380,981,253,291,369,620,1727,3601,2293,660,10789,75,97,128,175,172,200,241,213,106,1413,2285,2075,3310,3795,4624,4785,4384,2563,767,28582,152,523,1026,1152,1730,972,79,0,0,5633,830,676,1077,1602,1708,1294,253,17,10,7459,32,56,216,105,108,116,21,3,0,653,20,30,40,31,40,37,9,5,0,209,1036,1273,2362,2895,3583,2419,362,23,7,13956,92,77,75,82,79,52,0,0,0,459,175,58,100,91,98,70,3,0,0,596,270,137,172,174,173,120,3,3,0,1060
SED10080,88,1342,9379,5970,3564,2029,577,60,9,23011,200,1405,2761,1062,580,563,422,109,17,7122,22,49,201,158,83,70,39,9,0,629,11,71,219,104,57,30,12,0,0,506,314,2872,12555,7291,4287,2684,1052,175,28,31262,15,88,282,229,195,117,10,0,0,937,64,216,208,66,52,46,22,7,0,682,80,307,491,297,246,158,36,6,0,1615,396,3178,13044,7589,4535,2846,1084,186,29,32877,649,1172,1361,533,625,917,1482,875,312,7937,229,1133,2768,1429,1000,677,432,208,116,7990,1272,5475,17177,9554,6165,4444,2996,1265,459,48808,74,1243,7505,3601,2117,1247,279,21,7,16095,301,1558,3322,1449,763,781,426,56,17,8670,16,75,341,238,82,63,35,4,0,856,17,75,191,68,30,28,10,4,0,434,408,2951,11361,5359,2994,2125,751,90,22,26055,9,65,259,118,98,53,8,0,0,615,74,271,276,97,74,39,20,0,0,853,87,335,536,221,167,91,25,3,0,1470
SED10081,414,1126,3018,2846,3056,2381,590,100,18,13544,555,269,398,362,444,594,369,92,4,3099,35,32,98,82,82,119,41,13,7,497,29,37,76,68,74,61,26,13,7,390,1033,1465,3593,3358,3658,3159,1032,215,35,17535,103,127,175,111,138,126,9,0,0,789,68,36,39,28,24,47,9,0,0,251,166,163,217,141,162,170,17,0,0,1035,1195,1628,3805,3497,3820,3323,1051,216,35,18571,1064,274,363,432,592,1215,2574,1700,532,8735,155,145,350,357,341,389,379,245,95,2459,2414,2050,4513,4287,4756,4920,4005,2163,657,29767,171,676,1597,1633,1958,1413,241,28,7,7722,753,480,1239,1474,1536,1263,408,50,9,7207,54,65,204,93,111,126,40,5,0,702,37,30,65,47,56,59,20,12,3,325,1019,1243,3111,3246,3663,2851,704,94,19,15954,67,76,136,111,79,53,4,0,0,524,104,56,85,87,68,75,4,0,0,474,169,128,222,197,152,126,5,0,0,1001
SED10082,239,829,2297,3095,3328,2244,365,26,4,12421,644,562,393,406,525,687,449,59,6,3729,39,30,75,77,88,124,34,4,3,471,15,34,57,64,46,42,16,8,0,279,941,1454,2814,3636,3989,3100,868,95,14,16901,62,95,118,69,110,100,5,0,0,570,158,60,33,16,21,54,26,3,0,374,220,156,150,87,132,150,32,3,0,943,1162,1608,2967,3720,4125,3251,898,103,10,17840,1072,213,242,261,443,1173,2930,1927,824,9080,70,71,147,172,213,220,181,170,91,1344,2309,1896,3350,4146,4776,4648,4016,2194,927,28267,124,596,1284,1394,1977,1251,143,4,0,6774,1013,665,1063,1867,1954,1580,408,18,3,8567,48,45,217,159,96,135,36,3,0,729,18,21,35,44,47,31,12,11,4,218,1201,1324,2598,3461,4071,2993,594,33,11,16287,49,52,47,56,63,37,0,3,0,311,139,50,60,92,94,61,15,0,0,521,192,100,111,147,161,102,15,3,0,830
