SED_CODE_2016,Neg_Nil_inc_fam_households,Neg_Nil_inc_Non_fam_househlds,Negative_Nil_income_Tot,HI_1_149_Family_households,HI_1_149_Non_family_hseholds,HI_1_149_Tot,HI_150_299_Family_households,HI_150_299_Non_fam_househlds,HI_150_299_Tot,HI_300_399_Family_households,HI_300_399_Non_fam_househlds,HI_300_399_Tot,HI_400_499_Family_households,HI_400_499_Non_fam_househlds,HI_400_499_Tot,HI_500_649_Family_households,HI_500_649_Non_fam_househlds,HI_500_649_Tot,HI_650_799_Family_households,HI_650_799_Non_fam_househlds,HI_650_799_Tot,HI_800_999_Fam_households,HI_800_999_Non_fam_hsehlds,HI_800_999_Tot,HI_1000_1249_Fam_households,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Tot,HI_1250_1499_Fam_households,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Tot,HI_1500_1749_Fam_households,HI_1500_1749_Non_fam_hsehlds,HI_1500_1749_Tot,HI_1750_1999_Fam_households,HI_1750_1999_Non_fam_hsehlds,HI_1750_1999_Tot,HI_2000_2499_Fam_households,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Tot,HI_2500_2999_Fam_households,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Tot,HI_3000_3499_Fam_households,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Tot,HI_3500_3999_Fam_households,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Tot,HI_4000_more_Fam_households,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Tot,Part_inc_stated_Fam_household,Part_inc_std_Non_fam_hhds,Partial_income_stated_Tot,All_incomes_ns_Famly_househld,All_inc_ns_Non_famly_househld,All_incomes_not_stated_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
SED10081,138,170,310,73,111,182,148,494,643,155,850,1009,622,1774,2396,687,867,1552,1808,729,2529,1371,795,2168,1817,694,2511,1738,410,2150,1283,308,1589,1340,260,1599,2319,312,2631,1400,53,1454,817,22,839,519,149,674,884,33,922,1979,140,2116,441,547,989,19554,8715,28267
SED10082,134,169,305,70,87,157,88,285,366,96,550,640,418,1458,1881,416,859,1274,1353,567,1916,1101,526,1632,1432,471,1901,1443,302,1750,1080,251,1332,1227,221,1448,2393,307,2700,1781,55,1843,1285,26,1313,926,147,1075,1983,30,2010,2137,129,2265,281,391,675,19639,6843,26482
SED10083,126,150,273,80,99,184,111,413,531,132,746,882,502,1645,2145,526,873,1397,1486,624,2111,1338,706,2044,1615,620,2229,1608,373,1975,1296,276,1568,1363,206,1562,2529,271,2799,1598,41,1638,961,24,986,608,104,712,938,9,942,1838,121,1961,285,558,836,18938,7850,26785
SED10084,160,231,386,99,116,218,132,471,596,122,945,1070,661,2184,2838,662,1218,1883,2199,755,2952,1532,825,2358,1994,731,2722,1869,418,2285,1345,272,1623,1235,230,1465,2185,210,2397,1375,47,1421,783,19,801,421,118,539,826,13,833,1913,180,2095,363,649,1015,19883,9632,29512
SED10085,164,172,337,102,148,250,167,428,598,174,701,872,620,1481,2101,610,635,1244,1589,624,2213,1210,634,1850,1623,601,2217,1504,405,1911,1166,312,1477,1195,254,1450,2359,467,2825,1583,38,1623,1002,25,1029,640,159,802,1329,27,1361,2006,105,2113,396,431,825,19439,7666,27104
SED10086,157,288,453,73,96,168,73,275,349,61,366,432,166,639,808,183,517,706,368,542,909,444,676,1120,669,851,1518,694,735,1431,633,711,1350,702,651,1351,1743,1350,3090,1444,293,1735,1274,204,1483,1615,1418,3035,6319,580,6901,2183,744,2929,259,357,618,19068,11308,30375
SED10087,122,150,274,83,113,192,138,498,640,155,735,886,553,1414,1963,575,767,1338,1420,732,2159,1210,819,2034,1574,777,2356,1690,548,2237,1314,351,1664,1384,311,1696,2511,381,2890,1648,54,1711,969,41,1005,552,117,677,990,27,1015,1964,164,2135,364,447,812,19230,8445,27671
SED10088,132,160,295,71,76,143,89,253,340,59,485,542,297,946,1245,270,588,858,683,510,1186,715,519,1226,1082,604,1681,1164,434,1601,1016,385,1397,1138,274,1407,2564,460,3021,2110,84,2190,1527,38,1570,1317,221,1540,3897,42,3945,2032,166,2202,233,321,554,20402,6553,26951
SED10089,157,271,432,64,106,167,156,491,646,141,872,1013,571,1850,2425,589,846,1436,1738,713,2452,1368,789,2159,1644,773,2417,1656,539,2191,1377,411,1790,1351,279,1627,2640,414,3052,1800,90,1895,1150,35,1185,716,105,824,1195,32,1229,1718,261,1981,262,430,695,20290,9316,29613
SED10090,382,401,784,92,131,220,128,250,376,94,396,491,296,698,993,288,492,783,545,471,1018,585,578,1161,900,718,1621,929,683,1609,792,619,1410,934,534,1475,2282,1060,3340,1672,164,1834,1367,131,1500,1854,809,2666,6478,197,6682,2235,324,2555,176,231,401,22035,8897,30938
SED10091,127,114,244,68,72,136,107,238,341,87,470,555,419,1018,1439,373,488,864,1222,453,1671,1019,512,1531,1400,467,1869,1370,291,1659,1192,242,1432,1272,196,1467,2672,252,2921,1859,28,1888,1211,7,1222,852,126,975,1853,18,1871,2085,66,2155,324,321,649,19510,5379,24890
SED10092,236,369,602,137,156,291,177,799,974,155,1294,1448,742,2064,2810,656,895,1550,1845,754,2598,1359,833,2193,1663,891,2558,1583,631,2218,1187,514,1704,1205,363,1567,2330,485,2822,1587,88,1675,1006,58,1062,632,188,820,1260,44,1308,1834,367,2204,319,623,949,19913,11424,31340
SED10093,164,182,348,88,95,181,144,364,506,149,726,875,558,1709,2266,636,742,1382,1864,576,2437,1327,628,1959,1660,564,2227,1743,367,2104,1434,275,1707,1302,160,1463,2425,176,2603,1599,49,1643,860,15,876,546,74,620,865,10,873,1829,145,1973,358,568,925,19553,7425,26971
SED19494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
