SED_CODE_2016,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SED10035,31,75,116,102,168,418,697,694,328,2615,9,27,80,54,89,125,187,263,102,936,443,1128,2451,1234,847,721,542,402,163,7927,4860,15163,28245,15648,10414,7430,4948,2984,1065,90760
SED10036,17,38,122,223,341,630,832,663,356,3221,8,14,89,99,182,241,214,191,63,1105,300,358,695,699,641,550,453,340,248,4288,2744,5792,11523,12335,11363,8448,5491,2716,1211,61613
SED10037,8,5,34,46,103,198,285,275,200,1163,0,11,34,50,62,55,62,84,46,400,133,153,357,440,443,390,344,338,223,2827,1936,4508,8533,11896,11775,9541,6871,3517,1400,59976
SED10038,21,27,56,81,171,429,623,795,573,2780,3,7,19,21,32,46,51,84,74,345,181,209,437,422,483,484,534,502,311,3578,2226,5104,8747,10457,10493,9502,7201,4564,2159,60436
SED10039,17,18,59,87,160,445,609,515,335,2246,4,4,13,13,18,24,39,27,14,154,238,332,711,660,722,761,840,688,597,5546,1989,3939,7419,8097,9263,10352,8429,4504,2044,56040
SED10040,16,23,90,123,269,670,1090,1081,472,3836,3,23,180,89,169,310,292,344,138,1532,215,373,1005,597,583,611,544,618,591,5143,2475,7678,18380,12119,11081,9660,6496,4196,2168,74254
SED10041,11,3,9,39,54,103,118,174,148,650,0,0,23,33,30,48,35,50,30,253,263,195,356,416,442,351,380,465,635,3511,1978,4331,7843,11135,11907,8716,6749,4556,2886,60096
SED10042,27,31,81,104,227,549,698,594,437,2752,0,6,11,14,27,37,43,25,12,177,138,178,350,308,478,593,755,732,671,4208,1967,3964,7441,7874,9308,9960,8840,4859,2271,56487
SED10043,25,101,336,472,714,1132,1162,972,445,5354,5,66,240,196,383,546,506,478,220,2634,338,421,1122,840,791,704,608,539,342,5700,2849,6851,15165,12094,10540,8950,5764,3674,1670,67563
SED10044,10,3,31,27,62,140,313,416,318,1316,0,5,23,29,28,66,62,103,52,370,151,236,822,698,552,485,446,410,491,4276,1522,4435,12233,12653,11187,8705,6539,3862,2405,63548
SED10045,31,24,85,148,271,598,793,767,548,3265,6,4,8,10,25,30,40,33,29,188,360,366,620,691,1000,1290,988,780,552,6646,1941,3580,6727,8310,10494,12317,8583,4349,2063,58360
SED10046,38,78,326,519,758,1128,1037,673,234,4797,11,50,206,289,459,564,412,316,122,2421,451,553,1331,1207,1113,1032,725,448,136,6996,3134,6720,13615,13004,12073,9468,5180,2833,801,66824
SED10047,38,61,196,241,470,980,1175,651,245,4051,3,7,56,84,86,111,126,116,34,623,471,683,1443,1249,1071,928,929,600,201,7587,3097,6914,14825,12483,10768,9356,6862,3067,819,68186
SED10048,19,36,115,182,366,706,745,451,187,2812,3,14,68,56,96,142,126,113,45,664,295,372,799,719,672,691,595,417,306,4868,2708,6036,13067,12068,11156,10265,5932,2336,944,64514
SED10049,37,32,85,126,224,543,632,507,330,2520,0,12,19,25,24,20,22,17,9,153,206,226,573,548,577,560,612,502,269,4076,2236,4791,10563,10150,9944,8829,6524,3235,1272,57543
SED10050,3,9,26,28,44,121,162,193,171,755,0,4,13,18,15,16,20,34,21,142,201,265,964,879,678,555,472,347,347,4702,1409,3865,12561,13823,11731,8166,5769,2906,1581,61821
SED10051,10,16,45,87,180,375,689,784,381,2567,3,3,27,34,60,96,119,163,93,605,247,624,1364,1270,995,866,900,678,493,7440,2149,6038,11904,12183,11089,8760,6847,4201,2025,65189
SED10052,10,5,39,64,96,273,434,458,451,1829,4,5,15,26,28,60,59,65,34,301,124,164,362,422,421,456,482,526,556,3510,1715,4160,8506,10267,10120,9141,6977,4212,2518,57622
SED10053,24,23,78,94,178,469,646,491,282,2278,6,5,11,12,26,36,54,74,28,241,298,376,909,856,1024,860,754,517,244,5837,2004,4295,9881,10306,11968,9821,6509,2997,1139,58915
SED10054,30,56,176,266,490,854,930,523,297,3619,8,16,97,134,138,196,191,149,63,983,354,359,791,769,756,662,567,286,116,4646,3221,6607,13073,12185,11421,8973,5352,2133,928,63900
SED10055,13,9,77,141,249,629,791,478,158,2548,5,12,59,56,117,162,138,144,42,734,251,278,604,596,583,556,419,235,97,3621,2788,5855,11749,11475,11359,9601,4905,1849,506,60078
SED10056,35,53,152,185,373,882,1394,1253,659,4988,0,10,46,37,64,65,96,101,57,480,412,438,960,927,1130,1378,1365,1083,594,8295,2244,4222,9239,9187,10781,11445,9123,5542,2188,63970
SED10057,37,42,107,142,294,680,1063,946,586,3897,6,0,5,10,20,27,29,43,21,163,235,211,424,488,769,979,1324,1096,715,6251,1673,2815,5540,6568,8883,11232,11512,6497,2815,57538
SED10058,33,21,81,80,175,364,474,499,343,2059,0,7,20,29,41,36,35,56,27,263,143,351,768,503,733,809,712,627,556,5198,1458,5797,12187,9237,9483,9236,6418,3502,1790,59113
SED10059,12,36,89,68,109,281,438,463,190,1692,9,12,56,38,44,75,133,207,74,645,358,1163,2801,1448,1042,855,650,455,152,8916,2679,10859,24666,13604,9678,6699,4192,2347,781,75506
SED10060,6,5,16,29,22,50,82,109,80,399,3,6,17,17,23,16,15,16,17,136,175,375,1427,1045,777,730,633,409,315,5893,1085,3882,15949,12892,10001,8522,7318,3559,1733,64945
SED10061,29,62,135,164,343,727,1140,912,466,3974,3,4,24,19,11,42,74,35,13,229,492,524,901,903,1107,1130,1169,871,390,7488,2770,5301,8526,8623,10245,10448,8741,4874,1784,61313
SED10062,9,12,40,69,173,439,639,641,455,2474,0,11,44,45,85,159,119,133,62,659,142,237,545,427,455,456,464,400,364,3481,1946,4981,9926,10180,10545,9214,6632,4107,2267,59804
SED10063,33,44,104,137,300,716,905,772,524,3524,0,6,16,29,28,46,53,39,11,236,367,340,689,730,934,871,980,834,354,6101,2297,4125,9079,9206,10006,9577,7811,4651,1915,58664
SED10064,30,38,100,132,303,758,1114,851,581,3912,5,0,4,13,24,26,50,35,21,175,312,349,718,737,1005,1181,1247,991,625,7170,1789,3048,6116,7261,9591,12095,10308,5300,2283,57781
SED10065,14,32,135,162,304,488,517,456,289,2395,3,38,148,112,192,268,230,220,134,1349,285,503,1799,1154,807,723,637,432,293,6633,2251,6815,22936,16260,11771,9768,6004,3423,1613,80839
SED10066,14,38,88,114,236,536,640,508,355,2531,3,10,21,31,37,39,49,57,12,258,272,346,793,695,686,594,645,461,261,4764,2348,5236,11710,10956,9698,8983,6723,3152,1383,60190
SED10067,3,10,11,41,43,120,215,244,231,918,7,4,4,13,15,14,8,24,11,104,136,194,340,482,532,531,628,551,660,4053,1463,3503,6374,9341,10623,9649,7969,4418,2603,55946
SED10068,11,19,59,80,220,496,799,756,477,2922,3,0,9,13,17,19,29,23,20,138,217,186,415,447,660,804,1217,1099,771,5821,1559,2726,5992,7420,9431,10800,11588,6733,2785,59033
SED10069,22,33,101,117,203,503,677,559,291,2502,3,3,5,14,32,47,42,32,13,186,262,277,538,582,722,848,1115,864,493,5705,1954,3556,6596,7884,9449,10073,10055,5123,1839,56531
SED10070,12,55,199,283,461,907,1348,1067,445,4785,3,30,98,153,218,335,334,332,184,1693,199,273,607,629,588,620,605,452,251,4217,2153,5194,11522,12052,10031,9321,7080,3509,1432,62286
SED10071,14,14,52,90,193,429,492,345,148,1774,4,10,23,53,80,105,82,90,38,476,200,313,939,939,592,477,334,156,70,4022,2602,5395,13513,16642,11611,7807,4468,1608,473,64124
SED10072,6,20,113,101,236,584,1076,1089,520,3755,8,13,71,46,100,164,265,285,122,1070,218,460,1316,875,718,646,659,641,548,6085,2012,6402,17590,12387,10451,8457,6660,4333,2109,70405
SED10073,11,49,56,75,153,394,568,608,388,2296,0,23,94,79,107,117,136,182,109,857,193,423,896,584,481,521,461,420,395,4365,2351,8394,18464,13628,10854,9589,6437,3992,2179,75888
SED10074,15,17,92,108,222,426,614,635,334,2451,4,16,49,67,82,90,101,119,41,569,188,246,838,712,541,523,530,524,385,4479,1939,4637,13873,13268,9979,8634,6910,3832,1636,64710
SED10075,19,25,83,106,269,729,1102,849,421,3592,4,6,7,19,19,46,93,120,58,377,206,213,454,536,642,653,813,733,361,4613,2462,4862,9393,10292,10772,9986,8227,4683,1576,62259
SED10076,32,30,95,118,248,640,981,801,411,3359,5,0,10,8,19,26,30,44,15,163,250,261,471,511,708,888,1165,1068,675,6010,1658,2970,6168,6898,8515,10759,10935,5983,2296,56170
SED10077,12,33,95,109,218,447,780,956,515,3157,8,61,194,89,136,203,230,285,165,1366,265,761,1564,833,646,600,487,422,253,5835,2580,9758,21162,12162,11050,9046,5783,3912,1971,77420
SED10078,10,25,68,106,250,513,1004,1209,602,3781,5,21,71,58,119,182,257,399,190,1297,179,459,1332,920,775,666,544,508,385,5761,1496,6121,16655,12770,10856,8234,5448,3734,1875,67186
SED10079,28,30,64,80,205,551,783,691,377,2812,0,5,3,10,18,22,28,30,13,129,161,192,299,393,493,574,809,850,461,4231,2054,3915,6724,7795,9602,9902,9204,5380,1930,56506
SED10080,17,78,194,77,96,155,158,158,125,1054,6,82,181,83,53,60,41,53,27,589,452,2077,5170,2478,1716,1248,910,516,369,14937,1898,10931,32955,16939,10730,8293,5822,2583,1212,91360
SED10081,33,49,126,139,310,683,878,837,495,3547,4,14,16,23,47,41,45,34,8,239,339,381,795,790,891,1029,1030,857,428,6548,2123,4078,9189,8822,9823,10050,8122,4763,1898,58867
SED10082,14,14,37,44,98,247,418,378,313,1556,3,3,8,11,19,22,21,22,12,119,154,149,330,392,488,547,606,707,576,3949,1828,3600,6844,8725,10019,9860,8453,4968,2385,56679
SED10083,21,33,75,120,206,438,602,544,433,2460,3,6,13,14,18,27,23,23,9,132,202,248,461,491,633,625,740,763,712,4883,1954,4134,8303,8871,9643,9394,7633,4433,2492,56845
SED10084,14,19,79,93,180,475,852,846,542,3097,3,5,12,16,22,22,25,30,14,150,239,231,500,619,743,917,1110,1112,842,6313,1745,3336,6938,8590,9734,11013,10230,6563,3070,61207
SED10085,28,38,103,147,303,683,902,751,390,3339,3,0,10,18,24,34,29,29,13,158,316,317,772,832,962,961,921,654,323,6042,2166,4031,8765,9245,10682,9911,7372,3872,1452,57500
SED10086,4,7,32,30,28,65,109,146,157,574,3,0,22,22,15,16,20,22,7,129,220,448,1940,1213,887,740,766,568,386,7167,1222,4404,16297,12647,9828,7802,6717,3647,1968,64533
SED10087,28,48,123,166,263,490,673,640,456,2883,3,16,44,48,32,34,46,20,17,254,330,373,643,621,753,817,763,637,350,5288,2511,5579,9938,9081,9436,9303,6839,3954,1818,58458
SED10088,5,11,67,85,150,266,393,414,283,1670,4,3,45,79,58,41,77,70,43,430,179,201,479,531,587,467,504,481,399,3833,1823,4180,9281,11980,11816,8454,6319,4208,2070,60138
SED10089,20,53,135,128,217,520,614,645,425,2755,8,17,41,42,38,44,29,44,31,297,173,295,448,427,444,495,569,701,713,4258,2750,7531,11380,10057,9609,8965,6923,4123,2223,63564
SED10090,14,18,44,45,76,142,295,302,207,1146,3,18,56,42,38,64,72,82,60,428,156,277,827,711,606,486,457,289,270,4082,1569,4842,13276,14344,11500,8758,6489,3356,1910,66048
SED10091,18,20,55,92,153,405,566,454,258,2015,0,6,9,18,25,29,38,37,18,174,247,228,464,560,707,705,740,617,402,4669,2240,3910,7793,9140,10190,9529,8031,4281,1594,56701
SED10092,32,62,127,197,306,815,1192,1382,677,4789,8,14,61,53,68,128,196,293,114,936,285,539,885,634,773,866,939,905,523,6348,2778,7943,12442,9622,10213,9711,7517,5234,2261,67726
SED10093,19,35,130,134,291,669,776,667,410,3133,3,9,9,14,31,63,88,41,24,277,261,290,511,560,726,820,1013,1028,811,6018,2361,4626,8625,9425,9973,9168,7773,4846,2202,59000
SED19494,10,29,53,41,61,90,94,33,8,419,0,4,8,8,21,12,7,7,0,62,125,302,779,674,631,459,269,90,30,3369,441,1357,2698,1900,1798,1714,1194,282,78,11461
SED19797,0,0,0,0,3,5,13,3,0,27,0,0,0,0,0,0,0,0,0,4,0,0,4,7,8,9,27,9,0,67,11,9,32,34,50,76,108,42,10,373
