SED_CODE_2016,POL_Greek_SEO,POL_Greek_SOLSE_VWorW,POL_Greek_SOLSE_NWorNAA,POL_Greek_SOLSE_Tot,POL_Greek_NS,POL_Greek_Tot,POL_IAL_Bengali_SEO,POL_IAL_Bengali_SOLSE_VWorW,POL_IAL_Bengali_SOLSE_NWorNAA,POL_IAL_Bengali_SOLSE_Tot,POL_IAL_Bengali_NS,POL_IAL_Bengali_Tot,POL_IAL_Hindi_SEO,POL_IAL_Hindi_SOLSE_VWorW,POL_IAL_Hindi_SOLSE_NWorNAA,POL_IAL_Hindi_SOLSE_Tot,POL_IAL_Hindi_NS,POL_IAL_Hindi_Tot,POL_IAL_Punjabi_SEO,POL_IAL_Punjabi_SOLSE_VWorW,POL_IAL_Punjabi_SOLSE_NWorNAA,POL_IAL_Punjabi_SOLSE_Tot,POL_IAL_Punjabi_NS,POL_IAL_Punjabi_Tot,POL_IAL_Sinhalese_SEO,POL_IAL_Sinhalese_SOLSE_VWorW,POL_IAL_Sinhale_SOLSE_NWorNAA,POL_IAL_Sinhalese_SOLSE_Tot,POL_IAL_Sinhalese_NS,POL_IAL_Sinhalese_Tot,POL_IAL_Urdu_SEO,POL_IAL_Urdu_SOLSE_VWorW,POL_IAL_Urdu_SOLSE_NWorNAA,POL_IAL_Urdu_SOLSE_Tot,POL_IAL_Urdu_NS,POL_IAL_Urdu_Tot,POL_IAL_Oth_SEO,POL_IAL_Oth_SOLSE_VWorW,POL_IAL_Oth_SOLSE_NWorNAA,POL_IAL_Oth_SOLSE_Tot,POL_IAL_Oth_NS,POL_IAL_Oth_Tot,POL_IAL_Tot_SEO,POL_IAL_Tot_SOLSE_VWorW,POL_IAL_Tot_SOLSE_NWorNAA,POL_IAL_Tot_SOLSE_Tot,POL_IAL_Tot_NS,POL_IAL_Tot_Tot,POL_Italian_SEO,POL_Italian_SOLSE_VWorW,POL_Italian_SOLSE_NWorNAA,POL_Italian_SOLSE_Tot,POL_Italian_NS,POL_Italian_Tot,POL_Japanese_SEO,POL_Japanese_SOLSE_VWorW,POL_Japanese_SOLSE_NWorNAA,POL_Japanese_SOLSE_Tot,POL_Japanese_NS,POL_Japanese_Tot,POL_Korean_SEO,POL_Korean_SOLSE_VWorW,POL_Korean_SOLSE_NWorNAA,POL_Korean_SOLSE_Tot,POL_Korean_NS,POL_Korean_Tot,POL_Macedonian_SEO,POL_Macedonian_SOLSE_VWorW,POL_Macedonian_SOLSE_NWorNAA,POL_Macedonian_SOLSE_Tot,POL_Macedonian_NS,POL_Macedonian_Tot,POL_Maltese_SEO,POL_Maltese_SOLSE_VWorW,POL_Maltese_SOLSE_NWorNAA,POL_Maltese_SOLSE_Tot,POL_Maltese_NS,POL_Maltese_Tot,POL_Persian_ED_SEO,POL_Persian_ED_SOLSE_VWorW,POL_Persian_ED_SOLSE_NWorNAA,POL_Persian_ED_SOLSE_Tot,POL_Persian_ED_NS,POL_Persian_ED_Tot,POL_Polish_SEO,POL_Polish_SOLSE_VWorW,POL_Polish_SOLSE_NWorNAA,POL_Polish_SOLSE_Tot,POL_Polish_NS,POL_Polish_Tot,POL_Russian_SEO,POL_Russian_SOLSE_VWorW,POL_Russian_SOLSE_NWorNAA,POL_Russian_SOLSE_Tot,POL_Russian_NS,POL_Russian_Tot,POL_Samoan_SEO,POL_Samoan_SOLSE_VWorW,POL_Samoan_SOLSE_NWorNAA,POL_Samoan_SOLSE_Tot,POL_Samoan_NS,POL_Samoan_Tot,POL_Serbian_SEO,POL_Serbian_SOLSE_VWorW,POL_Serbian_SOLSE_NWorNAA,POL_Serbian_SOLSE_Tot,POL_Serbian_NS,POL_Serbian_Tot,POL_SAL_Filipino_SEO,POL_SAL_Filipino_SOLSE_VWorW,POL_SAL_Filipin_SOLSE_NWorNAA,POL_SAL_Filipino_SOLSE_Tot,POL_SAL_Filipino_NS,POL_SAL_Filipino_Tot,POL_SAL_Indonesian_SEO,POL_SAL_Indonesia_SOLSE_VWorW,POL_SAL_Indones_SOLSE_NWorNAA,POL_SAL_Indonesian_SOLSE_Tot,POL_SAL_Indonesian_NS,POL_SAL_Indonesian_Tot,POL_SAL_Tagalog_SEO,POL_SAL_Tagalog_SOLSE_VWorW,POL_SAL_Tagalog_SOLSE_NWorNAA,POL_SAL_Tagalog_SOLSE_Tot,POL_SAL_Tagalog_NS,POL_SAL_Tagalog_Tot,POL_SAL_Oth_SEO,POL_SAL_Oth_SOLSE_VWorW,POL_SAL_Oth_SOLSE_NWorNAA,POL_SAL_Oth_SOLSE_Tot,POL_SAL_Oth_NS,POL_SAL_Oth_Tot,POL_SAL_Tot_SEO,POL_SAL_Tot_SOLSE_VWorW,POL_SAL_Tot_SOLSE_NWorNAA,POL_SAL_Tot_SOLSE_Tot,POL_SAL_Tot_NS,POL_SAL_Tot_Tot,POL_Spanish_SEO,POL_Spanish_SOLSE_VWorW,POL_Spanish_SOLSE_NWorNAA,POL_Spanish_SOLSE_Tot,POL_Spanish_NS,POL_Spanish_Tot,POL_Tamil_SEO,POL_Tamil_SOLSE_VWorW,POL_Tamil_SOLSE_NWorNAA,POL_Tamil_SOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_SOLSE_VWorW,POL_Thai_SOLSE_NWorNAA,POL_Thai_SOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_SOLSE_VWorW,POL_Turkish_SOLSE_NWorNAA,POL_Turkish_SOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_SOLSE_VWorW,POL_Vietnamese_SOLSE_NWorNAA,POL_Vietnamese_SOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_SOLSE_VWorW,POL_Oth_SOLSE_NWorNAA,POL_Oth_SOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_SOLSE_VWorW,POL_Tot_SOLSE_NWorNAA,POL_Tot_SOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LSatH_NS_SEO,P_LSatH_NS_SOLSE_VWorW,P_LSatH_NS_SOLSE_NWorNAA,P_LSatH_NS_SOLSE_Tot,P_LSatH_NS_NS,P_LSatH_NS_Tot,P_Tot_SEO,P_Tot_SOLSE_VWorW,P_Tot_SOLSE_NWorNAA,P_Tot_SOLSE_Tot,P_Tot_NS,P_Tot_Tot
SED10069,..,120,12,125,6,129,..,13,0,13,0,13,..,30,0,30,0,30,..,35,4,33,0,33,..,3,0,3,0,3,..,11,0,11,0,11,..,24,3,31,0,31,..,113,10,120,0,120,..,167,9,175,4,176,..,46,5,50,0,50,..,29,13,49,0,49,..,27,0,23,0,23,..,32,0,32,0,34,..,6,3,5,0,5,..,48,3,52,0,52,..,15,0,22,0,22,..,22,3,28,0,28,..,15,3,17,4,21,..,52,0,52,0,52,..,12,0,12,0,12,..,90,0,90,0,94,..,16,0,16,0,16,..,170,3,169,0,174,..,131,20,153,3,158,..,7,0,6,0,6,..,72,17,83,0,83,..,17,3,19,0,19,..,33,16,47,3,52,..,329,65,393,11,403,..,2164,253,2414,45,2462,..,172,10,185,4892,5078,63841,2333,259,2596,4941,71381
SED10070,..,866,152,1025,8,1026,..,256,16,272,0,273,..,2354,117,2479,21,2498,..,934,86,1020,11,1032,..,193,12,206,0,204,..,195,24,219,3,220,..,2349,250,2601,18,2617,..,6289,506,6796,52,6846,..,1854,351,2207,19,2224,..,23,3,30,0,29,..,205,120,322,9,327,..,271,55,330,3,336,..,1114,138,1252,14,1261,..,295,113,404,10,413,..,205,32,238,3,240,..,96,13,114,0,111,..,225,16,240,3,242,..,387,64,449,4,449,..,497,24,520,4,527,..,219,27,252,0,253,..,1010,26,1039,10,1050,..,66,5,74,0,78,..,1798,82,1882,13,1897,..,1897,374,2273,15,2291,..,3052,502,3553,32,3592,..,104,16,122,3,122,..,738,169,908,14,921,..,1492,687,2175,10,2187,..,7529,2033,9564,119,9681,..,36292,7450,43743,428,44174,..,186,62,246,3415,3658,33884,36476,7510,43992,3842,81717
SED10071,..,362,20,381,7,390,..,826,39,871,9,878,..,3909,187,4094,38,4134,..,4179,473,4656,29,4681,..,1147,46,1196,3,1201,..,972,68,1042,6,1044,..,2227,172,2403,19,2414,..,13268,982,14257,100,14350,..,516,57,574,0,573,..,76,4,80,0,80,..,404,200,607,3,611,..,57,0,58,0,56,..,553,44,596,8,605,..,726,104,832,7,837,..,227,26,258,3,254,..,219,23,238,6,246,..,122,11,134,3,136,..,129,13,139,0,148,..,1251,20,1268,11,1281,..,557,60,613,5,617,..,2211,43,2254,13,2267,..,93,0,98,0,101,..,4112,119,4232,31,4269,..,692,61,755,3,753,..,1069,57,1122,4,1129,..,98,49,149,3,149,..,273,44,320,3,318,..,131,26,155,3,156,..,3762,570,4336,109,4450,..,31052,3288,34344,323,34667,..,193,39,235,3948,4177,51015,31241,3333,34578,4269,89863
SED10072,..,6319,1075,7396,71,7466,..,1351,132,1488,6,1492,..,793,36,835,9,842,..,118,7,127,0,127,..,43,0,43,0,45,..,213,12,226,0,228,..,2966,178,3145,25,3167,..,5490,364,5860,41,5901,..,1226,216,1445,21,1463,..,302,50,354,10,361,..,198,70,266,7,265,..,2477,619,3096,38,3134,..,205,15,225,0,225,..,161,19,183,3,182,..,226,18,247,0,248,..,529,74,605,4,610,..,73,4,78,0,78,..,520,72,598,7,606,..,401,13,415,0,410,..,693,87,777,5,785,..,857,17,877,4,879,..,105,4,106,0,104,..,2051,117,2174,17,2189,..,1694,283,1981,20,2002,..,92,6,93,0,93,..,494,155,645,8,652,..,350,62,410,3,412,..,758,191,951,4,958,..,3007,853,3857,81,3943,..,38938,7084,46025,461,46483,..,214,55,266,5054,5326,34388,39153,7140,46292,5513,86195
SED10073,..,520,68,587,3,592,..,453,30,485,6,494,..,1519,58,1577,7,1576,..,365,38,402,3,403,..,413,18,428,0,425,..,360,13,373,4,375,..,913,41,961,7,968,..,4026,195,4218,24,4242,..,1482,224,1708,18,1725,..,560,108,669,0,667,..,3499,1753,5252,43,5297,..,110,13,118,0,125,..,56,8,57,0,57,..,799,166,962,11,972,..,225,17,240,0,240,..,333,48,381,0,383,..,10,0,10,0,10,..,192,17,207,0,214,..,597,8,610,11,614,..,989,69,1058,3,1061,..,839,18,857,8,864,..,138,8,143,0,143,..,2566,107,2664,18,2684,..,797,95,895,11,901,..,797,31,826,6,835,..,341,96,432,0,431,..,123,19,143,0,142,..,529,76,599,3,604,..,3892,637,4534,102,4629,..,40310,9197,49505,386,49888,..,191,46,241,3598,3840,39235,40503,9249,49750,3982,92964
SED10074,..,523,88,613,8,623,..,583,37,616,3,619,..,2673,126,2797,12,2810,..,1387,164,1549,22,1568,..,479,25,499,7,506,..,533,50,578,3,581,..,2759,247,3006,21,3030,..,8404,647,9054,71,9122,..,618,75,690,4,700,..,74,3,74,0,74,..,797,364,1162,18,1179,..,37,7,51,0,51,..,312,27,338,3,347,..,535,138,674,0,676,..,242,14,260,0,261,..,194,38,231,6,237,..,133,4,142,3,142,..,171,21,187,0,190,..,464,14,482,3,484,..,338,30,368,3,375,..,803,27,828,8,837,..,63,0,63,0,63,..,1667,73,1742,10,1752,..,629,78,710,6,717,..,2969,389,3357,30,3384,..,154,43,197,6,207,..,433,110,543,8,552,..,237,57,292,3,298,..,4012,677,4686,90,4781,..,28268,4535,32803,336,33139,..,250,61,309,3843,4151,47154,28518,4595,33116,4175,84442
SED10075,..,350,43,390,3,400,..,36,0,32,0,32,..,72,3,77,0,78,..,26,7,35,3,39,..,37,0,37,0,37,..,53,0,56,0,56,..,22,0,24,0,24,..,247,19,264,0,266,..,624,86,709,14,727,..,40,0,42,0,42,..,31,35,64,0,66,..,1479,280,1759,20,1776,..,232,20,249,4,253,..,31,3,36,0,36,..,109,10,116,0,117,..,36,7,41,0,41,..,20,0,20,0,20,..,318,56,375,0,374,..,92,0,89,7,96,..,31,0,33,0,33,..,164,7,176,3,178,..,47,0,47,0,47,..,334,13,347,9,358,..,681,148,835,0,833,..,23,0,22,0,22,..,111,22,131,0,131,..,305,60,359,5,363,..,152,44,200,0,199,..,885,202,1082,28,1112,..,7302,1244,8543,120,8666,..,211,26,234,3502,3730,68816,7512,1266,8782,3621,81215
SED10076,..,198,27,226,3,229,..,18,0,18,0,14,..,46,3,47,0,49,..,45,0,45,0,47,..,16,0,23,0,23,..,3,0,3,0,3,..,38,0,36,0,36,..,160,5,167,4,168,..,249,35,284,3,293,..,32,0,34,0,34,..,10,12,21,0,21,..,26,10,36,0,36,..,81,0,80,0,79,..,6,0,6,0,6,..,67,5,69,3,72,..,34,3,39,0,43,..,6,0,11,0,11,..,33,10,40,3,44,..,35,0,35,0,35,..,48,0,44,0,44,..,92,6,100,0,100,..,20,0,20,0,20,..,197,6,202,0,202,..,143,14,160,0,161,..,10,0,7,0,7,..,77,29,108,0,109,..,3,0,3,0,3,..,42,18,58,0,58,..,413,77,495,6,502,..,2563,373,2937,40,2976,..,200,6,210,4599,4808,61748,2767,379,3144,4641,69531
SED10077,..,1528,344,1869,12,1882,..,408,14,425,5,434,..,2121,83,2204,9,2215,..,367,27,387,0,390,..,128,3,130,0,136,..,529,26,551,4,558,..,3431,176,3603,26,3624,..,6983,319,7303,52,7354,..,2535,578,3114,32,3144,..,227,54,280,3,282,..,3599,2326,5925,57,5982,..,55,8,68,0,71,..,51,10,58,0,58,..,120,22,145,0,141,..,234,41,273,4,279,..,306,35,342,3,349,..,60,3,63,0,63,..,141,23,166,4,168,..,412,13,424,3,425,..,474,38,519,7,523,..,582,27,605,11,617,..,75,9,81,0,81,..,1542,83,1628,21,1645,..,784,128,910,23,929,..,2496,264,2757,15,2778,..,407,164,572,0,567,..,209,31,242,3,245,..,1438,263,1699,11,1709,..,3840,568,4405,85,4490,..,45575,11698,57279,478,57754,..,177,75,246,5204,5454,30759,45750,11775,57528,5679,93962
SED10078,..,2524,1073,3604,32,3634,..,433,24,458,4,469,..,570,33,610,3,610,..,70,14,90,0,89,..,60,0,60,0,60,..,71,3,77,0,76,..,2317,129,2441,23,2465,..,3529,208,3729,36,3772,..,2335,586,2924,23,2945,..,276,42,318,5,323,..,287,160,452,9,457,..,88,31,117,3,120,..,65,3,69,0,69,..,96,15,109,0,111,..,306,36,342,3,346,..,164,26,189,0,189,..,51,4,59,0,59,..,186,21,210,0,213,..,419,14,425,5,435,..,437,60,500,3,504,..,597,4,602,8,608,..,84,6,84,0,84,..,1535,81,1619,14,1632,..,1136,170,1307,8,1320,..,173,18,192,0,191,..,546,304,853,3,855,..,268,93,360,0,360,..,1760,936,2695,17,2705,..,2474,621,3091,63,3152,..,25112,6965,32078,289,32363,..,177,45,223,4846,5070,43615,25292,7010,32300,5135,81050
SED10079,..,80,7,87,0,87,..,10,0,15,0,15,..,35,3,35,0,35,..,14,0,14,0,14,..,8,0,8,0,8,..,9,0,9,0,9,..,23,3,26,0,26,..,99,5,105,0,105,..,146,11,156,3,158,..,20,0,16,0,16,..,22,10,32,3,32,..,47,7,49,5,54,..,78,3,79,0,83,..,11,3,15,0,15,..,35,3,36,0,36,..,27,0,27,0,27,..,30,6,34,0,34,..,29,0,26,4,35,..,36,4,37,3,41,..,38,3,38,0,38,..,80,0,80,3,82,..,13,0,13,0,13,..,161,11,168,10,177,..,123,10,130,0,130,..,6,0,7,0,7,..,65,10,73,3,75,..,11,7,17,0,17,..,22,0,21,3,29,..,317,63,384,17,397,..,1943,249,2187,51,2236,..,185,3,187,3115,3301,65750,2122,246,2375,3168,71289
SED10080,..,453,42,496,5,504,..,123,0,128,0,125,..,689,17,712,0,714,..,45,0,45,0,45,..,46,0,47,0,46,..,87,3,90,0,90,..,280,13,289,7,298,..,1277,36,1316,7,1324,..,1145,79,1224,7,1230,..,786,223,1005,14,1021,..,1316,692,2009,19,2028,..,78,3,82,0,78,..,29,8,33,0,33,..,193,7,202,0,202,..,226,13,239,0,240,..,427,45,475,3,472,..,24,0,24,0,24,..,159,11,162,0,163,..,230,10,238,4,238,..,2612,309,2922,29,2953,..,292,10,300,3,301,..,86,9,93,0,93,..,3219,333,3549,30,3582,..,1504,128,1635,11,1648,..,146,6,159,0,157,..,3171,1845,5013,39,5056,..,148,17,166,3,165,..,720,109,822,3,826,..,2386,258,2645,39,2681,..,27426,6042,33462,270,33734,..,200,38,242,14109,14347,50457,27626,6079,33705,14375,98538
SED10081,..,32,0,36,0,32,..,40,0,47,0,47,..,74,11,84,3,91,..,75,19,92,0,92,..,21,0,22,0,22,..,34,3,40,0,44,..,62,3,67,0,67,..,309,39,351,7,351,..,56,8,59,0,59,..,10,6,20,0,20,..,56,102,156,0,163,..,3,0,3,0,3,..,14,0,14,0,10,..,12,0,12,0,12,..,16,0,17,0,17,..,29,5,32,0,32,..,10,0,10,0,10,..,4,0,4,0,4,..,112,4,114,0,119,..,12,0,15,0,16,..,243,5,250,0,251,..,7,0,7,0,7,..,374,14,389,5,387,..,31,6,37,3,36,..,34,8,42,0,37,..,40,9,49,0,49,..,3,0,3,0,8,..,45,18,67,0,70,..,336,88,420,19,441,..,2051,468,2517,45,2568,..,203,15,214,5770,5990,68477,2255,480,2733,5819,77029
SED10082,..,133,11,148,3,146,..,4,0,4,0,4,..,65,3,71,0,71,..,24,3,29,0,29,..,3,0,3,0,3,..,11,0,11,0,11,..,31,0,37,0,37,..,145,11,152,0,152,..,254,29,278,3,286,..,84,6,84,0,85,..,62,33,99,0,98,..,6,0,6,0,6,..,34,0,34,0,39,..,15,0,15,0,15,..,46,7,57,0,60,..,82,7,91,0,89,..,3,0,3,0,3,..,42,3,40,0,40,..,34,0,34,0,37,..,46,3,50,0,50,..,74,7,80,0,81,..,15,0,18,0,22,..,169,6,179,3,179,..,264,28,292,0,287,..,33,3,41,0,41,..,85,16,105,0,105,..,26,9,34,0,34,..,43,11,52,0,52,..,559,69,631,14,639,..,3332,392,3720,41,3762,..,255,26,283,3118,3403,65976,3587,423,4007,3161,73140
SED10083,..,134,28,160,3,166,..,11,0,11,0,11,..,48,3,45,0,45,..,52,6,61,0,61,..,5,0,5,0,5,..,23,0,23,0,23,..,36,3,40,0,42,..,178,11,192,0,195,..,217,25,239,0,239,..,88,5,93,0,93,..,107,38,141,0,144,..,7,5,6,0,6,..,80,3,84,3,86,..,24,0,24,0,21,..,64,4,65,0,72,..,85,9,94,0,94,..,26,3,31,0,31,..,26,4,34,0,34,..,86,4,90,0,90,..,53,3,55,0,55,..,142,4,151,0,148,..,34,4,39,0,42,..,317,15,335,3,341,..,278,20,300,3,307,..,8,0,9,0,9,..,72,15,86,4,92,..,13,0,14,0,14,..,48,14,58,0,58,..,599,95,697,16,712,..,3252,456,3705,55,3756,..,223,24,247,3973,4218,65061,3471,479,3950,4024,73036
SED10084,..,56,0,60,0,61,..,13,0,13,0,13,..,34,0,38,0,38,..,88,20,105,0,104,..,12,0,12,0,12,..,17,3,23,0,23,..,41,0,43,0,43,..,203,27,228,0,224,..,176,15,191,3,192,..,219,40,255,4,254,..,14,14,27,0,27,..,4,0,4,3,3,..,21,0,21,0,21,..,3,0,3,0,3,..,48,0,47,0,47,..,26,0,28,3,32,..,20,0,20,0,20,..,14,0,17,0,17,..,95,3,98,0,103,..,44,0,43,0,48,..,157,3,159,0,162,..,18,0,18,0,18,..,313,6,319,7,324,..,165,14,182,0,180,..,3,0,3,0,3,..,120,15,132,3,131,..,16,3,20,0,20,..,30,3,29,0,30,..,610,85,695,16,704,..,2878,343,3217,62,3279,..,220,15,239,4913,5153,67729,3102,360,3459,4975,76156
SED10085,..,19,3,20,0,22,..,27,3,26,0,28,..,40,7,43,0,43,..,35,0,33,0,33,..,19,5,22,0,22,..,27,0,28,0,28,..,25,0,21,0,21,..,163,12,178,0,180,..,62,4,64,0,65,..,26,4,31,0,31,..,20,8,21,0,21,..,4,0,4,0,4,..,13,0,19,0,15,..,3,0,3,0,3,..,17,0,17,0,17,..,17,0,22,0,22,..,4,0,4,0,4,..,14,0,14,0,14,..,109,0,109,0,110,..,13,0,13,0,16,..,131,3,130,0,135,..,25,0,21,0,21,..,278,9,283,3,286,..,44,4,52,0,48,..,20,3,24,0,24,..,40,17,52,0,58,..,16,3,17,0,17,..,40,29,73,0,73,..,352,75,428,18,442,..,1682,244,1931,35,1965,..,175,8,185,5618,5796,67764,1858,257,2118,5649,75527
SED10086,..,904,34,942,10,951,..,39,3,41,0,41,..,110,0,109,0,113,..,24,0,26,0,26,..,27,0,27,0,27,..,8,0,8,0,8,..,54,7,62,0,62,..,262,18,279,0,276,..,1017,53,1064,12,1074,..,256,33,293,3,294,..,131,22,161,0,160,..,48,7,51,0,51,..,16,0,16,0,11,..,138,4,140,0,147,..,222,15,237,0,237,..,1224,177,1403,3,1406,..,7,0,7,0,7,..,127,12,137,0,137,..,129,0,129,0,129,..,126,13,135,0,135,..,216,5,220,0,220,..,33,0,35,4,36,..,503,17,519,4,528,..,1283,77,1359,6,1364,..,22,0,22,0,22,..,113,13,128,0,128,..,81,8,94,0,96,..,127,13,139,3,142,..,3580,233,3812,39,3856,..,13909,1128,15038,116,15149,..,196,20,214,7175,7387,57252,14102,1145,15251,7286,79795
SED10087,..,86,3,88,0,88,..,86,3,86,3,93,..,134,3,138,0,140,..,68,7,74,0,74,..,84,7,86,0,92,..,75,6,87,0,87,..,130,15,152,3,152,..,582,42,623,8,630,..,84,10,94,6,100,..,26,3,28,0,28,..,44,14,60,0,60,..,3,0,3,0,7,..,3,0,3,0,3,..,57,18,74,0,73,..,22,0,27,0,27,..,23,0,22,0,22,..,19,0,17,0,17,..,19,0,25,0,26,..,182,8,191,0,189,..,19,0,17,0,17,..,187,3,194,0,197,..,47,3,47,0,47,..,429,13,448,0,446,..,88,6,91,3,94,..,71,26,97,0,97,..,45,14,52,0,52,..,3,0,3,0,3,..,61,21,85,0,85,..,1111,300,1409,23,1432,..,3810,720,4527,61,4594,..,176,7,191,4628,4818,67122,3987,731,4721,4692,76536
SED10088,..,282,14,301,9,304,..,52,0,52,0,51,..,240,17,257,0,259,..,330,38,369,0,375,..,37,0,36,0,36,..,30,0,33,0,33,..,393,38,429,0,429,..,1081,97,1179,6,1182,..,1527,225,1751,25,1778,..,382,62,439,3,446,..,279,133,408,5,410,..,59,3,62,0,62,..,15,0,18,0,18,..,282,30,315,4,319,..,177,8,194,0,194,..,165,18,183,0,183,..,37,0,37,0,37,..,506,97,606,3,611,..,204,8,212,3,215,..,198,23,220,3,227,..,523,18,541,4,550,..,41,3,43,0,47,..,970,51,1021,8,1034,..,707,59,768,10,774,..,44,0,44,0,44,..,269,43,308,4,311,..,32,3,34,0,34,..,176,61,232,3,238,..,3020,508,3528,45,3575,..,14188,2195,16384,160,16549,..,174,15,191,3328,3520,59047,14366,2210,16578,3491,79107
SED10089,..,166,25,194,3,191,..,154,12,163,0,163,..,189,11,197,4,203,..,124,13,129,0,134,..,109,12,118,0,118,..,158,15,175,4,176,..,149,8,158,0,158,..,889,61,948,9,955,..,264,32,297,5,302,..,76,14,84,0,84,..,228,91,320,3,321,..,513,110,625,4,626,..,8,3,7,0,7,..,158,20,175,0,175,..,194,21,213,4,220,..,62,3,63,0,63,..,92,3,99,0,99,..,127,25,157,0,157,..,114,5,119,4,122,..,83,3,90,0,90,..,171,3,180,3,181,..,93,0,90,0,90,..,461,16,475,9,483,..,190,19,213,3,219,..,163,7,168,0,170,..,89,32,119,0,121,..,30,0,29,0,29,..,198,78,273,4,273,..,1407,342,1750,37,1788,..,7756,1606,9358,97,9455,..,206,67,277,3305,3576,67754,7961,1671,9632,3400,80787
SED10090,..,390,48,440,14,451,..,144,5,151,3,152,..,650,28,676,0,675,..,69,3,72,3,80,..,75,0,75,0,75,..,93,6,99,0,99,..,562,30,594,4,598,..,1598,71,1674,9,1678,..,687,110,794,13,809,..,1406,425,1837,15,1848,..,1538,723,2258,25,2280,..,81,14,101,0,96,..,6,0,6,0,6,..,413,53,463,3,469,..,168,8,180,0,180,..,271,48,316,0,316,..,5,0,5,0,5,..,120,8,126,0,126,..,276,5,285,3,287,..,469,31,491,3,499,..,346,5,349,3,353,..,58,0,64,0,64,..,1154,37,1187,9,1199,..,613,49,661,5,667,..,158,7,166,3,172,..,409,112,520,4,519,..,46,5,48,0,48,..,275,39,318,3,319,..,2018,282,2302,57,2355,..,23861,5395,29249,252,29505,..,167,22,187,4006,4189,51119,24023,5417,29436,4257,84809
SED10091,..,244,32,280,3,283,..,13,0,20,0,20,..,61,0,65,0,65,..,44,7,45,0,49,..,20,0,21,0,21,..,13,0,13,7,20,..,113,3,120,0,120,..,267,16,284,6,285,..,465,33,497,3,503,..,30,7,41,0,42,..,22,3,27,0,26,..,64,14,79,0,79,..,194,10,203,4,208,..,15,0,15,0,13,..,51,8,62,0,60,..,39,7,42,0,42,..,22,0,24,0,24,..,89,11,100,3,103,..,29,4,35,0,35,..,19,3,15,0,15,..,65,0,65,0,66,..,24,0,26,0,26,..,138,9,147,0,149,..,257,21,276,0,276,..,9,0,8,0,8,..,56,15,69,0,69,..,44,9,50,4,49,..,56,19,78,0,79,..,550,83,632,31,663,..,3821,432,4260,79,4338,..,199,10,207,3918,4126,66103,4025,443,4469,3995,74568
SED10092,..,769,169,936,20,954,..,73,7,77,0,77,..,223,14,237,3,237,..,54,3,54,0,54,..,96,4,97,0,97,..,126,10,133,0,133,..,163,4,168,0,168,..,742,36,774,3,780,..,1510,344,1853,69,1922,..,67,8,79,0,79,..,118,62,183,0,180,..,2721,900,3620,52,3671,..,182,8,187,4,195,..,227,28,252,3,254,..,134,26,163,7,170,..,63,11,69,0,69,..,34,0,36,0,36,..,683,207,892,10,899,..,119,5,123,0,125,..,126,12,139,0,139,..,242,13,252,5,256,..,66,11,74,0,74,..,549,43,590,8,599,..,654,123,778,12,789,..,102,3,106,0,106,..,201,62,260,0,260,..,462,107,574,6,576,..,471,192,668,0,663,..,2253,700,2950,52,3001,..,16204,4237,20441,304,20746,..,211,45,251,5064,5321,56904,16410,4283,20694,5368,82971
SED10093,..,118,11,131,3,137,..,17,0,17,0,17,..,106,4,109,0,107,..,58,4,64,0,64,..,16,0,18,0,18,..,45,5,52,0,52,..,65,3,68,0,68,..,304,25,325,0,329,..,236,24,261,9,264,..,61,4,68,0,68,..,54,29,80,0,82,..,5,0,10,0,10,..,129,4,136,0,136,..,21,0,23,0,23,..,46,5,46,0,46,..,60,13,78,0,78,..,44,6,54,0,54,..,49,7,54,0,54,..,112,4,115,4,118,..,60,7,67,0,67,..,184,5,191,0,191,..,22,0,23,0,25,..,378,16,392,4,398,..,348,29,380,7,386,..,32,0,31,0,31,..,100,28,129,0,134,..,12,0,15,0,15,..,84,33,116,0,116,..,751,150,903,13,917,..,3711,570,4279,50,4336,..,212,18,230,4641,4866,67943,3925,583,4506,4693,77145
SED19494,..,34,0,36,0,36,..,16,3,20,0,20,..,51,4,55,0,55,..,15,3,18,0,18,..,6,0,6,0,6,..,37,8,38,0,38,..,36,0,32,0,32,..,157,17,173,0,173,..,55,3,54,0,61,..,14,3,16,0,16,..,27,11,36,0,36,..,10,0,10,0,10,..,3,0,3,0,3,..,16,3,16,0,16,..,8,0,8,0,8,..,15,5,19,0,19,..,35,0,35,0,35,..,8,0,9,0,9,..,22,0,22,0,22,..,28,3,31,0,31,..,28,0,28,0,28,..,8,0,8,0,8,..,88,3,91,0,91,..,83,15,96,3,98,..,12,0,12,0,12,..,22,10,32,0,32,..,24,3,26,0,26,..,61,21,80,0,80,..,243,41,283,8,286,..,1495,314,1803,19,1822,..,36,9,43,3211,3251,7212,1529,320,1848,3230,12288
