SED_CODE_2016,P_PNG_0_4,P_PNG_5_14,P_PNG_15_24,P_PNG_25_44,P_PNG_45_54,P_PNG_55_64,P_PNG_65_74,P_PNG_75_84,P_PNG_85ov,P_PNG_Tot,P_Philippines_0_4,P_Philippines_5_14,P_Philippines_15_24,P_Philippines_25_44,P_Philippines_45_54,P_Philippines_55_64,P_Philippines_65_74,P_Philippines_75_84,P_Philippines_85ov,P_Philippines_Tot,P_Poland_0_4,P_Poland_5_14,P_Poland_15_24,P_Poland_25_44,P_Poland_45_54,P_Poland_55_64,P_Poland_65_74,P_Poland_75_84,P_Poland_85ov,P_Poland_Tot,P_Scotland_0_4,P_Scotland_5_14,P_Scotland_15_24,P_Scotland_25_44,P_Scotland_45_54,P_Scotland_55_64,P_Scotland_65_74,P_Scotland_75_84,P_Scotland_85ov,P_Scotland_Tot,P_Singapore_0_4,P_Singapore_5_14,P_Singapore_15_24,P_Singapore_25_44,P_Singapore_45_54,P_Singapore_55_64,P_Singapore_65_74,P_Singapore_75_84,P_Singapore_85ov,P_Singapore_Tot,P_South_Africa_0_4,P_South_Africa_5_14,P_South_Africa_15_24,P_South_Africa_25_44,P_South_Africa_45_54,P_South_Africa_55_64,P_South_Africa_65_74,P_South_Africa_75_84,P_South_Africa_85ov,P_South_Africa_Tot,P_SE_Europe_nfd_0_4,P_SE_Europe_nfd_5_14,P_SE_Europe_nfd_15_24,P_SE_Europe_nfd_25_44,P_SE_Europe_nfd_45_54,P_SE_Europe_nfd_55_64,P_SE_Europe_nfd_65_74,P_SE_Europe_nfd_75_84,P_SE_Europe_nfd_85ov,P_SE_Europe_nfd_Tot,P_Sri_Lanka_0_4,P_Sri_Lanka_5_14,P_Sri_Lanka_15_24,P_Sri_Lanka_25_44,P_Sri_Lanka_45_54,P_Sri_Lanka_55_64,P_Sri_Lanka_65_74,P_Sri_Lanka_75_84,P_Sri_Lanka_85ov,P_Sri_Lanka_Tot,P_Taiwan_0_4,P_Taiwan_5_14,P_Taiwan_15_24,P_Taiwan_25_44,P_Taiwan_45_54,P_Taiwan_55_64,P_Taiwan_65_74,P_Taiwan_75_84,P_Taiwan_85ov,P_Taiwan_Tot,P_Thailand_0_4,P_Thailand_5_14,P_Thailand_15_24,P_Thailand_25_44,P_Thailand_45_54,P_Thailand_55_64,P_Thailand_65_74,P_Thailand_75_84,P_Thailand_85ov,P_Thailand_Tot,P_FYROM_0_4,P_FYROM_5_14,P_FYROM_15_24,P_FYROM_25_44,P_FYROM_45_54,P_FYROM_55_64,P_FYROM_65_74,P_FYROM_75_84,P_FYROM_85ov,P_FYROM_Tot,P_Turkey_0_4,P_Turkey_5_14,P_Turkey_15_24,P_Turkey_25_44,P_Turkey_45_54,P_Turkey_55_64,P_Turkey_65_74,P_Turkey_75_84,P_Turkey_85ov,P_Turkey_Tot,P_USA_0_4,P_USA_5_14,P_USA_15_24,P_USA_25_44,P_USA_45_54,P_USA_55_64,P_USA_65_74,P_USA_75_84,P_USA_85ov,P_USA_Tot,P_Vietnam_0_4,P_Vietnam_5_14,P_Vietnam_15_24,P_Vietnam_25_44,P_Vietnam_45_54,P_Vietnam_55_64,P_Vietnam_65_74,P_Vietnam_75_84,P_Vietnam_85ov,P_Vietnam_Tot,P_Wales_0_4,P_Wales_5_14,P_Wales_15_24,P_Wales_25_44,P_Wales_45_54,P_Wales_55_64,P_Wales_65_74,P_Wales_75_84,P_Wales_85ov,P_Wales_Tot,P_Zimbabwe_0_4,P_Zimbabwe_5_14,P_Zimbabwe_15_24,P_Zimbabwe_25_44,P_Zimbabwe_45_54,P_Zimbabwe_55_64,P_Zimbabwe_65_74,P_Zimbabwe_75_84,P_Zimbabwe_85ov,P_Zimbabwe_Tot,P_Elsewhere_0_4,P_Elsewhere_5_14,P_Elsewhere_15_24,P_Elsewhere_25_44,P_Elsewhere_45_54,P_Elsewhere_55_64,P_Elsewhere_65_74,P_Elsewhere_75_84,P_Elsewhere_85ov,P_Elsewhere_Tot,P_COB_NS_0_4,P_COB_NS_5_14,P_COB_NS_15_24,P_COB_NS_25_44,P_COB_NS_45_54,P_COB_NS_55_64,P_COB_NS_65_74,P_COB_NS_75_84,P_COB_NS_85ov,P_COB_NS_Tot,P_Tot_0_4,P_Tot_5_14,P_Tot_15_24,P_Tot_25_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
SED10059,0,0,7,39,21,11,3,3,0,88,0,9,60,381,71,57,49,11,3,644,0,0,4,99,18,31,22,12,4,201,0,0,27,189,72,56,31,18,3,400,0,6,138,214,43,22,15,0,0,438,0,0,70,271,53,30,15,13,0,462,0,0,0,14,12,8,28,17,3,88,0,0,33,111,21,14,4,0,7,185,0,0,49,222,23,12,7,0,0,311,11,12,98,778,84,36,18,8,0,1033,0,0,3,25,20,22,15,26,0,109,0,3,14,87,26,19,16,13,0,179,19,26,194,599,109,61,36,11,0,1060,6,9,139,391,105,138,71,29,8,898,0,0,5,53,12,16,4,3,0,102,0,0,5,24,8,9,0,0,0,51,15,51,439,2203,438,381,468,336,122,4450,295,318,1510,4193,1010,797,530,333,106,9089,3216,4268,14513,38303,9689,6699,4192,2356,784,84026
SED10060,0,0,0,28,44,24,6,10,3,107,5,29,37,400,91,55,35,11,3,674,3,3,5,150,15,34,19,13,11,253,4,17,12,172,115,86,81,41,19,547,10,47,45,126,34,36,25,7,3,343,13,31,60,567,203,183,133,42,9,1241,0,0,0,19,11,11,11,8,3,65,0,3,3,143,42,21,24,4,5,252,6,8,14,175,32,29,9,4,0,277,6,17,41,287,64,24,4,3,0,438,0,0,0,13,12,13,9,0,0,43,0,7,0,51,22,6,7,3,0,98,50,180,126,471,204,161,92,20,9,1314,0,5,15,127,29,26,18,6,0,234,5,5,10,56,41,17,22,5,3,157,0,0,3,43,29,25,6,0,0,116,53,159,184,1997,429,292,275,134,87,3608,261,380,540,2427,760,697,554,309,185,6100,4017,6486,6756,28856,10009,8530,7322,3562,1732,77272
SED10061,0,9,5,33,17,17,6,0,0,77,5,47,67,182,68,35,7,0,0,417,0,0,0,9,0,4,3,3,0,14,0,8,9,25,33,31,40,32,13,192,0,9,0,5,0,11,3,3,0,27,0,15,32,61,41,27,17,10,4,201,0,0,0,0,0,0,4,0,0,12,3,9,8,36,5,9,4,4,0,77,0,0,8,48,0,3,3,0,0,62,0,9,4,39,3,3,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,9,10,29,41,101,38,45,35,13,3,319,0,9,13,55,8,3,0,0,0,81,0,9,0,6,9,6,11,6,4,50,0,4,7,10,7,5,3,0,0,46,33,100,82,329,103,92,91,49,11,890,360,751,968,1676,1092,1158,1046,627,254,7938,4881,10316,10768,17165,10252,10454,8740,4875,1786,79240
SED10062,0,0,8,15,17,12,0,0,0,52,13,53,95,456,162,142,48,12,7,992,0,3,7,42,8,17,11,5,14,105,0,3,3,18,41,44,49,26,16,203,5,13,15,30,27,32,15,4,3,146,0,9,9,79,49,52,32,10,4,255,0,0,3,10,22,26,13,13,3,91,0,0,15,43,21,16,13,6,3,106,4,9,21,109,23,24,17,0,0,210,3,5,32,142,45,30,6,0,0,262,0,3,11,136,218,217,134,84,13,816,0,0,5,21,19,9,3,0,0,67,3,28,26,72,17,38,18,7,3,207,3,6,31,206,115,94,48,11,3,527,0,3,0,14,12,5,14,7,0,53,0,0,9,20,11,3,4,0,0,52,14,56,133,717,450,379,287,170,83,2291,155,273,350,968,445,429,375,261,160,3406,4421,9123,9826,20126,10550,9232,6651,4117,2269,76318
SED10063,0,4,0,6,5,3,0,3,0,27,5,49,32,136,57,38,18,0,0,331,0,0,0,9,4,4,3,10,11,46,0,10,0,19,26,24,48,23,8,163,0,4,0,3,5,0,0,0,0,19,0,32,35,83,39,33,17,11,3,247,0,0,0,0,3,3,3,4,0,17,0,3,0,31,5,5,0,0,0,61,0,3,3,13,5,4,3,0,0,27,4,6,12,24,8,8,0,0,0,61,0,0,0,0,3,0,0,0,3,10,0,0,0,7,3,0,3,0,0,14,0,19,10,32,19,11,11,6,0,112,0,0,7,37,3,3,0,0,0,52,0,3,3,10,5,3,12,11,0,40,0,13,24,40,19,8,3,0,0,114,0,43,36,163,80,73,59,44,28,531,261,613,670,1431,958,846,843,585,248,6468,5382,10955,9295,18288,10007,9578,7814,4653,1919,77898
SED10064,0,0,0,17,16,11,3,0,3,54,6,13,5,80,42,47,19,6,0,225,0,0,0,0,4,8,8,0,5,27,0,8,0,16,26,68,75,37,16,250,0,0,0,7,10,5,0,0,0,26,0,3,5,22,24,39,34,7,0,140,0,0,0,0,0,3,4,5,0,10,0,0,3,8,3,0,3,0,0,17,0,0,8,17,0,0,0,0,0,25,5,4,7,35,9,9,3,0,0,74,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,4,12,4,34,22,34,40,6,0,167,0,0,0,11,6,0,0,0,0,21,0,0,0,14,10,18,15,10,4,80,0,0,0,6,9,5,0,0,0,22,7,17,15,112,88,111,128,80,22,561,231,622,546,1192,985,1174,1045,638,319,6748,3759,8926,7183,13389,9592,12095,10311,5302,2285,72842
SED10065,0,3,5,17,12,13,0,0,0,54,19,95,160,885,296,213,96,22,20,1804,0,0,3,84,28,71,40,18,21,260,0,3,9,38,33,29,45,30,17,201,7,28,27,92,34,38,18,3,0,252,3,7,37,131,58,54,34,8,4,340,0,0,0,30,21,25,19,10,0,110,15,55,75,426,163,115,78,30,17,960,3,6,52,230,51,45,15,0,0,410,4,6,39,211,46,32,5,4,0,356,0,0,3,13,8,4,0,0,0,27,0,0,5,75,84,42,39,12,0,256,26,66,32,112,39,29,22,0,0,326,0,5,47,246,154,124,51,16,10,652,0,0,0,8,10,4,9,3,0,34,0,17,23,68,18,6,0,0,0,139,79,196,284,1493,544,440,306,167,63,3573,422,546,723,2753,755,618,471,249,162,6700,7883,10772,11891,39256,11798,9788,6025,3429,1620,102466
SED10066,0,3,3,17,6,10,3,0,0,46,3,41,61,325,161,158,53,9,12,824,0,3,3,43,11,30,39,17,10,156,0,10,9,59,95,122,111,80,24,507,3,8,0,21,6,15,4,5,0,71,3,5,13,92,30,47,35,16,4,242,0,0,0,3,18,24,26,23,6,89,0,18,26,100,48,40,23,16,3,271,0,4,5,34,7,3,0,0,0,51,5,18,19,95,37,18,3,0,0,198,0,0,0,4,15,9,13,6,0,56,0,0,4,15,10,5,10,11,0,53,3,10,14,61,31,24,24,8,3,184,0,10,15,75,25,11,3,0,0,131,0,0,0,11,26,19,30,5,3,93,0,4,24,40,22,8,3,3,0,102,10,63,104,505,285,226,253,107,62,1609,265,428,574,1318,654,562,458,261,112,4641,5609,10334,10206,22678,9702,8984,6729,3153,1389,78786
SED10067,0,0,0,10,24,18,3,3,0,61,8,12,22,101,50,37,7,8,0,231,0,5,0,39,17,27,25,4,6,120,0,16,15,82,85,88,100,44,28,463,3,24,22,21,21,21,4,5,0,129,3,56,85,294,210,133,70,34,12,895,0,0,0,9,21,19,21,40,17,117,0,0,0,10,9,9,6,3,0,37,0,0,6,4,3,3,0,0,0,15,3,13,4,59,24,12,3,0,0,121,0,0,0,0,3,3,0,0,0,11,0,0,4,13,10,8,4,0,0,31,5,53,81,155,109,113,70,25,3,608,0,4,8,45,14,11,7,3,0,88,0,0,5,33,30,33,18,20,3,150,0,0,7,29,17,28,14,0,0,92,22,83,94,795,378,290,249,122,56,2085,162,338,318,841,534,523,508,331,187,3746,4096,9396,7592,15726,10631,9649,7973,4425,2602,72088
SED10068,0,0,0,15,15,15,4,0,0,50,3,16,26,78,64,41,15,6,0,242,0,0,0,9,4,4,7,11,9,42,0,13,3,29,43,61,152,78,28,403,0,5,0,3,10,3,6,0,0,24,0,8,16,66,47,48,51,23,3,264,0,0,0,0,0,7,9,9,3,32,0,0,4,8,8,5,9,3,0,38,0,0,0,8,4,0,0,0,0,13,3,4,4,31,16,7,3,0,0,70,0,0,0,0,0,6,0,0,0,13,0,0,0,3,6,0,0,0,0,12,0,44,16,67,30,39,40,8,5,245,0,0,7,30,5,12,3,0,0,53,0,3,4,15,9,18,16,16,6,79,0,0,4,17,7,16,13,4,0,54,5,24,35,138,101,121,130,97,45,693,149,301,373,852,686,813,1068,696,316,5251,3351,8256,6743,13417,9429,10804,11591,6741,2785,73131
SED10069,0,3,0,15,8,14,4,0,0,43,0,30,15,84,47,43,18,3,3,247,0,0,0,8,0,21,13,6,3,56,0,12,11,19,46,73,118,77,17,376,0,0,0,11,3,3,0,0,0,26,0,26,24,82,39,40,51,19,0,290,0,0,0,0,5,7,17,4,3,36,0,0,0,4,3,4,0,0,0,17,0,3,0,12,0,0,0,0,0,11,3,13,8,45,14,9,0,0,0,102,0,0,0,0,7,3,4,0,0,15,0,0,0,3,4,6,0,0,0,14,11,24,23,51,28,22,39,3,0,187,0,3,3,22,7,6,0,3,0,41,3,3,7,10,30,18,42,12,7,132,0,4,0,15,11,6,4,0,0,39,3,17,21,124,73,125,148,80,23,616,208,444,502,1117,765,857,946,593,312,5743,3806,8755,7758,14491,9459,10079,10062,5134,1840,71381
