SED_CODE_2016,MOL_SAL_Oth_SOLSE_NWorNAA,MOL_SAL_Oth_SOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_SOLSE_VWorW,MOL_SAL_Tot_SOLSE_NWorNAA,MOL_SAL_Tot_SOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_SOLSE_VWorW,MOL_Spanish_SOLSE_NWorNAA,MOL_Spanish_SOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_SOLSE_VWorW,MOL_Tamil_SOLSE_NWorNAA,MOL_Tamil_SOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_SOLSE_VWorW,MOL_Thai_SOLSE_NWorNAA,MOL_Thai_SOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_SOLSE_VWorW,MOL_Turkish_SOLSE_NWorNAA,MOL_Turkish_SOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_SOLSE_VWorW,MOL_Vietnamese_SOLSE_NWorNAA,MOL_Vietnamese_SOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_SOLSE_VWorW,MOL_Oth_SOLSE_NWorNAA,MOL_Oth_SOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_SOLSE_VWorW,MOL_Tot_SOLSE_NWorNAA,MOL_Tot_SOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LSatH_NS_SEO,M_LSatH_NS_SOLSE_VWorW,M_LSatH_NS_SOLSE_NWorNAA,M_LSatH_NS_SOLSE_Tot,M_LSatH_NS_NS,M_LSatH_NS_Tot,M_Tot_SEO,M_Tot_SOLSE_VWorW,M_Tot_SOLSE_NWorNAA,M_Tot_SOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_SOLSE_VWorW,FSEO_SOLSE_NWorNAA,FSEO_SOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_SOLSE_VWorW,FOL_Afrikaans_SOLSE_NWorNAA,FOL_Afrikaans_SOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_SOLSE_VWorW,FOL_Arabic_SOLSE_NWorNAA,FOL_Arabic_SOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_SOLSE_VWorW,FOL_AIndLng_SOLSE_NWorNAA,FOL_AIndLng_SOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Cantones_SEO,FOL_CL_Cantones_SOLSE_VWorW,FOL_CL_Cantones_SOLSE_NWorNAA,FOL_CL_Cantones_SOLSE_Tot,FOL_CL_Cantones_NS,FOL_CL_Cantones_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_SOLSE_VWorW,FOL_CL_Mandarin_SOLSE_NWorNAA,FOL_CL_Mandarin_SOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_SOLSE_VWorW,FOL_CL_Oth_SOLSE_NWorNAA,FOL_CL_Oth_SOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_SOLSE_VWorW,FOL_CL_Tot_SOLSE_NWorNAA,FOL_CL_Tot_SOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_SOLSE_VWorW,FOL_Croatian_SOLSE_NWorNAA,FOL_Croatian_SOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_Dutch_SEO,FOL_Dutch_SOLSE_VWorW,FOL_Dutch_SOLSE_NWorNAA,FOL_Dutch_SOLSE_Tot,FOL_Dutch_NS,FOL_Dutch_Tot,FOL_French_SEO,FOL_French_SOLSE_VWorW,FOL_French_SOLSE_NWorNAA,FOL_French_SOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_SOLSE_VWorW,FOL_German_SOLSE_NWorNAA,FOL_German_SOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_SOLSE_VWorW,FOL_Greek_SOLSE_NWorNAA,FOL_Greek_SOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_SOLSE_VWorW,FOL_IAL_Bengali_SOLSE_NWorNAA,FOL_IAL_Bengali_SOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_SOLSE_VWorW,FOL_IAL_Hindi_SOLSE_NWorNAA,FOL_IAL_Hindi_SOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_SOLSE_VWorW,FOL_IAL_Punjabi_SOLSE_NWorNAA,FOL_IAL_Punjabi_SOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhalese_SEO,FOL_IAL_Sinhalese_SOLSE_VWorW,FOL_IAL_Sinhale_SOLSE_NWorNAA,FOL_IAL_Sinhalese_SOLSE_Tot,FOL_IAL_Sinhalese_NS,FOL_IAL_Sinhalese_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_SOLSE_VWorW,FOL_IAL_Urdu_SOLSE_NWorNAA,FOL_IAL_Urdu_SOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_SOLSE_VWorW,FOL_IAL_Oth_SOLSE_NWorNAA,FOL_IAL_Oth_SOLSE_Tot,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_SOLSE_VWorW,FOL_IAL_Tot_SOLSE_NWorNAA,FOL_IAL_Tot_SOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_SOLSE_VWorW,FOL_Italian_SOLSE_NWorNAA,FOL_Italian_SOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japanese_SEO,FOL_Japanese_SOLSE_VWorW,FOL_Japanese_SOLSE_NWorNAA,FOL_Japanese_SOLSE_Tot,FOL_Japanese_NS,FOL_Japanese_Tot,FOL_Korean_SEO,FOL_Korean_SOLSE_VWorW,FOL_Korean_SOLSE_NWorNAA,FOL_Korean_SOLSE_Tot
SED10083,3,13,0,13,..,116,10,122,0,123,..,128,15,146,3,145,..,3,0,3,0,3,..,22,5,26,0,23,..,3,0,3,0,3,..,27,7,30,0,30,..,291,49,335,13,347,..,1480,208,1695,32,1722,..,102,11,111,1855,1971,31462,1581,224,1805,1886,35158,33595,..,..,..,..,33595,..,31,0,31,0,33,..,39,7,40,0,40,..,3,0,3,0,3,..,47,17,67,0,68,..,130,43,173,4,171,..,6,3,5,0,5,..,177,62,237,4,245,..,11,3,15,0,21,..,50,0,52,0,52,..,67,3,71,0,71,..,86,8,91,0,91,..,66,20,83,3,86,..,7,0,7,0,7,..,25,0,27,0,27,..,23,3,27,0,27,..,3,0,3,0,3,..,13,0,13,0,13,..,17,4,14,0,14,..,84,11,94,0,94,..,116,4,123,0,123,..,52,4,55,0,55,..,49,23,77
SED10084,0,7,0,7,..,82,0,82,0,85,..,75,9,83,3,82,..,0,0,0,0,0,..,39,3,39,0,39,..,4,0,6,0,6,..,8,0,10,0,10,..,276,43,319,6,322,..,1254,153,1404,32,1443,..,106,12,115,2408,2526,32718,1360,161,1518,2443,36679,35014,..,..,..,..,35014,..,14,0,14,0,14,..,14,3,15,0,15,..,17,0,18,0,18,..,33,15,43,3,47,..,82,37,119,0,119,..,15,0,15,0,15,..,127,53,179,3,180,..,7,3,14,0,14,..,42,0,42,0,44,..,82,7,88,0,92,..,141,4,144,3,148,..,27,0,27,0,33,..,8,0,8,0,8,..,16,0,16,0,16,..,40,9,48,0,50,..,7,0,7,0,7,..,4,0,9,0,9,..,12,0,12,0,12,..,88,8,98,0,97,..,80,9,87,0,87,..,118,22,141,0,140,..,16,6,21
SED10085,0,9,0,9,..,115,0,118,0,118,..,25,0,24,0,24,..,10,4,11,0,11,..,11,7,17,0,17,..,7,0,7,0,7,..,23,16,36,0,36,..,179,35,220,8,229,..,817,118,937,10,950,..,93,6,99,2942,3041,34075,908,123,1033,2956,38066,33688,..,..,..,..,33688,..,61,0,61,0,61,..,15,0,15,0,15,..,12,0,12,3,12,..,30,18,47,0,49,..,54,25,74,0,74,..,0,0,0,0,0,..,78,40,118,0,120,..,4,0,4,0,4,..,24,0,24,3,25,..,22,0,24,0,24,..,55,0,52,0,52,..,11,3,13,0,13,..,10,0,11,0,11,..,23,3,21,0,21,..,13,0,13,0,13,..,9,3,11,0,11,..,10,0,16,0,16,..,13,0,10,0,10,..,74,10,85,0,82,..,30,0,30,0,30,..,18,0,19,0,19,..,12,0,8
SED10086,0,11,0,12,..,200,13,210,0,212,..,626,39,663,0,662,..,12,0,12,0,12,..,37,10,45,0,45,..,41,3,50,0,50,..,55,5,62,0,60,..,1666,113,1777,22,1799,..,6326,524,6846,44,6886,..,88,11,101,3451,3548,27588,6419,528,6944,3489,38023,29666,..,..,..,..,29666,..,55,0,55,0,58,..,89,7,94,3,97,..,4,0,4,0,7,..,330,38,367,0,371,..,512,138,652,3,653,..,47,9,55,4,60,..,890,188,1077,8,1086,..,54,0,53,0,53,..,95,3,102,0,102,..,562,20,578,3,583,..,363,5,367,5,370,..,473,20,499,10,500,..,17,5,20,0,20,..,59,0,64,0,61,..,15,0,17,0,17,..,12,0,12,0,12,..,4,0,4,0,4,..,33,4,32,0,32,..,136,10,149,0,149,..,520,13,540,3,541,..,166,22,191,3,191,..,86,10,97
SED10087,0,24,0,24,..,214,11,217,0,217,..,43,4,49,0,49,..,39,22,61,0,61,..,11,5,19,0,19,..,0,0,0,0,0,..,37,12,41,0,47,..,579,172,750,13,764,..,1956,379,2335,30,2361,..,79,5,86,2349,2442,32757,2032,392,2421,2378,37562,34365,..,..,..,..,34365,..,78,0,83,0,83,..,125,23,143,0,143,..,31,0,35,0,39,..,47,21,68,0,69,..,98,74,174,3,176,..,9,8,20,0,20,..,153,105,259,7,265,..,13,0,13,0,13,..,28,0,28,0,29,..,34,0,34,0,34,..,53,0,56,0,56,..,38,0,38,0,38,..,34,3,38,3,41,..,58,3,62,0,66,..,30,7,34,0,34,..,32,3,36,0,36,..,38,0,44,0,44,..,54,16,68,3,71,..,255,30,282,3,289,..,41,6,41,4,44,..,17,0,15,0,15,..,28,7,40
SED10088,0,16,0,16,..,405,18,429,5,430,..,324,18,341,6,352,..,15,0,18,0,18,..,82,14,93,3,100,..,14,3,19,0,19,..,85,32,117,0,119,..,1425,274,1699,25,1721,..,6663,1002,7670,82,7749,..,86,8,97,1567,1664,29221,6755,1013,7764,1647,38630,29824,..,..,..,..,29824,..,86,3,87,0,87,..,87,16,95,0,95,..,0,0,0,0,0,..,417,122,547,6,553,..,701,241,948,10,952,..,36,20,51,0,51,..,1157,387,1545,13,1556,..,122,12,132,0,132,..,109,6,113,0,113,..,385,10,393,5,396,..,301,4,300,9,307,..,145,7,157,3,162,..,22,0,22,0,22,..,111,12,124,0,124,..,136,20,158,0,158,..,18,0,18,0,18,..,9,0,8,0,8,..,182,24,204,0,205,..,474,62,527,0,534,..,756,137,892,5,895,..,231,35,263,4,261,..,148,66,221
SED10089,0,24,0,24,..,154,5,159,0,156,..,98,10,112,0,110,..,89,0,92,0,90,..,21,16,39,0,38,..,13,0,19,0,19,..,90,35,125,0,125,..,744,161,902,20,919,..,3847,728,4570,48,4619,..,101,23,122,1517,1642,33306,3945,752,4694,1560,39568,34448,..,..,..,..,34448,..,26,0,23,0,23,..,172,97,266,3,268,..,9,0,9,0,9,..,160,40,202,4,202,..,603,187,789,0,790,..,74,24,104,0,105,..,839,256,1091,7,1094,..,60,12,75,0,75,..,26,0,30,0,30,..,50,3,53,0,56,..,80,3,77,0,77,..,82,17,101,3,99,..,77,3,78,0,78,..,91,5,94,0,94,..,45,6,52,0,56,..,54,3,57,0,57,..,52,7,64,0,60,..,73,3,76,0,76,..,399,28,428,0,431,..,126,15,144,3,148,..,45,5,51,0,51,..,118,46,163
SED10090,0,25,0,25,..,476,14,491,0,497,..,278,18,301,3,301,..,76,3,83,0,83,..,141,43,187,0,187,..,24,3,28,0,28,..,106,15,126,0,129,..,952,132,1085,27,1109,..,10886,2212,13101,106,13210,..,74,11,90,1901,1994,25120,10965,2226,13191,2012,40319,25998,..,..,..,..,25998,..,73,0,72,0,72,..,188,38,225,3,232,..,0,0,0,0,0,..,2268,600,2861,17,2885,..,3502,1256,4757,25,4778,..,159,60,218,0,219,..,5928,1912,7842,44,7889,..,156,30,182,0,182,..,66,5,71,0,68,..,274,11,287,0,284,..,177,4,184,3,187,..,199,34,237,9,243,..,67,3,73,3,76,..,307,19,323,0,323,..,36,3,37,3,43,..,39,0,38,0,38,..,49,4,53,0,53,..,256,25,283,0,280,..,761,51,811,7,819,..,340,64,409,12,421,..,795,240,1044,9,1051,..,826,407,1228
SED10091,0,13,0,13,..,51,0,51,0,51,..,117,13,130,0,130,..,4,0,3,0,3,..,17,4,19,0,19,..,22,3,28,0,30,..,21,8,31,0,33,..,260,42,296,10,311,..,1834,202,2035,28,2068,..,101,3,104,1961,2064,32377,1931,208,2141,1990,36510,33733,..,..,..,..,33733,..,37,3,35,0,35,..,130,17,147,10,153,..,3,0,3,0,3,..,52,12,71,0,72,..,88,28,117,0,117,..,10,0,13,0,13,..,152,42,194,0,197,..,79,5,82,0,82,..,61,6,65,3,72,..,63,3,64,0,64,..,113,4,115,0,121,..,107,16,118,3,120,..,10,0,8,0,8,..,32,0,34,0,34,..,19,7,22,0,21,..,6,0,6,0,6,..,13,0,13,5,10,..,53,3,58,0,58,..,124,10,137,5,144,..,231,11,244,4,251,..,20,6,25,0,25,..,17,3,15
SED10092,12,48,0,48,..,197,20,217,0,220,..,318,46,371,6,377,..,67,0,71,0,70,..,76,26,98,0,98,..,246,54,296,0,296,..,243,82,319,0,323,..,1120,298,1421,22,1447,..,8297,1794,10094,142,10228,..,97,17,116,2609,2725,28508,8399,1814,10207,2745,41460,28399,..,..,..,..,28399,..,18,0,18,0,18,..,718,263,980,7,995,..,3,0,3,0,3,..,122,41,164,0,164,..,613,218,824,10,832,..,65,40,107,0,107,..,796,290,1093,10,1102,..,186,53,242,7,248,..,72,0,68,6,78,..,55,4,65,0,63,..,137,8,144,4,151,..,386,117,502,14,512,..,35,0,36,0,36,..,96,5,104,0,100,..,17,3,19,0,19,..,45,4,52,0,52,..,30,10,37,0,37,..,65,3,70,0,70,..,289,26,315,0,314,..,770,226,1000,34,1033,..,50,6,58,0,58,..,63,29,96
SED10093,0,8,0,8,..,120,3,130,0,131,..,174,9,187,4,187,..,19,0,19,0,19,..,31,4,36,0,38,..,6,0,6,0,6,..,47,9,52,0,52,..,380,62,441,10,452,..,1764,233,1991,27,2022,..,109,9,114,2228,2343,33039,1866,238,2106,2260,37404,34902,..,..,..,..,34902,..,44,0,46,0,46,..,56,10,60,0,60,..,8,0,8,0,8,..,76,48,124,0,124,..,94,40,140,0,140,..,8,0,8,0,8,..,177,88,262,0,262,..,14,0,14,0,15,..,44,0,44,0,44,..,55,3,54,0,54,..,65,3,65,0,65,..,49,11,62,3,63,..,11,0,11,0,11,..,48,3,56,0,56,..,29,0,30,0,30,..,9,0,9,0,9,..,19,5,21,0,21,..,37,0,38,0,38,..,149,10,165,0,165,..,111,14,118,0,119,..,37,4,38,0,38,..,31,13,42
SED19494,0,3,0,3,..,39,0,39,0,39,..,43,7,57,3,55,..,9,0,9,0,9,..,13,4,19,0,19,..,14,3,19,0,19,..,34,9,40,0,40,..,140,19,159,6,161,..,823,166,986,10,997,..,24,3,25,2154,2181,4175,840,168,1010,2165,7351,3038,..,..,..,..,3038,..,0,0,0,0,0,..,29,15,48,0,48,..,4,0,10,0,10,..,42,10,53,0,51,..,103,41,145,0,145,..,3,4,10,0,10,..,152,57,206,0,211,..,4,0,4,0,4,..,13,0,13,0,13,..,32,3,38,4,41,..,23,0,23,0,23,..,18,0,19,0,19,..,7,3,9,0,9,..,20,0,20,0,20,..,4,0,4,0,4,..,0,0,0,0,0,..,8,3,15,0,15,..,13,0,18,0,18,..,55,6,65,0,65,..,24,3,21,0,26,..,6,3,9,0,9,..,12,7,20
SED19797,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,9,11,0,11,..,0,0,0,0,0,..,19,15,36,0,36,..,0,0,0,12,15,119,25,15,39,12,171,154,..,..,..,..,154,..,0,0,0,0,0,..,0,3,0,0,0,..,0,0,0,0,0,..,0,3,5,0,5,..,3,10,11,0,11,..,0,0,3,0,3,..,3,14,16,0,16,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3
