SED_CODE_2016,MOL_SAL_Oth_SOLSE_NWorNAA,MOL_SAL_Oth_SOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_SOLSE_VWorW,MOL_SAL_Tot_SOLSE_NWorNAA,MOL_SAL_Tot_SOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_SOLSE_VWorW,MOL_Spanish_SOLSE_NWorNAA,MOL_Spanish_SOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_SOLSE_VWorW,MOL_Tamil_SOLSE_NWorNAA,MOL_Tamil_SOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_SOLSE_VWorW,MOL_Thai_SOLSE_NWorNAA,MOL_Thai_SOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_SOLSE_VWorW,MOL_Turkish_SOLSE_NWorNAA,MOL_Turkish_SOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_SOLSE_VWorW,MOL_Vietnamese_SOLSE_NWorNAA,MOL_Vietnamese_SOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_SOLSE_VWorW,MOL_Oth_SOLSE_NWorNAA,MOL_Oth_SOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_SOLSE_VWorW,MOL_Tot_SOLSE_NWorNAA,MOL_Tot_SOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LSatH_NS_SEO,M_LSatH_NS_SOLSE_VWorW,M_LSatH_NS_SOLSE_NWorNAA,M_LSatH_NS_SOLSE_Tot,M_LSatH_NS_NS,M_LSatH_NS_Tot,M_Tot_SEO,M_Tot_SOLSE_VWorW,M_Tot_SOLSE_NWorNAA,M_Tot_SOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_SOLSE_VWorW,FSEO_SOLSE_NWorNAA,FSEO_SOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_SOLSE_VWorW,FOL_Afrikaans_SOLSE_NWorNAA,FOL_Afrikaans_SOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_SOLSE_VWorW,FOL_Arabic_SOLSE_NWorNAA,FOL_Arabic_SOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_SOLSE_VWorW,FOL_AIndLng_SOLSE_NWorNAA,FOL_AIndLng_SOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Cantones_SEO,FOL_CL_Cantones_SOLSE_VWorW,FOL_CL_Cantones_SOLSE_NWorNAA,FOL_CL_Cantones_SOLSE_Tot,FOL_CL_Cantones_NS,FOL_CL_Cantones_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_SOLSE_VWorW,FOL_CL_Mandarin_SOLSE_NWorNAA,FOL_CL_Mandarin_SOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_SOLSE_VWorW,FOL_CL_Oth_SOLSE_NWorNAA,FOL_CL_Oth_SOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_SOLSE_VWorW,FOL_CL_Tot_SOLSE_NWorNAA,FOL_CL_Tot_SOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_SOLSE_VWorW,FOL_Croatian_SOLSE_NWorNAA,FOL_Croatian_SOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_Dutch_SEO,FOL_Dutch_SOLSE_VWorW,FOL_Dutch_SOLSE_NWorNAA,FOL_Dutch_SOLSE_Tot,FOL_Dutch_NS,FOL_Dutch_Tot,FOL_French_SEO,FOL_French_SOLSE_VWorW,FOL_French_SOLSE_NWorNAA,FOL_French_SOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_SOLSE_VWorW,FOL_German_SOLSE_NWorNAA,FOL_German_SOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_SOLSE_VWorW,FOL_Greek_SOLSE_NWorNAA,FOL_Greek_SOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_SOLSE_VWorW,FOL_IAL_Bengali_SOLSE_NWorNAA,FOL_IAL_Bengali_SOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_SOLSE_VWorW,FOL_IAL_Hindi_SOLSE_NWorNAA,FOL_IAL_Hindi_SOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_SOLSE_VWorW,FOL_IAL_Punjabi_SOLSE_NWorNAA,FOL_IAL_Punjabi_SOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhalese_SEO,FOL_IAL_Sinhalese_SOLSE_VWorW,FOL_IAL_Sinhale_SOLSE_NWorNAA,FOL_IAL_Sinhalese_SOLSE_Tot,FOL_IAL_Sinhalese_NS,FOL_IAL_Sinhalese_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_SOLSE_VWorW,FOL_IAL_Urdu_SOLSE_NWorNAA,FOL_IAL_Urdu_SOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_SOLSE_VWorW,FOL_IAL_Oth_SOLSE_NWorNAA,FOL_IAL_Oth_SOLSE_Tot,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_SOLSE_VWorW,FOL_IAL_Tot_SOLSE_NWorNAA,FOL_IAL_Tot_SOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_SOLSE_VWorW,FOL_Italian_SOLSE_NWorNAA,FOL_Italian_SOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japanese_SEO,FOL_Japanese_SOLSE_VWorW,FOL_Japanese_SOLSE_NWorNAA,FOL_Japanese_SOLSE_Tot,FOL_Japanese_NS,FOL_Japanese_Tot,FOL_Korean_SEO,FOL_Korean_SOLSE_VWorW,FOL_Korean_SOLSE_NWorNAA,FOL_Korean_SOLSE_Tot
SED10011,3,12,0,12,..,80,3,86,0,86,..,150,17,165,3,169,..,8,0,10,0,10,..,34,8,35,0,35,..,11,0,11,0,11,..,61,6,67,0,67,..,360,64,425,14,438,..,1824,179,2007,32,2036,..,71,22,92,1505,1593,30715,1894,202,2097,1538,34349,32918,..,..,..,..,32918,..,19,0,19,0,19,..,47,5,49,0,49,..,20,0,20,0,20,..,62,14,74,0,74,..,133,23,156,3,160,..,5,4,11,0,11,..,202,42,244,3,244,..,37,4,43,0,43,..,84,4,81,0,81,..,117,3,118,0,118,..,215,3,215,0,215,..,90,11,95,0,95,..,0,0,0,0,0,..,35,0,35,0,35,..,4,0,4,0,4,..,3,0,3,0,3,..,0,0,0,0,0,..,8,0,12,0,12,..,60,0,58,0,58,..,116,10,130,3,131,..,72,12,82,0,82,..,37,6,47
SED10012,10,69,0,69,..,409,34,441,6,454,..,673,147,823,15,836,..,15,6,24,0,24,..,147,88,238,6,244,..,138,21,156,0,153,..,7115,3585,10703,57,10757,..,4360,1477,5835,106,5948,..,20425,8017,28437,306,28740,..,111,36,149,1572,1717,9682,20537,8050,28585,1872,40143,8655,..,..,..,..,8655,..,3,0,3,0,3,..,1241,391,1630,10,1644,..,0,0,0,0,0,..,1314,1146,2462,16,2475,..,658,592,1251,11,1257,..,560,352,912,4,914,..,2532,2091,4621,26,4653,..,414,185,593,5,595,..,7,0,7,0,7,..,44,4,46,0,47,..,51,4,53,0,53,..,152,31,184,0,185,..,7,0,14,0,14,..,258,24,283,5,285,..,26,0,30,0,30,..,5,0,5,0,5,..,51,10,57,3,60,..,30,3,37,0,37,..,384,42,426,8,429,..,714,177,896,13,904,..,16,3,17,0,17,..,13,9,19
SED10013,0,19,0,19,..,212,14,222,3,226,..,437,46,477,8,485,..,20,0,22,0,23,..,34,12,46,0,46,..,64,9,73,0,73,..,111,23,137,0,137,..,894,132,1029,25,1054,..,5765,773,6537,88,6626,..,120,26,147,1986,2127,34539,5881,801,6682,2066,43292,35609,..,..,..,..,35609,..,57,0,57,0,57,..,727,92,821,4,823,..,0,0,0,0,0,..,183,150,335,0,336,..,206,89,297,0,302,..,19,11,29,0,29,..,411,250,661,3,667,..,206,31,234,0,230,..,36,0,36,0,36,..,82,3,85,0,85,..,112,0,116,3,120,..,203,22,222,0,222,..,41,6,46,0,46,..,349,19,365,0,369,..,88,16,99,3,101,..,48,3,53,0,53,..,107,6,111,0,113,..,69,10,73,0,73,..,696,62,756,8,764,..,693,153,849,14,856,..,25,0,28,0,28,..,31,7,36
SED10014,0,57,0,58,..,712,21,741,5,744,..,567,92,652,7,664,..,69,4,72,0,72,..,54,25,75,0,79,..,46,4,50,0,50,..,195,63,260,5,271,..,1316,262,1575,52,1631,..,7526,1012,8538,131,8669,..,102,19,118,2232,2348,27502,7624,1029,8651,2363,38514,28488,..,..,..,..,28488,..,47,0,47,0,47,..,994,228,1218,8,1228,..,11,0,11,3,18,..,109,63,172,0,172,..,213,91,306,0,309,..,31,5,36,3,40,..,355,162,515,4,517,..,117,13,125,0,130,..,24,0,28,0,28,..,110,0,110,0,110,..,76,3,75,0,75,..,178,32,207,0,208,..,212,28,241,3,242,..,484,41,529,8,533,..,133,20,147,0,147,..,96,8,102,0,102,..,195,19,211,0,212,..,121,10,128,0,133,..,1235,131,1362,13,1369,..,138,19,164,0,164,..,23,4,26,0,26,..,30,17,49
SED10015,3,30,0,30,..,1023,84,1112,12,1118,..,468,46,514,8,527,..,62,3,63,3,64,..,115,56,174,7,178,..,162,25,188,0,188,..,997,371,1365,6,1376,..,1737,388,2126,50,2172,..,20456,5572,26031,275,26308,..,101,60,156,2248,2407,14826,20561,5632,26191,2525,43543,14323,..,..,..,..,14323,..,9,0,9,0,9,..,3054,525,3583,39,3618,..,13,0,12,0,12,..,1344,1000,2344,10,2352,..,2255,1901,4160,29,4186,..,126,95,224,5,226,..,3726,2997,6726,41,6762,..,76,11,87,0,87,..,16,4,16,0,16,..,113,3,116,0,122,..,70,0,74,0,70,..,3799,1189,4991,57,5051,..,478,79,557,4,561,..,348,24,370,7,379,..,176,31,205,4,206,..,32,3,34,0,34,..,228,23,252,0,260,..,1051,85,1133,8,1147,..,2315,240,2560,28,2586,..,1075,206,1280,20,1301,..,111,8,126,0,126,..,572,522,1092
SED10016,0,19,0,19,..,773,15,792,0,789,..,292,29,321,3,321,..,271,5,277,0,274,..,44,19,58,0,58,..,92,7,98,0,98,..,102,12,114,0,114,..,832,94,925,21,954,..,9777,1205,10980,83,11069,..,86,14,94,1051,1152,27135,9864,1219,11078,1138,39351,27109,..,..,..,..,27109,..,204,4,207,3,214,..,657,63,716,3,718,..,0,0,0,0,0,..,806,230,1038,6,1042,..,1535,645,2179,20,2194,..,99,23,119,0,119,..,2436,901,3334,22,3356,..,155,15,167,4,170,..,73,0,73,0,73,..,85,3,91,0,93,..,120,0,121,0,121,..,224,13,235,3,240,..,101,6,111,0,111,..,629,14,646,5,651,..,241,33,276,0,281,..,317,11,326,0,325,..,241,14,260,4,263,..,216,25,244,3,243,..,1757,111,1864,14,1878,..,409,59,473,3,478,..,52,3,51,0,55,..,494,231,726
SED10017,0,3,0,3,..,44,0,44,3,47,..,41,5,47,0,51,..,25,3,26,0,26,..,18,5,23,0,22,..,3,0,3,0,3,..,11,3,10,0,10,..,154,49,209,10,220,..,854,120,974,28,1000,..,78,4,77,3130,3206,33752,932,124,1055,3156,37958,35132,..,..,..,..,35132,..,27,0,24,0,24,..,22,5,27,0,27,..,13,0,13,0,13,..,23,12,37,0,37,..,51,12,66,0,68,..,0,0,0,0,0,..,86,28,107,0,111,..,8,0,8,0,8,..,28,0,32,0,32,..,17,0,17,0,17,..,52,3,53,0,53,..,20,0,18,0,18,..,8,0,10,0,11,..,35,3,41,3,42,..,25,5,27,0,27,..,24,0,24,0,26,..,31,6,36,0,36,..,31,4,34,0,34,..,151,18,168,3,171,..,29,7,32,3,35,..,4,0,9,0,11,..,18,5,21
SED10018,0,11,0,11,..,73,3,73,0,74,..,66,7,73,0,73,..,28,4,29,0,31,..,26,9,33,0,38,..,7,3,16,0,16,..,25,9,33,0,33,..,228,60,287,10,299,..,1627,246,1875,30,1907,..,79,3,77,1341,1425,31651,1704,251,1955,1378,34980,33368,..,..,..,..,33368,..,30,0,34,0,34,..,26,0,34,0,34,..,3,0,3,0,3,..,79,29,108,0,108,..,117,22,140,0,140,..,11,4,15,0,20,..,204,55,264,0,266,..,20,0,15,0,15,..,34,4,41,0,41,..,58,3,59,0,59,..,109,0,111,3,114,..,97,7,109,0,109,..,8,0,10,0,10,..,51,5,55,0,55,..,20,0,22,0,21,..,7,0,8,0,9,..,16,4,16,0,16,..,21,3,27,0,29,..,120,17,136,5,138,..,156,12,171,3,171,..,45,3,47,0,47,..,38,8,48
SED10019,0,0,0,0,..,34,0,34,0,37,..,31,0,35,0,35,..,7,0,7,0,7,..,8,3,10,0,10,..,0,0,0,0,0,..,8,10,11,0,11,..,106,19,124,9,129,..,553,76,628,14,649,..,79,3,82,2876,2965,32870,634,85,717,2896,36474,33542,..,..,..,..,33542,..,15,0,16,0,16,..,3,0,3,0,3,..,34,0,34,5,43,..,31,12,40,3,41,..,38,15,52,0,53,..,4,0,4,0,4,..,71,29,99,3,103,..,3,0,3,0,3,..,38,0,38,0,45,..,24,0,24,0,30,..,51,0,58,3,58,..,13,0,18,3,18,..,0,0,0,0,0,..,11,0,11,0,11,..,23,3,26,0,26,..,6,0,4,0,4,..,5,0,5,0,5,..,6,0,6,0,9,..,59,3,61,0,65,..,18,0,20,0,28,..,21,0,24,0,24,..,6,0,6
SED10020,3,12,0,12,..,61,5,64,0,64,..,90,14,103,0,103,..,12,0,12,0,12,..,27,0,29,0,29,..,4,0,4,0,4,..,14,3,19,0,19,..,474,227,702,16,715,..,2039,484,2523,35,2561,..,118,7,120,2411,2532,30227,2155,491,2649,2450,35319,32028,..,..,..,..,32028,..,27,0,29,0,29,..,63,9,77,0,80,..,17,0,17,0,17,..,38,13,52,0,55,..,76,49,131,3,132,..,10,3,9,3,14,..,120,69,194,4,199,..,8,0,12,0,12,..,58,4,64,0,63,..,85,3,93,0,91,..,166,3,170,6,177,..,31,0,31,3,33,..,3,0,3,0,3,..,43,0,46,0,46,..,478,126,601,9,614,..,7,0,7,0,7,..,11,4,13,0,15,..,23,3,25,0,25,..,559,135,696,7,704,..,92,3,98,4,97,..,41,4,51,0,52,..,14,7,13
SED10021,0,79,0,79,..,320,17,336,8,341,..,570,50,623,4,626,..,29,0,29,0,29,..,86,16,104,0,104,..,34,7,43,0,43,..,83,20,107,0,107,..,1329,151,1474,29,1500,..,6999,783,7787,63,7852,..,103,9,115,3657,3769,28118,7105,794,7899,3721,39738,30258,..,..,..,..,30258,..,49,0,49,0,49,..,166,17,182,4,182,..,4,0,4,0,4,..,389,73,463,0,462,..,831,176,1005,3,1009,..,85,19,99,0,99,..,1310,267,1570,9,1576,..,66,6,69,0,69,..,98,5,102,0,101,..,668,29,696,7,710,..,385,15,404,11,406,..,640,87,729,3,729,..,38,6,44,0,44,..,103,4,105,0,105,..,27,0,32,0,32,..,22,0,21,0,21,..,18,3,22,0,22,..,53,0,55,0,55,..,264,18,279,0,279,..,470,43,508,0,515,..,237,29,263,0,264,..,125,28,150
SED10022,0,0,0,0,..,71,6,79,0,79,..,19,4,25,0,25,..,4,3,8,0,8,..,6,0,6,0,6,..,11,0,8,0,8,..,15,8,14,0,19,..,128,35,166,8,171,..,761,151,914,16,930,..,84,4,87,3646,3737,31278,849,159,1007,3667,35946,32035,..,..,..,..,32035,..,19,0,14,0,14,..,86,21,101,6,108,..,20,0,20,0,20,..,24,10,43,0,43,..,51,52,101,3,104,..,3,4,5,0,5,..,85,69,146,3,151,..,17,0,13,0,15,..,18,0,18,0,18,..,17,0,22,0,22,..,37,0,37,0,37,..,22,0,22,0,22,..,6,4,10,0,10,..,8,0,14,0,14,..,28,3,30,0,30,..,6,4,7,0,7,..,4,0,4,0,4,..,7,3,8,0,8,..,52,12,67,0,67,..,29,4,32,0,38,..,3,0,3,0,3,..,8,3,16
SED10023,0,3,0,3,..,110,8,116,0,117,..,173,13,182,0,183,..,3,0,3,0,3,..,19,5,25,0,25,..,22,0,23,0,23,..,46,3,43,0,45,..,401,59,459,11,466,..,2734,313,3049,34,3081,..,72,3,74,1612,1692,31405,2812,316,3124,1645,36170,32155,..,..,..,..,32155,..,34,3,37,0,39,..,124,18,136,0,136,..,0,0,0,0,0,..,137,39,176,0,177,..,220,94,309,5,310,..,9,4,13,0,13,..,362,138,504,4,504,..,85,3,91,0,93,..,67,0,68,0,68,..,103,0,99,0,102,..,164,3,172,6,176,..,451,49,500,3,501,..,7,0,9,0,9,..,22,0,22,0,25,..,17,3,24,0,24,..,6,0,6,0,6,..,9,0,9,0,9,..,38,3,38,0,38,..,100,3,105,0,106,..,265,28,288,4,298,..,59,8,69,0,70,..,26,8,39
SED10024,0,12,0,12,..,186,9,197,3,194,..,204,10,213,0,213,..,44,0,51,0,51,..,38,15,50,0,50,..,23,0,22,0,22,..,55,7,59,0,59,..,914,107,1018,20,1030,..,7937,1233,9167,68,9240,..,87,3,90,1159,1250,27499,8025,1238,9258,1226,37985,27989,..,..,..,..,27989,..,166,3,170,0,170,..,88,13,98,0,95,..,0,0,0,0,0,..,1655,321,1972,7,1986,..,2341,869,3212,17,3230,..,94,36,127,0,127,..,4086,1226,5312,21,5333,..,68,7,71,0,76,..,107,3,109,3,107,..,228,6,233,3,236,..,305,3,304,0,305,..,167,6,174,0,174,..,29,0,29,0,29,..,166,4,174,0,172,..,72,3,71,0,71,..,52,0,52,0,52,..,35,5,35,0,35,..,106,11,113,0,113,..,454,20,477,0,480,..,238,18,260,3,264,..,353,61,417,4,424,..,501,194,694
SED10025,0,22,0,22,..,274,8,279,4,286,..,388,43,434,9,437,..,111,0,115,0,115,..,54,11,72,3,72,..,150,16,167,0,167,..,177,25,205,0,205,..,665,114,781,26,808,..,12194,2196,14385,136,14517,..,83,23,110,2011,2118,21749,12276,2218,14492,2143,38388,22812,..,..,..,..,22812,..,32,0,32,0,32,..,584,107,694,13,706,..,0,0,0,0,0,..,1265,302,1563,8,1574,..,3035,993,4029,26,4061,..,154,50,205,0,207,..,4459,1345,5799,40,5840,..,134,20,155,0,159,..,32,0,32,0,32,..,141,11,148,0,148,..,127,3,130,3,138,..,817,153,967,10,977,..,47,0,43,0,43,..,377,14,391,3,389,..,29,3,37,0,37,..,32,0,32,0,32,..,47,6,47,0,47,..,140,6,149,0,149,..,667,24,694,3,701,..,2638,574,3215,28,3246,..,114,11,129,0,130,..,883,483,1372
SED10026,0,8,0,8,..,86,8,95,0,96,..,40,3,38,0,38,..,31,3,33,0,37,..,20,0,17,0,17,..,3,0,3,0,3,..,31,3,29,0,29,..,234,38,270,4,276,..,1262,152,1410,14,1424,..,97,4,100,3626,3727,32670,1359,153,1514,3641,37828,33936,..,..,..,..,33936,..,39,0,39,0,39,..,47,3,49,0,51,..,20,0,25,0,25,..,41,14,56,0,56,..,88,26,113,0,113,..,0,0,3,0,3,..,127,42,176,0,176,..,12,0,8,0,8,..,20,0,22,0,22,..,18,3,24,0,24,..,56,0,53,0,53,..,34,6,37,0,38,..,33,9,34,0,34,..,39,3,42,0,42,..,39,7,46,0,46,..,50,10,61,0,57,..,20,14,27,0,27,..,131,9,139,0,139,..,306,47,352,3,355,..,41,0,45,4,47,..,8,0,12,0,12,..,18,9,34
SED10027,3,20,0,20,..,429,43,475,0,473,..,266,19,289,3,294,..,46,0,46,0,50,..,50,25,73,0,79,..,64,5,70,0,70,..,1752,615,2363,10,2374,..,752,164,918,21,939,..,12972,2530,15500,125,15628,..,97,32,128,1602,1727,20527,13066,2559,15626,1725,37879,20931,..,..,..,..,20931,..,17,0,17,0,17,..,3825,596,4418,34,4457,..,7,0,7,0,7,..,891,428,1316,11,1324,..,934,528,1465,6,1470,..,59,27,89,3,91,..,1884,980,2865,15,2884,..,99,16,114,0,114,..,23,0,23,0,23,..,110,3,110,3,111,..,86,3,92,0,89,..,1257,210,1467,11,1475,..,77,6,81,3,83,..,257,13,276,0,274,..,146,27,172,0,172,..,26,3,32,0,32,..,131,6,141,0,141,..,219,14,236,0,233,..,862,78,934,5,942,..,430,53,486,11,496,..,60,13,71,0,71,..,87,50,139
SED10028,0,21,0,21,..,424,17,444,3,442,..,214,13,223,0,229,..,559,10,571,3,571,..,44,6,58,0,58,..,33,0,35,0,35,..,144,20,160,0,161,..,919,106,1020,24,1045,..,14610,2453,17057,118,17178,..,75,9,87,1144,1238,20345,14688,2465,17146,1267,38763,21138,..,..,..,..,21138,..,154,0,154,0,154,..,275,30,303,3,308,..,0,0,0,0,0,..,2983,705,3696,13,3711,..,4034,1449,5482,14,5499,..,234,46,277,0,281,..,7254,2202,9461,31,9491,..,45,3,48,0,48,..,48,0,47,0,47,..,92,3,92,0,96,..,93,3,94,0,98,..,121,17,140,0,144,..,136,12,147,0,147,..,867,27,890,3,898,..,158,8,164,0,164,..,466,8,472,3,479,..,174,15,190,0,187,..,325,14,341,0,342,..,2125,77,2207,7,2214,..,220,29,247,3,248,..,133,10,141,0,141,..,1396,721,2115
SED10029,6,41,0,43,..,448,32,480,6,485,..,944,233,1176,19,1196,..,39,10,51,0,51,..,96,55,153,3,151,..,191,32,223,0,227,..,5079,2342,7420,34,7454,..,5584,2396,7981,92,8072,..,21761,8318,30080,303,30377,..,128,66,196,1886,2084,10457,21896,8383,30274,2188,42914,9821,..,..,..,..,9821,..,5,0,5,0,5,..,3885,1446,5329,67,5397,..,0,0,0,0,0,..,1066,755,1821,5,1823,..,632,588,1219,7,1226,..,377,246,621,6,634,..,2078,1587,3666,20,3685,..,286,87,372,4,381,..,10,0,14,0,14,..,38,0,44,0,46,..,69,6,68,3,74,..,142,34,177,0,181,..,14,4,18,0,18,..,275,17,293,4,300,..,42,4,47,0,47,..,13,0,16,0,16,..,85,17,100,0,105,..,68,6,80,0,78,..,500,54,556,6,570,..,514,171,686,11,694,..,14,3,16,0,19,..,21,13,32
SED10030,0,17,0,17,..,148,3,146,6,151,..,194,25,218,0,220,..,23,0,23,0,23,..,50,15,67,0,66,..,24,0,24,0,24,..,38,11,52,0,51,..,492,79,570,15,582,..,2518,378,2897,37,2931,..,110,6,117,2204,2322,30618,2627,386,3011,2246,35870,32144,..,..,..,..,32144,..,40,0,41,0,41,..,63,12,76,0,78,..,9,0,9,0,9,..,98,56,152,0,157,..,279,122,396,3,403,..,17,6,21,0,21,..,394,184,572,5,579,..,36,0,41,0,37,..,42,3,48,0,45,..,110,3,113,0,113,..,140,3,143,5,145,..,110,16,126,7,129,..,23,0,23,0,23,..,51,5,54,0,54,..,33,10,42,0,43,..,24,0,20,0,20,..,9,0,9,0,9,..,43,6,50,0,55,..,185,20,202,3,206,..,123,7,132,3,134,..,85,16,100,0,100,..,106,38,148
SED10031,0,3,0,3,..,66,0,63,0,63,..,47,6,54,0,54,..,8,0,8,0,8,..,27,4,31,0,35,..,8,0,10,0,10,..,21,4,22,0,22,..,201,34,235,13,241,..,1300,217,1515,42,1564,..,89,4,92,3024,3111,33068,1389,218,1609,3069,37743,33915,..,..,..,..,33915,..,25,0,25,0,25,..,36,11,52,0,51,..,3,0,3,0,3,..,46,21,67,0,67,..,104,31,131,0,135,..,10,6,7,0,7,..,152,53,206,0,209,..,39,0,41,3,39,..,52,0,53,0,53,..,53,3,58,0,56,..,111,3,113,3,119,..,63,10,71,0,71,..,14,0,16,0,16,..,34,4,37,0,35,..,13,7,19,0,24,..,5,0,7,0,7,..,4,0,8,0,8,..,50,9,61,0,61,..,132,16,152,3,149,..,100,13,107,3,112,..,12,3,17,0,17,..,15,17,31
SED10032,0,33,0,33,..,819,28,844,5,851,..,348,57,407,3,409,..,933,126,1058,14,1070,..,42,20,68,0,68,..,734,181,916,13,929,..,434,130,563,3,569,..,3855,936,4788,115,4906,..,23718,5237,28957,311,29268,..,134,58,189,2534,2721,14375,23847,5297,29144,2846,46368,13909,..,..,..,..,13909,..,12,0,12,0,12,..,6445,1309,7754,66,7822,..,0,0,0,0,0,..,837,565,1401,9,1411,..,1173,960,2130,12,2138,..,88,58,139,3,143,..,2096,1576,3672,21,3696,..,305,66,366,0,363,..,6,0,8,0,8,..,92,4,97,0,98,..,43,0,43,0,42,..,281,94,377,3,378,..,249,23,269,0,275,..,1119,91,1206,15,1217,..,560,85,644,6,648,..,99,6,108,0,108,..,482,64,550,3,555,..,1630,180,1812,17,1828,..,4141,449,4593,37,4627,..,428,92,517,11,531,..,28,6,38,0,38,..,179,111,291
SED10033,0,6,0,6,..,60,4,65,0,65,..,84,10,96,0,96,..,10,0,10,0,10,..,18,8,28,0,28,..,15,0,15,0,15,..,19,9,28,0,28,..,205,48,250,11,263,..,2114,265,2377,36,2414,..,86,3,87,2044,2133,32105,2195,272,2464,2079,36652,32542,..,..,..,..,32542,..,50,0,50,0,50,..,179,20,203,0,203,..,6,0,6,0,11,..,76,47,122,0,122,..,109,38,150,0,153,..,11,0,13,0,13,..,203,85,287,0,286,..,78,6,87,4,91,..,62,0,62,0,62,..,67,0,66,0,66,..,124,7,128,0,127,..,65,10,79,0,79,..,4,0,6,0,6,..,34,0,33,0,33,..,20,9,22,0,22,..,12,0,12,0,12,..,32,3,35,0,35,..,3,0,3,0,3,..,96,13,113,0,113,..,235,19,261,7,263,..,12,0,18,0,18,..,29,12,43
SED10034,0,11,0,11,..,140,0,144,0,144,..,223,18,244,0,244,..,19,4,22,0,22,..,38,12,48,0,48,..,21,3,21,0,21,..,35,6,42,0,44,..,341,75,418,11,428,..,2910,346,3257,28,3286,..,118,11,126,1112,1242,32837,3029,358,3386,1141,37364,33655,..,..,..,..,33655,..,45,0,45,0,45,..,170,19,189,0,189,..,0,0,0,0,0,..,175,68,234,6,243,..,288,104,391,0,393,..,18,8,23,0,27,..,480,176,651,4,657,..,37,0,41,0,42,..,69,0,68,0,72,..,85,3,93,0,93,..,169,5,181,0,177,..,308,24,327,3,337,..,23,3,23,0,24,..,58,3,63,0,63,..,24,3,29,0,29,..,17,0,17,0,17,..,8,4,13,0,13,..,86,11,96,0,96,..,219,16,239,0,235,..,200,17,220,6,222,..,84,5,86,0,86,..,19,10,31
