SED_CODE_2016,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
SED10065,18410,11547,22283,15843,11465,9446,5757,3279,1533,99564,16,20,20,5,4,7,7,3,0,84,277,395,607,441,343,249,120,47,45,2520,13,26,97,142,153,64,20,3,3,520,3,11,55,66,101,45,7,12,0,302,3,6,19,13,40,30,8,0,0,124,0,13,41,15,39,15,4,0,0,124,0,0,0,3,10,6,4,0,0,28,4,3,0,8,0,4,0,0,0,23,0,9,14,12,14,11,0,3,0,65,0,0,0,0,0,0,0,0,0,0,299,468,835,701,697,430,159,68,50,3707,318,490,857,711,706,434,169,70,45,3797,18728,12033,23137,16553,12171,9884,5928,3346,1584,103360
SED10066,15573,9776,11244,10610,9337,8641,6426,3017,1326,75945,14,14,5,10,6,6,7,3,0,73,353,421,453,295,233,218,237,156,76,2447,3,6,13,21,3,14,0,3,0,69,11,18,28,9,26,16,10,8,3,128,0,10,4,0,3,3,0,0,0,18,3,0,8,3,4,4,3,0,0,26,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,9,3,10,8,0,0,0,39,0,0,0,0,0,0,0,0,0,0,372,465,515,331,282,268,255,169,82,2734,384,482,523,343,287,268,261,172,87,2809,15963,10261,11766,10949,9623,8910,6686,3184,1414,78756
SED10067,13166,7238,6001,8947,10088,9025,7323,4139,2487,68415,5,9,6,10,14,10,3,6,10,67,184,215,252,191,179,203,171,118,98,1600,12,9,17,13,13,22,20,7,0,106,0,7,10,13,28,15,19,4,3,100,0,13,0,5,10,6,5,0,0,38,3,0,9,4,3,8,6,3,0,31,3,0,3,3,0,0,0,0,0,18,0,0,0,0,3,0,0,0,0,9,0,0,3,0,3,4,3,0,0,13,0,0,0,0,0,0,0,0,0,0,202,245,291,224,238,249,228,137,99,1916,208,252,296,233,251,261,232,145,109,1983,13374,7488,6298,9184,10339,9284,7556,4285,2595,70402
SED10068,11293,6276,5609,7052,8897,9945,10578,6364,2678,68688,20,18,10,4,7,13,21,13,6,114,249,390,406,288,433,572,655,309,113,3410,26,17,16,32,42,113,233,93,13,594,34,39,49,39,51,81,50,22,7,378,0,0,3,7,8,11,31,16,0,77,0,0,4,0,16,7,10,12,0,54,0,0,0,3,4,24,31,10,0,75,0,4,8,0,0,7,0,0,0,20,6,3,12,7,11,21,49,18,0,118,0,0,0,0,0,0,0,0,0,3,317,461,496,375,558,838,1064,463,136,4717,336,482,506,382,569,851,1086,479,142,4829,11629,6757,6121,7426,9468,10791,11663,6843,2825,73515
SED10069,12213,7220,6104,7413,8925,9334,9168,4813,1742,66933,10,24,13,11,11,15,11,15,0,114,276,388,415,287,339,491,431,228,64,2916,6,7,30,14,19,66,121,39,7,317,8,30,49,31,50,42,40,7,3,259,0,7,6,3,8,20,22,3,0,71,4,4,7,4,3,3,13,0,0,46,0,0,3,3,6,24,5,3,0,41,0,7,3,3,0,3,0,0,0,14,9,3,12,23,13,20,12,12,0,109,0,0,0,0,0,0,0,0,0,0,314,451,525,359,447,677,638,293,73,3783,324,473,542,377,452,689,649,314,78,3898,12540,7691,6642,7793,9379,10021,9818,5123,1824,70829
SED10070,16262,9880,11178,11762,9806,9097,6792,3368,1364,79510,10,14,11,6,13,10,10,0,3,76,203,178,313,229,171,163,140,162,67,1627,5,3,9,17,21,5,6,0,0,73,6,10,24,26,3,15,11,0,0,88,0,0,4,4,5,0,0,0,0,18,0,5,9,3,5,4,9,0,0,30,0,0,0,0,4,0,12,0,0,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,214,196,365,283,213,184,176,163,72,1861,222,213,376,291,222,195,188,165,74,1938,16483,10091,11551,12053,10028,9292,6981,3529,1435,81441
SED10071,21943,11225,13123,16348,11331,7625,4321,1544,453,87908,9,3,20,11,7,7,0,4,0,66,160,189,229,143,108,122,121,71,20,1161,0,0,5,4,6,3,0,3,0,29,3,8,6,7,16,7,12,0,0,63,0,3,3,3,0,3,0,3,0,15,0,0,3,0,3,0,4,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,4,0,3,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,168,202,256,165,126,137,141,77,20,1296,177,206,273,177,137,143,142,78,21,1359,22118,11427,13400,16525,11469,7770,4462,1629,471,89270
SED10072,13227,10308,17008,12054,10156,8211,6407,4179,2008,83562,10,14,33,12,13,11,13,10,4,115,212,230,450,260,274,200,186,130,80,2024,3,3,54,23,30,16,11,3,0,137,5,18,31,15,34,16,11,4,0,125,0,0,10,6,5,5,11,0,0,51,0,14,13,3,11,4,5,0,0,49,0,3,0,12,3,0,3,0,0,16,0,0,0,0,3,3,0,0,0,10,0,3,9,24,4,4,0,0,0,49,0,0,0,0,0,0,0,0,0,0,216,265,569,342,367,250,231,134,83,2461,225,277,601,356,384,259,239,141,85,2580,13457,10589,17616,12408,10534,8475,6647,4325,2092,86138
SED10073,14254,12856,17864,13277,10540,9305,6209,3847,2061,90215,13,18,13,15,7,8,12,3,8,98,115,357,452,219,234,241,193,122,86,2025,10,24,52,89,92,44,13,3,0,326,0,13,45,39,64,34,13,0,0,207,0,3,11,21,11,9,6,3,0,56,4,0,20,11,31,14,0,0,0,83,0,0,0,3,3,6,0,0,0,18,0,6,0,3,0,0,0,0,0,7,0,15,13,13,7,15,9,0,3,78,0,0,0,0,0,0,0,0,0,0,133,415,593,395,433,364,230,138,91,2803,145,436,609,413,443,377,237,141,100,2901,14402,13297,18468,13685,10990,9684,6446,3987,2165,93121
SED10074,16900,8817,13515,12976,9762,8379,6663,3653,1553,82227,5,13,11,4,6,8,7,9,0,70,423,320,504,375,292,307,278,243,149,2907,7,10,9,7,7,9,6,5,0,57,0,7,9,4,6,7,11,3,0,49,0,6,3,3,9,3,0,0,0,26,3,3,3,3,0,3,0,0,0,14,0,0,0,3,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,3,3,3,9,3,0,6,0,0,30,0,0,0,0,0,0,0,0,0,0,440,343,531,410,318,327,306,257,154,3095,448,358,547,419,320,340,313,267,157,3164,17348,9169,14061,13399,10085,8715,6976,3924,1710,85387
SED10075,15576,9795,8930,9892,10398,9460,7765,4441,1510,77764,16,21,13,13,3,15,16,17,5,111,307,378,355,239,215,208,163,115,82,2062,0,12,25,0,10,4,10,0,3,64,3,10,9,12,8,10,5,4,0,60,0,0,0,0,0,0,0,0,0,4,0,0,4,4,7,0,3,3,0,23,0,0,0,0,0,6,4,0,0,7,0,0,3,0,0,0,0,0,0,3,4,0,3,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,316,402,389,254,249,231,182,128,84,2235,326,430,404,267,254,246,197,142,88,2350,15904,10220,9332,10159,10650,9707,7961,4578,1597,80113
SED10076,10988,6080,5669,6439,7951,9783,9968,5567,2178,64632,15,21,16,9,13,11,12,10,3,127,286,414,392,357,381,508,438,183,104,3061,6,10,22,14,29,42,50,23,0,199,28,17,24,24,20,26,20,0,0,160,0,3,0,0,8,3,8,0,0,24,0,0,6,7,6,5,0,4,0,28,0,0,0,0,3,18,12,3,0,37,3,0,0,3,0,0,0,0,0,14,14,14,16,16,29,68,39,10,0,207,0,0,0,0,0,0,0,0,0,0,339,461,461,421,474,668,577,227,102,3738,353,490,475,433,492,681,593,236,106,3861,11344,6565,6147,6872,8443,10469,10560,5803,2287,68493
SED10077,13261,14696,20455,11792,10769,8774,5599,3772,1864,90979,6,0,20,10,10,8,3,5,3,64,175,315,484,229,210,200,126,95,61,1899,4,13,21,10,0,9,3,4,0,58,0,15,16,11,10,8,4,3,0,61,0,3,3,0,6,0,0,0,0,17,0,0,6,3,4,4,0,0,0,19,0,0,3,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,6,12,3,3,3,3,0,0,31,0,0,0,0,0,0,0,0,0,0,178,356,541,252,237,223,139,101,61,2101,188,361,558,261,248,234,148,108,67,2166,13446,15057,21011,12057,11012,9006,5750,3880,1929,93146
SED10078,11563,9187,16057,12319,10468,7923,5248,3566,1786,78111,6,13,15,8,14,5,9,5,4,75,166,254,386,243,199,202,152,71,48,1720,3,3,17,11,11,13,4,0,0,69,0,8,14,13,9,5,7,0,4,56,0,0,4,0,0,3,6,0,3,16,0,4,3,4,0,3,0,0,0,18,0,0,3,0,0,3,3,0,0,8,0,3,0,0,0,0,0,0,0,3,0,3,5,0,3,3,4,4,0,28,0,0,0,0,0,0,0,0,0,0,176,277,433,279,221,230,171,80,55,1924,178,287,446,289,236,237,185,82,58,1997,11736,9474,16501,12601,10702,8160,5431,3646,1843,80107
SED10079,12075,7897,6320,7410,9155,9288,8520,5105,1826,67600,14,20,9,9,17,9,9,10,3,103,248,323,306,212,216,222,228,133,67,1960,6,0,5,4,6,13,9,0,0,42,5,9,4,11,9,24,8,7,0,80,3,0,3,0,0,0,6,0,0,12,0,4,0,3,8,3,0,0,0,21,0,0,0,0,0,0,9,0,0,8,3,0,0,0,0,0,0,0,0,9,4,0,5,3,0,3,3,0,0,23,0,0,0,0,0,0,0,0,0,0,267,338,333,234,240,274,265,143,71,2160,285,358,339,239,257,284,272,158,75,2260,12354,8256,6661,7651,9419,9566,8796,5259,1899,69864
SED10080,6048,12899,31530,16224,10169,7846,5475,2443,1133,93772,4,78,40,23,13,11,18,5,5,183,198,1528,2342,1446,1594,1184,806,344,158,9605,44,261,866,1238,1328,646,194,41,6,4632,108,327,627,643,804,502,223,70,0,3304,17,71,174,160,207,152,120,23,0,921,114,144,263,287,331,187,72,28,3,1428,0,14,41,44,62,75,37,9,0,282,0,34,32,20,36,15,5,0,0,148,17,49,165,163,162,92,54,22,3,716,0,0,0,0,3,0,0,0,0,3,495,2431,4514,4004,4519,2868,1508,537,167,21046,495,2511,4557,4027,4526,2876,1529,545,177,21235,6547,15413,36084,20246,14699,10723,7004,2989,1303,115007
SED10081,15026,8089,8596,8409,9310,9368,7452,4464,1817,72532,20,22,21,8,16,12,9,10,9,135,488,617,522,340,409,440,360,188,56,3430,4,15,26,16,25,44,58,13,0,195,23,36,43,43,48,64,64,16,0,341,0,0,7,3,15,16,18,0,0,58,0,3,0,4,5,7,5,3,0,29,0,0,3,0,5,7,6,0,0,24,4,3,5,0,0,0,0,0,0,12,0,0,5,0,0,0,5,0,0,18,0,0,0,0,0,0,0,0,0,0,526,677,614,403,503,587,522,227,59,4121,550,702,634,412,517,602,532,235,64,4253,15576,8793,9232,8820,9834,9970,7987,4700,1879,76782
SED10082,13319,7766,6407,8358,9552,9285,7846,4666,2248,69434,4,8,6,3,11,8,7,10,3,71,240,297,312,208,189,240,161,82,61,1785,12,12,15,20,19,12,20,9,0,120,16,10,21,25,14,17,17,5,0,133,14,0,7,14,7,0,7,4,0,63,3,6,13,13,16,10,3,0,0,68,0,5,0,0,7,5,4,0,0,17,0,0,0,0,3,0,4,0,0,7,13,4,10,12,4,3,3,0,0,44,0,0,0,0,0,0,3,0,0,3,308,336,383,290,268,286,223,102,58,2248,316,345,386,297,278,294,230,113,65,2324,13627,8111,6793,8652,9827,9581,8072,4779,2313,71756
SED10083,13336,8122,7864,8528,9217,8944,7106,4194,2378,69690,16,18,17,5,17,8,9,8,8,101,249,328,340,203,226,221,177,101,42,1881,14,4,7,12,22,15,14,5,0,91,17,11,19,13,20,26,13,3,3,124,0,0,0,0,0,4,7,0,0,18,4,0,0,0,3,9,3,0,0,19,0,0,0,0,3,3,0,0,0,12,0,0,0,3,0,0,3,0,0,6,7,0,4,7,3,5,3,0,0,32,0,0,0,0,0,0,0,0,0,0,286,346,374,232,281,286,219,117,46,2180,303,360,387,243,294,290,228,117,53,2280,13641,8478,8249,8772,9511,9232,7336,4317,2431,71972
SED10084,12229,7027,6479,8189,9239,10312,9592,6254,2929,72243,18,9,7,3,14,24,15,9,7,111,201,260,267,231,280,412,545,285,85,2568,26,11,34,34,71,170,488,231,41,1097,141,226,170,178,216,276,250,82,17,1553,11,3,4,9,15,31,89,61,7,228,3,9,3,3,7,16,12,4,0,65,3,0,3,0,16,29,58,36,11,158,0,0,3,0,0,3,3,0,0,18,3,3,4,3,6,14,29,8,0,70,0,0,0,0,0,0,0,0,0,0,386,517,490,453,605,946,1477,712,168,5756,404,530,500,460,623,966,1487,727,168,5868,12632,7553,6980,8644,9859,11275,11081,6976,3104,78107
SED10085,15015,8146,8212,8872,10174,9242,6818,3683,1377,71545,24,29,26,8,15,24,10,5,0,144,263,492,484,315,340,412,290,135,52,2781,13,34,15,5,9,17,19,9,0,125,24,89,64,33,46,47,36,12,0,345,0,13,7,3,9,4,7,5,0,53,3,10,14,4,5,3,5,3,0,48,0,9,0,0,0,5,5,0,0,26,3,9,11,3,0,0,0,0,0,20,0,9,4,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,297,659,598,369,408,498,367,163,51,3409,319,689,623,380,419,519,377,164,55,3554,15337,8840,8839,9253,10591,9758,7199,3849,1432,75096
SED10086,12503,7505,15459,12135,9405,7452,6406,3470,1867,76201,8,12,12,3,3,3,7,4,3,56,290,376,461,267,241,221,202,112,52,2229,9,13,63,36,37,13,34,4,0,211,6,15,33,23,32,31,23,9,3,175,3,3,3,10,13,19,11,4,0,60,3,7,20,11,13,11,4,0,0,72,0,8,0,0,0,8,5,0,0,15,0,0,3,3,0,0,0,0,0,10,0,5,3,3,13,9,13,4,0,48,0,0,0,0,0,0,0,0,0,0,307,434,587,364,347,304,286,132,61,2821,318,448,600,364,356,303,289,135,64,2874,12817,7953,16064,12502,9756,7761,6695,3600,1934,79073
SED10087,15009,9922,9340,8644,8900,8634,6144,3654,1702,71950,26,15,20,12,16,12,4,9,10,117,304,1278,559,374,328,331,245,128,100,3653,14,262,94,60,73,43,28,8,0,578,20,227,103,61,24,34,16,6,0,491,0,51,28,12,10,4,9,0,0,117,5,36,18,12,3,4,8,3,0,91,3,32,5,4,6,6,5,0,0,69,0,17,5,3,7,0,0,0,0,39,5,51,33,20,28,21,8,0,0,166,0,0,0,0,0,0,0,0,0,0,354,1953,856,547,481,434,318,152,101,5201,377,1976,880,556,494,452,324,160,108,5325,15381,11895,10216,9201,9399,9083,6466,3814,1812,77276
SED10088,15524,8834,8844,11588,11427,8121,6011,4008,1987,76341,6,9,12,4,8,6,10,0,7,63,165,192,285,174,182,149,115,52,31,1346,3,6,14,5,10,5,6,6,0,47,3,3,3,11,16,19,9,7,4,75,0,7,4,0,3,4,0,0,0,18,0,4,0,3,0,8,5,6,0,22,0,0,0,0,0,3,3,0,0,8,0,0,0,3,0,0,0,0,0,5,0,0,0,0,3,8,0,0,0,14,0,0,0,0,0,0,0,0,0,0,174,212,308,198,216,188,143,67,33,1547,176,216,325,205,225,201,153,67,42,1605,15703,9055,9169,11789,11650,8321,6160,4077,2028,77950
SED10089,14278,12140,10737,9597,9181,8486,6577,3933,2137,77073,12,28,11,10,9,6,11,11,3,102,356,781,520,373,363,381,361,249,165,3552,0,9,7,12,11,11,9,3,0,56,6,14,13,14,15,22,11,3,3,108,0,3,4,0,3,0,3,0,0,14,0,0,4,5,3,7,3,0,0,27,0,3,0,0,0,3,4,6,0,18,0,0,3,0,4,0,0,0,0,10,0,0,6,0,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,372,819,561,404,403,426,395,259,164,3794,377,848,569,415,415,432,405,269,166,3897,14661,12986,11307,10011,9591,8921,6981,4204,2308,80969
SED10090,15761,8742,12741,13884,11065,8336,6165,3176,1810,81680,0,8,4,0,11,10,9,8,0,51,156,185,361,216,181,188,166,93,66,1610,7,10,31,34,28,22,18,5,5,157,3,16,23,34,39,32,23,8,3,178,0,3,6,5,10,12,3,0,0,46,0,3,10,8,6,18,7,4,0,63,0,0,0,0,3,5,3,0,0,16,0,0,0,0,0,0,0,0,0,4,0,8,3,3,6,9,10,0,0,44,0,0,0,0,0,0,0,0,0,0,162,231,431,312,269,287,238,107,73,2114,167,237,441,316,281,294,249,113,72,2162,15927,8981,13184,14197,11350,8626,6410,3289,1885,83843
SED10091,14721,8452,7422,8787,9766,9015,7542,4062,1542,71316,21,19,11,9,10,3,11,9,0,90,247,359,303,212,214,235,213,132,59,1973,0,5,10,6,14,12,19,10,0,81,8,6,8,7,13,20,20,4,0,82,0,3,5,0,0,4,0,0,0,15,0,3,5,0,4,3,4,0,0,17,0,0,3,3,3,7,0,4,0,12,0,3,0,0,0,0,0,0,0,8,0,6,0,4,3,11,3,3,0,32,0,0,0,0,0,0,0,0,0,0,254,386,337,240,252,280,258,154,58,2225,279,403,342,244,265,281,272,166,67,2312,14998,8851,7767,9032,10030,9299,7816,4227,1601,73629
SED10092,12484,12418,11740,9240,9782,9197,7112,5010,2147,79128,12,15,18,5,21,18,13,6,5,113,291,742,654,401,368,325,288,216,129,3417,3,26,51,17,16,20,14,10,0,159,5,22,37,17,25,27,14,8,0,158,3,4,4,13,4,7,8,0,0,40,7,3,8,14,9,8,5,0,0,53,0,0,5,0,3,12,3,3,0,27,0,0,0,4,0,0,0,0,0,10,3,21,26,13,15,4,5,0,0,82,0,0,0,0,0,0,0,0,0,0,312,812,788,472,451,399,331,241,129,3929,328,829,803,481,465,410,343,248,135,4045,12810,13250,12543,9723,10245,9610,7459,5261,2277,83174
SED10093,15065,9151,8156,9100,9542,8690,7348,4642,2119,73807,18,15,10,7,15,11,17,6,8,106,296,422,387,294,247,241,242,147,114,2383,4,0,9,3,3,10,3,3,0,40,17,8,16,17,23,14,8,0,0,99,0,7,0,0,0,0,6,0,0,11,0,3,4,3,0,3,3,0,0,17,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,3,9,7,7,8,0,0,0,34,0,0,0,0,0,0,0,0,0,0,318,442,425,322,275,278,269,155,112,2602,335,462,431,332,291,290,287,153,120,2702,15401,9611,8590,9435,9828,8976,7628,4801,2238,76510
SED19494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED19797,37,25,32,32,49,73,108,39,10,409,0,0,0,0,0,0,0,0,0,0,209,126,125,165,232,377,429,194,39,1894,42,25,27,45,76,109,118,41,4,474,3,5,8,8,5,18,17,7,3,82,28,7,14,18,18,34,40,17,3,180,4,6,9,8,6,21,8,5,0,72,12,8,4,14,8,23,20,17,0,94,0,3,8,0,3,3,0,3,0,17,11,3,11,6,5,3,9,9,0,62,0,0,0,0,0,0,0,0,0,0,304,187,208,265,353,575,642,294,46,2869,304,187,208,265,353,575,642,294,46,2869,342,211,237,290,404,649,753,335,56,3279
