SED_CODE_2016,FOL_Korean_NS,FOL_Korean_Tot,FOL_Macedonian_SEO,FOL_Macedonian_SOLSE_VWorW,FOL_Macedonian_SOLSE_NWorNAA,FOL_Macedonian_SOLSE_Tot,FOL_Macedonian_NS,FOL_Macedonian_Tot,FOL_Maltese_SEO,FOL_Maltese_SOLSE_VWorW,FOL_Maltese_SOLSE_NWorNAA,FOL_Maltese_SOLSE_Tot,FOL_Maltese_NS,FOL_Maltese_Tot,FOL_Persian_ED_SEO,FOL_Persian_ED_SOLSE_VWorW,FOL_Persian_ED_SOLSE_NWorNAA,FOL_Persian_ED_SOLSE_Tot,FOL_Persian_ED_NS,FOL_Persian_ED_Tot,FOL_Polish_SEO,FOL_Polish_SOLSE_VWorW,FOL_Polish_SOLSE_NWorNAA,FOL_Polish_SOLSE_Tot,FOL_Polish_NS,FOL_Polish_Tot,FOL_Russian_SEO,FOL_Russian_SOLSE_VWorW,FOL_Russian_SOLSE_NWorNAA,FOL_Russian_SOLSE_Tot,FOL_Russian_NS,FOL_Russian_Tot,FOL_Samoan_SEO,FOL_Samoan_SOLSE_VWorW,FOL_Samoan_SOLSE_NWorNAA,FOL_Samoan_SOLSE_Tot,FOL_Samoan_NS,FOL_Samoan_Tot,FOL_Serbian_SEO,FOL_Serbian_SOLSE_VWorW,FOL_Serbian_SOLSE_NWorNAA,FOL_Serbian_SOLSE_Tot,FOL_Serbian_NS,FOL_Serbian_Tot,FOL_SAL_Filipino_SEO,FOL_SAL_Filipino_SOLSE_VWorW,FOL_SAL_Filipin_SOLSE_NWorNAA,FOL_SAL_Filipino_SOLSE_Tot,FOL_SAL_Filipino_NS,FOL_SAL_Filipino_Tot,FOL_SAL_Indonesian_SEO,FOL_SAL_Indonesia_SOLSE_VWorW,FOL_SAL_Indones_SOLSE_NWorNAA,FOL_SAL_Indonesian_SOLSE_Tot,FOL_SAL_Indonesian_NS,FOL_SAL_Indonesian_Tot,FOL_SAL_Tagalog_SEO,FOL_SAL_Tagalog_SOLSE_VWorW,FOL_SAL_Tagalog_SOLSE_NWorNAA,FOL_SAL_Tagalog_SOLSE_Tot,FOL_SAL_Tagalog_NS,FOL_SAL_Tagalog_Tot,FOL_SAL_Oth_SEO,FOL_SAL_Oth_SOLSE_VWorW,FOL_SAL_Oth_SOLSE_NWorNAA,FOL_SAL_Oth_SOLSE_Tot,FOL_SAL_Oth_NS,FOL_SAL_Oth_Tot,FOL_SAL_Tot_SEO,FOL_SAL_Tot_SOLSE_VWorW,FOL_SAL_Tot_SOLSE_NWorNAA,FOL_SAL_Tot_SOLSE_Tot,FOL_SAL_Tot_NS,FOL_SAL_Tot_Tot,FOL_Spanish_SEO,FOL_Spanish_SOLSE_VWorW,FOL_Spanish_SOLSE_NWorNAA,FOL_Spanish_SOLSE_Tot,FOL_Spanish_NS,FOL_Spanish_Tot,FOL_Tamil_SEO,FOL_Tamil_SOLSE_VWorW,FOL_Tamil_SOLSE_NWorNAA,FOL_Tamil_SOLSE_Tot,FOL_Tamil_NS,FOL_Tamil_Tot,FOL_Thai_SEO,FOL_Thai_SOLSE_VWorW,FOL_Thai_SOLSE_NWorNAA,FOL_Thai_SOLSE_Tot,FOL_Thai_NS,FOL_Thai_Tot,FOL_Turkish_SEO,FOL_Turkish_SOLSE_VWorW,FOL_Turkish_SOLSE_NWorNAA,FOL_Turkish_SOLSE_Tot,FOL_Turkish_NS,FOL_Turkish_Tot,FOL_Vietnamese_SEO,FOL_Vietnamese_SOLSE_VWorW,FOL_Vietnamese_SOLSE_NWorNAA,FOL_Vietnamese_SOLSE_Tot,FOL_Vietnamese_NS,FOL_Vietnamese_Tot,FOL_Oth_SEO,FOL_Oth_SOLSE_VWorW,FOL_Oth_SOLSE_NWorNAA,FOL_Oth_SOLSE_Tot,FOL_Oth_NS,FOL_Oth_Tot,FOL_Tot_SEO,FOL_Tot_SOLSE_VWorW,FOL_Tot_SOLSE_NWorNAA,FOL_Tot_SOLSE_Tot,FOL_Tot_NS,FOL_Tot_Tot,F_LSatH_NS_SEO,F_LSatH_NS_SOLSE_VWorW,F_LSatH_NS_SOLSE_NWorNAA,F_LSatH_NS_SOLSE_Tot,F_LSatH_NS_NS,F_LSatH_NS_Tot,F_Tot_SEO,F_Tot_SOLSE_VWorW,F_Tot_SOLSE_NWorNAA,F_Tot_SOLSE_Tot,F_Tot_NS,F_Tot_Tot,PSEO_SEO,PSEO_SOLSE_VWorW,PSEO_SOLSE_NWorNAA,PSEO_SOLSE_Tot,PSEO_NS,PSEO_Tot,POL_Afrikaans_SEO,POL_Afrikaans_SOLSE_VWorW,POL_Afrikaans_SOLSE_NWorNAA,POL_Afrikaans_SOLSE_Tot,POL_Afrikaans_NS,POL_Afrikaans_Tot,POL_Arabic_SEO,POL_Arabic_SOLSE_VWorW,POL_Arabic_SOLSE_NWorNAA,POL_Arabic_SOLSE_Tot,POL_Arabic_NS,POL_Arabic_Tot,POL_AIndLng_SEO,POL_AIndLng_SOLSE_VWorW,POL_AIndLng_SOLSE_NWorNAA,POL_AIndLng_SOLSE_Tot,POL_AIndLng_NS,POL_AIndLng_Tot,POL_CL_Cantones_SEO,POL_CL_Cantones_SOLSE_VWorW,POL_CL_Cantones_SOLSE_NWorNAA,POL_CL_Cantones_SOLSE_Tot,POL_CL_Cantones_NS,POL_CL_Cantones_Tot,POL_CL_Mandarin_SEO,POL_CL_Mandarin_SOLSE_VWorW,POL_CL_Mandarin_SOLSE_NWorNAA,POL_CL_Mandarin_SOLSE_Tot,POL_CL_Mandarin_NS,POL_CL_Mandarin_Tot,POL_CL_Oth_SEO,POL_CL_Oth_SOLSE_VWorW,POL_CL_Oth_SOLSE_NWorNAA,POL_CL_Oth_SOLSE_Tot,POL_CL_Oth_NS,POL_CL_Oth_Tot,POL_CL_Tot_SEO,POL_CL_Tot_SOLSE_VWorW,POL_CL_Tot_SOLSE_NWorNAA,POL_CL_Tot_SOLSE_Tot,POL_CL_Tot_NS,POL_CL_Tot_Tot,POL_Croatian_SEO,POL_Croatian_SOLSE_VWorW,POL_Croatian_SOLSE_NWorNAA,POL_Croatian_SOLSE_Tot,POL_Croatian_NS,POL_Croatian_Tot,POL_Dutch_SEO,POL_Dutch_SOLSE_VWorW,POL_Dutch_SOLSE_NWorNAA,POL_Dutch_SOLSE_Tot,POL_Dutch_NS,POL_Dutch_Tot,POL_French_SEO,POL_French_SOLSE_VWorW,POL_French_SOLSE_NWorNAA,POL_French_SOLSE_Tot,POL_French_NS,POL_French_Tot,POL_German_SEO,POL_German_SOLSE_VWorW,POL_German_SOLSE_NWorNAA,POL_German_SOLSE_Tot,POL_German_NS,POL_German_Tot
SED10011,0,47,..,3,0,3,0,3,..,25,0,25,0,25,..,10,0,13,0,13,..,87,4,89,0,89,..,73,3,73,0,77,..,3,0,3,0,3,..,12,0,12,0,12,..,31,0,31,0,31,..,51,0,48,0,55,..,59,3,60,0,60,..,20,0,20,0,20,..,159,3,164,0,163,..,194,11,209,5,210,..,10,0,10,0,10,..,69,6,74,0,75,..,8,0,8,0,8,..,53,0,53,0,53,..,378,54,428,0,430,..,2175,183,2362,13,2373,..,80,8,87,1596,1685,32918,2254,193,2446,1613,36980,63636,..,..,..,..,63636,..,36,0,36,0,36,..,110,11,113,0,113,..,23,0,23,0,23,..,99,29,131,0,131,..,216,43,260,3,259,..,15,8,22,0,22,..,330,73,404,3,408,..,64,10,71,0,71,..,152,3,159,0,159,..,212,3,217,0,221,..,392,6,394,0,396
SED10012,0,19,..,195,53,255,3,258,..,67,3,69,0,69,..,43,18,60,0,60,..,115,28,143,3,143,..,54,77,131,0,136,..,522,47,573,14,588,..,779,295,1074,4,1076,..,128,11,138,0,138,..,58,16,72,0,72,..,259,11,264,6,275,..,45,15,58,0,56,..,483,51,538,8,544,..,733,214,947,11,958,..,18,8,29,0,29,..,201,144,348,6,352,..,123,35,153,0,153,..,6429,5514,11939,78,12016,..,4105,2139,6246,99,6342,..,19443,11561,31004,285,31290,..,97,45,141,1559,1701,8655,19542,11605,31147,1844,41646,18336,..,..,..,..,18336,..,5,0,5,0,5,..,2631,767,3399,30,3427,..,3,0,3,0,3,..,2732,1964,4698,32,4724,..,1330,1092,2418,24,2443,..,1122,574,1696,14,1707,..,5180,3634,8811,67,8882,..,854,305,1160,8,1168,..,12,0,12,0,12,..,91,14,104,3,103,..,85,3,89,0,89
SED10013,0,35,..,62,5,70,0,70,..,229,13,250,10,254,..,50,3,59,0,59,..,113,11,120,0,125,..,65,6,69,0,69,..,99,3,100,0,100,..,215,19,233,9,246,..,66,0,65,0,69,..,42,3,49,0,49,..,159,3,167,3,167,..,18,0,25,0,25,..,296,10,306,5,309,..,516,56,570,7,581,..,27,0,29,0,29,..,80,14,96,0,96,..,62,6,69,0,69,..,130,33,164,4,171,..,883,160,1043,19,1060,..,6111,972,7084,81,7163,..,113,9,125,2016,2142,35609,6226,979,7207,2096,44913,70145,..,..,..,..,70145,..,122,3,119,0,125,..,1461,174,1638,14,1654,..,3,0,3,0,3,..,366,270,637,4,644,..,370,161,535,3,542,..,33,15,51,0,54,..,777,443,1224,13,1232,..,423,56,481,3,484,..,64,0,68,0,68,..,160,9,170,3,174,..,198,3,198,5,204
SED10014,0,49,..,78,8,84,0,86,..,43,0,40,0,40,..,46,14,62,0,62,..,116,16,134,0,135,..,91,28,116,0,116,..,730,58,792,17,810,..,85,10,92,0,93,..,240,12,248,0,248,..,140,10,151,0,156,..,509,19,526,8,536,..,78,0,82,0,85,..,975,44,1010,11,1024,..,599,104,706,11,716,..,64,0,66,0,66,..,108,40,148,3,151,..,26,9,35,0,35,..,190,97,290,0,290,..,1365,362,1730,28,1761,..,7839,1400,9236,100,9341,..,102,20,122,2380,2502,28488,7941,1414,9360,2481,40331,55991,..,..,..,..,55991,..,90,0,90,0,90,..,2152,383,2532,11,2547,..,21,0,21,7,27,..,231,96,328,3,333,..,379,165,549,4,554,..,40,13,54,3,55,..,649,277,928,10,943,..,221,21,244,0,246,..,48,0,48,0,48,..,203,3,211,0,211,..,141,4,147,0,147
SED10015,9,1099,..,124,26,153,3,158,..,35,5,44,0,44,..,43,0,42,0,42,..,53,6,57,0,57,..,76,10,87,0,87,..,55,3,61,0,61,..,79,8,90,0,90,..,224,12,238,3,241,..,521,104,628,4,638,..,528,22,551,7,555,..,35,0,37,0,37,..,1309,141,1452,15,1463,..,454,78,531,4,538,..,55,5,62,0,60,..,240,78,317,0,317,..,139,30,177,0,176,..,1034,566,1596,16,1609,..,1687,376,2063,53,2124,..,20334,7059,27396,291,27688,..,106,55,155,2302,2458,14323,20444,7109,27554,2594,44467,29153,..,..,..,..,29153,..,20,0,20,0,20,..,6214,893,7109,78,7186,..,16,0,14,0,14,..,2690,1807,4494,21,4514,..,4355,3601,7958,54,8012,..,249,164,411,8,421,..,7295,5571,12870,74,12944,..,149,20,173,0,178,..,34,4,35,0,35,..,233,6,243,0,244,..,122,4,126,0,132
SED10016,3,729,..,8,0,8,0,8,..,141,7,147,0,151,..,547,55,593,9,606,..,136,5,141,4,140,..,121,9,127,0,127,..,5,0,7,0,7,..,79,10,89,0,89,..,270,3,273,0,274,..,216,23,233,0,232,..,418,8,423,0,427,..,29,0,29,0,29,..,926,30,961,4,958,..,336,39,372,0,371,..,276,11,287,0,287,..,67,22,89,0,91,..,85,5,89,0,89,..,106,27,131,0,131,..,862,125,982,6,995,..,10353,1735,12092,85,12177,..,86,8,94,1099,1191,27109,10441,1742,12189,1181,40477,54241,..,..,..,..,54241,..,417,8,422,3,422,..,1333,94,1420,9,1433,..,0,0,0,0,0,..,1562,382,1937,9,1946,..,2927,1116,4046,29,4077,..,173,37,213,0,213,..,4657,1537,6195,37,6241,..,299,28,326,3,330,..,119,0,119,0,119,..,153,3,156,0,163,..,226,3,232,0,232
SED10017,0,21,..,17,4,20,0,20,..,4,0,4,0,4,..,7,0,5,0,11,..,37,7,39,0,39,..,6,0,6,0,6,..,13,0,13,0,13,..,5,0,11,0,11,..,36,0,36,0,40,..,8,0,8,0,8,..,63,4,65,0,65,..,11,0,13,0,13,..,121,8,128,0,126,..,21,3,21,4,28,..,22,5,27,0,27,..,61,11,71,0,74,..,4,0,4,0,4,..,12,3,20,0,19,..,152,44,191,10,204,..,955,145,1104,24,1127,..,67,6,73,2347,2425,35132,1022,147,1173,2377,38684,68891,..,..,..,..,68891,..,49,0,51,0,49,..,49,4,58,0,58,..,30,0,30,0,26,..,48,16,66,0,66,..,79,26,105,0,105,..,10,0,10,0,10,..,139,44,180,0,184,..,21,0,24,0,24,..,45,0,43,0,43,..,38,0,38,0,38,..,90,3,94,3,94
SED10018,0,48,..,204,48,246,0,246,..,7,0,7,0,7,..,4,0,7,0,7,..,62,4,66,0,66,..,24,4,27,0,27,..,25,0,25,0,29,..,30,4,38,0,38,..,38,0,38,0,39,..,31,0,34,0,37,..,60,0,60,0,61,..,15,0,17,0,17,..,150,0,152,4,159,..,77,10,87,0,85,..,26,0,26,0,26,..,57,16,71,0,74,..,9,3,6,0,6,..,31,16,41,0,41,..,261,47,306,8,310,..,1906,271,2176,25,2194,..,84,3,89,1399,1495,33368,1994,272,2266,1422,37059,65022,..,..,..,..,65022,..,57,0,55,0,55,..,62,4,62,0,62,..,8,0,8,0,8,..,145,56,204,0,204,..,194,47,240,0,240,..,18,8,26,0,25,..,356,116,469,3,469,..,34,0,42,0,42,..,68,4,69,0,69,..,104,3,113,0,112,..,202,6,212,4,214
SED10019,0,6,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,11,0,11,0,11,..,0,0,3,3,5,..,0,0,0,0,0,..,45,0,48,0,48,..,14,0,17,0,17,..,71,3,78,0,75,..,14,0,14,0,14,..,156,6,160,3,160,..,33,0,34,0,38,..,5,0,7,0,7,..,31,4,38,0,38,..,3,0,3,0,3,..,9,3,16,0,16,..,102,15,116,6,127,..,727,74,802,32,830,..,96,5,101,2569,2668,33542,826,79,903,2597,37036,66411,..,..,..,..,66411,..,30,0,26,0,26,..,12,3,11,0,11,..,85,0,85,5,86,..,57,32,89,3,87,..,55,26,86,4,86,..,4,0,4,0,4,..,112,57,174,7,179,..,3,0,3,0,3,..,77,3,80,4,81,..,54,0,54,0,54,..,111,0,113,3,115
SED10020,0,15,..,5,0,4,0,4,..,7,0,7,0,7,..,6,14,26,0,26,..,32,0,33,0,33,..,27,0,31,0,31,..,7,0,7,0,7,..,8,0,11,0,11,..,53,0,53,0,53,..,19,0,22,0,22,..,75,4,83,0,78,..,26,0,26,0,26,..,176,3,179,0,184,..,94,7,110,0,108,..,12,0,12,0,12,..,64,9,74,0,74,..,3,0,3,0,3,..,29,12,37,3,41,..,495,268,760,19,779,..,2264,577,2843,57,2898,..,137,10,148,2551,2701,32028,2401,586,2989,2611,37629,62254,..,..,..,..,62254,..,56,0,62,0,62,..,133,17,152,0,152,..,50,0,50,0,50,..,65,35,102,3,102,..,128,94,223,8,234,..,21,8,28,3,31,..,213,137,354,9,361,..,17,0,25,0,25,..,100,4,101,0,102,..,155,6,160,3,165,..,305,10,309,11,322
SED10021,0,152,..,21,3,19,0,19,..,20,0,22,3,28,..,54,0,57,0,57,..,163,18,181,5,184,..,604,113,714,0,718,..,3,0,3,0,3,..,71,8,74,4,78,..,86,0,85,0,85,..,140,11,149,4,148,..,147,3,154,5,152,..,52,0,53,0,53,..,421,18,434,6,445,..,641,72,716,6,720,..,24,0,24,0,28,..,131,32,161,0,161,..,34,8,43,0,43,..,108,21,127,0,127,..,1545,131,1676,24,1700,..,8297,959,9255,89,9340,..,113,9,119,3710,3828,30258,8413,963,9378,3797,43426,58380,..,..,..,..,58380,..,81,0,81,0,81,..,359,32,387,0,390,..,3,0,3,0,3,..,661,122,782,0,783,..,1521,329,1852,6,1859,..,134,34,172,0,172,..,2325,487,2810,6,2817,..,114,11,125,0,125,..,182,13,192,3,194,..,1289,57,1345,14,1356,..,714,26,733,13,751
SED10022,0,16,..,0,0,0,0,0,..,8,0,8,0,8,..,3,0,3,0,3,..,0,0,0,0,0,..,12,0,9,0,9,..,3,0,3,0,3,..,11,0,14,0,16,..,37,0,35,0,33,..,4,0,4,0,7,..,53,3,56,0,56,..,4,0,4,0,9,..,98,3,104,3,102,..,28,5,28,0,28,..,8,0,9,0,9,..,13,3,13,0,13,..,3,0,3,0,3,..,19,11,24,0,24,..,110,26,136,6,141,..,737,157,892,20,912,..,91,3,97,2803,2898,32035,827,155,983,2817,35837,63310,..,..,..,..,63310,..,35,0,38,0,38,..,200,32,236,7,241,..,44,0,44,0,44,..,54,23,78,3,85,..,106,100,203,3,206,..,13,4,17,0,15,..,169,132,299,3,306,..,22,4,23,0,27,..,46,0,46,0,46,..,30,3,41,0,41,..,60,0,62,0,62
SED10023,0,39,..,75,3,77,0,81,..,31,0,31,0,37,..,8,0,8,0,8,..,69,7,73,0,72,..,117,17,138,3,143,..,5,0,5,0,5,..,48,5,52,0,52,..,35,0,35,0,41,..,59,3,65,0,65,..,97,4,100,3,108,..,8,0,8,0,9,..,200,9,209,6,216,..,214,13,235,0,233,..,3,0,3,0,3,..,77,12,96,0,96,..,19,0,19,0,19,..,59,8,73,0,73,..,409,54,469,15,485,..,3200,401,3607,49,3658,..,78,3,79,1662,1742,32155,3277,408,3684,1714,37556,63557,..,..,..,..,63557,..,57,4,57,0,62,..,235,28,262,4,264,..,3,0,3,0,3,..,271,69,342,3,344,..,405,151,558,5,565,..,20,11,25,0,25,..,691,236,926,6,939,..,146,13,160,0,160,..,117,0,115,0,115,..,185,5,191,0,194,..,294,11,301,7,308
SED10024,7,698,..,13,0,10,0,14,..,3,0,7,0,7,..,284,26,312,3,315,..,59,3,69,0,69,..,124,13,134,0,132,..,0,0,0,0,0,..,42,0,42,0,42,..,63,0,63,0,63,..,124,7,129,0,129,..,76,0,75,0,79,..,9,0,9,0,9,..,268,9,278,0,277,..,285,15,308,0,304,..,44,0,47,0,47,..,82,16,100,0,102,..,31,4,32,0,32,..,83,3,85,0,85,..,1027,91,1121,20,1139,..,9110,1742,10854,67,10917,..,108,7,123,1290,1411,27989,9220,1753,10974,1355,40315,55483,..,..,..,..,55483,..,326,4,332,0,334,..,164,14,184,0,182,..,0,0,0,0,0,..,3191,535,3730,19,3742,..,4334,1463,5796,30,5822,..,163,51,210,0,210,..,7688,2050,9734,43,9779,..,133,13,145,0,144,..,199,6,205,5,209,..,433,16,445,6,450,..,528,7,536,5,536
SED10025,10,1386,..,53,5,52,0,52,..,47,0,44,0,44,..,137,20,154,0,155,..,97,13,110,0,107,..,141,11,154,3,154,..,6,0,6,0,6,..,113,8,124,0,124,..,83,0,84,0,84,..,137,10,150,4,156,..,154,3,152,0,155,..,31,0,31,0,31,..,408,15,422,6,429,..,470,40,507,4,517,..,120,3,128,3,126,..,141,35,173,0,171,..,159,25,180,0,179,..,232,39,279,0,279,..,719,145,858,31,894,..,13480,3094,16568,157,16726,..,86,25,110,2202,2315,22812,13563,3115,16680,2358,41854,44562,..,..,..,..,44562,..,66,0,70,0,70,..,1232,197,1431,17,1445,..,0,0,0,0,0,..,2429,527,2955,18,2972,..,5676,1711,7381,51,7431,..,292,89,375,0,381,..,8390,2322,10716,70,10786,..,242,28,274,0,273,..,68,3,74,0,74,..,272,16,292,0,293,..,243,7,247,3,252
SED10026,0,34,..,3,0,3,0,3,..,8,0,8,0,8,..,14,0,14,0,14,..,12,0,12,0,12,..,16,0,16,0,16,..,8,0,8,0,8,..,4,0,4,0,4,..,39,3,39,0,39,..,11,3,11,0,11,..,91,3,95,0,95,..,11,0,11,0,11,..,149,9,164,0,164,..,41,0,40,0,40,..,26,0,26,0,26,..,30,6,37,0,37,..,3,0,3,0,3,..,44,3,45,0,43,..,251,40,300,3,304,..,1350,182,1535,16,1552,..,103,8,113,3143,3249,33936,1450,197,1643,3155,38738,66612,..,..,..,..,66612,..,70,0,70,0,70,..,108,5,114,0,110,..,43,4,46,0,46,..,72,42,117,0,117,..,151,44,199,0,199,..,6,3,5,0,5,..,230,87,322,0,321,..,16,0,17,0,17,..,31,3,30,0,30,..,43,3,41,0,42,..,93,4,95,0,95
SED10027,0,139,..,574,93,662,4,669,..,66,4,71,0,74,..,24,5,28,0,28,..,91,17,107,0,107,..,59,8,73,0,69,..,108,13,122,0,119,..,73,6,82,0,82,..,118,5,116,0,116,..,254,34,288,0,288,..,215,3,224,3,224,..,38,7,44,0,39,..,626,48,670,5,674,..,287,39,327,0,329,..,35,0,39,0,39,..,115,22,140,0,142,..,45,11,54,0,56,..,1711,845,2551,16,2565,..,865,173,1036,22,1062,..,13420,3278,16701,133,16836,..,115,23,138,1560,1703,20931,13532,3299,16835,1695,39467,41459,..,..,..,..,41459,..,31,0,31,0,31,..,7851,1066,8918,82,8999,..,8,0,8,0,8,..,1757,763,2518,16,2525,..,1754,940,2687,8,2700,..,115,39,156,3,158,..,3617,1740,5360,21,5384,..,210,27,232,0,232,..,30,0,30,0,30,..,194,3,200,0,202,..,154,3,153,0,156
SED10028,7,2124,..,9,0,8,0,8,..,15,0,15,0,15,..,289,42,339,6,338,..,71,0,74,0,74,..,136,22,151,0,151,..,8,0,8,0,8,..,29,6,35,0,35,..,119,3,122,0,127,..,223,17,243,3,244,..,155,0,155,0,153,..,40,0,40,0,41,..,532,22,552,3,558,..,243,16,265,3,264,..,552,26,580,6,585,..,74,15,95,0,95,..,44,6,49,0,49,..,175,21,195,3,196,..,928,121,1048,23,1071,..,15079,3386,18459,108,18568,..,73,24,96,1373,1471,21138,15150,3407,18552,1481,41172,41481,..,..,..,..,41481,..,301,0,300,0,300,..,536,47,583,7,583,..,0,0,0,0,0,..,5924,1203,7125,31,7159,..,7820,2551,10366,43,10408,..,428,83,516,4,518,..,14175,3836,18006,74,18081,..,93,10,104,0,99,..,99,0,97,0,97,..,192,8,195,3,198,..,170,3,176,0,177
SED10029,0,32,..,131,45,175,6,181,..,127,13,139,3,145,..,112,82,196,7,199,..,119,25,142,3,143,..,53,18,69,0,68,..,339,34,375,18,396,..,460,147,606,6,616,..,162,6,168,0,169,..,94,12,108,3,110,..,334,14,347,10,352,..,38,6,45,0,45,..,630,44,670,10,687,..,987,336,1318,23,1338,..,37,6,48,0,45,..,160,80,238,6,245,..,191,57,244,3,245,..,4731,3593,8319,37,8359,..,5195,3157,8355,88,8448,..,20820,11049,31872,331,32199,..,104,88,189,1861,2052,9821,20931,11133,32062,2189,44074,20282,..,..,..,..,20282,..,6,0,6,0,6,..,8192,2820,11018,128,11139,..,0,0,0,0,0,..,2176,1303,3470,10,3487,..,1278,1101,2377,21,2392,..,787,412,1196,12,1208,..,4239,2807,7047,39,7090,..,554,159,705,9,715,..,26,0,30,0,30,..,86,5,91,0,96,..,119,6,130,3,131
SED10030,0,149,..,3,0,0,0,0,..,42,0,43,0,43,..,12,7,20,0,21,..,57,4,62,0,64,..,106,25,128,0,128,..,13,0,13,0,13,..,27,0,25,0,30,..,83,3,90,0,92,..,49,4,56,0,56,..,144,0,150,3,154,..,26,3,31,0,31,..,309,11,318,3,327,..,221,25,249,3,251,..,27,6,26,0,26,..,118,18,139,0,139,..,20,3,22,0,22,..,48,13,61,0,61,..,497,66,562,11,578,..,2940,489,3426,44,3475,..,98,7,100,2264,2369,32144,3039,491,3529,2307,37976,62756,..,..,..,..,62756,..,73,0,71,0,71,..,137,9,148,0,151,..,22,5,21,0,21,..,203,100,299,0,301,..,470,197,673,5,678,..,21,10,28,0,28,..,699,312,1005,3,1011,..,69,3,72,5,69,..,90,3,87,0,92,..,185,5,190,0,190,..,269,9,276,5,277
SED10031,0,32,..,22,3,25,0,25,..,20,0,20,0,20,..,7,3,10,0,10,..,23,3,24,0,24,..,24,0,24,0,24,..,3,0,3,0,3,..,16,0,17,0,17,..,47,0,45,0,44,..,13,4,13,0,13,..,53,0,53,0,53,..,8,0,8,0,11,..,119,4,122,3,126,..,64,4,71,0,75,..,3,0,3,0,3,..,43,8,47,0,51,..,7,0,7,0,7,..,24,6,33,0,33,..,236,52,281,4,286,..,1389,217,1605,29,1635,..,97,12,111,2364,2469,33915,1489,228,1717,2390,38022,66985,..,..,..,..,66985,..,58,0,55,0,55,..,98,23,123,0,123,..,8,0,8,0,11,..,88,44,136,0,133,..,173,80,252,5,260,..,17,15,33,0,33,..,282,137,416,8,428,..,87,3,86,8,93,..,93,0,96,0,96,..,101,6,104,0,105,..,217,6,220,6,226
SED10032,3,294,..,21,6,24,0,24,..,236,31,273,6,281,..,439,233,667,10,675,..,91,14,110,0,111,..,92,20,113,0,110,..,146,9,153,6,168,..,123,35,153,3,155,..,330,7,333,3,339,..,145,36,182,3,181,..,593,31,626,8,627,..,61,0,62,0,62,..,1127,69,1200,13,1210,..,421,89,512,6,519,..,771,114,887,7,890,..,103,43,150,0,150,..,750,244,987,12,996,..,438,211,648,3,654,..,3256,948,4206,109,4317,..,22071,5788,27855,322,28175,..,127,67,190,2404,2599,13909,22199,5851,28048,2728,44687,28285,..,..,..,..,28285,..,21,0,21,0,21,..,13331,2575,15911,142,16047,..,0,0,0,0,0,..,1616,1005,2625,9,2637,..,2248,1855,4107,17,4130,..,180,108,279,3,284,..,4044,2970,7009,35,7048,..,589,114,707,3,706,..,15,0,14,0,18,..,176,11,180,4,184,..,75,0,79,0,77
SED10033,0,43,..,82,12,94,3,94,..,259,22,284,5,288,..,20,0,25,0,25,..,40,0,42,0,42,..,13,0,18,0,18,..,6,0,6,0,5,..,31,0,34,0,34,..,49,0,49,0,55,..,17,0,14,0,16,..,83,0,82,3,89,..,5,0,11,0,11,..,156,0,160,4,161,..,115,16,132,0,129,..,10,0,10,0,10,..,39,11,51,0,51,..,7,0,8,0,8,..,36,9,45,0,42,..,229,31,264,6,270,..,2262,293,2555,32,2583,..,89,9,96,2053,2149,32542,2351,296,2656,2083,37280,64646,..,..,..,..,64646,..,94,0,94,0,98,..,377,40,424,0,419,..,15,0,15,5,13,..,153,95,248,0,248,..,190,72,256,3,260,..,18,3,24,0,24,..,363,162,530,3,531,..,160,12,169,4,175,..,114,0,113,0,113,..,119,3,120,0,120,..,228,11,239,0,238
SED10034,0,31,..,122,11,138,0,138,..,22,3,22,0,22,..,19,0,19,0,19,..,76,7,80,0,85,..,144,37,183,0,183,..,9,0,9,0,5,..,27,0,25,0,25,..,62,0,62,0,68,..,75,8,86,0,86,..,79,0,79,0,79,..,17,0,18,0,18,..,233,7,240,0,238,..,264,23,285,0,288,..,17,0,20,0,20,..,65,11,72,0,72,..,18,4,18,0,18,..,56,10,64,0,68,..,422,79,499,27,518,..,3381,471,3853,52,3904,..,87,20,106,1117,1223,33655,3470,487,3959,1168,38782,66492,..,..,..,..,66492,..,94,0,94,0,94,..,351,28,385,0,385,..,4,0,4,0,8,..,341,103,442,6,448,..,505,174,675,3,684,..,34,7,47,0,42,..,875,288,1162,5,1174,..,86,9,90,7,97,..,124,0,127,0,126,..,170,7,178,0,177,..,294,12,309,8,312
