region_id,C11_100_149_Ot_lan_ty,C11_100_149_Lan_typ_ns,C11_100_149_Tot,C11_150_199_REA,C11_150_199_ST_HA,C11_150_199_Pe_no_sa_ho,C11_150_199_H_c_o_c_c_g,C11_150_199_Ot_lan_ty,C11_150_199_Lan_ty_ns,C11_150_199_Tot,C11_200_224_REA,C11_200_224_ST_HA,C11_200_224_Pe_no_sa_ho,C11_200_224_H_c_o_c_c_g,C11_200_224_Ot_lan_ty,C11_200_224_Lan_ty_ns,C11_200_224_Tot,C11_225_274_REA,C11_225_274_ST_HA,C11_225_274_Pe_no_sa_ho,C11_225_274_H_c_o_c_c_g,C11_225_274_Ot_la_typ,C11_225_274_Lan_ty_ns,C11_225_274_Tot,C11_275_349_REA,C11_275_349_ST_HA,C11_275_349_Pe_no_sa_ho,C11_275_349_H_c_o_c_c_g,C11_275_349_Ot_lan_ty,C11_275_349_Lan_ty_ns,C11_275_349_Tot,C11_350_449_REA,C11_350_449_ST_HA,C11_350_449_Pe_no_sa_ho,C11_350_449_H_c_o_c_c_g,C11_350_449_Ot_lan_ty,C11_350_449_Lan_ty_ns,C11_350_449_Tot,C11_450_549_REA,C11_450_549_ST_HA,C11_450_549_Pe_no_sa_ho,C11_450_549_H_c_o_c_c_g,C11_450_549_Oth_lan_typ,C11_450_549_Lan_ty_ns,C11_450_549_Tot,C11_550_649_REA,C11_550_649_ST_HA,C11_550_649_Pe_no_sa_ho,C11_550_649_H_c_o_c_c_g,C11_550_649_Ot_lan_ty,C11_550_649_Lan_ty_ns,C11_550_649_Tot,C11_650_over_REA,C11_650over_ST_HA,C11_650ove_Pe_no_sa_ho,C11_650ov_H_co_op_c_ch_gr,C11_650over_Oth_lan_typ,C11_650over_LLT_NS,C11_650_over_Tot,C11_R_NS_REA,C11_R_NS_ST_HA,C11_R_NS_Pe_no_sa_ho,C11_R_NS_H_co_op_c_ch_gr,C11_R_NS_Oth_lan_typ,C11_R_NS_Land_typ_ns,C11_Rent_not_statd_Tot,C11_Tot_REA,C11_Tot_ST_HA,C11_T_Pe_no_sa_ho,C11_Tot_Ho_co_op_co_ch_gr,C11_Tot_Oth_lan_typ,C11_Tot_LLT_NS,C11_T_T
10402,106,16,759,493,173,367,55,82,11,1181,515,60,287,21,39,9,931,976,100,413,22,67,8,1586,1599,32,503,10,51,10,2205,1114,8,246,3,36,6,1413,218,3,39,0,8,0,268,39,3,5,0,8,0,55,39,4,21,0,24,0,88,75,99,71,32,50,29,356,5177,1258,2389,266,545,259,9894
10501,168,18,950,175,91,172,40,117,3,598,45,17,58,3,28,3,154,62,3,31,0,22,0,118,33,0,12,3,7,0,55,8,3,9,3,8,0,31,3,0,3,0,5,0,11,3,0,0,0,3,0,6,0,3,13,0,6,4,26,16,32,61,23,105,20,257,476,587,846,422,985,327,3643
10502,48,8,516,283,39,149,11,41,0,523,112,5,53,0,11,0,181,58,0,33,4,13,0,108,46,0,19,0,5,0,70,17,0,5,0,0,0,22,3,0,0,0,5,0,8,0,0,0,0,5,0,5,10,0,13,0,5,0,28,14,12,46,0,40,0,112,680,210,635,73,392,99,2089
10503,104,15,1564,928,160,361,52,61,16,1578,476,37,189,8,26,4,740,685,20,212,4,15,4,940,407,20,85,0,12,0,524,180,0,31,5,5,3,224,8,0,8,0,0,0,16,3,0,5,0,0,0,8,18,6,21,0,9,3,57,50,65,89,16,60,18,298,3349,1138,1713,247,488,306,7241
10601,43,4,641,493,178,252,13,74,6,1016,420,48,203,3,63,3,740,1045,59,243,6,55,10,1418,1113,18,184,10,30,4,1359,717,0,86,3,11,0,817,112,3,20,0,8,0,143,20,0,5,0,3,0,28,28,0,16,0,9,5,58,97,70,82,10,54,19,332,4217,1050,1476,83,427,220,7473
10602,41,7,529,324,182,117,14,63,6,706,212,77,119,7,80,0,495,527,109,208,7,48,0,899,1213,47,212,0,34,3,1509,902,3,96,0,6,0,1007,150,0,18,0,0,0,168,10,0,5,0,0,0,15,18,9,11,0,0,0,38,59,67,45,11,19,11,212,3508,1189,976,86,316,82,6157
10603,59,8,488,308,119,170,31,153,0,781,363,64,176,5,217,3,828,923,104,236,3,101,4,1371,1335,10,227,3,40,4,1619,751,0,123,0,15,3,892,132,0,26,0,3,3,164,28,0,9,0,8,0,45,51,3,20,0,4,0,78,73,44,42,25,50,7,241,4058,842,1243,162,710,134,7149
10604,47,12,430,273,123,127,17,46,0,586,188,64,88,10,30,10,390,312,23,95,16,31,0,477,354,11,95,3,33,3,499,312,3,58,0,7,0,380,48,0,5,0,3,0,56,6,0,5,3,0,0,14,17,0,12,0,7,0,36,45,30,54,7,76,8,220,1695,454,761,115,486,199,3710
10701,63,5,882,346,359,179,19,27,7,937,196,140,155,11,17,3,522,483,236,189,5,21,15,949,797,82,281,3,31,7,1201,408,11,112,0,8,4,543,75,4,26,0,0,0,105,22,4,0,0,0,0,26,11,14,10,0,7,0,42,43,124,55,22,17,8,269,2533,2402,1215,119,203,123,6595
10702,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
10703,29,6,586,255,278,171,29,26,10,769,258,102,194,10,23,3,590,555,218,269,14,23,9,1088,1212,74,379,7,38,4,1714,1026,8,244,0,12,7,1297,247,0,42,0,9,0,298,44,0,8,0,3,0,55,42,7,12,0,10,0,71,50,112,45,18,19,11,255,3755,1748,1547,143,211,139,7543
10704,40,5,1058,683,441,353,46,52,17,1592,631,163,246,18,36,7,1101,1327,187,428,22,52,8,2024,2169,196,549,12,40,11,2977,1909,20,428,10,16,7,2390,753,8,154,0,12,9,936,262,4,59,3,3,0,331,135,17,66,3,10,5,236,114,221,109,25,34,21,524,8204,3422,2748,258,340,240,15212
10801,44,3,324,449,39,180,34,33,3,738,221,8,111,8,14,0,362,412,8,129,8,16,0,573,489,6,106,3,3,0,607,162,0,36,0,9,0,207,19,0,8,0,0,0,27,13,0,3,0,3,0,19,13,0,14,0,7,0,34,31,9,53,3,17,9,122,1905,224,821,120,178,87,3335
10802,69,11,734,586,151,280,59,54,14,1144,444,47,214,13,28,6,752,663,36,165,11,18,5,898,433,5,85,0,7,4,534,120,5,21,0,4,0,150,36,4,4,0,5,0,49,5,0,3,0,3,0,11,16,3,7,0,11,0,37,41,37,59,13,25,8,183,2532,701,1188,256,268,189,5134
10803,3,0,11,0,0,6,0,0,0,6,0,0,5,0,3,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,0,32,0,26,4,62
10804,81,4,547,529,137,246,39,98,3,1052,394,69,227,4,41,4,739,932,40,316,11,32,8,1339,1330,21,368,16,29,4,1768,910,3,172,0,17,0,1102,175,3,26,3,7,0,214,34,3,6,0,3,0,46,39,3,20,0,5,0,67,56,55,74,23,49,17,274,4514,885,1742,186,419,176,7922
10805,42,7,716,679,136,290,41,55,7,1208,404,37,198,14,22,0,675,863,16,183,14,23,7,1106,556,4,75,8,7,3,653,115,3,28,0,0,0,146,8,0,4,0,0,0,12,3,0,3,0,3,0,9,15,3,20,0,8,0,46,35,49,46,12,36,11,189,2957,641,1204,194,245,163,5404
10901,34,11,1297,898,113,330,27,37,11,1416,473,67,199,5,28,8,780,812,35,201,7,33,5,1093,661,7,139,0,21,5,833,251,0,48,0,8,0,307,45,0,10,0,0,0,55,16,0,10,0,3,0,29,25,3,17,0,5,0,50,79,51,45,24,34,13,246,4057,850,1374,163,274,151,6869
10902,45,3,365,127,22,129,48,46,0,372,35,7,23,0,0,3,68,34,0,27,0,0,0,61,16,0,4,3,0,0,23,3,0,3,0,5,3,14,0,3,0,0,0,3,6,0,0,3,0,3,0,6,0,0,11,0,0,0,11,11,6,18,0,26,3,64,359,104,438,103,263,91,1358
10903,61,14,871,580,36,258,15,38,9,936,203,5,110,0,16,4,338,349,0,80,0,16,5,450,126,0,39,0,17,0,182,37,0,10,0,3,0,50,7,0,7,0,4,0,18,0,0,5,0,0,0,5,17,0,15,0,5,0,37,31,16,67,5,60,11,190,1768,218,1148,137,410,220,3901
11001,48,6,588,494,111,200,38,35,9,887,295,41,104,11,10,5,466,439,29,113,6,9,3,599,384,3,89,3,10,3,492,234,4,38,0,6,5,287,21,0,4,3,5,0,33,4,0,0,0,4,0,8,11,3,11,0,3,0,28,29,42,35,10,49,4,169,2130,531,921,122,309,177,4190
11002,79,3,876,499,103,254,24,53,6,939,235,21,100,12,22,3,393,311,8,67,6,15,0,407,93,0,26,5,4,0,128,28,0,4,3,12,0,47,6,0,3,0,3,0,12,0,0,0,0,5,0,5,3,0,15,3,3,3,27,26,22,62,13,58,9,190,1567,377,1039,201,415,259,3858
11003,104,15,881,232,164,172,23,78,9,678,95,19,74,4,26,4,222,174,13,75,0,36,0,298,116,7,43,0,11,0,177,51,0,27,0,20,0,98,9,0,7,0,7,0,23,0,3,0,0,3,0,6,3,3,13,0,3,0,22,21,13,36,12,86,9,177,987,562,789,213,693,233,3477
11004,77,14,1186,920,237,443,42,88,10,1740,577,126,284,5,44,3,1039,991,46,285,8,39,6,1375,923,5,206,8,27,5,1174,321,0,65,3,17,4,410,40,0,9,0,5,0,54,12,0,0,0,3,0,15,24,4,29,0,6,0,63,77,53,94,20,99,24,367,4339,1068,2046,199,635,310,8597
11101,43,3,889,402,376,255,22,31,11,1097,256,171,246,15,16,3,707,840,243,388,5,36,7,1519,1813,68,562,5,34,12,2494,1210,6,228,0,14,3,1461,350,6,64,0,5,3,428,67,3,16,0,4,0,90,57,14,24,0,0,3,98,85,128,78,21,26,16,354,5201,2396,2196,178,232,159,10362
11102,74,7,585,195,150,172,51,96,3,667,167,45,173,9,14,3,411,641,131,266,6,40,6,1090,1042,45,300,8,31,12,1438,525,4,119,3,10,0,661,146,0,32,0,3,0,181,24,0,0,0,0,0,24,19,6,12,0,7,0,44,58,65,55,25,16,16,235,2889,1024,1366,236,331,134,5980
11103,48,8,1461,825,445,546,60,48,8,1932,585,154,435,28,61,9,1272,1683,176,723,26,114,19,2741,3525,94,1121,24,118,18,4900,2606,17,643,7,40,17,3330,766,3,192,0,17,6,984,273,4,81,3,9,4,374,267,16,113,3,10,0,409,159,220,175,122,49,35,760,10967,3773,4605,471,571,334,20721
11201,73,4,549,200,137,288,38,110,5,778,225,22,276,5,49,6,583,567,45,346,15,55,7,1035,1120,25,551,11,57,6,1770,1442,25,589,8,34,6,2104,486,5,193,4,13,3,704,164,0,86,0,3,3,256,142,3,94,3,17,9,268,64,55,100,20,31,16,286,4495,804,2855,234,519,271,9178
11202,84,8,857,583,137,418,50,70,13,1271,372,46,328,8,45,8,807,818,38,376,19,44,5,1300,937,16,393,5,44,4,1399,276,3,107,3,11,3,403,27,0,22,0,0,3,52,4,4,3,0,0,0,11,15,3,14,3,4,0,39,46,45,97,31,42,16,277,3277,821,2310,282,407,246,7343
11203,129,0,641,187,126,310,27,119,11,780,219,26,283,15,44,3,590,664,53,403,7,45,9,1181,1629,28,688,13,79,21,2458,1610,17,479,12,63,14,2195,405,3,107,0,8,0,523,99,3,31,3,4,5,145,91,8,39,0,14,0,152,79,63,108,26,50,16,342,5064,929,2808,181,582,256,9820
11301,89,14,935,666,136,361,19,98,4,1284,365,13,174,9,37,6,604,433,11,90,0,15,4,553,180,0,45,0,8,3,236,92,0,24,0,0,0,116,7,3,0,0,0,0,10,0,3,3,0,3,0,9,16,4,8,0,3,0,31,32,32,77,5,78,17,241,2181,545,1353,122,551,257,5009
11302,33,4,290,185,68,99,0,25,3,380,106,6,48,0,10,3,173,105,5,38,4,0,3,155,77,0,13,0,4,0,94,12,0,3,0,0,0,15,3,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,6,0,0,0,13,12,13,20,4,13,5,67,604,213,425,22,180,83,1527
11303,51,20,1230,921,300,436,32,130,13,1832,456,92,271,7,189,3,1018,963,39,316,11,85,3,1417,1066,8,263,0,53,9,1399,513,3,97,0,20,5,638,103,3,20,0,9,0,135,11,3,9,0,3,0,26,36,5,21,0,5,0,67,78,92,106,8,80,13,377,4583,1521,2204,185,803,299,9595
11401,73,6,957,603,274,425,57,120,12,1491,617,113,326,23,155,6,1240,1334,81,401,28,95,10,1949,1229,24,255,11,39,3,1561,420,6,77,4,19,3,529,28,3,22,0,3,3,59,17,0,10,0,0,0,27,40,4,27,0,15,0,86,69,60,83,17,45,14,288,4592,1290,2072,290,653,217,9114
11402,24,3,269,156,98,108,37,27,9,435,138,31,83,8,19,3,282,354,67,129,19,10,4,583,496,39,148,11,19,3,716,460,3,77,3,4,0,547,153,3,31,0,0,0,187,61,3,7,0,3,0,74,47,0,13,3,3,0,66,30,19,37,11,31,11,139,1949,390,802,156,188,136,3621
11501,4,3,114,12,25,28,23,20,0,108,21,8,36,4,48,0,117,46,6,53,8,36,0,149,151,9,123,8,29,0,320,1067,15,245,4,16,4,1351,1459,4,179,0,7,6,1655,703,3,89,4,3,0,802,709,4,80,8,6,7,814,88,13,72,45,24,12,254,4268,152,1074,199,208,101,6002
11502,7,3,45,10,0,31,3,13,0,57,6,0,39,3,7,3,58,19,0,53,4,0,0,76,67,0,63,0,7,0,137,117,0,66,3,15,0,201,112,0,31,0,5,0,148,72,0,22,4,0,0,98,100,0,31,0,6,0,137,17,0,25,8,16,3,69,523,3,480,36,110,82,1234
11503,7,0,44,15,0,46,0,36,0,97,14,0,34,0,10,3,61,43,0,56,0,5,0,104,125,0,34,0,4,0,163,115,0,39,0,3,0,157,50,0,15,0,3,0,68,28,0,5,0,0,0,33,21,0,6,0,0,0,27,8,0,23,3,14,4,52,432,0,343,18,117,49,959
11504,3,0,28,11,6,18,0,16,0,51,19,3,25,0,17,0,64,27,0,30,0,13,0,70,59,0,54,0,10,0,123,131,0,42,0,10,0,183,197,0,25,0,0,0,222,210,0,36,3,3,0,252,105,0,14,0,0,0,119,15,0,19,0,9,4,47,781,12,325,6,89,36,1249
11601,9,7,879,72,568,134,39,10,6,829,128,174,146,17,15,3,483,483,311,244,28,17,8,1091,2228,124,617,28,43,20,3060,2642,22,473,10,76,15,3238,371,3,102,0,4,0,480,53,10,10,0,0,0,73,56,14,21,0,4,0,95,97,199,106,17,27,25,471,6164,3530,2060,250,220,172,12396
11602,28,0,117,40,51,43,9,62,5,210,39,13,48,6,67,0,173,99,30,66,13,60,0,268,420,55,169,6,29,0,679,1240,5,199,0,19,3,1466,842,0,113,0,3,0,958,487,3,53,4,5,0,552,114,0,25,6,0,5,150,51,16,52,3,19,10,151,3347,305,865,62,312,64,4955
11603,6,13,1190,76,976,87,36,7,8,1190,158,599,119,21,15,3,915,797,233,264,13,20,8,1335,2247,85,481,17,59,19,2908,1395,23,204,10,29,5,1666,113,9,49,0,3,3,177,15,3,8,3,3,0,32,33,21,20,0,5,0,79,82,259,73,26,10,26,476,4945,4398,1423,182,175,144,11267
11701,3,0,316,39,148,28,13,14,3,245,18,32,30,11,15,3,109,152,65,57,3,16,0,293,704,48,113,4,10,3,882,902,37,177,5,18,3,1142,398,22,77,6,5,5,513,467,8,58,3,4,3,543,217,8,36,0,3,0,264,46,85,47,12,11,13,214,2979,1403,703,98,109,82,5374
11702,4,0,248,116,82,78,43,5,3,327,172,26,109,17,11,4,339,469,35,141,17,16,0,678,1157,36,249,18,15,4,1479,1583,9,314,5,20,9,1940,993,3,195,7,8,5,1211,612,5,101,4,3,0,725,492,3,103,0,3,0,601,87,43,48,13,16,12,219,5733,622,1465,200,113,102,8235
11703,16,12,1486,259,580,248,105,34,13,1239,382,161,222,42,25,3,835,1130,212,357,95,33,10,1837,2615,202,723,153,66,14,3773,5325,149,1068,60,87,24,6713,6698,48,1151,19,63,32,8011,5711,31,942,9,61,30,6784,7731,71,1570,25,105,42,9544,563,466,341,56,107,98,1631,30627,6626,7191,835,678,502,46459
11801,3,5,246,68,48,78,12,11,0,217,107,10,105,12,14,0,248,403,19,154,7,23,5,611,1078,16,357,5,31,12,1499,2655,13,686,14,31,14,3413,3193,9,745,3,26,15,3991,2407,3,620,3,16,8,3057,4513,8,1373,6,44,27,5971,298,34,207,36,29,58,662,14827,538,4672,179,257,397,20870
11802,25,8,781,113,343,100,55,32,0,643,113,85,101,10,77,3,389,264,101,180,17,74,4,640,994,92,345,16,51,5,1503,3615,74,733,9,35,15,4481,3987,49,715,6,21,14,4792,2129,12,392,0,19,7,2559,2448,16,575,11,24,9,3083,231,242,191,30,33,40,767,13983,3117,3652,314,419,290,21775
11901,15,10,1188,71,663,111,87,31,13,976,84,203,125,38,24,8,482,262,261,209,45,32,10,819,1440,282,486,39,88,15,2350,3073,151,653,17,123,22,4039,1081,9,234,13,40,8,1385,257,8,55,3,8,0,331,99,22,24,0,13,0,158,132,298,149,29,30,24,662,6564,4706,2355,436,433,262,14756
11902,13,6,546,152,233,134,70,25,6,620,295,67,126,20,21,7,536,1348,66,238,24,47,6,1729,3900,80,502,13,86,30,4611,2238,55,452,10,110,18,2883,970,10,202,0,28,10,1220,315,5,52,0,6,0,378,159,3,34,3,13,0,212,176,133,139,18,34,29,529,9648,1621,2133,280,418,224,14324
11903,11,5,606,69,304,118,46,16,0,553,83,84,109,16,20,4,316,371,82,172,14,31,4,674,1404,88,312,12,28,10,1854,2678,55,447,9,43,10,3242,1422,7,256,3,13,8,1709,473,8,85,3,7,0,576,267,15,62,0,8,6,358,143,157,134,32,27,33,526,6961,2301,1964,250,232,190,11898
11904,26,3,337,96,113,101,27,21,8,366,128,33,120,9,23,0,313,383,48,164,18,20,9,642,1892,31,389,10,53,14,2389,4024,36,570,11,50,17,4708,1999,14,322,5,35,5,2380,615,5,115,0,4,5,744,373,5,75,0,7,3,463,172,79,149,27,25,35,487,9741,951,2313,201,280,244,13730
12001,16,3,237,19,83,34,16,27,3,182,30,34,49,4,51,3,171,57,17,67,0,37,0,178,318,23,145,4,21,7,518,1289,19,241,3,28,3,1583,1916,10,265,3,17,9,2220,1451,0,194,5,11,7,1668,1196,11,190,3,11,11,1422,97,41,75,9,21,14,257,6397,740,1410,112,283,146,9088
12002,4,3,241,87,84,54,25,9,3,262,97,30,47,7,14,0,195,269,29,81,6,13,0,398,550,24,168,5,20,3,770,946,18,221,3,3,0,1191,1159,5,240,3,9,3,1419,1181,5,216,0,9,3,1414,1574,7,347,3,7,12,1950,83,66,69,6,11,9,244,5980,914,1559,137,116,86,8792
12003,16,3,479,177,140,173,83,18,6,597,212,31,160,25,22,3,453,670,44,242,45,19,3,1023,2545,58,458,39,40,5,3145,5265,33,671,29,68,28,6094,2696,11,393,13,38,8,3159,917,3,168,3,18,4,1113,640,5,132,5,15,10,807,234,87,158,36,43,40,598,13491,1044,2903,469,329,269,18505
12101,12,3,218,30,52,60,26,13,5,186,31,22,52,8,12,4,129,92,24,90,4,13,0,223,444,34,189,3,16,0,686,2328,16,413,10,23,9,2799,2631,8,408,5,16,6,3074,1361,8,246,3,14,3,1635,2184,4,408,3,27,4,2630,177,31,122,19,43,20,412,9328,603,2237,177,229,189,12763
12102,5,4,234,34,69,63,49,3,3,221,32,21,63,8,21,3,148,140,25,104,27,13,3,312,447,23,177,14,14,0,675,1697,16,357,13,25,4,2112,1206,8,225,8,14,5,1466,316,3,56,0,0,3,378,181,5,41,0,9,0,236,64,32,60,20,22,6,204,4140,547,1289,238,144,107,6465
12103,4,3,84,7,4,39,11,3,0,64,8,0,36,3,3,0,50,31,3,60,0,8,0,102,101,3,104,5,14,0,227,445,0,131,3,11,4,594,702,3,143,7,16,4,875,692,0,122,7,13,4,838,1756,0,368,7,6,7,2144,71,3,67,21,13,7,182,3833,30,1231,162,110,137,5503
12104,6,3,152,46,37,70,19,7,0,179,50,8,96,3,18,0,175,183,11,119,3,4,3,323,1114,13,274,3,11,3,1418,3413,4,678,3,13,18,4129,3328,0,596,0,13,4,3941,2035,0,371,0,10,5,2421,3255,7,681,4,33,16,3996,231,36,135,20,22,20,464,13710,499,3273,96,165,201,17944
12201,0,0,93,27,33,13,15,6,0,94,20,9,30,0,14,0,73,38,18,32,0,8,0,96,203,9,88,3,10,3,316,725,3,211,3,5,3,950,864,3,191,0,11,3,1072,620,3,151,0,8,5,787,1366,3,337,3,9,4,1722,76,17,43,12,7,9,164,3968,259,1195,70,82,76,5650
12202,0,0,34,11,3,25,3,11,3,56,16,5,49,21,5,3,99,48,0,73,3,14,3,141,150,3,136,0,10,3,302,393,0,208,0,21,4,626,395,0,193,0,10,0,598,326,0,135,3,4,0,468,823,0,237,0,12,0,1072,51,0,63,8,11,7,140,2220,11,1245,64,112,128,3780
12203,35,17,408,25,76,77,52,16,4,250,38,29,94,21,26,3,211,156,33,150,6,24,0,369,715,32,338,12,33,12,1142,2488,22,667,16,45,13,3251,1990,16,505,0,23,13,2547,1102,17,306,3,18,0,1446,1762,4,465,8,13,12,2264,145,85,125,42,25,30,452,8455,897,2965,414,289,271,13291
12301,4,0,88,10,36,28,8,3,3,88,29,9,33,6,0,0,77,97,12,68,0,3,0,180,374,23,145,3,5,3,553,841,20,156,4,11,4,1036,458,3,55,0,3,3,522,86,0,13,0,3,3,105,24,4,6,0,0,0,34,30,17,27,9,4,5,92,1961,325,572,54,39,42,2993
12302,10,6,1416,147,975,155,56,25,10,1368,294,373,210,17,17,4,915,1061,575,370,50,41,12,2109,2802,298,572,19,51,11,3753,1706,35,329,0,22,10,2102,298,8,52,3,7,3,371,40,7,13,0,0,0,60,39,20,15,0,3,3,80,114,317,91,18,26,27,593,6532,5307,2001,270,227,165,14502
12303,26,0,118,69,23,51,19,13,3,178,70,6,58,8,8,0,150,223,19,87,3,14,0,346,336,18,77,4,11,4,450,237,3,58,3,6,3,310,91,0,13,0,0,0,104,26,0,11,0,0,0,37,17,0,11,0,11,0,39,24,9,35,9,16,6,99,1105,133,521,81,144,94,2078
