SA4_CODE_2016,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
111,492,324,252,73,95,21,1263,143,72,78,15,47,5,358,297,169,181,48,83,8,788,256,160,148,38,72,3,679,389,286,287,73,173,11,1216,505,494,435,134,206,13,1788,598,723,480,215,241,19,2273,781,1182,577,234,283,28,3088,736,1324,501,255,235,27,3066,1012,1860,602,309,237,26,4057,733,1520,384,211,157,21,3023,1267,2616,767,252,185,27,5106,545,1160,228,81,49,9,2067,328,804,163,30,30,3,1353,811,1830,458,121,83,9,3303,720,1801,518,92,84,16,3227,259,571,153,17,25,3,1033,175,370,120,22,12,0,687,354,572,284,96,112,14,1423,10390,17833,6616,2304,2403,263,39811
112,363,174,113,43,70,14,770,145,54,42,20,26,3,280,272,96,109,49,63,12,594,174,100,78,29,66,7,460,345,225,160,77,107,15,923,455,332,231,122,127,13,1278,449,470,276,161,142,10,1507,627,691,305,200,191,14,2035,522,735,245,153,119,14,1784,560,913,301,186,132,8,2093,384,703,207,107,79,11,1495,633,1039,333,148,101,18,2267,205,516,104,61,29,5,915,148,358,63,20,21,4,608,406,830,220,71,46,3,1572,403,784,198,56,45,4,1484,138,231,66,20,18,0,472,100,173,62,12,18,0,363,347,314,162,89,75,16,1001,6661,8742,3266,1610,1466,156,21899
113,253,198,112,26,33,0,620,57,24,16,7,6,0,101,131,82,58,22,40,3,339,135,92,47,33,43,3,357,268,237,116,82,76,10,784,376,431,187,120,88,13,1213,426,590,193,113,98,10,1433,498,766,251,125,84,17,1747,388,698,205,96,72,12,1482,410,778,225,70,52,8,1546,201,481,106,44,24,6,856,285,662,205,47,40,10,1245,95,212,44,7,8,3,374,56,121,30,8,5,3,224,148,327,94,20,12,0,603,124,343,84,19,12,0,585,52,113,33,4,5,0,213,32,82,26,10,7,3,149,247,234,146,31,46,7,704,4182,6474,2175,877,756,113,14576
114,282,95,79,22,41,3,528,104,24,27,15,19,7,195,133,49,68,15,29,5,295,134,39,55,20,27,0,280,215,99,92,36,62,8,510,285,216,114,59,68,5,757,330,322,147,78,90,9,978,361,464,202,115,89,7,1231,339,539,164,104,66,9,1220,374,634,209,90,67,9,1375,284,490,119,55,34,3,988,404,689,232,76,58,6,1473,153,331,70,28,4,0,583,106,189,51,16,18,4,374,274,432,123,38,30,0,903,282,429,163,51,27,0,956,118,157,64,10,10,3,366,93,137,40,3,3,0,275,242,215,108,40,47,7,652,4512,5550,2116,878,800,83,13930
115,350,408,354,37,80,15,1251,78,71,59,7,19,0,229,98,115,130,18,32,0,397,79,104,120,11,21,3,349,136,132,209,24,42,3,543,157,259,235,31,67,3,753,258,415,337,47,77,12,1149,202,442,338,67,89,9,1141,233,493,316,47,69,8,1170,271,639,333,75,84,9,1406,202,521,264,45,63,4,1108,525,1555,727,119,142,17,3084,210,688,241,32,48,0,1223,252,821,263,54,36,4,1440,514,1617,513,94,95,11,2832,1116,3654,1198,178,167,27,6343,500,1780,624,66,65,13,3047,428,1263,472,67,59,15,2296,292,676,383,45,87,11,1493,5912,15642,7128,1064,1346,160,31251
116,316,437,282,61,95,25,1217,74,75,78,9,19,5,259,125,153,149,27,54,12,508,89,125,123,26,56,6,420,179,229,214,41,94,11,776,274,355,292,72,144,19,1152,332,593,414,90,169,14,1613,382,920,498,152,202,21,2162,441,1140,512,147,179,23,2437,560,1583,625,176,193,22,3152,487,1387,464,136,141,16,2629,975,2809,1027,251,283,49,5397,491,1510,427,89,90,13,2626,460,1399,350,84,72,5,2370,934,2603,800,160,133,34,4655,1253,3543,1131,149,146,36,6254,325,860,333,34,45,8,1611,178,483,179,17,31,0,881,321,746,377,79,125,25,1678,8185,20946,8270,1797,2275,340,41814
117,303,215,104,38,71,28,763,47,30,33,4,19,3,138,84,47,31,13,25,4,207,73,51,21,3,21,8,179,115,81,55,16,31,7,301,170,108,67,25,46,14,428,256,171,109,36,61,10,635,248,212,89,45,57,8,662,284,241,78,35,54,18,710,338,295,80,48,58,17,839,303,233,60,38,45,12,687,743,720,206,94,112,29,1902,313,281,51,39,44,12,736,435,384,66,38,34,22,972,745,672,140,76,83,26,1748,1762,1849,314,136,125,64,4250,872,998,168,47,57,18,2172,863,873,163,56,61,30,2035,254,273,101,35,36,18,719,8205,7736,1937,825,1021,341,20067
118,316,330,207,51,94,29,1026,35,39,24,0,7,0,116,55,67,43,12,22,3,204,57,56,36,14,16,3,176,83,68,54,12,25,0,240,98,110,78,17,39,6,354,135,218,129,23,40,4,553,150,172,109,24,43,6,507,152,194,89,37,50,5,524,178,153,98,41,48,8,523,109,156,77,21,35,3,399,362,611,257,68,81,24,1401,143,216,57,24,26,3,471,198,331,87,37,19,8,687,335,524,142,63,54,14,1130,903,1661,411,133,93,31,3225,536,1379,325,77,73,15,2411,788,2694,493,134,83,26,4218,245,488,194,39,62,17,1042,4873,9482,2903,830,917,205,19210
119,578,741,620,131,233,50,2359,104,129,112,28,49,11,437,190,225,215,35,87,15,775,134,211,201,34,62,8,651,256,354,291,65,125,15,1108,353,493,382,97,207,28,1560,503,788,572,144,243,15,2269,584,996,601,184,284,32,2682,584,1143,532,168,250,26,2709,633,1389,619,192,287,37,3162,433,1049,413,138,162,37,2230,1189,2870,1208,322,422,69,6084,482,1153,332,103,141,21,2236,493,1179,391,97,101,20,2289,924,2367,745,207,251,58,4553,1645,4313,1362,310,319,79,8028,662,1789,568,123,131,34,3300,436,1211,440,73,79,24,2263,469,1088,600,131,212,45,2541,10645,23485,10207,2583,3671,633,51229
120,338,435,274,51,104,27,1227,52,53,38,3,14,3,173,91,94,84,16,29,0,313,83,92,79,17,32,0,301,114,101,96,21,51,0,395,174,200,156,31,85,5,651,257,325,184,53,87,11,909,240,338,195,55,82,6,924,211,341,176,47,77,21,876,280,398,183,52,91,16,1021,235,321,121,37,56,14,774,642,966,417,116,144,29,2312,225,350,105,52,47,5,789,310,528,164,38,63,14,1114,512,860,232,90,98,26,1822,1177,2353,597,176,158,44,4502,637,1617,369,96,78,25,2818,724,1989,451,94,78,24,3347,254,438,237,47,69,27,1075,6552,11796,4159,1090,1447,296,25332
121,689,788,539,114,129,31,2291,95,97,75,11,30,3,304,138,157,131,24,55,3,509,135,137,114,13,37,4,445,157,178,137,20,63,4,561,208,245,196,34,75,9,758,325,492,294,69,117,15,1318,282,444,246,51,107,7,1141,344,544,286,68,89,12,1346,354,515,260,63,126,16,1330,288,470,156,57,68,8,1046,826,1589,696,154,186,30,3483,290,576,180,53,58,4,1160,451,936,256,74,65,12,1794,662,1409,396,110,107,21,2702,1719,4136,1084,230,210,48,7431,966,2890,749,148,107,28,4889,1104,4521,1083,210,163,43,7122,345,838,400,72,102,22,1778,9375,20972,7290,1568,1889,315,41413
122,328,326,253,44,87,12,1048,58,55,61,3,17,0,185,98,89,90,10,34,3,327,94,84,81,18,28,3,313,110,116,113,21,42,0,407,159,162,136,24,63,4,543,189,327,205,37,71,10,840,256,306,189,57,83,9,901,213,360,208,50,66,3,896,223,417,219,59,81,6,997,193,351,151,31,47,6,777,494,1018,408,116,127,11,2174,222,434,126,51,45,0,880,254,637,176,46,40,5,1159,483,1162,328,79,85,8,2138,1104,3526,809,193,158,17,5812,643,2487,553,103,91,9,3891,716,2607,513,104,70,12,4026,280,602,296,54,83,14,1330,6123,15056,4904,1102,1311,143,28643
123,259,247,215,50,81,9,858,66,44,74,9,35,3,230,127,113,133,22,41,7,446,131,87,125,18,55,0,417,196,169,200,49,82,3,697,297,322,294,86,131,10,1141,367,461,357,115,163,8,1474,476,760,494,181,207,20,2139,453,973,418,171,181,21,2213,614,1486,584,214,193,32,3117,530,1361,405,151,130,18,2598,938,2226,851,250,250,33,4542,476,1203,306,101,83,12,2176,355,868,239,55,37,6,1567,830,1945,603,177,110,21,3685,859,2069,715,136,103,14,3905,271,580,225,34,33,6,1148,171,316,142,32,13,3,685,328,561,303,95,126,16,1427,7749,15813,6675,1936,2057,239,34471
124,348,238,225,51,88,15,968,94,49,68,12,22,3,263,204,108,160,24,78,3,579,186,105,123,30,66,3,520,261,185,239,62,116,7,871,356,341,300,109,178,9,1292,493,514,411,147,204,18,1785,551,771,505,185,258,21,2295,567,1033,447,181,213,17,2463,750,1564,618,250,242,20,3446,658,1467,428,190,186,22,2952,1167,2469,840,257,267,43,5045,509,1224,287,104,73,10,2213,408,890,258,64,60,3,1685,990,2059,618,176,124,15,3987,936,2140,692,127,135,16,4035,249,556,214,39,39,7,1100,151,329,111,30,18,0,641,346,548,371,91,135,21,1512,9231,16588,6930,2142,2495,259,37652
125,413,600,434,82,156,29,1707,73,90,94,11,28,3,308,125,201,148,31,55,7,578,130,164,163,28,60,8,553,200,265,208,50,88,15,827,251,404,280,59,135,23,1148,333,688,420,99,154,27,1720,455,868,486,120,179,30,2130,480,999,459,113,175,31,2253,581,1198,456,118,236,29,2612,464,1038,287,104,126,17,2041,1039,2580,886,227,315,53,5102,421,1056,237,91,93,21,1912,425,1195,306,75,79,12,2097,771,1960,583,147,139,43,3646,1227,3197,983,160,210,56,5836,414,1084,394,53,83,13,2038,269,708,226,29,53,16,1306,336,742,421,83,137,33,1747,8411,19036,7465,1683,2496,468,39559
126,306,341,261,41,74,24,1041,47,32,46,3,9,3,148,62,82,93,10,27,4,274,68,94,69,5,16,0,248,75,101,81,19,24,3,295,132,148,125,28,49,4,480,138,267,174,28,49,3,657,160,241,176,27,53,9,669,158,232,147,30,54,7,633,155,266,135,22,60,14,643,183,202,93,19,31,6,538,416,770,366,69,83,16,1724,153,251,91,29,25,5,556,196,408,117,21,34,0,780,319,611,221,39,54,7,1257,652,1749,492,108,90,19,3111,354,1150,324,54,44,22,1946,300,1122,341,60,54,17,1892,150,360,194,27,63,16,806,4017,8419,3532,646,906,183,17703
127,374,515,427,129,162,27,1635,66,81,80,18,30,3,276,149,188,182,47,102,6,683,103,147,163,56,77,14,563,188,254,279,73,125,19,944,250,485,361,101,195,11,1410,357,732,562,147,221,31,2043,404,957,640,214,263,30,2509,415,1078,535,214,211,26,2477,524,1391,672,266,259,43,3157,351,1115,422,185,203,25,2294,898,2605,1124,362,408,65,5454,376,1074,385,126,117,20,2100,370,935,302,75,103,20,1816,836,2269,794,213,200,26,4341,1076,2894,1066,281,261,38,5620,264,806,336,69,68,11,1560,176,479,216,48,44,11,971,354,792,555,128,185,32,2041,7528,18801,9101,2757,3230,455,41874
128,296,232,253,44,61,15,900,73,46,68,3,15,3,203,111,80,122,12,44,3,371,86,91,86,5,26,3,294,111,131,144,24,53,0,465,157,197,205,29,71,12,673,219,322,299,53,78,10,982,237,363,304,67,91,12,1073,215,440,211,61,86,8,1022,279,566,271,78,120,10,1318,202,491,182,59,62,9,1003,513,1212,539,139,143,18,2559,232,646,172,46,54,10,1161,223,649,159,42,36,11,1115,549,1653,436,107,90,12,2843,1088,3469,782,179,148,16,5686,455,1480,387,61,61,10,2453,329,1057,341,37,47,14,1822,208,553,266,61,68,18,1168,5584,13672,5215,1110,1356,174,27116
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
