SA4_CODE_2016,M_Afghanistan_0_4,M_Afghanistan_5_14,M_Afghanistan_15_24,M_Afghanistan_25_44,M_Afghanistan_45_54,M_Afghanistan_55_64,M_Afghanistan_65_74,M_Afghanistan_75_84,M_Afghanistan_85ov,M_Afghanistan_Tot,M_Australia_0_4,M_Australia_5_14,M_Australia_15_24,M_Australia_25_44,M_Australia_45_54,M_Australia_55_64,M_Australia_65_74,M_Australia_75_84,M_Australia_85ov,M_Australia_Tot,M_Bangladesh_0_4,M_Bangladesh_5_14,M_Bangladesh_15_24,M_Bangladesh_25_44,M_Bangladesh_45_54,M_Bangladesh_55_64,M_Bangladesh_65_74,M_Bangladesh_75_84,M_Bangladesh_85ov,M_Bangladesh_Tot,M_Bosnia_Herzegov_0_4,M_Bosnia_Herzegov_5_14,M_Bosnia_Herzegov_15_24,M_Bosnia_Herzegov_25_44,M_Bosnia_Herzegov_45_54,M_Bosnia_Herzegov_55_64,M_Bosnia_Herzegov_65_74,M_Bosnia_Herzegov_75_84,M_Bosnia_Herzegov_85ov,M_Bosnia_Herzegov_Tot,M_Cambodia_0_4,M_Cambodia_5_14,M_Cambodia_15_24,M_Cambodia_25_44,M_Cambodia_45_54,M_Cambodia_55_64,M_Cambodia_65_74,M_Cambodia_75_84,M_Cambodia_85ov,M_Cambodia_Tot,M_Canada_0_4,M_Canada_5_14,M_Canada_15_24,M_Canada_25_44,M_Canada_45_54,M_Canada_55_64,M_Canada_65_74,M_Canada_75_84,M_Canada_85ov,M_Canada_Tot,M_Chile_0_4,M_Chile_5_14,M_Chile_15_24,M_Chile_25_44,M_Chile_45_54,M_Chile_55_64,M_Chile_65_74,M_Chile_75_84,M_Chile_85ov,M_Chile_Tot,M_China_0_4,M_China_5_14,M_China_15_24,M_China_25_44,M_China_45_54,M_China_55_64,M_China_65_74,M_China_75_84,M_China_85ov,M_China_Tot,M_Croatia_0_4,M_Croatia_5_14,M_Croatia_15_24,M_Croatia_25_44,M_Croatia_45_54,M_Croatia_55_64,M_Croatia_65_74,M_Croatia_75_84,M_Croatia_85ov,M_Croatia_Tot,M_Egypt_0_4,M_Egypt_5_14,M_Egypt_15_24,M_Egypt_25_44,M_Egypt_45_54,M_Egypt_55_64,M_Egypt_65_74,M_Egypt_75_84,M_Egypt_85ov,M_Egypt_Tot,M_England_0_4,M_England_5_14,M_England_15_24,M_England_25_44,M_England_45_54,M_England_55_64,M_England_65_74,M_England_75_84,M_England_85ov,M_England_Tot,M_Fiji_0_4,M_Fiji_5_14,M_Fiji_15_24,M_Fiji_25_44,M_Fiji_45_54,M_Fiji_55_64,M_Fiji_65_74,M_Fiji_75_84,M_Fiji_85ov,M_Fiji_Tot,M_France_0_4,M_France_5_14,M_France_15_24,M_France_25_44,M_France_45_54,M_France_55_64,M_France_65_74,M_France_75_84,M_France_85ov,M_France_Tot,M_Germany_0_4,M_Germany_5_14,M_Germany_15_24,M_Germany_25_44,M_Germany_45_54,M_Germany_55_64,M_Germany_65_74,M_Germany_75_84,M_Germany_85ov,M_Germany_Tot,M_Greece_0_4,M_Greece_5_14,M_Greece_15_24,M_Greece_25_44,M_Greece_45_54,M_Greece_55_64,M_Greece_65_74,M_Greece_75_84,M_Greece_85ov,M_Greece_Tot,M_Hong_Kong_0_4,M_Hong_Kong_5_14,M_Hong_Kong_15_24,M_Hong_Kong_25_44,M_Hong_Kong_45_54,M_Hong_Kong_55_64,M_Hong_Kong_65_74,M_Hong_Kong_75_84,M_Hong_Kong_85ov,M_Hong_Kong_Tot,M_India_0_4,M_India_5_14,M_India_15_24,M_India_25_44,M_India_45_54,M_India_55_64,M_India_65_74,M_India_75_84,M_India_85ov,M_India_Tot,M_Indonesia_0_4,M_Indonesia_5_14,M_Indonesia_15_24,M_Indonesia_25_44,M_Indonesia_45_54,M_Indonesia_55_64,M_Indonesia_65_74,M_Indonesia_75_84,M_Indonesia_85ov,M_Indonesia_Tot,M_Iran_0_4,M_Iran_5_14,M_Iran_15_24,M_Iran_25_44,M_Iran_45_54,M_Iran_55_64,M_Iran_65_74,M_Iran_75_84,M_Iran_85ov,M_Iran_Tot,M_Iraq_0_4,M_Iraq_5_14,M_Iraq_15_24,M_Iraq_25_44,M_Iraq_45_54,M_Iraq_55_64,M_Iraq_65_74,M_Iraq_75_84,M_Iraq_85ov,M_Iraq_Tot
111,18,18,23,72,6,4,0,0,0,144,10594,19945,20923,36905,18607,17902,13172,6718,2546,147312,4,4,10,80,11,10,0,0,0,119,0,0,0,21,14,18,24,15,0,94,4,4,6,22,12,6,4,0,0,55,3,19,21,87,71,45,24,6,0,272,0,0,4,28,14,10,13,7,0,80,14,13,317,425,77,54,52,17,12,991,0,3,0,17,34,27,44,43,3,169,0,3,5,21,6,17,29,9,0,84,25,216,179,694,789,816,886,524,194,4327,0,5,11,52,37,23,7,3,6,138,0,8,9,37,13,12,5,3,3,97,3,15,18,57,67,71,343,96,33,695,0,0,4,4,12,43,68,85,24,234,4,3,62,47,16,30,19,3,3,189,13,73,89,547,94,56,57,36,4,972,0,11,20,48,20,8,14,3,3,131,0,9,17,119,15,3,0,5,0,168,5,11,3,23,10,7,3,0,0,70
112,0,0,0,0,0,0,0,0,0,6,5857,13146,10832,18571,11873,13544,10413,5161,2086,91491,0,0,0,7,3,0,0,0,0,8,0,0,0,0,0,3,0,0,0,3,0,4,0,0,0,0,0,0,0,4,3,16,19,85,53,45,28,15,3,257,0,0,0,16,16,8,4,5,0,49,3,7,22,57,17,20,15,7,0,151,0,0,0,0,3,3,9,8,0,33,0,0,0,3,7,10,10,3,3,43,22,140,124,530,754,885,1106,723,256,4554,0,4,0,28,17,14,10,7,4,82,0,7,11,71,22,18,33,7,4,177,3,15,16,67,66,118,182,80,22,569,0,0,0,0,6,12,13,10,3,52,0,4,0,15,9,15,6,3,0,48,3,21,27,171,34,30,31,21,8,355,3,8,8,18,9,7,19,6,0,74,0,0,0,11,5,6,3,0,0,22,0,0,0,0,0,4,0,0,0,5
113,0,10,28,104,34,10,4,0,0,183,4757,9563,8772,14356,7920,8011,5732,3059,1014,63182,0,4,0,34,0,3,0,0,0,46,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,4,0,3,5,15,16,11,3,0,0,52,0,0,0,7,6,3,5,0,0,19,4,11,26,107,37,17,14,0,0,212,0,0,0,0,4,6,3,7,0,20,0,12,4,22,16,8,3,0,0,70,3,27,45,135,176,196,228,138,49,990,0,8,23,56,25,21,8,6,0,145,0,4,4,16,8,7,4,0,0,35,0,0,4,18,16,30,48,23,15,153,0,0,0,0,0,4,7,4,0,22,0,0,9,29,11,9,3,0,0,57,20,78,65,582,123,83,22,11,3,993,0,0,3,8,7,3,0,5,3,25,0,14,7,34,3,8,0,0,0,71,0,0,4,18,4,4,0,0,0,27
114,0,0,0,4,0,0,0,0,0,3,3619,7986,6710,11550,6884,7840,7060,3713,1213,56575,0,0,0,21,3,0,0,0,0,27,0,0,0,0,0,5,0,3,0,10,0,0,0,3,0,0,0,0,0,9,0,4,0,22,12,32,16,4,0,101,0,0,0,11,12,13,13,8,0,52,0,14,77,51,28,15,16,4,5,204,0,0,0,4,13,8,39,36,0,106,0,0,0,6,3,8,20,7,0,51,10,74,76,251,508,718,1135,656,204,3622,0,0,3,19,7,8,6,4,4,51,0,0,4,8,10,11,14,12,0,59,0,0,0,15,24,72,160,88,14,368,0,0,0,4,6,12,50,40,4,122,0,4,20,15,9,11,8,4,0,63,5,21,10,134,16,12,30,13,3,248,0,3,5,14,4,5,6,3,0,44,0,0,0,10,5,0,3,0,0,24,0,0,3,11,4,4,7,0,0,28
115,0,0,9,83,44,44,19,5,3,207,6425,14923,12561,15422,8706,6987,4874,2107,819,72821,0,3,17,69,36,35,23,3,0,187,0,0,3,14,18,6,5,5,0,49,0,0,0,15,14,4,0,0,0,38,0,13,28,62,38,34,9,8,0,185,0,3,6,34,46,24,31,5,0,143,57,200,262,1924,776,606,413,142,47,4427,0,0,0,17,65,57,59,48,8,253,0,21,15,79,64,93,82,30,9,383,34,255,320,641,915,716,737,360,119,4092,0,0,20,127,118,78,45,17,0,412,0,3,9,29,17,17,6,4,0,87,0,11,27,64,61,64,149,81,17,481,0,0,0,5,13,39,64,39,9,183,7,39,117,350,204,413,152,43,4,1339,17,216,305,1470,760,464,257,109,36,3627,0,16,81,185,80,69,52,19,7,497,0,52,71,398,236,145,68,26,4,999,0,0,4,38,29,16,9,4,0,94
116,5,40,215,582,173,126,57,15,3,1210,12558,21113,15803,21867,8689,6270,3747,1475,421,91939,14,79,69,749,167,137,36,0,0,1269,3,0,15,86,52,54,37,21,3,263,0,0,3,17,15,12,5,0,0,54,0,13,28,53,25,12,9,0,0,139,3,4,8,90,75,48,68,19,9,327,22,65,166,845,382,387,182,87,21,2147,0,4,8,65,79,92,123,92,11,482,7,75,72,250,148,188,169,68,24,1000,12,112,90,477,582,594,546,267,75,2756,9,93,285,1379,736,531,221,90,16,3359,0,6,0,18,14,14,10,0,0,71,0,12,24,45,60,49,163,71,20,447,0,9,14,26,37,70,98,78,19,340,6,11,52,136,69,150,42,6,0,479,138,823,1601,8221,1558,871,417,163,32,13820,0,26,57,262,123,93,70,25,3,664,3,41,71,380,129,105,53,27,0,813,5,46,146,338,167,105,41,8,3,856
117,0,0,0,25,5,3,0,0,0,35,5719,7153,9140,30516,9283,6226,3262,1242,387,72935,13,42,101,603,115,90,17,0,0,981,0,0,8,66,20,19,10,3,0,128,0,0,21,45,5,21,7,5,0,105,3,7,75,416,94,56,20,8,0,680,0,5,15,251,76,34,70,20,9,491,40,117,4704,3407,511,498,317,250,98,9935,0,0,3,39,37,27,51,68,10,231,0,0,15,76,38,70,91,64,36,397,25,98,521,3934,1360,774,501,188,43,7442,0,3,16,163,77,62,53,9,0,382,7,10,177,886,82,28,25,3,0,1225,3,8,90,392,128,83,116,52,4,872,0,11,12,126,93,142,321,489,168,1367,11,18,355,621,153,159,56,36,12,1410,40,39,302,1653,160,75,55,18,6,2344,14,47,1221,1960,206,137,114,26,4,3727,0,5,31,395,46,35,21,0,0,541,3,19,18,126,67,41,17,3,3,297
118,0,0,3,15,3,3,0,0,0,17,6575,10745,9467,20593,8179,6087,4076,2025,864,68614,0,5,37,129,25,26,7,3,0,231,0,0,0,15,9,14,12,10,0,55,0,3,11,14,13,6,0,0,0,47,8,22,27,290,74,44,18,12,0,495,3,7,26,265,48,34,49,13,3,440,30,98,2626,1592,314,276,196,138,51,5320,0,0,0,15,10,21,31,39,14,135,0,3,10,42,34,69,121,95,27,390,75,406,414,3633,1365,775,638,301,106,7711,0,3,7,81,49,30,17,5,0,200,17,79,95,692,141,54,45,22,4,1151,3,22,42,346,112,52,113,68,54,809,3,10,4,46,47,99,189,291,119,822,19,82,381,299,127,137,79,31,10,1158,11,27,196,472,107,87,100,58,20,1077,11,35,273,563,152,124,86,35,15,1282,3,7,14,219,45,33,25,10,4,347,0,3,9,53,31,20,33,14,5,185
119,0,6,26,78,34,14,7,3,0,165,17556,29883,25007,33427,12886,9370,6277,3521,1948,139867,91,228,614,4089,509,243,30,3,4,5804,0,3,18,144,86,75,45,46,8,431,0,0,11,64,67,48,36,9,3,230,4,15,28,104,35,24,11,6,3,224,3,10,12,161,124,101,133,33,0,586,136,461,2909,8092,3841,3729,1678,1052,375,22269,0,8,6,65,104,114,183,225,40,742,38,113,86,806,402,529,476,285,101,2833,29,113,116,723,620,550,624,262,146,3190,3,36,92,528,307,305,168,67,9,1498,0,4,5,108,41,29,20,16,3,231,6,9,23,110,71,54,173,68,29,546,10,102,122,314,473,879,1539,1727,489,5650,17,69,332,1157,539,777,325,93,18,3325,142,232,428,2946,445,299,174,87,31,4785,21,122,293,1293,455,309,194,67,11,2759,3,15,45,305,59,46,28,3,0,514,8,55,117,403,261,115,31,17,0,1003
120,0,0,9,14,3,0,0,0,0,23,7734,12170,10632,20828,8906,6343,3793,1471,627,72492,3,9,48,245,40,16,3,0,0,362,0,0,4,40,15,12,10,14,0,95,0,3,3,46,24,15,6,4,3,106,4,4,16,161,53,31,16,0,3,290,0,3,7,89,61,34,36,14,0,241,72,214,2393,4723,1457,1393,612,413,165,11438,0,0,0,18,40,36,58,111,15,285,0,16,16,96,48,113,118,45,20,465,63,231,181,1728,1083,674,525,187,66,4731,0,4,14,135,76,72,36,19,3,359,0,12,24,156,42,33,25,11,0,305,4,9,22,129,74,53,113,45,17,464,0,7,16,53,102,156,277,444,171,1222,23,50,194,641,208,290,145,48,10,1608,171,267,599,3897,364,228,151,68,30,5781,0,13,98,334,66,44,51,26,7,635,5,3,16,286,38,36,21,3,3,401,0,0,6,44,26,15,3,0,0,96
121,0,0,6,23,13,17,13,0,0,76,10875,20343,16150,25752,13073,10493,7918,4345,2044,110990,0,3,17,99,21,22,4,0,0,164,0,0,0,20,9,9,8,5,4,49,0,3,9,20,9,7,0,0,0,46,11,47,51,272,157,116,64,21,0,741,0,9,4,69,35,34,36,11,4,200,151,660,1259,4161,1671,1196,844,489,142,10572,0,0,4,25,49,48,68,64,22,285,3,10,9,47,32,58,80,60,33,335,147,1026,722,2912,2578,1689,1546,802,264,11693,0,3,15,108,77,47,30,17,7,305,6,35,49,353,96,41,45,13,9,654,4,38,44,261,160,85,185,99,49,927,0,0,0,18,20,35,63,75,23,240,58,229,374,1282,535,669,385,150,23,3703,98,329,214,2862,562,350,228,107,51,4804,9,24,85,406,87,87,73,40,11,828,19,77,82,950,274,218,140,52,21,1826,0,0,3,24,20,15,7,5,3,81
122,0,0,3,20,4,9,4,0,0,37,7413,14910,10925,18829,10561,8337,6123,3380,1490,81966,0,0,0,46,11,3,0,0,0,66,0,0,9,26,21,20,11,0,0,86,3,0,0,6,8,0,0,0,0,27,11,32,40,204,126,70,30,9,6,525,0,10,7,59,32,15,21,11,3,156,10,48,240,474,299,253,108,79,29,1538,0,0,4,36,43,65,84,73,19,316,0,0,0,13,15,34,49,31,15,163,103,776,586,3047,2244,1357,1325,651,235,10324,0,3,6,49,17,30,15,8,0,129,3,75,44,284,98,33,24,12,5,581,4,58,56,231,190,95,152,96,19,897,0,0,0,14,16,18,48,30,16,156,10,47,56,105,63,85,45,24,4,434,24,62,115,490,120,75,56,26,10,972,3,10,28,69,28,39,21,14,5,223,0,7,17,136,67,61,50,20,12,360,0,0,3,10,6,10,0,3,0,40
123,0,7,19,83,25,16,14,3,0,175,9274,17469,14880,23175,9424,8342,5073,1759,556,89941,13,93,148,972,323,188,15,3,0,1756,0,0,3,60,26,27,10,6,0,130,0,3,11,87,35,29,17,8,3,196,10,12,14,37,24,15,5,0,4,119,0,4,9,135,135,111,104,34,0,533,7,23,67,279,150,150,82,39,15,814,0,3,3,38,48,74,74,49,10,299,7,43,25,140,74,92,85,28,3,503,18,93,75,508,824,924,885,445,103,3876,4,36,84,582,332,219,101,26,4,1387,0,0,0,26,21,10,17,10,3,79,0,4,23,35,51,59,150,58,9,381,0,8,10,21,29,61,71,27,3,230,0,3,12,61,23,30,19,8,4,157,39,185,247,1302,437,229,124,39,5,2615,0,13,27,131,39,39,30,13,3,297,0,10,29,50,28,10,15,8,0,150,0,24,61,162,105,45,19,7,0,422
