SA4_CODE_2016,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_M,Non_sch_quals_PostGrad_Dgre_F,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_M,Non_sch_quals_Gr_Dip_Gr_Crt_F,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_M,Non_sch_quals_Bchelr_Degree_F,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_M,Non_sch_quls_Advncd_Dip_Dip_F,Non_sch_quls_Advncd_Dip_Dip_P,Non_sch_quls_Cert3a4_Level_M,Non_sch_quls_Cert3a4_Level_F,Non_sch_quls_Cert3a4_Level_P,Non_sch_quls_Cert1a2_Level_M,Non_sch_quls_Cert1a2_Level_F,Non_sch_quls_Cert1a2_Level_P,Non_sch_quls_Certnfd_Level_M,Non_sch_quls_Certnfd_Level_F,Non_sch_quls_Certnfd_Level_P,Non_sch_quls_CertTot_Level_M,Non_sch_quls_CertTot_Level_F,Non_sch_quls_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
111,143301,152388,295691,60461,34507,94967,17753,39232,56979,3764,4738,8499,7095,5301,12396,89068,83775,172839,46687,60472,107162,8,6.3,7.2,62.2,55,58.5,57.2,51.5,54.3,5535,5586,11119,1777,3228,5003,16526,23292,39820,10822,15273,26094,40095,18170,58264,1281,2482,3762,2541,4585,7127,43913,25235,69150,137250,142911,280158,25038,26505,51538,93466,97178,190643,62679,66542,129221
112,95176,103343,198521,31821,18866,50688,14248,26008,40251,2585,2898,5482,4021,3259,7281,52676,51037,103710,34192,43562,77746,7.6,6.4,7,55.3,49.4,52.2,51.1,46.2,48.6,2299,2669,4971,1207,2245,3449,9079,13914,22995,6297,11060,17358,25055,12089,37147,891,1701,2590,1742,3229,4975,27693,17018,44712,87582,92595,180171,16085,17798,33885,59104,61905,121011,40397,44668,85066
113,61810,63034,124846,28691,15524,44216,6121,15054,21173,1970,2087,4060,2049,1782,3827,38829,34450,73276,17939,23602,41545,5.3,5.2,5.2,62.8,54.7,58.7,59.5,51.8,55.6,1103,1188,2292,501,1035,1534,4290,7442,11731,3148,5364,8513,15885,7820,23703,643,1248,1890,935,1809,2745,17465,10871,28337,57901,58930,116836,10619,11190,21809,39993,40157,80151,25075,26772,51846
114,59435,63242,122671,20607,11154,31760,7322,14562,21887,1523,1727,3252,1844,1548,3392,31294,28998,60287,23735,29666,53399,5.9,5.3,5.6,52.7,45.9,49.1,49.6,43.4,46.4,1779,1775,3553,737,1425,2161,5069,7277,12342,4314,6787,11101,17427,7579,24998,534,1196,1732,1180,2291,3474,19141,11071,30210,54733,57725,112455,9748,10597,20345,36335,37819,74156,25774,28236,54010
115,88161,92620,180785,47349,27373,74727,11290,24556,35844,2094,2659,4746,2765,2558,5320,63501,57143,120642,21295,31766,53064,4.4,4.5,4.4,72,61.7,66.7,68.9,58.9,63.8,7737,6452,14188,1501,2363,3864,17118,20450,37562,8273,11427,19696,17644,7096,24738,457,1153,1617,1672,2835,4510,19775,11087,30860,92511,95123,187633,12866,13339,26200,63745,65363,129109,37753,39233,76986
116,129170,133145,262316,64494,38753,103247,14887,26725,41615,3777,4045,7820,5947,6051,12002,89100,75574,164680,33524,50831,84353,6.7,8,7.3,69,56.8,62.8,64.4,52.2,58.2,7389,6898,14288,1280,1744,3019,17770,22985,40752,10624,12514,23144,23373,12386,35759,1028,2021,3051,2160,3114,5280,26570,17521,44089,132217,135149,267361,21915,21836,43754,86934,89056,175995,58466,59310,117777
117,145631,139665,285297,69335,50914,120248,19527,26892,46416,3585,4213,7794,5519,5065,10583,97966,87079,185043,30454,38286,68742,5.6,5.8,5.7,67.3,62.3,64.9,63.5,58.7,61.1,16010,16305,32323,2783,3736,6514,37408,40375,77782,11861,12592,24451,13532,6322,19849,708,903,1607,1718,2124,3843,15956,9348,25306,101333,96985,198317,36902,37914,74821,53029,50792,103821,82621,81481,164100
118,108747,117535,226282,52430,39147,91581,13555,24710,38264,2450,3575,6029,3316,3284,6600,71758,70720,142479,27260,36427,63687,4.6,4.6,4.6,66,60.2,63,62.9,57.4,60,12630,12816,25442,2063,3330,5393,29067,34656,63723,7735,11605,19337,11661,4955,16612,422,749,1172,1494,2404,3900,13577,8108,21682,89117,95997,185116,23809,25894,49706,52174,57432,109609,57125,61009,118137
119,227488,236840,464334,95574,58320,153900,32987,47230,80217,6677,6614,13292,10500,9220,19722,145736,121392,267126,68652,101932,170586,7.2,7.6,7.4,64.1,51.3,57.5,59.4,47.4,53.3,14531,13615,28145,2298,3383,5680,36405,40886,77283,18685,23531,42214,34318,15676,49992,1344,2611,3958,3682,5920,9597,39334,24210,63548,220438,227277,447717,38395,38163,76559,147594,154033,301626,99378,99648,199033
120,118885,128189,247072,57772,41773,99543,16439,27336,43771,2988,3817,6799,4475,4262,8740,81668,77187,158859,29245,42903,72147,5.5,5.5,5.5,68.7,60.2,64.3,64.9,56.9,60.8,13400,14353,27752,2397,3871,6271,29130,33903,63032,9847,12682,22532,13333,6369,19700,597,968,1558,1673,2671,4345,15603,10002,25602,103820,111413,215236,25217,25924,51143,63626,69630,133250,60713,63318,124032
121,156196,174176,330375,81848,55345,137197,20223,39902,60125,3441,4962,8406,4874,4881,9752,110384,105090,215480,37797,60224,98024,4.4,4.6,4.5,70.7,60.3,65.2,67.6,57.5,62.3,23662,21520,45185,3898,6342,10244,47340,53160,100500,13107,19183,32292,13680,7116,20795,670,1264,1930,2327,4348,6670,16677,12722,29395,148745,161221,309966,30707,33339,64043,92245,101279,193528,80779,87355,168132
122,97849,105173,203023,50932,30356,81286,13404,29260,42657,2510,3233,5739,2365,2274,4642,69209,65116,134320,23376,34169,57546,3.4,3.5,3.5,70.7,61.9,66.2,68.3,59.8,63.9,7599,7016,14614,1803,3135,4938,21308,24790,46103,9648,14179,23826,18510,7353,25866,618,1108,1729,2040,3535,5574,21179,11995,33170,97140,101663,198799,16113,16923,33034,63812,67137,130944,45259,47467,92725
123,98925,105160,204085,51150,29511,80656,10828,23922,34744,3015,3385,6403,3895,4264,8152,68886,61078,129960,24683,38193,62868,5.7,7,6.3,69.6,58.1,63.7,65.7,54,59.7,3363,3533,6894,850,1522,2367,8789,12843,21634,7463,11052,18520,26211,12515,38730,839,1925,2762,1817,3012,4831,28871,17449,46322,101559,105199,206754,16324,17024,33353,67785,69840,137622,43922,46480,90401
124,118630,126160,244791,60457,35762,96218,13537,30218,43755,3321,4044,7359,4221,4206,8431,81535,74230,155762,30653,45193,75849,5.2,5.7,5.4,68.7,58.8,63.6,65.2,55.5,60.2,4260,4912,9170,1343,2592,3937,11112,16854,27968,9172,13526,22705,31309,15724,47029,990,2100,3091,2243,3649,5890,34542,21468,56007,118206,123555,241759,18527,19356,37879,81269,84452,165720,49284,52811,102103
125,182276,177642,359916,79065,46019,125082,24271,32268,56538,5114,4710,9825,9396,7948,17344,117843,90947,208788,53046,75936,128990,8,8.7,8.3,64.7,51.2,58,59.5,46.7,53.2,14959,13281,28235,2076,2865,4942,31621,34166,65791,14446,17057,31495,23704,11146,34850,1060,1887,2946,2647,3765,6406,27408,16798,44205,169029,169077,338107,36632,32675,69310,104505,107458,211955,90339,83374,173714
126,72914,78304,151220,34840,23004,57844,9570,17238,26814,1714,2223,3940,2997,2738,5737,49127,45210,94336,20711,29795,50507,6.1,6.1,6.1,67.4,57.7,62.4,63.3,54.2,58.6,9874,9236,19112,1386,2188,3570,18912,20906,39816,6115,8177,14289,8213,3764,11975,341,637,983,1050,1919,2967,9610,6323,15927,68155,71977,140136,14580,15153,29735,43505,46482,89986,36141,37473,73606
127,156827,163744,320571,65999,38418,104417,17910,28995,46906,4604,4293,8900,7944,7006,14949,96457,78716,175172,50770,75537,126305,8.2,8.9,8.5,61.5,48.1,54.6,56.4,43.8,50,3699,4141,7844,800,1398,2200,14947,19100,34050,11235,14997,26234,27686,13204,40890,1177,2419,3598,2473,3718,6192,31338,19346,50682,159816,164560,324370,23651,24248,47896,109875,112953,222831,64135,66572,130709
128,85021,91312,176329,45400,26084,71489,10209,25489,35705,2277,2970,5249,2068,2045,4116,59958,56588,116552,21607,31124,52733,3.4,3.6,3.5,70.5,62,66.1,68.1,59.7,63.8,4311,4220,8525,1305,2276,3582,12745,16622,29366,8672,11900,20571,23241,8380,31625,571,1242,1813,1856,3472,5324,25664,13088,38758,87505,92020,179521,11091,11645,22732,62060,65256,127311,32815,34886,67706
197,157,220,374,28,25,48,7,18,25,22,26,49,0,3,4,61,72,130,77,110,185,0,4.2,3.1,38.9,32.7,34.8,36.3,31.4,32.6,0,4,5,0,0,4,11,25,35,13,20,31,42,22,61,0,3,3,3,11,8,41,33,74,138,182,322,14,21,43,105,139,245,43,61,104
199,6958,4590,11545,1322,653,1977,531,520,1047,189,116,301,583,358,941,2623,1646,4272,2178,1876,4062,22.2,21.7,22,37.7,35.9,37,29.3,28.1,28.8,193,177,365,51,67,120,574,673,1247,294,374,663,1063,351,1416,64,60,126,104,92,195,1231,504,1738,1571,849,2420,3356,2845,6200,1027,548,1571,3734,3027,6765
