SA4_CODE_2016,Canada_Before_1946,Canada_1946_1955,Canada_1956_1965,Canada_1966_1975,Canada_1976_1985,Canada_1986_1995,Canada_1996_2005,Canada_2006_2010,Canada_2011,Canada_2012,Canada_2013,Canada_2014,Canada_2015,Canada_2016,Canada_Yr_arrival_NS,Canada_Tot,China_exc_SARs_Taiw_Bef_1946,China_exc_SARs_Taiwan_46_55,China_exc_SARs_Taiwan_56_65,China_exc_SARs_Taiwan_66_75,China_exc_SARs_Taiwan_76_85,China_exc_SARs_Taiwan_86_95,China_exc_SARs_Taiwan_96_05,China_exc_SARs_Taiwan_06_10,China_exc_SARs_Taiwan_2011,China_exc_SARs_Taiwan_2012,China_exc_SARs_Taiwan_2013,China_exc_SARs_Taiwan_2014,China_exc_SARs_Taiwan_2015,China_exc_SARs_Taiwan_2016,China_exc_SARs_Tawan_arr_ns,China_exc_SARs_Taiwan_Tot,Croatia_Before_1946,Croatia_1946_1955,Croatia_1956_1965,Croatia_1966_1975,Croatia_1976_1985,Croatia_1986_1995,Croatia_1996_2005,Croatia_2006_2010,Croatia_2011,Croatia_2012,Croatia_2013,Croatia_2014,Croatia_2015,Croatia_2016,Croatia_Yr_arrival_NS,Croatia_Tot,Egypt_Before_1946,Egypt_1946_1955,Egypt_1956_1965,Egypt_1966_1975,Egypt_1976_1985,Egypt_1986_1995,Egypt_1996_2005,Egypt_2006_2010,Egypt_2011,Egypt_2012,Egypt_2013,Egypt_2014,Egypt_2015,Egypt_2016,Egypt_Yr_arrival_NS,Egypt_Tot,Fiji_Before_1946,Fiji_1946_1955,Fiji_1956_1965,Fiji_1966_1975,Fiji_1976_1985,Fiji_1986_1995,Fiji_1996_2005,Fiji_2006_2010,Fiji_2011,Fiji_2012,Fiji_2013,Fiji_2014,Fiji_2015,Fiji_2016,Fiji_Yr_arrival_NS,Fiji_Tot,Germany_Before_1946,Germany_1946_1955,Germany_1956_1965,Germany_1966_1975,Germany_1976_1985,Germany_1986_1995,Germany_1996_2005,Germany_2006_2010,Germany_2011,Germany_2012,Germany_2013,Germany_2014,Germany_2015,Germany_2016,Germany_Yr_arrival_NS,Germany_Tot,Greece_Before_1946,Greece_1946_1955,Greece_1956_1965,Greece_1966_1975,Greece_1976_1985,Greece_1986_1995,Greece_1996_2005,Greece_2006_2010,Greece_2011,Greece_2012,Greece_2013,Greece_2014,Greece_2015,Greece_2016,Greece_Yr_arrival_NS,Greece_Tot,Hng_Kng_SAR_China_Bfre_1946,Hng_Kng_SAR_China_1946_1955,Hng_Kng_SAR_China_1956_1965,Hng_Kng_SAR_China_1966_1975,Hng_Kng_SAR_China_1976_1985,Hng_Kng_SAR_China_1986_1995,Hng_Kng_SAR_China_1996_2005,Hng_Kng_SAR_China_2006_2010,Hong_Kong_SAR_China_2011,Hong_Kong_SAR_China_2012,Hong_Kong_SAR_China_2013,Hong_Kong_SAR_China_2014,Hong_Kong_SAR_China_2015,Hong_Kong_SAR_China_2016,Hng_Kng_SAR_Chna_arrival_ns,Hong_Kong_SAR_China_Tot,India_Before_1946,India_1946_1955,India_1956_1965,India_1966_1975,India_1976_1985,India_1986_1995,India_1996_2005,India_2006_2010,India_2011,India_2012,India_2013,India_2014,India_2015,India_2016,India_Yr_arrival_NS,India_Tot,Indonesia_Before_1946,Indonesia_1946_1955,Indonesia_1956_1965,Indonesia_1966_1975,Indonesia_1976_1985,Indonesia_1986_1995,Indonesia_1996_2005,Indonesia_2006_2010,Indonesia_2011,Indonesia_2012,Indonesia_2013,Indonesia_2014,Indonesia_2015,Indonesia_2016,Indonesia_Yr_arrival_ns,Indonesia_Tot,Iran_Before_1946,Iran_1946_1955,Iran_1956_1965,Iran_1966_1975,Iran_1976_1985,Iran_1986_1995,Iran_1996_2005,Iran_2006_2010,Iran_2011,Iran_2012,Iran_2013,Iran_2014,Iran_2015,Iran_2016,Iran_Yr_arrival_NS,Iran_Tot,Iraq_Before_1946,Iraq_1946_1955,Iraq_1956_1965,Iraq_1966_1975,Iraq_1976_1985,Iraq_1986_1995,Iraq_1996_2005,Iraq_2006_2010,Iraq_2011,Iraq_2012,Iraq_2013,Iraq_2014,Iraq_2015,Iraq_2016,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1946,Ireland_1946_1955,Ireland_1956_1965,Ireland_1966_1975,Ireland_1976_1985,Ireland_1986_1995,Ireland_1996_2005,Ireland_2006_2010
111,0,5,26,72,68,71,118,89,24,35,10,23,22,8,21,592,3,12,33,20,62,154,282,438,76,121,139,245,363,168,133,2240,0,15,51,160,15,9,33,5,0,3,0,0,0,0,14,313,0,20,17,39,3,14,14,31,0,0,5,5,3,0,3,154,3,11,17,28,49,81,43,25,0,10,7,4,4,4,12,290,4,743,233,90,64,56,86,66,19,11,12,18,14,11,73,1505,3,129,179,118,24,9,3,0,3,0,0,0,3,3,24,508,3,0,5,33,68,75,39,44,11,3,15,32,29,19,26,399,3,34,14,104,53,89,266,495,95,170,120,124,129,74,57,1834,0,11,18,8,15,30,80,54,10,12,7,9,20,3,12,290,0,0,0,0,6,9,21,66,35,43,38,13,30,24,5,300,0,0,0,5,3,6,19,7,3,8,27,25,13,11,8,141,0,10,49,100,47,98,90,91
112,7,4,28,87,74,65,116,87,13,25,14,7,13,15,27,581,4,9,13,3,25,31,74,87,16,16,26,22,41,8,28,402,0,7,25,20,0,3,3,0,0,0,0,0,0,0,4,68,0,14,11,18,0,9,7,0,0,3,0,0,0,0,3,71,4,14,21,31,17,34,33,24,3,3,0,5,0,0,11,198,0,250,190,104,156,163,161,91,12,19,15,11,10,3,46,1237,0,27,24,17,5,3,3,0,0,0,3,0,0,0,4,82,3,0,9,20,19,13,19,3,0,4,0,0,9,0,5,109,4,21,29,56,50,37,72,218,27,20,33,46,20,14,16,659,0,17,22,7,18,19,27,22,6,11,8,3,3,5,10,179,0,0,0,0,3,6,13,7,0,4,3,0,0,0,3,42,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,12,5,13,42,102,37,53,60,56
113,0,3,3,12,9,12,34,15,4,0,0,8,3,0,8,118,0,0,0,6,10,53,65,113,19,14,17,11,44,38,47,449,0,3,15,20,0,4,0,0,0,0,0,0,0,0,0,42,0,8,3,3,3,15,29,20,5,25,3,0,5,3,7,126,0,3,9,6,8,53,61,43,10,21,27,15,6,3,17,281,0,93,66,44,18,18,12,19,4,5,4,3,5,9,16,314,0,9,18,7,3,0,0,0,0,0,0,0,0,0,0,41,0,0,0,3,12,22,12,11,6,0,6,9,12,6,14,113,3,8,3,14,30,73,276,645,96,184,184,113,98,61,97,1880,0,6,0,0,6,4,11,9,0,0,3,0,0,3,6,58,0,0,0,0,3,4,19,11,5,11,13,13,5,7,3,105,0,0,0,0,0,5,31,4,3,4,0,0,3,0,7,54,0,6,16,17,11,9,16,25
114,0,3,30,46,49,32,41,23,3,0,3,3,0,0,3,237,8,11,13,5,17,52,54,80,7,9,24,31,46,49,44,459,0,3,59,101,5,10,4,4,0,0,0,0,0,0,6,192,0,21,22,20,0,3,0,8,0,0,0,0,0,0,0,93,6,3,14,10,19,34,14,4,3,4,0,5,0,0,5,120,0,286,240,91,60,45,36,19,3,3,4,4,0,3,25,830,0,26,95,60,8,5,7,3,0,3,0,9,0,0,15,218,3,7,4,19,18,22,19,3,3,0,5,4,16,9,13,131,0,22,23,42,12,23,51,151,6,21,24,32,22,19,16,470,3,14,8,0,7,15,22,20,3,3,3,0,5,3,9,116,0,0,0,0,0,7,10,5,0,0,3,0,5,0,0,31,0,0,3,11,0,0,3,5,0,0,3,0,0,0,10,37,0,7,46,87,33,51,20,19
115,3,5,18,50,44,57,92,44,3,15,5,18,14,8,16,404,9,43,97,49,196,1679,3310,2125,314,361,372,413,389,179,341,9872,0,12,103,248,23,54,26,3,0,0,0,0,0,0,19,489,0,40,63,174,50,210,115,52,7,19,22,8,8,3,17,770,3,0,19,48,152,378,229,43,6,0,8,7,3,4,19,923,5,238,154,122,93,54,102,41,7,7,8,17,19,21,27,927,0,39,142,113,15,6,11,3,3,3,0,3,0,0,12,358,3,11,30,92,361,1366,542,145,15,21,33,39,37,13,27,2727,3,19,29,317,354,1532,2611,1267,155,160,166,169,171,126,146,7234,3,12,14,53,155,218,452,99,21,11,18,16,14,15,21,1130,0,0,3,44,157,493,466,387,99,113,74,48,56,14,31,2001,0,0,3,19,23,40,74,16,3,3,0,3,0,5,3,205,0,21,39,115,72,157,93,82
116,0,6,8,27,32,45,62,41,7,6,8,7,15,22,15,295,0,20,60,34,152,971,1333,1154,150,185,150,192,149,95,156,4793,0,17,131,506,65,133,135,0,0,0,3,3,3,0,27,1031,3,34,68,315,108,482,367,227,32,58,92,69,51,17,44,1966,4,0,4,70,471,2224,2439,957,170,154,154,121,88,68,176,7101,0,349,165,127,73,56,81,37,7,8,8,9,6,9,32,962,0,45,235,245,45,36,28,14,4,12,9,5,3,0,23,696,0,0,11,39,178,377,194,50,14,8,23,12,18,15,33,971,4,8,23,270,334,1903,7069,9616,807,913,1155,1410,1256,872,701,26349,0,11,16,55,173,298,601,186,29,18,20,15,27,15,40,1505,0,0,0,34,94,272,456,247,122,110,99,39,34,21,37,1566,0,0,0,26,37,206,579,298,106,74,130,54,109,33,39,1695,0,5,39,162,33,108,58,79
117,0,4,17,73,96,127,186,187,54,74,92,140,151,116,47,1365,4,38,70,128,404,1900,3012,3629,920,1277,1728,2647,4136,2693,1436,24031,0,10,99,194,16,58,53,14,4,9,3,0,7,4,18,494,0,66,168,215,43,77,35,38,3,5,17,3,12,17,47,743,0,4,23,69,167,294,126,60,12,14,20,7,11,11,28,848,3,124,103,122,106,103,236,240,51,71,85,85,119,116,78,1632,8,221,1380,926,87,60,34,30,9,21,23,23,20,7,179,3026,3,4,26,130,434,685,503,269,100,91,146,161,160,124,116,2963,0,11,20,136,115,342,524,696,121,188,277,384,576,459,119,3978,0,11,8,73,246,540,1599,1321,421,516,519,840,789,376,187,7445,0,0,0,15,60,136,89,162,90,84,89,54,78,35,28,926,0,0,3,16,33,125,156,56,16,14,27,55,30,13,16,564,0,14,28,112,87,234,400,660
118,0,4,28,85,86,95,207,188,53,42,63,82,83,56,42,1114,20,112,115,114,233,1052,1193,1163,332,546,801,1379,2118,1585,730,11493,0,21,84,95,21,35,19,4,0,0,3,0,0,0,16,305,0,162,274,183,28,60,18,25,3,4,13,3,5,3,28,812,3,4,18,40,98,115,73,34,6,6,12,16,7,3,32,468,81,203,142,125,112,131,309,265,45,74,57,76,81,72,56,1827,28,381,869,332,46,29,17,23,9,9,7,15,11,8,85,1858,6,6,34,173,356,508,379,203,56,100,111,148,156,75,89,2405,0,29,83,246,135,177,256,270,49,84,103,133,156,176,69,1974,0,10,28,83,271,453,724,382,78,101,134,129,132,145,66,2740,0,4,4,26,87,113,66,108,28,35,57,67,35,16,27,675,0,8,14,53,40,66,73,30,3,0,16,13,0,0,22,340,7,22,52,151,108,283,597,1082
119,3,9,16,44,48,66,104,60,14,14,17,13,14,19,8,447,29,118,279,373,1272,10128,13339,10028,1745,1863,2114,2467,2430,1272,1851,49306,0,28,393,711,67,155,107,16,0,5,8,11,4,4,55,1562,3,205,490,1099,395,1052,653,634,94,144,157,127,136,61,211,5465,4,7,32,149,554,1217,741,307,45,47,69,49,39,33,125,3401,4,328,166,153,118,74,128,80,3,15,20,18,33,13,41,1194,18,853,5110,3694,529,282,205,91,98,205,150,115,95,40,530,12023,3,14,69,307,1215,2651,1295,450,79,97,139,133,102,66,150,6774,0,20,36,289,265,784,1629,2302,327,374,514,681,744,545,246,8763,5,9,17,126,559,1127,2025,1203,171,146,166,178,185,97,140,6140,0,0,0,17,54,134,180,130,51,90,149,25,23,9,23,881,0,0,9,38,42,203,742,287,105,134,143,65,41,16,40,1848,6,26,59,200,73,167,168,132
120,0,3,13,72,82,81,123,89,22,22,33,31,32,14,17,642,21,87,243,205,643,4160,5609,5522,1163,1394,1629,1810,1886,861,1008,26238,0,11,222,294,29,50,18,4,0,4,4,7,3,0,22,675,0,66,123,259,89,165,48,36,18,12,31,23,20,13,37,936,3,12,27,85,168,269,139,39,14,14,16,12,16,7,25,843,4,179,101,103,101,86,135,106,25,25,18,29,27,9,33,984,11,255,1386,710,62,32,32,25,10,15,17,18,19,3,105,2699,4,14,61,212,711,1026,537,257,74,100,112,92,83,50,81,3416,0,12,10,332,266,713,1423,1991,396,614,817,1049,1281,932,308,10147,0,7,17,64,146,206,425,279,55,48,62,67,62,33,42,1501,0,0,0,19,57,124,62,121,63,74,65,40,47,21,12,709,0,0,3,25,23,31,28,37,3,0,13,4,3,3,3,172,0,17,62,159,113,292,392,344
121,6,17,51,198,172,213,333,176,43,33,56,54,78,34,35,1497,37,144,230,190,621,4071,6826,5165,976,1180,1232,1502,1599,836,960,25575,6,20,202,209,10,67,32,14,4,0,7,12,0,0,18,603,6,71,174,163,28,57,16,20,5,7,4,14,19,18,23,633,12,13,53,78,122,171,111,53,11,15,16,7,8,8,12,695,39,262,233,181,173,174,325,248,56,59,59,46,74,32,64,2010,4,80,201,112,19,17,19,6,7,0,3,3,0,0,6,486,13,31,139,402,1360,3040,1480,565,106,156,141,179,216,90,184,8096,10,75,76,400,433,1039,1783,1836,390,478,573,618,812,562,230,9319,7,34,36,115,196,315,620,263,54,46,61,75,66,24,43,1961,0,9,19,119,424,672,503,723,239,229,218,114,227,95,74,3663,0,0,7,28,15,14,41,18,0,3,5,3,0,0,3,148,8,30,79,167,142,342,367,293
122,0,3,52,121,122,167,256,205,44,37,43,49,32,22,37,1186,8,60,51,48,85,832,867,568,87,97,129,242,201,145,150,3566,5,22,176,245,32,75,102,3,0,0,0,3,3,0,24,691,0,48,122,76,15,36,10,7,3,0,3,0,6,0,10,340,3,8,39,44,54,64,50,23,5,0,4,4,3,0,15,315,5,215,199,174,153,153,358,304,73,53,65,79,53,35,56,1970,7,50,111,75,11,6,11,9,0,6,7,0,7,0,20,313,11,9,37,88,189,255,135,82,16,25,20,22,18,9,30,943,0,25,28,115,50,175,287,476,38,71,122,181,111,89,56,1826,0,25,35,20,58,112,124,63,15,7,15,10,27,12,32,556,0,0,13,88,156,140,105,101,22,26,30,11,20,10,16,737,0,0,3,16,7,14,17,7,0,0,3,5,3,0,3,79,3,15,62,165,95,244,307,214
123,0,0,8,21,29,41,69,42,6,7,11,5,11,0,8,257,3,11,57,16,74,367,523,448,73,72,64,73,51,36,55,1926,3,6,115,290,24,66,58,4,3,4,0,3,0,0,20,595,0,37,49,87,50,262,117,147,39,34,51,23,23,20,25,947,0,3,7,56,245,1015,883,372,56,66,60,74,55,26,80,2997,0,237,212,134,71,45,66,36,12,4,0,3,7,3,23,859,0,19,134,161,27,27,17,9,7,14,0,0,4,0,13,439,0,8,9,21,68,108,66,32,12,3,9,3,14,3,10,351,0,10,18,161,119,574,1269,1709,201,182,228,196,166,134,91,5065,0,10,15,16,92,109,247,126,14,14,9,6,5,10,21,685,0,0,0,25,30,40,67,41,28,18,4,4,10,0,7,267,0,0,8,22,30,95,331,196,40,20,48,27,15,10,6,837,3,12,46,175,75,117,67,52
