SA4_CODE_2016,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4_m_sty_blk_Ds,OPDs_F_ap_I_4_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
115,58616,191925,1528,2693,5652,16403,7182,19099,1195,2126,1078,2227,1147,2544,33,75,3450,6974,97,151,112,197,28,79,52,156,287,582,279,701,69816,219275,4241,..,74057,219275
116,79177,259138,6359,18705,10149,32474,16506,51178,1582,3284,797,1868,3003,7863,50,108,5431,13121,30,58,195,299,67,163,164,488,457,1010,348,931,101918,325375,5140,..,107063,325375
117,13285,39567,9755,23242,16861,42683,26617,65932,7360,14141,15324,29367,59987,121370,234,492,82907,165380,3,4,4,17,51,77,990,2266,1042,2363,824,1613,124676,274849,14757,..,139428,274849
118,22089,69551,6266,16270,12346,34311,18613,50578,11033,23439,26167,52431,19343,37879,165,372,56707,114122,3,7,4,7,0,3,956,2120,960,2138,447,1031,98825,237426,10711,..,109533,237426
119,97827,316540,9317,22274,17666,55192,26983,77466,15100,36482,18355,46214,24103,61716,257,613,57813,145022,71,105,14,30,3,7,1012,2797,1095,2948,688,1734,184401,543704,13334,..,197733,543704
120,35295,108354,9217,23423,11350,30485,20570,53910,11848,24560,15237,33982,19891,47105,229,488,47212,106134,4,8,11,15,0,0,1100,2640,1116,2668,766,1616,104952,272680,8654,..,113611,272680
121,71675,223426,3748,9167,8206,19972,11959,29130,9771,19645,20258,40822,32211,67126,140,282,62380,127874,9,16,9,18,0,0,259,578,281,611,419,866,146713,381908,13598,..,160316,381908
122,50714,159406,2212,4561,5682,13519,7895,18083,6684,13340,13067,26327,8634,16939,106,215,28497,56822,12,23,149,259,35,58,254,583,455,924,385,861,87940,236092,9083,..,97017,236092
123,69437,218642,5231,11141,5018,12894,10246,24039,1258,2257,400,752,809,1623,32,63,2493,4699,83,111,51,71,28,64,106,304,264,555,279,594,82721,248523,4555,..,87280,248523
124,87678,253557,5065,9688,5885,13743,10943,23432,2388,3987,1688,3016,686,1292,57,108,4817,8407,42,68,113,170,46,96,108,226,306,565,422,980,104168,286939,8914,..,113084,286939
125,72792,240936,5887,14013,16062,50152,21950,64161,10669,25564,15064,39089,18892,48988,198,491,44827,114129,18,40,5,27,27,70,600,1941,650,2076,644,1598,140867,422909,9892,..,150754,422909
126,34097,107715,3218,7875,5935,15211,9149,23088,1974,3633,8695,18791,8410,19044,47,94,19125,41558,11,20,5,10,0,9,121,287,142,326,269,662,62777,173353,4619,..,67395,173353
127,87958,307258,2784,6933,10456,32395,13234,39323,3642,8014,6382,15265,4400,11529,173,424,14606,35231,73,91,12,32,56,142,410,1293,555,1560,541,1304,116885,384678,6067,..,122952,384678
128,48519,150059,2454,5129,7914,18685,10368,23813,3625,6372,8545,16411,4526,8559,20,39,16714,31377,62,105,118,200,3,3,186,404,367,708,199,453,76169,206418,5269,..,81432,206418
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
