region_id,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_Country_birth_ns,Tot_P_Tot_Resp
SSC10936,40,500,42,756
SSC10937,32,719,61,901
SSC10938,10,126,32,199
SSC10939,8,170,67,345
SSC10940,23,545,58,703
SSC10941,57,2620,206,3142
SSC10942,10,158,3,182
SSC10943,3,334,21,404
SSC10944,69,1035,58,1364
SSC10945,8,215,7,252
SSC10946,10,122,18,163
SSC10947,50,923,70,1337
SSC10948,4,192,9,222
SSC10949,4,156,6,181
SSC10950,102,970,263,4696
SSC10951,668,4589,455,10980
SSC10952,6,301,36,385
SSC10953,586,4149,1228,11114
SSC10954,208,2019,216,4346
SSC10955,14,202,20,296
SSC10956,168,4958,370,6131
SSC10957,8,260,17,326
SSC10958,10,176,12,229
SSC10959,324,3110,121,4945
SSC10960,13,260,20,344
SSC10961,144,2386,159,3279
SSC10962,192,1393,237,5025
SSC10963,8,236,15,291
SSC10964,247,2154,750,7560
SSC10965,158,4152,234,5253
SSC10966,315,3102,252,6105
SSC10967,23,255,17,409
SSC10968,1087,10552,802,20277
SSC10969,116,1403,86,2054
SSC10970,200,1657,162,3403
SSC10971,11,174,5,247
SSC10972,46,625,51,867
SSC10973,14,273,15,349
SSC10974,13,269,18,366
SSC10975,104,2187,126,2955
SSC10976,3,162,133,324
SSC10977,18,194,10,254
SSC10978,8,198,5,252
SSC10979,574,4303,540,15324
SSC10980,170,1872,142,2862
SSC10981,93,2283,134,2872
SSC10982,4,187,4,203
SSC10983,7,316,7,354
SSC10984,3,133,9,166
SSC10985,11,132,3,170
SSC10986,53,1203,126,1597
SSC10987,5,177,26,229
SSC10988,0,0,0,0
SSC10989,19,155,16,234
SSC10990,3,301,15,332
SSC10991,76,691,29,1117
SSC10992,9,222,6,288
SSC10993,6,200,19,238
SSC10994,5,245,13,296
SSC10995,470,9479,577,12538
SSC10996,20,262,74,575
SSC10997,10,272,40,351
SSC10998,359,2155,329,6586
SSC10999,30,636,74,869
SSC11000,299,5213,494,7678
SSC11001,164,1615,408,3389
SSC11002,609,15904,1759,21102
SSC11003,14,382,13,466
SSC11004,310,8070,812,10204
SSC11005,4,184,8,215
SSC11006,9,149,10,192
SSC11007,0,7,3,13
SSC11008,365,1621,1550,13992
SSC11009,85,1026,84,1721
SSC11010,21,267,14,379
SSC11011,10,286,12,330
SSC11012,17,233,6,285
SSC11013,184,1745,103,2796
SSC11014,17,141,29,305
SSC11015,20,200,29,314
SSC11016,341,3738,559,6579
SSC11017,25,382,42,578
SSC11018,294,1489,740,12382
SSC11019,836,3054,1939,23219
SSC11020,10,175,22,356
SSC11021,8,247,27,329
SSC11022,95,460,222,4750
SSC11023,18,569,35,682
SSC11024,32,454,38,710
SSC11025,0,317,29,379
SSC11026,44,825,90,1198
SSC11027,344,2214,244,5183
SSC11028,0,11,0,14
SSC11029,12,247,13,329
SSC11030,90,2054,154,2574
SSC11031,3,238,31,299
SSC11032,80,1897,130,2481
SSC11033,907,7803,1116,21704
SSC11034,479,9070,1556,16974
SSC11035,10,317,19,397
SSC11036,64,647,81,1134
SSC11037,26,395,55,628
SSC11038,601,3103,1959,19854
SSC11039,183,1294,294,4424
SSC11040,9,510,33,583
SSC11041,74,1857,149,2383
SSC11042,54,1249,62,1641
SSC11043,6,265,22,321
SSC11044,8,240,17,281
SSC11045,12,310,24,409
SSC11046,30,1240,92,1472
SSC11047,57,650,50,1027
SSC11048,5,234,25,309
SSC11049,0,152,7,188
SSC11050,225,7641,704,9346
SSC11051,14,353,31,477
SSC11052,15,188,14,264
SSC11053,40,1562,177,1917
SSC11054,0,320,11,345
SSC11055,150,2110,134,3026
SSC11056,113,1124,163,2842
SSC11057,388,4138,306,7168
SSC11058,343,4481,267,6878
SSC11059,342,2400,491,6641
SSC11060,106,1725,115,2416
SSC11061,6,175,18,262
SSC11062,21,255,8,368
SSC11063,13,446,11,530
SSC11064,207,2424,302,4073
SSC11065,36,621,37,903
SSC11066,50,629,30,876
SSC11067,176,2563,388,4033
SSC11068,20,322,10,391
SSC11069,254,3284,313,5225
SSC11070,111,1589,235,3240
SSC11071,22,303,13,429
SSC11072,43,815,63,1487
SSC11073,53,1579,98,1882
SSC11074,10,251,16,333
SSC11075,13,289,36,417
SSC11076,96,1650,144,2257
SSC11077,417,4047,290,7633
SSC11078,80,357,473,5067
SSC11079,10,212,26,305
SSC11080,9,273,16,348
SSC11081,175,1322,252,4396
SSC11082,0,0,0,0
SSC11083,25,377,32,582
SSC11084,14,244,29,328
SSC11085,24,291,19,450
SSC11086,40,765,75,1121
SSC11087,54,1945,172,2446
SSC11088,6,306,24,381
SSC11089,47,228,874,5379
SSC11090,42,395,33,689
SSC11091,317,2580,228,4544
SSC11092,285,4135,245,5971
SSC11093,14,326,60,492
SSC11094,185,2112,295,5435
SSC11095,84,790,389,2995
SSC11096,53,1421,36,1702
SSC11097,396,3941,334,5988
SSC11098,23,201,23,465
SSC11099,41,934,71,1141
SSC11100,14,223,52,298
SSC11101,18,245,18,355
SSC11102,9,185,3,250
SSC11103,5,232,22,311
SSC11104,8,147,3,176
SSC11105,7,177,28,257
SSC11106,28,291,36,478
SSC11107,47,745,65,1048
SSC11108,22,332,65,491
SSC11109,135,1532,192,2497
SSC11110,8,226,25,294
SSC11111,23,524,28,671
SSC11112,149,840,286,4970
SSC11113,43,1107,97,1426
SSC11114,13,194,17,272
SSC11115,133,5215,329,6260
SSC11116,319,1903,640,10637
SSC11117,8,244,25,310
SSC11118,176,1714,183,2845
SSC11119,5,206,6,272
SSC11120,34,1343,136,1682
SSC11121,56,609,57,985
SSC11122,50,1123,79,1413
SSC11123,31,126,154,1036
SSC11124,229,2189,192,5065
SSC11125,163,819,698,6188
SSC11126,107,398,472,5785
SSC11127,3,102,5,149
SSC11128,11,127,9,202
SSC11129,184,900,159,3666
SSC11130,877,5519,1243,19861
SSC11131,397,2987,181,6185
SSC11132,3,172,0,203
SSC11133,7,294,37,397
SSC11134,22,313,34,529
SSC11135,402,3971,208,7036
SSC11136,69,521,247,1931
SSC11137,22,222,31,343
SSC11138,90,1938,107,2538
SSC11139,129,806,227,4207
SSC11140,0,9,0,12
SSC11141,593,4150,428,8992
SSC11142,117,1908,156,2648
SSC11143,10,252,8,309
SSC11144,29,312,40,743
SSC11145,3,55,10,133
SSC11146,16,130,45,304
SSC11147,210,1291,279,4697
SSC11148,500,2748,1401,26039
SSC11149,95,821,117,2390
SSC11150,42,481,27,729
SSC11151,7,183,15,285
SSC11152,15,312,27,446
SSC11153,14,172,8,222
SSC11154,23,214,21,311
SSC11155,343,3592,274,7334
SSC11156,73,1266,75,1706
SSC11157,555,5191,778,13907
SSC11158,65,567,31,1122
SSC11159,273,9214,718,11390
SSC11160,29,550,37,750
SSC11161,97,1093,175,1806
SSC11162,0,134,49,201
SSC11163,3,102,15,150
SSC11164,75,1036,45,1521
SSC11165,20,167,6,224
SSC11166,286,2825,379,5243
SSC11167,354,3248,339,5956
SSC11168,16,254,16,372
SSC11169,14,211,33,307
SSC11170,9,150,13,209
SSC11171,8,235,6,263
SSC11172,3,141,43,216
SSC11173,8,167,3,225
SSC11174,21,231,17,348
SSC11175,23,836,71,1063
SSC11176,599,5574,288,9423
SSC11177,17,176,31,285
SSC11178,27,481,36,681
SSC11179,11,96,3,137
SSC11180,96,1203,302,2605
SSC11181,111,2253,240,3110
SSC11182,13,232,18,331
SSC11183,88,1192,140,1764
SSC11184,174,1336,404,2436
SSC11185,71,1417,63,1805
SSC11186,0,12,0,15
SSC11187,9,238,47,347
SSC11188,0,0,0,0
SSC11189,6,253,8,302
SSC11190,38,978,40,1182
SSC11191,112,3095,1011,4580
SSC11192,89,1545,112,2085
SSC11193,13,203,54,345
SSC11194,19,229,13,370
SSC11195,28,478,30,639
SSC11196,3,99,16,175
SSC11197,300,2709,335,5178
SSC11198,47,965,46,1285
SSC11199,19,192,12,306
SSC11200,6,201,16,260
SSC11201,23,219,29,580
SSC11202,31,490,47,845
SSC11203,14,209,23,311
SSC11204,7,150,9,256
SSC11205,11,254,3,322
SSC11206,180,2482,403,3878
SSC11207,18,250,5,343
SSC11208,356,5145,542,8600
SSC11209,25,365,23,535
SSC11210,214,1763,123,3327
SSC11211,369,3846,299,6452
SSC11212,62,947,95,1324
SSC11213,498,3998,866,8013
SSC11214,144,1449,158,2755
SSC11215,40,592,32,735
SSC11216,3,267,14,308
SSC11217,24,278,13,376
SSC11218,187,1488,196,3340
SSC11219,9,126,3,178
SSC11220,982,8190,676,20341
SSC11221,409,2822,259,8342
SSC11222,237,5818,560,7722
SSC11223,20,119,19,224
SSC11224,0,0,0,0
SSC11225,83,701,178,2309
SSC11226,10,270,53,385
SSC11227,41,916,85,1191
SSC11228,0,136,20,168
SSC11229,529,3341,1110,12773
SSC11230,263,2587,195,4884
SSC11231,43,345,18,694
SSC11232,21,243,20,331
SSC11233,11,354,36,429
SSC11234,24,502,19,649
SSC11235,28,319,14,459
SSC11236,4,169,7,240
SSC11237,302,3892,260,6275
SSC11238,257,3147,220,4845
SSC11239,52,553,31,891
SSC11240,22,488,52,739
SSC11241,12,227,18,315
SSC11242,62,901,66,1339
SSC11243,14,175,15,260
SSC11244,543,3439,419,9282
SSC11245,306,1702,138,4455
SSC11246,308,4844,391,6948
SSC11247,3,217,14,263
SSC11248,21,258,40,445
SSC11249,54,449,53,753
SSC11250,18,580,24,693
SSC11251,6,88,3,119
SSC11252,7,270,15,321
SSC11253,346,4294,400,6836
SSC11254,24,403,40,685
SSC11255,13,207,21,293
SSC11256,44,991,75,1330
SSC11257,433,4373,341,9268
SSC11258,185,1564,118,3343
SSC11259,27,422,23,572
SSC11260,290,4188,495,6401
SSC11261,507,2792,1101,14097
SSC11262,426,2677,666,11514
SSC11263,9,187,7,222
SSC11264,389,4317,749,9106
SSC11265,31,912,71,1129
SSC11266,7,135,12,207
SSC11267,0,3,184,187
SSC11268,45,402,16,689
SSC11269,476,5221,476,8979
SSC11270,175,1286,442,3669
SSC11271,23,390,39,529
SSC11272,8,136,8,188
SSC11273,324,1882,997,12763
SSC11274,87,665,82,2065
SSC11275,50,451,51,800
SSC11276,214,1978,265,3627
SSC11277,12,189,11,272
SSC11278,0,9,3,15
SSC11279,6,155,9,205
SSC11280,5,177,28,260
SSC11281,222,5571,370,7314
SSC11282,80,1709,132,2156
SSC11283,3,201,39,270
SSC11284,120,1378,155,2234
SSC11285,27,290,306,769
SSC11286,172,2807,115,3911
SSC11287,58,822,42,1145
SSC11288,27,279,33,395
SSC11289,4,3,0,7
SSC11290,36,352,52,585
SSC11291,16,365,29,543
SSC11292,11,231,36,313
SSC11293,45,529,73,877
SSC11294,119,1398,93,2218
SSC11295,71,611,344,1694
SSC11296,164,1913,198,3118
SSC11297,72,755,76,1244
SSC11298,37,375,24,648
SSC11299,209,4492,349,5767
SSC11300,22,198,52,784
SSC11301,38,341,29,839
SSC11302,103,1900,170,2556
SSC11303,17,258,32,416
SSC11304,0,109,3,122
SSC11305,16,361,27,510
SSC11306,5,146,14,197
SSC11307,9,272,15,327
SSC11308,3,81,0,99
SSC11309,39,295,32,552
SSC11310,188,4656,271,5868
SSC11311,26,1131,116,1389
SSC11312,118,2226,119,2994
SSC11313,23,291,6,391
SSC11314,132,2105,212,3372
SSC11315,144,1019,244,3271
SSC11316,189,1712,180,3083
SSC11317,28,398,33,571
SSC11318,206,3350,247,4801
SSC11319,36,409,21,602
SSC11320,43,553,26,911
SSC11321,54,1046,61,1511
SSC11322,264,865,1524,15506
SSC11323,18,202,48,415
SSC11324,59,922,55,1318
SSC11325,5,217,15,257
SSC11326,314,3515,499,6981
SSC11327,20,330,25,434
SSC11328,204,3369,286,5006
SSC11329,584,3730,446,9478
SSC11330,530,2973,532,9339
SSC11331,143,891,72,2252
SSC11332,11,281,35,419
SSC11333,0,3,11,14
SSC11334,16,501,62,636
SSC11335,0,0,0,0
SSC11336,63,522,207,2432
SSC11337,52,572,38,914
SSC11338,51,1080,50,1349
SSC11339,20,209,27,372
SSC11340,8,79,0,95
SSC11341,58,1379,143,1932
SSC11342,34,360,95,850
SSC11343,329,8828,750,12039
SSC11344,38,799,54,1048
SSC11345,205,1519,211,2889
SSC11346,9,137,13,183
SSC11347,9,166,8,212
SSC11348,238,6138,699,8424
SSC11349,15,168,8,273
SSC11350,15,306,5,367
SSC11351,791,5315,851,13520
SSC11352,111,1769,87,2541
SSC11353,367,4135,303,6148
SSC11354,119,1391,92,2418
SSC11355,102,820,288,2383
SSC11356,179,2301,586,4651
SSC11357,432,4345,646,9420
SSC11358,261,2007,599,4368
SSC11359,19,316,17,414
SSC11360,167,1154,294,2921
SSC11361,14,163,14,230
SSC11362,61,290,151,2046
SSC11363,369,1368,1124,16679
SSC11364,24,390,32,519
SSC11365,71,1471,298,2501
SSC11366,23,418,43,608
SSC11367,80,809,42,1278
SSC11368,10,94,18,209
SSC11369,443,3108,489,7347
SSC11370,6,25,9,70
SSC11371,7,197,7,246
SSC11372,8,236,23,312
SSC11373,10,158,12,223
SSC11374,47,339,17,589
SSC11375,13,221,19,321
SSC11376,548,3270,427,8653
SSC11377,6,206,7,248
SSC11378,21,136,18,392
SSC11379,291,3104,263,5034
SSC11380,156,2611,360,3795
SSC11381,84,1682,70,2187
SSC11382,9,262,13,345
SSC11383,242,4007,373,5647
SSC11384,147,1146,312,2937
SSC11385,5,302,18,376
SSC11386,16,214,17,321
SSC11387,22,343,17,539
SSC11388,9,128,18,219
SSC11389,33,670,57,874
SSC11390,457,2615,2970,24099
SSC11391,54,1312,77,1755
SSC11392,83,740,106,1604
SSC11393,10,437,12,527
SSC11394,18,231,11,316
SSC11395,18,717,49,931
SSC11396,35,1079,60,1298
SSC11397,195,2690,128,4015
SSC11398,9,182,27,246
SSC11399,13,231,28,334
SSC11400,3,134,9,163
SSC11401,189,2160,263,3819
SSC11402,54,885,104,1378
SSC11403,13,314,21,391
SSC11404,292,3839,407,5804
SSC11405,17,97,14,206
SSC11406,190,1080,93,2102
SSC11407,9,420,17,484
SSC11408,17,248,11,364
SSC11409,61,878,60,1253
SSC11410,12,181,15,262
SSC11411,15,516,12,635
SSC11412,9,239,21,334
SSC11413,10,221,45,327
SSC11414,9,317,18,373
SSC11415,10,141,18,240
SSC11416,3,108,6,130
SSC11417,9,144,43,256
SSC11418,5,177,38,265
SSC11419,31,353,32,557
SSC11420,5,263,19,312
SSC11421,0,0,0,0
SSC11422,8,272,29,332
SSC11423,82,805,102,1493
SSC11424,28,342,9,455
SSC11425,268,2714,198,5550
SSC11426,299,2295,672,8616
SSC11427,28,183,8,267
SSC11428,5,169,16,259
SSC11429,4,175,12,212
SSC11430,6,126,6,178
SSC11431,88,1955,183,2565
SSC11432,80,1970,190,2601
SSC11433,70,801,84,1220
SSC11434,477,4601,998,13167
SSC11435,127,2247,176,3067
SSC11436,40,381,35,1091
SSC11437,194,1248,671,6142
SSC11438,0,5,7,15
SSC11439,3,46,10,95
SSC11440,30,319,6,518
SSC11441,35,319,50,553
SSC11442,5,138,0,160
SSC11443,50,1299,167,1833
SSC11444,13,144,16,220
SSC11445,170,1584,1729,4935
SSC11446,45,601,27,850
SSC11447,4,150,19,197
SSC11448,6,217,42,284
SSC11449,18,243,19,363
SSC11450,88,1175,86,1801
SSC11451,17,267,26,390
SSC11452,12,381,32,494
SSC11453,146,1419,186,2833
SSC11454,14,410,47,517
SSC11455,42,398,62,726
SSC11456,18,625,47,739
SSC11457,61,2114,131,2514
SSC11458,844,5136,1643,15071
SSC11459,356,2235,247,5694
SSC11460,116,1698,178,2398
SSC11461,7,147,14,213
SSC11462,17,276,16,381
SSC11463,74,730,54,1178
SSC11464,316,2551,511,7322
SSC11465,17,236,13,313
SSC11466,207,1912,276,3445
SSC11467,57,1296,113,1727
SSC11468,13,181,26,269
SSC11469,16,239,29,341
SSC11470,26,551,47,767
SSC11471,12,196,3,287
SSC11472,1266,8509,2788,29590
SSC11473,9,414,349,820
SSC11474,8,136,12,172
SSC11475,1123,6773,1857,24607
SSC11476,47,494,65,1046
SSC11477,466,2761,746,12345
SSC11478,15,218,9,349
SSC11479,4,232,8,255
SSC11480,17,308,35,427
SSC11481,13,278,15,346
SSC11482,24,235,20,368
SSC11483,74,897,117,1380
SSC11484,277,5714,325,7783
SSC11485,3,197,14,217
SSC11486,60,955,123,1426
SSC11487,365,2444,710,10176
SSC11488,51,629,43,977
SSC11489,31,913,74,1154
SSC11490,4,276,17,311
SSC11491,381,3120,588,9034
SSC11492,443,5742,678,9072
SSC11493,72,1152,118,1709
SSC11494,59,1213,181,1771
SSC11495,18,157,56,713
SSC11496,17,338,23,460
SSC11497,123,1614,144,2502
SSC11498,3,160,17,224
SSC11499,36,452,32,616
SSC11500,134,947,288,2349
SSC11501,6,251,47,348
SSC11502,109,686,305,3666
SSC11503,38,280,48,543
SSC11504,455,6323,376,8842
SSC11505,24,249,24,389
SSC11506,11,266,13,352
SSC11507,17,125,14,191
SSC11508,64,668,77,1481
SSC11509,15,392,34,491
SSC11510,22,317,27,425
SSC11511,539,5666,465,10526
SSC11512,35,597,35,879
SSC11513,15,181,13,240
SSC11514,13,366,8,447
SSC11515,8,358,42,451
SSC11516,17,306,36,388
SSC11517,533,7319,394,10460
SSC11518,65,1016,73,1435
SSC11519,126,2067,283,3275
SSC11520,12,267,15,358
SSC11521,55,1406,153,1792
SSC11522,7,140,8,174
SSC11523,6,124,9,155
SSC11524,765,4151,2428,26666
SSC11525,183,1439,631,6186
SSC11526,8,178,17,239
SSC11527,0,3,0,6
SSC11528,175,3607,290,4882
SSC11529,5,244,53,313
SSC11530,27,421,34,646
SSC11531,23,376,13,503
SSC11532,11,332,12,408
SSC11533,98,522,40,1275
SSC11534,38,454,48,933
SSC11535,16,157,38,520
SSC11536,9,197,9,242
SSC11537,88,953,416,3081
SSC11538,5,270,10,317
SSC11539,67,496,370,1742
SSC11540,35,616,49,816
SSC11541,20,253,11,385
SSC11542,50,792,128,1113
SSC11543,167,2409,120,3841
SSC11544,6,80,5,114
SSC11545,54,468,321,2014
SSC11546,48,865,239,1450
SSC11547,233,1717,349,5451
SSC11548,19,258,10,333
SSC11549,35,547,28,696
SSC11550,50,562,37,851
SSC11551,10,143,7,188
SSC11552,12,98,3,116
SSC11553,357,3213,895,10301
SSC11554,23,205,16,382
SSC11555,754,6973,1027,14437
SSC11556,42,482,45,749
SSC11557,11,207,7,235
SSC11558,18,214,11,309
SSC11559,55,490,499,1185
SSC11560,7,260,13,304
SSC11561,22,319,30,439
SSC11562,350,3473,341,5724
SSC11563,166,4395,313,5557
SSC11564,25,418,10,565
SSC11565,9,149,8,203
SSC11566,13,159,11,242
SSC11567,5,196,16,259
SSC11568,5,19,0,33
SSC11569,16,270,87,446
SSC11570,56,788,77,1185
SSC11571,116,1322,123,2058
SSC11572,90,2017,96,2514
SSC11573,701,5057,545,10166
SSC11574,10,164,14,207
SSC11575,0,0,0,0
SSC11576,16,316,30,407
SSC11577,6,374,24,466
SSC11578,149,1149,284,4329
SSC11579,23,275,19,376
SSC11580,14,185,22,257
SSC11581,6,207,11,277
SSC11582,56,593,50,927
SSC11583,29,780,73,991
SSC11584,5,168,34,260
SSC11585,60,1105,70,1568
SSC11586,15,257,16,413
SSC11587,14,201,8,246
SSC11588,53,1265,48,1551
SSC11589,0,0,0,0
SSC11590,278,2970,493,7596
SSC11591,19,436,38,567
SSC11592,0,83,6,102
SSC11593,203,7177,1165,9355
SSC11594,132,1866,200,2856
SSC11595,24,399,32,627
SSC11596,38,953,102,1269
SSC11597,408,3538,431,9706
SSC11598,47,269,48,749
SSC11599,10,124,15,197
SSC11600,12,335,17,423
SSC11601,167,2748,202,3857
SSC11602,38,627,60,928
SSC11603,1677,11242,2186,27450
SSC11604,399,5121,455,7781
SSC11605,29,346,25,516
SSC11606,6,241,9,294
SSC11607,19,480,30,594
SSC11608,603,5904,432,10539
SSC11609,19,393,21,479
SSC11610,102,3140,271,3994
SSC11611,18,297,37,482
SSC11612,423,3480,246,7108
SSC11613,378,2686,1182,15794
SSC11614,9,129,4,202
SSC11615,13,110,12,183
SSC11616,10,236,55,342
SSC11617,43,542,36,809
SSC11618,138,2239,214,3180
SSC11619,120,782,41,1518
SSC11620,78,622,43,1026
SSC11621,101,841,46,1573
SSC11622,31,157,79,1094
SSC11623,6,165,28,237
SSC11624,82,885,56,1525
SSC11625,77,650,36,1197
SSC11626,277,2047,839,9034
SSC11627,18,266,13,346
SSC11628,169,1768,153,2970
SSC11629,7,275,8,309
SSC11630,83,733,104,1430
SSC11631,4,154,4,172
SSC11632,45,317,62,1034
SSC11633,42,517,63,898
SSC11634,5,200,12,255
SSC11635,22,277,6,372
SSC11636,272,2277,211,4542
SSC11637,31,129,84,321
SSC11638,10,147,7,187
SSC11639,349,7323,799,9828
SSC11640,24,620,33,750
SSC11641,28,568,29,702
SSC11642,98,1006,72,1788
SSC11643,0,163,8,171
SSC11644,34,346,50,521
SSC11645,8,260,5,311
SSC11646,25,442,29,574
SSC11647,4,79,10,115
SSC11648,183,1804,208,3170
SSC11649,48,318,55,632
SSC11650,48,1502,100,1897
SSC11651,10,298,55,416
SSC11652,0,199,34,256
SSC11653,3,75,3,93
SSC11654,3,166,4,219
SSC11655,30,614,49,745
SSC11656,0,226,15,269
SSC11657,0,122,6,141
SSC11658,0,98,0,98
SSC11659,18,240,19,322
SSC11660,186,1804,178,2847
SSC11661,14,365,37,480
SSC11662,25,629,81,844
SSC11663,308,4362,388,6342
SSC11664,19,425,31,526
SSC11665,360,8804,1174,11788
SSC11666,4,149,8,174
SSC11667,0,91,9,133
SSC11668,16,261,15,336
SSC11669,53,480,51,937
SSC11670,7,61,5,97
SSC11671,6,150,27,225
SSC11672,14,292,13,365
SSC11673,12,139,23,237
SSC11674,76,1055,89,1507
SSC11675,261,4418,424,6227
SSC11676,43,726,47,1035
SSC11677,10,347,29,411
SSC11678,6,100,6,148
SSC11679,22,243,17,343
SSC11680,6,141,9,167
SSC11681,432,4763,370,7766
SSC11682,179,2228,148,3499
SSC11683,406,4418,318,7239
SSC11684,368,2105,247,5476
SSC11685,103,1573,189,2426
SSC11686,408,3490,1013,7469
SSC11687,166,6026,631,7385
SSC11688,4,251,6,276
SSC11689,79,3539,424,4476
SSC11690,77,839,80,1287
SSC11691,350,2614,296,6149
SSC11692,89,3855,278,4577
SSC11693,141,916,558,4958
SSC11694,17,271,10,357
SSC11695,23,175,3,245
SSC11696,17,317,20,427
SSC11697,3,169,20,253
SSC11698,21,294,29,471
SSC11699,240,3358,448,5396
SSC11700,13,271,18,334
SSC11701,19,547,27,649
SSC11702,11,229,8,318
SSC11703,16,256,21,354
SSC11704,15,232,41,371
SSC11705,3,41,0,58
SSC11706,13,273,12,369
SSC11707,19,312,3,359
SSC11708,535,3322,725,9382
SSC11709,7,167,23,229
SSC11710,0,153,34,222
SSC11711,33,384,17,548
SSC11712,16,166,22,290
SSC11713,14,205,23,292
SSC11714,449,6750,568,9767
SSC11715,87,1493,121,2166
SSC11716,4,138,3,183
SSC11717,112,1355,229,2383
SSC11718,41,607,93,989
SSC11719,31,327,87,587
SSC11720,30,269,20,384
SSC11721,219,980,332,5316
SSC11722,602,4691,582,9043
SSC11723,33,283,18,457
SSC11724,869,5409,1471,14148
SSC11725,151,1782,114,2817
SSC11726,3,119,8,141
SSC11727,110,870,176,1669
SSC11728,21,169,0,231
SSC11729,12,180,30,277
SSC11730,54,767,57,1093
SSC11731,116,1859,157,2691
SSC11732,47,591,37,822
SSC11733,295,2267,236,5158
SSC11734,213,4225,546,5978
SSC11735,19,261,21,423
SSC11736,119,1210,155,1952
SSC11737,268,1578,120,3461
SSC11738,29,328,25,536
SSC11739,40,999,189,1579
SSC11740,520,2440,949,8585
SSC11741,3,4,3,13
SSC11742,33,788,33,974
SSC11743,247,1750,143,3538
SSC11744,18,224,15,301
SSC11745,235,1940,116,4403
SSC11746,175,1936,368,3500
SSC11747,80,1149,116,1597
SSC11748,133,1914,280,3114
SSC11749,35,544,70,797
SSC11750,24,503,44,651
SSC11751,180,1145,179,2785
SSC11752,21,385,39,574
SSC11753,377,2893,322,5531
SSC11754,280,3673,207,5391
SSC11755,502,3136,1428,12587
SSC11756,226,2961,225,4602
SSC11757,365,3123,299,7625
SSC11758,42,615,53,839
SSC11759,447,3503,563,10112
SSC11760,20,267,22,374
SSC11761,169,1746,401,3670
SSC11762,11,365,8,419
SSC11763,158,926,567,4441
SSC11764,282,2043,633,6262
SSC11765,101,3023,497,4091
SSC11766,10,220,13,303
SSC11767,243,1737,309,3975
SSC11768,10,622,41,730
SSC11769,103,791,28,1888
SSC11770,248,1354,164,3900
SSC11771,131,1044,139,2270
SSC11772,3,75,5,95
SSC11773,364,2742,236,5931
SSC11774,519,4270,476,10216
SSC11775,57,460,46,899
SSC11776,3,109,3,139
SSC11777,374,5932,1177,9260
SSC11778,86,849,614,1828
SSC11779,14,441,11,548
SSC11780,11,351,17,418
SSC11781,7,109,4,178
SSC11782,11,269,14,364
SSC11783,11,200,6,262
SSC11784,48,497,30,670
SSC11785,22,442,35,598
SSC11786,0,3,0,3
SSC11787,0,6,0,12
SSC11788,16,181,27,304
SSC11789,38,1983,170,2380
SSC11790,14,505,35,644
SSC11791,357,3507,288,6312
SSC11792,97,1237,103,1911
SSC11793,23,437,35,581
SSC11794,239,1924,515,6950
SSC11795,7,189,10,239
SSC11796,100,1012,75,1853
SSC11797,13,255,13,335
SSC11798,208,1836,355,5330
SSC11799,578,5045,414,10103
SSC11800,130,2338,169,3184
SSC11801,15,292,13,355
SSC11802,272,2946,237,4870
SSC11803,159,3058,296,4268
SSC11804,11,205,11,264
SSC11805,37,641,66,953
SSC11806,9,147,10,205
SSC11807,101,398,189,2593
SSC11808,20,413,46,525
SSC11809,144,1294,147,2677
SSC11810,15,163,10,282
SSC11811,6,76,0,94
SSC11812,8,114,7,144
SSC11813,5,115,23,198
SSC11814,1117,26471,2675,35990
SSC11815,68,700,48,1099
SSC11816,115,799,106,1904
SSC11817,33,423,39,650
SSC11818,4,198,17,241
SSC11819,28,144,10,280
SSC11820,11,405,9,475
SSC11821,258,2670,209,4160
SSC11822,36,238,25,444
SSC11823,18,240,4,304
SSC11824,152,1207,303,2926
SSC11825,86,2664,254,3340
SSC11826,303,3231,208,5428
SSC11827,733,4520,1579,12136
SSC11828,8,106,26,203
SSC11829,440,4528,780,12725
SSC11830,150,1685,261,3484
SSC11831,153,1272,249,3642
SSC11832,17,422,21,495
SSC11833,108,843,130,1600
SSC11834,13,356,33,479
SSC11835,31,596,79,870
SSC11836,27,482,33,663
SSC11837,19,261,28,365
SSC11838,541,5487,622,11493
SSC11839,289,8935,948,11273
SSC11840,17,264,14,349
SSC11841,91,654,826,3448
SSC11842,8,261,23,320
SSC11843,19,215,16,323
SSC11844,383,2160,2058,19747
SSC11845,13,195,11,245
SSC11846,19,650,31,800
SSC11847,21,106,18,200
SSC11848,27,671,48,849
SSC11849,48,889,82,1149
SSC11850,364,4305,482,9903
SSC11851,88,1279,102,2329
SSC11852,23,229,62,503
SSC11853,15,186,17,327
SSC11854,29,405,25,546
SSC11855,27,796,79,1028
SSC11856,21,708,22,842
SSC11857,3,104,14,143
SSC11858,109,651,111,3006
SSC11859,160,1401,637,6657
SSC11860,391,2934,231,7042
SSC11861,588,5890,1068,11812
SSC11862,24,156,8,276
SSC11863,70,783,43,1391
SSC11864,476,3252,639,11702
SSC11865,25,661,33,820
SSC11866,496,2914,626,7536
SSC11867,37,395,20,596
SSC11868,34,246,46,440
SSC11869,47,287,19,636
SSC11870,5,180,8,228
SSC11871,11,197,13,233
SSC11872,22,307,11,385
SSC11873,18,155,25,269
SSC11874,278,3082,264,5618
