region_id,Intct_fam_no_otr_chld_pre_Fam,Step_fam_no_otr_chld_pre_Fam,Blnd_fam_no_otr_chld_pre_Fam,Intct_fam_othr_child_pres_Fam,Step_fam_othr_child_pres_Fam,Blnd_fam_othr_child_pres_Fam,Otr_cpl_fam_otr_chld_only_Fam,Tot_Families
POA2068,2231,114,41,8,0,0,5,2399
POA2069,2000,78,30,9,3,0,3,2123
POA2070,1831,68,29,13,0,0,4,1945
POA2071,1749,72,28,14,0,4,0,1867
POA2072,916,34,13,13,0,0,0,976
POA2073,2491,97,29,20,0,0,0,2637
POA2074,2944,121,50,11,0,0,6,3132
POA2075,2764,132,55,19,0,3,3,2976
POA2076,3287,141,64,12,0,0,4,3508
POA2077,4460,221,91,29,0,4,7,4812
POA2079,1067,68,35,7,0,0,8,1185
POA2080,223,13,0,6,0,0,0,242
POA2081,782,42,23,0,0,0,4,851
POA2082,833,39,22,3,0,0,0,897
POA2083,157,20,6,0,0,0,0,183
POA2084,520,20,21,3,0,0,0,564
POA2085,1519,75,41,9,0,0,0,1644
POA2086,2050,104,41,19,0,3,3,2220
POA2087,1805,75,39,5,0,3,3,1930
POA2088,3039,141,47,8,0,0,5,3240
POA2089,715,57,8,4,0,4,0,788
POA2090,1103,78,12,4,0,0,5,1202
POA2092,1027,54,23,3,0,0,3,1110
POA2093,2912,169,62,8,0,3,7,3161
POA2094,579,29,15,3,0,0,0,626
POA2095,1114,77,22,6,0,0,0,1219
POA2096,1512,92,32,9,3,0,0,1648
POA2097,1840,126,46,16,0,3,3,2034
POA2099,4131,305,124,33,3,3,6,4605
POA2100,2633,140,72,25,0,0,4,2874
POA2101,1973,129,76,12,0,3,3,2196
POA2102,837,58,30,3,0,0,3,931
POA2103,1167,83,41,10,0,0,0,1301
POA2104,334,20,12,3,0,0,0,369
POA2105,240,18,15,0,0,0,0,273
POA2106,1074,86,37,8,0,0,0,1205
POA2107,1869,141,58,8,0,3,3,2082
POA2108,156,13,0,5,0,0,0,174
POA2109,40,3,3,0,0,0,0,46
POA2110,1168,62,22,9,0,0,3,1264
POA2111,1619,92,32,5,0,0,7,1755
POA2112,3617,147,58,34,0,4,7,3867
POA2113,1998,88,29,16,0,3,4,2138
POA2114,2600,119,44,31,0,4,6,2804
POA2115,1195,57,28,13,0,3,0,1296
POA2116,770,38,14,8,0,0,3,833
POA2117,2358,110,65,24,0,4,9,2570
POA2118,3115,144,59,46,0,0,9,3373
POA2119,1658,87,25,16,0,0,0,1786
POA2120,2847,156,52,22,0,3,7,3087
POA2121,3586,138,46,38,0,3,6,3817
POA2122,3299,150,40,53,3,3,8,3556
POA2125,2624,99,48,22,3,0,5,2801
POA2126,3081,131,45,32,0,0,6,3295
POA2127,952,52,16,6,0,0,3,1029
POA2128,202,10,7,3,0,0,0,222
POA2129,0,0,0,0,0,0,0,0
POA2130,617,37,6,5,0,0,3,668
POA2131,2023,107,36,31,0,3,12,2212
POA2132,1296,60,32,12,3,0,3,1406
POA2133,1376,67,29,15,0,0,0,1487
POA2134,1184,63,28,19,3,3,5,1305
POA2135,2633,91,28,28,0,0,5,2785
POA2136,898,37,14,8,0,0,3,960
POA2137,3082,147,56,30,0,3,5,3323
POA2138,1536,68,24,15,0,5,0,1648
POA2139,0,0,0,0,0,0,0,0
POA2140,1411,56,20,28,0,5,4,1524
POA2141,3163,156,61,85,0,5,9,3479
POA2142,2474,103,54,46,3,4,9,2693
POA2143,888,45,17,20,0,3,7,980
POA2144,4043,179,74,69,0,5,18,4388
POA2145,9303,428,176,90,4,5,31,10037
POA2146,2085,114,63,28,0,4,5,2299
POA2147,4350,252,160,76,4,10,14,4866
POA2148,7140,416,240,123,9,4,21,7953
POA2150,2357,106,35,16,0,0,11,2525
POA2151,2266,117,59,25,0,4,4,2475
POA2152,1159,75,20,13,0,0,0,1267
POA2153,7777,336,179,76,3,7,9,8387
POA2154,5539,259,128,44,0,0,11,5981
POA2155,7227,366,257,71,5,6,15,7947
POA2156,1804,110,61,15,0,3,0,1993
POA2157,486,40,16,9,0,0,0,551
POA2158,1124,71,41,15,0,0,4,1255
POA2159,601,31,20,3,0,0,3,658
POA2160,3823,190,109,53,0,3,9,4187
POA2161,3281,161,104,63,3,0,20,3632
POA2162,2057,97,68,39,0,0,5,2266
POA2163,812,46,27,19,3,0,3,910
POA2164,2265,110,60,41,0,3,7,2486
POA2165,4744,256,135,101,4,11,18,5269
POA2166,5288,396,206,172,4,9,26,6101
POA2167,928,59,23,11,0,0,0,1021
POA2168,5089,296,199,114,9,10,32,5749
POA2170,11919,667,394,178,13,13,40,13224
POA2171,3947,181,109,47,4,5,11,4304
POA2172,381,19,6,3,0,0,0,409
POA2173,2025,98,100,17,0,0,7,2247
POA2174,57,3,0,0,0,0,0,60
POA2175,246,10,5,4,0,0,0,265
POA2176,6848,269,138,92,3,7,19,7376
POA2177,2051,103,41,51,3,0,9,2258
POA2178,680,24,13,11,0,4,3,735
POA2179,611,40,22,3,0,0,3,679
POA2190,3200,128,83,45,3,0,11,3470
POA2191,799,49,13,5,0,0,0,866
POA2192,1470,79,36,24,0,0,0,1609
POA2193,1778,86,38,15,0,0,4,1921
POA2194,2446,172,47,38,5,0,9,2717
POA2195,3181,125,74,49,0,4,9,3442
POA2196,3799,149,92,76,3,3,11,4133
POA2197,1008,41,25,14,0,0,0,1088
POA2198,1145,31,25,12,3,0,0,1216
POA2199,1962,80,47,34,3,7,8,2141
POA2200,4809,264,130,90,0,8,22,5323
POA2203,1253,64,31,14,4,0,4,1370
POA2204,2287,126,47,29,3,0,9,2501
POA2205,1395,59,29,13,0,0,6,1502
POA2206,2553,100,57,20,0,0,7,2737
POA2207,3561,179,78,38,6,3,5,3870
POA2208,1613,59,23,17,0,0,0,1712
POA2209,1818,81,44,28,0,0,0,1971
POA2210,3405,197,96,33,3,3,12,3749
POA2211,1964,134,67,26,0,0,8,2199
POA2212,1730,105,49,17,0,0,6,1907
POA2213,2669,144,80,22,4,0,8,2927
POA2214,520,33,20,6,0,0,0,579
POA2216,2633,141,56,31,0,0,13,2874
POA2217,2719,153,53,37,0,4,9,2975
POA2218,1854,86,30,18,0,0,3,1991
POA2219,1391,93,33,10,0,0,5,1532
POA2220,3315,181,65,56,0,5,10,3632
POA2221,2206,108,54,32,0,4,0,2404
POA2222,1435,82,32,26,0,0,0,1575
POA2223,2577,119,48,18,0,0,5,2767
POA2224,1632,90,54,11,0,3,0,1790
POA2225,839,42,12,3,0,4,3,903
POA2226,1667,78,43,10,0,0,0,1798
POA2227,1841,117,58,6,0,0,5,2027
POA2228,1960,105,73,10,3,4,8,2163
POA2229,3335,220,98,15,0,0,11,3679
POA2230,2649,188,74,9,0,3,3,2926
POA2231,290,21,13,4,0,0,4,332
POA2232,3634,271,120,20,0,6,3,4054
POA2233,4232,254,147,21,0,0,16,4670
POA2234,4801,276,145,36,3,3,12,5276
POA2250,6677,583,390,54,3,9,31,7747
POA2251,3455,317,174,27,3,3,12,3991
POA2256,1202,122,70,13,0,3,13,1423
POA2257,2301,216,161,25,3,0,26,2732
POA2258,577,61,36,10,0,0,4,688
POA2259,5225,532,413,73,9,8,57,6317
POA2260,2391,209,99,16,0,0,9,2724
POA2261,4501,509,323,43,7,0,43,5426
POA2262,1753,228,180,22,10,3,24,2220
POA2263,1602,221,134,24,3,9,17,2010
POA2264,1059,113,79,10,0,0,13,1274
POA2265,503,47,31,5,0,0,3,589
POA2267,218,39,14,0,0,0,4,275
POA2278,329,33,24,3,3,3,3,398
POA2280,2796,247,148,29,3,4,16,3243
POA2281,1259,113,55,14,0,11,15,1467
POA2282,1655,137,73,19,0,4,10,1898
POA2283,2016,229,127,35,5,3,23,2438
POA2284,895,115,70,8,3,3,7,1101
POA2285,3053,265,185,30,3,8,25,3569
POA2286,364,40,26,4,0,0,8,442
POA2287,3565,304,213,36,0,13,24,4155
POA2289,2128,149,89,11,3,0,10,2390
POA2290,3363,276,177,32,3,4,24,3879
POA2291,1402,96,49,5,0,0,4,1556
POA2292,191,12,21,3,0,0,3,230
POA2293,130,19,6,0,0,0,4,159
POA2294,117,14,4,0,0,0,0,135
POA2295,440,54,16,3,0,3,3,519
POA2296,90,11,6,3,0,0,0,110
POA2297,121,21,6,4,0,0,0,152
POA2298,686,67,42,10,4,0,3,812
POA2299,913,88,31,9,0,3,0,1044
POA2300,602,48,13,0,4,0,0,667
POA2302,22,3,3,0,0,0,0,28
POA2303,782,66,28,0,0,0,5,881
POA2304,1083,128,66,12,0,0,11,1300
POA2305,1327,93,39,9,0,0,8,1476
POA2306,171,25,17,8,3,0,4,228
POA2307,286,45,24,4,0,0,3,362
POA2308,0,0,0,0,0,0,0,0
POA2311,84,4,9,0,0,0,0,97
POA2312,133,9,8,5,0,0,5,160
POA2314,0,0,0,0,0,0,0,0
POA2315,1040,88,56,6,4,0,6,1200
POA2316,527,55,37,6,0,4,6,635
POA2317,446,51,32,0,4,0,0,533
POA2318,1367,117,75,12,3,3,6,1583
POA2319,520,55,39,5,3,0,12,634
POA2320,3240,274,193,32,3,9,21,3772
POA2321,1271,111,79,11,5,0,9,1486
POA2322,1818,161,147,21,3,3,10,2163
POA2323,2550,249,174,16,0,7,18,3014
POA2324,1886,229,158,25,0,4,27,2329
POA2325,2282,254,197,37,6,4,25,2805
POA2326,655,74,59,13,0,5,13,819
POA2327,602,70,56,12,0,0,8,748
POA2328,236,25,17,4,0,0,0,282
POA2329,176,16,8,3,0,0,4,207
POA2330,2294,184,155,22,0,5,14,2674
POA2333,1252,109,122,14,0,0,15,1512
POA2334,271,25,18,3,0,0,3,320
POA2335,666,50,45,6,0,0,10,777
POA2336,243,30,15,0,0,0,0,288
POA2337,810,48,52,8,0,3,7,928
POA2338,132,9,8,0,0,0,0,149
POA2339,66,0,3,3,0,3,0,75
POA2340,4090,390,245,38,4,7,34,4808
POA2341,129,7,10,0,0,0,6,152
POA2342,56,7,4,0,0,0,0,67
POA2343,381,41,24,9,0,0,4,459
POA2344,91,0,4,0,0,0,0,95
POA2345,79,3,3,0,0,0,3,88
POA2346,213,22,17,0,0,3,0,255
POA2347,140,15,4,3,0,0,0,162
POA2350,2152,169,100,20,5,6,18,2470
POA2351,0,0,0,0,0,0,0,0
POA2352,278,32,8,3,0,0,5,326
POA2353,94,12,7,0,0,0,4,117
POA2354,340,15,15,4,0,0,5,379
POA2355,77,6,3,3,0,0,0,89
POA2357,354,18,21,0,3,3,8,407
POA2358,391,25,14,0,0,0,8,438
POA2359,52,7,5,0,0,0,0,64
POA2360,1256,119,101,19,0,0,15,1510
POA2361,65,9,6,3,0,0,3,86
POA2365,327,20,22,9,0,0,3,381
POA2369,95,5,10,4,0,0,6,120
POA2370,559,51,36,9,0,0,7,662
POA2371,49,6,9,0,0,0,0,64
POA2372,371,29,27,3,0,0,3,433
POA2380,932,81,56,5,3,0,14,1091
POA2381,174,21,4,3,0,0,5,207
POA2382,99,13,13,0,0,0,3,128
POA2386,31,3,0,0,0,0,0,34
POA2388,319,9,14,5,0,5,0,352
POA2390,783,49,59,6,0,0,13,910
POA2395,50,5,3,0,0,0,5,63
POA2396,97,7,7,0,0,0,0,111
POA2397,36,0,3,3,0,3,0,45
POA2399,91,4,8,0,0,0,0,103
POA2400,887,54,48,20,0,4,16,1029
POA2401,34,3,0,0,0,0,3,40
POA2402,170,22,13,0,0,0,4,209
POA2403,52,4,8,0,0,0,0,64
POA2404,141,8,4,5,0,0,0,158
POA2405,58,3,4,0,0,0,0,65
POA2406,62,0,5,5,0,0,0,72
POA2408,46,3,6,0,0,0,0,55
POA2409,83,7,13,6,3,0,4,116
POA2410,33,0,0,0,0,0,3,36
POA2415,34,0,0,0,0,0,4,38
POA2420,385,34,21,3,0,0,6,449
POA2421,174,9,8,3,0,0,0,194
POA2422,431,22,23,4,0,0,7,487
POA2423,266,23,12,3,0,0,3,307
POA2424,37,4,3,3,0,0,0,47
POA2425,164,15,10,0,0,0,4,193
POA2426,41,4,5,0,0,0,0,50
POA2427,130,16,10,3,0,0,4,163
POA2428,1401,151,77,16,0,6,15,1666
POA2429,749,59,51,13,0,4,3,879
POA2430,2505,272,192,39,3,7,39,3057
POA2431,330,44,22,3,0,3,3,405
POA2439,240,22,14,0,0,0,0,276
POA2440,1562,132,105,31,6,4,30,1870
POA2441,608,53,41,8,0,4,4,718
POA2443,512,54,31,4,0,3,11,615
POA2444,3365,359,197,30,0,3,25,3979
POA2445,602,46,32,3,0,3,3,689
POA2446,1125,110,91,15,0,5,10,1356
POA2447,509,48,45,6,4,0,3,615
POA2448,534,53,42,5,0,0,8,642
POA2449,155,13,8,0,0,0,7,183
POA2450,3241,324,189,34,0,6,33,3827
POA2452,1257,132,92,16,0,7,10,1514
POA2453,223,15,11,3,0,0,0,252
POA2454,656,69,49,3,0,0,3,780
POA2455,196,24,17,0,0,0,0,237
POA2456,1203,113,82,12,3,0,9,1422
POA2460,2304,207,199,44,0,12,26,2792
POA2462,194,21,11,5,0,0,4,235
POA2463,585,60,39,6,0,0,10,700
POA2464,443,38,20,0,0,0,5,506
POA2465,28,6,6,0,0,0,0,40
POA2466,93,15,3,0,0,0,3,114
POA2469,305,34,25,6,0,0,6,376
POA2470,1252,112,92,20,0,0,17,1493
POA2471,223,23,21,3,0,0,0,270
POA2472,149,15,9,0,0,0,3,176
POA2473,198,19,10,0,0,0,3,230
POA2474,522,52,36,7,3,0,8,628
POA2475,29,3,4,0,0,0,0,36
POA2476,94,8,4,0,0,0,6,112
POA2477,1061,77,61,10,0,0,9,1218
POA2478,2217,231,121,21,0,0,13,2603
POA2479,489,37,29,5,0,0,0,560
POA2480,3821,360,263,37,0,11,29,4521
POA2481,794,64,29,3,0,0,7,897
POA2482,495,35,34,3,0,4,3,574
POA2483,885,91,42,4,3,3,8,1036
POA2484,1558,156,99,27,3,3,12,1858
POA2485,758,96,42,16,0,3,6,921
POA2486,2497,269,172,29,6,3,17,2993
POA2487,965,96,41,12,0,0,6,1120
POA2488,298,33,17,4,0,0,5,357
POA2489,605,42,40,4,0,0,4,695
POA2490,72,13,3,4,0,0,0,92
POA2500,2875,192,115,15,3,4,7,3211
POA2502,1049,69,67,12,0,5,14,1216
POA2505,474,37,13,3,0,3,0,530
POA2506,726,65,55,10,0,6,8,870
POA2508,1230,62,44,7,0,0,4,1347
POA2515,1274,85,41,9,0,3,3,1415
POA2516,697,49,22,4,0,0,3,775
POA2517,1435,116,61,11,0,0,3,1626
POA2518,1766,124,94,20,0,3,9,2016
POA2519,1701,113,61,10,0,5,8,1898
POA2525,1337,82,48,10,0,0,4,1481
POA2526,2041,128,80,21,0,0,11,2281
POA2527,2389,251,165,38,3,6,11,2863
POA2528,1975,221,137,32,3,4,24,2396
POA2529,2778,230,130,26,0,7,23,3194
POA2530,3217,329,201,31,5,8,26,3817
POA2533,1614,142,60,4,0,4,3,1827
POA2534,526,30,29,9,0,0,3,597
POA2535,563,60,16,7,0,4,0,650
POA2536,1207,136,87,13,0,7,9,1459
POA2537,804,76,61,9,0,3,12,965
POA2538,203,10,10,3,0,0,0,226
POA2539,1232,120,90,13,3,0,15,1473
POA2540,3379,307,218,49,0,9,49,4011
POA2541,1859,177,139,24,0,7,27,2233
POA2545,84,9,3,3,0,0,0,99
POA2546,534,79,28,6,0,0,12,659
POA2548,456,47,16,3,0,3,3,528
POA2549,341,33,29,0,0,0,6,409
POA2550,1417,122,96,10,0,3,19,1667
POA2551,236,26,6,0,0,0,7,275
POA2555,39,3,3,3,0,0,3,51
POA2556,308,20,12,5,0,0,0,345
POA2557,514,27,13,10,0,0,4,568
POA2558,1441,101,77,24,3,0,10,1656
POA2559,214,28,24,15,5,3,3,292
POA2560,7640,655,500,137,9,24,66,9031
POA2563,22,3,3,0,0,3,0,31
POA2564,1448,102,64,22,3,0,11,1650
POA2565,2012,142,81,32,3,4,11,2285
POA2566,3013,216,154,60,4,7,19,3473
POA2567,4730,394,293,47,7,6,15,5492
POA2568,101,5,6,0,0,0,0,112
POA2569,169,12,9,4,0,0,0,194
POA2570,3435,272,186,25,5,7,19,3949
POA2571,1292,82,94,16,0,3,12,1499
POA2572,443,36,27,4,0,0,5,515
POA2573,444,46,34,5,0,0,8,537
POA2574,654,48,32,10,0,0,0,744
POA2575,1417,111,80,11,0,3,11,1633
POA2576,1143,74,43,9,0,3,8,1280
POA2577,1358,120,85,8,0,3,10,1584
POA2578,172,22,9,0,0,0,0,203
POA2579,319,34,17,4,0,3,3,380
POA2580,2311,293,181,28,4,3,32,2852
POA2581,209,15,11,0,0,0,0,235
POA2582,1286,92,73,8,0,3,8,1470
POA2583,376,20,24,3,0,3,3,429
POA2584,42,8,0,0,0,0,0,50
POA2585,30,3,4,0,0,0,0,37
POA2586,240,18,15,5,0,0,4,282
POA2587,230,17,17,3,0,0,3,270
POA2588,29,3,3,0,0,0,3,38
POA2590,588,56,29,7,4,0,5,689
POA2594,1091,83,68,11,0,3,7,1263
POA2618,185,14,3,4,0,0,0,206
POA2619,1442,105,64,4,0,0,4,1619
POA2620,3656,334,200,39,3,6,21,4259
POA2621,685,63,41,4,0,0,4,797
POA2622,275,18,17,0,0,0,5,315
POA2623,63,11,7,0,0,0,0,81
POA2625,18,0,0,0,0,0,0,18
POA2626,62,6,0,0,0,0,0,68
POA2627,392,17,10,3,0,3,0,425
POA2628,186,10,12,3,0,0,0,211
POA2629,44,0,3,0,0,0,0,47
POA2630,702,59,43,3,3,3,4,817
POA2631,64,6,4,0,0,0,0,74
POA2632,138,11,11,0,0,0,0,160
POA2633,36,4,0,0,0,0,0,40
POA2640,3210,268,138,25,0,4,22,3667
POA2641,1131,108,93,10,0,0,11,1353
POA2642,578,41,26,3,0,0,3,651
POA2643,218,29,23,0,0,0,5,275
POA2644,256,21,19,0,0,0,3,299
POA2645,19,0,4,0,0,0,0,23
POA2646,573,43,43,3,0,0,7,669
POA2647,138,12,4,3,0,0,0,157
POA2648,171,12,19,5,0,0,4,211
POA2649,0,0,0,0,0,0,0,0
POA2650,5170,417,298,43,4,3,39,5974
POA2651,186,23,18,3,0,0,4,234
POA2652,504,33,37,0,0,0,4,578
POA2653,174,28,10,3,0,0,3,218
POA2655,109,13,5,0,0,0,0,127
POA2656,123,6,9,0,0,0,3,141
POA2658,135,6,6,0,0,0,4,151
POA2659,97,3,4,4,0,0,0,108
POA2660,142,8,9,0,0,0,4,163
POA2661,25,0,4,0,0,0,0,29
POA2663,339,27,41,4,0,0,5,416
POA2665,244,14,12,5,0,0,3,278
POA2666,460,26,25,4,0,0,5,520
POA2668,34,3,3,0,0,0,0,40
POA2669,221,11,13,3,0,0,3,251
POA2671,352,28,27,4,0,3,3,417
POA2672,125,8,7,3,0,0,5,148
POA2675,124,8,12,6,0,0,0,150
POA2678,0,0,0,0,0,0,0,0
POA2680,2496,150,90,25,3,0,16,2780
POA2681,184,13,10,4,0,0,0,211
POA2700,402,26,26,5,0,0,10,469
POA2701,242,22,13,0,0,0,0,277
POA2702,42,5,5,0,0,0,5,57
POA2703,50,0,7,0,0,3,0,60
POA2705,990,63,58,10,0,6,10,1137
POA2706,96,12,11,0,0,0,0,119
POA2707,142,4,8,6,0,0,0,160
POA2710,822,64,49,11,0,3,8,957
POA2711,301,23,20,3,0,3,10,360
POA2712,130,8,9,0,0,0,0,147
POA2713,253,18,14,0,0,3,3,291
POA2714,157,16,11,0,0,0,0,184
POA2715,156,5,3,0,0,5,4,173
POA2716,95,6,6,0,0,0,0,107
POA2717,120,12,6,3,0,0,3,144
POA2720,751,77,43,3,3,0,7,884
POA2721,33,0,0,0,0,0,0,33
POA2722,287,36,16,0,0,0,4,343
POA2725,38,3,0,0,0,0,5,46
POA2726,33,3,0,0,0,0,0,36
POA2727,68,3,0,0,0,0,0,71
POA2729,190,12,8,0,0,0,5,215
POA2730,103,12,15,0,0,0,0,130
POA2731,464,31,28,5,0,5,7,540
POA2732,153,14,5,0,0,0,0,172
POA2733,50,3,4,0,0,0,3,60
POA2735,74,3,3,3,0,0,0,83
POA2736,32,0,0,0,0,0,0,32
POA2737,91,6,4,0,0,0,0,101
POA2738,139,7,13,3,0,0,4,166
POA2739,159,10,11,3,0,0,0,183
POA2745,3695,284,217,39,5,4,10,4254
POA2747,3710,338,231,42,6,10,24,4361
POA2748,265,19,12,0,0,0,0,296
POA2749,1927,179,109,41,3,0,16,2275
POA2750,4277,398,250,60,6,8,26,5025
POA2752,654,45,29,3,3,0,0,734
POA2753,1818,147,102,24,0,8,13,2112
POA2754,547,63,38,10,0,0,5,663
POA2756,3791,328,227,44,3,3,17,4413
POA2757,97,4,6,3,0,0,0,110
POA2758,1077,74,45,14,0,4,8,1222
POA2759,3723,254,197,44,5,5,21,4249
POA2760,2525,233,176,45,0,12,25,3016
POA2761,4083,212,177,58,5,7,16,4558
POA2762,478,32,17,4,0,0,4,535
POA2763,4376,242,178,57,3,0,11,4867
POA2765,1617,127,77,19,5,0,16,1861
POA2766,1798,106,58,36,3,4,6,2011
POA2767,2523,132,102,50,5,5,21,2838
POA2768,4160,209,146,61,0,4,7,4587
POA2769,489,9,21,7,0,0,0,526
POA2770,5844,465,362,150,16,16,62,6915
POA2773,809,43,26,4,0,0,6,888
POA2774,1625,130,55,15,0,0,4,1829
POA2775,107,10,6,0,0,0,5,128
POA2776,490,45,26,3,0,0,4,568
POA2777,2092,202,112,13,0,0,16,2435
POA2778,279,25,18,0,0,0,3,325
POA2779,531,37,28,3,3,0,3,605
POA2780,875,96,61,3,0,0,8,1043
POA2782,509,43,20,3,0,3,5,583
POA2783,277,30,17,0,0,0,6,330
POA2784,127,12,7,0,0,0,3,149
POA2785,294,31,21,4,0,0,0,350
POA2786,78,11,9,0,0,0,0,98
POA2787,410,31,23,3,0,0,3,470
POA2790,1231,119,88,12,4,3,14,1471
POA2791,70,3,10,0,0,0,0,83
POA2792,42,0,7,0,0,0,0,49
POA2793,86,13,0,0,0,0,0,99
POA2794,852,81,55,3,0,3,3,997
POA2795,3658,343,207,34,3,8,27,4280
POA2797,15,0,0,0,0,0,0,15
POA2798,269,19,19,0,0,0,0,307
POA2799,390,23,19,8,0,0,4,444
POA2800,4035,326,241,33,0,12,24,4671
POA2803,21,0,4,0,0,0,0,25
POA2804,229,16,15,3,0,0,0,263
POA2805,24,3,3,0,0,0,0,30
POA2806,82,9,5,0,0,0,0,96
POA2807,19,0,0,0,0,0,0,19
POA2808,13,0,3,0,0,0,3,19
POA2809,29,4,0,0,0,0,4,37
POA2810,258,14,15,4,0,0,4,295
POA2820,613,36,34,11,3,0,19,716
POA2821,438,30,25,3,0,0,14,510
POA2823,116,3,6,3,3,0,3,134
POA2824,205,20,5,5,4,0,0,239
POA2825,248,19,21,7,0,0,0,295
POA2827,283,21,25,4,0,0,7,340
POA2828,44,4,0,0,0,0,0,48
POA2829,242,9,7,10,0,0,11,279
POA2830,3561,297,224,43,5,8,39,4177
POA2831,381,20,23,12,0,0,12,448
POA2832,191,11,12,15,0,4,8,241
POA2833,62,3,3,4,0,0,0,72
POA2834,136,14,13,3,0,0,3,169
POA2835,376,33,39,4,0,0,4,456
POA2836,59,3,4,8,0,3,4,81
POA2839,98,6,3,9,0,0,5,121
POA2840,223,12,11,8,3,0,4,261
POA2842,29,6,3,0,0,0,0,38
POA2843,122,8,6,3,0,0,3,142
POA2844,119,8,3,0,3,0,0,133
POA2845,178,13,26,8,0,0,3,228
POA2846,27,0,3,0,0,3,0,33
POA2847,198,12,13,4,0,3,4,234
POA2848,126,15,13,3,0,0,5,162
POA2849,134,17,6,0,0,0,3,160
POA2850,1448,151,98,15,0,4,15,1731
POA2852,328,22,30,3,0,0,4,387
POA2864,142,10,4,0,0,0,3,159
POA2865,67,9,6,0,0,0,0,82
POA2866,277,30,12,3,6,0,0,328
POA2867,57,8,6,0,0,0,0,71
POA2868,36,3,5,3,0,0,3,50
POA2869,109,6,5,0,0,0,0,120
POA2870,1116,85,75,17,0,3,15,1311
POA2871,735,59,44,9,0,3,18,868
POA2873,50,5,3,0,0,0,0,58
POA2874,43,0,0,0,0,0,3,46
POA2875,97,8,7,0,0,0,0,112
POA2876,24,0,3,0,0,0,3,30
POA2877,389,22,18,3,0,0,11,443
POA2878,9,4,0,0,0,0,0,13
POA2879,62,4,0,0,0,0,0,66
POA2880,1418,154,110,20,0,4,18,1724
POA2898,36,0,0,0,0,0,0,36
