region_id,CF_no_children_F,CF_no_children_P,CF_ChU15_a_DSs_a_NdCh_F,CF_ChU15_a_DSs_a_NdCh_P,CF_ChU15_a_DSs_a_no_NdCh_F,CF_ChU15_a_DSs_a_no_NdCh_P,CF_ChU15_a_no_DSs_a_NdCh_F,CF_ChU15_a_no_DSs_a_NdCh_P,CF_ChU15_a_no_DSs_a_no_NdCh_F,CF_ChU15_a_no_DSs_a_no_NdCh_P,CF_ChU15_a_Total_F,CF_ChU15_a_Total_P,CF_no_ChU15_a_DSs_a_NdCh_F,CF_no_ChU15_a_DSs_a_NdCh_P,CF_no_ChU15_a_DSs_a_no_NdCh_F,CF_no_ChU15_a_DSs_a_no_NdCh_P,CF_no_ChU15_a_no_DSs_a_NdCh_F,CF_no_ChU15_a_no_DSs_a_NdCh_P,CF_no_ChU15_a_Total_F,CF_no_ChU15_a_Total_P,CF_Total_F,CF_Total_P,OPF_ChU15_a_DSs_a_NdCh_F,OPF_ChU15_a_DSs_a_NdCh_P,OPF_ChU15_a_DSs_a_no_NdCh_F,OPF_ChU15_a_DSs_a_no_NdCh_P,OPF_ChU15_a_no_DSs_a_NdCh_F,OPF_ChU15_a_no_DSs_a_NdCh_P,OPF_ChU15_a_no_DSs_no_NdCh_F,OPF_ChU15_a_no_DSs_no_NdCh_P,OPF_ChU15_a_Total_F,OPF_ChU15_a_Total_P,OPF_no_ChU15_a_DSs_a_NdCh_F,OPF_no_ChU15_a_DSs_a_NdCh_P,OPF_no_ChU15_a_DSs_no_NdCh_F,OPF_no_ChU15_a_DSs_no_NdCh_P,OPF_no_ChU15_no_DSs_a_NdCh_F,OPF_no_ChU15_no_DSs_a_NdCh_P,OPF_no_ChU15_a_Total_F,OPF_no_ChU15_a_Total_P,OPF_Total_F,OPF_Total_P,Other_family_F,Other_family_P,Total_F,Total_P
POA2027,1012,1965,0,12,27,112,5,13,297,1072,329,1209,13,57,57,185,67,189,137,431,466,1640,0,0,10,33,0,0,71,168,81,201,3,11,33,63,63,131,99,205,180,406,51,104,1709,4115
POA2028,562,1091,3,12,25,120,3,7,215,804,246,943,19,82,36,111,40,121,95,314,341,1257,0,0,6,19,0,6,45,102,51,127,7,15,25,60,69,134,101,209,152,336,44,89,1099,2773
POA2029,1023,2014,6,48,95,420,7,31,658,2491,766,2990,57,229,90,295,139,428,286,952,1052,3942,0,0,21,58,3,8,118,272,142,338,11,45,43,96,115,229,169,370,311,708,61,127,2447,6791
POA2030,1184,2335,29,146,237,1094,19,70,1009,4067,1294,5377,132,521,258,906,298,899,688,2326,1982,7703,0,8,42,139,10,37,114,282,166,466,23,64,60,142,137,286,220,492,386,958,59,131,3611,11127
POA2031,3249,6386,12,60,223,999,25,89,2233,8246,2493,9394,113,455,314,1053,385,1192,812,2700,3305,12094,4,16,36,117,12,31,385,880,437,1044,51,142,146,323,365,755,562,1220,999,2264,256,531,7809,21275
POA2032,1207,2456,17,75,112,485,15,60,804,3029,948,3649,75,318,156,532,285,898,516,1748,1464,5397,3,20,25,90,11,27,141,343,180,480,26,83,95,220,250,552,371,855,551,1335,184,389,3406,9577
POA2033,1023,2036,11,60,63,260,12,57,540,2054,626,2431,40,165,100,335,148,474,288,974,914,3405,3,6,16,54,3,16,95,232,117,308,17,48,48,122,118,242,183,412,300,720,118,255,2355,6416
POA2034,1990,3908,5,34,142,633,18,79,1205,4397,1370,5143,75,299,159,547,232,725,466,1571,1836,6714,3,8,24,80,16,36,215,507,258,631,17,49,81,173,225,468,323,690,581,1321,128,264,4535,12207
POA2035,2911,5802,35,201,327,1467,54,244,2107,7978,2523,9890,214,887,343,1193,752,2413,1309,4493,3832,14383,5,25,69,229,32,123,430,1079,536,1456,75,235,188,440,617,1337,880,2012,1416,3468,301,666,8460,24319
POA2036,1984,4014,34,186,347,1553,103,484,1623,6284,2107,8507,205,841,276,964,800,2612,1281,4417,3388,12924,14,50,69,230,44,165,424,1152,551,1597,43,133,137,310,523,1148,703,1591,1254,3188,138,297,6764,20423
POA2037,1529,2991,3,19,47,215,12,48,538,1904,600,2186,31,142,73,224,137,433,241,799,841,2985,9,41,17,74,30,88,171,469,227,672,35,98,72,156,197,436,304,690,531,1362,110,232,3011,7570
POA2038,950,1863,4,18,47,198,3,15,655,2399,709,2630,25,91,64,212,76,228,165,531,874,3161,0,3,9,31,7,18,103,239,119,291,10,32,46,92,87,187,143,311,262,602,58,120,2144,5746
POA2039,1020,1987,0,11,36,151,5,14,658,2344,699,2520,22,87,51,165,89,277,162,529,861,3049,0,0,12,40,4,14,80,182,96,236,4,13,33,59,94,201,131,273,227,509,46,90,2154,5635
POA2040,2032,3996,9,45,106,462,23,101,1752,6351,1890,6959,70,272,138,437,297,928,505,1637,2395,8596,0,10,27,100,20,58,279,674,326,842,23,75,91,189,324,685,438,949,764,1791,164,338,5355,14721
POA2041,1824,3556,12,65,95,413,12,47,1050,3822,1169,4347,41,174,146,456,193,582,380,1212,1549,5559,0,0,25,75,6,27,145,336,176,438,14,39,75,154,169,349,258,542,434,980,73,153,3880,10248
POA2042,2067,4058,3,23,63,280,10,36,839,2952,915,3291,24,83,77,262,133,430,234,775,1149,4066,3,6,11,44,15,34,146,346,175,430,13,44,59,125,183,391,255,560,430,990,147,294,3793,9408
POA2043,1048,2063,0,0,18,84,3,3,395,1364,416,1451,8,20,33,107,38,128,79,255,495,1706,0,0,3,21,7,15,73,171,83,207,3,9,24,53,67,138,94,200,177,407,49,99,1769,4275
POA2044,755,1497,11,43,38,173,9,38,427,1572,485,1826,24,124,42,146,138,447,204,717,689,2543,5,21,15,52,6,19,103,258,129,350,13,41,40,85,119,262,172,388,301,738,61,134,1806,4912
POA2045,545,1086,10,59,111,502,11,54,447,1783,579,2398,57,239,120,425,195,633,372,1297,951,3695,0,0,13,31,4,11,55,142,72,184,8,29,20,47,131,286,159,362,231,546,34,68,1761,5395
POA2046,2712,5362,30,151,254,1140,46,204,1867,6888,2197,8383,154,640,265,916,649,2111,1068,3667,3265,12050,5,25,51,169,20,58,293,729,369,981,39,112,120,271,407,887,566,1270,935,2251,135,277,7047,19940
POA2047,1352,2657,6,48,92,399,16,59,751,2809,865,3315,45,171,108,367,191,593,344,1131,1209,4446,0,0,18,68,5,13,112,264,135,345,17,50,47,99,128,280,192,429,327,774,68,134,2956,8011
POA2048,833,1629,9,36,41,203,0,6,484,1771,534,2016,15,72,46,151,115,350,176,573,710,2589,3,3,13,46,3,7,72,167,91,223,9,20,38,83,97,206,144,309,235,532,59,123,1837,4873
POA2049,1021,2002,4,20,53,238,18,71,653,2405,728,2734,44,177,80,272,148,483,272,932,1000,3666,5,22,14,56,5,27,138,327,162,432,5,25,44,94,148,322,197,441,359,873,68,140,2448,6681
POA2050,995,1944,0,4,15,70,5,11,280,967,300,1052,5,15,29,95,24,74,58,184,358,1236,0,0,5,17,3,7,50,127,58,151,4,9,16,28,39,84,59,121,117,272,70,149,1540,3601
POA2052,5,14,0,0,0,0,0,0,7,15,7,15,0,0,0,0,0,0,0,0,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,29
POA2060,1825,3564,0,7,35,161,8,25,533,1867,576,2060,26,94,81,264,127,362,234,720,810,2780,3,3,10,42,6,9,88,205,107,259,6,28,51,102,111,225,168,355,275,614,84,175,2994,7133
POA2061,945,1827,3,3,17,64,0,4,190,657,210,728,12,39,41,136,50,144,103,319,313,1047,0,0,5,12,0,0,25,58,30,70,8,19,27,54,36,74,71,147,101,217,34,68,1393,3159
POA2062,826,1619,0,5,32,147,10,29,474,1722,516,1903,18,81,70,239,62,189,150,509,666,2412,0,5,13,35,0,3,97,228,110,271,14,33,45,96,62,131,121,260,231,531,31,68,1754,4630
POA2063,489,967,10,45,78,355,4,26,520,2138,612,2564,72,277,125,418,132,423,329,1118,941,3682,4,7,11,38,0,4,61,164,76,213,10,30,25,59,55,125,90,214,166,427,17,35,1613,5111
POA2064,888,1760,0,4,89,373,3,23,738,2690,830,3090,39,142,96,330,101,317,236,789,1066,3879,0,3,16,56,0,3,110,268,126,330,17,46,55,132,100,205,172,383,298,713,63,133,2315,6485
POA2065,3690,7234,8,37,157,675,17,75,1787,6396,1969,7183,76,317,268,910,300,916,644,2143,2613,9326,3,4,32,93,9,29,217,508,261,634,31,93,136,308,293,581,460,982,721,1616,238,492,7262,18668
POA2066,2598,5143,41,204,354,1593,44,204,2283,8699,2722,10700,198,810,405,1399,430,1340,1033,3549,3755,14249,3,26,49,135,9,41,272,652,333,854,33,110,143,304,326,667,502,1081,835,1935,158,323,7346,21650
POA2067,2188,4358,11,75,230,984,33,142,1634,5958,1908,7159,128,536,336,1145,406,1280,870,2961,2778,10120,9,26,54,176,6,16,216,546,285,764,45,152,223,512,257,552,525,1216,810,1980,204,441,5980,16899
POA2068,1302,2582,25,127,212,924,24,100,1455,5734,1716,6885,104,424,257,876,323,1048,684,2348,2400,9233,3,6,34,109,4,8,148,361,189,484,24,71,86,194,226,488,336,753,525,1237,76,162,4303,13214
POA2069,1084,2142,25,115,244,1101,24,108,1108,4442,1401,5766,116,477,280,965,325,1012,721,2454,2122,8220,0,0,27,106,3,11,96,254,126,371,22,69,54,143,147,317,223,529,349,900,57,117,3612,11379
POA2070,929,1831,11,60,258,1150,23,96,996,4030,1288,5336,123,506,277,967,257,792,657,2265,1945,7601,3,11,32,106,4,16,81,216,120,349,22,67,83,202,122,273,227,542,347,891,47,93,3268,10416
POA2071,1012,2005,25,115,282,1275,29,132,790,3127,1126,4649,132,533,320,1113,288,890,740,2536,1866,7185,3,6,50,163,4,13,98,248,155,430,26,82,85,213,114,241,225,536,380,966,42,106,3300,10262
POA2072,598,1185,11,39,136,607,3,27,445,1722,595,2395,60,257,165,574,157,469,382,1300,977,3695,8,19,27,76,0,6,58,146,93,247,10,33,58,132,61,128,129,293,222,540,32,69,1829,5489
POA2073,1262,2491,23,132,347,1560,24,103,1279,5106,1673,6901,171,699,395,1357,400,1245,966,3301,2639,10202,0,15,32,110,8,13,114,289,154,427,25,83,86,213,164,347,275,643,429,1070,42,88,4372,13851
POA2074,1998,3935,38,193,397,1850,34,147,1536,6099,2005,8289,188,768,463,1631,475,1460,1126,3859,3131,12148,5,25,56,181,7,26,124,332,192,564,44,142,90,202,221,469,355,813,547,1377,56,117,5732,17577
POA2075,1846,3648,49,252,386,1745,44,188,1312,5252,1791,7437,227,912,449,1563,509,1592,1185,4067,2976,11504,0,8,47,162,6,19,123,341,176,530,36,116,70,164,182,390,288,670,464,1200,43,91,5329,16443
POA2076,2083,4135,66,354,382,1725,40,169,1770,7071,2258,9319,259,1090,459,1578,536,1681,1254,4349,3512,13668,6,17,57,192,5,30,183,478,251,717,42,121,124,293,277,598,443,1012,694,1729,64,140,6353,19672
POA2077,3339,6649,46,240,388,1732,66,321,2921,10801,3421,13094,207,854,453,1539,732,2316,1392,4709,4813,17803,16,59,77,249,24,77,423,1019,540,1404,69,220,244,564,564,1208,877,1992,1417,3396,158,336,9727,28184
POA2079,568,1135,18,101,120,526,38,166,574,2263,750,3056,102,420,131,453,200,672,433,1545,1183,4601,3,7,14,43,8,19,63,158,88,227,16,42,31,72,94,208,141,322,229,549,21,51,2001,6336
POA2080,153,304,4,17,19,93,4,14,130,503,157,627,14,46,23,87,49,164,86,297,243,924,0,6,5,15,4,9,12,42,21,72,0,0,13,24,21,47,34,71,55,143,5,12,456,1383
POA2081,428,844,10,43,90,411,23,96,464,1846,587,2396,42,178,88,308,135,431,265,917,852,3313,0,9,12,38,3,6,59,166,74,219,8,24,15,37,53,116,76,177,150,396,10,24,1440,4577
POA2082,543,1061,4,21,66,312,20,91,517,2028,607,2452,42,185,69,230,181,574,292,989,899,3441,0,6,23,66,5,22,57,154,85,248,14,30,19,53,64,147,97,230,182,478,10,19,1634,4999
POA2083,191,377,6,28,6,43,5,16,110,424,127,511,7,39,22,58,28,91,57,188,184,699,0,0,5,11,0,0,22,62,27,73,3,8,6,15,17,35,26,58,53,131,3,6,431,1213
POA2084,317,626,8,54,66,299,14,50,256,1038,344,1441,39,171,57,208,124,401,220,780,564,2221,3,11,3,22,4,9,26,66,36,108,3,11,13,37,23,48,39,96,75,204,6,12,962,3063
POA2085,1027,2047,21,128,196,920,26,107,840,3376,1083,4531,106,438,145,505,309,976,560,1919,1643,6450,0,0,23,68,10,23,66,180,99,271,22,78,32,78,128,265,182,421,281,692,28,63,2979,9252
POA2086,1118,2227,26,146,220,979,39,166,1221,4881,1506,6172,141,572,199,689,374,1196,714,2457,2220,8629,10,25,30,103,6,25,101,279,147,432,27,74,44,99,176,379,247,552,394,984,24,51,3756,11891
POA2087,1062,2119,24,121,186,845,20,88,1118,4484,1348,5538,97,409,169,568,313,978,579,1955,1927,7493,6,28,31,91,9,28,114,293,160,440,28,81,43,109,161,336,232,526,392,966,31,66,3412,10644
POA2088,2931,5752,31,144,354,1559,42,158,1935,7444,2362,9305,155,610,367,1246,356,1076,878,2932,3240,12237,7,29,56,193,11,20,266,632,340,874,50,153,125,294,254,509,429,956,769,1830,103,211,7043,20030
POA2089,1619,3165,4,23,42,160,7,35,531,1873,584,2091,18,91,97,309,87,252,202,652,786,2743,3,11,9,27,0,0,100,220,112,258,8,33,43,87,93,187,144,307,256,565,82,165,2743,6638
POA2090,1646,3206,9,38,77,325,10,38,825,2954,921,3355,35,143,114,384,133,387,282,914,1203,4269,0,3,11,43,0,4,102,237,113,287,15,36,58,113,126,256,199,405,312,692,83,160,3244,8327
POA2092,502,994,6,34,130,592,13,51,642,2589,791,3266,57,214,125,418,138,442,320,1074,1111,4340,0,8,17,50,0,12,63,162,80,232,11,29,32,70,80,173,123,272,203,504,18,43,1834,5881
POA2093,1932,3808,37,188,302,1336,35,163,1988,7684,2362,9371,142,568,273,940,384,1198,799,2706,3161,12077,0,0,63,212,8,23,276,682,347,917,25,75,100,221,261,557,386,853,733,1770,68,148,5894,17803
POA2094,710,1377,4,16,49,215,4,19,432,1586,489,1836,17,73,58,191,62,195,137,459,626,2295,0,4,3,11,4,3,62,158,69,176,11,29,26,60,67,141,104,230,173,406,19,39,1528,4117
POA2095,2041,3964,11,58,65,277,8,25,867,3166,951,3526,39,145,94,286,136,427,269,858,1220,4384,3,5,22,66,3,12,130,326,158,409,12,46,63,125,115,232,190,403,348,812,65,130,3674,9290
POA2096,1567,3071,15,92,129,576,27,109,1082,4049,1253,4826,78,304,125,442,191,617,394,1363,1647,6189,0,5,33,109,8,27,155,370,196,511,20,45,48,110,161,340,229,495,425,1006,65,139,3704,10405
POA2097,1405,2773,24,135,199,898,35,169,1176,4587,1434,5789,118,471,153,530,327,1044,598,2045,2032,7834,9,36,30,90,10,29,171,453,220,608,21,77,60,129,189,395,270,601,490,1209,52,117,3979,11933
POA2099,3702,7355,58,291,339,1550,101,464,2800,10557,3298,12862,225,936,338,1197,746,2379,1309,4512,4607,17374,6,32,99,323,46,146,480,1164,631,1665,53,150,159,343,589,1268,801,1761,1432,3426,189,382,9930,28537
POA2100,1654,3288,38,191,271,1200,52,221,1611,6273,1972,7885,181,762,241,817,481,1580,903,3159,2875,11044,9,30,45,158,18,49,194,501,266,738,35,119,68,154,284,612,387,885,653,1623,67,152,5249,16107
POA2101,1857,3691,19,109,201,874,49,208,1282,4939,1551,6130,111,467,162,558,373,1179,646,2204,2197,8334,3,16,41,131,14,44,186,463,244,654,34,97,54,125,238,511,326,733,570,1387,50,101,4674,13513
POA2102,512,1008,11,61,65,288,17,85,591,2333,684,2767,51,207,55,182,138,446,244,835,928,3602,0,5,24,71,5,14,75,191,104,281,13,40,23,53,97,203,133,296,237,577,15,36,1692,5223
POA2103,1058,2098,12,65,131,600,24,128,690,2662,857,3455,95,374,105,378,245,785,445,1537,1302,4992,3,15,21,76,9,20,112,271,145,382,18,56,47,104,164,335,229,495,374,877,23,48,2757,8015
POA2104,386,762,9,44,39,169,8,45,147,593,203,851,28,104,54,186,80,254,162,544,365,1395,3,4,4,13,0,0,12,35,19,52,3,14,11,31,36,68,50,113,69,165,9,18,829,2340
POA2105,210,401,3,13,23,112,7,17,130,501,163,643,13,54,38,117,61,183,112,354,275,997,0,0,4,14,3,3,23,59,30,76,5,9,5,14,17,42,27,65,57,141,4,8,546,1547
POA2106,942,1843,14,79,144,631,25,93,630,2442,813,3245,81,318,132,428,182,555,395,1301,1208,4546,4,17,20,62,4,18,99,256,127,353,9,39,43,89,147,296,199,424,326,777,30,65,2506,7231
POA2107,1479,2919,28,151,214,948,36,155,1121,4408,1399,5662,131,527,222,725,330,996,683,2248,2082,7910,3,14,41,133,13,35,140,358,197,540,33,103,85,190,151,324,269,617,466,1157,26,47,4053,12033
POA2108,277,542,0,0,13,67,7,11,86,334,106,412,21,79,21,70,28,76,70,225,176,637,0,0,0,13,3,0,17,46,20,59,4,12,9,16,22,48,35,76,55,135,3,6,511,1320
POA2109,54,106,0,0,5,17,0,0,32,126,37,143,0,5,3,13,4,13,7,31,44,174,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,7,4,11,4,11,0,0,102,291
POA2110,801,1578,20,117,133,619,10,37,650,2621,813,3394,99,407,141,484,208,656,448,1547,1261,4941,0,3,13,42,10,22,74,187,97,254,18,64,42,90,99,201,159,355,256,609,26,55,2344,7183
POA2111,1310,2581,20,90,158,677,25,110,1003,3904,1206,4781,93,378,150,532,306,966,549,1876,1755,6657,3,10,20,57,16,43,146,351,185,461,19,62,60,142,185,400,264,604,449,1065,65,131,3579,10434
POA2112,2425,4859,35,198,324,1444,73,327,2071,7991,2503,9960,212,909,375,1302,778,2512,1365,4723,3868,14683,8,25,48,171,33,119,301,766,390,1081,51,155,132,307,483,1055,666,1517,1056,2598,125,267,7474,22407
POA2113,1599,3187,10,55,175,795,36,149,1210,4571,1431,5570,131,537,189,665,388,1279,708,2481,2139,8051,5,16,34,113,9,37,149,358,197,524,31,98,76,186,297,659,404,943,601,1467,102,209,4441,12914
POA2114,2217,4448,25,126,209,921,39,156,1621,6027,1894,7230,147,632,265,928,498,1624,910,3184,2804,10414,10,44,38,130,14,53,204,495,266,722,42,134,99,226,295,628,436,988,702,1710,143,304,5866,16876
POA2115,713,1442,18,118,123,559,40,187,664,2541,845,3405,75,317,96,341,280,963,451,1621,1296,5026,10,39,34,134,19,70,116,316,179,559,18,70,50,120,209,460,277,650,456,1209,43,92,2508,7769
POA2116,476,953,7,56,90,398,18,84,481,1864,596,2402,40,181,67,223,132,430,239,834,835,3236,0,10,29,91,10,44,94,256,133,401,23,78,39,89,118,265,180,432,313,833,25,54,1649,5076
POA2117,1537,3065,34,200,255,1149,53,222,1310,5114,1652,6685,177,767,286,997,455,1486,918,3250,2570,9935,13,55,61,207,25,80,235,631,334,973,42,135,93,228,303,642,438,1005,772,1978,75,166,4954,15144
POA2118,1913,3825,31,177,422,1860,51,209,1542,5955,2046,8201,231,970,459,1630,637,2035,1327,4635,3373,12836,10,39,57,170,11,47,206,553,284,809,46,150,116,283,306,664,468,1097,752,1906,82,174,6120,18741
POA2119,981,1943,29,129,233,1054,20,104,746,2985,1028,4272,160,688,295,1038,303,943,758,2669,1786,6941,0,0,22,69,8,21,59,178,89,268,16,50,48,117,115,238,179,405,268,673,37,86,3072,9643
POA2120,1734,3448,40,197,324,1482,45,196,1524,6006,1933,7881,210,863,393,1370,549,1778,1152,4011,3085,11892,8,27,49,161,6,23,163,437,226,648,40,151,104,237,256,563,400,951,626,1599,68,139,5513,17078
POA2121,2120,4218,35,181,447,1960,45,190,1733,6609,2260,8940,273,1161,566,1962,719,2282,1558,5405,3818,14345,7,31,47,152,13,38,200,512,267,733,47,144,159,376,304,641,510,1161,777,1894,146,313,6861,20770
POA2122,2590,5188,31,152,328,1444,51,225,1792,6579,2202,8400,235,1012,469,1597,650,2097,1354,4706,3556,13106,5,8,41,153,20,59,270,668,336,888,51,169,175,401,430,935,656,1505,992,2393,210,447,7348,21134
POA2125,1330,2654,45,253,320,1446,36,153,1098,4369,1499,6221,293,1243,419,1477,591,1899,1303,4619,2802,10840,3,19,33,103,3,10,96,249,135,381,20,68,73,182,154,341,247,591,382,972,38,93,4552,14559
POA2126,1365,2736,49,271,418,1867,58,260,1317,5135,1842,7533,286,1216,498,1776,672,2177,1456,5169,3298,12702,12,33,51,158,6,25,119,330,188,546,52,170,106,268,205,460,363,898,551,1444,41,87,5255,16969
POA2127,985,1933,5,22,57,232,8,31,719,2626,789,2911,32,125,81,282,127,392,240,799,1029,3710,0,0,14,55,4,8,89,220,107,283,5,24,32,70,77,164,114,258,221,541,51,110,2286,6294
POA2128,159,317,14,82,21,121,6,23,134,528,175,754,10,43,12,44,25,89,47,176,222,930,0,0,3,4,0,9,40,108,43,121,3,6,3,10,26,63,32,79,75,200,13,32,469,1479
POA2129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA2130,670,1326,5,20,49,203,4,27,427,1545,485,1795,26,106,70,236,85,241,181,583,666,2378,0,4,7,29,3,3,85,185,95,221,5,18,45,93,76,157,126,268,221,489,49,104,1606,4297
POA2131,2233,4528,14,71,167,742,38,158,1339,4804,1558,5775,88,366,233,771,330,1066,651,2203,2209,7978,4,16,34,115,14,34,314,787,366,952,41,128,149,324,300,646,490,1098,856,2050,209,457,5507,15013
POA2132,792,1583,15,79,138,632,23,106,712,2723,888,3540,100,412,144,492,274,905,518,1809,1406,5349,0,10,28,96,3,14,111,295,142,415,19,48,53,130,171,377,243,555,385,970,69,147,2652,8049
POA2133,857,1719,24,114,136,623,26,124,774,3010,960,3871,91,400,130,455,307,1030,528,1885,1488,5756,6,24,29,85,13,43,148,406,196,558,32,94,73,175,212,451,317,720,513,1278,52,107,2910,8860
