region_id,Median_age_persons,Median_mortgage_repay_monthly,Median_Tot_prsnl_inc_weekly,Median_rent_weekly,Median_Tot_fam_inc_weekly,Average_num_psns_per_bedroom,Median_Tot_hhd_inc_weekly,Average_household_size
POA2736,48,1300,390,150,1029,1.1,747,2.2
POA2737,36,1040,525,135,1239,1.2,1043,2.7
POA2738,36,1603,598,160,1445,1.1,1227,2.8
POA2739,38,1300,537,150,1235,1.1,1018,2.5
POA2745,32,2200,746,350,1960,1.1,1856,3.2
POA2747,33,1820,597,280,1467,1.1,1302,2.8
POA2748,40,3250,593,323,1808,1.1,1519,3.4
POA2749,31,2000,654,266,1649,1.1,1547,3.1
POA2750,36,1950,617,280,1555,1.1,1256,2.5
POA2752,35,2000,650,300,1742,1.1,1542,3.1
POA2753,37,2000,601,280,1495,1.1,1264,2.7
POA2754,38,2000,603,300,1575,1.1,1335,2.7
POA2756,34,2000,624,280,1576,1.1,1401,2.9
POA2757,42,1800,558,170,1628,1.1,1585,2.7
POA2758,40,2200,662,295,1842,1.1,1705,3.0
POA2759,32,2000,668,340,1753,1.1,1716,3.2
POA2760,34,1874,515,280,1241,1.1,1093,2.7
POA2761,30,2000,623,350,1572,1.2,1562,3.5
POA2762,35,2167,618,328,1660,1.1,1451,2.9
POA2763,32,2167,710,360,1863,1.1,1801,3.2
POA2765,37,2167,582,300,1526,1.1,1310,2.9
POA2766,34,2000,526,320,1470,1.2,1403,3.2
POA2767,33,2100,521,240,1467,1.1,1372,3.2
POA2768,32,2600,775,490,2175,1.1,2159,3.4
POA2769,30,3200,1008,600,2450,1.0,2468,3.3
POA2770,30,1636,394,220,1010,1.2,950,3.1
POA2773,39,2058,731,330,2165,1.1,1884,2.8
POA2774,39,2000,678,313,1882,1.1,1620,2.8
POA2775,45,1733,498,200,1120,1.2,825,2.2
POA2776,39,1990,656,300,1820,1.1,1578,2.8
POA2777,40,1993,644,310,1813,1.1,1518,2.7
POA2778,41,1842,640,300,1745,1.1,1493,2.7
POA2779,38,1777,588,277,1525,1.1,1244,2.6
POA2780,45,1610,493,250,1212,1.1,877,2.1
POA2782,48,1880,533,300,1309,1.1,1001,2.3
POA2783,41,1733,544,265,1401,1.1,1107,2.5
POA2784,42,1500,555,280,1432,1.1,1271,2.5
POA2785,47,1625,530,250,1165,1.1,919,2.2
POA2786,46,1300,447,250,1028,1.1,865,2.2
POA2787,41,1517,518,170,1216,1.1,969,2.4
POA2790,42,1430,452,175,1195,1.1,874,2.3
POA2791,39,1744,574,110,1548,1.1,1233,2.6
POA2792,41,1100,456,125,847,1.1,894,2.5
POA2793,51,975,379,150,924,1.1,702,2.2
POA2794,44,1100,421,160,1012,1.1,792,2.4
POA2795,36,1634,546,215,1434,1.1,1143,2.5
POA2797,50,981,410,150,887,1.1,945,2.0
POA2798,38,1733,639,200,1688,1.1,1485,2.7
POA2799,40,1430,503,170,1266,1.1,1026,2.5
POA2800,36,1644,589,230,1500,1.1,1189,2.5
POA2803,51,800,397,0,749,1.0,726,2.2
POA2804,45,1083,413,133,981,1.1,812,2.4
POA2805,47,1092,363,145,733,1.1,617,2.3
POA2806,47,1000,447,92,1060,1.1,774,2.3
POA2807,46,507,322,150,654,1.1,574,2.1
POA2808,53,800,391,100,744,1.1,753,2.1
POA2809,43,1387,366,50,785,1.1,717,2.6
POA2810,48,867,388,119,895,1.1,720,2.3
POA2820,41,1157,405,132,936,1.1,758,2.4
POA2821,39,1112,500,160,1098,1.1,865,2.5
POA2823,40,652,470,110,1024,1.1,807,2.4
POA2824,42,867,475,120,1070,1.1,842,2.3
POA2825,39,1083,480,150,1199,1.1,913,2.5
POA2827,44,975,403,126,923,1.1,741,2.4
POA2828,44,1083,366,125,809,1.1,653,2.4
POA2829,40,780,462,120,1027,1.1,839,2.5
POA2830,36,1512,579,200,1345,1.1,1099,2.6
POA2831,41,1300,480,55,1076,1.1,928,2.6
POA2832,36,888,451,100,1210,1.2,966,2.6
POA2833,39,433,430,100,1025,1.1,905,2.4
POA2834,48,834,350,120,764,1.2,541,2.0
POA2835,35,1387,637,150,1734,1.1,1385,2.4
POA2836,32,0,373,65,827,1.2,817,2.7
POA2839,32,650,378,90,861,1.2,777,2.7
POA2840,35,867,600,80,1234,1.1,1085,2.6
POA2842,51,675,323,111,613,1.1,584,2.2
POA2843,42,867,406,110,975,1.1,788,2.4
POA2844,45,867,374,110,868,1.1,712,2.4
POA2845,39,1517,491,165,1412,1.1,1131,2.6
POA2846,48,1153,393,100,956,1.1,684,2.1
POA2847,43,1430,412,170,1091,1.1,902,2.4
POA2848,45,1000,347,160,796,1.1,584,2.2
POA2849,49,1517,395,160,1074,1.1,740,2.2
POA2850,41,1654,479,230,1266,1.1,985,2.5
POA2852,40,1430,429,200,1182,1.1,948,2.5
POA2864,42,1400,581,155,1472,1.1,1241,2.7
POA2865,39,1300,473,103,1138,1.1,949,2.4
POA2866,40,1400,510,170,1231,1.1,1002,2.6
POA2867,43,780,436,85,940,1.0,834,2.6
POA2868,40,1041,380,90,879,1.1,657,2.5
POA2869,47,900,366,100,862,1.1,673,2.3
POA2870,38,1343,487,160,1193,1.1,947,2.5
POA2871,41,1135,458,150,1014,1.1,827,2.4
POA2873,50,693,378,50,777,1.1,648,2.2
POA2874,47,433,442,26,900,1.1,686,2.5
POA2875,44,1000,398,75,931,1.1,819,2.5
POA2876,43,710,366,100,744,1.1,718,2.8
POA2877,40,867,448,120,972,1.1,832,2.4
POA2878,37,200,500,95,1093,1.1,862,2.1
POA2879,44,542,397,63,929,1.1,780,2.1
POA2880,43,953,421,150,996,1.1,791,2.2
POA2898,48,1102,629,125,1347,1.2,924,2.3
