UCL_CODE_2021,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
UCL115007,24,53,110,115,154,102,23,0,0,577,26,19,25,24,26,18,14,4,0,150,5,12,17,16,12,15,7,0,0,77,0,4,3,0,0,0,0,0,0,10,58,88,151,154,189,128,35,3,0,818,4,3,0,10,0,4,3,0,0,24,0,0,0,0,5,0,0,0,0,7,7,3,3,10,4,3,3,0,0,26,67,92,151,164,197,135,36,3,0,845,35,12,17,18,29,48,126,86,31,393,4,8,11,11,7,9,6,8,0,61,105,105,178,191,235,190,171,102,29,1302,6,31,52,68,68,63,9,0,0,304,40,21,55,78,76,52,14,0,0,341,0,6,22,7,13,14,3,0,0,66,3,3,0,0,0,0,0,0,0,12,53,63,126,152,165,128,22,3,0,721,0,0,7,6,0,3,0,0,0,10,6,0,3,6,0,0,0,0,0,14,9,0,6,11,0,3,0,0,0,26
UCL115008,7,11,22,21,33,39,12,0,0,143,4,0,6,0,3,12,19,0,0,47,0,0,3,0,0,7,5,0,0,13,0,0,0,0,0,0,0,0,0,0,13,8,33,25,38,54,32,0,0,204,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,7,0,3,0,0,5,3,0,0,0,13,13,12,33,25,46,54,32,0,0,218,4,4,0,0,5,29,80,58,28,215,4,0,0,0,3,3,3,14,3,31,24,13,36,31,48,80,117,71,37,461,0,6,15,7,24,25,0,0,0,74,5,7,15,16,20,37,13,0,0,105,0,0,4,0,0,5,3,0,0,14,3,0,0,0,0,0,3,0,0,3,11,12,29,20,42,62,19,0,0,203,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,5
UCL115009,13,23,63,51,73,47,11,0,0,292,16,4,3,12,9,19,19,0,0,85,0,0,7,6,4,7,3,0,0,19,0,0,3,3,0,0,0,0,0,9,30,22,70,69,88,73,35,0,0,404,0,0,5,0,4,0,0,0,0,15,0,0,0,0,0,5,0,0,0,6,0,0,5,0,4,5,0,0,0,11,35,25,77,69,94,75,35,0,0,414,27,0,7,9,15,29,110,59,18,272,4,0,6,0,0,12,8,4,4,47,60,30,95,85,109,112,155,70,24,731,0,11,38,35,44,25,3,0,0,163,20,12,25,45,36,45,14,0,0,201,0,3,3,5,7,8,5,0,0,30,0,0,3,0,0,3,0,0,0,10,32,25,75,79,84,79,24,0,0,396,0,0,0,0,0,3,0,0,0,4,0,0,0,0,4,0,0,0,0,4,0,6,0,0,3,3,0,0,0,8
UCL115010,0,3,17,16,22,27,7,0,0,103,4,4,0,0,7,11,8,0,0,42,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,3,0,0,0,5,7,13,21,16,30,39,18,3,0,145,0,0,4,4,5,4,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,5,4,5,3,0,0,0,19,7,11,24,16,38,47,18,3,0,163,12,0,4,6,17,38,73,56,22,227,0,0,3,4,6,8,7,8,3,34,20,15,31,26,59,94,100,65,21,428,0,5,10,8,14,25,0,0,0,63,4,4,10,11,8,18,5,0,0,69,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,4,8,29,18,25,49,12,0,0,143,0,4,0,0,0,4,0,0,0,14,0,0,0,0,0,4,0,0,0,3,0,4,0,5,3,10,0,0,0,16
UCL115011,14,15,51,50,49,38,5,0,0,217,8,4,8,9,19,31,5,0,0,88,3,0,6,0,5,5,3,0,0,19,0,0,0,0,0,0,0,0,0,4,19,21,63,58,68,70,13,0,0,327,0,0,3,0,4,3,0,0,0,10,4,0,0,0,0,0,0,0,0,4,4,0,3,0,7,3,0,0,0,18,20,24,66,64,69,72,14,0,0,343,20,9,8,10,18,38,74,63,17,259,4,4,4,4,5,6,0,8,0,37,47,30,84,78,102,126,92,77,17,640,5,9,23,30,41,25,3,0,0,142,22,10,27,26,28,34,11,0,0,153,5,0,8,0,8,6,3,0,0,19,0,0,0,0,0,0,0,0,0,4,26,16,61,61,72,64,14,0,0,314,0,4,0,0,0,0,0,0,0,4,0,0,0,4,0,3,0,0,0,14,0,3,0,4,0,3,0,0,0,16
UCL115012,8,10,21,14,36,44,4,0,0,138,4,7,5,8,4,10,0,0,0,44,0,0,0,4,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,4,12,17,33,28,44,56,13,0,0,201,0,3,0,4,6,6,0,0,0,15,0,0,3,0,0,0,0,0,0,4,0,7,3,4,6,6,0,0,0,21,12,16,32,26,52,63,13,0,0,217,19,0,6,12,16,18,55,35,16,185,3,0,5,0,7,3,4,4,0,43,33,21,44,43,83,85,74,50,16,444,0,3,22,17,31,12,5,0,0,87,13,3,11,11,13,15,11,0,0,81,0,0,0,3,0,0,0,0,0,9,0,0,0,0,5,0,0,0,0,7,13,7,32,32,49,34,19,0,0,180,0,0,3,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,3,0,0,3,7,0,0,0,0,0,11
UCL115013,14,38,138,122,110,82,15,3,0,535,31,37,43,31,43,41,20,7,0,254,0,5,9,0,9,11,5,0,0,41,0,5,4,6,3,8,0,0,0,23,49,89,197,161,163,142,41,13,3,850,5,0,6,0,0,4,0,0,0,17,4,0,3,6,0,4,4,0,0,19,12,3,5,7,0,9,4,0,0,41,62,95,204,168,164,147,41,13,3,890,56,7,23,34,43,93,162,148,45,605,11,4,15,19,14,16,15,21,26,136,122,109,241,218,221,259,218,179,74,1640,8,23,90,77,97,75,6,0,0,375,40,44,86,93,60,85,27,4,0,448,6,9,11,10,10,10,0,0,0,50,0,0,3,3,4,0,0,0,0,14,55,79,188,182,174,168,44,7,0,891,0,3,4,0,0,3,0,0,0,10,3,0,0,3,4,0,0,0,0,15,3,6,4,7,8,4,0,0,0,25
UCL115014,8,10,52,84,87,60,16,4,0,323,30,16,28,27,47,45,21,3,0,222,0,4,0,3,6,10,0,0,0,19,0,0,0,0,0,0,0,0,0,9,38,29,89,118,142,115,43,11,0,571,4,7,7,3,0,3,0,0,0,21,6,0,0,3,0,7,0,0,0,16,10,7,7,7,6,7,0,0,0,41,46,32,92,124,147,123,43,10,0,610,61,9,18,18,31,41,141,73,22,405,6,5,4,11,17,9,19,11,10,93,113,48,110,156,189,175,198,90,31,1111,3,8,33,51,76,49,13,0,0,237,49,26,48,91,111,86,39,3,0,444,3,0,5,3,8,14,4,0,0,39,3,0,0,0,3,0,0,0,0,10,56,32,92,147,193,156,52,6,0,731,0,0,0,5,0,0,0,0,0,9,10,4,0,5,7,6,0,0,0,37,13,6,3,10,7,5,0,0,0,49
UCL115015,11,9,34,36,33,42,15,0,0,175,6,6,9,14,20,31,17,0,0,108,0,0,0,0,0,7,5,0,0,20,0,0,0,0,3,0,0,0,0,9,15,19,44,51,58,78,40,0,0,309,0,0,0,0,0,4,0,0,0,8,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,15,16,19,49,53,60,83,38,0,0,322,19,0,5,9,5,53,158,85,26,363,9,0,6,3,7,7,15,3,0,61,46,18,67,62,72,146,211,93,30,743,0,3,18,15,31,25,4,0,0,98,9,10,24,46,40,50,15,0,0,195,0,0,6,0,3,11,0,0,0,24,0,0,0,0,0,3,3,0,0,15,12,12,49,64,75,87,21,10,0,329,0,3,0,0,0,6,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,3,0,0,6,4,0,0,0,9
UCL115016,4,8,27,33,45,28,7,0,0,153,7,8,14,10,12,20,10,0,0,73,0,3,0,5,0,0,0,0,0,14,0,0,4,0,0,0,0,0,0,0,18,23,41,41,54,48,12,4,0,240,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,19,17,43,42,53,48,14,4,0,245,7,0,4,4,12,21,50,31,13,143,3,9,13,3,7,3,6,5,0,43,32,28,58,53,75,76,70,32,13,429,3,14,12,29,36,24,4,0,0,124,13,7,22,18,20,20,10,0,0,109,0,0,7,0,4,4,4,0,0,17,0,0,0,0,0,0,0,0,0,3,13,17,46,46,62,49,16,4,0,256,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,7
UCL115017,3,14,52,96,62,63,20,3,0,302,12,9,11,7,17,32,20,3,0,118,3,0,0,5,3,7,0,0,0,19,0,0,0,0,0,0,0,0,0,5,15,17,59,106,77,99,38,11,0,432,0,0,0,3,5,4,0,0,0,19,5,0,0,0,0,0,0,0,0,3,5,3,0,3,5,10,0,0,0,21,19,25,63,114,81,108,40,11,0,456,22,12,3,3,3,38,141,141,58,415,0,6,3,5,9,0,12,12,14,68,45,34,73,119,97,148,197,159,77,945,0,3,30,44,52,36,6,0,0,178,19,14,32,54,43,57,19,4,0,242,8,0,10,0,4,7,0,0,0,25,0,0,0,0,0,0,0,0,0,3,22,14,72,105,97,96,32,4,0,444,0,0,3,0,0,3,0,0,0,6,0,0,0,0,3,4,0,0,0,8,0,0,3,5,5,5,0,0,0,21
UCL115018,0,16,15,10,17,25,6,0,0,94,7,3,3,8,6,15,4,5,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,20,19,18,20,36,13,7,0,145,0,0,0,0,3,4,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,9,6,15,19,20,31,42,17,7,0,157,10,3,3,6,16,33,75,66,20,237,0,0,0,3,5,3,13,14,0,39,15,24,28,33,46,80,111,80,24,428,0,4,10,15,6,9,7,0,0,53,3,4,11,11,19,23,8,0,0,84,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,5,13,14,26,25,40,13,0,0,145,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,4,0,0,0,16
UCL115019,3,10,81,115,136,123,34,3,0,501,11,12,24,53,43,79,47,7,0,280,12,12,15,12,23,27,12,0,0,116,3,0,3,3,7,4,0,0,0,19,29,31,127,181,206,236,89,19,3,919,3,5,0,6,5,6,0,0,0,27,0,0,0,0,0,3,0,0,0,12,6,7,5,7,8,16,0,0,0,40,29,33,133,192,207,248,91,19,3,954,52,13,40,38,48,116,261,168,35,760,6,3,8,9,14,23,14,10,4,84,93,48,179,234,272,388,366,192,37,1808,0,7,59,71,117,78,14,0,0,347,15,14,53,89,102,115,56,8,0,448,11,9,26,28,22,33,15,0,0,144,6,0,3,0,5,0,0,0,0,9,28,30,135,192,241,230,85,12,0,952,3,4,3,3,4,7,0,0,0,23,0,0,0,7,0,3,0,0,0,20,9,0,4,10,4,14,5,0,0,46
UCL115020,12,56,134,105,85,95,19,0,0,499,26,13,16,10,18,21,12,3,0,125,3,0,3,5,11,4,8,0,0,27,0,0,0,0,6,0,0,0,0,13,44,67,157,120,111,119,34,3,0,664,3,11,4,3,9,7,0,0,0,40,4,0,0,5,0,0,0,0,0,8,8,13,4,3,8,7,0,0,0,46,50,78,161,123,122,129,37,3,0,711,44,11,18,17,18,57,108,81,32,383,5,0,3,7,0,15,6,3,0,42,95,93,184,140,148,203,152,94,32,1141,7,32,83,57,69,52,8,0,0,314,40,24,60,33,58,50,14,0,0,275,0,0,13,4,0,3,5,0,0,32,0,0,0,3,0,0,0,0,0,8,49,57,161,103,129,102,28,0,0,633,5,5,4,3,4,0,0,0,0,28,0,6,3,0,6,4,0,0,0,20,9,12,9,3,8,5,0,0,0,44
UCL115021,6,9,56,34,40,36,14,0,0,194,3,6,4,3,4,8,11,0,0,43,3,0,0,4,0,5,0,0,0,17,0,0,6,0,0,0,0,0,0,6,19,14,60,45,47,49,28,7,0,263,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,8,17,19,60,43,49,51,28,7,0,271,6,3,3,6,12,17,56,41,10,155,0,0,7,3,3,10,10,0,0,35,27,18,76,54,62,74,85,51,15,466,4,9,11,26,31,17,7,0,0,104,15,8,16,32,16,31,7,0,0,118,0,0,3,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,4,16,21,36,59,47,50,11,0,0,233,0,3,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,14
UCL115022,26,40,37,92,127,87,17,0,0,423,32,11,19,15,20,42,19,0,0,162,4,3,0,5,9,3,0,0,0,24,0,0,0,0,3,0,0,0,0,0,66,56,61,109,160,130,40,0,0,615,0,4,3,4,5,3,0,0,0,21,3,0,0,0,3,0,0,0,0,10,5,4,3,4,5,3,0,0,0,31,69,58,64,109,161,133,40,0,0,642,23,9,11,12,25,70,172,129,19,475,0,0,5,3,10,3,7,0,4,35,97,70,80,127,191,205,222,135,26,1155,9,17,24,39,102,62,9,0,0,258,45,20,25,69,82,72,12,0,0,338,11,0,10,13,10,12,9,0,0,47,0,0,0,0,0,0,0,0,0,4,63,32,61,119,190,147,24,6,3,648,0,0,0,3,0,0,0,0,0,4,4,0,0,0,0,3,0,0,0,14,4,0,0,3,0,8,0,0,0,20
UCL115023,4,18,27,25,36,27,10,0,0,164,8,5,10,5,14,13,5,3,0,60,4,5,3,3,0,5,3,0,0,16,0,0,0,0,0,0,0,0,0,8,11,29,46,37,56,50,23,3,0,251,0,3,0,0,0,0,0,0,0,10,0,5,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,0,12,11,34,50,41,60,49,23,3,0,265,15,4,7,3,12,28,81,62,28,244,3,4,9,9,15,17,11,11,5,87,37,41,62,55,89,97,117,74,32,595,0,12,21,17,33,29,6,0,0,114,5,9,11,17,25,31,13,0,0,111,0,0,13,4,0,0,0,0,0,14,0,0,5,0,0,0,0,0,0,7,8,18,45,36,60,60,18,0,0,245,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6
UCL115024,6,23,50,54,48,36,9,0,0,232,0,3,9,5,9,8,6,0,0,44,0,0,4,0,0,3,0,0,0,9,0,0,3,0,7,0,3,0,0,16,9,29,69,61,61,49,19,3,0,296,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,3,0,0,12,9,31,71,66,61,53,21,3,0,308,17,13,14,12,22,23,35,20,5,155,8,7,19,12,16,16,8,5,4,96,44,50,100,89,93,88,61,27,5,555,5,17,56,38,42,34,0,6,0,198,3,6,19,11,8,13,13,0,0,82,0,0,8,0,0,3,0,0,0,15,0,0,6,0,0,0,0,0,0,7,11,28,86,57,59,52,13,6,0,306,0,0,0,4,4,0,0,0,0,6,0,5,0,0,0,0,0,0,0,3,0,4,0,4,4,0,0,0,0,12
UCL115025,10,20,61,70,65,53,14,0,0,281,12,12,11,16,11,17,6,0,0,88,5,5,6,10,7,5,6,0,0,38,0,3,0,0,3,0,0,0,0,12,21,38,84,92,85,74,21,0,0,418,0,3,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,3,5,0,3,0,0,0,0,10,25,37,86,92,88,77,21,0,0,424,23,21,3,10,6,18,26,19,4,129,0,0,7,3,0,0,0,3,0,21,48,58,99,109,98,94,46,23,4,579,3,13,42,38,61,26,5,0,0,191,18,13,15,36,38,27,6,0,0,152,9,3,10,10,0,9,5,0,0,51,0,0,0,0,0,0,0,0,0,0,31,31,73,86,95,62,12,3,0,399,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,4
UCL115026,0,9,41,43,49,42,16,3,0,205,6,10,10,10,11,12,13,5,0,73,0,0,0,0,0,0,0,0,0,10,0,0,0,0,5,0,0,0,0,13,10,24,54,59,60,56,24,9,0,298,0,0,4,9,0,0,0,0,0,14,0,0,0,0,0,4,0,0,0,4,0,0,4,9,0,4,0,0,0,15,10,21,59,66,62,59,24,9,0,317,13,4,3,10,9,12,45,61,24,168,0,9,4,9,5,8,8,9,5,51,24,31,68,80,76,85,80,75,28,537,0,6,33,25,35,23,12,0,0,127,19,7,16,32,21,30,16,0,0,143,0,0,4,4,0,3,3,0,0,18,0,0,0,0,0,0,0,0,0,4,22,10,53,59,64,59,28,3,0,298,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,6,0,0,0,4,0,0,4,0,0,6,0,0,0,8
UCL115027,16,63,176,163,113,54,18,0,0,602,24,6,24,11,17,14,0,0,0,95,3,0,5,12,4,8,0,0,0,38,0,0,6,0,3,3,0,0,0,15,46,75,210,182,135,79,22,0,0,748,3,0,6,4,0,0,0,0,0,15,14,3,0,0,0,3,0,0,0,21,16,4,10,3,4,3,0,0,0,35,58,76,211,186,137,81,22,0,0,784,25,7,6,5,13,35,93,41,11,241,3,5,14,11,4,4,0,4,0,41,87,83,231,203,153,123,126,51,14,1072,3,27,94,88,69,34,3,0,0,319,39,25,69,79,51,29,9,0,0,302,0,3,18,8,8,4,4,0,0,50,0,3,0,0,6,0,0,0,0,12,49,64,175,170,128,67,20,4,0,678,0,3,0,0,3,0,0,0,0,9,4,4,3,0,0,3,0,0,0,22,4,10,8,3,6,3,0,0,0,27
UCL115028,17,23,49,76,96,64,12,0,0,334,20,11,16,17,25,45,17,3,0,144,0,0,4,0,7,5,6,0,0,19,0,3,0,0,0,0,0,0,0,7,41,39,72,99,123,112,28,3,0,512,0,0,3,0,5,4,4,0,0,12,0,0,5,0,0,0,0,0,0,6,5,0,9,4,6,4,4,0,0,23,41,37,73,98,126,118,34,3,0,533,28,9,6,10,14,62,140,103,52,417,0,0,5,8,7,6,6,3,7,39,74,46,84,115,149,189,177,104,49,988,0,9,35,47,72,44,5,0,0,217,41,20,34,61,54,72,13,0,0,290,0,5,5,6,8,7,0,0,0,35,0,0,4,0,0,3,0,0,0,6,40,33,79,114,136,129,19,0,0,552,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,13
UCL115029,3,12,34,55,46,41,9,0,0,191,8,11,22,26,30,24,17,4,0,143,0,0,5,0,5,4,3,0,0,16,0,0,4,0,0,0,0,0,0,11,11,23,64,76,80,66,25,6,0,358,0,0,4,0,0,5,0,0,0,11,0,0,0,5,0,0,0,0,0,10,3,0,8,3,0,5,0,0,0,20,13,23,65,81,84,68,30,6,0,381,14,10,3,6,11,42,85,43,10,239,9,3,15,4,4,11,12,0,0,61,36,40,87,96,105,122,129,52,13,676,3,13,37,25,29,28,0,0,0,148,20,13,45,56,57,35,11,5,0,233,3,0,3,0,4,7,0,0,0,26,0,0,5,0,0,0,0,0,0,9,26,31,85,86,91,66,17,4,0,408,0,0,3,0,0,3,0,0,0,10,3,0,0,3,3,4,0,0,0,10,3,0,3,0,5,6,0,0,0,20
UCL115030,3,7,23,17,27,32,8,0,0,125,4,5,4,3,5,14,9,0,0,44,0,0,0,0,3,3,3,0,0,13,0,0,0,0,0,0,0,0,0,6,10,13,25,19,34,54,14,0,0,182,0,5,4,3,4,4,0,0,0,20,0,0,0,0,0,0,0,0,0,4,0,8,5,3,7,4,0,0,0,24,13,18,32,24,44,52,14,0,0,208,16,10,7,5,13,44,84,59,13,247,3,5,0,7,4,4,7,5,5,35,29,30,34,37,58,102,108,64,20,486,0,0,12,9,19,16,0,0,0,62,16,7,14,11,28,30,4,0,0,105,0,0,0,3,3,6,0,0,0,15,0,0,0,3,0,0,0,0,0,3,25,6,27,31,48,53,7,0,0,192,0,0,4,0,3,0,0,0,0,11,0,4,0,0,5,3,0,0,0,11,4,4,4,0,4,3,0,0,0,14
UCL115031,14,18,44,58,82,69,23,3,0,308,16,9,13,13,27,37,34,11,0,148,10,0,0,8,11,5,4,0,0,37,0,0,4,3,0,0,0,0,0,13,39,27,61,80,116,111,56,9,0,499,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,0,4,0,0,10,45,23,64,80,123,111,62,9,0,515,18,3,4,12,12,59,207,156,36,518,0,0,6,0,0,5,15,6,4,39,60,31,70,97,135,184,285,177,49,1077,4,7,25,30,53,58,17,0,0,194,22,12,33,47,52,72,38,8,0,285,9,0,12,9,9,11,4,0,0,46,0,0,4,3,0,0,0,0,0,7,33,18,67,90,114,142,60,8,0,536,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,0,0,0,10,3,0,0,4,3,0,0,0,0,15
UCL115032,5,8,29,52,69,76,14,3,0,262,7,12,19,18,22,34,23,8,0,135,3,0,6,10,8,21,8,0,0,56,0,0,0,0,0,0,0,0,0,4,17,25,49,86,98,140,42,10,0,466,0,0,0,4,3,0,0,0,0,15,0,0,0,0,0,5,3,0,0,4,0,0,0,8,3,4,3,0,0,22,20,22,56,92,102,143,42,10,0,483,38,10,10,12,19,45,110,67,11,326,5,4,3,10,8,5,5,3,3,43,59,33,68,114,126,197,155,80,18,849,0,14,21,35,55,47,9,0,0,187,14,11,19,38,56,48,13,5,0,198,5,3,5,7,16,23,5,0,0,65,0,0,0,0,0,0,0,0,0,0,19,32,48,81,127,114,27,5,0,451,0,0,0,3,0,3,0,0,0,10,4,0,0,0,0,0,0,0,0,6,4,0,0,3,5,9,0,0,0,17
UCL115033,19,59,168,257,228,124,22,0,0,882,42,33,17,22,20,31,17,9,0,196,6,0,6,13,5,10,0,0,0,35,0,0,5,0,0,0,0,0,0,9,68,91,195,290,253,168,43,6,0,1122,3,0,0,3,3,4,0,0,0,18,3,0,0,0,0,3,0,0,0,12,13,0,0,5,3,3,0,0,0,31,78,92,197,294,264,181,48,6,0,1150,45,10,9,0,21,33,88,48,13,271,0,0,6,7,4,8,13,4,0,49,119,98,212,305,287,216,149,58,17,1477,8,43,113,173,180,91,7,0,0,616,41,24,76,99,66,58,32,0,0,407,9,0,24,15,7,10,0,0,0,67,0,4,4,5,0,0,0,0,0,14,59,71,219,293,252,164,36,0,0,1099,4,0,0,7,0,0,0,0,0,13,4,0,0,6,5,0,0,0,0,15,7,0,0,7,4,0,0,0,0,21
