UCL_CODE_2021,Sme_Usl_ad_5_yr_ago_as_2021_M,Sme_Usl_ad_5_yr_ago_as_2021_F,Sme_Usl_ad_5_yr_ago_as_2021_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
UCL112002,8003,8336,16337,1816,1869,3683,4590,5110,9700,80,79,163,136,166,307,30,35,65,32,24,56,11,22,35,16,19,36,25,30,60,0,0,0,4922,5496,10417,332,366,694,149,133,284,7213,7870,15084,1688,1000,2686,16904,17201,34102
UCL112003,8204,9080,17291,1028,1158,2185,3247,3471,6716,71,79,150,61,70,126,17,11,26,26,23,44,12,13,25,0,8,6,25,25,50,0,0,0,3451,3703,7154,288,306,585,84,78,160,4851,5235,10086,680,659,1339,13733,14975,28711
UCL112004,5288,6104,11389,1010,1093,2102,3225,3524,6748,31,36,64,72,95,166,11,12,21,26,24,48,8,13,25,7,11,9,30,47,83,4,6,8,3397,3768,7171,335,374,708,51,31,79,4788,5269,10058,541,683,1227,10619,12052,22672
UCL112005,5355,5696,11050,1406,1666,3073,1975,2074,4052,44,39,80,64,82,151,8,12,20,13,14,26,3,7,5,5,5,8,11,18,26,0,0,0,2126,2240,4370,103,106,205,114,129,244,3754,4138,7888,2130,733,2860,11235,10559,21799
UCL112006,8018,8790,16805,1678,1913,3589,4404,5034,9441,148,122,273,205,207,414,29,31,57,63,66,130,12,21,31,24,29,51,35,33,70,0,0,0,4933,5544,10470,598,622,1219,202,187,381,7411,8251,15666,1675,1651,3326,17103,18695,35793
UCL112007,1477,1611,3088,291,351,639,103,132,237,802,822,1620,25,36,62,11,11,23,13,12,27,0,5,3,5,4,8,3,0,3,0,0,0,957,1020,1975,35,42,74,18,16,32,1297,1425,2727,245,243,486,3022,3278,6296
UCL112008,5060,5615,10674,1072,1251,2327,2126,2381,4506,46,57,105,95,115,204,3,7,12,18,27,47,7,5,18,8,8,17,23,22,43,0,0,0,2322,2620,4943,129,151,284,74,102,178,3596,4132,7732,674,789,1466,9334,10540,19872
UCL112009,5665,5929,11594,2027,2290,4310,1524,1694,3218,59,64,124,91,98,191,21,9,32,29,24,52,3,4,5,9,6,13,121,168,294,0,0,0,1863,2066,3928,288,267,556,75,99,177,4252,4719,8974,1207,754,1967,11129,11402,22532
UCL112010,5123,5318,10438,1506,1587,3094,929,994,1927,163,137,294,81,100,180,26,19,47,17,29,45,8,10,19,3,10,18,22,34,55,0,0,0,1250,1333,2588,906,814,1719,66,37,98,3726,3771,7496,750,727,1477,9596,9816,19413
UCL112011,4918,4893,9810,916,1030,1950,2433,2710,5137,11,14,30,78,96,173,8,15,23,10,14,24,0,0,0,7,7,11,7,13,23,0,0,0,2553,2859,5420,54,70,121,112,95,208,3635,4055,7690,530,485,1013,9082,9434,18512
UCL112012,6589,7198,13791,1320,1486,2811,2819,3021,5834,119,125,246,359,394,753,27,32,58,27,41,65,21,15,36,28,39,72,11,19,29,0,0,0,3412,3681,7096,271,273,534,128,139,267,5130,5584,10710,959,1013,1973,12677,13797,26472
UCL112013,635,614,1251,95,88,185,57,57,115,194,190,383,9,15,19,13,13,27,3,0,10,0,0,0,3,5,4,3,0,8,0,0,0,284,286,567,4,11,15,0,4,4,384,386,775,107,96,200,1126,1099,2224
UCL112014,5060,5300,10360,929,1075,2008,3080,3351,6429,46,60,101,102,115,218,15,15,24,33,35,66,9,11,26,8,9,17,22,20,41,0,0,0,3310,3615,6929,135,172,302,101,115,215,4487,4978,9458,481,544,1025,10022,10819,20846
UCL112015,7681,8041,15720,1664,1928,3592,3280,3606,6882,122,117,241,146,164,313,27,32,62,56,50,103,11,15,26,18,20,39,75,81,155,10,3,15,3749,4092,7837,333,353,684,160,136,299,5901,6510,12411,1995,1266,3263,15579,15812,31395
UCL112016,8802,9514,18314,2248,2433,4678,4506,5002,9514,114,111,227,215,227,440,44,53,97,48,61,111,14,25,38,33,29,59,53,69,115,0,0,5,5033,5575,10606,448,512,964,169,148,312,7898,8660,16562,1162,1219,2378,17863,19393,37256
UCL112017,10970,12170,23136,1792,1974,3763,5897,6894,12787,247,302,550,409,466,874,42,46,82,58,62,118,39,52,89,33,37,72,109,105,214,0,0,0,6828,7957,14785,500,553,1053,187,228,420,9307,10715,20019,1234,1347,2584,21515,24234,45740
UCL112018,7609,8324,15934,1829,2012,3841,3634,4120,7758,95,74,170,235,284,521,33,30,64,34,34,65,10,17,28,16,11,26,11,17,32,0,0,0,4072,4592,8661,704,680,1384,143,142,287,6746,7422,14173,1491,1593,3082,15850,17343,33189
UCL112019,11568,12377,23945,2160,2503,4661,4938,5600,10543,364,385,749,318,317,634,83,103,183,59,69,129,11,14,30,48,41,90,171,165,328,0,0,0,5992,6700,12689,987,992,1983,195,185,378,9333,10374,19713,1372,1421,2791,22274,24171,46451
UCL113001,4275,4739,9015,987,1167,2154,1699,1966,3664,98,124,217,276,315,594,13,11,20,20,30,54,10,17,20,22,18,42,21,19,40,0,0,0,2156,2502,4657,176,206,382,83,64,142,3400,3934,7333,635,780,1419,8312,9458,17771
UCL113002,2751,3001,5752,522,560,1083,1301,1420,2718,64,75,136,67,80,150,13,15,22,14,20,29,7,12,16,6,4,12,225,231,459,0,0,0,1695,1849,3543,82,108,194,42,33,82,2345,2551,4897,547,548,1093,5639,6099,11739
UCL113003,4995,5129,10123,1182,1433,2619,417,461,884,83,78,158,89,75,159,183,195,379,27,27,61,16,22,37,14,17,30,9,10,11,0,0,0,838,884,1721,124,128,253,55,55,115,2196,2508,4704,828,844,1667,8016,8479,16494
UCL113004,2059,2099,4162,558,555,1113,729,851,1577,212,257,465,139,157,299,15,24,38,35,30,60,5,5,12,6,4,9,15,7,22,0,0,0,1149,1335,2488,539,675,1218,70,80,150,2317,2651,4966,469,484,956,4850,5228,10084
UCL113005,4216,4439,8653,1294,1492,2787,1039,1212,2244,44,47,94,214,237,451,11,9,18,13,17,26,9,10,15,13,11,28,0,8,11,0,3,3,1342,1550,2893,69,94,159,84,80,161,2787,3222,6008,734,760,1487,7734,8421,16156
UCL113006,2453,2753,5203,764,891,1656,609,698,1304,16,14,31,71,83,150,3,5,7,8,4,11,6,9,14,7,11,21,0,4,3,0,0,0,727,821,1543,31,36,64,46,41,84,1571,1783,3359,1262,626,1888,5283,5162,10446
UCL113007,4074,4187,8261,521,574,1094,1546,1728,3275,41,53,99,52,63,110,3,8,12,18,18,41,5,11,12,3,4,8,40,33,71,0,0,0,1714,1912,3626,133,149,281,21,18,36,2389,2658,5039,343,395,740,6803,7238,14043
UCL113008,3032,3207,6240,722,759,1483,827,889,1717,17,8,23,48,45,88,10,6,18,9,7,17,5,5,8,0,0,0,3,0,4,0,0,0,912,966,1880,47,74,127,19,11,36,1704,1811,3516,477,434,913,5214,5459,10673
UCL113009,2437,2420,4859,599,621,1222,1071,1095,2170,53,64,121,122,127,252,27,21,52,17,26,44,0,5,9,34,30,59,28,26,49,0,0,0,1355,1396,2751,67,72,136,51,35,82,2068,2128,4195,155,134,294,4661,4687,9347
UCL113010,2362,2465,4825,957,1010,1967,1215,1309,2528,20,29,51,107,131,234,6,7,14,31,32,60,5,4,5,4,10,22,3,9,12,0,0,0,1394,1528,2921,90,101,191,45,40,82,2486,2678,5169,351,374,725,5199,5515,10714
UCL113011,2613,2564,5180,859,864,1722,892,966,1860,9,16,24,95,101,198,16,16,27,28,17,41,4,3,12,10,9,13,0,0,4,0,0,0,1051,1128,2179,100,86,183,80,63,144,2090,2136,4231,420,365,777,5119,5066,10186
UCL113012,3438,3708,7149,1011,1133,2145,1403,1510,2915,84,81,161,80,102,179,21,14,37,37,31,65,10,13,20,24,19,42,33,36,67,0,0,0,1693,1808,3500,200,213,408,39,35,75,2941,3192,6130,404,409,812,6781,7305,14089
UCL113013,3513,3634,7149,823,882,1700,1365,1450,2816,28,24,55,85,79,159,24,15,39,21,14,33,14,8,16,21,18,40,7,4,19,4,0,3,1568,1616,3180,68,67,139,68,67,129,2522,2632,5149,509,457,968,6548,6720,13273
UCL113014,3320,3314,6638,1224,1319,2543,1128,1220,2349,44,42,85,217,182,393,17,12,33,26,35,64,13,9,19,27,22,49,5,8,10,0,0,0,1480,1531,3008,129,121,248,66,44,113,2897,3014,5918,364,334,700,6585,6668,13257
UCL113015,2709,2827,5536,607,689,1298,1138,1194,2331,29,28,58,56,51,106,6,7,5,15,23,37,5,3,11,13,11,24,41,43,83,0,3,7,1304,1361,2667,51,57,111,46,37,83,2016,2146,4156,376,364,741,5100,5339,10440
UCL113016,4243,4681,8932,1312,1512,2823,1351,1508,2861,33,48,80,75,88,163,6,6,16,4,14,22,9,8,16,9,4,11,8,14,20,0,0,3,1499,1692,3192,128,138,264,80,86,165,3020,3426,6446,870,921,1786,8129,9031,17163
UCL113017,3548,3796,7344,943,1030,1967,1283,1390,2675,57,54,112,68,73,137,10,12,20,14,19,28,5,4,9,8,11,23,89,95,180,0,0,0,1529,1657,3183,109,107,214,37,36,72,2612,2829,5444,471,456,923,6634,7079,13713
UCL113018,582,588,1166,85,94,182,44,65,107,252,274,521,8,13,24,4,0,6,4,3,8,0,0,0,0,3,5,0,0,0,0,0,0,312,357,669,4,11,16,5,8,13,413,469,879,107,122,229,1101,1180,2277
UCL114001,1327,1575,2900,219,309,528,401,516,927,26,26,53,68,85,153,0,3,10,13,5,11,0,3,3,9,7,12,3,8,10,0,0,0,515,661,1175,25,34,63,19,30,49,785,1035,1821,102,134,240,2210,2742,4955
UCL114002,2050,2189,4239,475,560,1035,787,899,1686,43,35,81,68,74,147,8,7,8,20,20,35,0,3,0,6,6,9,7,12,21,0,0,0,940,1052,1994,33,43,79,16,22,41,1478,1672,3148,241,235,482,3769,4097,7868
UCL114003,2420,2600,5019,712,811,1527,652,683,1330,13,14,36,118,120,237,5,9,19,4,7,10,0,0,5,0,0,0,0,0,0,0,0,0,794,841,1635,36,37,76,39,43,84,1585,1734,3319,516,526,1043,4513,4865,9382
UCL114004,1589,1682,3276,389,406,796,379,406,788,40,38,78,44,53,94,4,3,4,22,22,42,0,6,5,14,6,17,63,62,121,0,0,0,564,587,1148,139,119,254,17,13,31,1110,1126,2235,391,169,561,3095,2978,6068
UCL114005,1523,1638,3159,393,429,822,355,397,759,15,10,25,32,23,59,4,0,5,5,3,5,0,0,8,6,3,8,34,47,86,0,0,0,459,497,953,37,29,64,15,15,35,901,968,1875,225,204,428,2647,2812,5456
UCL114006,1479,1586,3072,330,362,689,178,165,341,260,300,559,25,25,51,6,11,13,11,12,18,6,7,15,3,4,8,0,9,9,0,0,0,486,529,1017,19,18,37,20,17,42,861,924,1782,177,176,358,2520,2691,5206
UCL114007,2137,2197,4334,620,709,1331,496,603,1101,28,34,63,41,45,81,0,3,11,6,7,11,0,0,0,0,0,4,30,25,49,0,0,0,610,718,1325,62,51,112,18,19,42,1307,1497,2813,329,304,634,3774,4006,7777
UCL114008,1639,1781,3423,473,499,976,206,264,470,131,150,281,28,26,48,17,16,30,10,15,18,0,0,0,4,5,4,3,3,5,0,0,0,390,478,862,41,57,97,32,23,48,935,1053,1988,352,358,708,2923,3192,6118
UCL114009,813,904,1711,153,159,316,1226,1492,2717,72,165,237,99,120,216,21,42,58,14,20,33,7,10,19,23,14,40,32,50,80,0,0,0,1493,1912,3405,136,132,261,33,29,58,1818,2228,4045,150,196,350,2781,3330,6114
UCL114010,1767,1884,3651,569,593,1165,346,366,709,9,12,26,31,32,59,0,4,8,14,11,25,0,7,8,0,7,9,6,4,15,0,0,0,411,443,857,31,36,71,26,16,39,1040,1095,2128,332,333,671,3140,3313,6453
UCL114011,1233,1336,2573,393,454,844,271,284,558,6,5,7,95,122,220,0,4,4,5,4,12,9,4,8,0,0,0,0,0,0,0,0,0,388,423,809,27,43,70,15,17,39,821,939,1765,286,313,596,2340,2590,4928
UCL114012,504,522,1025,111,127,239,936,1003,1936,53,56,112,85,100,186,28,33,66,22,25,54,4,8,12,24,17,42,662,654,1310,0,0,0,1816,1895,3711,86,84,168,25,16,43,2042,2125,4165,105,91,194,2642,2744,5388
UCL114013,1853,1919,3773,637,732,1366,592,636,1224,19,20,38,97,97,192,5,13,18,20,14,35,0,5,9,4,4,11,0,7,3,0,0,0,740,791,1530,70,63,138,59,72,123,1501,1658,3159,400,385,784,3754,3963,7721
UCL114014,1985,1992,3977,319,339,659,458,469,931,7,10,12,3,0,3,0,0,0,0,0,3,0,0,0,0,3,4,0,0,0,0,0,0,472,487,957,34,43,81,10,11,17,834,871,1710,52,74,123,2870,2938,5808
UCL114015,2105,2375,4480,814,875,1689,536,653,1185,16,16,31,139,160,296,9,8,16,8,12,18,3,0,3,4,4,8,0,0,0,0,0,0,707,843,1550,132,114,244,40,40,80,1686,1871,3562,494,508,1007,4294,4759,9050
UCL114016,1711,1778,3486,647,761,1408,414,464,887,36,44,83,48,52,100,0,5,7,5,7,16,4,0,5,6,0,6,10,12,20,0,0,0,530,587,1121,159,148,304,25,29,53,1360,1526,2885,293,281,570,3364,3580,6944
UCL114017,1700,1785,3484,420,434,850,703,808,1509,72,89,166,116,115,229,5,5,15,20,16,40,0,0,0,8,8,19,3,6,11,0,0,0,934,1054,1989,113,146,260,36,38,71,1513,1663,3172,183,180,365,3391,3631,7022
UCL114018,1889,2061,3949,581,643,1224,615,728,1340,197,219,414,52,51,103,9,3,13,14,14,24,0,6,6,6,7,14,86,99,185,0,0,0,983,1119,2101,58,76,139,30,22,55,1658,1864,3517,225,261,484,3768,4189,7957
UCL114019,1545,1553,3097,458,515,975,339,386,728,10,14,24,68,74,147,4,0,4,0,4,8,0,0,4,3,4,4,3,3,8,0,0,0,432,489,926,50,62,108,12,15,27,956,1077,2037,703,757,1456,3200,3395,6595
UCL114020,2013,2168,4181,486,484,971,1048,1206,2257,18,11,26,31,39,69,11,5,11,7,8,14,0,0,3,4,5,10,23,33,54,0,0,0,1135,1306,2443,128,124,254,29,22,52,1778,1938,3713,201,204,404,3987,4309,8302
UCL114021,2356,2545,4905,490,546,1037,809,928,1740,58,65,122,203,252,456,7,11,19,15,18,41,6,8,14,5,7,16,0,0,3,0,3,3,1104,1307,2419,54,70,118,52,39,98,1706,1958,3668,353,415,768,4420,4923,9342
UCL114022,1616,1765,3380,316,340,650,563,625,1182,39,46,87,80,90,172,11,16,22,12,16,32,9,3,4,3,8,14,5,4,15,0,0,0,722,804,1521,24,32,54,28,25,53,1090,1197,2288,355,359,718,3063,3321,6382
UCL114023,1454,1491,2947,399,405,805,300,331,634,16,20,30,37,54,96,4,3,10,0,0,4,0,0,0,3,0,3,5,0,5,0,0,0,367,415,782,51,43,96,21,18,43,840,879,1711,272,252,528,2564,2623,5191
UCL114024,2417,2582,4997,840,960,1800,605,645,1246,30,20,55,59,70,125,11,6,25,14,14,32,0,0,0,3,3,6,3,0,9,0,0,0,733,766,1502,67,69,138,22,17,39,1662,1817,3479,382,332,708,4457,4730,9189
UCL114025,1763,1867,3620,362,431,794,491,574,1069,69,75,140,210,261,469,4,5,12,6,11,19,5,3,7,8,12,19,7,3,15,0,0,0,798,952,1751,69,81,149,29,27,55,1264,1488,2754,173,208,381,3198,3558,6752
UCL114026,1006,1147,2150,238,302,536,930,1093,2030,5,6,12,12,13,27,0,0,0,3,0,7,0,0,0,4,4,3,6,3,6,0,0,0,954,1123,2081,29,55,81,23,10,32,1243,1483,2731,103,107,217,2358,2736,5096
UCL114027,1356,1503,2863,388,471,861,535,559,1093,21,26,47,36,40,74,5,10,12,3,5,9,0,5,3,3,0,6,3,12,19,0,0,0,607,652,1255,56,54,117,19,19,38,1075,1192,2269,135,169,310,2570,2866,5437
UCL114028,1208,1229,2437,317,341,655,419,486,905,8,16,21,38,43,88,0,6,7,5,0,3,5,0,10,0,0,3,0,6,3,0,0,0,477,559,1039,162,112,275,29,31,50,976,1036,2017,147,133,275,2331,2400,4732
UCL114029,1546,1479,3028,149,125,269,698,699,1396,4,3,3,4,5,16,0,0,0,4,4,9,0,0,0,0,0,0,0,0,0,0,0,0,713,717,1425,11,10,22,10,7,22,876,861,1736,91,74,161,2516,2411,4926
UCL114030,1412,1426,2830,300,326,624,506,524,1027,26,33,56,51,64,112,9,5,7,13,9,21,4,0,4,0,0,7,8,10,17,0,0,0,602,646,1256,39,50,84,29,24,58,971,1051,2022,162,197,360,2540,2673,5211
UCL114031,1773,1723,3493,216,264,478,827,843,1668,9,12,21,16,16,35,0,3,0,4,8,15,0,0,0,0,0,0,3,5,9,0,0,0,863,889,1750,23,21,44,21,22,44,1122,1196,2319,165,164,327,3053,3086,6143
UCL114032,1131,1220,2355,299,324,626,613,649,1259,10,9,17,15,16,31,4,0,0,3,4,5,0,0,0,0,4,4,4,4,9,0,0,0,648,691,1337,15,14,26,23,13,38,980,1046,2024,114,115,226,2222,2380,4603
UCL114033,1696,1744,3440,428,534,962,405,431,832,38,38,77,36,32,72,0,4,9,4,7,10,0,0,0,13,5,18,12,20,32,0,0,0,513,538,1050,68,62,125,30,21,50,1033,1151,2186,232,236,470,2964,3130,6096
UCL114034,1723,1956,3680,499,573,1069,867,985,1844,16,18,31,64,62,125,6,4,4,5,11,12,0,4,8,8,3,10,5,14,24,0,0,0,964,1099,2060,19,26,42,48,58,108,1527,1760,3286,260,266,525,3506,3982,7488
UCL114035,1336,1354,2699,374,406,785,432,481,914,34,37,72,69,78,146,3,7,9,11,17,26,0,6,10,3,4,6,3,11,13,0,0,0,570,636,1204,174,216,392,26,26,50,1143,1280,2428,185,183,367,2673,2825,5495
UCL114036,1473,1595,3075,457,525,984,417,496,908,72,83,155,134,174,310,5,4,9,16,16,34,9,3,12,15,13,25,6,9,13,0,0,0,665,796,1462,57,60,112,22,14,35,1199,1397,2598,216,214,427,2887,3209,6097
UCL114037,1459,1591,3051,379,406,787,326,369,696,32,23,56,28,36,65,4,7,7,8,7,13,4,3,9,4,6,10,183,205,388,0,0,3,582,653,1235,33,39,76,17,22,38,1015,1123,2135,163,143,302,2644,2851,5495
UCL114038,1797,1980,3781,613,738,1353,492,636,1127,24,22,47,30,39,66,8,0,7,11,21,29,6,5,5,0,3,3,33,39,73,0,0,0,606,761,1365,72,69,137,24,15,42,1317,1584,2901,267,293,555,3386,3853,7238
UCL115001,557,528,1085,97,103,205,158,177,333,4,0,3,4,5,10,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,168,187,355,5,14,20,12,5,16,280,308,590,44,48,94,881,885,1768
UCL115002,1166,1147,2309,176,151,328,477,511,987,17,11,27,21,15,36,0,4,7,0,3,11,4,3,10,4,3,8,0,5,0,0,0,0,520,555,1074,36,36,74,18,18,39,758,756,1513,109,92,192,2025,1997,4020
UCL115003,802,772,1573,70,70,143,348,362,711,0,0,0,6,3,13,0,0,0,8,3,4,0,0,0,0,0,0,0,0,3,0,0,0,361,376,738,10,9,16,10,10,19,450,460,911,45,47,88,1298,1277,2571
UCL115004,497,488,989,76,90,165,117,114,233,21,18,38,29,34,69,0,0,0,4,0,3,0,0,0,0,0,0,6,7,9,0,0,0,174,176,348,60,79,138,4,5,7,319,345,666,58,58,113,867,897,1765
UCL115005,303,324,626,46,38,88,25,22,54,30,26,50,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,62,54,119,14,17,28,0,0,0,125,110,232,71,81,154,502,515,1014
UCL115006,420,462,883,79,109,189,231,307,532,36,54,89,39,40,77,9,5,9,3,4,7,0,4,6,0,0,0,4,6,13,0,0,0,313,415,734,46,53,95,10,9,17,448,586,1035,79,83,163,948,1134,2080
UCL115007,1052,1058,2107,71,78,147,327,332,660,0,0,0,14,8,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,344,345,684,4,11,15,14,9,17,430,440,872,76,61,140,1563,1562,3124
UCL115008,287,313,603,73,80,152,21,25,45,90,103,190,9,3,9,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,112,137,252,6,4,12,0,0,0,192,225,418,30,40,76,513,580,1097
UCL115009,442,418,863,114,141,262,25,20,52,158,161,316,6,12,16,3,5,6,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,197,199,394,12,9,19,11,6,17,333,359,687,56,66,121,835,838,1675
