UCL_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
UCL115001,35,12,15,23,21,30,9,11,3,160,346,220,220,225,238,263,212,114,36,1872
UCL115002,56,35,26,24,45,56,41,23,3,323,777,500,378,435,625,697,534,241,49,4241
UCL115003,64,23,32,48,22,20,8,3,0,217,815,321,404,485,328,252,168,73,18,2869
UCL115004,13,13,9,17,27,16,21,8,3,127,246,155,193,201,202,271,338,171,51,1820
UCL115005,36,7,19,18,23,25,24,11,4,164,190,91,116,83,147,180,147,79,35,1063
UCL115006,70,14,35,44,37,20,11,10,24,269,543,171,226,372,347,241,210,85,58,2260
UCL115007,46,44,24,40,31,22,23,19,9,257,664,405,345,403,448,403,347,231,67,3314
UCL115008,13,4,6,8,9,7,12,18,12,83,127,77,79,63,110,196,221,164,99,1134
UCL115009,17,9,27,7,13,26,19,6,3,136,281,165,191,179,215,247,297,139,42,1752
UCL115010,21,5,5,8,12,21,14,6,7,108,129,62,72,60,98,186,212,158,53,1035
UCL115011,23,14,12,11,19,26,12,17,0,137,255,155,167,146,200,245,211,139,57,1583
UCL115012,21,13,12,10,17,10,8,12,3,108,164,86,95,99,150,150,153,88,42,1022
UCL115013,130,63,40,49,50,47,39,58,70,543,822,461,492,474,478,565,491,386,189,4368
UCL115014,90,37,21,42,53,24,30,17,9,322,661,338,230,378,459,421,400,230,85,3201
UCL115015,34,13,24,17,15,27,32,22,6,192,235,112,128,142,174,327,407,195,72,1798
UCL115016,12,19,16,8,13,20,15,7,3,109,162,114,113,111,146,159,119,64,27,1030
UCL115017,14,16,9,21,21,20,23,16,11,156,354,144,162,247,223,321,435,368,225,2467
UCL115018,7,3,0,4,5,13,27,14,8,78,109,77,52,69,102,152,229,169,81,1028
UCL115019,65,32,31,32,53,48,59,33,9,366,611,282,363,476,599,808,787,440,107,4479
UCL115020,51,35,19,21,22,32,23,11,9,218,616,378,388,293,328,392,308,203,86,2997
UCL115021,23,13,12,9,18,21,15,9,3,119,195,102,115,125,134,156,170,104,46,1136
UCL115022,32,24,8,20,31,18,21,16,5,177,409,309,160,272,411,453,445,292,65,2825
UCL115023,42,15,18,25,28,37,24,16,12,216,238,119,134,115,173,202,228,133,57,1402
UCL115024,90,40,43,38,46,37,18,12,0,326,355,189,233,175,185,186,124,57,26,1535
UCL115025,28,17,21,12,8,8,7,3,0,103,332,217,205,214,207,173,104,45,9,1498
UCL115026,24,13,15,19,20,19,18,19,0,161,242,103,139,161,169,177,195,180,46,1414
UCL115027,64,27,34,29,20,22,16,3,3,220,684,342,461,413,327,254,260,98,34,2878
UCL115028,45,21,10,23,21,24,11,13,6,183,382,234,186,253,311,398,360,258,135,2502
UCL115029,11,20,22,20,19,31,23,13,4,155,217,161,196,213,234,260,236,118,42,1686
UCL115030,14,11,10,10,14,17,14,10,8,102,170,105,80,92,135,195,213,127,60,1163
UCL115031,19,11,11,5,14,22,34,28,19,165,301,180,156,200,272,420,628,359,126,2642
UCL115032,38,13,9,16,20,30,15,7,4,150,365,192,131,213,300,403,306,152,41,2103
UCL115033,61,28,33,33,33,28,20,6,0,242,957,402,455,632,582,461,292,125,31,3935
UCL115034,31,21,28,18,16,12,6,5,0,128,397,244,275,236,229,203,108,42,0,1741
UCL115035,99,47,60,39,30,19,21,14,3,325,899,488,617,529,426,384,349,187,39,3930
UCL115036,53,26,15,20,35,30,38,11,5,237,422,286,250,241,409,538,541,306,83,3076
UCL115037,24,19,6,10,14,6,5,5,0,99,235,159,102,138,180,178,151,55,20,1211
UCL115038,37,25,23,14,30,26,19,8,9,182,240,148,148,129,153,226,212,143,51,1451
UCL115039,139,80,82,82,57,72,49,30,3,598,710,387,520,420,344,436,304,173,64,3369
UCL115040,14,13,12,16,13,10,12,3,0,86,308,195,201,164,217,182,167,72,11,1528
UCL115041,106,39,51,51,54,40,23,19,14,390,538,258,345,265,260,347,260,201,109,2579
UCL115042,26,10,15,12,14,15,9,17,11,129,349,173,194,168,181,222,220,157,86,1744
UCL115043,58,40,50,32,42,62,69,60,48,457,376,206,247,208,249,316,374,250,159,2387
UCL115044,131,51,64,45,24,34,27,23,5,410,532,262,318,229,251,297,249,155,64,2353
UCL115045,38,29,17,22,29,31,20,12,9,196,174,144,119,104,147,164,156,101,44,1155
UCL115046,41,12,19,10,12,5,19,8,0,128,324,172,234,207,240,210,185,71,12,1649
UCL115047,29,17,14,17,15,29,21,17,12,178,317,215,169,188,217,311,319,231,129,2098
UCL115048,31,20,28,25,19,32,28,31,11,229,478,293,349,311,390,598,583,421,158,3580
UCL115049,19,8,5,5,9,8,11,9,7,88,210,127,83,117,113,145,178,105,27,1112
UCL115050,21,12,20,21,16,6,8,5,0,116,480,231,238,336,274,203,173,69,14,2011
UCL115051,41,22,17,14,25,39,31,19,15,223,300,116,158,185,211,359,426,236,197,2194
UCL115052,34,15,18,19,18,26,16,13,12,158,287,173,169,183,183,200,180,114,59,1547
UCL115053,16,9,7,12,14,14,8,12,4,99,162,66,71,84,110,173,190,140,51,1046
UCL115054,17,15,8,12,11,10,14,0,0,89,214,147,90,134,158,161,139,29,13,1092
UCL115055,33,24,8,21,7,13,13,15,7,143,354,221,172,200,239,316,313,253,91,2169
UCL115056,82,30,29,30,36,44,48,36,26,370,517,274,244,268,386,502,581,318,134,3227
UCL115057,40,36,27,41,38,40,42,16,13,293,420,251,239,276,350,483,508,245,132,2894
UCL115058,11,6,7,5,12,27,38,33,31,164,166,98,89,104,138,278,378,280,110,1635
UCL115059,67,31,27,27,36,43,42,28,13,312,283,158,148,158,204,278,311,220,105,1864
UCL115060,51,184,57,27,23,11,14,0,0,373,591,816,440,363,249,186,123,56,13,2835
UCL115061,13,9,3,8,5,9,8,4,5,65,194,124,118,88,119,138,170,129,119,1195
UCL115062,28,8,13,7,19,11,0,4,0,88,284,160,165,183,171,173,130,67,10,1343
UCL115063,15,12,8,8,5,11,4,0,0,63,253,128,121,158,180,153,118,61,13,1175
UCL115064,62,38,23,35,44,46,45,43,33,367,828,460,408,500,560,636,620,380,180,4565
UCL115065,68,34,45,38,42,33,35,39,15,347,428,242,257,241,284,330,304,242,95,2417
UCL115066,47,25,36,21,16,25,11,5,0,187,587,343,400,314,300,345,185,68,13,2548
UCL115067,29,18,25,15,18,20,27,21,11,180,365,201,199,232,249,367,423,287,152,2469
UCL115068,14,4,3,10,8,11,19,25,7,98,139,88,90,107,131,208,271,177,39,1245
UCL115069,25,11,9,17,21,23,22,25,9,179,265,164,158,171,217,297,370,251,124,2022
UCL115070,50,32,35,24,26,20,12,8,0,218,752,420,533,458,395,302,238,118,22,3230
UCL115071,41,22,25,29,28,33,15,17,5,200,421,200,243,239,223,267,251,141,61,2057
UCL115072,38,21,7,15,14,10,13,0,0,121,326,165,121,189,224,307,373,128,15,1844
UCL115073,33,33,33,24,26,27,23,19,10,227,317,212,234,210,195,278,281,167,73,1970
UCL115074,73,39,51,37,58,45,38,31,21,391,388,219,236,210,246,290,245,172,70,2077
UCL115075,3,5,5,4,0,15,9,6,0,46,110,73,50,64,99,170,279,225,41,1106
UCL115076,32,17,11,16,18,21,29,13,6,166,286,152,166,157,187,250,332,199,53,1789
UCL115077,18,24,15,12,24,35,55,20,14,217,268,171,171,188,263,604,980,471,125,3240
UCL115078,25,6,10,13,15,26,19,34,30,175,135,87,97,86,134,278,296,211,87,1413
UCL115079,46,43,28,32,33,48,37,28,10,303,333,242,242,195,231,393,270,221,83,2208
UCL115080,32,18,18,15,19,17,6,7,0,137,537,243,352,309,295,247,170,91,6,2262
UCL115081,25,14,46,23,25,14,15,11,3,177,196,105,247,144,123,144,97,53,43,1149
UCL115082,18,18,6,18,12,20,26,12,0,130,176,120,105,113,132,189,233,131,49,1251
UCL115083,45,19,25,26,27,29,27,7,12,218,436,234,255,280,284,364,463,235,91,2654
UCL115084,14,9,7,9,16,46,23,23,11,167,165,90,76,109,172,373,442,265,70,1764
UCL115085,7,11,7,6,12,7,27,8,6,83,205,134,98,120,156,193,191,104,31,1229
UCL115086,25,38,47,25,19,23,13,0,0,191,302,394,570,267,244,234,142,60,13,2233
UCL115087,37,14,12,13,22,24,19,5,4,149,350,159,166,180,161,157,143,47,22,1389
UCL115088,23,8,9,8,16,9,16,9,0,95,285,125,173,127,161,194,259,132,48,1515
UCL115089,70,159,288,271,186,107,56,41,9,1182,757,538,770,685,614,611,507,302,98,4882
UCL115090,44,18,20,14,15,18,18,19,0,162,174,115,79,85,154,201,205,155,40,1208
UCL115091,41,15,14,16,27,23,25,14,0,170,243,130,137,121,165,201,281,148,14,1451
UCL115092,47,21,31,18,18,9,12,10,0,154,383,221,252,179,205,189,211,142,77,1862
UCL115093,13,0,0,9,10,5,3,7,0,39,196,103,121,108,149,178,179,81,49,1159
UCL115094,87,26,34,33,29,41,27,33,12,326,522,263,221,274,281,383,422,293,149,2804
UCL115095,45,17,24,13,23,24,14,13,7,179,262,103,151,140,123,148,127,82,38,1169
UCL115096,45,44,12,23,20,31,35,27,4,246,645,353,258,372,499,606,797,436,80,4049
UCL115097,30,34,19,22,28,33,40,19,4,228,410,232,206,249,303,479,501,250,39,2680
UCL115098,57,25,37,37,43,55,42,40,4,336,247,123,166,144,147,208,180,148,30,1396
UCL115099,69,40,26,25,35,35,22,24,16,296,543,300,325,269,301,425,409,301,161,3023
UCL115100,35,15,12,20,26,31,38,37,14,234,374,195,212,232,295,412,431,364,202,2711
UCL115101,41,14,22,22,26,29,39,14,3,207,348,183,176,214,281,395,486,236,58,2372
UCL115102,37,26,17,19,25,32,25,14,3,203,346,199,191,193,217,273,318,208,65,2014
UCL115103,10,11,18,7,10,21,8,8,6,107,202,101,112,111,96,118,151,92,51,1042
UCL115104,17,8,16,9,6,19,22,8,9,110,250,93,107,154,146,218,290,145,123,1538
UCL115105,41,14,10,22,15,19,27,21,24,188,307,211,157,162,173,211,190,144,77,1621
UCL115106,75,51,22,36,43,49,41,18,27,361,432,252,254,282,331,451,395,256,119,2762
UCL115107,94,41,55,72,62,53,45,16,11,444,675,323,370,474,568,481,426,193,72,3589
UCL115108,22,17,12,15,28,6,5,0,0,101,524,246,196,343,371,226,148,42,4,2111
UCL115109,47,23,19,31,32,47,46,27,14,291,434,227,253,275,348,525,810,389,134,3395
UCL115110,125,53,47,62,43,50,47,33,20,486,724,401,388,409,414,496,462,331,155,3783
UCL115111,176,81,68,65,56,50,49,43,34,623,757,400,397,378,336,436,403,292,111,3507
UCL115112,61,10,28,25,12,12,11,0,0,148,643,249,490,368,196,188,101,29,6,2283
UCL115113,12,17,11,14,10,17,18,17,9,124,341,212,249,159,212,211,161,162,62,1761
UCL115114,94,40,48,50,32,30,44,17,0,363,470,263,300,273,291,313,344,206,75,2540
UCL115115,105,59,84,98,77,71,71,15,6,584,783,435,557,702,710,689,625,246,79,4818
UCL115116,73,29,30,34,43,50,64,37,13,371,811,305,417,447,479,582,784,448,213,4485
UCL115117,26,13,16,22,16,20,31,28,21,194,212,122,118,149,128,174,346,346,126,1719
UCL115118,20,14,10,11,17,26,18,4,7,127,222,140,124,141,187,277,285,154,98,1627
UCL115119,50,38,39,26,26,18,19,9,5,228,810,452,535,476,509,470,374,174,52,3847
UCL115120,52,26,14,33,37,29,12,11,0,202,829,421,299,507,462,378,270,135,26,3325
UCL115121,53,25,32,37,29,16,27,11,3,228,306,175,188,201,205,267,296,159,51,1841
UCL115122,74,43,31,42,49,46,58,34,30,405,468,263,256,266,299,347,348,250,109,2602
UCL115123,25,4,9,17,9,19,16,8,0,110,299,157,141,164,220,192,214,80,17,1476
UCL115124,110,53,59,65,36,46,19,12,4,399,962,438,608,633,532,585,497,165,54,4459
UCL115125,53,8,22,36,23,38,48,37,16,286,476,210,255,314,334,479,641,422,129,3264
UCL115126,10,8,4,8,11,9,9,4,0,57,178,104,55,125,136,179,172,90,15,1053
UCL115127,37,7,10,19,16,19,15,0,4,123,241,100,104,144,169,231,214,104,13,1332
UCL115128,59,23,26,44,44,28,16,0,0,238,444,202,232,335,383,321,219,74,20,2219
UCL115129,19,6,17,12,19,15,15,0,3,107,293,190,167,187,263,281,200,84,56,1713
UCL115130,27,27,35,26,30,46,61,59,58,379,350,225,235,239,314,654,851,561,228,3659
UCL115131,74,36,34,40,42,35,40,17,12,314,682,433,411,389,492,622,651,370,120,4182
UCL115132,3,7,10,8,9,10,13,9,9,84,163,107,124,130,178,301,305,153,61,1523
UCL115133,16,16,11,11,9,17,41,39,14,164,154,102,83,133,162,400,921,693,185,2837
UCL115134,46,37,29,29,25,48,38,33,14,303,682,418,396,344,410,563,585,414,209,4016
UCL115135,46,22,19,20,27,33,43,24,10,242,427,251,209,228,268,381,584,342,130,2826
UCL115136,28,15,19,19,12,15,7,9,0,124,524,264,294,330,285,211,168,74,20,2171
UCL115137,57,36,35,34,27,32,31,31,48,328,831,502,615,447,436,456,451,254,120,4118
UCL115138,31,20,25,22,18,10,3,0,0,129,555,256,392,297,232,151,160,57,8,2115
UCL115139,59,33,8,25,35,41,90,44,14,351,355,174,185,217,241,357,622,328,115,2587
UCL115140,14,8,7,9,10,18,19,5,0,99,185,79,108,123,133,200,287,90,29,1233
UCL115141,25,17,9,14,14,9,14,11,9,128,262,154,146,157,204,204,192,129,64,1505
UCL115142,19,8,8,9,17,43,49,24,5,179,194,115,127,135,224,484,622,313,82,2292
UCL115143,41,13,22,19,29,27,29,10,0,186,434,232,239,251,287,342,359,186,59,2385
UCL115144,43,28,22,21,33,29,64,27,5,270,383,178,213,223,304,465,544,310,115,2731
UCL115145,19,9,7,16,17,17,25,11,4,124,205,95,132,136,156,241,307,164,26,1455
UCL115146,32,19,14,26,30,32,34,18,10,210,333,202,201,270,342,473,524,257,106,2705
UCL115147,8,4,13,16,10,15,6,0,0,71,265,73,174,178,119,135,170,46,7,1162
UCL115148,30,12,14,8,16,13,15,13,6,136,202,121,123,97,134,180,239,201,71,1369
UCL115149,161,79,81,78,75,81,64,21,5,643,319,151,220,153,162,192,130,45,12,1377
UCL115150,21,15,15,9,13,9,8,3,0,85,213,132,114,151,133,142,139,49,9,1081
UCL115151,34,22,20,15,15,23,15,0,0,150,458,230,260,230,258,276,241,105,28,2079
UCL115152,20,5,16,10,7,13,11,14,7,99,189,75,117,82,119,169,186,144,48,1130
UCL115153,36,16,13,15,24,26,28,34,32,230,224,134,128,108,143,195,200,146,77,1365
UCL115154,55,29,35,20,22,28,10,12,0,215,352,185,197,173,148,226,143,109,41,1571
UCL115155,203,95,103,88,82,70,46,34,18,745,936,497,577,420,482,624,536,349,154,4581
UCL115156,35,20,24,21,19,26,38,16,0,208,167,115,112,84,139,226,263,148,63,1305
UCL115157,33,17,12,11,23,17,23,6,5,140,216,129,124,117,147,205,217,143,45,1349
UCL115158,53,18,29,37,33,27,27,28,24,281,511,285,325,304,245,318,318,254,132,2698
UCL115159,38,13,13,29,15,16,7,6,0,142,368,217,241,236,274,238,156,64,29,1817
UCL115160,58,25,26,37,33,15,10,5,0,211,920,249,395,574,365,243,157,48,10,2959
UCL115161,101,38,50,45,45,70,34,35,20,434,857,416,501,442,490,684,626,399,154,4556
UCL115162,45,24,28,22,19,27,15,12,4,182,616,348,320,379,383,345,326,213,52,2988
UCL115163,27,17,6,11,11,10,6,12,4,110,338,255,207,216,250,266,190,144,117,1980
UCL115164,11,3,9,13,8,13,24,17,4,98,166,147,105,113,156,164,255,199,44,1352
UCL115165,19,12,8,8,12,19,8,3,0,83,202,148,153,112,146,125,102,69,16,1070
UCL121001,18,4,10,5,3,9,10,3,0,67,130,92,88,88,104,149,122,71,22,856
UCL121002,24,12,7,11,10,9,14,12,5,105,109,44,59,51,58,77,88,58,36,586
UCL121003,21,5,5,9,5,10,5,6,0,59,113,41,58,68,70,155,139,63,5,716
UCL121004,24,19,9,15,17,9,3,0,0,90,198,103,122,125,95,110,95,43,17,914
UCL121005,8,8,5,4,4,10,10,0,0,34,118,75,64,62,78,84,68,25,0,576
UCL121006,7,0,8,0,11,21,14,10,5,69,67,40,55,37,79,129,122,66,12,612
UCL121007,17,11,14,3,7,8,16,14,3,94,113,93,68,77,106,145,172,119,61,957
UCL121008,37,32,25,19,19,23,22,10,0,186,106,84,59,62,57,68,65,25,3,529
UCL121009,15,20,17,17,19,19,26,6,7,141,158,108,89,90,106,95,105,81,42,885
UCL121010,0,5,3,0,14,12,17,10,0,67,108,43,35,66,93,121,138,54,9,668
UCL121011,32,37,14,9,9,27,9,4,4,151,184,132,97,86,111,135,122,57,18,941
UCL121012,11,13,3,0,8,10,7,5,0,53,123,132,66,80,116,183,114,32,6,852
UCL121013,23,20,28,7,16,13,12,0,4,131,169,84,139,64,83,112,56,31,14,743
UCL121014,19,6,0,10,10,15,7,0,0,69,87,34,41,66,76,98,79,39,8,524
UCL121015,7,9,7,9,7,9,5,3,0,49,98,81,76,78,115,150,79,52,13,737
UCL121016,11,8,7,9,11,9,5,0,4,63,99,44,68,63,73,95,69,23,11,555
UCL121017,8,9,0,4,3,9,8,0,0,44,214,86,82,135,107,120,65,22,0,820
UCL121018,10,6,7,11,4,5,9,4,0,55,186,92,110,110,102,123,103,54,3,878
UCL121019,14,4,4,4,3,0,4,0,0,40,167,68,42,87,101,89,105,37,8,701
UCL121020,14,8,4,15,6,3,6,0,0,54,120,54,45,91,85,79,57,20,8,564
UCL121021,10,3,10,12,14,3,13,6,3,71,74,65,61,62,78,71,85,42,37,566
UCL121022,9,10,8,3,10,14,12,14,6,89,93,78,62,53,80,117,102,93,40,722
UCL121023,9,0,0,4,3,11,16,3,3,54,50,29,22,44,56,155,174,51,11,587
UCL121024,16,7,3,9,11,10,3,0,0,49,139,55,59,58,63,67,64,42,15,553
UCL121025,0,4,0,4,3,5,4,3,0,28,119,88,39,75,90,84,63,35,6,599
UCL121026,12,3,17,5,8,21,12,3,0,84,138,71,112,89,106,193,195,59,19,978
UCL121027,8,4,5,7,10,5,0,0,0,41,130,78,62,75,90,95,54,20,12,616
UCL121028,10,8,8,15,8,10,7,5,0,60,87,40,69,76,92,173,169,64,13,785
UCL121029,9,12,5,9,5,4,13,0,0,52,128,77,80,57,59,87,72,38,5,605
UCL121030,23,21,20,12,16,18,19,11,0,124,136,102,109,92,100,152,116,51,14,868
