UCL_CODE_2021,COB_Aus_Arth,COB_Aus_Asth,COB_Aus_Canc_rem,COB_Aus_Dem_Alzh,COB_Aus_Dia_ges_dia,COB_Aus_HD_HA_ang,COB_Aus_Kid_dis,COB_Aus_LC_COPD_emph,COB_Aus_MHC_dep_anx,COB_Aus_Stroke,COB_Aus_oth_LTHC,COB_Aus_no_LTHC,COB_AUS_LTHC_NS,COB_Aus_Tot,COB_Bo_Ocea_Ant_Arth,COB_Bo_Ocea_Ant_Asth,COB_Bo_Ocea_Ant_Can_rem,COB_Bo_Ocea_Ant_Dem_Alzh,COB_Bo_Ocea_Ant_Dia_ges_dia,COB_Bo_Ocea_Ant_HD_HA_ang,COB_Bo_Ocea_Ant_Kid_dis,COB_Bo_Ocea_Ant_LC_COPD_emph,COB_Bo_Ocea_Ant_MHC_dep_anx,COB_Bo_Ocea_Ant_Stroke,COB_Bo_Ocea_Ant_oth_LTHC,COB_Bo_Ocea_Ant_no_LTHC,COB_Bo_Ocea_Ant_LTHC_NS,COB_Bo_Ocea_Ant_Tot,COB_Bo_UK_CI_IM_Arth,COB_Bo_UK_CI_IM_Asth,COB_Bo_UK_CI_IM_Can_rem,COB_Bo_UK_CI_IM_Dem_Alzh,COB_Bo_UK_CI_IM_Dia_ges_dia,COB_Bo_UK_CI_IM_HD_HA_ang,COB_Bo_UK_CI_IM_Kid_dis,COB_Bo_UK_CI_IM_LC_COPD_emph,COB_Bo_UK_CI_IM_MHC_dep_anx,COB_Bo_UK_CI_IM_Stroke,COB_Bo_UK_CI_IM_oth_LTHC,COB_Bo_UK_CI_IM_no_LTHC,COB_Bo_UK_CI_IM_LTHC_NS,COB_Bo_UK_CI_IM_Tot,COB_Bo_NW_Eu_Arth,COB_Bo_NW_Eu_Asth,COB_Bo_NW_Eu_Can_rem,COB_Bo_NW_Eu_Dem_Alzh,COB_Bo_NW_Eu_Dia_ges_dia,COB_Bo_NW_Eu_HD_HA_ang,COB_Bo_NW_Eu_Kid_dis,COB_Bo_NW_Eu_LC_COPD_emph,COB_Bo_NW_Eu__MHC_Dep_anx,COB_Bo_NW_Eu_Stroke,COB_Bo_NW_Eu_oth_LTHC,COB_Bo_NW_Eu_no_LTHC,COB_Bo_NW_Eu_LTHC_NS,COB_Bo_NW_Eu_Tot,COB_Bo_SE_Eu_Asth,COB_Bo_SE_Eu_Arth,COB_Bo_SE_Eu_Can_rem,COB_Bo_SE_Eu_Dem_Alzh,COB_Bo_SE_Eu_Dia_ges_dia,COB_Bo_SE_Eu_HD_HA_ang,COB_Bo_SE_Eu_Kid_dis,COB_Bo_SE_Eu_LC_COPD_emph,COB_Bo_SE_Eu_MHC_Dep_anx,COB_Bo_SE_Eu_Stroke,COB_Bo_SE_Eu_oth_LTHC,COB_Bo_SE_Eu_no_LTHC,COB_Bo_SE_Eu_LTHC_NS,COB_Bo_SE_Eu_Tot,COB_Bo_NA_ME_Asth,COB_Bo_NA_ME_Arth,COB_Bo_NA_ME_Can_rem,COB_Bo_NA_ME_Dem_Alzh,COB_Bo_NA_ME_Dia_ges_dia,COB_Bo_NA_ME_HD_HA_ang,COB_Bo_NA_ME_Kid_dis,COB_Bo_NA_ME_LC_COPD_emph,COB_Bo_NA_ME_MHC_Dep_anx,COB_Bo_NA_ME_Stroke,COB_Bo_NA_ME_oth_LTHC,COB_Bo_NA_ME_no_LTHC,COB_Bo_NA_ME_LTHC_NS,COB_Bo_NA_ME_Tot,COB_Bo_SE_Asia_Arth,COB_Bo_SE_Asia_Asth,COB_Bo_SE_Asia_Can_rem,COB_Bo_SE_Asia_Dem_Alzh,COB_Bo_SE_Asia_Dia_ges_dia,COB_Bo_SE_Asia_HD_HA_ang,COB_Bo_SE_Asia_Kid_dis,COB_Bo_SE_Asia_LC_COPD_emph,COB_Bo_SE_Asia_MHC_Dep_anx,COB_Bo_SE_Asia_Stroke,COB_Bo_SE_Asia_oth_LTHC,COB_Bo_SE_Asia_no_LTHC,COB_Bo_SE_Asia_LTHC_NS,COB_Bo_SE_Asia_Tot,COB_Bo_NE_Asia_Arth,COB_Bo_NE_Asia_Asth,COB_Bo_NE_Asia_Can_rem,COB_Bo_NE_Asia_Dem_Alzh,COB_Bo_NE_Asia_Dia_ges_dia,COB_Bo_NE_Asia_HD_HA_ang,COB_Bo_NE_Asia_Kid_dis,COB_Bo_NE_Asia_LC_COPD_emph,COB_Bo_NE_Asia_MHC_Dep_anx,COB_Bo_NE_Asia_Stroke,COB_Bo_NE_Asia_oth_LTHC,COB_Bo_NE_Asia_no_LTHC,COB_Bo_NE_Asia_LTHC_NS,COB_Bo_NE_Asia_Tot,COB_Bo_SC_Asia_Arth,COB_Bo_SC_Asia_Asth,COB_Bo_SC_Asia_Can_rem,COB_Bo_SC_Asia_Dem_Alzh,COB_Bo_SC_Asia_Dia_ges_dia,COB_Bo_SC_Asia_HD_HA_ang,COB_Bo_SC_Asia_Kid_dis,COB_Bo_SC_Asia_LC_COPD_emph,COB_Bo_SC_Asia_MHC_Dep_anx,COB_Bo_SC_Asia_Stroke,COB_Bo_SC_Asia_oth_LTHC,COB_Bo_SC_Asia_no_LTHC,COB_Bo_SC_Asia_LTHC_NS,COB_Bo_SC_Asia_Tot,COB_Bo_Amer_Arth,COB_Bo_Amer_Asth,COB_Bo_Amer_Can_rem,COB_Bo_Amer_Dem_Alzh,COB_Bo_Amer_Dia_ges_dia,COB_Bo_Amer_HD_HA_ang,COB_Bo_Amer_Kid_dis,COB_Bo_Amer_LC_COPD_emph,COB_Bo_Amer_MHC_Dep_anx,COB_Bo_Amer_Stroke,COB_Bo_Amer_oth_LTHC,COB_Bo_Amer_no_LTHC,COB_Bo_Amer_LTHC_NS,COB_Bo_Amer_Tot,COB_Bo_SS_Afr_Arth,COB_Bo_SS_Afr_Asth,COB_Bo_SS_Afr_Can_rem,COB_Bo_SS_Afr_Dem_Alzh,COB_Bo_SS_Afr_Dia_ges_dia,COB_Bo_SS_Afr_HD_HA_ang,COB_Bo_SS_Afr_Kid_dis,COB_Bo_SS_Afr_LC_COPD_emph,COB_Bo_SS_Afr_MHC_Dep_anx,COB_Bo_SS_Afr_Stroke,COB_Bo_SS_Afr_oth_LTHC,COB_Bo_SS_Afr_no_LTHC,COB_Bo_SS_Afr_LTHC_NS,COB_Bo_SS_Afr_Tot,COB_Bo_Tot_ob_Arth,COB_Bo_Tot_ob_Asth,COB_Bo_Tot_ob_Can_rem,COB_Bo_Tot_ob_Dem_Alzh,COB_Bo_Tot_ob_Dia_ges_dia,COB_Bo_Tot_ob_HD_HA_ang,COB_Bo_Tot_ob_Kid_dis,COB_Bo_Tot_ob_LC_COPD_emph,COB_Bo_Tot_ob_MHC_Dep_anx,COB_Bo_Tot_ob_Stroke,COB_Bo_Tot_ob_oth_LTHC,COB_Bo_Tot_ob_no_LTHC,COB_Bo_Tot_ob_LTHC_NS,COB_Bo_Tot_ob_Tot,COB_COB_NS_Arth,COB_COB_NS_Asth,COB_COB_NS_Can_rem,COB_COB_NS_Dem_Alzh,COB_COB_NS_Dia_ges_dia,COB_COB_NS_HD_HA_ang,COB_COB_NS_Kid_dis,COB_COB_NS_LC_COPD_emph,COB_COB_NS__MHC_Dep_anx,COB_COB_NS_Stroke,COB_COB_NS_oth_LTHC,COB_COB_NS_no_LTHC,COB_COB_NS_LTHC_NS,COB_COB_NS_Tot,COB_Tot_Arth,COB_Tot_Asth,COB_Tot_Can_rem,COB_Tot_Dem_Alzh,COB_Tot_Dia_ges_dia,COB_Tot_HD_HA_ang,COB_Tot_Kid_dis,COB_Tot_LC_COPD_emph,COB_Tot_MHC_Dep_anx,COB_Tot_Stroke,COB_Tot_oth_LTHC,COB_Tot_no_LTHC,COB_Tot_LTHC_NS,COB_Tot_Tot,LFS_Emp_Arth,LFS_Emp_Asth,LFS_Emp_Can_rem,LFS_Emp_Dem_Alzh
UCL115141,155,159,37,3,72,75,21,41,141,20,82,683,55,1248,0,3,0,0,0,0,0,0,4,0,0,21,0,27,9,4,3,0,4,4,4,5,8,0,11,20,0,46,8,0,3,0,0,5,0,0,3,0,3,7,0,18,3,0,0,3,6,0,0,0,0,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,10,0,9,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,5,0,9,23,13,8,3,12,7,4,5,18,0,22,74,0,142,16,5,4,0,9,7,0,4,0,0,9,22,70,117,198,179,42,6,89,90,26,47,157,20,106,778,128,1505,43,82,6,0
UCL115142,360,164,107,11,138,136,38,65,200,29,158,890,57,1790,12,3,0,0,3,0,0,0,5,0,3,9,0,34,56,14,8,5,19,15,7,3,20,3,22,63,0,153,16,3,0,0,5,6,6,4,4,0,9,13,0,49,18,3,3,0,6,9,4,0,5,0,11,17,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,3,0,0,5,0,4,12,0,21,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,0,0,0,0,0,0,15,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,4,101,24,20,8,40,30,13,14,38,9,36,140,6,340,7,3,0,0,7,7,0,3,3,0,6,21,115,157,475,194,126,19,184,169,45,81,240,31,206,1050,179,2292,86,63,21,0
UCL115143,330,248,98,20,138,117,34,65,283,22,228,1090,84,2096,8,4,3,0,7,0,0,3,6,0,10,10,0,36,7,7,3,0,3,3,5,5,4,0,15,26,0,62,5,0,0,0,0,0,0,0,4,0,0,10,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,26,0,27,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,10,0,0,0,0,0,0,0,0,0,0,0,4,0,4,25,15,10,0,16,12,3,9,22,6,25,87,3,164,13,6,3,0,5,7,0,0,4,0,4,9,95,125,363,269,110,16,161,133,37,76,304,30,252,1186,186,2385,99,95,24,0
UCL115144,357,193,120,19,145,164,41,107,283,30,201,1175,83,2256,6,8,3,0,4,3,0,4,0,0,8,11,0,32,34,8,16,0,12,15,3,12,16,5,9,41,3,113,9,0,0,0,0,5,0,0,3,0,5,28,0,39,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,5,0,10,50,21,25,8,18,27,6,17,19,4,19,109,7,236,10,0,7,5,12,8,3,3,10,0,0,21,181,241,421,209,153,31,171,193,50,126,309,42,222,1307,270,2731,86,69,24,0
UCL115145,188,114,59,3,56,98,11,50,117,12,126,634,41,1175,0,0,3,0,0,0,0,0,4,5,4,11,0,23,17,8,8,0,8,11,0,6,10,0,5,50,0,97,6,0,0,0,4,3,0,0,0,0,0,10,0,21,0,0,3,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,3,0,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,4,6,12,3,16,0,0,0,0,0,0,0,0,4,0,0,3,0,9,28,16,10,0,11,16,3,9,20,3,25,109,10,197,4,0,0,0,0,3,0,5,0,0,0,8,72,85,222,131,72,8,66,115,16,62,136,15,154,747,124,1455,52,61,19,0
UCL115146,299,167,106,11,101,113,35,47,205,14,182,1155,97,2067,10,0,0,0,0,3,0,0,3,0,3,29,0,47,30,16,7,4,15,16,3,5,8,4,14,79,4,165,14,3,7,0,4,8,0,4,6,0,7,34,0,66,34,4,6,0,29,15,0,0,14,5,16,47,3,124,4,0,0,0,5,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,5,0,5,22,3,37,0,0,0,0,0,4,0,4,0,0,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,6,0,9,4,0,0,0,0,0,0,0,3,0,4,23,0,38,0,3,0,0,0,0,0,0,0,0,0,10,0,14,107,29,22,5,50,45,6,8,40,9,46,265,15,516,12,3,0,0,3,0,0,0,0,0,6,5,104,120,416,195,128,17,154,166,45,61,244,27,237,1427,210,2705,89,84,29,0
UCL115147,95,71,32,7,32,27,9,15,88,3,73,586,30,917,0,0,0,0,0,0,0,0,5,0,0,8,0,20,14,4,0,0,13,5,0,3,10,0,7,48,0,92,0,0,0,0,0,0,0,0,0,0,3,3,0,12,5,0,0,0,0,0,0,0,0,3,0,9,0,19,0,0,0,0,0,0,0,0,0,0,0,13,0,15,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,12,3,0,0,0,0,0,0,0,0,0,3,9,0,13,0,0,0,0,0,0,0,0,0,0,0,8,0,8,34,13,0,0,15,16,0,3,14,4,16,113,6,198,0,0,0,0,0,0,0,0,0,0,0,0,33,41,130,86,32,3,53,40,15,19,103,8,93,702,71,1162,22,33,10,0
UCL115148,196,129,64,25,93,97,24,49,111,25,84,585,44,1150,0,0,0,0,0,0,0,3,0,0,0,11,0,19,10,9,4,0,9,0,0,0,3,0,4,10,0,34,4,0,0,0,3,3,0,0,3,0,4,6,0,12,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,8,18,10,5,3,7,10,6,4,9,0,11,45,0,92,15,0,3,0,0,8,0,3,7,0,6,16,93,126,237,139,76,24,109,117,25,53,127,28,96,649,136,1369,58,54,13,0
UCL115149,57,75,21,0,61,28,4,18,60,10,47,430,35,700,0,3,5,0,0,0,0,0,3,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,0,0,0,0,0,13,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,0,0,8,0,4,38,3,66,6,0,0,0,0,0,0,0,0,0,0,6,600,611,66,82,23,0,63,32,8,17,63,13,50,470,643,1377,34,40,12,0
UCL115150,82,92,32,4,36,37,10,20,81,5,50,565,37,884,0,3,0,0,0,0,0,0,0,0,0,13,0,14,11,0,3,4,3,7,0,5,7,0,4,23,3,50,7,4,0,0,0,4,0,0,0,0,0,7,0,13,3,0,0,0,9,6,0,0,0,0,3,10,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,16,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,11,9,5,12,21,4,8,15,9,12,75,4,140,0,0,0,0,0,0,0,0,0,0,0,7,45,48,106,100,44,10,53,59,10,28,91,13,60,639,85,1081,35,40,17,0
UCL115151,218,204,58,6,111,71,21,55,192,22,164,1058,79,1842,0,0,0,0,7,0,0,0,3,0,0,8,0,19,12,3,0,0,11,9,0,0,5,0,3,19,0,49,5,0,0,0,0,5,0,5,0,0,0,4,0,14,3,0,0,0,0,0,0,0,0,0,0,10,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,4,10,0,15,0,0,0,0,0,0,0,0,0,0,0,3,0,12,3,0,0,0,3,0,0,0,0,0,0,7,0,13,3,7,4,0,0,0,0,0,9,0,0,8,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,14,4,0,22,17,3,3,9,0,9,64,3,150,8,5,0,0,5,0,0,3,4,0,0,8,67,92,252,230,62,6,142,89,22,66,214,21,176,1134,150,2079,74,79,19,0
UCL115152,164,129,52,20,97,56,15,29,125,28,123,466,33,984,3,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,3,0,0,0,3,0,4,4,0,19,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,0,0,0,6,4,0,0,0,0,4,22,0,42,11,0,0,0,3,6,4,4,5,0,5,9,66,98,179,131,49,18,111,62,19,33,132,33,132,496,99,1130,24,46,13,0
UCL115153,167,146,45,21,83,105,15,47,92,26,72,547,45,1049,6,0,0,0,5,0,0,0,0,0,0,5,0,9,0,0,0,0,3,0,0,0,0,0,0,6,0,15,0,0,0,0,0,0,0,4,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,4,0,0,0,0,0,0,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,6,0,9,9,5,0,3,7,9,0,3,4,0,6,70,0,95,12,0,0,6,8,6,0,4,0,0,4,9,183,220,187,147,47,27,98,113,18,58,100,27,86,629,230,1365,35,55,4,0
UCL115154,145,159,38,23,105,73,17,40,128,19,74,745,37,1288,0,0,0,0,4,0,0,0,8,0,0,5,0,14,4,0,0,0,6,0,0,0,5,0,0,7,0,17,3,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,6,5,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,3,4,0,7,4,0,0,9,4,4,35,0,66,5,4,3,0,3,5,0,3,3,0,0,22,175,217,163,168,46,23,114,78,20,43,148,27,79,806,215,1571,47,78,17,0
UCL115155,537,411,140,36,304,308,79,143,483,49,390,1837,179,3600,8,6,0,0,9,0,0,0,8,0,7,16,0,42,15,9,9,0,13,11,5,5,10,6,11,22,6,72,0,0,0,0,3,3,0,4,6,0,3,19,0,29,3,0,0,0,5,3,0,0,0,6,0,14,0,19,0,0,0,0,0,0,0,0,0,0,3,4,0,3,4,0,3,0,5,0,0,0,3,0,3,40,0,53,0,0,0,0,0,0,0,0,0,0,4,14,0,15,0,0,0,0,0,0,0,0,0,0,0,30,0,33,3,0,0,0,0,0,0,0,6,0,3,47,0,57,5,0,0,0,0,5,0,0,0,0,0,0,0,6,36,21,17,0,33,23,8,11,27,3,26,201,10,332,24,8,4,0,12,10,5,7,6,4,13,43,554,642,596,436,157,43,351,341,89,160,522,60,434,2084,745,4581,114,156,36,0
UCL115156,189,125,71,32,92,107,36,66,157,22,115,446,39,998,6,5,0,0,0,0,4,0,0,0,0,16,0,26,0,0,0,0,6,5,5,0,3,0,5,7,0,23,0,0,0,0,0,0,0,0,0,0,0,8,0,10,0,5,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,0,0,6,4,6,3,8,5,3,53,6,88,11,7,4,18,3,12,6,4,19,0,21,11,174,220,216,144,74,45,103,121,42,73,186,25,138,515,208,1305,44,46,17,0
UCL115157,209,168,47,15,123,99,33,43,161,27,127,546,49,1185,0,0,0,0,0,0,0,0,5,0,3,4,0,13,10,0,3,0,8,0,0,0,3,0,4,6,0,15,3,0,5,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,10,3,9,7,0,6,8,0,9,27,0,55,5,0,0,0,4,0,0,0,3,0,0,11,93,113,232,171,54,12,137,106,34,48,169,26,136,582,140,1349,36,61,6,0
UCL115158,324,214,92,17,129,110,16,69,160,19,145,1347,86,2283,7,0,0,0,0,0,0,0,0,0,0,22,0,36,4,0,0,0,4,0,0,0,7,0,0,15,0,23,3,0,0,0,0,0,0,0,0,0,0,5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,7,0,0,0,0,0,0,0,0,0,31,0,38,0,0,0,0,0,0,0,0,0,0,0,17,0,17,0,0,0,0,0,0,0,0,0,0,0,26,0,25,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,11,0,17,14,0,0,3,10,5,4,0,14,5,11,139,0,182,11,6,0,0,0,4,0,0,3,0,0,23,186,232,352,218,93,18,137,115,24,73,174,26,154,1515,281,2698,105,113,28,0
UCL115159,116,125,36,4,62,39,5,24,126,8,108,1039,77,1605,7,0,0,0,0,0,0,0,11,0,5,12,0,29,10,3,5,0,3,4,0,3,0,0,3,34,3,59,0,0,0,0,0,0,0,0,0,0,0,12,0,14,9,0,0,0,0,5,0,0,0,0,0,12,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,9,0,7,23,13,3,0,13,14,0,3,16,3,17,86,4,152,0,0,0,0,0,0,0,0,0,0,0,3,55,59,138,137,41,4,76,53,11,33,140,13,126,1127,142,1817,57,81,21,0
UCL115160,124,225,43,0,56,47,10,15,182,12,176,1801,109,2557,0,0,0,0,0,3,0,0,0,0,3,21,3,28,17,10,4,4,12,12,0,0,11,0,12,67,6,123,7,3,0,0,3,6,0,0,0,0,4,13,0,21,8,0,0,0,6,0,0,0,0,0,0,19,0,31,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,12,0,13,0,0,0,0,0,0,0,0,0,0,0,15,0,19,5,0,0,0,5,0,0,0,0,0,3,8,0,18,0,0,0,0,0,0,0,0,3,0,5,21,0,24,0,0,0,0,4,4,0,0,5,0,6,15,0,27,40,16,14,3,27,20,5,3,18,3,35,198,9,310,0,0,0,0,0,0,0,0,0,0,0,5,93,99,161,244,59,6,82,68,15,15,203,15,206,2004,211,2959,80,145,25,0
UCL115161,557,496,160,48,269,227,88,156,602,76,378,1992,182,3954,5,3,0,0,6,0,0,0,10,0,8,15,3,35,20,14,7,8,9,10,4,9,10,3,13,48,7,111,5,7,0,0,0,0,0,0,0,0,0,10,0,26,4,0,0,0,4,5,0,0,0,0,4,8,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,4,0,4,0,0,0,0,19,0,28,0,4,0,0,0,0,0,0,0,0,0,11,0,20,0,0,0,0,0,0,0,0,0,0,0,4,0,4,8,7,0,0,3,4,0,4,4,0,0,6,0,22,0,0,0,0,6,0,0,0,4,0,0,0,0,11,48,31,13,12,34,21,14,22,30,8,34,133,16,275,23,10,5,9,9,7,0,4,21,0,14,41,236,327,629,538,180,67,312,255,100,184,655,79,430,2168,434,4556,132,175,30,0
UCL115162,217,265,77,13,100,105,20,46,303,22,227,1537,107,2582,7,0,0,0,0,0,0,0,5,0,7,27,0,37,16,10,11,3,4,7,0,0,7,0,4,64,0,109,0,0,0,0,0,0,0,0,0,0,4,10,4,27,0,0,0,0,5,0,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,0,0,0,3,9,21,0,29,0,0,0,0,0,0,0,0,0,0,0,8,0,12,0,0,0,0,3,0,0,0,0,0,0,6,0,17,4,4,0,0,0,0,0,0,5,0,3,25,0,33,3,0,0,0,0,0,0,0,6,0,0,35,0,37,33,18,14,3,22,18,0,0,29,6,27,204,5,321,0,0,0,0,0,0,0,0,0,0,5,12,73,90,253,288,95,16,124,127,20,46,324,28,256,1752,182,2988,82,158,28,0
UCL115163,271,180,75,64,124,92,20,56,245,38,224,913,72,1750,5,9,0,0,5,0,0,0,10,0,4,13,0,34,16,3,6,5,6,10,0,0,11,0,9,28,0,69,7,0,0,4,0,6,0,0,0,0,4,9,0,22,0,0,0,3,0,0,0,0,0,0,0,4,0,11,3,3,0,0,0,0,0,0,0,0,3,0,0,9,5,0,0,0,0,0,0,0,0,0,0,13,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,7,34,11,8,14,22,16,0,3,19,0,21,84,8,176,4,0,0,3,6,4,0,0,0,0,7,9,30,51,301,199,82,83,150,111,25,60,264,39,248,1005,110,1980,85,87,25,0
UCL115164,179,110,59,14,77,78,23,55,107,27,109,583,30,1087,7,5,0,0,9,3,0,0,0,0,0,13,0,28,28,5,12,0,21,19,7,0,8,0,12,22,5,80,4,4,0,0,0,0,0,0,0,0,4,0,0,10,3,0,0,0,6,0,0,7,0,0,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,54,16,11,5,36,28,11,10,14,0,19,70,7,173,4,0,5,0,8,3,3,0,0,0,0,12,60,83,236,128,77,18,114,108,37,66,122,27,132,660,98,1352,37,48,10,0
