UCL_CODE_2021,F_Health_Occ_Mng,F_Health_Occ_Pro,F_Health_Occ_TTW,F_Health_Occ_CPS,F_Health_Occ_CA,F_Health_Occ_Sal,F_Health_Occ_MOD,F_Health_Occ_Lab,F_Health_Occ_IDNS,F_Health_Total,F_Educat_Occ_Mng,F_Educat_Occ_Pro,F_Educat_Occ_TTW,F_Educat_Occ_CPS,F_Educat_Occ_CA,F_Educat_Occ_Sal,F_Educat_Occ_MOD,F_Educat_Occ_Lab,F_Educat_Occ_IDNS,F_Educat_Total,F_ManagCom_Occ_Mng,F_ManagCom_Occ_Pro,F_ManagCom_Occ_TTW,F_ManagCom_Occ_CPS,F_ManagCom_Occ_CA,F_ManagCom_Occ_Sal,F_ManagCom_Occ_MOD,F_ManagCom_Occ_Lab,F_ManagCom_Occ_IDNS,F_ManagCom_Total,F_SocietCultu_Occ_Mng,F_SocietCultu_Occ_Pro,F_SocietCultu_Occ_TTW,F_SocietCultu_Occ_CPS,F_SocietCultu_Occ_CA,F_SocietCultu_Occ_Sal,F_SocietCultu_Occ_MOD,F_SocietCultu_Occ_Lab,F_SocietCultu_Occ_IDNS,F_SocietCultu_Total,F_CreatArt_Occ_Mng,F_CreatArt_Occ_Pro,F_CreatArt_Occ_TTW,F_CreatArt_Occ_CPS,F_CreatArt_Occ_CA,F_CreatArt_Occ_Sal,F_CreatArt_Occ_MOD,F_CreatArt_Occ_Lab,F_CreatArt_Occ_IDNS,F_CreatArt_Total,F_FoodHospPersServ_Occ_Mng,F_FoodHospPersServ_Occ_Pro,F_FoodHospPersServ_Occ_TTW,F_FoodHospPersServ_Occ_CPS,F_FoodHospPersServ_Occ_CA,F_FoodHospPersServ_Occ_Sal,F_FoodHospPersServ_Occ_MOD,F_FoodHospPersServ_Occ_Lab,F_FoodHospPersServ_Occ_IDNS,F_FoodHospPersServ_Total,F_MixFieldProg_Occ_Mng,F_MixFieldProg_Occ_Pro,F_MixFieldProg_Occ_TTW,F_MixFieldProg_Occ_CPS,F_MixFieldProg_Occ_CA,F_MixFieldProg_Occ_Sal,F_MixFieldProg_Occ_MOD,F_MixFieldProg_Occ_Lab,F_MixFieldProg_Occ_IDNS,F_MixFieldProg_Total,F_FS_ID_Occ_Mng,F_FS_ID_Occ_Pro,F_FS_ID_Occ_TTW,F_FS_ID_Occ_CPS,F_FS_ID_Occ_CA,F_FS_ID_Occ_Sal,F_FS_ID_Occ_MOD,F_FS_ID_Occ_Lab,F_FS_ID_Occ_IDNS,F_FS_ID_Total,F_FS_NS_Occ_Mng,F_FS_NS_Occ_Pro,F_FS_NS_Occ_TTW,F_FS_NS_Occ_CPS,F_FS_NS_Occ_CA,F_FS_NS_Occ_Sal,F_FS_NS_Occ_MOD,F_FS_NS_Occ_Lab,F_FS_NS_Occ_IDNS,F_FS_NS_Total,F_Tot_Occ_Mng,F_Tot_Occ_Pro,F_Tot_Occ_TTW,F_Tot_Occ_CPS,F_Tot_Occ_CA,F_Tot_Occ_Sal,F_Tot_Occ_MOD,F_Tot_Occ_Lab,F_Tot_Occ_IDNS,F_Total_Total,P_NatPhySci_Occ_Mng,P_NatPhySci_Occ_Pro,P_NatPhySci_Occ_TTW,P_NatPhySci_Occ_CPS,P_NatPhySci_Occ_CA,P_NatPhySci_Occ_Sal,P_NatPhySci_Occ_MOD,P_NatPhySci_Occ_Lab,P_NatPhySci_Occ_IDNS,P_NatPhySci_Total,P_InfoTechn_Occ_Mng,P_InfoTechn_Occ_Pro,P_InfoTechn_Occ_TTW,P_InfoTechn_Occ_CPS,P_InfoTechn_Occ_CA,P_InfoTechn_Occ_Sal,P_InfoTechn_Occ_MOD,P_InfoTechn_Occ_Lab,P_InfoTechn_Occ_IDNS,P_InfoTechn_Total,P_EngRelTech_Occ_Mng,P_EngRelTech_Occ_Pro,P_EngRelTech_Occ_TTW,P_EngRelTech_Occ_CPS,P_EngRelTech_Occ_CA,P_EngRelTech_Occ_Sal,P_EngRelTech_Occ_MOD,P_EngRelTech_Occ_Lab,P_EngRelTech_Occ_IDNS,P_EngRelTech_Total,P_ArchitBuild_Occ_Mng,P_ArchitBuild_Occ_Pro,P_ArchitBuild_Occ_TTW,P_ArchitBuild_Occ_CPS,P_ArchitBuild_Occ_CA,P_ArchitBuild_Occ_Sal,P_ArchitBuild_Occ_MOD,P_ArchitBuild_Occ_Lab,P_ArchitBuild_Occ_IDNS,P_ArchitBuild_Total,P_AgriEnviRelStu_Occ_Mng,P_AgriEnviRelStu_Occ_Pro,P_AgriEnviRelStu_Occ_TTW,P_AgriEnviRelStu_Occ_CPS,P_AgriEnviRelStu_Occ_CA,P_AgriEnviRelStu_Occ_Sal,P_AgriEnviRelStu_Occ_MOD,P_AgriEnviRelStu_Occ_Lab,P_AgriEnviRelStu_Occ_IDNS,P_AgriEnviRelStu_Total,P_Health_Occ_Mng,P_Health_Occ_Pro,P_Health_Occ_TTW,P_Health_Occ_CPS,P_Health_Occ_CA,P_Health_Occ_Sal,P_Health_Occ_MOD,P_Health_Occ_Lab,P_Health_Occ_IDNS,P_Health_Total,P_Educat_Occ_Mng,P_Educat_Occ_Pro,P_Educat_Occ_TTW,P_Educat_Occ_CPS,P_Educat_Occ_CA,P_Educat_Occ_Sal,P_Educat_Occ_MOD,P_Educat_Occ_Lab,P_Educat_Occ_IDNS,P_Educat_Total,P_ManagCom_Occ_Mng,P_ManagCom_Occ_Pro,P_ManagCom_Occ_TTW,P_ManagCom_Occ_CPS,P_ManagCom_Occ_CA,P_ManagCom_Occ_Sal,P_ManagCom_Occ_MOD,P_ManagCom_Occ_Lab,P_ManagCom_Occ_IDNS,P_ManagCom_Total,P_SocietCultu_Occ_Mng,P_SocietCultu_Occ_Pro,P_SocietCultu_Occ_TTW,P_SocietCultu_Occ_CPS,P_SocietCultu_Occ_CA,P_SocietCultu_Occ_Sal,P_SocietCultu_Occ_MOD,P_SocietCultu_Occ_Lab,P_SocietCultu_Occ_IDNS,P_SocietCultu_Total,P_CreatArt_Occ_Mng,P_CreatArt_Occ_Pro,P_CreatArt_Occ_TTW,P_CreatArt_Occ_CPS,P_CreatArt_Occ_CA,P_CreatArt_Occ_Sal,P_CreatArt_Occ_MOD,P_CreatArt_Occ_Lab,P_CreatArt_Occ_IDNS,P_CreatArt_Total
UCL115158,5,23,6,14,0,7,0,0,0,58,5,44,0,15,13,3,0,0,0,80,10,12,3,7,52,10,3,3,0,104,4,8,0,29,4,6,0,4,0,54,0,0,5,0,3,0,0,0,0,5,4,0,11,4,0,0,5,4,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,16,33,101,26,71,72,21,9,24,8,375,4,10,0,0,0,0,0,0,0,20,0,0,4,0,0,0,0,0,0,7,19,21,88,0,3,5,33,13,0,178,5,0,23,0,3,0,3,3,4,37,5,5,13,0,0,0,5,0,0,33,6,36,5,20,4,5,0,0,0,79,12,55,3,15,13,3,4,4,0,102,24,13,13,9,53,15,10,3,0,139,4,11,0,29,8,6,0,6,0,61,0,0,5,4,3,0,3,0,0,10
UCL115159,4,26,5,9,6,0,0,0,0,45,9,35,0,11,0,0,0,0,0,56,14,14,5,7,46,7,0,5,0,88,5,7,0,11,16,4,0,0,0,48,0,3,3,4,6,4,0,0,0,17,4,0,8,6,7,6,0,4,0,31,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,7,42,97,19,51,83,15,9,9,0,323,5,5,3,0,3,0,0,0,0,15,5,5,0,0,0,0,0,0,0,10,16,7,64,7,4,5,19,3,0,118,8,0,46,0,0,0,3,12,0,75,3,3,10,0,5,0,3,0,0,26,5,24,0,11,6,0,0,3,0,51,11,47,3,11,4,0,0,0,0,71,33,18,10,7,48,10,7,5,0,127,12,17,0,17,13,4,4,0,3,64,0,3,3,4,6,4,0,0,0,21
UCL115160,5,41,3,8,8,4,0,0,0,70,19,76,0,12,4,0,0,0,0,111,36,31,0,11,69,12,0,3,0,159,10,21,0,34,13,0,0,3,0,81,0,4,0,0,3,0,0,0,0,19,0,0,9,4,6,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,3,0,0,0,0,5,80,180,24,70,118,24,11,11,7,525,3,9,0,0,3,0,0,0,0,14,8,15,3,0,3,0,0,0,0,26,40,21,107,5,11,8,29,15,7,234,20,3,58,3,0,3,8,14,0,104,3,0,7,0,0,3,3,4,0,19,10,54,3,15,8,8,0,3,0,93,28,90,0,13,4,0,0,0,0,139,74,42,8,12,83,14,4,3,0,243,10,28,0,63,13,5,3,4,0,124,4,9,3,0,8,0,0,0,0,29
UCL115161,4,69,0,48,0,3,0,5,0,135,8,37,0,22,4,0,0,0,0,76,9,14,3,11,50,10,0,0,3,104,9,23,4,80,9,8,0,5,3,145,3,4,0,0,3,0,0,0,0,7,4,0,20,7,5,8,0,5,0,42,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,11,0,4,0,0,0,21,34,160,33,187,79,43,9,27,8,555,0,4,0,0,0,0,0,0,0,13,0,5,0,0,0,0,3,0,0,14,16,5,74,7,11,6,29,31,0,175,9,0,37,3,4,3,7,7,0,62,4,0,12,8,0,0,6,11,0,41,9,89,4,57,0,4,0,5,5,170,8,51,0,28,4,4,4,0,0,95,16,15,5,21,60,12,4,5,3,142,5,32,4,96,9,8,3,5,4,171,5,3,0,6,3,0,0,0,0,20
UCL115162,4,62,0,17,8,0,0,0,0,100,14,57,0,17,4,0,0,0,0,96,10,28,6,13,61,15,0,9,0,140,12,31,0,43,13,0,0,0,0,99,4,5,0,4,4,0,0,0,0,15,0,0,10,10,8,9,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,49,195,20,115,113,32,5,18,6,542,3,13,7,3,3,0,0,0,0,25,5,9,0,0,0,0,0,0,0,18,10,11,56,3,7,9,13,14,0,130,11,0,31,0,0,0,3,9,0,55,6,3,17,0,5,3,0,10,0,47,6,82,7,23,11,0,0,5,0,129,13,81,3,25,4,0,0,0,0,129,18,40,11,12,63,23,7,8,0,194,11,49,3,60,14,0,4,3,0,143,3,10,3,7,5,3,0,0,0,32
UCL115163,0,24,4,12,9,0,0,4,0,51,4,17,0,11,0,0,0,0,0,41,9,3,0,7,27,14,3,0,0,67,5,14,0,16,6,0,0,0,0,49,0,0,0,0,0,0,0,0,0,5,0,0,9,10,6,5,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,7,34,62,18,64,47,14,0,13,3,263,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,4,0,0,11,19,12,58,3,7,0,24,10,0,133,10,0,37,0,0,0,4,3,0,58,0,0,5,0,0,0,5,0,0,8,0,29,4,16,9,0,0,4,0,58,4,19,0,13,3,0,3,0,0,44,21,9,5,9,26,12,3,0,0,90,13,15,3,29,11,3,5,0,0,67,0,4,0,0,0,0,0,0,0,8
UCL115164,0,10,3,8,0,0,0,3,0,24,3,10,0,0,0,0,0,0,0,12,3,3,0,6,21,10,0,0,0,40,4,4,0,22,5,0,0,0,0,33,0,3,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,36,8,35,29,9,0,0,0,137,0,0,3,4,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,8,6,8,40,0,0,4,5,3,3,71,5,0,10,0,0,0,0,4,0,26,0,0,0,0,0,0,0,3,0,5,0,13,3,11,0,0,0,3,0,34,3,14,0,0,0,0,0,0,0,16,15,8,0,4,26,12,0,0,0,63,8,4,0,21,5,0,0,0,0,36,0,7,4,0,0,0,0,0,0,11
UCL115165,0,8,4,10,0,0,0,0,3,26,0,13,0,12,0,0,0,0,0,24,6,3,0,4,23,9,0,0,0,39,3,3,0,6,3,3,0,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,13,13,30,12,32,31,12,3,13,4,152,7,3,5,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,6,5,38,0,0,0,12,10,7,78,3,0,15,0,0,0,4,0,0,23,0,5,3,0,0,0,0,0,0,14,0,15,4,10,0,0,0,0,3,28,0,14,0,12,0,0,0,0,0,35,6,3,0,0,19,5,0,0,0,45,3,0,0,9,3,3,0,4,0,21,0,0,0,0,0,0,0,0,0,3
UCL121001,7,14,0,3,4,0,0,0,0,33,0,6,0,6,4,0,0,0,0,21,8,3,0,0,7,0,0,0,0,18,0,0,0,12,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,27,5,19,21,4,0,10,8,107,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,7,24,0,3,3,12,7,0,57,0,0,3,0,0,0,5,0,0,11,5,0,0,0,0,0,0,3,3,21,7,15,0,3,4,0,0,0,0,30,6,11,0,6,4,0,0,0,0,24,7,3,0,0,9,0,5,3,0,22,0,4,0,6,4,0,0,0,0,22,0,0,0,0,0,0,0,0,0,6
UCL121002,0,11,0,7,0,0,0,0,0,17,0,15,0,0,0,0,0,0,0,19,0,0,0,0,10,0,0,0,0,11,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,26,0,14,10,0,0,5,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,4,0,15,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,12,0,12,0,0,0,0,0,18,0,19,0,0,0,0,0,0,0,23,0,0,0,0,10,0,0,0,0,12,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0
UCL121003,0,5,0,0,0,0,0,0,0,15,3,15,0,3,0,0,0,0,0,23,3,0,0,0,0,4,0,0,0,16,6,12,0,5,0,0,0,6,0,23,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,39,0,7,14,13,0,0,0,90,0,3,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,13,0,0,0,0,5,0,25,9,0,16,0,0,0,0,0,0,23,0,0,3,0,0,0,0,3,0,11,0,12,0,0,3,0,0,0,0,18,5,19,0,3,0,5,0,0,0,36,4,5,0,0,5,4,0,0,0,23,8,16,0,3,0,0,0,0,0,35,0,6,0,0,0,4,0,0,0,11
UCL121004,0,17,5,9,0,7,0,0,0,41,0,15,0,8,0,0,0,0,0,25,0,0,0,0,21,0,0,0,0,26,4,5,0,18,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,7,40,10,47,33,9,4,3,0,152,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,28,0,3,0,3,7,0,49,4,0,17,0,0,5,0,0,0,30,0,3,3,5,0,0,0,0,0,14,0,24,0,11,0,7,0,0,0,39,0,18,0,11,0,0,0,0,0,35,4,3,0,0,23,3,0,3,0,38,4,5,0,21,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,6
UCL121005,0,14,4,5,0,0,0,0,0,20,0,10,0,0,3,0,0,0,0,13,0,3,0,4,7,0,0,0,0,13,0,6,0,0,3,0,0,0,3,20,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,8,32,4,11,20,4,0,0,7,88,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,21,0,0,0,4,0,0,33,3,0,15,0,0,0,0,0,0,25,0,0,3,0,0,0,0,0,0,3,0,9,4,5,0,0,0,0,0,23,7,12,0,0,3,0,0,0,0,18,3,3,5,3,12,0,0,0,0,30,0,4,0,5,3,0,0,0,3,23,0,0,0,0,0,0,0,0,0,3
UCL121006,0,9,3,0,0,5,0,0,0,24,0,16,0,0,3,0,0,0,0,21,3,4,0,4,7,6,0,4,0,23,0,4,0,3,0,0,0,0,0,14,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,37,7,10,18,4,0,4,6,89,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,0,4,0,27,6,0,25,0,0,0,4,0,0,31,0,0,4,0,0,0,0,0,0,11,0,9,3,3,0,5,0,0,0,26,0,15,0,0,3,0,0,0,0,25,7,4,0,0,6,6,0,4,0,31,0,4,0,7,3,0,0,0,0,22,0,0,3,0,0,0,0,0,0,4
UCL121007,0,6,0,4,0,0,0,0,0,11,0,4,0,4,3,0,0,0,0,16,3,0,0,0,5,0,0,0,0,17,0,0,0,9,5,0,0,4,0,19,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,12,17,7,15,17,3,0,15,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,9,0,0,0,4,4,0,30,0,0,5,0,0,0,0,4,0,5,0,3,0,0,4,0,3,9,0,17,0,10,0,4,0,0,0,0,0,13,0,6,0,4,3,0,0,0,0,16,0,6,0,0,9,0,0,0,0,29,0,0,0,13,5,0,0,4,0,25,0,0,0,0,0,0,0,0,0,0
UCL121008,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,6,0,0,0,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
UCL121009,0,3,4,6,4,0,3,4,0,21,0,6,0,0,0,0,0,0,0,10,3,3,0,0,3,3,0,0,0,14,0,0,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,16,3,21,10,5,9,14,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,20,0,0,0,20,5,0,51,0,0,4,0,0,0,3,0,0,9,0,0,4,0,0,0,3,4,0,9,0,5,4,9,4,0,3,4,0,30,0,9,0,0,0,0,4,0,0,14,8,3,0,0,3,3,6,5,0,28,0,0,0,6,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
UCL121010,4,8,0,10,5,0,0,0,0,23,0,15,0,0,3,0,0,0,0,17,6,9,6,0,9,4,0,0,0,22,0,3,0,4,0,0,0,0,0,13,3,4,0,0,0,4,0,0,0,10,0,0,0,8,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,36,6,17,15,3,0,0,0,99,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,21,9,0,19,0,0,0,0,0,0,37,0,0,0,0,0,0,0,5,0,4,4,13,0,10,5,0,0,0,0,31,0,17,0,0,3,0,0,0,0,20,17,8,6,6,11,0,0,0,0,38,6,5,0,0,3,3,0,0,0,19,3,3,0,0,0,4,0,0,0,13
UCL121011,0,0,0,3,0,0,0,0,0,22,0,0,0,7,0,0,0,0,0,13,0,3,0,7,4,0,0,0,0,18,0,5,0,13,0,4,0,0,0,25,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,13,5,28,9,10,0,6,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,9,3,0,0,0,0,0,22,0,0,5,0,0,0,0,0,0,8,0,4,5,0,0,0,0,0,0,11,0,6,6,7,0,0,0,0,0,27,0,0,0,7,0,0,0,0,0,11,0,3,0,8,4,0,0,6,0,23,0,5,0,17,0,0,0,0,0,28,0,3,0,0,0,0,0,0,0,10
UCL121012,0,16,3,8,4,0,0,0,0,35,0,9,0,4,4,0,0,0,0,20,3,7,0,4,16,5,0,0,0,41,0,8,0,0,0,0,0,0,0,13,0,0,0,5,4,0,0,0,0,11,0,0,0,3,4,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,51,12,25,31,11,4,0,3,152,0,5,5,5,0,4,0,0,0,15,3,0,0,0,0,0,0,0,0,9,11,9,29,4,3,3,3,8,5,72,4,3,15,0,0,0,5,4,0,29,0,0,0,0,0,0,3,0,0,5,3,23,3,8,4,0,0,0,0,42,5,15,0,4,4,0,0,0,0,28,12,9,6,0,20,9,0,0,0,53,0,11,0,3,3,0,0,0,0,28,0,0,0,5,4,0,0,0,0,9
UCL121013,0,11,0,6,0,0,0,0,0,20,4,17,0,0,0,0,0,0,0,25,4,0,0,4,6,0,0,0,0,16,0,5,0,5,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,40,0,21,7,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,4,0,0,0,7,0,0,19,0,0,4,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,3,0,14,0,11,0,0,0,0,0,30,5,20,0,0,0,0,0,0,0,26,3,0,0,4,4,0,0,0,0,20,5,5,0,13,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,3
UCL121014,0,3,0,0,3,0,0,0,0,13,0,9,0,3,0,0,0,0,0,11,0,4,0,3,5,0,0,3,0,14,0,4,0,5,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,4,22,10,7,3,7,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,16,0,0,0,6,0,0,26,0,0,3,0,0,0,5,0,0,11,0,0,4,0,0,0,0,3,0,8,0,4,0,6,3,0,0,0,0,11,0,13,0,3,0,0,0,0,0,19,0,3,0,3,5,0,4,10,0,24,0,0,0,7,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0
UCL121015,0,6,0,0,0,0,0,0,0,16,5,13,0,0,0,0,0,0,0,20,9,4,0,0,15,3,0,0,0,41,7,14,0,11,6,0,0,0,0,36,0,7,0,0,0,0,0,0,0,13,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,46,11,21,27,9,0,3,3,149,9,8,0,3,0,3,0,0,0,20,5,0,0,0,0,0,0,0,0,6,15,9,26,0,5,0,0,5,0,57,9,3,8,0,0,0,0,0,0,24,4,0,0,0,0,0,0,0,0,9,0,11,0,0,0,0,0,0,0,20,5,19,0,0,0,0,0,0,0,32,16,13,0,3,16,7,0,0,0,52,8,14,0,12,4,0,0,5,0,47,0,11,0,0,4,0,0,3,0,17
UCL121016,0,9,0,4,0,0,0,0,0,17,0,10,0,0,0,0,0,0,0,8,0,4,0,3,9,0,0,0,0,20,0,8,0,7,0,0,0,0,3,15,0,0,0,0,5,0,0,0,0,9,0,0,4,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,30,7,13,17,4,0,10,7,83,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,15,0,0,0,5,0,0,22,0,0,11,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,6,0,9,0,4,0,0,0,0,0,18,0,11,0,6,0,0,0,0,0,12,0,7,0,3,17,3,0,0,0,34,0,8,0,8,3,0,0,0,3,24,0,4,0,5,5,0,0,0,0,16
UCL121017,3,20,0,11,0,0,0,0,0,31,0,17,0,4,0,0,0,0,0,29,10,9,0,3,21,4,0,0,0,51,3,5,0,8,4,0,0,0,0,25,0,3,0,0,0,0,0,0,0,9,0,0,4,3,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,17,60,11,35,35,7,4,4,3,170,0,3,0,0,0,0,0,0,0,7,0,5,4,0,0,0,0,0,0,9,10,8,26,0,0,0,5,7,0,55,9,0,10,0,0,0,0,4,0,32,0,0,6,0,0,0,0,0,0,8,10,15,0,12,0,0,0,0,0,40,3,27,0,4,0,0,0,0,0,38,15,19,4,4,25,6,0,0,0,72,8,8,0,16,4,0,0,0,0,40,0,8,0,0,0,0,0,0,0,13
UCL121018,0,6,0,8,3,0,0,0,0,14,0,5,0,6,0,3,0,0,0,16,9,0,0,3,16,10,0,0,0,33,0,4,0,6,0,0,0,0,0,20,0,0,0,0,4,0,0,0,0,4,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,21,6,25,27,14,0,4,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,3,3,43,0,3,0,10,10,0,80,0,0,13,0,0,0,0,0,0,17,0,0,0,0,9,0,0,3,0,11,0,14,0,8,3,0,0,0,0,22,0,5,4,6,0,3,0,0,0,16,9,0,0,3,15,13,0,4,0,40,0,8,0,11,0,0,0,6,0,27,0,0,0,0,4,0,0,0,0,3
