UCL_CODE_2021,M_Tot_0,M_Tot_1_19,M_Tot_20_29,M_Tot_30_34,M_Tot_35_39,M_Tot_40_44,M_Tot_45_49,M_Tot_50_over,M_Tot_hours_NS,M_Tot_Tot,F_AgriForestFish_0,F_AgriForestFish_1_19,F_AgriForestFish_20_29,F_AgriForestFish_30_34,F_AgriForestFish_35_39,F_AgriForestFish_40_44,F_AgriForestFish_45_49,F_AgriForestFish_50_over,F_AgriForestFish_hours_NS,F_AgriForestFish_Tot,F_Min_0,F_Min_1_19,F_Min_20_29,F_Min_30_34,F_Min_35_39,F_Min_40_44,F_Min_45_49,F_Min_50_over,F_Min_hours_NS,F_Min_Tot,F_Mnfg_0,F_Mnfg_1_19,F_Mnfg_20_29,F_Mnfg_30_34,F_Mnfg_35_39,F_Mnfg_40_44,F_Mnfg_45_49,F_Mnfg_50_over,F_Mnfg_hours_NS,F_Mnfg_Tot,F_EGW_WS_0,F_EGW_WS_1_19,F_EGW_WS_20_29,F_EGW_WS_30_34,F_EGW_WS_35_39,F_EGW_WS_40_44,F_EGW_WS_45_49,F_EGW_WS_50_over,F_EGW_WS_hours_NS,F_EGW_WS_Tot,F_Cnstn_0,F_Cnstn_1_19,F_Cnstn_20_29,F_Cnstn_30_34,F_Cnstn_35_39,F_Cnstn_40_44,F_Cnstn_45_49,F_Cnstn_50_over,F_Cnstn_hours_NS,F_Cnstn_Tot,F_WTrade_0,F_WTrade_1_19,F_WTrade_20_29,F_WTrade_30_34,F_WTrade_35_39,F_WTrade_40_44,F_WTrade_45_49,F_WTrade_50_over,F_WTrade_hours_NS,F_WTrade_Tot,F_RTrade_0,F_RTrade_1_19,F_RTrade_20_29,F_RTrade_30_34,F_RTrade_35_39,F_RTrade_40_44,F_RTrade_45_49,F_RTrade_50_over,F_RTrade_hours_NS,F_RTrade_Tot,F_AccomFoodS_0,F_AccomFoodS_1_19,F_AccomFoodS_20_29,F_AccomFoodS_30_34,F_AccomFoodS_35_39,F_AccomFoodS_40_44,F_AccomFoodS_45_49,F_AccomFoodS_50_over,F_AccomFoodS_hours_NS,F_AccomFoodS_Tot,F_TransPostWhse_0,F_TransPostWhse_1_19,F_TransPostWhse_20_29,F_TransPostWhse_30_34,F_TransPostWhse_35_39,F_TransPostWhse_40_44,F_TransPostWhse_45_49,F_TransPostWhse_50_over,F_TransPostWhse_hours_NS,F_TransPostWhse_Tot,F_InfoMedTelecom_0,F_InfoMedTelecom_1_19,F_InfoMedTelecom_20_29,F_InfoMedTelecom_30_34,F_InfoMedTelecom_35_39,F_InfoMedTelecom_40_44,F_InfoMedTelecom_45_49,F_InfoMedTelecom_50_over,F_InfoMedTelecom_hours_NS,F_InfoMedTelecom_Tot,F_FinInsurS_0,F_FinInsurS_1_19,F_FinInsurS_20_29,F_FinInsurS_30_34,F_FinInsurS_35_39,F_FinInsurS_40_44,F_FinInsurS_45_49,F_FinInsurS_50_over,F_FinInsurS_hours_NS,F_FinInsurS_Tot,F_RentHirREserv_0,F_RentHirREserv_1_19,F_RentHirREserv_20_29,F_RentHirREserv_30_34,F_RentHirREserv_35_39,F_RentHirREserv_40_44,F_RentHirREserv_45_49,F_RentHirREserv_50_over,F_RentHirREserv_hours_NS,F_RentHirREserv_Tot,F_ProScieTechServ_0,F_ProScieTechServ_1_19,F_ProScieTechServ_20_29,F_ProScieTechServ_30_34,F_ProScieTechServ_35_39,F_ProScieTechServ_40_44,F_ProScieTechServ_45_49,F_ProScieTechServ_50_over,F_ProScieTechServ_hours_NS,F_ProScieTechServ_Tot,F_AdminSupServ_0,F_AdminSupServ_1_19,F_AdminSupServ_20_29,F_AdminSupServ_30_34,F_AdminSupServ_35_39,F_AdminSupServ_40_44,F_AdminSupServ_45_49,F_AdminSupServ_50_over,F_AdminSupServ_hours_NS,F_AdminSupServ_Tot,F_PubAdmiSafety_0,F_PubAdmiSafety_1_19,F_PubAdmiSafety_20_29,F_PubAdmiSafety_30_34,F_PubAdmiSafety_35_39,F_PubAdmiSafety_40_44,F_PubAdmiSafety_45_49,F_PubAdmiSafety_50_over,F_PubAdmiSafety_hours_NS,F_PubAdmiSafety_Tot,F_EducTrain_0,F_EducTrain_1_19,F_EducTrain_20_29,F_EducTrain_30_34,F_EducTrain_35_39,F_EducTrain_40_44,F_EducTrain_45_49,F_EducTrain_50_over,F_EducTrain_hours_NS,F_EducTrain_Tot,F_HealthCareSocA_0,F_HealthCareSocA_1_19,F_HealthCareSocA_20_29,F_HealthCareSocA_30_34,F_HealthCareSocA_35_39,F_HealthCareSocA_40_44,F_HealthCareSocA_45_49,F_HealthCareSocA_50_over,F_HealthCareSocA_hours_NS,F_HealthCareSocA_Tot,F_ArtRecServ_0,F_ArtRecServ_1_19,F_ArtRecServ_20_29,F_ArtRecServ_30_34,F_ArtRecServ_35_39,F_ArtRecServ_40_44,F_ArtRecServ_45_49,F_ArtRecServ_50_over,F_ArtRecServ_hours_NS,F_ArtRecServ_Tot,F_OthServ_0,F_OthServ_1_19,F_OthServ_20_29,F_OthServ_30_34,F_OthServ_35_39,F_OthServ_40_44,F_OthServ_45_49,F_OthServ_50_over,F_OthServ_hours_NS,F_OthServ_Tot
UCL115034,36,44,19,26,85,134,30,77,17,462,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,3,7,4,3,0,0,0,27,0,0,0,0,0,0,0,0,0,5,7,4,0,0,0,0,0,0,0,8,0,0,0,0,5,0,0,0,0,0,7,14,13,7,5,7,5,0,0,67,9,8,3,5,0,3,0,0,0,28,0,7,0,0,0,3,0,4,0,11,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,0,0,0,13,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,19,0,3,0,3,0,3,0,0,0,16,6,5,4,3,11,7,0,0,0,29,5,8,6,3,12,4,3,4,0,52,11,20,15,22,22,14,0,3,0,110,0,0,3,0,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,12
UCL115035,27,78,47,42,214,251,91,211,9,970,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,5,9,19,0,0,0,48,0,6,0,0,0,0,0,0,0,6,0,7,5,0,7,5,0,0,0,23,0,0,0,0,6,3,0,0,0,9,3,37,26,11,22,10,3,7,0,128,6,25,15,3,11,3,0,0,0,83,0,0,0,4,3,0,0,3,0,14,0,0,0,0,0,0,0,0,0,3,0,3,0,4,6,6,0,5,0,30,0,0,6,0,10,0,0,0,0,17,0,9,4,9,15,6,3,3,0,48,0,3,9,0,6,10,4,3,0,27,3,3,7,0,23,5,7,7,0,59,6,17,25,24,45,20,19,29,0,187,26,20,41,38,81,49,8,12,4,280,0,3,0,0,0,0,0,0,0,12,0,4,5,0,10,4,0,0,0,31
UCL115036,24,96,52,40,133,150,41,87,9,625,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,13,25,18,7,15,5,0,3,0,80,5,24,4,3,6,0,0,4,0,43,0,0,3,0,0,0,0,6,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,9,4,3,0,0,4,0,0,4,0,18,4,10,6,3,7,0,0,3,0,32,5,11,0,5,0,3,3,0,0,21,4,12,9,3,20,11,0,9,0,61,0,16,9,8,11,13,6,20,0,89,11,29,23,17,28,27,3,10,3,147,0,0,0,0,0,0,0,0,0,8,4,4,0,0,3,6,0,0,0,14
UCL115037,14,39,21,17,46,89,24,56,0,297,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,8,6,10,4,0,5,0,46,9,12,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,8,0,5,0,0,0,0,0,0,0,5,0,4,5,4,0,0,0,0,0,16,5,4,0,0,0,0,0,0,0,8,3,4,5,0,12,6,4,0,0,34,5,9,11,3,8,3,3,10,0,54,0,12,30,13,9,12,0,3,0,74,0,0,0,0,0,3,0,0,0,3,0,6,4,4,0,3,0,0,0,11
UCL115038,7,30,22,22,51,56,18,62,3,267,0,5,3,0,0,4,0,5,0,16,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,6,5,4,8,0,0,0,41,0,11,3,0,0,0,0,0,0,23,0,0,0,0,4,0,0,0,0,8,0,0,6,0,0,0,0,0,0,7,0,0,0,0,4,0,0,0,0,4,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,0,9,6,5,3,8,0,0,0,36,5,11,12,11,11,19,3,4,0,82,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,7
UCL115039,57,47,35,13,79,145,80,333,18,797,0,0,3,0,0,4,0,3,0,11,13,3,5,0,3,19,7,60,3,112,0,0,3,4,0,4,0,0,0,15,0,4,0,0,4,0,0,0,0,11,0,0,5,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,11,3,18,18,9,19,9,4,5,3,82,3,26,17,3,9,11,3,3,0,75,0,0,3,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,6,0,3,3,0,6,3,0,5,0,18,0,6,8,3,0,0,0,5,0,29,6,0,6,5,23,13,0,6,0,55,6,7,7,13,13,8,8,15,0,92,3,9,12,13,13,15,4,12,0,87,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,8,0,3,0,24
UCL115040,20,45,29,17,74,118,44,62,0,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,8,0,0,0,14,0,0,3,0,0,4,0,0,0,5,7,8,15,4,6,4,0,0,0,49,6,14,3,3,3,0,0,0,0,36,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,4,0,0,0,8,0,0,5,3,8,4,4,0,0,21,0,6,3,0,3,0,0,0,0,15,4,0,4,0,7,5,0,0,0,19,4,8,11,9,6,6,5,3,0,53,5,14,19,10,19,10,0,3,0,85,0,0,0,0,0,0,0,0,0,5,0,13,0,0,4,3,0,0,0,27
UCL115041,13,41,40,33,69,129,45,118,19,507,0,0,6,0,6,0,0,3,0,16,0,0,0,0,0,0,3,0,0,4,0,3,0,5,4,6,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,5,11,12,6,7,5,0,0,0,48,0,14,8,4,0,3,0,7,0,45,0,4,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,14,0,4,0,0,4,0,0,0,0,14,3,0,3,0,7,9,3,7,0,34,4,9,14,15,15,20,7,15,6,90,3,14,10,8,26,20,0,6,0,102,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,18
UCL115042,13,28,17,16,93,101,24,72,4,361,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,15,6,5,14,4,0,0,0,44,3,19,13,0,3,0,0,4,0,41,0,0,0,4,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,4,3,0,0,0,0,10,0,0,4,0,0,0,0,0,0,5,3,0,7,6,11,4,7,4,0,46,6,13,8,7,25,11,3,8,0,72,8,10,13,11,22,13,3,4,0,101,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,7
UCL115043,9,44,33,27,86,74,23,60,12,366,0,0,0,0,5,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,11,6,9,6,0,5,0,0,44,5,29,9,6,4,0,0,5,4,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,10,0,0,7,0,22,3,0,0,0,33,0,5,11,10,14,13,0,9,0,70,3,15,25,19,26,15,8,3,3,112,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,0,0,0,0,8
UCL115044,20,45,17,39,65,97,24,64,13,379,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,9,0,0,0,3,0,0,0,0,0,6,3,9,6,13,3,4,0,0,0,37,0,9,7,6,0,0,0,4,0,30,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,3,0,14,0,0,0,0,4,0,0,0,0,3,0,4,5,0,17,0,0,0,0,29,3,8,13,17,21,15,7,10,0,88,5,13,14,12,24,37,5,9,0,112,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,9
UCL115045,9,26,12,12,45,43,16,28,0,194,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,5,3,5,8,0,5,0,0,18,0,5,4,5,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,3,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,8,0,5,3,0,5,3,0,0,0,22,10,3,13,17,17,10,0,5,0,70,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,11
UCL115046,19,39,36,27,91,100,25,48,8,387,0,0,6,5,8,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,4,0,3,0,16,0,0,0,0,0,5,0,0,0,5,0,7,12,5,7,0,0,4,5,43,4,17,8,0,5,3,0,0,0,44,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,3,0,0,5,0,0,0,0,4,0,4,5,0,4,0,0,0,0,17,3,5,3,0,3,0,0,0,0,12,0,0,3,0,13,9,0,9,0,34,3,4,6,6,9,10,0,10,0,48,8,9,16,14,10,16,0,3,0,83,0,0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,0,0,0,13
UCL115047,19,43,24,15,96,115,28,66,12,407,4,5,5,0,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,5,0,5,5,3,0,0,0,14,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,4,0,0,0,7,0,4,0,0,0,0,0,0,0,7,0,9,19,6,5,10,0,0,0,51,3,12,3,3,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,6,0,5,0,4,3,0,13,0,7,3,0,0,0,0,6,0,19,0,4,3,0,16,0,0,6,0,35,0,9,13,3,7,11,0,8,0,53,14,19,19,17,28,22,7,4,0,123,0,0,0,0,0,0,0,0,0,0,0,5,4,6,3,4,0,0,0,20
UCL115048,39,82,62,45,131,175,47,98,11,689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,5,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,3,0,3,0,24,0,6,0,0,0,0,0,0,0,8,9,10,17,8,13,11,4,3,0,72,7,31,13,0,8,6,0,0,0,69,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,6,0,3,0,0,0,0,0,16,0,4,10,0,3,3,0,3,0,24,4,7,3,10,4,5,0,0,0,32,13,8,3,3,10,4,0,0,0,39,4,0,9,0,18,11,0,0,0,46,6,17,14,21,17,7,5,3,0,101,13,26,31,39,32,19,6,13,0,192,3,6,4,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,15
UCL115049,11,14,16,10,43,48,27,34,7,207,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,7,0,4,3,0,0,0,0,26,3,5,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,15,0,0,8,9,4,3,0,3,0,33,7,10,9,6,14,6,0,0,0,55,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,7
UCL115050,20,57,49,29,103,117,36,92,12,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,11,0,3,0,0,0,5,0,4,0,9,7,25,10,12,16,10,3,8,0,86,3,18,5,0,0,0,0,4,4,40,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,3,0,0,4,0,0,0,0,13,0,0,0,0,6,3,3,0,0,8,0,9,0,0,5,10,0,4,0,32,0,5,0,3,0,0,0,4,0,24,3,6,3,4,13,0,0,0,0,32,4,11,14,13,18,14,3,7,0,84,15,21,29,30,28,18,0,9,0,144,0,4,0,0,0,0,0,0,0,5,3,9,8,4,3,4,0,0,0,29
UCL115051,12,52,42,15,61,89,14,35,17,331,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,11,11,8,7,7,0,0,3,34,4,27,10,3,0,4,0,0,0,48,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,0,0,0,0,4,0,3,0,0,8,0,0,7,0,6,0,0,0,0,15,0,10,0,0,0,0,0,0,0,12,4,0,0,0,8,0,0,0,0,16,0,12,7,4,5,4,3,3,0,39,4,7,27,24,21,15,5,5,0,108,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,0,0,0,0,12
UCL115052,13,26,30,14,65,85,41,78,7,358,0,3,0,0,0,3,0,4,0,11,4,0,0,0,0,6,3,10,0,28,0,0,0,0,4,3,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,8,0,0,0,0,6,0,0,0,0,0,0,13,11,4,8,5,0,0,0,44,4,17,5,4,3,3,0,0,0,36,0,4,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,7,0,0,0,0,0,3,0,0,0,3,0,5,0,0,0,0,0,0,0,10,0,3,5,0,0,4,5,0,0,17,0,0,3,0,9,0,0,0,0,14,0,11,7,5,10,3,0,4,0,44,3,5,8,15,8,6,8,0,0,55,0,0,0,0,0,0,0,0,0,5,0,3,4,5,3,4,0,0,0,19
UCL115053,7,19,20,16,34,24,6,37,4,176,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,6,4,5,3,0,0,0,0,24,0,10,4,3,0,0,0,5,0,15,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,5,0,0,5,0,0,0,0,11,0,3,0,0,0,0,0,0,0,5,0,9,8,8,3,5,0,0,0,28,0,9,12,5,9,11,0,0,0,43,0,3,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,4
UCL115054,23,22,15,18,54,74,22,49,14,274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,6,0,0,0,0,0,7,7,11,4,0,0,0,3,0,27,4,5,7,0,0,0,0,0,0,12,0,0,0,3,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,0,14,3,0,0,0,0,3,0,0,0,5,0,0,3,6,12,0,5,0,0,31,3,6,8,6,3,5,0,7,0,40,0,7,14,6,8,3,0,0,0,52,3,0,0,0,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,8
UCL115055,21,57,41,29,94,104,29,65,14,452,0,4,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,12,15,8,15,6,0,0,0,52,3,17,4,3,6,0,0,3,0,37,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,9,0,0,0,0,0,0,0,0,0,5,4,0,0,0,4,0,3,4,0,18,0,8,3,0,0,0,0,0,0,19,0,0,0,0,4,3,0,0,0,12,5,10,9,17,9,0,0,8,0,63,7,14,31,30,15,10,0,6,0,109,0,0,0,0,0,0,0,0,0,3,0,6,7,3,0,5,0,0,0,21
UCL115056,25,74,55,31,111,93,29,114,18,559,0,8,4,4,4,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,8,0,0,0,0,8,7,15,27,7,12,8,3,5,4,83,12,27,15,7,9,0,0,3,0,81,0,4,3,6,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,0,7,0,0,4,0,0,4,0,0,0,3,0,3,5,3,0,3,0,0,0,26,0,5,4,3,6,6,0,5,0,28,3,0,0,3,9,3,0,0,0,20,5,14,13,13,10,7,3,9,0,68,8,22,42,11,27,8,5,7,0,128,0,0,0,0,0,0,0,0,0,3,3,8,3,4,3,3,0,0,0,23
UCL115057,23,67,44,54,112,104,37,83,15,541,0,3,5,0,3,7,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,6,5,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,3,3,14,11,12,10,7,0,7,0,60,4,25,10,3,9,3,0,3,0,64,0,4,5,0,0,0,0,6,0,9,0,0,0,0,0,3,0,0,0,3,4,0,3,0,0,4,0,0,0,8,0,3,0,0,0,0,3,0,0,11,0,0,5,3,4,8,0,4,0,22,0,8,4,3,0,4,0,0,0,27,0,0,4,0,10,0,4,0,0,19,4,24,7,19,25,14,9,13,0,113,13,24,20,26,27,20,4,6,3,139,0,0,5,0,0,0,0,0,0,4,4,0,4,0,5,0,0,0,0,15
UCL115058,19,44,31,18,44,57,12,24,3,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,14,5,0,0,3,0,0,6,29,9,19,6,3,5,3,0,0,0,47,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,0,5,4,4,0,0,0,3,0,0,0,8,9,4,3,0,0,0,0,0,0,12,0,0,4,0,4,0,3,0,0,9,0,9,7,6,9,7,0,0,0,33,10,4,15,7,9,0,0,0,0,56,0,0,4,0,0,0,0,0,0,4,3,5,3,0,0,0,0,0,0,17
UCL115059,12,42,24,15,50,72,36,71,11,337,0,7,0,3,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,3,0,12,0,13,0,3,13,0,3,0,0,38,0,7,5,4,3,0,0,0,0,26,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,10,0,3,0,3,0,0,0,0,0,15,0,0,0,0,3,0,0,0,0,4,7,10,6,7,6,8,6,11,0,54,4,21,17,18,17,9,0,3,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
UCL115060,14,31,26,28,201,244,124,172,23,863,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,9,29,13,11,17,8,4,0,4,86,0,26,7,0,6,5,0,0,0,42,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,4,0,0,4,0,9,0,0,0,0,20,0,6,0,0,9,3,0,0,0,25,0,4,6,7,44,47,21,38,9,182,3,6,7,3,11,6,0,6,0,42,9,17,22,28,34,19,3,9,5,145,0,7,0,0,0,0,0,0,0,9,0,9,15,3,5,0,0,4,0,25
UCL115061,6,18,10,11,63,38,15,22,4,192,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,6,4,5,3,6,0,0,0,31,0,9,0,0,4,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,7,0,0,0,0,6,0,0,0,0,3,0,0,0,0,4,0,0,0,0,3,0,0,0,0,4,4,0,0,0,5,0,0,4,3,4,3,0,3,0,19,4,14,21,14,19,7,5,4,0,77,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3
