UCL_CODE_2021,All_inc_NS_Emp_AW,All_inc_NS_E_T,All_inc_NS_UnE_lfw_FTW,All_inc_NS_UnE_lfw_PTW,All_inc_NS_UnE_lfw_Tot,All_inc_NS_T_LF,All_inc_NS_Notin_LF,All_inc_NS_LF_sta_NS,All_inc_NS_Tot,Tot_Emp_WFT,Tot_Emp_WPT,Tot_Emp_AW,Tot_E_T,Tot_UnE_lfw_FTW,Tot_UnE_lfw_PTW,Tot_UnE_lfw_Tot,Tot_T_LF,Tot_Notin_LF,Tot_LF_sta_NS,Tot_Tot
UCL112011,0,5,0,0,0,3,10,3,15,293,274,80,644,29,38,63,715,567,17,1296
UCL112012,4,10,0,0,0,10,8,15,32,507,460,59,1019,25,45,76,1088,710,26,1823
UCL112013,0,0,0,0,0,0,0,0,0,24,19,5,46,0,6,0,51,30,0,80
UCL112014,5,5,0,0,0,5,4,6,19,269,244,61,582,17,20,40,624,463,10,1095
UCL112015,4,5,0,0,0,8,11,10,34,456,453,72,980,29,37,69,1047,790,23,1854
UCL112016,0,9,0,0,0,9,15,14,38,669,417,64,1149,31,32,70,1216,670,27,1921
UCL112017,0,4,0,0,0,4,15,12,27,648,580,59,1286,26,42,74,1363,880,23,2265
UCL112018,0,3,0,0,0,4,19,24,50,572,442,77,1087,59,71,129,1220,827,36,2086
UCL112019,5,8,0,0,0,9,22,24,53,758,598,77,1439,50,48,97,1534,953,41,2525
UCL113001,0,0,0,0,0,0,5,7,15,244,275,31,552,12,11,27,582,390,13,980
UCL113002,0,3,0,0,0,3,10,10,15,148,167,19,338,7,8,16,352,286,12,645
UCL113003,6,10,0,0,0,10,10,8,29,294,201,54,549,19,17,41,588,461,13,1062
UCL113004,0,3,0,0,0,3,0,0,3,76,111,25,214,0,9,6,222,143,4,365
UCL113005,4,4,0,0,0,8,13,14,35,246,262,37,548,26,21,49,600,519,22,1141
UCL113006,0,4,0,0,0,4,14,21,38,155,152,38,345,32,23,51,396,394,31,816
UCL113007,0,4,0,0,0,4,5,3,7,155,134,27,322,3,10,12,332,150,3,482
UCL113008,0,0,0,0,0,4,4,7,13,126,139,32,296,10,10,25,327,335,15,669
UCL113009,0,3,0,0,0,3,5,4,8,154,110,22,289,7,5,14,302,127,0,430
UCL113010,0,0,0,0,0,0,6,0,5,176,141,20,339,8,9,18,363,179,6,549
UCL113011,0,0,0,0,0,3,6,5,20,177,122,28,327,13,18,34,356,241,9,604
UCL113012,3,5,0,0,0,5,3,4,8,169,172,38,381,18,13,30,408,241,3,651
UCL113013,0,0,0,0,0,0,8,11,25,218,217,45,479,26,18,43,528,458,24,1013
UCL113014,0,3,0,0,0,3,6,0,9,195,165,36,393,15,16,42,434,257,7,695
UCL113015,0,3,0,0,0,3,0,4,13,131,143,31,305,20,13,25,334,286,12,631
UCL113016,0,0,0,0,0,3,14,19,38,204,286,45,539,36,27,65,598,587,18,1202
UCL113017,5,6,0,0,0,6,4,3,15,147,201,36,386,10,9,18,402,288,3,696
UCL113018,0,0,0,0,0,0,0,0,0,22,17,0,37,0,0,0,37,34,0,68
UCL114001,0,4,0,0,0,4,0,6,13,71,69,11,161,0,5,4,162,91,5,263
UCL114002,0,0,0,0,0,0,0,4,3,49,81,0,134,4,10,13,148,134,5,289
UCL114003,0,4,0,0,0,4,0,8,13,134,124,33,291,15,19,27,323,317,6,643
UCL114004,0,0,0,0,0,0,0,3,7,91,65,5,167,0,9,4,171,116,9,292
UCL114005,0,0,0,0,0,0,7,0,6,50,65,3,122,6,12,23,148,129,0,277
UCL114006,0,0,0,0,0,0,0,5,3,83,52,14,148,4,9,8,155,92,5,247
UCL114007,0,0,0,0,0,0,10,0,11,103,118,9,225,13,15,33,259,187,9,452
UCL114008,0,0,0,0,0,5,0,0,5,79,75,11,169,3,6,10,177,85,0,266
UCL114009,0,0,0,0,0,0,0,0,0,74,41,6,118,4,0,6,126,30,4,157
UCL114010,0,0,0,0,0,0,0,3,9,105,75,11,199,4,11,15,217,157,8,383
UCL114011,0,0,0,0,0,0,0,3,4,62,56,7,133,14,12,24,151,151,3,312
UCL114012,0,0,0,0,0,0,0,0,0,97,22,8,122,0,0,0,128,25,0,155
UCL114013,5,3,0,0,0,3,7,8,21,111,86,25,217,8,13,20,245,182,8,431
UCL114014,0,0,0,0,0,0,0,0,0,91,59,5,155,0,5,3,161,63,0,224
UCL114015,0,6,0,0,0,6,3,5,14,136,133,21,288,29,12,39,331,265,9,610
UCL114016,0,0,0,0,0,0,6,6,8,106,84,9,201,9,10,22,223,125,3,355
UCL114017,0,0,0,0,0,0,0,0,0,100,87,9,196,3,3,7,201,87,0,288
UCL114018,0,0,0,0,0,0,5,3,3,80,95,10,179,4,6,10,189,86,6,275
UCL114019,3,0,0,0,0,0,7,10,23,89,62,17,170,9,6,18,185,168,20,374
UCL114020,0,3,0,0,0,3,4,0,7,110,105,17,227,0,4,4,233,154,5,391
UCL114021,5,5,0,0,0,5,0,8,19,140,155,24,328,10,9,16,344,259,11,621
UCL114022,0,4,0,0,0,4,3,9,11,57,78,13,149,13,4,17,162,193,9,365
UCL114023,0,0,0,0,0,0,3,0,7,87,55,11,157,9,8,17,171,114,5,290
UCL114024,0,0,0,0,0,0,5,3,9,171,115,12,299,15,10,24,319,197,6,524
UCL114025,0,0,0,0,0,0,0,0,0,77,89,14,180,4,8,14,193,97,3,296
UCL114026,0,0,0,0,0,0,0,0,3,97,57,23,184,7,0,13,190,102,3,294
UCL114027,3,3,0,0,0,3,0,0,4,47,67,11,121,5,9,8,127,93,0,219
UCL114028,0,0,0,0,0,0,3,3,3,80,54,6,144,0,4,5,150,94,3,246
UCL114029,0,0,0,0,0,0,0,0,0,59,36,11,110,5,3,3,113,65,5,182
UCL114030,0,0,0,0,0,0,0,0,0,56,58,7,123,4,3,7,130,101,3,230
UCL114031,0,0,0,0,0,0,0,0,3,79,94,21,196,6,7,6,202,127,4,333
UCL114032,0,4,0,0,0,4,4,4,6,93,63,20,179,3,5,7,183,138,7,325
UCL114033,0,0,0,0,0,0,0,0,4,100,70,12,185,9,16,22,204,134,5,340
UCL114034,0,0,0,0,0,0,6,6,10,110,130,13,254,6,10,21,276,230,6,506
UCL114035,0,0,0,0,0,0,0,3,7,70,62,11,141,3,10,15,157,100,5,265
UCL114036,0,0,0,0,0,0,3,4,6,61,62,14,136,0,0,3,140,121,6,264
UCL114037,0,0,0,0,0,0,0,0,0,97,83,10,190,4,0,4,191,83,0,273
UCL114038,0,6,0,4,4,8,3,0,13,108,121,10,247,11,13,25,271,184,5,463
UCL115001,0,0,0,0,0,0,5,0,0,21,12,7,44,0,0,3,45,31,0,75
UCL115002,0,0,0,0,0,0,0,0,0,67,50,6,128,0,4,6,129,56,0,190
UCL115003,0,0,0,0,0,0,0,0,0,51,15,8,75,4,0,3,74,34,0,111
UCL115004,0,0,0,0,0,0,0,0,0,24,19,3,47,0,0,3,48,32,0,81
UCL115005,0,0,0,0,0,0,0,0,3,14,8,0,22,0,0,0,22,19,0,45
UCL115006,3,3,0,0,0,3,0,0,3,22,36,3,62,0,0,0,66,29,0,96
UCL115007,0,0,0,0,0,0,0,4,4,52,33,6,84,5,0,4,89,51,4,145
UCL115008,0,0,0,0,0,0,0,0,0,10,12,0,23,0,0,0,23,18,0,39
UCL115009,0,0,0,0,0,0,0,0,0,23,21,5,46,0,0,0,47,14,0,62
UCL115010,0,0,0,0,0,0,0,0,0,9,16,4,20,4,3,3,26,26,6,55
UCL115011,0,0,0,0,0,0,0,0,0,21,13,0,37,0,3,4,45,30,0,73
UCL115012,0,0,0,0,0,0,0,0,0,12,4,0,21,0,0,4,21,24,0,48
UCL115013,0,0,0,0,0,0,5,3,10,71,76,7,155,0,6,10,162,117,8,288
UCL115014,0,0,0,0,0,0,0,0,3,53,81,6,143,0,0,7,147,73,3,222
UCL115015,0,0,0,0,0,0,0,0,0,14,17,3,35,0,0,0,35,25,0,58
UCL115016,0,0,0,0,0,0,0,0,0,15,11,0,30,0,0,3,35,17,0,48
UCL115017,0,0,0,0,0,0,0,0,3,17,16,7,37,0,0,3,42,21,0,64
UCL115018,0,0,0,0,0,0,3,0,6,3,13,0,18,0,4,3,19,36,0,55
UCL115019,0,0,0,0,0,0,0,4,0,67,62,13,140,5,6,10,145,88,0,237
UCL115020,0,0,0,0,0,0,0,0,0,59,30,5,95,7,3,16,108,59,3,169
UCL115021,0,0,0,0,0,0,0,0,0,14,14,0,22,0,0,4,29,23,0,51
UCL115022,0,0,0,0,0,0,0,0,0,28,32,6,67,0,0,9,73,38,0,103
UCL115023,0,0,0,0,0,0,0,0,0,8,12,4,19,0,0,0,19,26,0,54
UCL115024,0,0,0,0,0,0,3,0,7,24,6,0,31,5,0,5,34,50,0,86
UCL115025,0,0,0,0,0,0,0,0,0,28,11,6,48,0,0,0,48,16,0,67
UCL115026,0,0,0,0,0,0,0,0,0,16,12,0,29,0,4,4,32,13,0,53
UCL115027,0,0,0,0,0,0,0,3,3,68,34,5,111,4,4,8,120,32,6,158
UCL115028,0,0,0,0,0,0,0,0,0,34,30,4,71,0,0,0,73,17,0,93
UCL115029,0,0,0,0,0,0,0,0,0,16,36,4,55,6,0,6,59,33,0,93
UCL115030,0,0,0,0,0,0,0,0,0,5,27,5,33,0,4,0,36,32,0,72
UCL115031,0,0,0,0,0,0,0,0,0,33,33,4,67,0,0,0,67,28,0,94
UCL115032,0,0,0,0,0,0,0,0,0,29,12,5,45,0,0,4,50,30,0,82
UCL115033,0,0,0,0,0,0,0,0,0,65,18,3,88,4,0,3,92,19,0,114
UCL115034,0,0,0,0,0,0,0,0,0,22,27,3,49,3,0,0,51,31,0,85
UCL115035,0,0,0,0,0,0,0,0,0,71,46,9,130,3,0,3,134,53,0,189
UCL115036,0,0,0,0,0,0,0,0,0,26,28,7,64,0,5,10,74,65,4,136
UCL115037,0,0,0,0,0,0,0,0,0,9,11,3,26,0,0,0,29,12,0,39
UCL115038,0,0,0,0,0,0,0,0,3,10,22,0,31,0,0,4,32,40,0,74
UCL115039,0,0,0,0,0,0,0,3,5,44,24,9,79,5,0,0,78,54,4,139
UCL115040,0,0,0,0,0,0,0,0,0,22,21,0,40,0,0,0,45,19,0,64
UCL115041,0,0,0,0,0,0,3,0,3,32,40,0,69,3,0,10,73,54,7,134
UCL115042,0,0,0,0,0,0,0,0,0,26,22,3,59,0,0,0,59,27,0,85
UCL115043,0,0,0,0,0,0,3,3,8,28,34,0,64,0,3,5,76,64,3,140
UCL115044,0,0,0,0,0,0,5,3,9,30,26,5,63,3,3,9,66,111,6,181
UCL115045,0,0,0,0,0,0,0,0,0,18,20,0,36,5,3,6,38,24,0,64
UCL115046,0,0,0,0,0,0,0,0,0,22,19,3,43,4,0,4,43,27,0,72
UCL115047,0,0,0,0,0,0,0,0,0,30,24,3,55,0,0,0,60,45,0,105
UCL115048,0,0,0,0,0,0,0,0,3,34,32,3,80,3,8,4,87,78,0,163
UCL115049,0,0,0,0,0,0,0,0,0,15,8,3,32,4,0,4,34,26,0,60
UCL115050,0,0,0,0,0,0,0,0,0,35,17,7,58,0,0,0,61,16,0,71
UCL115051,0,0,0,0,0,0,0,0,0,20,6,3,25,5,0,3,28,40,0,73
UCL115052,0,0,0,0,0,0,0,0,0,25,22,0,56,0,0,0,56,32,0,82
UCL115053,0,0,0,0,0,0,0,0,0,4,16,0,22,0,0,0,28,23,0,47
UCL115054,0,0,0,0,0,0,0,0,0,8,11,0,19,0,0,0,19,9,0,37
UCL115055,0,0,0,0,0,0,0,0,3,32,27,0,58,3,0,3,61,58,0,118
UCL115056,0,0,0,0,0,0,0,0,4,29,47,3,78,3,6,13,84,70,3,161
UCL115057,0,0,0,0,0,0,0,0,0,35,40,3,75,4,0,3,83,58,0,142
UCL115058,0,0,0,0,0,0,0,0,0,9,16,3,28,0,3,3,33,27,0,58
UCL115059,0,0,0,0,0,0,0,4,4,21,19,6,39,0,5,9,38,31,0,75
UCL115060,0,0,0,0,0,0,0,6,4,39,32,10,84,5,4,8,94,28,6,121
UCL115061,0,0,0,0,0,0,3,0,3,22,16,0,40,3,0,5,45,30,0,72
UCL115062,0,0,0,0,0,0,0,0,0,11,17,5,34,0,0,0,34,14,0,43
UCL115063,0,0,0,0,0,0,0,0,0,12,15,0,34,0,0,0,34,14,0,42
UCL115064,0,3,0,0,0,3,0,0,4,37,46,9,95,3,4,0,94,41,0,139
UCL115065,0,0,0,0,0,0,4,4,5,36,32,12,78,0,3,9,91,85,5,177
UCL115066,0,0,0,0,0,0,0,0,0,31,27,4,64,0,3,3,65,30,3,101
UCL115067,0,0,0,0,0,0,0,6,0,23,39,6,69,3,5,13,76,50,4,128
UCL115068,0,0,0,0,0,0,0,0,0,7,9,0,19,0,0,0,23,20,0,43
UCL115069,0,0,0,0,0,0,0,0,0,20,23,0,38,6,3,13,53,38,0,89
UCL115070,0,3,0,0,0,3,0,0,9,32,43,7,82,0,0,3,86,42,0,134
UCL115071,0,0,0,0,0,0,0,0,5,26,27,3,59,0,0,3,61,50,0,112
UCL115072,0,0,0,0,0,0,0,0,4,9,14,0,19,0,6,6,26,21,0,47
UCL115073,0,0,0,0,0,0,0,3,5,8,12,0,26,0,3,3,33,36,3,73
UCL115074,0,0,0,0,0,0,0,0,0,19,12,0,38,0,0,4,39,37,3,80
UCL115075,0,0,0,0,0,0,0,0,0,5,10,4,16,0,0,3,20,10,0,33
UCL115076,0,0,0,0,0,0,0,0,5,13,15,0,31,5,3,6,34,45,5,85
UCL115077,0,0,0,0,0,0,0,0,3,24,30,3,56,3,3,4,60,67,0,130
UCL115078,0,0,0,0,0,0,0,0,0,16,18,5,36,0,0,0,36,19,0,51
UCL115079,0,0,0,0,0,0,0,4,7,28,31,4,61,4,0,4,59,41,6,110
UCL115080,0,0,0,0,0,0,0,0,5,40,33,5,81,5,0,7,82,31,0,117
UCL115081,0,0,0,0,0,0,0,0,0,17,9,0,27,0,0,0,30,21,0,55
UCL115082,0,0,0,0,0,0,0,0,0,15,13,0,34,0,0,0,29,22,0,58
UCL115083,0,0,0,0,0,0,0,0,0,25,18,3,49,0,3,8,54,48,0,101
UCL115084,0,0,0,0,0,0,0,0,0,16,13,4,34,0,0,7,40,36,3,79
UCL115085,0,0,0,0,0,0,0,0,0,15,4,0,12,0,0,0,12,11,0,29
UCL115086,0,0,0,0,0,0,0,0,0,33,22,0,61,0,0,0,62,9,0,76
UCL115087,0,0,0,0,0,0,0,0,0,20,17,5,36,0,0,0,40,13,0,55
UCL115088,0,0,0,0,0,0,0,0,0,21,18,0,39,0,3,3,44,21,0,66
UCL115089,0,0,0,0,0,0,5,3,3,57,32,3,98,4,4,10,110,97,3,209
UCL115090,0,0,0,0,0,0,0,3,4,6,24,0,28,5,0,9,34,42,0,80
UCL115091,0,0,0,0,0,0,0,0,3,9,20,3,31,0,0,0,31,41,0,76
UCL115092,0,0,0,0,0,0,0,0,0,27,30,9,63,0,3,4,65,32,0,105
UCL115093,0,0,0,0,0,0,0,0,0,14,12,0,23,0,0,0,24,9,0,33
UCL115094,0,0,0,0,0,0,0,0,0,41,38,8,86,0,4,12,95,98,4,194
UCL115095,0,0,0,0,0,0,0,0,0,8,17,3,25,0,0,3,23,34,5,61
UCL115096,0,0,0,0,0,0,0,0,3,55,38,12,103,3,5,5,109,56,0,163
UCL115097,0,0,0,0,0,0,0,0,0,29,33,12,78,5,5,9,81,61,0,144
UCL115098,0,0,0,0,0,0,0,0,0,17,24,0,38,0,0,0,40,39,3,76
UCL115099,0,0,0,0,0,0,0,0,0,35,58,10,99,8,3,9,100,100,0,207
UCL115100,0,0,0,0,0,0,0,6,3,25,24,4,54,0,4,3,62,84,5,150
UCL115101,0,0,0,0,0,0,0,0,0,26,29,9,58,4,0,0,68,39,0,105
UCL115102,0,0,0,0,0,0,0,7,6,25,39,3,67,3,0,11,74,79,4,159
UCL115103,0,0,0,0,0,0,0,0,0,13,10,5,22,0,0,0,22,33,0,57
UCL115104,0,0,0,0,0,0,0,0,0,11,14,3,30,0,0,0,30,15,0,48
UCL115105,0,0,0,0,0,0,0,3,3,24,22,6,47,0,0,0,47,29,3,79
UCL115106,0,0,0,0,0,0,8,5,8,28,32,0,59,0,0,4,68,68,5,133
UCL115107,0,0,0,0,0,0,0,0,0,42,90,6,134,3,13,14,146,91,0,239
UCL115108,0,0,0,0,0,0,0,0,0,26,7,0,40,0,0,0,36,17,0,56
UCL115109,0,0,0,0,0,0,0,5,0,24,41,8,69,3,0,5,71,82,5,156
UCL115110,0,0,0,0,0,0,5,6,11,37,56,3,104,15,7,20,118,100,9,233
UCL115111,5,5,0,0,0,5,0,0,9,54,39,7,101,9,5,12,113,82,0,198
UCL115112,0,0,0,0,0,0,0,0,3,37,31,4,80,3,0,6,81,29,0,110
UCL115113,0,0,0,0,0,0,0,0,0,19,18,3,40,0,3,3,47,31,0,77
UCL115114,0,0,0,0,0,0,7,0,7,41,26,4,81,0,0,9,86,60,0,150
UCL115115,0,0,0,0,0,0,0,5,3,59,111,12,184,3,7,9,194,99,3,295
UCL115116,0,0,0,0,0,0,0,4,4,57,72,14,142,4,0,8,149,83,7,243
UCL115117,0,0,0,0,0,0,0,0,0,14,24,0,45,0,0,3,46,26,0,75
UCL115118,0,0,0,0,0,0,0,0,0,25,18,0,41,0,0,0,41,20,3,60
UCL115119,0,0,0,0,0,0,0,3,3,54,30,12,100,8,0,4,109,58,3,169
UCL115120,0,0,0,0,0,0,0,0,0,32,18,12,53,0,0,0,56,25,0,86
UCL115121,0,0,0,0,0,0,0,3,7,15,29,0,41,6,6,4,51,50,4,102
UCL115122,0,0,0,0,0,0,3,3,3,34,24,3,69,3,5,13,81,62,4,142
UCL115123,0,0,0,0,0,0,0,0,0,20,17,3,41,0,0,0,43,12,0,56
UCL115124,0,0,0,0,0,0,0,3,3,70,71,7,147,6,0,6,155,79,3,236
UCL115125,0,0,0,0,0,0,0,0,0,32,40,0,73,0,0,0,71,43,0,118
UCL115126,0,0,0,0,0,0,0,0,0,16,17,0,27,0,0,0,30,6,0,36
UCL115127,0,0,0,0,0,0,0,0,0,11,23,0,35,0,0,0,35,29,4,68
UCL115128,0,0,0,0,0,0,0,0,0,30,25,0,58,0,0,8,61,44,0,114
UCL115129,0,0,0,0,0,0,0,0,0,12,7,6,27,0,0,0,27,10,0,34
UCL115130,0,0,0,0,0,0,0,4,4,19,32,0,49,0,0,4,56,73,4,133
UCL115131,0,0,0,0,0,0,0,3,0,48,61,11,116,0,9,6,131,95,5,227
UCL115132,0,0,0,0,0,0,0,0,0,19,17,0,34,0,0,0,34,20,0,61
UCL115133,0,0,0,0,0,0,0,0,0,12,21,5,33,0,0,0,34,31,0,65
UCL115134,0,0,0,0,0,0,0,0,0,48,65,7,123,4,4,9,130,62,3,192
UCL115135,0,0,0,0,0,0,0,6,4,33,17,13,61,3,5,5,69,83,6,154
UCL115136,0,0,0,0,0,0,0,0,0,23,22,4,46,3,0,3,48,25,0,75
UCL115137,0,0,0,0,0,0,0,0,0,62,51,10,123,4,3,10,129,59,0,189
UCL115138,0,0,0,0,0,0,0,0,0,25,28,12,62,0,0,0,62,31,0,97
UCL115139,0,0,0,0,0,0,0,0,6,16,15,3,35,0,0,0,38,29,3,74
UCL115140,0,0,0,0,0,0,0,0,0,14,13,0,28,0,0,0,28,16,0,48
UCL115141,0,0,0,0,0,0,0,5,5,21,21,0,44,8,0,3,50,29,8,84
UCL115142,0,0,0,0,0,0,0,0,0,27,21,0,49,0,0,0,49,16,0,69
UCL115143,0,0,0,0,0,0,0,3,3,25,30,6,57,0,3,5,71,63,3,137
UCL115144,0,0,0,0,0,0,0,3,6,34,46,5,88,4,5,10,96,71,3,167
UCL115145,0,0,0,0,0,0,0,0,0,16,15,0,34,0,0,0,33,24,0,59
UCL115146,0,0,0,0,0,0,0,0,0,27,31,4,59,5,4,7,60,33,0,97
UCL115147,0,0,0,0,0,0,0,0,0,16,10,0,26,0,0,0,24,9,0,40
UCL115148,0,0,0,0,0,0,0,0,0,8,12,3,24,0,0,4,27,19,3,45
UCL115149,0,0,0,0,0,0,0,0,0,12,8,4,20,0,0,3,22,30,3,59
UCL115150,0,0,0,0,0,0,0,0,0,22,7,4,30,0,0,0,36,20,0,56
UCL115151,0,0,0,0,0,0,0,0,0,33,28,0,62,4,0,3,68,44,0,110
UCL115152,0,0,0,0,0,0,0,0,0,12,14,0,23,3,0,8,31,23,0,58
UCL115153,0,0,0,0,0,0,0,4,3,16,12,0,27,0,0,0,32,43,9,79
UCL115154,0,0,0,0,0,0,3,0,5,20,14,0,36,0,4,8,49,45,0,89
UCL115155,0,0,0,0,0,0,4,3,7,58,55,10,132,14,11,20,149,146,8,302
UCL115156,0,0,0,0,0,0,0,0,0,9,7,0,24,3,7,4,27,33,0,57
UCL115157,0,0,0,0,0,0,0,0,0,13,23,3,40,0,0,0,44,43,0,91
UCL115158,0,0,0,0,0,0,0,0,0,27,36,0,67,3,0,3,74,32,0,106
UCL115159,0,0,0,0,0,0,0,0,0,16,15,10,40,0,0,0,39,14,0,60
UCL115160,0,0,0,0,0,0,0,0,0,20,15,7,44,0,0,0,45,18,0,58
UCL115161,0,0,0,0,0,0,3,8,7,54,83,9,146,5,15,22,168,140,10,315
UCL115162,0,0,0,0,0,0,3,0,0,61,41,0,103,0,0,0,102,55,0,160
UCL115163,0,0,0,0,0,0,0,3,3,21,24,3,52,0,3,4,54,38,3,92
UCL115164,0,0,0,0,0,0,0,6,3,11,11,6,38,0,0,0,38,19,6,61
UCL115165,0,0,0,0,0,0,0,0,0,10,11,0,22,0,0,0,23,13,0,35
UCL121001,0,0,0,0,0,0,0,0,0,8,9,0,18,0,0,0,15,15,0,30
UCL121002,0,0,0,0,0,0,0,0,3,7,4,0,8,0,0,0,12,9,0,24
UCL121003,0,0,0,0,0,0,0,0,0,6,4,0,11,0,0,0,11,9,0,20
UCL121004,0,0,0,0,0,0,0,0,0,12,16,3,25,0,0,0,30,20,0,44
UCL121005,0,0,0,0,0,0,0,0,0,3,8,3,13,0,0,0,13,12,0,23
UCL121006,0,0,0,0,0,0,0,0,0,3,8,0,8,0,0,0,6,7,0,16
UCL121007,0,0,0,0,0,0,0,0,0,12,12,0,16,0,0,0,23,22,0,39
UCL121008,0,0,0,0,0,0,6,5,11,7,0,0,10,0,3,3,13,22,5,39
UCL121009,0,0,0,0,0,0,0,0,0,14,11,0,22,0,0,0,22,14,0,35
UCL121010,0,0,0,0,0,0,0,0,0,5,8,3,20,0,0,0,14,10,0,27
UCL121011,0,0,0,0,0,0,0,8,5,6,19,3,28,0,3,3,36,58,13,99
UCL121012,0,0,0,0,0,0,0,0,0,3,0,0,12,0,0,0,8,7,0,19
UCL121013,0,0,0,0,0,0,0,0,0,13,15,0,22,3,0,3,26,29,0,57
UCL121014,0,0,0,0,0,0,0,0,0,7,6,5,12,0,0,0,18,5,0,25
UCL121015,0,0,0,0,0,0,0,0,0,5,5,0,11,0,0,0,13,17,0,27
UCL121016,0,0,0,0,0,0,0,3,3,7,3,0,17,0,0,0,15,7,3,26
UCL121017,0,0,0,0,0,0,0,0,0,4,8,4,11,0,0,0,11,5,0,20
UCL121018,0,0,0,0,0,0,0,0,5,9,4,4,14,0,0,0,13,18,3,32
UCL121019,0,0,0,0,0,0,0,0,0,10,7,0,13,0,0,0,10,6,0,18
UCL121020,0,0,0,0,0,0,0,0,0,10,3,0,12,0,0,0,16,5,0,18
UCL121021,0,0,0,0,0,0,0,0,0,16,8,0,21,0,0,0,21,6,0,27
UCL121022,0,0,0,0,0,0,0,0,3,5,3,5,11,0,0,0,8,12,0,24
UCL121023,0,0,0,0,0,0,0,0,0,0,4,5,13,0,0,0,13,20,0,27
UCL121024,0,0,0,0,0,0,0,0,0,10,3,0,14,0,0,0,20,13,0,35
UCL121025,0,0,0,0,0,0,0,0,0,15,3,0,22,0,0,0,22,7,0,27
UCL121026,0,0,0,0,0,0,0,0,0,8,22,5,28,5,0,5,31,14,0,47
UCL121027,0,0,0,0,0,0,0,0,0,17,11,0,25,0,0,0,25,14,0,40
UCL121028,0,0,0,0,0,0,0,0,0,5,5,0,13,0,0,0,13,16,0,27
UCL121029,0,0,0,0,0,0,0,0,0,7,10,0,13,0,0,5,17,22,0,36
UCL121030,0,0,0,0,0,0,0,0,0,12,12,0,28,0,0,0,29,24,0,55
UCL121031,0,0,0,0,0,0,0,0,0,15,11,0,24,0,4,3,31,13,0,46
UCL121032,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,3,8,16,0,31
UCL121033,0,0,0,0,0,0,0,0,0,8,8,0,15,0,0,0,18,3,0,21
UCL121034,0,0,0,0,0,0,0,0,0,15,6,0,23,0,0,0,23,4,0,27
UCL121035,0,0,0,0,0,0,0,0,0,16,21,5,38,0,0,0,39,37,0,78
UCL121036,0,0,0,0,0,0,0,0,0,15,14,0,28,0,4,4,34,24,0,54
UCL121037,0,0,0,0,0,0,0,0,0,10,9,5,15,0,0,0,15,15,0,32
UCL121038,0,0,0,0,0,0,0,0,3,3,5,0,6,0,0,0,12,11,0,24
UCL121039,0,0,0,0,0,0,0,0,0,3,17,0,19,0,0,3,20,3,0,21
UCL121040,0,0,0,0,0,0,0,0,0,6,0,0,8,0,0,0,8,3,0,14
UCL121041,0,0,0,0,0,0,0,0,0,6,4,0,9,0,0,0,9,18,0,24
