UCL_CODE_2021,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
UCL112006,8184,4254,6269,4528,3941,3935,3122,2120,860,37218,10,12,3,7,10,8,11,15,3,80,189,335,295,222,210,201,164,76,25,1726,0,3,8,7,8,10,3,6,0,35,7,5,16,9,15,18,6,0,0,66,0,0,3,7,0,3,7,0,0,21,0,4,0,0,6,0,0,4,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,4,0,0,0,5,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,193,342,322,244,238,238,187,84,26,1881,202,356,323,252,243,246,196,101,36,1958,8388,4615,6590,4780,4186,4180,3320,2221,897,39176
UCL112007,1109,533,584,658,728,797,979,643,202,6230,4,0,0,3,0,0,5,5,0,19,4,0,14,12,6,10,12,9,3,72,8,20,19,15,15,17,28,6,3,123,0,0,0,0,5,0,7,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,25,30,23,22,26,58,12,4,212,18,26,30,25,22,26,61,15,8,233,1124,561,617,683,750,825,1041,661,205,6468
UCL112008,2370,1477,1364,1610,1969,2833,3847,2780,1295,19545,4,5,4,0,3,10,19,14,7,60,87,136,97,74,111,189,205,71,38,1004,0,0,3,0,0,5,26,15,4,54,3,8,4,10,0,8,5,7,0,33,0,0,0,0,0,0,4,4,0,9,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,91,142,108,78,112,206,236,96,38,1115,96,144,114,81,117,214,257,105,47,1178,2465,1626,1477,1688,2085,3047,4106,2886,1341,20722
UCL112009,4307,2545,3237,2728,2740,2814,2484,1587,677,23126,3,3,9,7,3,0,0,10,4,45,72,305,248,123,102,104,87,33,39,1112,0,3,3,0,4,3,4,0,0,19,0,0,8,0,3,9,0,0,0,25,0,5,3,0,8,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,17,6,4,5,0,0,0,43,0,0,0,0,0,0,0,0,0,0,77,323,274,127,122,124,95,39,39,1223,77,331,282,131,125,129,97,47,40,1265,4388,2872,3521,2864,2863,2946,2586,1635,717,24394
UCL112010,3935,2324,3223,2642,2455,2246,1654,1082,570,20132,5,3,7,3,5,11,5,0,0,44,71,118,135,91,109,102,31,28,23,702,3,11,16,12,10,7,10,0,0,69,0,3,0,0,0,9,3,0,0,17,0,0,0,3,5,0,6,0,0,12,0,0,0,0,0,3,0,0,0,4,0,0,0,0,6,0,4,0,0,15,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,5,0,0,0,19,0,0,0,0,0,0,0,0,0,0,78,131,165,109,129,126,52,29,21,847,85,134,171,111,138,138,54,32,25,887,4025,2456,3392,2757,2592,2383,1708,1113,598,21014
UCL112011,4143,2377,3099,2282,2262,2161,1835,843,307,19309,3,3,0,3,4,7,8,0,0,27,98,79,88,55,54,47,40,30,22,512,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,86,90,55,58,54,40,29,22,536,105,90,93,59,62,59,49,30,22,570,4252,2465,3198,2344,2327,2221,1882,871,323,19879
UCL112012,4674,3210,3325,3192,3326,3586,3040,1756,820,26928,8,16,7,10,7,9,6,7,0,66,103,164,164,109,119,159,128,101,83,1137,0,4,3,3,7,5,11,3,0,28,8,6,18,12,21,14,23,5,3,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,115,181,188,132,139,176,155,111,90,1283,123,192,198,139,142,187,166,114,88,1349,4793,3408,3520,3337,3470,3772,3203,1875,910,28280
UCL112013,508,270,289,281,297,292,218,103,29,2289,0,0,7,0,0,0,0,0,0,10,0,6,4,11,8,3,0,0,0,35,12,7,9,5,3,3,0,3,0,36,0,0,0,0,0,4,0,0,0,4,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,12,8,16,12,9,10,9,0,84,8,8,14,12,12,9,10,9,0,89,522,282,305,297,307,305,224,108,29,2380
UCL112014,3797,2290,2467,2248,2346,2623,2577,2004,905,21265,0,3,6,0,0,0,0,7,5,23,84,86,78,60,44,81,42,35,10,521,0,0,0,0,0,0,0,0,0,6,0,0,6,0,4,0,4,0,0,14,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,90,88,62,54,83,46,33,9,550,84,95,86,60,53,85,53,41,13,573,3880,2379,2557,2313,2396,2705,2625,2048,923,21837
UCL112015,6354,3619,4562,3857,3606,3670,3495,2209,945,32318,3,5,6,6,7,11,16,14,4,79,154,179,209,168,151,135,92,70,34,1197,0,0,0,0,0,0,6,0,0,12,3,4,0,10,3,9,0,0,0,34,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,5,0,0,0,6,0,0,15,0,0,0,0,0,0,0,0,0,0,160,186,220,185,160,147,100,75,34,1268,167,196,221,197,168,161,112,88,42,1347,6520,3815,4786,4047,3778,3833,3607,2294,985,33664
UCL112016,8517,4507,5412,4876,4458,4040,3578,2200,966,38554,6,32,0,12,6,8,7,15,6,104,200,380,285,204,198,193,116,100,31,1716,3,9,11,9,7,4,0,0,0,42,7,11,24,32,29,23,4,0,0,134,0,5,6,5,3,6,0,0,0,20,0,5,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,13,13,11,0,3,3,0,0,53,0,0,0,0,0,0,0,0,0,0,214,431,333,255,247,235,127,104,35,1981,220,460,336,268,254,242,141,121,39,2079,8740,4969,5749,5144,4715,4287,3716,2317,1008,40640
UCL112017,7306,4860,4229,4814,5548,5960,6380,4727,2098,45918,0,6,6,4,12,12,19,13,8,77,246,335,266,249,253,345,384,145,69,2292,0,8,0,3,7,23,47,35,0,124,0,7,16,4,13,13,8,3,4,62,0,0,3,0,3,0,0,0,0,17,0,3,0,0,0,4,8,0,0,11,8,0,0,5,0,7,6,0,0,25,3,0,0,0,0,3,0,0,0,12,0,4,0,3,3,0,10,5,0,30,0,0,0,0,0,0,0,0,0,0,256,358,293,269,275,397,463,196,74,2576,263,369,303,274,287,408,476,204,82,2654,7560,5229,4532,5092,5835,6361,6856,4932,2182,48574
UCL112018,6855,4153,4948,3965,3670,3787,3292,2379,1076,34133,7,11,4,5,13,10,6,9,4,74,164,280,263,158,164,140,129,106,67,1468,6,4,0,0,7,5,0,4,0,31,5,11,8,6,11,7,8,4,0,68,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,174,292,274,166,192,154,141,112,67,1571,178,302,284,174,205,165,145,124,73,1647,7033,4460,5230,4140,3875,3953,3434,2503,1151,35787
UCL112019,9678,6219,6656,5789,5460,5409,4509,2723,1233,47676,9,9,14,6,9,9,16,15,7,97,242,432,339,160,205,224,177,113,45,1942,0,12,29,19,15,22,7,0,0,103,0,5,6,0,6,15,7,3,0,45,0,0,0,4,4,4,3,0,0,16,3,0,3,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,15,9,15,3,9,0,0,58,0,0,0,0,0,0,0,0,0,0,248,458,387,192,247,273,202,115,46,2166,258,464,405,202,255,284,218,131,52,2263,9934,6683,7063,5987,5711,5689,4725,2857,1287,49943
