UCL_CODE_2021,M_NatPhySci_Occ_Mng,M_NatPhySci_Occ_Pro,M_NatPhySci_Occ_TTW,M_NatPhySci_Occ_CPS,M_NatPhySci_Occ_CA,M_NatPhySci_Occ_Sal,M_NatPhySci_Occ_MOD,M_NatPhySci_Occ_Lab,M_NatPhySci_Occ_IDNS,M_NatPhySci_Total,M_InfoTechn_Occ_Mng,M_InfoTechn_Occ_Pro,M_InfoTechn_Occ_TTW,M_InfoTechn_Occ_CPS,M_InfoTechn_Occ_CA,M_InfoTechn_Occ_Sal,M_InfoTechn_Occ_MOD,M_InfoTechn_Occ_Lab,M_InfoTechn_Occ_IDNS,M_InfoTechn_Total,M_EngRelTech_Occ_Mng,M_EngRelTech_Occ_Pro,M_EngRelTech_Occ_TTW,M_EngRelTech_Occ_CPS,M_EngRelTech_Occ_CA,M_EngRelTech_Occ_Sal,M_EngRelTech_Occ_MOD,M_EngRelTech_Occ_Lab,M_EngRelTech_Occ_IDNS,M_EngRelTech_Total,M_ArchitBuild_Occ_Mng,M_ArchitBuild_Occ_Pro,M_ArchitBuild_Occ_TTW,M_ArchitBuild_Occ_CPS,M_ArchitBuild_Occ_CA,M_ArchitBuild_Occ_Sal,M_ArchitBuild_Occ_MOD,M_ArchitBuild_Occ_Lab,M_ArchitBuild_Occ_IDNS,M_ArchitBuild_Total,M_AgriEnviRelStu_Occ_Mng,M_AgriEnviRelStu_Occ_Pro,M_AgriEnviRelStu_Occ_TTW,M_AgriEnviRelStu_Occ_CPS,M_AgriEnviRelStu_Occ_CA,M_AgriEnviRelStu_Occ_Sal,M_AgriEnviRelStu_Occ_MOD,M_AgriEnviRelStu_Occ_Lab,M_AgriEnviRelStu_Occ_IDNS,M_AgriEnviRelStu_Total,M_Health_Occ_Mng,M_Health_Occ_Pro,M_Health_Occ_TTW,M_Health_Occ_CPS,M_Health_Occ_CA,M_Health_Occ_Sal,M_Health_Occ_MOD,M_Health_Occ_Lab,M_Health_Occ_IDNS,M_Health_Total,M_Educat_Occ_Mng,M_Educat_Occ_Pro,M_Educat_Occ_TTW,M_Educat_Occ_CPS,M_Educat_Occ_CA,M_Educat_Occ_Sal,M_Educat_Occ_MOD,M_Educat_Occ_Lab,M_Educat_Occ_IDNS,M_Educat_Total,M_ManagCom_Occ_Mng,M_ManagCom_Occ_Pro,M_ManagCom_Occ_TTW,M_ManagCom_Occ_CPS,M_ManagCom_Occ_CA,M_ManagCom_Occ_Sal,M_ManagCom_Occ_MOD,M_ManagCom_Occ_Lab,M_ManagCom_Occ_IDNS,M_ManagCom_Total,M_SocietCultu_Occ_Mng,M_SocietCultu_Occ_Pro,M_SocietCultu_Occ_TTW,M_SocietCultu_Occ_CPS,M_SocietCultu_Occ_CA,M_SocietCultu_Occ_Sal,M_SocietCultu_Occ_MOD,M_SocietCultu_Occ_Lab,M_SocietCultu_Occ_IDNS,M_SocietCultu_Total,M_CreatArt_Occ_Mng,M_CreatArt_Occ_Pro,M_CreatArt_Occ_TTW,M_CreatArt_Occ_CPS,M_CreatArt_Occ_CA,M_CreatArt_Occ_Sal,M_CreatArt_Occ_MOD,M_CreatArt_Occ_Lab,M_CreatArt_Occ_IDNS,M_CreatArt_Total,M_FoodHospPersServ_Occ_Mng,M_FoodHospPersServ_Occ_Pro,M_FoodHospPersServ_Occ_TTW,M_FoodHospPersServ_Occ_CPS,M_FoodHospPersServ_Occ_CA,M_FoodHospPersServ_Occ_Sal,M_FoodHospPersServ_Occ_MOD,M_FoodHospPersServ_Occ_Lab,M_FoodHospPersServ_Occ_IDNS,M_FoodHospPersServ_Total,M_MixFieldProg_Occ_Mng,M_MixFieldProg_Occ_Pro,M_MixFieldProg_Occ_TTW,M_MixFieldProg_Occ_CPS,M_MixFieldProg_Occ_CA,M_MixFieldProg_Occ_Sal,M_MixFieldProg_Occ_MOD,M_MixFieldProg_Occ_Lab,M_MixFieldProg_Occ_IDNS,M_MixFieldProg_Total,M_FS_ID_Occ_Mng,M_FS_ID_Occ_Pro,M_FS_ID_Occ_TTW,M_FS_ID_Occ_CPS,M_FS_ID_Occ_CA,M_FS_ID_Occ_Sal,M_FS_ID_Occ_MOD,M_FS_ID_Occ_Lab,M_FS_ID_Occ_IDNS,M_FS_ID_Total,M_FS_NS_Occ_Mng,M_FS_NS_Occ_Pro,M_FS_NS_Occ_TTW,M_FS_NS_Occ_CPS,M_FS_NS_Occ_CA,M_FS_NS_Occ_Sal,M_FS_NS_Occ_MOD,M_FS_NS_Occ_Lab,M_FS_NS_Occ_IDNS,M_FS_NS_Total,M_Tot_Occ_Mng,M_Tot_Occ_Pro,M_Tot_Occ_TTW,M_Tot_Occ_CPS,M_Tot_Occ_CA,M_Tot_Occ_Sal,M_Tot_Occ_MOD,M_Tot_Occ_Lab,M_Tot_Occ_IDNS,M_Total_Total,F_NatPhySci_Occ_Mng,F_NatPhySci_Occ_Pro,F_NatPhySci_Occ_TTW,F_NatPhySci_Occ_CPS,F_NatPhySci_Occ_CA,F_NatPhySci_Occ_Sal,F_NatPhySci_Occ_MOD,F_NatPhySci_Occ_Lab,F_NatPhySci_Occ_IDNS,F_NatPhySci_Total,F_InfoTechn_Occ_Mng,F_InfoTechn_Occ_Pro,F_InfoTechn_Occ_TTW,F_InfoTechn_Occ_CPS,F_InfoTechn_Occ_CA,F_InfoTechn_Occ_Sal,F_InfoTechn_Occ_MOD,F_InfoTechn_Occ_Lab,F_InfoTechn_Occ_IDNS,F_InfoTechn_Total,F_EngRelTech_Occ_Mng,F_EngRelTech_Occ_Pro,F_EngRelTech_Occ_TTW,F_EngRelTech_Occ_CPS,F_EngRelTech_Occ_CA,F_EngRelTech_Occ_Sal,F_EngRelTech_Occ_MOD,F_EngRelTech_Occ_Lab,F_EngRelTech_Occ_IDNS,F_EngRelTech_Total,F_ArchitBuild_Occ_Mng,F_ArchitBuild_Occ_Pro,F_ArchitBuild_Occ_TTW,F_ArchitBuild_Occ_CPS,F_ArchitBuild_Occ_CA,F_ArchitBuild_Occ_Sal,F_ArchitBuild_Occ_MOD,F_ArchitBuild_Occ_Lab,F_ArchitBuild_Occ_IDNS,F_ArchitBuild_Total,F_AgriEnviRelStu_Occ_Mng,F_AgriEnviRelStu_Occ_Pro,F_AgriEnviRelStu_Occ_TTW,F_AgriEnviRelStu_Occ_CPS,F_AgriEnviRelStu_Occ_CA,F_AgriEnviRelStu_Occ_Sal,F_AgriEnviRelStu_Occ_MOD,F_AgriEnviRelStu_Occ_Lab,F_AgriEnviRelStu_Occ_IDNS,F_AgriEnviRelStu_Total
UCL115002,14,14,3,0,0,0,0,0,0,25,0,4,4,0,0,0,4,0,0,12,26,37,124,10,13,10,17,24,8,255,20,5,93,0,0,4,5,17,0,136,7,3,10,0,0,0,3,9,0,37,0,7,3,0,0,0,0,0,0,22,6,11,0,3,0,0,0,0,0,23,23,13,0,5,13,15,5,4,0,78,7,5,0,14,3,0,0,4,0,36,5,4,0,0,0,0,0,5,0,20,0,0,17,0,4,0,5,3,0,38,0,0,0,0,0,0,0,0,0,0,3,9,6,3,0,0,0,0,3,18,0,0,5,0,0,0,4,0,3,16,111,111,263,44,30,25,56,67,16,717,3,7,0,0,9,6,0,0,3,20,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,13,0,0,0,0,0,4,0,0,0,4,0,3,5,0,3,0,0,0,0,19
UCL115003,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,8,22,17,88,9,6,5,22,6,3,179,10,4,58,0,0,0,13,8,0,93,4,0,4,0,0,0,0,3,0,12,0,4,6,0,0,0,0,0,3,12,3,17,0,6,0,0,0,0,0,33,26,12,0,0,9,0,5,9,0,61,0,4,0,12,0,5,0,0,0,31,0,4,0,0,0,0,0,0,0,7,7,0,12,3,0,0,6,4,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,3,5,5,13,72,69,175,33,24,16,55,32,16,489,5,3,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,6,0,3,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,0,5
UCL115004,0,3,0,0,0,0,0,3,0,12,5,0,0,0,0,0,0,0,0,4,8,10,22,0,4,3,5,9,0,58,3,0,27,3,0,0,5,3,0,42,9,5,3,0,0,0,0,4,0,24,0,10,0,0,0,0,0,0,0,11,0,8,0,0,0,0,0,3,0,16,11,6,9,0,0,0,0,0,0,26,4,0,0,8,0,0,0,3,0,18,3,3,0,0,0,0,0,0,0,10,3,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,47,44,59,15,7,3,12,42,0,243,3,3,0,0,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,5
UCL115005,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,10,9,0,0,0,7,10,0,44,0,0,4,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,11,0,6,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,6,0,7,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,22,21,27,5,0,0,18,17,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL115006,4,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,3,13,11,16,4,0,3,5,5,0,60,15,9,31,0,0,0,0,0,0,62,9,3,3,0,0,0,0,9,0,15,0,21,0,0,0,0,0,0,0,18,0,17,0,0,0,0,0,0,0,24,18,17,4,0,7,10,0,5,0,64,12,20,0,5,0,0,0,0,0,41,5,23,3,0,0,0,0,0,0,29,7,0,7,0,0,0,0,4,0,16,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,0,6,3,0,0,0,0,0,5,19,79,137,71,15,6,18,8,26,4,363,5,0,0,0,0,0,0,6,0,9,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,13,0,4,0,0,0,0,0,0,0,3
UCL115007,5,0,0,0,0,0,0,0,0,9,4,9,0,0,0,0,0,0,0,11,28,16,101,3,6,6,43,18,0,231,12,3,62,0,6,0,16,13,0,109,0,0,13,0,0,0,4,0,0,22,0,4,0,4,0,0,0,0,0,8,0,13,0,0,0,0,0,0,0,15,14,8,3,0,9,4,3,3,0,54,0,3,3,11,0,3,3,0,0,25,0,0,0,0,0,0,0,3,0,3,0,0,7,0,0,0,8,0,4,18,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,10,0,0,4,0,0,0,4,3,5,19,80,55,193,26,25,16,83,41,18,532,0,4,0,0,0,0,0,0,0,13,0,0,0,0,3,0,0,0,0,0,0,4,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,8
UCL115008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,16,0,0,0,3,0,0,35,3,4,9,0,0,0,0,3,0,25,0,0,4,0,0,0,0,3,0,16,0,5,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,12,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,16,17,35,7,5,5,17,17,3,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL115009,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,14,8,34,0,0,0,7,5,0,81,5,0,13,0,0,0,0,3,0,26,5,6,10,0,0,0,0,0,0,27,0,4,0,0,0,0,0,0,0,8,3,9,0,0,0,0,0,0,0,9,9,0,0,0,0,7,0,4,0,30,4,7,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,5,0,16,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,5,0,3,4,0,0,0,0,0,0,9,50,26,74,9,4,8,21,30,0,228,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
UCL115010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,4,4,0,17,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,6,0,0,4,4,0,0,0,0,0,15,0,3,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,3,11,12,20,10,0,0,7,8,0,72,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL115011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,4,34,3,0,3,14,11,0,79,5,0,26,0,0,0,0,4,0,34,0,0,6,0,0,0,0,0,0,11,0,0,0,4,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,7,3,5,0,5,5,4,4,0,30,0,6,0,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,4,4,25,20,75,18,8,14,25,26,3,211,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5
UCL115012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,7,0,14,0,0,0,5,3,0,35,0,0,3,4,0,0,0,4,0,5,0,0,0,0,0,0,4,0,0,9,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,8,14,5,19,8,3,0,17,18,3,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7
UCL115013,6,3,0,0,0,0,0,0,0,9,0,4,3,0,0,0,0,0,0,10,13,12,55,4,7,5,12,16,0,132,9,3,40,4,0,4,7,10,0,69,0,0,5,0,3,0,3,4,0,21,0,16,0,15,0,0,0,0,0,38,4,17,0,0,0,0,0,0,0,22,15,3,3,5,7,3,5,4,0,60,6,13,0,15,5,0,0,7,0,47,0,8,0,6,0,0,6,4,0,15,3,0,15,0,0,4,4,7,0,34,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,3,3,0,0,0,7,0,18,53,87,135,53,24,18,40,76,3,491,0,3,5,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,8,0,0,0,7,4,0,0,0,0,16
UCL115014,3,7,5,0,3,0,0,0,0,17,7,4,0,0,0,0,3,0,0,16,9,14,24,6,10,6,6,9,0,71,11,6,23,0,0,0,4,5,0,51,0,9,11,3,0,0,4,7,0,39,0,19,0,10,0,0,0,0,0,32,4,19,0,4,0,0,0,0,0,28,9,13,3,3,6,4,0,0,0,48,4,20,9,8,4,0,0,0,3,49,3,16,6,3,3,4,0,0,0,43,0,0,9,0,0,5,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,4,0,15,54,134,90,34,29,20,17,33,7,426,0,6,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,4,0,0,0,10,0,3,0,0,0,0,0,0,0,9,4,5,0,0,0,0,0,4,0,15
UCL115015,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,9,28,0,0,0,4,8,0,62,5,0,21,0,0,0,3,8,0,41,5,0,5,0,0,0,0,0,0,16,3,3,0,4,0,0,0,0,0,16,0,5,6,0,0,0,0,3,0,8,3,3,0,0,0,3,0,7,0,18,0,5,0,7,0,0,0,0,0,20,5,3,0,0,0,0,0,0,0,11,0,0,6,0,0,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,4,40,28,78,20,3,15,10,29,4,213,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
UCL115016,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,3,28,0,4,3,6,6,0,52,4,0,22,0,0,0,4,0,0,31,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,6,4,4,0,0,4,0,4,0,19,4,0,3,4,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,5,24,17,59,10,13,9,12,20,9,165,0,0,3,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3
UCL115017,3,4,0,0,0,0,0,0,0,10,0,4,0,0,0,0,0,0,0,3,11,21,37,6,3,4,0,4,0,85,10,9,25,0,0,0,3,6,0,52,0,7,0,0,4,0,0,0,0,11,3,20,0,0,0,0,0,0,0,28,0,5,0,0,0,0,0,0,0,12,27,23,0,0,3,5,0,3,0,64,3,15,0,3,0,0,0,0,0,32,3,10,5,4,0,0,0,0,0,15,3,0,10,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,4,0,0,0,0,0,0,14,72,116,79,21,13,17,11,11,5,344,0,3,0,0,6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
UCL115018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,4,0,3,4,0,19,5,0,10,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,3,0,6,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,3,12,6,21,7,5,4,9,8,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL115019,6,25,0,0,0,0,0,0,0,34,7,20,3,0,0,0,0,5,0,33,19,17,42,11,0,3,16,10,0,120,14,11,26,4,4,0,0,11,0,63,8,5,19,0,0,0,7,4,0,44,0,30,0,10,0,0,0,4,0,51,7,30,4,4,0,0,0,6,0,43,28,21,7,7,9,10,4,8,0,93,11,43,6,24,8,3,0,0,4,105,5,38,12,4,0,3,0,0,0,64,0,4,14,0,0,0,5,5,0,29,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,12,3,0,3,0,0,0,0,0,0,10,112,245,135,61,30,21,35,47,12,699,9,17,7,0,4,0,0,3,0,36,0,7,0,0,0,0,0,0,0,5,0,7,3,0,0,0,0,0,0,12,0,8,5,0,4,0,0,0,0,20,0,3,11,0,0,0,0,0,0,20
UCL115020,0,0,0,0,0,0,0,3,0,5,0,0,9,0,0,0,0,0,0,7,6,0,79,3,3,6,35,15,3,154,8,0,21,0,0,0,12,7,0,51,7,0,0,0,0,3,4,4,0,25,3,5,0,0,0,0,0,0,0,15,0,12,0,0,0,0,0,0,0,15,5,8,0,0,0,7,8,7,0,36,0,6,0,6,0,0,7,3,0,23,3,4,0,0,0,0,0,0,0,8,0,0,7,0,0,0,6,4,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,5,0,3,16,31,33,130,24,9,15,81,54,10,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,8,3,0,0,0,4,0,0,0,0,14
UCL115021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,16,0,0,0,18,3,0,50,0,0,5,0,0,0,8,4,0,19,12,5,8,0,0,0,3,0,0,28,0,3,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,9,6,0,0,0,0,0,3,0,0,12,0,0,0,5,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,13,29,9,4,3,30,21,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL115022,0,0,0,0,0,0,0,0,0,8,3,3,4,0,0,0,0,0,0,10,15,3,41,3,3,5,8,6,3,99,12,0,37,3,4,0,0,10,0,65,7,3,7,4,0,0,3,6,0,31,0,13,6,6,0,0,0,0,0,27,3,33,0,0,0,0,0,0,0,35,15,6,4,0,4,7,5,0,0,47,3,8,4,19,3,4,0,3,0,44,0,3,0,0,0,0,0,0,0,11,3,0,8,3,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,3,0,20,63,80,113,47,17,20,26,42,3,419,0,3,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,4,5,0,0,0,0,8
UCL115023,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,22,0,0,0,12,6,0,40,3,0,17,0,0,0,0,4,0,23,4,0,5,0,0,0,0,3,0,16,0,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,5,0,0,0,17,0,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,6,0,0,13,32,15,52,10,0,10,17,16,6,149,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,7
UCL115024,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,3,0,15,0,3,0,5,8,0,34,9,0,18,0,0,0,0,0,0,23,0,0,0,0,0,3,3,0,0,7,0,6,0,4,0,0,0,0,0,16,6,8,0,0,0,0,0,0,0,17,6,0,0,0,4,0,0,0,0,15,0,0,0,24,0,7,0,4,0,39,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,3,8,23,30,42,37,7,8,11,13,7,186,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4
UCL115025,3,9,0,0,0,0,0,0,0,15,0,3,3,0,0,0,0,0,0,13,4,10,48,0,0,0,12,0,0,79,3,0,26,0,3,0,3,4,0,44,5,0,8,0,4,0,0,5,0,16,0,4,0,0,0,0,0,0,0,10,8,17,0,0,0,0,0,0,0,24,10,17,6,0,6,5,9,0,0,45,4,6,3,6,0,0,0,4,0,20,0,0,3,0,0,0,0,0,0,9,0,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,5,0,0,0,3,0,0,14,39,59,111,20,15,9,24,20,3,300,0,3,5,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL115026,0,3,0,0,0,0,0,3,0,7,0,3,4,0,0,0,0,0,0,7,10,8,19,8,0,0,13,0,0,56,7,0,8,0,0,0,3,4,0,20,0,0,0,0,0,0,4,0,0,10,0,3,0,5,0,0,0,0,0,5,0,10,0,0,0,0,4,0,0,10,5,4,0,0,4,0,0,6,0,24,4,5,0,0,4,0,0,0,0,18,0,3,6,0,5,0,0,0,0,12,0,0,16,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,7,34,42,56,14,14,5,22,16,6,199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5
UCL115027,0,3,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,7,21,12,183,4,4,0,54,19,7,310,7,0,21,0,0,0,11,0,0,38,0,0,3,0,0,0,3,3,0,12,0,0,0,0,0,0,0,0,0,7,3,7,0,0,0,0,0,0,0,10,11,3,3,0,6,3,11,4,0,40,0,0,0,4,0,0,5,0,0,8,0,0,0,6,0,0,0,0,0,8,0,4,5,0,0,0,6,5,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,5,0,0,0,0,4,0,16,48,29,224,16,13,9,99,34,13,495,4,4,0,0,0,0,0,0,0,7,0,5,0,0,0,0,0,0,0,6,0,0,4,0,0,0,4,3,0,15,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,0,9
