UCL_CODE_2021,M_NatPhySci_Occ_Mng,M_NatPhySci_Occ_Pro,M_NatPhySci_Occ_TTW,M_NatPhySci_Occ_CPS,M_NatPhySci_Occ_CA,M_NatPhySci_Occ_Sal,M_NatPhySci_Occ_MOD,M_NatPhySci_Occ_Lab,M_NatPhySci_Occ_IDNS,M_NatPhySci_Total,M_InfoTechn_Occ_Mng,M_InfoTechn_Occ_Pro,M_InfoTechn_Occ_TTW,M_InfoTechn_Occ_CPS,M_InfoTechn_Occ_CA,M_InfoTechn_Occ_Sal,M_InfoTechn_Occ_MOD,M_InfoTechn_Occ_Lab,M_InfoTechn_Occ_IDNS,M_InfoTechn_Total,M_EngRelTech_Occ_Mng,M_EngRelTech_Occ_Pro,M_EngRelTech_Occ_TTW,M_EngRelTech_Occ_CPS,M_EngRelTech_Occ_CA,M_EngRelTech_Occ_Sal,M_EngRelTech_Occ_MOD,M_EngRelTech_Occ_Lab,M_EngRelTech_Occ_IDNS,M_EngRelTech_Total,M_ArchitBuild_Occ_Mng,M_ArchitBuild_Occ_Pro,M_ArchitBuild_Occ_TTW,M_ArchitBuild_Occ_CPS,M_ArchitBuild_Occ_CA,M_ArchitBuild_Occ_Sal,M_ArchitBuild_Occ_MOD,M_ArchitBuild_Occ_Lab,M_ArchitBuild_Occ_IDNS,M_ArchitBuild_Total,M_AgriEnviRelStu_Occ_Mng,M_AgriEnviRelStu_Occ_Pro,M_AgriEnviRelStu_Occ_TTW,M_AgriEnviRelStu_Occ_CPS,M_AgriEnviRelStu_Occ_CA,M_AgriEnviRelStu_Occ_Sal,M_AgriEnviRelStu_Occ_MOD,M_AgriEnviRelStu_Occ_Lab,M_AgriEnviRelStu_Occ_IDNS,M_AgriEnviRelStu_Total,M_Health_Occ_Mng,M_Health_Occ_Pro,M_Health_Occ_TTW,M_Health_Occ_CPS,M_Health_Occ_CA,M_Health_Occ_Sal,M_Health_Occ_MOD,M_Health_Occ_Lab,M_Health_Occ_IDNS,M_Health_Total,M_Educat_Occ_Mng,M_Educat_Occ_Pro,M_Educat_Occ_TTW,M_Educat_Occ_CPS,M_Educat_Occ_CA,M_Educat_Occ_Sal,M_Educat_Occ_MOD,M_Educat_Occ_Lab,M_Educat_Occ_IDNS,M_Educat_Total,M_ManagCom_Occ_Mng,M_ManagCom_Occ_Pro,M_ManagCom_Occ_TTW,M_ManagCom_Occ_CPS,M_ManagCom_Occ_CA,M_ManagCom_Occ_Sal,M_ManagCom_Occ_MOD,M_ManagCom_Occ_Lab,M_ManagCom_Occ_IDNS,M_ManagCom_Total,M_SocietCultu_Occ_Mng,M_SocietCultu_Occ_Pro,M_SocietCultu_Occ_TTW,M_SocietCultu_Occ_CPS,M_SocietCultu_Occ_CA,M_SocietCultu_Occ_Sal,M_SocietCultu_Occ_MOD,M_SocietCultu_Occ_Lab,M_SocietCultu_Occ_IDNS,M_SocietCultu_Total,M_CreatArt_Occ_Mng,M_CreatArt_Occ_Pro,M_CreatArt_Occ_TTW,M_CreatArt_Occ_CPS,M_CreatArt_Occ_CA,M_CreatArt_Occ_Sal,M_CreatArt_Occ_MOD,M_CreatArt_Occ_Lab,M_CreatArt_Occ_IDNS,M_CreatArt_Total,M_FoodHospPersServ_Occ_Mng,M_FoodHospPersServ_Occ_Pro,M_FoodHospPersServ_Occ_TTW,M_FoodHospPersServ_Occ_CPS,M_FoodHospPersServ_Occ_CA,M_FoodHospPersServ_Occ_Sal,M_FoodHospPersServ_Occ_MOD,M_FoodHospPersServ_Occ_Lab,M_FoodHospPersServ_Occ_IDNS,M_FoodHospPersServ_Total,M_MixFieldProg_Occ_Mng,M_MixFieldProg_Occ_Pro,M_MixFieldProg_Occ_TTW,M_MixFieldProg_Occ_CPS,M_MixFieldProg_Occ_CA,M_MixFieldProg_Occ_Sal,M_MixFieldProg_Occ_MOD,M_MixFieldProg_Occ_Lab,M_MixFieldProg_Occ_IDNS,M_MixFieldProg_Total,M_FS_ID_Occ_Mng,M_FS_ID_Occ_Pro,M_FS_ID_Occ_TTW,M_FS_ID_Occ_CPS,M_FS_ID_Occ_CA,M_FS_ID_Occ_Sal,M_FS_ID_Occ_MOD,M_FS_ID_Occ_Lab,M_FS_ID_Occ_IDNS,M_FS_ID_Total,M_FS_NS_Occ_Mng,M_FS_NS_Occ_Pro,M_FS_NS_Occ_TTW,M_FS_NS_Occ_CPS,M_FS_NS_Occ_CA,M_FS_NS_Occ_Sal,M_FS_NS_Occ_MOD,M_FS_NS_Occ_Lab,M_FS_NS_Occ_IDNS,M_FS_NS_Total,M_Tot_Occ_Mng,M_Tot_Occ_Pro,M_Tot_Occ_TTW,M_Tot_Occ_CPS,M_Tot_Occ_CA,M_Tot_Occ_Sal,M_Tot_Occ_MOD,M_Tot_Occ_Lab,M_Tot_Occ_IDNS,M_Total_Total,F_NatPhySci_Occ_Mng,F_NatPhySci_Occ_Pro,F_NatPhySci_Occ_TTW,F_NatPhySci_Occ_CPS,F_NatPhySci_Occ_CA,F_NatPhySci_Occ_Sal,F_NatPhySci_Occ_MOD,F_NatPhySci_Occ_Lab,F_NatPhySci_Occ_IDNS,F_NatPhySci_Total,F_InfoTechn_Occ_Mng,F_InfoTechn_Occ_Pro,F_InfoTechn_Occ_TTW,F_InfoTechn_Occ_CPS,F_InfoTechn_Occ_CA,F_InfoTechn_Occ_Sal,F_InfoTechn_Occ_MOD,F_InfoTechn_Occ_Lab,F_InfoTechn_Occ_IDNS,F_InfoTechn_Total,F_EngRelTech_Occ_Mng,F_EngRelTech_Occ_Pro,F_EngRelTech_Occ_TTW,F_EngRelTech_Occ_CPS,F_EngRelTech_Occ_CA,F_EngRelTech_Occ_Sal,F_EngRelTech_Occ_MOD,F_EngRelTech_Occ_Lab,F_EngRelTech_Occ_IDNS,F_EngRelTech_Total,F_ArchitBuild_Occ_Mng,F_ArchitBuild_Occ_Pro,F_ArchitBuild_Occ_TTW,F_ArchitBuild_Occ_CPS,F_ArchitBuild_Occ_CA,F_ArchitBuild_Occ_Sal,F_ArchitBuild_Occ_MOD,F_ArchitBuild_Occ_Lab,F_ArchitBuild_Occ_IDNS,F_ArchitBuild_Total,F_AgriEnviRelStu_Occ_Mng,F_AgriEnviRelStu_Occ_Pro,F_AgriEnviRelStu_Occ_TTW,F_AgriEnviRelStu_Occ_CPS,F_AgriEnviRelStu_Occ_CA,F_AgriEnviRelStu_Occ_Sal,F_AgriEnviRelStu_Occ_MOD,F_AgriEnviRelStu_Occ_Lab,F_AgriEnviRelStu_Occ_IDNS,F_AgriEnviRelStu_Total
UCL115028,4,5,0,0,0,0,0,0,0,8,4,4,0,0,0,0,0,0,0,6,11,8,31,0,3,0,8,0,0,71,25,5,42,0,5,0,0,9,0,89,0,0,6,0,0,0,0,5,0,15,3,21,0,0,0,0,0,3,0,28,0,27,3,4,0,0,0,0,0,31,13,5,4,9,3,5,3,0,0,45,9,16,7,9,0,0,0,0,0,44,0,0,0,5,0,0,0,0,0,3,0,0,10,0,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,6,0,5,0,0,0,0,4,0,15,73,89,103,34,11,15,15,25,5,378,0,4,4,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,3,0,3,0,0,0,0,0,9
UCL115029,4,5,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,4,4,3,18,0,0,3,4,3,0,41,9,6,10,0,0,0,0,4,0,24,0,0,9,0,0,0,0,3,0,18,3,13,0,0,0,0,0,0,0,22,0,11,0,0,0,0,0,0,0,16,14,4,0,3,6,5,0,3,0,36,3,12,0,6,0,0,0,3,0,26,9,9,3,0,0,0,0,0,0,24,3,0,9,0,0,0,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,45,62,62,21,3,9,14,19,8,245,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4
UCL115030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,14,0,0,0,10,10,0,39,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,6,14,27,6,5,0,17,16,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL115031,4,0,3,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,10,6,8,44,3,3,0,7,3,4,81,9,0,28,0,0,0,0,0,0,46,3,3,5,0,0,3,3,3,0,22,0,8,0,7,0,0,0,0,0,15,7,9,0,0,0,0,0,0,0,13,21,13,6,5,7,6,0,0,0,61,0,9,0,13,7,0,0,0,0,42,0,13,0,0,0,3,0,0,0,13,5,4,13,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,11,59,72,108,32,18,12,22,20,4,353,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,7,0,0,3,0,3,0,0,0,0,10
UCL115032,0,11,0,3,0,0,0,0,0,14,3,8,0,0,0,0,0,0,0,14,11,13,34,0,3,0,5,9,0,77,18,6,38,0,0,3,0,3,0,68,0,4,9,0,0,0,0,0,0,13,3,5,0,5,0,0,0,0,0,12,3,10,0,0,0,0,0,0,0,17,32,8,0,3,9,5,0,7,0,62,8,17,0,9,0,0,0,0,0,38,0,18,4,0,0,0,0,0,0,25,0,0,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,81,106,92,25,12,11,8,24,0,360,0,12,0,0,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,9,5,4,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,4
UCL115033,3,16,0,0,0,0,0,0,0,27,6,38,3,0,9,0,0,0,0,56,24,43,85,7,6,0,17,3,0,202,17,5,92,0,0,4,3,8,0,132,4,4,8,0,0,0,0,3,5,26,0,7,4,4,0,0,0,0,0,16,3,15,5,0,0,0,0,0,0,26,53,36,0,8,13,4,0,3,3,118,32,37,0,24,9,5,0,0,0,112,5,9,0,0,0,0,0,0,0,21,8,0,12,0,3,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,8,3,0,0,4,0,0,0,0,17,0,0,3,0,0,0,6,0,4,16,166,213,215,52,54,18,31,24,14,805,3,15,0,0,4,0,0,0,0,28,4,5,0,0,0,0,0,0,0,15,0,0,0,0,4,0,0,0,0,13,5,5,3,0,0,0,0,0,0,9,0,4,0,0,4,0,0,0,0,13
UCL115034,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,11,6,62,0,3,0,22,13,0,115,5,0,49,0,0,0,9,3,0,64,0,0,4,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,15,7,0,0,3,0,3,10,0,0,21,0,0,0,4,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,8,27,28,123,10,8,10,47,25,3,276,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
UCL115035,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,0,12,28,16,118,3,7,10,21,17,0,217,20,4,41,0,4,0,4,7,0,89,7,7,7,0,4,0,0,8,0,32,0,26,0,5,0,0,0,0,0,40,8,25,0,4,0,0,0,3,0,40,19,20,8,5,9,9,10,8,0,79,5,11,3,20,6,0,3,6,0,53,7,3,0,0,0,0,0,0,0,8,8,0,16,4,0,0,4,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,8,4,0,4,0,0,0,0,0,0,13,103,115,210,45,36,20,61,47,10,645,3,6,0,0,0,0,0,0,0,13,0,3,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,3,0,11,0,0,0,0,0,0,0,0,0,0,0,3,3,0,10,0,0,0,0,17
UCL115036,0,11,0,0,3,0,0,0,0,15,0,3,0,0,0,0,0,3,0,9,24,22,59,11,0,6,8,10,0,144,12,0,36,0,3,0,9,7,0,69,4,0,6,0,0,0,0,4,0,19,0,13,0,3,0,0,0,3,0,28,3,7,4,0,4,0,0,0,0,17,23,16,7,4,4,3,0,9,0,60,6,10,0,15,7,0,0,0,0,39,0,0,0,6,0,0,0,0,0,4,0,0,3,4,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,11,78,92,118,41,22,16,30,41,4,437,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,10
UCL115037,4,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,19,10,22,9,3,0,4,6,0,74,13,0,6,3,0,0,0,3,0,25,0,0,5,0,4,0,0,0,0,3,0,12,0,5,0,0,0,0,0,15,4,16,0,0,0,0,0,0,0,18,5,11,3,0,0,4,4,0,0,34,0,4,0,7,4,0,0,0,0,18,0,3,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,46,62,42,22,12,11,8,14,3,229,3,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
UCL115038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,27,0,3,0,12,8,0,57,6,0,19,0,0,0,0,5,0,21,5,0,0,0,0,0,0,3,0,13,0,6,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,8,4,3,0,0,0,0,0,0,0,13,0,3,0,5,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,3,0,7,21,22,48,3,8,4,13,16,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3
UCL115039,5,9,0,0,0,0,0,0,0,16,0,0,0,0,5,0,0,0,0,0,21,19,170,0,4,0,42,12,3,284,9,0,8,0,0,0,14,0,0,32,3,0,0,0,0,0,7,0,0,16,0,6,0,4,0,0,5,0,0,14,3,13,0,0,0,0,4,0,0,22,14,0,11,0,3,0,6,6,0,35,0,3,3,9,0,0,0,3,0,20,0,0,0,0,0,0,0,0,0,5,0,0,9,0,0,0,9,0,0,21,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,6,0,6,5,0,0,0,10,0,0,26,57,63,213,16,17,4,97,23,7,498,0,3,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,5,5,6,6,0,0,0,4,4,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,10
UCL115040,0,3,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,8,19,6,57,5,7,4,14,3,0,118,9,0,34,0,0,0,4,6,0,45,0,0,4,0,0,0,4,0,0,21,0,5,0,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,0,10,8,3,0,5,0,3,3,4,0,36,4,0,0,6,0,0,0,0,0,20,0,0,5,0,4,0,0,0,0,4,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,13,0,0,0,0,0,0,6,0,0,4,50,35,99,22,12,12,33,24,0,291,0,3,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,13
UCL115041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,15,5,46,0,0,0,35,6,0,111,13,3,13,0,0,0,3,0,0,28,7,0,4,0,0,0,9,0,0,28,0,4,0,5,0,0,0,3,0,15,4,12,0,0,0,0,0,0,0,15,8,7,5,0,5,3,4,0,0,38,0,0,0,12,0,0,0,5,0,18,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,3,0,6,4,3,20,44,32,85,20,12,10,55,15,5,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
UCL115042,0,4,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,5,13,9,29,6,5,0,8,4,0,72,8,0,17,0,5,0,3,5,0,32,5,0,5,0,0,0,8,7,0,25,0,7,0,4,0,0,0,0,0,15,0,8,0,0,0,0,0,0,0,12,14,3,0,5,0,4,6,0,0,23,4,4,0,6,0,0,0,6,0,18,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,12,50,43,55,20,10,6,24,20,5,228,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3
UCL115043,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,24,5,4,0,15,21,0,76,4,0,10,0,0,0,0,4,0,19,5,8,0,0,0,0,0,6,0,14,0,0,0,6,0,0,0,0,0,13,0,9,0,3,0,0,0,0,0,20,9,0,5,0,5,6,4,0,0,28,0,9,0,9,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,4,0,11,26,39,37,22,10,18,28,39,3,227,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,11
UCL115044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,28,0,0,0,12,14,0,75,3,0,15,4,0,0,0,3,5,28,3,5,5,0,0,0,0,0,0,12,0,9,0,5,0,0,0,0,0,7,0,9,0,0,0,0,0,0,0,9,7,3,6,0,9,0,0,3,0,20,0,0,0,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,3,12,31,29,54,14,9,3,17,31,6,192,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
UCL115045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,7,7,0,38,4,0,11,0,0,0,0,0,0,22,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,6,13,11,39,8,0,3,11,21,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
UCL115046,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,3,0,7,7,5,26,6,3,3,3,8,0,57,9,5,25,0,0,6,5,4,0,49,3,6,3,0,0,0,0,5,0,14,0,8,0,0,0,0,0,0,0,12,0,9,0,6,0,0,0,0,0,20,13,4,4,0,3,4,0,4,0,27,0,3,0,15,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,4,10,40,54,67,27,5,12,8,29,3,251,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,7
UCL115047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,35,5,0,3,13,8,0,78,3,4,20,0,0,0,0,10,0,37,5,0,6,0,0,0,0,4,0,16,0,6,0,4,0,0,0,0,0,8,3,10,0,0,0,0,0,0,0,13,5,6,0,0,3,0,0,3,0,22,0,9,0,7,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,11,35,29,76,18,6,5,25,25,9,222,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,5,0,5,0,0,0,0,6
UCL115048,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,5,17,15,66,6,12,8,14,17,0,152,17,6,60,0,0,0,0,3,0,97,3,0,14,0,3,0,0,4,0,22,0,12,0,7,0,0,0,0,0,28,3,13,0,0,0,0,0,0,0,26,13,22,3,4,4,4,0,0,0,50,0,12,3,8,3,0,3,0,0,33,0,3,3,0,0,0,0,0,0,9,0,0,6,0,0,0,4,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,8,65,97,159,39,23,19,30,34,9,466,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,5,0,0,0,5,0,15,0,5,0,0,0,0,0,0,0,8,0,0,4,0,0,3,0,0,0,8
UCL115049,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,8,0,25,0,0,0,9,5,0,44,0,0,9,0,0,0,4,0,0,10,0,3,4,0,0,0,4,0,0,14,0,6,0,0,0,0,0,0,0,10,0,8,0,0,0,0,0,0,0,6,3,4,0,0,0,0,0,0,0,6,0,0,3,3,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,16,20,38,7,7,8,16,13,4,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
UCL115050,3,4,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,6,12,8,40,0,0,0,9,4,0,73,10,0,31,0,0,4,0,12,0,55,3,6,8,3,0,0,0,0,0,18,3,21,0,11,0,0,0,0,0,40,3,18,4,0,0,0,0,0,0,25,12,9,0,0,10,9,0,0,0,49,5,4,0,12,3,3,0,0,0,25,6,6,0,0,0,0,5,3,0,26,3,0,16,0,0,0,0,3,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,5,55,76,105,26,24,18,24,30,5,360,0,4,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6
UCL115051,6,5,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,5,0,7,24,0,0,0,8,4,0,53,7,0,28,4,0,0,4,0,0,40,0,3,10,0,0,0,0,4,0,17,0,7,0,4,0,0,0,0,0,19,4,10,0,0,0,0,0,0,0,10,9,3,0,3,0,0,0,0,0,20,3,0,0,3,0,3,0,0,0,15,0,3,0,0,0,0,0,0,0,3,0,0,11,0,0,0,0,5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,25,42,74,18,4,9,16,22,9,228,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3
UCL115052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,74,0,0,0,28,3,0,121,0,0,9,0,0,0,4,3,0,18,3,0,4,0,0,0,8,0,0,12,0,4,0,0,0,0,0,0,0,4,6,5,3,0,0,0,0,0,0,8,8,0,0,3,0,0,8,0,0,19,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,0,0,0,0,0,0,14,24,14,103,7,4,0,62,16,0,225,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,5,0,0,13
UCL115053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,14,0,0,0,7,6,0,34,3,0,9,0,0,0,3,0,0,11,6,0,0,5,0,0,0,0,0,6,0,6,0,7,0,0,0,0,0,10,7,0,0,0,0,0,0,0,0,6,0,4,0,0,0,3,0,0,0,11,0,3,0,3,0,0,0,0,0,13,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,19,19,28,16,3,5,14,13,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
