UCL_CODE_2021,P_AdvDi_Di_AdvDi_AsDe_Mng,P_AdvDi_Di_AdvDi_AsDe_Pro,P_AdvDi_Di_AdvDi_AsDe_TTW,P_AdvDi_Di_AdvDi_AsDe_CPS,P_AdvDi_Di_AdvDi_AsDe_CA,P_AdvDi_Di_AdvDi_AsDe_Sal,P_AdvDi_Di_AdvDi_AsDe_MOD,P_AdvDi_Di_AdvDi_AsDe_Lab,P_AdvDi_Di_AdvDi_AsDe_IDNS,P_AdvDi_Di_AdvDi_AsDe_Tot,P_AdvDi_Di_Dip_Mng,P_AdvDi_Di_Dip_Pro,P_AdvDi_Di_Dip_TTW,P_AdvDi_Di_Dip_CPS,P_AdvDi_Di_Dip_CA,P_AdvDi_Di_Dip_Sal,P_AdvDi_Di_Dip_MOD,P_AdvDi_Di_Dip_Lab,P_AdvDi_Di_Dip_IDNS,P_AdvDi_Di_Dip_Tot,P_Cert_CertIII_IV_Mng,P_Cert_CertIII_IV_Pro,P_Cert_CertIII_IV_TTW,P_Cert_CertIII_IV_CPS,P_Cert_CertIII_IV_CA,P_Cert_CertIII_IV_Sal,P_Cert_CertIII_IV_MOD,P_Cert_CertIII_IV_Lab,P_Cert_CertIII_IV_IDNS,P_Cert_CertIII_IV_Tot,P_Cert_CertI_II_Mng,P_Cert_CertI_II_Pro,P_Cert_CertI_II_TTW,P_Cert_CertI_II_CPS,P_Cert_CertI_II_CA,P_Cert_CertI_II_Sal,P_Cert_CertI_II_MOD,P_Cert_CertI_II_Lab,P_Cert_CertI_II_IDNS,P_Cert_CertI_II_Tot,P_Cert_Cert_nfd_Mng,P_Cert_Cert_nfd_Pro,P_Cert_Cert_nfd_TTW,P_Cert_Cert_nfd_CPS,P_Cert_Cert_nfd_CA,P_Cert_Cert_nfd_Sal,P_Cert_Cert_nfd_MOD,P_Cert_Cert_nfd_Lab,P_Cert_Cert_nfd_IDNS,P_Cert_Cert_nfd_Tot,P_LE_ID_Mng,P_LE_ID_Pro,P_LE_ID_TTW,P_LE_ID_CPS,P_LE_ID_CA,P_LE_ID_Sal,P_LE_ID_MOD,P_LE_ID_Lab,P_LE_ID_IDNS,P_LE_ID_Tot,P_LE_NS_Mng,P_LE_NS_Pro,P_LE_NS_TTW,P_LE_NS_CPS,P_LE_NS_CA,P_LE_NS_Sal,P_LE_NS_MOD,P_LE_NS_Lab,P_LE_NS_IDNS,P_LE_NS_Tot,P_Tot_Mng,P_Tot_Pro,P_Tot_TTW,P_Tot_CPS,P_Tot_CA,P_Tot_Sal,P_Tot_MOD,P_Tot_Lab,P_Tot_IDNS,P_Tot_Tot
UCL121046,3,3,0,3,0,0,0,0,0,15,7,6,3,4,3,0,0,0,0,23,5,5,22,3,4,3,0,0,0,50,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,67,84,24,21,29,3,0,8,3,247
UCL121047,4,5,0,0,0,0,0,0,0,17,5,0,4,11,3,0,0,0,0,29,3,8,24,15,4,8,12,5,0,67,0,0,0,4,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,56,35,22,26,7,9,8,7,201
UCL121048,0,3,0,0,0,0,0,0,0,10,0,9,5,3,4,0,0,0,0,18,6,0,25,4,9,0,8,6,0,61,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,42,28,18,24,5,5,9,3,151
UCL121049,6,0,0,0,0,0,5,0,0,12,3,0,3,3,0,0,0,0,0,15,14,8,37,11,13,4,8,8,5,107,0,0,0,0,5,0,0,0,0,10,0,0,0,0,4,0,0,3,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,24,34,46,17,29,8,19,19,5,200
UCL121050,0,4,0,0,0,0,0,0,0,4,4,0,0,4,3,0,0,0,0,11,4,0,13,12,3,3,3,5,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,25,13,12,14,5,9,10,0,98
UCL121051,0,0,0,0,0,0,0,0,0,8,0,3,0,6,9,0,0,0,0,20,15,3,26,17,10,11,0,3,0,84,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,24,49,28,33,16,11,3,15,4,184
UCL121052,3,6,0,7,0,0,0,0,0,20,3,0,3,0,0,0,0,0,0,14,19,9,29,14,16,3,3,0,0,85,0,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,45,72,47,27,27,16,3,10,5,255
UCL121053,5,3,0,4,5,0,0,0,0,14,0,4,7,4,5,5,0,0,0,16,13,0,24,5,9,0,13,9,3,72,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,11,22,23,31,18,21,9,16,14,3,164
UCL121054,5,3,3,3,0,0,0,0,0,15,8,0,3,8,8,0,4,7,0,30,18,5,49,10,21,9,5,5,8,132,0,0,0,0,3,0,0,0,0,9,0,0,0,0,7,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,50,76,67,29,42,14,8,8,7,305
UCL121055,3,3,0,3,3,0,0,0,0,13,0,0,0,12,4,0,0,0,0,23,8,5,33,12,12,10,6,13,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,64,45,36,22,9,5,14,3,223
UCL121056,0,0,0,0,0,0,0,0,0,7,3,7,0,6,4,3,0,6,0,31,5,9,58,22,15,8,3,9,5,137,0,0,0,0,4,0,0,0,0,13,0,0,0,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,0,6,18,43,67,43,42,20,6,20,4,267
UCL121057,4,4,0,0,0,0,0,0,0,11,0,0,0,4,5,0,3,0,0,19,9,4,68,15,20,7,18,8,0,143,0,0,0,3,0,0,0,5,0,5,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,24,37,73,27,32,12,23,10,3,244
UCL121058,8,13,3,9,13,4,0,0,0,49,7,11,6,17,22,3,0,0,0,70,36,10,95,37,28,15,17,13,0,260,3,0,0,0,3,0,0,0,0,8,5,0,0,8,4,3,0,0,0,22,0,0,0,0,0,0,0,0,0,3,0,4,0,4,0,0,0,5,0,16,96,195,114,84,83,34,20,25,6,650
UCL121059,0,0,0,0,0,0,0,4,0,5,3,4,0,10,7,0,0,0,0,19,12,3,44,10,8,5,6,6,3,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,43,52,27,20,12,6,17,3,192
UCL121060,4,0,0,5,9,0,0,0,0,28,5,7,0,8,10,0,0,0,0,43,20,11,66,18,19,3,10,3,5,146,0,0,0,0,0,0,0,0,0,4,4,0,4,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,54,84,71,46,40,12,21,4,6,337
UCL121061,0,0,0,0,3,0,0,0,0,9,0,3,5,3,0,0,0,0,0,9,3,5,34,6,14,4,16,7,0,97,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,11,17,41,18,19,5,19,9,0,146
UCL121062,10,11,0,0,3,0,0,4,0,33,9,4,3,14,11,0,3,3,0,45,15,3,50,18,7,9,11,4,9,130,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,77,121,63,44,45,12,16,18,8,398
UCL121063,0,0,0,0,0,0,0,0,0,4,0,4,0,4,3,0,0,0,0,12,4,0,17,11,8,0,3,10,0,58,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,20,24,20,15,8,3,12,0,117
UCL121064,0,4,0,0,0,0,0,0,0,10,0,7,4,3,0,0,0,0,0,14,6,6,38,15,4,7,7,11,0,98,0,0,0,5,4,0,0,0,0,5,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,10,19,35,45,27,23,9,15,19,0,197
UCL121065,0,0,5,0,0,0,5,0,0,11,8,3,3,7,0,0,0,0,0,23,11,0,34,19,10,6,5,10,4,94,0,0,3,4,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,0,0,0,10,16,50,41,34,19,9,10,20,7,206
UCL121066,0,0,0,0,0,0,0,0,0,8,0,4,0,3,0,0,0,3,0,16,5,0,35,11,6,4,17,7,0,75,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,11,27,38,19,15,4,17,11,0,145
UCL121067,3,3,0,5,0,0,0,0,0,8,5,3,0,7,4,0,0,0,0,21,13,7,26,19,8,10,8,13,4,109,0,0,0,0,0,3,0,0,0,7,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,0,0,0,5,13,25,39,32,39,20,18,12,14,5,210
UCL121068,7,8,0,5,7,0,0,0,0,34,6,5,3,21,14,4,0,7,0,63,35,10,83,35,22,22,12,22,3,248,4,0,4,3,3,5,0,0,0,15,0,5,0,4,6,5,0,8,0,28,0,0,0,0,0,4,0,0,0,9,0,3,3,8,3,3,0,0,5,21,81,120,107,101,62,50,18,38,9,579
UCL121069,3,3,8,4,5,0,0,0,0,25,12,3,4,4,11,0,0,0,0,38,16,0,41,7,20,8,11,3,0,114,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,67,89,62,23,54,11,16,3,0,319
UCL121070,7,0,0,0,4,0,0,0,0,12,6,8,3,10,4,0,0,0,0,26,5,7,27,10,3,0,0,0,0,57,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,52,73,34,30,22,5,0,0,0,223
UCL121071,0,0,0,0,3,0,0,0,0,8,0,3,0,3,0,0,0,0,0,11,10,4,19,6,9,5,8,15,3,80,0,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,3,0,9,19,21,22,16,20,9,13,20,3,138
UCL121072,0,0,0,0,0,5,0,0,0,6,0,3,9,7,0,4,0,0,0,28,5,7,60,4,10,4,17,11,0,126,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,16,27,71,21,20,14,22,16,6,210
UCL121073,0,0,0,3,0,0,0,0,0,3,4,4,0,3,0,4,0,0,0,16,7,3,34,9,0,0,7,12,4,80,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,11,18,33,20,12,4,10,15,0,129
UCL121074,0,0,3,0,0,0,3,5,0,17,3,0,6,3,3,0,0,0,0,24,0,4,21,4,7,0,0,6,0,52,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,25,64,30,25,24,4,6,13,5,205
UCL121075,0,3,8,0,0,0,0,0,0,9,3,3,0,0,5,0,0,0,0,16,0,0,13,6,4,0,6,7,3,35,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,40,22,6,14,3,9,8,6,129
UCL121076,5,4,0,3,0,0,0,0,0,16,3,5,0,5,3,0,0,0,4,23,16,5,60,22,14,14,20,10,3,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,3,19,30,55,67,52,29,17,26,10,10,298
UCL121077,3,3,0,0,0,0,0,0,0,17,4,3,5,3,0,7,0,5,0,19,9,3,19,15,10,5,8,6,0,73,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,38,72,34,39,20,13,10,16,6,244
UCL121078,0,6,3,0,0,0,0,0,0,12,5,4,0,6,5,0,6,0,0,23,13,4,49,19,18,3,10,5,0,115,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,23,47,56,35,28,8,16,6,0,224
UCL121079,0,0,0,4,0,0,0,0,0,17,6,3,0,4,3,0,0,0,0,14,8,8,24,8,7,5,10,11,0,67,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,22,42,28,23,32,13,8,15,0,184
UCL121080,12,4,3,8,8,0,0,4,0,34,5,0,0,9,12,4,0,6,0,33,12,7,49,23,19,9,7,9,0,141,0,0,6,0,4,3,0,0,0,15,0,0,0,3,0,0,0,6,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,45,100,64,51,55,13,13,28,0,369
UCL121081,5,0,0,3,0,0,0,0,0,10,4,5,3,6,4,3,0,0,0,26,8,4,27,15,10,10,0,10,0,82,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,36,64,35,26,29,16,10,9,8,220
UCL121082,3,0,0,3,5,0,0,0,0,16,5,9,4,11,3,0,0,0,0,32,17,5,42,21,13,4,9,10,0,129,0,0,0,0,3,0,0,5,0,8,0,0,0,4,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,43,98,58,53,39,10,6,18,4,337
UCL121083,8,5,0,3,6,0,0,0,0,18,4,4,3,5,0,3,0,0,0,24,6,3,29,12,10,3,8,9,0,79,0,0,0,0,0,0,0,0,0,4,0,0,6,3,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,5,49,103,44,44,30,14,6,16,4,301
UCL121084,4,4,0,4,6,0,5,0,0,23,8,10,3,3,11,0,0,0,0,31,16,4,53,9,12,6,16,9,7,130,0,0,0,0,0,0,0,0,0,5,3,0,0,0,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,56,68,60,24,42,17,19,11,7,296
UCL121085,0,7,9,12,8,3,0,0,0,37,5,8,6,11,8,0,0,0,0,43,16,7,34,7,8,8,3,8,0,97,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,3,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,59,133,51,46,52,16,12,10,4,381
UCL121086,5,0,0,0,4,0,0,0,0,17,0,4,0,4,0,0,0,0,0,12,8,7,36,11,5,9,18,13,3,103,0,0,0,0,0,0,0,0,0,9,0,4,0,4,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,11,24,38,39,29,15,9,29,19,0,206
UCL121087,0,6,0,3,4,0,0,0,0,12,0,0,0,5,7,0,0,0,0,8,10,4,26,18,8,11,6,6,3,90,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,8,13,24,32,32,22,11,8,10,3,165
UCL121088,0,0,0,0,0,0,0,0,0,7,6,0,0,3,4,0,0,0,0,21,9,0,43,7,12,5,5,19,4,120,0,0,0,0,3,0,0,3,0,10,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,0,0,9,22,25,50,18,22,19,10,27,3,203
UCL121089,5,3,3,9,3,0,0,0,0,23,11,8,0,12,3,0,0,0,0,37,13,9,51,9,21,6,10,11,0,130,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,12,43,80,60,41,38,7,12,20,0,307
UCL121090,7,0,0,3,0,0,0,0,0,13,8,4,6,9,8,0,0,0,0,32,24,6,47,11,19,6,12,15,6,141,0,0,0,0,4,0,0,6,0,9,0,0,0,0,6,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,8,44,54,56,21,35,14,12,21,3,264
UCL121091,0,3,6,0,0,0,0,0,0,12,0,3,3,18,0,0,0,4,0,26,12,0,31,18,11,6,12,8,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,26,73,38,39,25,16,14,13,3,243
UCL121092,4,3,0,7,5,0,0,0,0,15,6,0,6,14,6,10,0,0,0,54,24,9,77,9,29,18,23,14,0,197,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,5,0,0,3,4,0,3,0,4,3,14,44,64,94,46,47,31,24,21,3,380
UCL121093,0,4,3,3,0,0,0,0,0,15,8,3,8,8,6,0,7,3,0,38,8,3,65,31,22,8,25,22,0,183,0,0,0,0,6,3,0,4,0,10,0,0,0,0,5,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,24,42,84,50,36,11,32,33,0,312
UCL121094,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,13,0,0,12,13,5,0,6,8,0,53,0,0,0,3,3,0,0,3,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,11,21,25,17,35,12,0,8,16,3,130
UCL121095,0,4,0,9,4,0,5,0,0,24,8,0,4,3,9,0,0,4,0,31,12,0,24,0,6,0,15,3,3,80,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,6,56,72,35,26,31,8,20,13,14,277
UCL121096,0,9,0,0,0,0,0,0,0,22,3,7,0,3,3,0,0,3,0,19,13,3,32,10,5,3,3,10,3,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,83,36,30,18,15,4,15,7,242
UCL121097,3,3,0,0,4,4,0,0,0,21,0,3,0,10,7,0,0,0,0,19,7,0,28,13,5,9,6,7,0,75,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,88,35,28,22,13,13,11,0,223
UCL121098,4,6,0,3,0,0,0,0,0,19,8,7,8,14,11,0,0,0,0,48,12,5,34,9,22,8,5,9,0,98,3,0,0,0,0,0,0,0,0,9,0,0,0,0,8,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,11,54,111,53,35,54,12,5,15,0,341
UCL121099,0,0,0,5,0,0,0,0,0,11,0,3,0,4,3,0,0,0,0,9,9,0,18,10,7,0,9,13,0,69,3,0,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,9,22,28,24,25,20,3,16,9,0,154
UCL121100,3,10,0,8,0,0,0,0,0,21,0,7,0,7,9,0,0,5,0,40,12,3,44,11,15,12,4,12,4,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,39,109,60,45,40,18,7,19,5,354
UCL121101,4,0,3,6,4,0,0,0,0,10,5,0,5,0,3,5,5,0,0,27,20,12,66,23,14,9,15,22,7,189,0,0,3,3,6,3,0,0,0,15,3,0,0,0,4,0,5,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,5,15,32,47,85,39,39,21,24,26,9,325
UCL121102,3,0,0,0,0,0,0,0,0,11,3,0,4,9,4,0,0,0,0,23,13,4,33,17,7,6,0,15,5,104,0,0,0,4,0,0,0,0,0,3,4,0,0,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,10,40,78,38,39,20,13,6,20,8,264
UCL121103,6,3,0,8,0,0,5,0,0,14,0,0,4,7,4,0,0,0,0,21,17,5,42,27,14,11,9,16,0,142,0,0,0,0,4,4,0,5,0,13,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,16,15,59,50,45,22,14,22,28,3,262
UCL121104,3,6,0,8,3,0,0,5,0,16,0,7,0,9,0,0,0,0,0,22,8,6,44,20,0,11,8,4,0,102,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,24,34,49,34,13,13,11,18,4,198
UCL121105,0,0,0,0,0,0,0,0,0,8,6,0,0,3,0,0,0,0,0,8,11,4,3,14,6,6,8,12,0,61,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,16,25,6,19,16,0,14,20,0,120
UCL121106,5,5,5,5,0,0,0,0,0,28,3,5,4,13,7,0,0,0,0,42,11,7,24,11,14,9,3,9,0,94,0,0,0,0,5,0,0,0,0,10,0,0,0,3,5,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,25,82,43,41,43,16,6,19,0,279
UCL121107,0,0,0,4,0,0,0,0,0,11,5,4,3,12,6,0,0,0,0,29,11,9,48,14,15,10,8,7,0,121,0,0,0,0,4,3,0,0,0,4,0,0,0,3,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,26,38,58,37,26,15,15,13,11,239
UCL121108,0,3,0,5,0,0,0,0,0,8,5,6,4,12,9,0,0,0,0,32,13,10,30,21,8,5,6,13,3,96,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,20,64,38,49,18,6,10,13,6,225
UCL121109,3,6,0,3,0,0,0,0,0,17,7,4,0,5,0,3,0,0,0,21,7,4,17,7,8,5,3,4,0,51,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31,60,22,20,15,14,3,10,8,170
UCL121110,0,0,0,3,5,0,0,0,0,11,4,5,0,3,4,0,0,0,0,23,5,0,30,28,8,4,11,16,4,107,0,0,0,0,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,9,22,47,36,46,20,12,14,29,7,240
UCL121111,0,3,0,0,0,0,0,0,0,8,6,5,0,4,0,0,0,0,0,13,5,0,19,11,9,0,14,4,4,58,0,4,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,4,17,34,24,16,11,9,16,3,3,128
UCL121112,0,4,0,4,0,0,0,0,0,8,0,10,5,5,0,0,0,0,0,20,16,8,60,17,15,6,16,5,0,142,0,3,0,0,0,0,0,3,0,10,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,8,22,51,62,38,29,15,20,15,0,256
UCL121113,0,0,0,0,4,0,0,0,0,9,3,0,4,6,0,0,0,0,0,9,10,4,22,14,7,5,8,7,0,74,0,0,0,0,0,3,0,4,0,9,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,17,20,31,17,12,11,15,12,3,140
UCL121114,7,4,0,3,0,0,0,0,0,15,5,6,5,5,3,4,0,0,0,24,18,8,33,16,12,14,4,12,0,110,0,0,0,0,3,0,0,0,0,5,5,6,0,0,3,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,10,39,99,43,34,28,21,3,15,4,287
UCL121115,0,0,0,3,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,12,13,3,26,8,3,5,0,4,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,42,30,24,13,11,4,14,3,151
UCL121116,4,0,3,0,0,0,0,0,0,21,9,6,10,15,9,3,0,0,0,46,25,3,74,15,11,6,28,6,0,161,3,0,0,0,3,0,0,0,0,8,0,0,3,0,5,0,0,4,0,16,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,56,94,88,33,39,11,35,11,3,371
UCL121117,0,3,0,0,0,0,0,0,0,8,4,4,0,5,0,3,0,0,0,22,8,3,36,14,10,8,4,11,0,100,0,0,0,0,0,0,0,3,0,13,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,7,0,13,23,30,44,32,20,14,4,25,0,199
UCL121118,0,0,0,0,3,0,0,0,0,8,5,7,3,4,4,0,0,3,0,25,11,3,24,12,6,3,7,4,0,80,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,27,46,30,29,21,4,16,7,3,180
UCL121119,0,0,0,3,3,3,0,0,0,13,5,3,0,3,10,0,0,0,4,18,11,6,35,27,17,3,12,9,4,127,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,30,40,40,45,40,11,18,18,6,250
UCL121120,0,0,0,3,0,0,0,0,0,8,4,0,4,0,0,0,0,0,0,11,0,0,0,6,3,0,3,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,10,19,4,16,8,0,3,0,0,65
UCL121121,0,0,6,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,12,8,4,33,13,8,3,12,4,0,83,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,14,44,41,19,27,10,10,12,0,185
