UCL_CODE_2021,F_AccomFoodS_Cert,F_AccomFoodS_ID_NS,F_AccomFoodS_ToT,F_TransPostWhse_PD,F_TransPostWhse_GD_GC,F_TransPostWhse_BD,F_TransPostWhse_AdD_D,F_TransPostWhse_Cert,F_TransPostWhse_ID_NS,F_TransPostWhse_ToT,F_InfoMedTelecom_PD,F_InfoMedTelecom_GD_GC,F_InfoMedTelecom_BD,F_InfoMedTelecom_AdD_D,F_InfoMedTelecom_Cert,F_InfoMedTelecom_ID_NS,F_InfoMedTelecom_ToT,F_FinInsurS_PD,F_FinInsurS_GD_GC,F_FinInsurS_BD,F_FinInsurS_AdD_D,F_FinInsurS_Cert,F_FinInsurS_ID_NS,F_FinInsurS_ToT,F_RentHirREserv_PD,F_RentHirREserv_GD_GC,F_RentHirREserv_BD,F_RentHirREserv_AdD_D,F_RentHirREserv_Cert,F_RentHirREserv_ID_NS,F_RentHirREserv_ToT,F_ProScieTechServ_PD,F_ProScieTechServ_GD_GC,F_ProScieTechServ_BD,F_ProScieTechServ_AdD_D,F_ProScieTechServ_Cert,F_ProScieTechServ_ID_NS,F_ProScieTechServ_ToT,F_AdminSupServ_PD,F_AdminSupServ_GD_GC,F_AdminSupServ_BD,F_AdminSupServ_AdD_D,F_AdminSupServ_Cert,F_AdminSupServ_ID_NS,F_AdminSupServ_ToT,F_PubAdmiSafety_PD,F_PubAdmiSafety_GD_GC,F_PubAdmiSafety_BD,F_PubAdmiSafety_AdD_D,F_PubAdmiSafety_Cert,F_PubAdmiSafety_ID_NS,F_PubAdmiSafety_ToT,F_EducTrain_PD,F_EducTrain_GD_GC,F_EducTrain_BD,F_EducTrain_AdD_D,F_EducTrain_Cert,F_EducTrain_ID_NS,F_EducTrain_ToT,F_HealthCareSocA_PD,F_HealthCareSocA_GD_GC,F_HealthCareSocA_BD,F_HealthCareSocA_AdD_D,F_HealthCareSocA_Cert,F_HealthCareSocA_ID_NS,F_HealthCareSocA_ToT,F_ArtRecServ_PD,F_ArtRecServ_GD_GC,F_ArtRecServ_BD,F_ArtRecServ_AdD_D,F_ArtRecServ_Cert,F_ArtRecServ_ID_NS,F_ArtRecServ_ToT,F_OthServ_PD,F_OthServ_GD_GC,F_OthServ_BD,F_OthServ_AdD_D,F_OthServ_Cert,F_OthServ_ID_NS,F_OthServ_ToT,F_ID_NS_PD,F_ID_NS_GD_GC,F_ID_NS_BD,F_ID_NS_AdD_D,F_ID_NS_Cert,F_ID_NS_ID_NS,F_ID_NS_ToT,F_ToT_PD,F_ToT_GD_GC,F_ToT_BD,F_ToT_AdD_D,F_ToT_Cert,F_ToT_ID_NS,F_ToT_ToT,P_AgriForestFish_PD,P_AgriForestFish_GD_GC,P_AgriForestFish_BD,P_AgriForestFish_AdD_D,P_AgriForestFish_Cert,P_AgriForestFish_ID_NS,P_AgriForestFish_ToT,P_Min_PD,P_Min_GD_GC,P_Min_BD,P_Min_AdD_D,P_Min_Cert,P_Min_ID_NS,P_Min_ToT,P_Mnfg_PD,P_Mnfg_GD_GC,P_Mnfg_BD,P_Mnfg_AdD_D,P_Mnfg_Cert,P_Mnfg_ID_NS,P_Mnfg_ToT,P_EGW_WS_PD,P_EGW_WS_GD_GC,P_EGW_WS_BD,P_EGW_WS_AdD_D,P_EGW_WS_Cert,P_EGW_WS_ID_NS,P_EGW_WS_ToT,P_Cnstn_PD,P_Cnstn_GD_GC,P_Cnstn_BD,P_Cnstn_AdD_D,P_Cnstn_Cert,P_Cnstn_ID_NS,P_Cnstn_ToT,P_WTrade_PD,P_WTrade_GD_GC,P_WTrade_BD,P_WTrade_AdD_D,P_WTrade_Cert,P_WTrade_ID_NS,P_WTrade_ToT,P_RTrade_PD,P_RTrade_GD_GC,P_RTrade_BD,P_RTrade_AdD_D,P_RTrade_Cert,P_RTrade_ID_NS,P_RTrade_ToT,P_AccomFoodS_PD,P_AccomFoodS_GD_GC,P_AccomFoodS_BD,P_AccomFoodS_AdD_D,P_AccomFoodS_Cert,P_AccomFoodS_ID_NS,P_AccomFoodS_ToT,P_TransPostWhse_PD,P_TransPostWhse_GD_GC,P_TransPostWhse_BD,P_TransPostWhse_AdD_D,P_TransPostWhse_Cert,P_TransPostWhse_ID_NS,P_TransPostWhse_ToT,P_InfoMedTelecom_PD,P_InfoMedTelecom_GD_GC,P_InfoMedTelecom_BD,P_InfoMedTelecom_AdD_D,P_InfoMedTelecom_Cert,P_InfoMedTelecom_ID_NS,P_InfoMedTelecom_ToT,P_FinInsurS_PD,P_FinInsurS_GD_GC,P_FinInsurS_BD,P_FinInsurS_AdD_D,P_FinInsurS_Cert,P_FinInsurS_ID_NS,P_FinInsurS_ToT,P_RentHirREserv_PD,P_RentHirREserv_GD_GC,P_RentHirREserv_BD,P_RentHirREserv_AdD_D,P_RentHirREserv_Cert,P_RentHirREserv_ID_NS,P_RentHirREserv_ToT,P_ProScieTechServ_PD,P_ProScieTechServ_GD_GC,P_ProScieTechServ_BD,P_ProScieTechServ_AdD_D,P_ProScieTechServ_Cert,P_ProScieTechServ_ID_NS,P_ProScieTechServ_ToT,P_AdminSupServ_PD,P_AdminSupServ_GD_GC,P_AdminSupServ_BD,P_AdminSupServ_AdD_D,P_AdminSupServ_Cert,P_AdminSupServ_ID_NS,P_AdminSupServ_ToT,P_PubAdmiSafety_PD,P_PubAdmiSafety_GD_GC,P_PubAdmiSafety_BD,P_PubAdmiSafety_AdD_D,P_PubAdmiSafety_Cert,P_PubAdmiSafety_ID_NS,P_PubAdmiSafety_ToT,P_EducTrain_PD
UCL114031,21,0,35,0,0,0,7,15,0,20,0,0,0,0,3,0,8,5,0,0,13,13,5,34,0,0,0,0,4,0,3,0,3,16,11,15,0,46,0,5,10,7,12,0,33,0,0,9,17,15,0,54,13,6,45,9,34,0,111,8,13,59,62,152,5,307,0,0,0,0,6,0,3,0,0,0,3,28,0,30,0,0,8,6,15,3,34,30,27,169,177,440,36,880,0,0,0,0,5,0,7,0,0,0,3,28,0,30,0,0,3,17,90,0,112,0,0,7,3,17,0,26,0,0,11,19,256,6,297,0,0,0,4,34,0,41,0,0,14,24,94,8,135,3,0,3,10,41,4,60,0,0,5,10,60,0,74,0,0,0,0,10,0,14,3,0,11,13,15,5,50,0,0,0,3,11,0,14,3,5,24,15,33,4,86,0,5,10,10,28,0,53,7,0,19,36,60,5,127,16
UCL114032,13,0,16,0,0,0,0,12,0,12,0,0,0,6,0,0,5,0,0,0,3,8,0,10,0,0,0,0,7,0,12,0,0,8,11,13,0,42,0,0,0,0,11,0,14,3,0,18,15,14,0,48,33,6,45,24,23,0,131,12,7,59,57,83,5,232,0,0,0,3,3,0,3,0,0,0,3,15,0,18,0,0,3,5,12,3,23,53,24,166,176,302,22,741,0,0,4,4,14,0,17,0,0,0,0,26,0,32,0,0,14,15,93,7,126,0,0,0,0,10,0,11,0,0,6,18,209,7,245,0,0,0,0,22,0,29,0,0,18,29,72,7,123,0,0,0,6,23,6,31,0,0,4,10,57,5,76,0,0,0,6,0,0,9,0,0,8,3,10,0,27,0,0,0,0,17,0,18,0,0,21,16,26,3,70,0,0,0,9,21,0,29,0,3,33,29,32,6,102,41
UCL114033,41,0,56,0,0,6,0,0,0,6,0,0,0,3,4,0,4,0,0,0,0,13,0,14,0,0,4,0,12,0,18,4,4,9,5,14,0,33,0,0,5,5,14,4,28,5,5,15,8,19,0,49,12,22,71,15,28,3,163,11,13,60,55,105,7,251,0,0,3,4,0,0,9,3,0,0,8,19,0,25,0,0,0,0,8,6,21,40,46,208,138,362,29,827,3,0,29,0,48,9,89,0,0,0,0,7,0,7,13,5,41,29,168,6,253,0,0,5,7,40,0,54,0,0,6,3,124,5,139,0,0,4,5,8,0,12,6,0,18,7,80,7,115,0,4,5,6,57,3,77,0,0,10,0,23,0,34,0,0,0,3,3,0,12,0,0,0,3,10,0,16,0,0,4,6,12,0,22,0,4,14,8,25,0,48,0,0,5,6,31,3,48,6,9,32,25,44,3,115,15
UCL114034,36,0,66,0,0,0,0,17,0,19,0,0,0,0,3,0,10,0,0,0,5,10,0,16,0,0,0,6,12,3,24,0,5,7,6,14,0,37,0,0,3,4,29,3,39,0,0,14,13,28,5,57,7,16,57,27,47,0,154,11,19,85,86,200,9,405,0,0,6,0,4,0,9,0,5,3,9,38,3,60,0,0,4,0,10,8,20,26,42,209,224,552,38,1087,0,0,4,5,15,0,28,0,0,0,0,6,0,12,0,0,0,4,69,4,84,0,0,4,11,18,4,34,0,0,6,6,202,3,216,0,0,0,4,38,0,41,3,0,25,23,126,9,184,0,0,7,26,67,5,106,0,0,0,3,56,5,64,0,0,0,3,3,0,8,0,0,0,12,13,0,30,0,0,0,9,16,3,36,3,5,17,15,20,7,60,0,0,3,6,48,4,65,0,4,24,29,63,7,131,10
UCL114035,22,0,42,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,4,0,7,0,16,0,0,4,3,5,0,10,4,7,18,3,5,0,33,0,3,13,12,5,0,35,8,0,13,16,11,0,47,6,7,53,17,21,5,124,23,17,74,60,66,13,241,0,0,0,0,0,0,3,7,0,4,11,17,0,30,0,0,3,5,10,9,23,62,40,251,179,235,40,799,17,4,86,52,45,22,224,0,0,0,0,0,0,5,0,0,4,0,14,0,21,0,0,0,3,7,0,7,0,0,13,15,116,6,144,0,0,5,0,17,0,18,4,4,24,9,52,3,96,0,0,8,23,58,6,99,0,3,11,10,16,0,37,0,0,0,0,4,0,3,0,0,9,0,11,0,26,0,0,3,11,7,0,17,9,6,29,10,10,0,65,0,3,20,16,18,0,54,16,0,26,27,29,0,96,14
UCL114036,48,6,91,0,0,0,3,7,0,10,0,5,0,0,0,0,6,0,0,7,6,3,0,9,0,0,5,0,11,0,22,5,0,18,3,13,5,43,5,0,9,5,14,0,24,6,5,15,13,21,0,60,11,17,59,21,20,0,132,16,6,70,54,65,9,220,0,0,0,0,9,0,12,0,0,0,5,18,6,33,6,0,6,4,5,4,22,53,44,242,158,280,32,805,0,0,6,0,21,0,31,0,0,4,0,9,0,14,0,0,10,4,40,0,58,3,0,0,0,8,0,8,3,0,23,10,103,3,138,0,0,3,0,10,0,17,0,3,26,22,68,5,120,0,0,26,32,94,11,165,0,3,0,4,7,3,23,0,5,0,0,3,0,7,0,0,11,4,10,0,29,3,0,10,4,18,0,42,8,0,35,12,17,5,81,5,0,14,9,26,0,51,14,7,32,33,46,8,136,19
UCL114037,31,6,54,0,0,0,3,0,0,8,0,0,3,0,0,0,6,0,0,4,7,4,0,17,0,0,0,4,9,0,15,6,12,30,7,24,0,77,0,0,4,6,20,0,26,32,11,59,40,47,3,190,16,13,84,13,31,0,162,10,12,72,42,105,13,249,0,0,9,3,7,0,19,0,0,4,11,19,0,41,0,0,9,3,11,4,21,71,47,305,170,359,29,978,0,5,12,0,26,0,42,0,0,0,0,0,0,0,0,0,3,3,22,0,30,3,0,3,10,34,0,57,3,0,11,20,169,4,204,0,0,5,0,17,4,21,5,0,12,11,58,6,93,9,6,8,16,52,10,95,6,0,5,4,29,0,40,0,0,9,0,6,0,17,0,0,9,7,7,0,23,0,0,4,6,9,0,26,12,11,52,15,30,0,123,3,0,6,10,33,0,51,47,23,102,87,103,6,368,28
UCL114038,34,8,69,0,0,0,0,9,0,11,0,0,0,0,0,0,0,0,0,3,13,19,0,32,0,0,0,0,9,0,11,3,0,10,9,14,0,42,5,0,6,9,12,0,31,0,0,14,7,18,0,42,14,11,73,31,31,0,167,22,7,78,69,123,13,318,0,0,0,3,5,0,9,0,0,0,15,33,4,43,0,0,0,8,9,6,19,50,32,227,190,417,37,954,0,0,19,15,56,6,93,3,0,0,4,11,0,20,6,0,9,16,59,9,101,0,0,0,3,13,0,11,0,0,6,8,164,0,185,5,0,5,5,20,3,39,5,0,14,21,112,4,159,0,0,17,20,53,9,97,0,0,6,3,32,0,45,0,0,0,0,0,0,4,4,0,8,11,21,0,48,0,0,0,0,18,0,27,3,3,29,13,22,0,75,5,0,4,7,26,6,49,10,6,33,18,45,0,109,30
UCL115001,7,0,8,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,13,0,0,0,0,10,0,10,0,3,0,0,6,0,10,4,10,12,5,12,0,35,3,0,11,13,23,0,51,0,0,0,3,0,0,3,0,0,0,0,15,0,16,0,0,0,0,0,0,5,7,10,43,38,123,0,222,0,0,0,3,12,0,22,0,0,3,7,98,0,109,0,0,3,0,23,0,26,0,0,0,0,15,0,16,0,0,0,0,35,0,34,0,0,0,0,4,0,11,0,0,3,4,13,0,18,0,0,3,0,12,0,18,0,0,0,0,10,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,3,14,0,18,0,0,0,0,13,0,15,0,3,3,4,15,0,20,4
UCL115002,25,0,49,0,0,0,4,0,0,3,0,0,0,0,0,0,4,0,0,0,11,7,0,18,0,0,0,3,17,0,25,5,0,11,10,14,4,46,0,0,3,10,8,0,18,3,0,22,10,10,0,48,16,19,43,14,31,0,126,11,11,59,40,65,3,193,0,0,4,0,4,0,8,0,3,0,13,22,4,35,0,0,3,0,10,3,24,45,33,171,151,274,26,705,0,0,0,6,3,0,12,0,0,7,0,21,0,23,3,0,10,7,56,0,80,3,0,0,3,6,0,16,0,0,10,18,177,4,215,0,0,0,4,12,0,15,6,0,9,20,58,3,95,0,0,11,21,47,0,80,4,0,4,7,20,0,41,0,0,4,0,4,0,6,0,0,6,12,7,0,24,0,0,0,3,27,0,27,14,6,29,19,30,0,97,0,0,3,13,22,0,44,5,0,31,28,43,0,116,22
UCL115003,3,0,8,0,0,4,6,3,3,12,0,0,0,0,0,0,0,0,0,0,7,16,0,23,0,0,0,0,3,0,3,0,0,9,8,8,0,25,0,0,0,0,9,0,9,0,4,16,9,9,0,36,14,10,52,14,17,0,109,8,5,30,29,36,6,113,0,0,0,0,0,0,3,0,0,0,4,12,0,14,0,0,3,0,3,0,9,27,17,126,86,178,14,451,0,0,3,0,3,0,7,0,0,0,4,11,0,14,0,0,11,11,51,0,76,0,0,0,4,12,0,22,0,0,8,9,109,5,128,0,0,0,3,10,0,15,0,0,3,9,47,0,64,0,0,5,3,12,0,18,0,0,6,10,38,3,57,0,0,0,0,3,0,5,0,0,4,8,18,0,34,0,0,0,0,13,0,13,0,0,12,12,17,3,50,0,0,3,5,12,3,17,0,4,19,24,36,5,84,20
UCL115004,0,0,15,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,3,4,0,0,3,4,0,14,0,0,3,0,4,0,17,0,0,12,5,3,0,30,6,0,26,9,8,0,61,5,5,25,13,17,3,70,0,0,0,0,0,0,4,0,0,0,0,8,0,6,0,0,4,3,3,0,4,18,13,98,60,64,17,270,0,0,12,12,11,20,51,0,0,0,0,0,0,3,0,0,0,0,9,0,10,0,0,0,0,4,0,11,0,0,5,4,43,0,60,0,0,0,0,0,0,3,0,0,7,8,15,4,31,0,0,7,7,6,0,27,0,0,0,0,10,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,5,0,13,3,0,7,4,10,0,25,0,0,3,0,7,0,17,3,4,24,9,8,0,45,6
UCL115005,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,17,0,0,16,4,6,0,25,3,0,13,9,9,3,41,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,6,4,30,24,48,9,120,0,0,0,3,21,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,10,0,0,0,0,13,0,21,0,0,0,0,0,0,0,6,0,0,3,12,0,16,0,0,4,5,9,0,15,0,0,0,0,9,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,10,14,6,28,0
UCL115006,4,0,25,0,0,4,0,0,0,8,0,0,4,0,0,0,12,4,0,4,0,0,0,11,0,0,3,5,4,0,9,6,4,26,10,12,0,57,0,0,0,0,3,0,4,0,0,6,6,0,0,15,19,13,22,3,5,0,67,20,18,43,18,19,0,111,0,0,13,0,0,0,14,0,0,4,10,7,0,24,5,0,13,3,4,5,32,61,39,170,76,74,11,434,0,0,3,0,6,0,9,0,0,0,0,0,0,0,0,0,6,9,12,0,32,0,0,3,0,0,0,4,0,0,10,8,50,0,65,0,0,5,0,7,0,11,0,0,20,10,16,0,45,0,0,15,14,17,5,56,0,0,4,8,0,0,9,3,5,11,0,0,0,20,4,0,6,8,3,0,23,0,0,6,5,5,0,17,13,6,69,13,9,9,113,0,0,6,0,7,0,12,0,0,11,8,3,0,26,25
UCL115007,10,3,20,0,0,3,4,6,0,16,0,0,0,0,0,0,0,0,0,3,5,6,0,11,0,0,0,4,5,0,11,0,0,9,9,10,0,30,0,0,0,0,3,0,6,0,0,9,14,7,0,33,8,5,39,7,19,0,85,4,8,34,36,56,7,144,0,0,4,0,0,0,0,0,0,0,0,10,0,12,0,0,0,3,3,4,13,26,20,108,106,191,12,470,0,0,0,0,5,0,5,0,0,0,0,20,0,24,0,0,10,20,66,3,100,0,0,0,0,8,0,8,0,0,6,11,124,6,151,0,0,4,3,26,0,34,3,0,13,6,42,0,64,0,0,3,7,12,3,21,0,0,3,10,34,0,48,0,0,0,5,3,0,9,0,0,4,0,6,0,15,0,0,0,3,11,0,14,4,0,6,11,21,0,44,0,0,0,3,11,0,15,0,5,16,20,34,0,81,23
UCL115008,10,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,4,0,3,3,0,12,0,4,17,0,6,0,31,3,0,14,6,9,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,6,44,15,36,11,115,0,0,5,3,7,0,18,0,0,0,0,0,0,0,0,0,0,4,10,0,13,0,0,0,0,5,0,6,0,0,0,0,15,0,14,0,0,0,0,0,0,0,0,0,0,0,9,0,15,0,0,3,11,8,3,26,0,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,3,0,0,5,0,0,0,5,0,0,0,0,8,0,3,0,4,0,6,11,0,19,0
UCL115009,11,0,18,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,3,0,0,3,0,0,6,4,0,0,12,0,0,0,0,3,0,8,0,0,4,7,4,0,12,0,8,19,5,4,0,37,3,3,14,17,30,7,75,0,0,0,0,0,0,0,0,0,0,0,7,0,13,0,0,0,0,0,5,6,3,20,63,61,87,10,245,0,0,5,5,18,7,30,0,0,0,0,0,0,0,0,0,14,10,44,3,61,0,0,0,0,0,0,6,0,0,0,8,47,0,60,0,0,0,5,6,0,8,0,0,5,3,16,0,29,0,0,6,9,16,0,32,0,0,0,5,13,0,17,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,3,6,0,14,0,0,0,0,6,0,7,0,0,4,5,8,0,23,3
UCL115010,7,0,6,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,8,0,0,7,6,0,0,13,0,0,14,6,18,0,38,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,28,15,42,6,89,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,5,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,4,5,3,0,7,0,0,4,0,6,0,19,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,6,0,11,0
UCL115011,7,0,14,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,8,0,0,4,4,3,0,12,0,0,0,0,4,0,3,0,0,7,7,4,0,21,5,3,16,5,9,0,35,7,0,27,20,34,0,87,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,7,0,7,10,6,55,50,91,3,219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,19,0,24,0,0,0,0,5,0,5,0,0,0,7,52,0,69,0,0,0,0,0,0,0,0,0,0,3,30,0,32,0,0,0,0,13,0,18,0,0,0,4,6,0,11,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,3,6,9,0,10,0,0,7,8,6,0,19,0,0,0,0,10,0,8,0,0,9,13,19,0,41,4
UCL115012,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,0,10,0,0,3,0,0,0,5,0,3,3,6,5,0,13,0,0,6,8,16,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,30,30,47,4,113,0,0,6,6,14,0,28,0,0,0,0,0,0,0,0,0,0,6,16,0,17,0,0,0,0,0,0,0,0,0,0,0,9,0,7,0,0,4,0,0,0,6,0,0,0,3,6,0,13,0,0,0,3,4,0,10,0,0,0,0,9,0,9,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,9,0,13,0,0,3,4,5,0,10,6
UCL115013,16,0,22,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,0,0,3,11,0,12,0,0,0,0,0,0,0,3,0,12,5,5,0,26,0,0,0,10,9,3,22,4,3,19,4,17,0,44,13,7,28,3,14,0,74,24,18,68,22,86,8,230,0,0,0,0,0,0,0,4,0,0,3,16,0,19,0,0,8,0,0,0,13,48,27,158,66,237,23,569,0,0,3,0,8,0,11,0,0,0,0,0,0,0,3,0,11,10,62,4,88,0,0,0,0,17,0,22,0,0,4,6,75,5,90,0,0,0,0,9,0,6,0,0,14,8,52,0,72,0,0,4,4,32,0,41,0,0,0,4,12,0,14,0,0,9,0,4,0,18,0,0,0,3,11,0,16,0,0,0,0,0,0,11,10,0,20,7,16,0,58,0,0,0,12,20,3,35,7,8,27,15,28,0,79,20
UCL115014,15,0,24,0,0,0,0,3,0,0,0,0,6,0,0,0,10,0,0,3,0,3,0,6,0,0,0,0,0,0,0,6,0,12,6,3,3,34,0,0,4,3,13,0,19,10,4,16,6,5,0,36,14,24,49,9,10,0,104,18,15,89,43,47,4,222,0,0,0,0,0,0,8,0,0,8,3,11,0,15,6,0,5,0,0,0,11,58,50,212,96,134,12,563,0,0,0,5,3,0,7,0,0,0,0,6,0,3,0,0,6,9,17,6,41,0,0,3,0,5,0,7,0,0,8,0,51,0,65,0,0,4,0,4,0,10,3,0,23,12,39,0,69,0,0,8,19,25,5,56,0,0,0,0,11,0,18,0,0,7,0,8,0,13,0,0,0,4,3,0,13,0,0,0,0,0,0,7,10,0,31,14,8,3,67,0,0,5,4,23,0,37,12,9,29,12,10,0,65,27
UCL115015,17,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,0,3,6,0,6,0,3,0,22,0,0,3,0,4,5,7,0,3,6,3,0,0,13,5,5,14,12,6,0,35,6,5,12,13,18,0,52,0,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,6,0,0,7,18,15,9,59,56,75,14,229,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,7,3,6,0,19,0,0,6,0,0,0,6,0,0,0,6,55,0,61,0,0,0,5,4,0,10,3,0,4,6,22,4,37,0,0,12,10,34,0,62,0,0,0,0,3,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,5,0,7,7,0,11,3,11,0,29,0,6,5,5,7,5,16,0,0,10,3,3,0,20,5
UCL115016,7,4,18,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,8,0,0,5,0,4,0,7,0,0,0,3,3,0,7,3,0,9,9,10,0,25,4,7,9,4,13,0,44,0,5,4,10,10,0,34,0,0,4,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,3,0,9,17,16,38,33,75,4,182,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,12,0,11,0,0,3,3,29,0,31,0,0,0,0,0,0,3,0,0,0,5,15,0,21,0,4,9,0,23,0,41,0,0,0,5,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,4,0,11,0,0,8,0,4,0,16,0,0,4,3,10,0,17,3,0,10,15,20,0,43,3
UCL115017,4,0,16,0,0,0,0,0,0,0,0,0,6,0,0,0,9,0,0,6,0,0,0,9,0,0,4,3,8,0,8,6,0,7,8,3,6,32,0,0,0,3,0,0,5,3,0,0,6,3,0,16,21,5,27,10,3,0,66,18,3,28,16,18,4,81,0,0,4,4,3,0,9,3,0,7,6,6,0,22,0,0,7,3,0,0,18,54,16,106,72,74,17,337,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,7,9,17,0,30,0,0,6,0,0,0,5,0,0,0,8,52,3,66,0,0,3,8,0,0,11,4,0,14,6,31,5,46,3,0,5,8,13,0,28,0,0,0,0,3,0,3,0,0,11,0,0,0,14,4,0,9,3,0,0,26,0,0,4,4,9,0,16,7,5,43,9,10,3,81,0,0,4,3,8,0,14,7,0,11,20,14,0,62,25
UCL115018,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,6,0,0,5,7,0,0,16,0,0,4,7,20,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,4,4,11,26,42,5,87,0,0,0,6,5,4,13,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,3,0,0,5,3,0,11,0,0,0,0,3,4,9,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,5,0,5,0,0,4,3,16,0,28,0
UCL115019,14,0,47,0,0,3,5,4,0,15,5,4,12,0,0,0,18,4,0,3,3,0,0,17,0,0,8,6,3,0,15,23,7,33,11,7,4,81,0,0,4,5,8,0,17,9,4,18,16,13,0,64,54,16,57,13,18,0,157,40,7,80,37,31,4,205,11,3,11,5,0,0,29,4,0,0,10,10,0,25,0,0,0,7,0,3,19,157,46,283,142,139,18,789,0,0,4,0,8,0,7,0,0,5,4,16,0,28,0,0,9,4,18,0,37,0,0,6,3,10,0,11,3,0,11,9,62,4,91,0,0,4,5,6,0,15,5,0,20,16,26,4,70,5,0,31,15,33,0,86,0,0,6,12,15,0,35,5,4,19,9,9,0,36,4,0,11,11,4,3,37,0,0,9,8,9,0,26,51,9,73,22,16,0,164,6,0,18,6,17,0,45,16,9,40,32,26,4,122,87
