UCL_CODE_2021,T_LPLFS_EPT_DC_0_4,T_LPLFS_EPT_DC_5_9,T_LPLFS_EPT_DC_10_12,T_LPLFS_EPT_DC_13_14,T_LPLFS_EPT_DC_15_17,T_LPLFS_EPT_DC_18_20,T_LPLFS_EPT_DC_21_24,T_LPLFS_EPT_Tot,T_LPLFS_EAW_DC_0_4,T_LPLFS_EAW_DC_5_9,T_LPLFS_EAW_DC_10_12,T_LPLFS_EAW_DC_13_14,T_LPLFS_EAW_DC_15_17,T_LPLFS_EAW_DC_18_20,T_LPLFS_EAW_DC_21_24,T_LPLFS_EAW_Tot,T_LPLFS_HNS_DC_0_4,T_LPLFS_HNS_DC_5_9,T_LPLFS_HNS_DC_10_12,T_LPLFS_HNS_DC_13_14,T_LPLFS_HNS_DC_15_17,T_LPLFS_HNS_DC_18_20,T_LPLFS_HNS_DC_21_24,T_LPLFS_HNS_Tot,T_LPLFS_EW_Tot_DC_0_4,T_LPLFS_EW_Tot_DC_5_9,T_LPLFS_EW_Tot_DC_10_12,T_LPLFS_EW_Tot_DC_13_14,T_LPLFS_EW_Tot_DC_15_17,T_LPLFS_EW_Tot_DC_18_20,T_LPLFS_EW_Tot_DC_21_24,T_LPLFS_EW_Tot_Tot,T_LPLFS_ULFTW_DC_0_4,T_LPLFS_ULFTW_DC_5_9,T_LPLFS_ULFTW_DC_10_12,T_LPLFS_ULFTW_DC_13_14,T_LPLFS_ULFTW_DC_15_17,T_LPLFS_ULFTW_DC_18_20,T_LPLFS_ULFTW_DC_21_24,T_LPLFS_ULFTW_Tot,T_LPLFS_ULPTW_DC_0_4,T_LPLFS_ULPTW_DC_5_9,T_LPLFS_ULPTW_DC_10_12,T_LPLFS_ULPTW_DC_13_14,T_LPLFS_ULPTW_DC_15_17,T_LPLFS_ULPTW_DC_18_20,T_LPLFS_ULPTW_DC_21_24,T_LPLFS_ULPTW_Tot,T_LPLFS_U_T_DC_0_4,T_LPLFS_U_T_DC_5_9,T_LPLFS_U_T_DC_10_12,T_LPLFS_U_T_DC_13_14,T_LPLFS_U_T_DC_15_17,T_LPLFS_U_T_DC_18_20,T_LPLFS_U_T_DC_21_24,T_LPLFS_U_T_Tot,T_LPLFS_T_LF_DC_0_4,T_LPLFS_T_LF_DC_5_9,T_LPLFS_T_LF_DC_10_12,T_LPLFS_T_LF_DC_13_14,T_LPLFS_T_LF_DC_15_17,T_LPLFS_T_LF_DC_18_20,T_LPLFS_T_LF_DC_21_24,T_LPLFS_T_LF_Tot,T_LPLFS_NLF_DC_0_4,T_LPLFS_NLF_DC_5_9,T_LPLFS_NLF_DC_10_12,T_LPLFS_NLF_DC_13_14,T_LPLFS_NLF_DC_15_17,T_LPLFS_NLF_DC_18_20,T_LPLFS_NLF_DC_21_24,T_LPLFS_NLF_Tot,T_LPLFS_LFSNS_DC_0_4,T_LPLFS_LFSNS_DC_5_9,T_LPLFS_LFSNS_DC_10_12,T_LPLFS_LFSNS_DC_13_14,T_LPLFS_LFSNS_DC_15_17,T_LPLFS_LFSNS_DC_18_20,T_LPLFS_LFSNS_DC_21_24,T_LPLFS_LFSNS_Tot,T_LPLFS_Tot_DC_0_4,T_LPLFS_Tot_DC_5_9,T_LPLFS_Tot_DC_10_12,T_LPLFS_Tot_DC_13_14,T_LPLFS_Tot_DC_15_17,T_LPLFS_Tot_DC_18_20,T_LPLFS_Tot_DC_21_24,T_LPLFS_Tot_Tot
UCL121076,0,0,4,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,18,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,5,3,0,0,0,0,0,6,4,3,4,0,3,0,0,22,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,9,11,8,0,7,0,0,35
UCL121077,4,0,4,8,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,10,5,6,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,10,5,6,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,10,5,6,0,0,41
UCL121078,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,0,5,4,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,0,6,4,0,27,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,7,13,0,0,5,4,6,34
UCL121079,0,0,0,3,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,0,12,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,3,3,4,0,0,16
UCL121080,0,9,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,5,3,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,5,10,0,0,0,29,8,3,0,0,0,0,0,18,0,0,0,0,0,0,0,0,14,19,8,5,3,0,0,48
UCL121081,0,4,0,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,8,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,6,0,0,16,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,11,0,0,6,0,0,25
UCL121082,0,0,4,0,0,0,0,6,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,4,8,8,0,5,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,8,0,5,0,0,24,0,6,8,0,3,0,0,21,0,0,0,0,0,0,0,3,7,14,15,6,8,0,0,45
UCL121083,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,16,8,4,0,3,8,0,0,24,0,0,0,0,0,0,0,0,6,14,6,5,13,0,0,37
UCL121084,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,3,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,5,5,0,3,0,0,0,15
UCL121085,0,4,0,0,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,3,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,3,3,0,23,3,8,0,0,0,0,0,12,0,0,0,0,0,0,0,0,3,12,5,5,3,3,0,27
UCL121086,5,3,3,3,4,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,3,3,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,3,3,4,0,0,14,8,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,4,3,3,4,0,0,29
UCL121087,0,9,9,3,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,9,6,4,0,0,23,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,3,4,9,6,8,4,0,0,24,6,6,5,0,0,0,0,14,0,0,0,0,0,0,0,0,8,8,6,4,10,0,0,38
UCL121088,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,0,4,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,3,0,4,0,22,0,3,0,0,6,0,0,12,0,0,0,0,0,0,0,0,0,13,5,4,4,4,0,32
UCL121089,0,4,4,7,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,9,7,4,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,9,10,4,0,0,36,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,16,9,8,6,0,0,40
UCL121090,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,3,11,5,0,29,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,3,8,5,0,33,4,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,4,8,0,5,11,5,0,40
UCL121091,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,6,0,0,4,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,4,0,3,0,19
UCL121092,0,4,3,0,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,7,3,3,0,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,7,3,7,0,3,25,3,7,0,6,3,0,0,18,0,0,0,0,0,0,0,0,9,12,8,5,9,0,3,49
UCL121093,5,6,0,3,0,0,0,21,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,17,18,8,15,0,0,0,53,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,5,7,0,0,0,0,5,17,18,12,10,4,0,0,61,9,7,8,5,8,0,0,39,0,0,0,0,0,0,0,0,26,29,21,17,13,0,0,98
UCL121094,0,0,0,5,5,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,3,5,8,5,10,0,0,25,0,0,6,0,0,0,0,5,6,5,0,0,0,0,0,11,6,6,6,0,0,0,0,14,7,10,7,7,10,0,0,44,7,13,5,4,6,0,0,40,0,0,0,0,0,0,0,0,13,22,16,16,10,0,0,79
UCL121095,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,11
UCL121096,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,5,7,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,7,5,8,0,0,24,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,3,6,9,6,8,0,0,28
UCL121097,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,15
UCL121098,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9
UCL121099,0,0,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,16,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,7,3,0,5,0,0,24
UCL121100,5,3,5,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,4,0,3,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,4,0,3,0,0,29,3,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,14,8,7,6,8,0,0,40
UCL121101,3,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,6,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,0,3,6,0,0,24,0,9,3,4,0,0,0,16,0,0,0,0,0,0,0,0,9,11,10,3,8,0,0,40
UCL121102,0,4,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,6,0,0,0,14,8,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,8,3,4,6,0,0,0,25
UCL121103,0,10,9,0,5,3,0,29,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,10,9,0,8,3,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,3,8,9,3,8,3,0,43,9,7,5,0,0,0,0,23,0,0,0,0,0,0,0,0,14,20,19,6,13,3,0,64
UCL121104,0,4,7,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,5,3,0,0,0,24,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,10,8,6,0,0,0,28
UCL121105,5,8,3,0,0,0,0,12,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,6,14,3,7,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,3,7,0,0,0,25,9,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,12,13,3,7,4,0,0,39
UCL121106,0,3,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,0,0,0,0,22,0,4,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,7,6,6,3,5,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,5,6,0,0,29
UCL121107,6,0,0,0,0,0,0,9,0,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,9,0,0,6,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0,0,6,0,0,21,4,10,3,3,0,0,0,27,0,0,0,0,0,0,0,0,14,18,4,4,7,0,0,49
UCL121108,4,3,5,3,5,0,0,18,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,8,3,3,4,9,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,11,7,3,4,9,0,39,3,8,5,0,0,0,0,17,0,0,0,0,0,0,0,0,8,20,13,3,8,9,0,55
UCL121109,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,12,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,15
UCL121110,0,4,6,0,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,11,10,6,3,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,11,10,6,3,0,42,7,6,5,5,7,0,0,32,0,0,0,0,0,0,0,0,9,12,17,11,12,0,0,73
UCL121111,6,6,9,3,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18,11,4,4,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18,11,4,8,0,0,47,4,5,0,4,0,0,0,11,0,0,0,0,0,0,0,0,13,19,11,4,5,0,0,66
UCL121112,0,3,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,15,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,10,9,0,0,0,0,26
UCL121113,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,8,3,0,0,20,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,5,0,7,0,0,0,0,0,5,5,10,6,8,3,0,0,23,0,0,3,4,0,0,0,7,0,0,0,0,0,0,0,0,5,15,6,10,7,0,0,34
UCL121114,0,9,0,0,3,0,0,16,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,5,5,7,4,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,7,4,0,0,28,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,4,11,11,4,4,0,0,31
UCL121115,0,7,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,0,12,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,12
UCL121116,3,0,5,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,7,7,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,7,7,3,0,0,24,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11,4,4,7,5,0,0,38
UCL121117,5,3,3,0,5,0,0,16,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,4,3,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,7,3,4,8,3,0,0,31,6,3,0,3,0,0,0,16,0,0,0,0,0,0,0,0,10,12,11,7,3,0,0,41
UCL121118,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,11,0,9,4,0,4,0,0,10,0,0,0,0,0,0,0,0,0,6,3,10,5,0,0,24
UCL121119,0,3,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,7,0,0,21,0,3,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,9,0,5,9,0,0,27
UCL121120,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,6,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,0,7,19,19,9,8,3,0,0,49,0,5,0,0,3,0,0,5,19,25,6,8,3,0,0,69
UCL121121,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,11
UCL121122,0,7,3,0,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,7,0,3,8,5,5,0,0,20,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,4,0,0,4,3,0,0,0,10,0,8,7,6,5,0,0,33,8,4,4,0,0,0,0,17,0,0,0,0,0,0,0,0,6,14,13,10,3,0,0,47
UCL121123,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,0,0,5,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,5,0,18,4,4,3,0,0,0,0,11,0,0,0,0,0,0,0,0,8,7,4,0,6,5,0,29
UCL121124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,4,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,15
UCL121125,6,0,0,7,0,0,0,15,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,4,0,3,6,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3,6,0,0,22,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,10,0,4,6,0,0,30
UCL121126,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,5,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,5,0,0,19,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,10,7,4,4,0,0,27
UCL121127,0,3,3,0,9,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,25,8,5,0,4,0,0,0,10,0,0,0,0,0,0,0,0,8,8,11,6,5,0,0,38
UCL121128,0,5,3,4,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,10,4,4,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,10,4,4,0,0,33,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,3,9,10,5,7,0,0,36
UCL122001,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,3,3,0,5,0,0,8
UCL122002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3
UCL122003,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,3,0,8,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,7,7,5,0,3,3,0,17
UCL122004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL122005,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,5,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,4,0,4,0,0,17
UCL122006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,8,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,7
UCL122007,3,4,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,0,12,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,3,4,3,0,0,19,3,7,7,3,9,0,0,22,0,0,0,0,0,0,0,0,8,14,5,7,9,0,0,42
UCL122008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,11
UCL122009,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,4,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,6,4,4,3,0,0,16
UCL122010,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,8,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,3,3,0,0,16
UCL122011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4
UCL122012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,5,0,0,3,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,3,3,5,5,0,0,10
UCL122013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,4,0,4,0,0,0,0,6,0,3,3,0,5,0,0,12,0,0,0,0,0,0,0,0,5,3,3,3,5,0,0,15
UCL122014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4
