UCL_CODE_2021,R_1_74_LT_Real_estate_agent,R_1_74_LT_Ste_terr_hsg_auth,R_1_74_LT_com_hou_pro,R_1_74_LT_Psn_not_Sme_hhd,R_1_74_LT_Other_Lld_type,R_1_74_LT_Lld_type_ns,R_1_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_com_hou_pro,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_com_hou_pro,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_com_hou_pro,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_com_hou_pro,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_com_hou_pro,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_com_hou_pro,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_com_hou_pro,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_com_hou_pro,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_com_hou_pro,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_com_hou_pro,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_com_hou_pro,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_com_hou_pro,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_ovr_LT_com_hou_pro,R_950_over_LT_Psn_not_Sme_hhd,R_950_over_LT_Other_Lld_type,R_950_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_com_hou_pro,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_com_hou_pro,Tot_LT_Psn_not_Sme_hhd,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
UCL115111,0,0,0,0,0,0,8,0,6,0,0,0,0,6,0,17,9,8,4,0,34,13,0,5,8,6,0,31,16,0,0,8,0,0,34,45,14,0,18,4,4,80,70,0,0,19,6,0,99,21,0,0,10,0,0,28,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,6,0,11,191,46,21,79,12,3,352
UCL115112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,9,25,0,0,0,0,0,30,95,0,0,7,0,0,101,136,0,0,4,0,0,139,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,8,283,0,0,10,3,0,299
UCL115113,0,5,0,0,8,0,12,0,3,0,0,4,0,9,0,6,4,16,14,0,36,5,3,7,16,8,0,44,4,3,4,12,0,0,33,6,7,0,17,9,0,37,11,0,0,16,0,0,30,3,0,0,6,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,13,37,35,16,84,52,3,231
UCL115114,0,0,0,0,0,0,0,0,0,6,0,0,0,3,19,9,9,4,3,0,36,19,3,3,3,3,0,27,13,3,0,0,0,0,23,33,5,0,10,0,0,45,79,0,0,23,0,0,102,50,0,0,7,0,0,58,7,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,14,218,21,14,53,13,0,322
UCL115115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,3,0,0,9,3,0,3,7,0,0,11,5,0,4,11,0,0,20,14,3,0,19,0,0,36,38,0,0,47,0,0,88,72,0,0,46,0,0,118,46,0,0,34,0,3,89,41,0,0,10,0,0,53,23,0,0,13,0,0,40,7,0,0,5,0,0,8,11,0,0,0,0,0,13,0,0,0,8,0,0,17,264,7,12,209,6,0,505
UCL115116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,11,0,4,13,4,0,29,15,0,0,8,0,0,22,44,0,0,11,0,0,60,97,0,0,20,0,0,119,183,0,0,12,0,0,200,67,0,0,8,0,0,75,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,431,0,6,73,4,0,515
UCL115117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,11,21,0,0,10,0,0,28,38,0,0,5,0,0,49,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,69,3,6,35,12,0,110
UCL115118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,9,0,0,3,0,0,5,9,0,0,6,0,0,15,23,0,0,8,4,0,32,34,0,0,10,0,0,48,7,0,0,6,0,0,11,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,4,0,35,4,0,134
UCL115119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,5,13,11,0,0,0,36,4,3,0,0,0,0,10,14,9,3,0,0,0,21,51,0,0,3,0,0,58,56,0,0,22,0,0,76,62,0,0,4,0,0,68,15,0,0,0,0,0,28,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,10,231,30,18,41,6,0,326
UCL115120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,4,6,0,0,4,0,0,9,9,0,0,8,0,0,14,16,0,0,3,0,0,14,12,0,0,0,0,0,16,11,0,0,0,0,0,11,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,62,0,0,27,0,0,88
UCL115121,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,3,0,0,10,3,8,0,7,0,0,10,7,0,0,6,5,0,16,21,0,0,11,3,0,34,21,0,0,13,0,0,31,9,3,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,66,14,0,46,11,0,129
UCL115122,0,0,0,3,0,0,0,3,0,0,0,0,0,3,4,5,0,5,0,0,15,28,9,13,14,10,0,70,13,3,0,7,3,0,32,47,6,3,19,3,0,73,78,5,0,16,5,0,100,14,0,0,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,186,32,25,72,18,0,323
UCL115123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,9,16,0,0,10,0,0,24,20,0,0,6,0,0,22,0,0,0,0,0,0,5,4,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,4,44,0,0,29,0,0,71
UCL115124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,11,0,0,0,0,0,0,5,7,0,4,3,0,0,9,18,0,0,25,0,0,42,76,0,0,36,5,0,112,92,0,0,20,0,0,110,40,0,0,9,0,0,46,11,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,5,0,5,245,0,0,100,8,0,364
UCL115125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,4,0,14,0,6,0,0,4,0,10,3,0,0,8,4,0,14,8,0,0,8,4,0,20,30,0,0,16,4,0,45,64,0,0,14,4,0,81,35,0,0,12,0,0,42,9,0,0,0,0,0,11,8,0,0,0,0,0,8,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,4,0,9,154,14,0,59,25,0,265
UCL115126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,0,0,3,0,0,5,10,0,0,0,0,0,14,15,0,0,3,0,0,17,11,0,0,6,0,0,10,6,0,0,0,0,0,7,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,12,11,3,69
UCL115127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,13,0,0,4,0,0,16,28,0,0,9,0,0,40,10,0,0,7,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,26,0,0,86
UCL115128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,6,0,0,0,0,0,4,8,0,0,9,0,0,17,10,0,0,10,0,0,22,21,0,0,15,3,0,40,25,0,0,16,0,0,42,13,0,0,12,0,0,27,13,0,0,10,0,0,26,14,0,0,3,0,0,16,3,0,0,0,0,0,3,3,0,0,0,0,0,7,115,0,0,80,5,3,208
UCL115129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,15,0,0,5,0,0,19,6,0,0,3,0,0,12,8,0,0,0,0,0,10,5,0,0,0,0,0,7,5,0,0,0,0,0,9,0,0,0,0,0,0,4,4,0,0,0,0,0,9,0,0,0,0,0,0,5,55,0,0,36,0,0,91
UCL115130,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,4,10,4,4,0,24,12,0,0,6,0,0,14,22,0,0,16,6,0,44,64,0,0,26,0,4,97,77,0,0,19,0,0,98,6,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,202,6,11,82,15,3,315
UCL115131,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,9,3,0,0,0,0,0,9,10,0,9,8,0,0,32,7,0,8,8,10,0,38,71,5,0,14,0,0,92,158,0,0,23,0,0,182,52,0,0,3,0,0,55,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,3,311,9,24,70,14,0,425
UCL115132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,10,4,0,0,17,0,0,0,4,0,0,5,7,0,0,0,3,0,8,24,0,0,8,0,0,32,29,0,0,8,0,0,44,44,0,0,18,0,0,65,10,0,0,0,0,0,15,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,10,49,7,0,187
UCL115133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,8,14,0,23,4,0,0,0,0,0,5,5,0,0,3,0,0,9,28,0,0,3,0,0,35,71,0,0,7,0,0,78,19,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,134,0,3,22,16,0,181
UCL115134,0,0,0,0,0,0,3,0,8,14,3,3,0,22,8,17,0,11,6,0,42,21,12,4,21,5,0,67,23,7,0,29,6,0,58,76,0,0,27,6,0,106,80,0,0,20,3,0,109,17,0,0,3,0,0,26,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,5,6,16,243,42,22,119,22,0,457
UCL115135,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,3,9,3,0,0,25,20,13,8,11,0,0,55,22,3,3,9,0,0,37,57,8,6,20,3,0,100,50,0,0,5,0,0,63,24,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,7,7,0,12,186,40,30,59,11,0,327
UCL115136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,4,0,0,16,33,0,0,8,0,0,44,18,0,0,0,0,0,18,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,73,0,0,21,5,0,96
UCL115137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,20,4,0,0,24,0,0,3,3,0,0,6,8,0,3,0,5,0,14,43,0,0,11,0,0,53,76,0,0,10,0,0,89,100,0,0,3,0,0,108,27,0,0,4,0,0,30,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,4,0,11,268,8,25,35,7,0,341
UCL115138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,12,64,0,0,5,0,0,73,78,0,0,7,0,0,85,35,0,0,0,0,0,39,10,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,200,0,0,28,6,0,232
UCL115139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,16,9,0,0,9,0,0,21,20,0,0,9,0,0,28,30,0,0,6,0,0,35,29,0,0,8,5,0,44,10,0,0,4,0,0,13,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,98,3,8,50,11,0,167
UCL115140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,16,0,0,0,5,0,0,3,0,0,0,3,0,0,6,9,0,0,12,4,0,13,14,0,0,10,11,0,32,9,0,0,4,0,0,12,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,35,0,4,45,18,0,102
UCL115141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,11,10,6,0,16,4,0,39,7,0,0,19,4,0,28,21,5,0,12,0,0,38,22,0,0,4,0,0,31,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,8,66,20,0,67,16,0,169
UCL115142,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,9,0,0,12,0,0,0,3,0,0,12,10,0,0,4,0,0,17,38,0,0,9,0,0,47,51,0,0,22,0,0,67,5,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,116,0,0,55,6,5,177
UCL115143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,3,5,0,0,19,22,6,3,9,0,0,50,16,4,0,6,0,0,27,26,3,0,19,0,0,55,53,0,0,9,0,0,65,20,0,0,10,0,0,30,6,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,7,168,18,8,60,13,0,267
UCL115144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,0,5,0,15,0,21,4,0,0,0,29,0,7,0,8,3,0,17,16,4,0,8,3,0,37,48,12,0,22,0,0,81,77,9,0,22,0,0,104,38,0,0,4,0,0,38,4,0,0,0,0,0,8,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,4,0,18,196,53,6,75,15,0,349
UCL115145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,9,0,0,4,0,0,13,33,0,0,8,0,0,37,23,0,0,3,0,0,26,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,3,19,12,0,106
UCL115146,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,3,12,0,0,4,0,0,17,26,0,0,3,0,0,34,78,0,0,13,0,0,91,52,0,0,12,0,0,61,10,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,189,0,0,49,3,0,242
UCL115147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,12,0,10,0,0,0,0,8,0,12,0,0,0,4,6,0,11,51,0,0,5,0,0,62,29,0,0,0,0,0,31,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,87,0,0,18,28,0,138
UCL115148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,6,3,0,27,15,4,0,11,0,0,28,11,3,0,6,0,0,17,28,0,4,11,0,0,38,13,0,0,5,0,0,21,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,9,75,16,9,44,7,0,149
UCL115149,0,8,0,0,22,0,29,0,3,0,0,11,0,14,3,0,0,3,0,0,9,5,6,3,6,5,0,31,3,3,0,6,8,0,22,3,10,4,6,0,0,21,5,0,0,0,0,0,7,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,13,28,35,8,29,59,3,152
UCL115150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,3,0,0,8,0,0,9,16,0,0,4,0,0,23,11,0,0,0,0,0,13,18,0,0,0,0,0,18,11,0,0,0,0,0,11,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,4,61,0,0,14,7,0,84
UCL115151,0,6,0,0,0,0,5,0,9,0,0,0,0,9,0,11,0,0,0,0,12,3,10,0,7,0,0,26,8,4,0,5,0,0,21,10,5,0,10,0,0,26,26,8,0,9,0,0,43,40,0,0,4,0,0,46,8,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,57,0,37,3,0,194
UCL115152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,14,3,0,0,9,3,0,12,8,0,0,8,3,0,19,26,0,0,7,3,0,44,3,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,49,0,5,38,9,0,113
UCL115153,0,0,3,0,0,0,4,4,0,0,3,0,0,5,3,5,11,3,3,0,27,11,8,3,16,3,0,37,24,5,7,6,0,0,43,16,3,0,9,3,0,28,19,0,0,9,0,0,27,0,0,0,3,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,7,70,23,24,42,16,0,183
UCL115154,0,0,0,0,4,0,11,0,3,0,3,4,0,8,3,5,0,0,0,4,20,8,9,3,14,8,0,51,11,9,3,16,0,0,38,16,6,0,18,4,0,41,11,0,0,17,3,0,35,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,7,50,33,14,81,22,4,203
UCL115155,0,0,0,0,4,0,4,0,5,0,0,0,0,6,12,19,6,14,3,0,50,42,25,14,10,0,0,93,53,10,4,18,0,0,90,77,13,0,20,4,0,115,96,6,0,23,0,3,127,33,0,0,0,0,0,34,6,0,0,0,0,0,8,4,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,11,0,3,30,335,80,23,99,17,7,567
UCL115156,0,0,0,0,3,0,8,0,0,0,0,0,0,3,4,0,0,3,0,0,12,9,7,0,11,0,0,23,18,0,3,15,0,0,35,17,7,0,5,0,0,25,15,0,0,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,14,3,35,11,0,127
UCL115157,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,0,0,0,9,13,4,0,11,0,0,25,11,4,4,10,0,0,30,20,0,0,7,4,0,32,14,0,0,5,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,66,13,5,38,8,4,136
UCL115158,0,3,7,0,0,0,3,0,4,0,0,0,0,7,3,7,9,13,9,0,35,30,3,4,9,5,0,49,4,0,0,8,0,0,21,14,3,0,13,12,0,45,28,5,0,14,8,0,54,14,0,0,6,0,0,22,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,11,100,29,13,70,53,3,259
UCL115159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,3,3,0,0,4,0,0,4,22,0,0,0,0,0,21,23,0,0,4,0,0,23,13,0,0,0,0,0,16,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,72,0,0,16,0,0,91
UCL115160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,13,0,0,4,0,0,18,53,0,0,0,0,0,50,11,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,81,0,0,11,0,0,92
UCL115161,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,4,0,4,0,0,7,13,7,3,11,6,0,40,25,0,0,12,4,0,40,37,12,4,12,0,0,71,92,7,10,25,4,0,138,102,8,0,17,4,0,119,11,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,3,0,19,293,37,20,88,8,0,453
