UCL_CODE_2021,M_AgriForestFish_PD,M_AgriForestFish_GD_GC,M_AgriForestFish_BD,M_AgriForestFish_AdD_D,M_AgriForestFish_Cert,M_AgriForestFish_ID_NS,M_AgriForestFish_ToT,M_Min_PD,M_Min_GD_GC,M_Min_BD,M_Min_AdD_D,M_Min_Cert,M_Min_ID_NS,M_Min_ToT,M_Mnfg_PD,M_Mnfg_GD_GC,M_Mnfg_BD,M_Mnfg_AdD_D,M_Mnfg_Cert,M_Mnfg_ID_NS,M_Mnfg_ToT,M_EGW_WS_PD,M_EGW_WS_GD_GC,M_EGW_WS_BD,M_EGW_WS_AdD_D,M_EGW_WS_Cert,M_EGW_WS_ID_NS,M_EGW_WS_ToT,M_Cnstn_PD,M_Cnstn_GD_GC,M_Cnstn_BD,M_Cnstn_AdD_D,M_Cnstn_Cert,M_Cnstn_ID_NS,M_Cnstn_ToT,M_WTrade_PD,M_WTrade_GD_GC,M_WTrade_BD,M_WTrade_AdD_D,M_WTrade_Cert,M_WTrade_ID_NS,M_WTrade_ToT,M_RTrade_PD,M_RTrade_GD_GC,M_RTrade_BD,M_RTrade_AdD_D,M_RTrade_Cert,M_RTrade_ID_NS,M_RTrade_ToT,M_AccomFoodS_PD,M_AccomFoodS_GD_GC,M_AccomFoodS_BD,M_AccomFoodS_AdD_D,M_AccomFoodS_Cert,M_AccomFoodS_ID_NS,M_AccomFoodS_ToT,M_TransPostWhse_PD,M_TransPostWhse_GD_GC,M_TransPostWhse_BD,M_TransPostWhse_AdD_D,M_TransPostWhse_Cert,M_TransPostWhse_ID_NS,M_TransPostWhse_ToT,M_InfoMedTelecom_PD,M_InfoMedTelecom_GD_GC,M_InfoMedTelecom_BD,M_InfoMedTelecom_AdD_D,M_InfoMedTelecom_Cert,M_InfoMedTelecom_ID_NS,M_InfoMedTelecom_ToT,M_FinInsurS_PD,M_FinInsurS_GD_GC,M_FinInsurS_BD,M_FinInsurS_AdD_D,M_FinInsurS_Cert,M_FinInsurS_ID_NS,M_FinInsurS_ToT,M_RentHirREserv_PD,M_RentHirREserv_GD_GC,M_RentHirREserv_BD,M_RentHirREserv_AdD_D,M_RentHirREserv_Cert,M_RentHirREserv_ID_NS,M_RentHirREserv_ToT,M_ProScieTechServ_PD,M_ProScieTechServ_GD_GC,M_ProScieTechServ_BD,M_ProScieTechServ_AdD_D,M_ProScieTechServ_Cert,M_ProScieTechServ_ID_NS,M_ProScieTechServ_ToT,M_AdminSupServ_PD,M_AdminSupServ_GD_GC,M_AdminSupServ_BD,M_AdminSupServ_AdD_D,M_AdminSupServ_Cert,M_AdminSupServ_ID_NS,M_AdminSupServ_ToT,M_PubAdmiSafety_PD,M_PubAdmiSafety_GD_GC,M_PubAdmiSafety_BD,M_PubAdmiSafety_AdD_D,M_PubAdmiSafety_Cert,M_PubAdmiSafety_ID_NS,M_PubAdmiSafety_ToT,M_EducTrain_PD,M_EducTrain_GD_GC,M_EducTrain_BD,M_EducTrain_AdD_D,M_EducTrain_Cert,M_EducTrain_ID_NS,M_EducTrain_ToT,M_HealthCareSocA_PD,M_HealthCareSocA_GD_GC,M_HealthCareSocA_BD,M_HealthCareSocA_AdD_D,M_HealthCareSocA_Cert,M_HealthCareSocA_ID_NS,M_HealthCareSocA_ToT,M_ArtRecServ_PD,M_ArtRecServ_GD_GC,M_ArtRecServ_BD,M_ArtRecServ_AdD_D,M_ArtRecServ_Cert,M_ArtRecServ_ID_NS,M_ArtRecServ_ToT,M_OthServ_PD,M_OthServ_GD_GC,M_OthServ_BD,M_OthServ_AdD_D,M_OthServ_Cert,M_OthServ_ID_NS,M_OthServ_ToT,M_ID_NS_PD,M_ID_NS_GD_GC,M_ID_NS_BD,M_ID_NS_AdD_D,M_ID_NS_Cert,M_ID_NS_ID_NS,M_ID_NS_ToT,M_ToT_PD,M_ToT_GD_GC,M_ToT_BD,M_ToT_AdD_D,M_ToT_Cert,M_ToT_ID_NS,M_ToT_ToT,F_AgriForestFish_PD,F_AgriForestFish_GD_GC,F_AgriForestFish_BD,F_AgriForestFish_AdD_D,F_AgriForestFish_Cert,F_AgriForestFish_ID_NS,F_AgriForestFish_ToT,F_Min_PD,F_Min_GD_GC,F_Min_BD,F_Min_AdD_D,F_Min_Cert,F_Min_ID_NS,F_Min_ToT,F_Mnfg_PD,F_Mnfg_GD_GC,F_Mnfg_BD,F_Mnfg_AdD_D,F_Mnfg_Cert,F_Mnfg_ID_NS,F_Mnfg_ToT,F_EGW_WS_PD,F_EGW_WS_GD_GC,F_EGW_WS_BD,F_EGW_WS_AdD_D,F_EGW_WS_Cert,F_EGW_WS_ID_NS,F_EGW_WS_ToT,F_Cnstn_PD,F_Cnstn_GD_GC,F_Cnstn_BD,F_Cnstn_AdD_D,F_Cnstn_Cert,F_Cnstn_ID_NS,F_Cnstn_ToT,F_WTrade_PD,F_WTrade_GD_GC,F_WTrade_BD,F_WTrade_AdD_D,F_WTrade_Cert,F_WTrade_ID_NS,F_WTrade_ToT,F_RTrade_PD,F_RTrade_GD_GC,F_RTrade_BD,F_RTrade_AdD_D,F_RTrade_Cert,F_RTrade_ID_NS,F_RTrade_ToT,F_AccomFoodS_PD,F_AccomFoodS_GD_GC,F_AccomFoodS_BD,F_AccomFoodS_AdD_D
UCL115053,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,9,0,0,0,0,5,0,5,0,0,0,0,7,0,5,0,0,0,0,3,0,9,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,5,0,0,0,0,6,4,8,0,0,4,3,0,0,6,0,4,0,3,3,0,11,0,0,0,0,5,0,6,0,0,0,0,5,0,7,0,0,0,0,6,0,6,10,5,11,8,70,11,113,0,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,3,0,0,4,0,5,0,8,0,0,0,0
UCL115054,0,0,0,0,3,0,3,0,0,0,5,3,0,10,0,0,0,5,14,0,20,0,0,0,0,3,0,4,0,0,0,0,35,5,41,0,0,0,0,3,0,5,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,6,9,0,17,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,4,0,4,0,0,7,0,0,0,9,0,0,0,0,3,0,3,0,0,5,10,6,0,22,4,0,4,0,5,0,12,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,11,0,8,0,0,0,0,8,0,8,9,3,22,24,118,6,183,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,0,0,7,0,15,0,0,0,0
UCL115055,0,0,0,0,10,0,14,0,0,0,4,16,5,16,0,0,6,0,14,0,18,0,0,0,0,11,0,17,0,0,0,3,48,0,48,0,0,0,0,9,0,5,0,0,0,0,16,0,19,0,0,0,0,0,0,4,0,0,0,5,16,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,8,0,0,0,12,0,0,0,0,4,0,7,0,0,3,0,15,0,24,0,3,8,3,4,0,18,0,0,0,7,5,0,10,0,0,0,0,0,0,0,0,0,0,0,26,0,27,0,0,0,0,6,0,11,6,3,32,24,203,12,279,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,3,0,3,0,0,4,3,17,0,24,0,0,0,0
UCL115056,0,0,0,0,26,0,27,0,0,0,0,0,0,0,0,0,0,5,19,5,25,0,0,3,0,0,0,10,0,0,0,0,39,4,48,0,0,4,0,4,0,7,0,0,0,4,14,0,17,0,0,10,5,15,0,28,0,0,3,0,19,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,3,4,0,3,0,3,0,17,0,0,0,0,3,0,9,5,0,4,4,19,0,32,0,0,5,0,0,0,8,0,0,3,5,5,0,19,0,0,0,0,0,0,0,0,0,0,0,23,0,27,0,0,0,0,18,4,18,12,0,43,33,216,12,322,0,0,3,0,5,0,9,0,0,0,0,0,0,0,0,0,0,3,4,0,10,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,0,0,6,0,0,0,10,20,0,33,0,0,3,4
UCL115057,0,0,0,0,12,0,17,0,0,0,0,0,0,0,0,0,0,0,14,0,16,0,4,0,5,7,0,11,0,0,4,3,59,0,69,0,0,0,0,0,0,3,0,0,4,0,17,0,21,3,0,9,5,16,4,32,0,0,0,6,10,0,9,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,9,0,11,5,0,13,0,5,0,15,0,0,0,3,4,0,5,0,0,0,8,8,0,21,0,0,28,7,7,0,44,4,0,5,5,9,0,29,0,0,0,0,4,0,8,0,0,0,0,4,0,7,0,0,4,0,7,0,8,13,3,68,44,197,14,337,0,0,3,0,3,0,12,0,0,3,0,0,0,3,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,5,3,3,0,15,0,0,0,3,0,0,3,0,0,4,8,12,4,22,0,0,0,8
UCL115058,0,0,0,0,0,0,4,0,0,0,0,5,0,5,3,0,0,4,7,0,8,0,0,0,0,0,0,0,0,0,5,0,32,0,37,0,0,0,0,3,0,9,3,0,0,0,5,0,8,0,0,0,3,8,0,17,0,0,0,0,3,0,6,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,0,0,5,0,5,0,0,6,7,0,0,19,0,0,0,0,4,0,6,0,0,4,6,6,0,13,0,0,0,0,4,0,10,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,3,10,4,23,16,93,3,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,5,0,6,0,12,0,0,6,3
UCL115059,0,0,3,0,32,0,31,0,0,0,0,5,0,5,0,0,0,0,13,0,13,0,0,0,0,6,0,6,0,0,3,0,21,0,20,0,0,0,0,3,0,6,0,0,3,0,4,0,11,0,0,0,0,5,3,5,0,0,0,0,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,3,13,0,0,0,14,0,0,5,3,8,0,24,0,0,0,0,0,0,0,0,0,0,0,12,0,19,0,0,0,0,5,0,9,8,4,35,16,115,9,192,0,0,3,0,7,0,14,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,9,0,9,0,0,0,0,14,0,14,0,0,0,0
UCL115060,0,0,0,0,7,0,7,0,0,0,0,0,0,4,0,0,7,7,26,0,39,0,0,0,0,0,0,4,0,0,0,4,45,0,48,0,0,3,0,6,0,9,0,0,5,0,13,0,18,0,0,0,0,11,0,11,0,0,3,7,18,0,33,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,16,0,0,0,0,3,0,3,3,0,33,36,126,4,202,0,0,5,3,6,0,19,5,0,0,3,9,0,15,0,0,0,0,0,0,0,0,0,0,3,23,0,28,0,0,3,3,26,8,37,16,0,69,71,325,15,493,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,0,5,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3,5,31,0,35,0,0,0,0
UCL115061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,11,0,0,0,0,0,0,0,0,0,0,3,15,0,16,0,0,0,0,5,0,5,0,0,0,0,12,0,11,0,0,0,0,6,0,7,0,0,0,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,10,0,0,0,0,0,0,6,0,0,0,0,6,0,14,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,4,5,3,7,10,73,3,104,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,7,4,6,0,0,0,0
UCL115062,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,3,19,0,22,0,0,0,0,0,0,5,0,0,0,0,57,7,63,0,0,0,3,12,0,12,0,0,0,0,10,0,15,0,0,0,0,6,0,8,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,3,0,0,3,3,6,0,12,0,0,0,3,3,0,6,0,0,4,7,4,0,14,0,0,6,0,6,0,12,0,0,0,0,3,0,3,0,0,0,0,4,0,4,0,0,0,3,18,0,25,0,0,0,0,10,0,8,6,0,32,24,163,11,242,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,4,0,7,0,0,0,0,0,0,0,0,0,0,3,8,0,15,0,0,0,0,0,0,0,0,0,4,3,9,0,16,0,0,5,0
UCL115063,0,0,0,0,0,0,3,0,0,0,0,0,0,4,4,0,3,0,7,0,14,0,0,0,0,0,0,0,0,0,4,5,50,0,61,0,0,6,0,3,0,9,0,0,0,0,4,0,11,0,0,0,0,0,0,4,0,0,0,6,0,0,10,0,0,0,0,5,0,3,0,0,3,0,0,0,7,0,0,0,0,6,0,0,6,0,14,3,3,0,24,0,0,0,0,3,0,9,0,0,5,5,7,0,17,3,0,3,5,0,0,10,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,16,0,0,4,0,6,0,11,18,4,52,33,104,6,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,0,10,0,0,0,0,3,0,3,0,0,0,3,4,0,9,0,0,4,0,0,0,7,0,0,9,4,3,0,17,0,0,0,0
UCL115064,0,0,0,0,5,0,7,0,0,0,3,8,0,13,6,0,6,7,36,0,51,0,0,4,4,10,0,16,0,0,17,15,135,0,178,0,0,0,0,13,0,18,3,0,9,6,15,0,27,0,0,10,14,17,0,41,0,0,4,3,12,0,18,0,0,3,0,8,0,9,5,0,7,6,0,0,17,0,0,6,3,6,0,16,16,4,36,3,8,0,73,0,0,4,3,14,0,25,9,4,43,20,27,3,113,16,8,42,8,9,4,75,14,4,33,18,3,0,80,0,0,4,3,4,0,11,0,0,4,3,16,0,18,4,0,7,0,10,3,22,81,24,239,112,339,20,824,0,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,3,0,5,0,19,0,0,0,0,0,0,7,0,0,6,3,13,4,24,0,0,0,0,4,0,10,0,0,10,6,18,3,46,3,0,8,9
UCL115065,0,0,0,0,18,3,23,0,0,0,0,5,0,5,0,0,0,0,12,0,16,0,0,0,0,8,0,8,0,0,0,0,31,3,35,0,0,0,0,4,0,4,0,0,0,0,10,0,12,0,0,3,0,6,0,10,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,5,0,5,0,0,3,8,18,0,35,0,0,3,0,0,0,6,0,0,3,3,13,0,24,0,0,0,0,0,0,0,0,0,0,0,21,0,21,0,0,0,0,11,0,12,6,5,22,17,165,14,231,0,0,5,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,16,0,23,0,0,0,6
UCL115066,0,0,0,0,7,0,13,0,0,0,0,0,0,3,0,0,0,4,34,5,41,0,0,0,0,11,0,11,0,0,6,3,159,0,169,0,0,0,0,11,0,11,0,0,3,5,12,0,18,0,0,0,0,7,0,7,0,0,0,0,19,0,17,0,0,0,3,3,0,11,0,0,0,4,4,0,8,0,0,0,0,0,0,5,0,0,3,8,9,0,14,0,0,0,0,8,0,8,0,0,3,11,16,0,33,5,0,3,6,3,0,15,0,0,8,0,6,0,13,0,0,0,0,3,0,7,0,0,0,3,45,0,46,0,0,0,0,17,4,22,5,5,31,39,366,12,461,0,0,0,5,5,0,15,0,0,0,0,0,0,0,0,0,0,3,9,0,11,0,0,0,0,0,0,3,0,0,3,6,14,0,22,0,0,0,0,3,0,7,0,0,6,3,23,0,29,0,0,5,8
UCL115067,0,0,0,0,17,0,15,0,0,0,0,14,0,13,0,0,0,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,42,0,50,0,0,0,0,3,0,3,0,0,0,0,19,0,20,0,0,0,0,3,0,7,0,0,0,0,6,0,13,0,0,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,0,0,9,0,0,0,0,5,0,4,0,0,0,0,12,0,15,0,0,5,0,5,0,9,0,0,0,6,7,0,16,0,0,0,0,7,0,10,0,0,0,5,17,0,19,0,0,0,0,7,4,13,5,0,29,21,190,12,257,0,0,0,0,7,0,10,0,0,0,0,0,0,5,0,0,0,0,5,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,3,24,0,0,0,3
UCL115068,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,16,0,16,0,0,0,0,5,0,5,0,0,0,0,25,0,33,0,0,0,0,6,0,6,0,0,0,3,14,0,18,0,0,0,3,7,0,11,0,0,0,0,7,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,7,0,0,0,0,6,0,8,3,0,0,4,7,0,14,0,3,0,0,0,0,3,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,8,0,8,4,0,11,17,109,10,154,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,5,0,0,0,4,0,0,0,0
UCL115069,0,0,5,0,18,9,30,0,0,0,0,9,0,5,0,0,3,0,10,0,13,0,0,0,3,0,0,0,0,0,0,5,39,0,37,0,0,0,0,3,0,4,0,0,0,0,3,0,12,0,0,0,0,8,0,7,0,0,0,3,12,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,10,4,13,0,20,0,0,4,5,0,0,17,3,0,0,4,3,0,8,0,0,0,0,3,0,3,0,0,0,0,14,0,14,0,0,0,0,14,0,14,4,4,33,20,139,6,212,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,14,0,21,0,0,6,4
UCL115070,0,0,0,0,5,0,3,0,0,3,6,117,3,141,0,0,3,5,31,0,42,0,0,0,0,10,0,7,0,0,0,0,79,0,77,0,0,0,0,23,0,22,0,0,4,4,14,0,18,0,0,0,0,12,0,16,0,0,0,3,31,0,36,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,4,4,0,3,0,0,6,9,0,0,18,0,0,0,0,14,0,19,0,0,4,3,13,0,18,0,0,6,6,3,0,18,0,0,6,4,13,0,22,0,0,0,0,0,0,8,0,0,0,0,37,0,42,0,0,0,0,24,4,32,3,3,35,51,423,12,531,0,0,0,0,0,0,0,0,0,3,4,13,0,19,0,0,0,4,3,4,5,0,0,0,0,3,0,4,0,0,3,3,4,0,11,0,0,0,0,3,0,4,0,0,3,4,31,0,47,0,0,0,5
UCL115071,0,0,0,0,9,0,9,0,0,0,9,95,0,108,0,0,0,0,17,0,13,0,0,0,0,11,0,11,0,0,0,0,31,0,34,0,0,0,0,9,0,6,0,0,0,0,11,0,16,3,0,0,4,6,0,18,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,9,0,8,0,0,3,0,3,0,13,0,0,0,5,6,0,8,0,0,0,0,0,0,0,0,0,0,0,18,0,21,0,0,0,0,7,0,11,3,0,18,23,232,6,285,0,0,0,0,4,0,11,0,0,0,0,0,0,9,0,0,0,0,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,13,0,21,0,0,0,6
UCL115072,0,0,0,0,14,0,11,0,0,0,0,5,0,3,0,0,0,0,23,0,21,0,0,3,5,4,0,17,0,0,0,0,46,0,47,0,0,0,4,10,0,7,0,0,0,0,10,0,10,0,0,0,0,9,0,13,0,0,0,0,8,0,12,0,0,0,0,0,0,3,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,0,11,0,0,0,0,7,0,10,0,0,7,8,13,0,33,0,0,10,8,0,0,17,0,0,0,7,3,0,12,0,0,0,0,0,0,0,0,0,0,0,7,0,9,0,0,0,0,3,4,7,8,3,32,38,159,3,243,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,3,5,0,5,0,0,0,0,0,0,4,0,0,7,4,20,0,30,0,0,0,0
UCL115073,0,0,0,0,10,0,13,0,0,0,0,0,0,3,0,0,4,4,35,9,50,0,0,0,0,4,0,6,0,0,0,0,39,0,44,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,0,5,3,10,0,17,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,3,3,0,0,10,0,0,0,0,5,0,5,0,0,0,3,4,0,19,0,0,11,0,3,0,20,3,0,3,3,3,0,11,0,0,0,0,0,0,0,0,0,0,0,8,0,13,3,0,0,0,4,0,16,18,4,28,23,146,11,236,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,3,5,8,0,17,0,0,3,0
UCL115074,3,0,3,8,44,7,63,0,0,0,0,0,0,3,0,0,0,0,9,0,7,0,0,0,0,0,0,0,0,0,0,0,29,0,29,0,0,0,0,8,3,7,0,0,5,0,6,0,10,0,0,0,0,4,0,4,0,0,0,3,11,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,3,0,0,4,7,16,0,21,0,0,4,0,3,0,8,5,0,4,0,3,0,17,0,0,0,0,0,0,0,0,0,4,0,9,0,8,0,0,0,0,0,3,10,15,8,27,22,143,15,221,5,0,12,5,9,3,39,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,15,0,0,0,0
UCL115075,0,0,0,0,0,0,6,0,0,0,0,7,0,7,0,0,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,28,4,29,0,0,0,0,3,0,3,0,0,4,0,7,0,7,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,4,3,0,0,0,13,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,5,0,10,7,6,26,13,64,6,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0
UCL115076,0,0,0,0,20,0,23,0,0,0,0,3,0,3,0,0,0,0,3,0,6,0,0,0,0,3,0,9,0,0,0,3,24,0,25,0,0,0,0,3,0,3,0,0,0,4,6,0,13,0,0,0,0,5,0,6,0,0,0,0,17,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,8,3,0,6,0,20,0,35,3,0,3,0,4,0,5,0,0,0,0,0,0,11,0,0,0,0,4,0,4,0,0,0,0,11,0,14,0,0,0,0,10,0,9,8,0,22,15,139,11,187,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,10,3,0,0,0
UCL115077,0,0,0,0,0,0,0,0,0,0,4,8,0,7,0,0,0,3,17,0,20,0,0,0,0,0,0,7,0,0,6,3,46,0,50,0,0,0,0,4,0,4,0,0,0,3,15,0,21,0,0,0,3,19,4,25,0,0,4,0,3,3,8,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,6,3,0,7,5,0,3,0,3,0,12,0,0,0,0,4,0,7,0,0,3,0,11,0,15,5,0,12,0,6,0,22,5,0,3,0,3,3,18,0,0,0,0,0,0,4,0,0,0,0,11,0,13,0,0,0,0,9,0,14,19,0,34,27,163,10,264,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,6,0,7,0,0,0,0,0,0,0,0,0,0,4,5,0,6,0,0,0,0,0,0,4,0,0,0,0,21,0,24,0,0,0,9
UCL115078,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,4,0,9,0,17,0,0,0,0,0,0,0,0,0,0,0,26,0,28,0,0,0,0,0,0,4,0,0,0,0,9,0,9,0,0,0,3,9,0,20,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,6,6,0,0,0,0,0,0,5,4,0,3,0,4,0,13,0,0,0,0,3,0,6,0,0,6,0,4,0,11,0,0,3,0,0,0,9,3,0,0,0,8,0,17,0,0,0,4,0,0,6,0,0,0,0,3,0,3,3,0,0,0,0,3,11,16,4,34,10,90,11,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,8,4,6,14,0,0,3,7
UCL115079,0,0,11,3,22,0,40,0,0,0,0,0,0,0,0,0,0,0,12,0,12,0,0,0,3,3,0,8,0,0,5,0,47,0,50,0,0,0,0,0,0,9,0,0,0,5,17,0,20,0,0,0,0,4,0,4,0,0,0,0,6,0,7,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,3,0,0,0,0,3,0,8,5,0,3,7,19,0,33,0,0,12,0,0,0,12,0,0,5,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,10,0,13,0,0,0,0,13,4,14,4,0,36,23,169,18,255,0,0,5,0,8,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,6,0,0,0,0,11,4,16,0,0,4,0
