UCL_CODE_2021,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
UCL115119,4,0,7,0,0,0,9,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,3,4,0,0,0,12,6,7,0,0,0,0,10,4,0,7,0,4,0,18,11,6,6,3,0,0,26,10,11,9,0,0,0,30,14,14,4,0,4,0,44,3,15,4,6,0,0,32,17,28,10,3,5,0,64,9,26,7,0,0,0,44,14,20,6,6,4,0,46,13,45,6,0,4,0,73,28,59,5,3,3,0,101,6,10,8,0,0,0,27,4,6,8,0,0,0,17,9,7,5,0,0,0,22,164,268,87,23,28,0,575
UCL115120,0,6,4,0,0,0,13,0,0,0,0,0,0,5,0,3,0,0,0,0,3,3,0,0,0,0,0,5,0,0,7,0,0,0,12,0,5,3,0,0,0,10,3,5,4,0,0,0,12,5,7,4,3,0,0,21,6,7,0,0,0,0,14,7,8,3,0,0,0,15,4,11,3,0,0,0,15,3,21,8,0,0,0,39,3,9,0,0,0,0,14,4,19,6,0,0,0,26,10,39,6,4,0,0,57,25,91,17,6,0,0,143,14,46,18,4,0,0,80,8,38,10,0,3,0,54,8,16,8,3,0,0,37,106,321,104,17,16,3,572
UCL115121,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,5,0,6,0,0,0,0,0,0,6,10,8,4,3,3,0,21,14,6,3,3,4,0,25,4,13,5,0,0,0,26,11,17,0,0,3,0,33,0,8,0,0,0,0,13,4,6,4,0,0,0,13,0,5,0,0,0,0,6,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,59,65,25,14,18,0,177
UCL115122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,11,8,6,0,0,3,0,21,13,19,0,4,0,0,40,5,14,10,3,0,0,29,13,10,0,0,0,0,21,5,3,4,3,0,0,19,5,6,9,0,0,0,13,0,4,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,6,0,0,4,0,14,63,76,24,16,14,0,206
UCL115123,7,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,4,4,0,0,0,0,10,3,0,0,0,0,0,5,0,3,4,0,0,0,9,3,6,5,0,0,0,13,4,5,0,3,4,0,24,6,8,0,0,0,0,15,3,5,3,0,0,0,14,10,17,0,0,4,0,27,0,8,0,0,0,0,12,0,5,0,0,0,0,4,7,8,5,0,3,0,26,6,12,7,0,0,0,28,0,8,4,0,0,0,6,3,0,0,0,0,0,8,0,4,0,4,0,0,9,63,91,35,10,9,0,209
UCL115124,5,0,0,0,0,0,8,0,0,0,0,0,0,3,6,5,4,0,0,0,7,0,4,0,0,3,0,9,10,3,4,0,3,0,23,9,7,0,0,0,0,21,12,6,0,3,3,0,32,12,15,4,0,3,0,34,12,22,6,9,0,0,49,18,33,3,3,0,0,60,8,32,6,7,0,0,50,15,51,10,3,5,0,78,10,27,5,0,0,0,49,6,14,4,0,0,0,24,20,22,5,4,0,0,51,8,19,5,0,0,0,29,7,6,0,0,0,0,10,0,0,0,0,0,0,6,14,13,0,4,5,0,37,179,270,54,37,38,3,590
UCL115125,3,4,0,0,0,0,10,3,0,0,0,0,0,3,4,3,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,6,0,3,0,11,3,4,0,0,0,0,13,3,3,7,0,0,0,15,9,8,0,5,4,0,24,12,10,3,3,0,0,26,7,14,3,0,0,0,27,13,20,3,0,0,0,35,3,12,3,0,0,0,20,5,4,0,0,0,0,4,11,26,0,4,3,0,41,10,15,5,0,0,0,33,3,3,0,0,0,0,6,3,0,0,0,0,0,3,0,0,0,7,5,0,17,101,124,25,25,20,0,296
UCL115126,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,4,0,0,0,0,0,4,0,0,3,0,0,0,7,0,4,0,0,0,0,3,0,0,0,0,0,0,4,3,0,0,3,0,0,8,3,7,0,0,0,0,5,0,9,0,0,0,0,11,4,3,0,0,0,0,7,0,3,0,0,0,0,6,5,3,0,0,0,0,13,6,6,3,0,0,0,13,3,0,0,0,0,0,7,0,0,0,0,0,0,3,0,6,0,0,0,0,4,40,42,11,10,4,0,109
UCL115127,3,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,6,4,3,0,0,0,0,8,7,0,0,0,0,0,13,4,6,0,0,0,0,10,5,6,0,0,0,0,16,4,12,0,3,0,0,24,0,5,0,0,0,0,12,0,0,0,0,0,0,8,0,4,0,0,0,0,9,3,4,0,0,0,0,3,4,0,0,0,0,0,3,0,5,0,0,0,0,5,3,4,3,0,0,0,8,0,0,0,0,3,0,3,0,0,0,0,0,0,0,6,3,0,0,0,0,13,56,63,14,6,10,0,145
UCL115128,4,3,0,4,0,0,15,0,0,0,0,0,0,8,3,0,0,0,0,0,3,3,0,0,0,0,0,5,0,0,0,0,0,0,3,3,3,0,0,0,0,9,5,0,0,0,0,0,6,4,7,4,3,0,0,18,0,6,4,0,0,0,16,9,9,0,4,0,0,27,4,5,0,0,3,0,13,14,12,0,0,0,0,27,7,4,0,3,0,0,14,3,0,0,0,0,0,4,5,15,5,0,5,0,37,5,23,3,0,0,0,37,3,3,0,0,0,0,8,4,0,0,0,0,0,4,4,3,3,0,0,0,16,88,113,28,20,18,0,263
UCL115129,0,3,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,7,0,0,3,0,0,0,8,0,4,0,0,0,0,3,0,5,0,0,0,0,5,7,3,0,0,0,0,17,6,0,3,0,0,0,13,4,0,0,0,0,0,5,3,0,3,0,0,0,8,3,3,0,0,0,0,7,0,7,0,0,0,0,9,7,15,0,0,0,0,21,8,25,9,0,0,0,42,6,14,8,0,0,0,31,11,12,3,0,0,0,23,5,4,0,0,0,0,15,67,103,45,4,16,0,230
UCL115130,7,4,0,0,3,0,14,4,0,0,0,0,0,4,5,0,0,0,0,0,3,0,0,0,3,0,0,8,4,0,0,0,0,0,5,7,5,3,0,0,0,19,6,5,6,0,0,0,18,5,10,5,0,0,0,24,3,8,4,0,0,0,20,7,11,3,0,0,0,24,6,12,3,0,0,0,22,7,10,4,0,0,0,23,0,4,0,0,0,0,3,0,0,0,0,0,0,4,5,5,0,0,0,0,7,8,0,4,0,0,0,12,3,0,0,0,0,0,3,0,0,0,0,0,0,3,7,0,4,0,0,0,12,91,73,33,6,11,0,217
UCL115131,7,0,0,0,0,0,14,0,0,0,0,0,0,0,3,0,0,0,3,0,12,4,0,0,0,0,0,8,13,0,0,0,3,0,15,11,7,7,3,4,0,30,8,10,3,0,8,0,29,14,23,7,4,0,0,42,21,17,12,0,4,0,52,16,27,0,5,3,0,55,15,16,11,6,0,0,37,12,14,8,0,0,0,36,6,3,0,0,0,0,12,0,0,0,0,0,0,3,17,7,4,0,0,0,24,8,4,0,0,0,0,14,3,0,0,0,0,0,4,0,0,0,0,0,0,0,18,3,4,0,0,0,27,158,139,60,21,32,5,415
UCL115132,6,3,0,0,0,0,12,0,0,0,0,0,0,0,4,4,0,0,0,0,5,0,0,0,0,0,0,0,3,4,0,0,0,0,8,0,0,0,0,0,0,0,3,4,0,0,0,0,3,0,0,0,0,0,0,0,8,3,5,0,0,0,12,9,4,0,0,0,0,13,3,0,0,0,0,0,5,5,3,6,0,0,0,21,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,6,0,0,0,0,7,0,7,0,0,0,0,7,0,3,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,5,44,43,11,3,3,0,111
UCL115133,15,0,0,0,0,0,13,3,0,0,0,0,0,5,7,0,4,0,0,0,10,0,0,0,0,0,0,5,3,0,0,0,0,0,7,6,0,0,0,0,0,11,0,0,0,0,0,0,3,5,8,0,3,0,0,14,3,0,3,0,0,0,10,4,0,0,0,0,0,7,0,4,0,0,0,0,7,5,7,0,3,0,0,16,0,4,3,0,0,0,14,0,0,0,0,0,0,0,3,3,0,0,0,0,10,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,11,75,36,19,12,3,4,148
UCL115134,5,0,0,0,0,0,7,0,4,0,0,0,0,6,4,0,4,0,4,0,17,0,3,0,0,0,0,9,9,12,0,4,6,0,26,13,24,10,5,0,0,49,9,19,7,5,3,0,42,15,22,4,0,3,0,44,9,21,5,0,5,0,38,6,9,6,0,0,0,26,0,5,0,0,0,0,3,7,5,3,0,0,0,14,0,0,0,0,0,0,0,3,0,0,0,0,0,5,3,0,0,0,0,0,3,0,7,0,0,0,0,7,0,0,0,0,0,0,4,0,0,0,0,0,0,0,12,0,4,0,4,0,22,99,136,41,19,30,0,330
UCL115135,10,0,0,0,0,0,7,0,0,0,0,0,0,3,0,3,0,0,0,0,4,3,0,0,0,0,0,7,3,6,0,0,0,0,5,12,9,0,6,0,0,24,10,11,0,0,4,0,20,8,6,0,3,0,0,22,5,4,0,0,0,0,11,4,5,0,0,0,0,15,0,5,0,0,0,0,8,8,3,0,0,0,0,10,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,8,63,59,13,17,6,4,167
UCL115136,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,0,0,0,5,0,11,0,3,3,0,0,0,7,0,9,5,0,3,0,13,8,4,4,0,0,0,17,4,4,6,0,0,0,14,0,14,4,0,3,0,16,4,9,0,0,0,0,18,7,32,6,6,0,0,48,4,14,4,3,0,0,27,0,8,4,0,0,0,8,12,33,6,0,0,0,58,12,51,10,0,3,0,78,3,13,0,0,0,0,18,0,5,0,0,0,0,8,5,11,3,0,0,0,21,67,212,58,13,18,0,373
UCL115137,4,4,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,4,3,0,0,9,3,3,0,0,0,0,14,9,0,6,0,0,0,12,5,7,4,0,0,0,15,10,9,5,0,3,3,29,5,12,4,7,3,0,34,8,17,8,4,12,0,43,9,24,7,0,0,0,34,21,24,6,3,4,0,62,15,26,0,4,0,0,46,17,13,4,0,0,0,29,41,58,11,5,0,0,114,30,38,10,0,4,0,84,4,4,0,0,0,0,14,0,3,0,0,0,0,6,7,8,4,3,3,0,25,190,250,69,32,36,3,583
UCL115138,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,6,0,0,0,0,0,8,3,0,0,3,0,0,11,0,0,0,4,0,0,9,4,7,0,3,0,0,16,6,10,3,6,0,0,28,13,31,3,0,5,0,46,18,24,3,0,4,0,51,10,22,7,0,0,0,41,6,11,0,0,0,0,19,15,22,0,4,0,0,44,9,11,0,0,0,0,14,6,6,0,0,0,0,8,0,3,0,0,0,0,7,4,7,3,0,0,0,16,95,164,26,17,9,7,313
UCL115139,4,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,7,3,0,0,0,0,0,6,0,3,0,0,0,0,9,12,10,0,0,0,0,23,4,14,4,0,0,0,19,11,9,3,0,0,0,28,4,9,0,0,0,0,15,6,17,0,0,0,0,31,6,11,0,0,0,0,21,6,4,3,4,0,0,16,0,3,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,8,5,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,12,76,98,17,14,9,0,214
UCL115140,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,5,3,0,0,0,6,0,3,0,4,0,0,0,0,6,0,5,0,0,0,0,6,5,0,0,0,0,0,11,0,5,0,0,3,0,11,0,0,0,0,0,0,5,3,9,0,0,0,0,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,6,0,0,0,0,8,3,0,0,0,0,0,3,5,4,0,0,0,0,3,0,6,3,0,0,0,9,30,39,15,12,11,0,100
UCL115141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0,0,0,0,0,6,3,11,4,3,0,0,23,6,8,0,0,0,0,15,7,8,5,0,0,0,27,4,0,5,0,4,0,15,5,3,3,0,3,0,17,7,7,7,3,0,0,15,0,0,0,0,0,0,0,4,5,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,3,4,0,0,0,0,6,53,50,17,11,8,0,138
UCL115142,12,0,0,0,0,0,8,3,0,0,0,0,0,3,3,0,0,0,0,0,6,3,0,0,0,0,0,10,4,0,0,0,0,0,8,12,0,0,0,0,0,11,9,0,5,0,0,0,10,10,3,0,0,0,0,12,9,5,0,0,0,0,15,10,7,5,0,0,0,20,10,4,0,0,0,0,16,5,7,4,0,0,0,15,4,0,0,0,0,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,7,4,0,0,0,0,0,5,0,3,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,0,11,98,33,19,8,14,0,182
UCL115143,8,0,0,0,0,0,8,4,0,0,0,0,0,4,0,0,0,0,0,0,11,6,0,0,0,0,0,9,9,8,0,3,0,0,18,8,8,3,0,4,0,31,12,20,0,0,0,0,32,10,13,3,0,0,0,29,11,12,6,0,0,0,28,7,18,0,5,0,0,29,4,5,0,0,0,0,12,3,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,8,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,3,0,0,0,13,87,105,26,23,10,3,250
UCL115144,4,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,8,5,3,0,3,0,0,16,10,4,4,3,0,0,18,5,7,0,6,5,0,20,4,10,0,5,0,0,20,7,7,0,0,0,0,14,9,13,11,0,0,0,30,0,0,0,0,0,0,4,4,5,0,4,0,0,7,3,0,0,0,0,0,9,9,8,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,14,73,65,20,24,16,0,200
UCL115145,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,4,0,0,0,0,7,3,0,3,0,0,0,4,4,5,0,0,0,0,11,6,6,0,0,0,0,19,0,6,0,4,3,0,12,6,4,0,3,0,0,13,0,7,0,0,0,0,12,3,12,0,4,0,0,18,0,0,3,0,0,0,4,0,0,0,0,0,0,3,4,4,0,0,0,0,8,5,9,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,43,51,19,13,10,0,131
UCL115146,7,0,3,0,0,0,18,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,6,9,3,3,0,0,0,10,4,4,3,0,4,0,11,3,0,0,0,0,0,7,4,10,0,3,0,0,15,5,5,5,0,0,0,13,5,19,0,0,0,0,25,9,0,0,0,0,0,8,4,0,4,0,0,0,10,8,7,4,0,0,0,27,5,8,4,0,0,0,19,0,11,0,0,0,0,7,0,0,0,0,0,0,5,10,8,4,0,0,0,17,81,88,30,12,14,0,224
UCL115147,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,6,4,0,0,0,0,6,0,3,3,0,0,0,11,3,0,0,0,0,0,8,3,6,0,0,0,0,7,0,7,6,0,0,0,7,5,4,0,0,0,0,9,3,9,0,0,4,0,17,3,9,0,0,0,0,12,6,0,0,0,0,0,5,6,8,0,0,0,0,17,7,11,0,0,0,0,21,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,51,60,10,5,11,0,139
UCL115148,6,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,3,0,4,5,3,0,0,0,0,5,0,9,3,0,0,0,19,4,11,0,0,0,0,13,0,5,0,0,0,0,10,0,8,0,0,0,0,10,0,3,4,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,4,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,30,43,18,6,3,0,104
UCL115149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,10,6,0,0,0,0,0,3,4,0,0,0,0,0,4,0,0,0,0,0,0,4,0,5,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,13,4,7,0,0,42
UCL115150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,3,0,9,0,0,0,0,0,0,4,5,0,3,0,0,0,3,0,0,0,0,0,0,3,0,5,0,0,0,0,9,0,5,0,0,0,0,11,0,3,0,0,0,0,13,5,5,0,0,0,0,8,0,7,0,0,0,0,8,5,12,4,0,0,0,22,7,14,0,0,0,0,25,0,9,0,0,0,0,8,7,6,0,0,0,0,12,0,0,3,0,0,0,14,47,62,21,10,12,4,156
UCL115151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,5,5,3,0,0,0,11,3,0,0,0,0,0,4,8,5,0,0,0,0,26,3,9,9,4,0,0,23,15,18,4,0,4,0,36,10,19,0,0,4,0,34,5,12,4,0,6,0,26,3,9,3,5,0,0,24,5,16,8,0,0,0,27,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,4,0,0,0,8,3,6,0,0,0,0,4,0,3,0,0,0,0,4,0,0,0,0,0,0,5,68,114,41,15,19,0,252
UCL115152,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,3,0,0,0,0,8,4,3,0,0,0,0,8,9,3,0,0,0,0,13,6,4,0,0,0,0,14,6,9,3,3,0,0,15,5,4,0,0,0,0,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,34,29,7,11,0,0,84
UCL115153,4,0,0,0,0,0,4,0,4,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,5,7,0,0,4,0,0,14,10,3,0,3,0,0,14,3,6,0,0,0,0,11,8,4,0,0,0,0,10,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10,36,25,3,7,3,3,79
UCL115154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,6,0,0,8,5,12,0,0,3,0,18,4,5,0,0,0,0,15,8,11,0,0,0,0,26,0,7,9,0,0,0,19,0,3,0,0,0,0,11,4,4,0,3,0,0,12,0,0,0,0,0,0,0,0,5,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,10,36,61,19,10,6,4,135
UCL115155,7,0,0,0,3,0,11,0,0,0,0,0,0,0,13,0,3,4,3,0,17,5,0,3,3,3,0,16,13,6,5,7,8,0,39,10,12,8,8,6,0,53,9,13,3,3,0,0,34,8,17,4,5,0,0,38,8,17,6,0,4,0,29,0,14,4,4,0,0,21,0,8,0,0,0,0,14,10,9,4,0,0,0,17,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,7,3,3,0,0,0,0,9,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,4,6,5,5,0,24,97,111,42,43,28,5,328
UCL115156,4,0,0,0,0,0,6,0,0,0,0,0,0,0,5,4,0,0,0,0,6,0,0,0,0,0,0,6,3,5,5,3,0,0,14,11,4,4,0,0,0,26,4,3,0,0,4,0,11,3,4,0,0,0,0,4,0,0,5,0,0,0,6,4,0,3,0,0,0,0,4,0,0,0,0,0,5,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,44,22,18,8,6,0,91
UCL115157,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,4,3,0,0,0,8,5,0,0,0,0,0,8,4,4,5,4,0,0,18,5,3,0,5,0,0,12,10,3,0,0,0,0,15,7,3,0,0,0,0,13,0,0,5,0,0,0,8,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,33,33,19,15,9,3,102
UCL115158,4,0,3,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,3,0,4,0,0,9,12,6,0,5,4,0,24,10,16,0,0,0,0,31,7,21,5,7,0,0,40,14,17,0,4,0,0,44,0,22,0,0,0,0,26,3,11,0,0,0,0,18,3,5,0,0,0,0,8,7,15,0,0,0,0,15,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,3,0,0,0,12,0,4,0,0,0,0,7,0,3,0,0,0,0,3,0,0,0,0,0,0,4,0,4,4,0,0,0,11,76,131,21,20,8,3,260
UCL115159,8,0,3,0,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,0,8,3,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,5,3,5,3,0,0,0,14,6,0,6,0,0,0,13,3,4,3,0,0,0,17,3,10,4,0,7,0,16,7,6,5,0,0,0,12,4,15,10,3,3,0,32,3,7,4,0,0,0,14,0,7,0,0,0,0,11,9,21,4,5,0,0,35,9,44,7,0,0,0,65,4,0,6,0,0,0,11,0,3,5,0,0,0,4,4,8,5,0,0,0,8,72,137,60,11,9,0,293
UCL115160,7,6,0,0,0,0,13,0,0,3,0,0,0,4,0,0,0,0,0,0,4,3,0,0,0,0,0,6,0,0,4,0,0,0,3,0,3,6,0,0,0,6,7,4,0,0,0,0,17,4,7,0,3,3,0,20,7,5,0,0,0,0,15,0,18,3,0,0,0,18,3,18,4,0,0,0,33,15,24,4,0,0,0,43,3,33,0,3,0,0,43,4,21,6,0,0,0,34,22,69,4,0,0,0,103,33,92,13,0,3,0,140,7,24,9,4,3,0,48,10,16,0,0,0,0,24,5,29,4,0,0,0,35,136,374,65,15,11,0,604
