UCL_CODE_2021,M_0_149_CFNC,M_0_149_CF_C_und15,M_0_149_CFNC_und15,M_0_149_1PF_C_und15,M_0_149_1PFNC_und15,M_0_149_OthF,M_0_149_Tot,M_150_299_CFNC,M_150_299_CF_C_und15,M_150_299_CFNC_und15,M_150_299_1PF_C_und15,M_150_299_1PFNC_und15,M_150_299_OthF,M_150_299_Tot,M_300_449_CFNC,M_300_449_CF_C_und15,M_300_449_CFNC_und15,M_300_449_1PF_C_und15,M_300_449_1PFNC_und15,M_300_449_OthF,M_300_449_Tot,M_450_599_CFNC,M_450_599_CF_C_und15,M_450_599_CFNC_und15,M_450_599_1PF_C_und15,M_450_599_1PFNC_und15,M_450_599_OthF,M_450_599_Tot,M_600_799_CFNC,M_600_799_CF_C_und15,M_600_799_CFNC_und15,M_600_799_1PF_C_und15,M_600_799_1PFNC_und15,M_600_799_OthF,M_600_799_Tot,M_800_999_CFNC,M_800_999_CF_C_und15,M_800_999_CFNC_und15,M_800_999_1PF_C_und15,M_800_999_1PFNC_und15,M_800_999_OthF,M_800_999_Tot,M_1000_1199_CFNC,M_1000_1199_CF_C_und15,M_1000_1199_CFNC_und15,M_1000_1199_1PF_C_und15,M_1000_1199_1PFNC_und15,M_1000_1199_OthF,M_1000_1199_Tot,M_1200_1399_CFNC,M_1200_1399_CF_C_und15,M_1200_1399_CFNC_und15,M_1200_1399_1PF_C_und15,M_1200_1399_1PFNC_und15,M_1200_1399_OthF,M_1200_1399_Tot,M_1400_1599_CFNC,M_1400_1599_CF_C_und15,M_1400_1599_CFNC_und15,M_1400_1599_1PF_C_und15,M_1400_1599_1PFNC_und15,M_1400_1599_OthF,M_1400_1599_Tot,M_1600_1799_CFNC,M_1600_1799_CF_C_und15,M_1600_1799_CFNC_und15,M_1600_1799_1PF_C_und15,M_1600_1799_1PFNC_und15,M_1600_1799_OthF,M_1600_1799_Tot,M_1800_1999_CFNC,M_1800_1999_CF_C_und15,M_1800_1999_CFNC_und15,M_1800_1999_1PF_C_und15,M_1800_1999_1PFNC_und15,M_1800_1999_OthF,M_1800_1999_Tot,M_2000_2199_CFNC,M_2000_2199_CF_C_und15,M_2000_2199_CFNC_und15,M_2000_2199_1PF_C_und15,M_2000_2199_1PFNC_und15,M_2000_2199_OthF,M_2000_2199_Tot,M_2200_2399_CFNC,M_2200_2399_CF_C_und15,M_2200_2399_CFNC_und15,M_2200_2399_1PF_C_und15,M_2200_2399_1PFNC_und15,M_2200_2399_OthF,M_2200_2399_Tot,M_2400_2599_CFNC,M_2400_2599_CF_C_und15,M_2400_2599_CFNC_und15,M_2400_2599_1PF_C_und15,M_2400_2599_1PFNC_und15,M_2400_2599_OthF,M_2400_2599_Tot,M_2600_2999_CFNC,M_2600_2999_CF_C_und15,M_2600_2999_CFNC_und15,M_2600_2999_1PF_C_und15,M_2600_2999_1PFNC_und15,M_2600_2999_OthF,M_2600_2999_Tot,M_3000_3999_CFNC,M_3000_3999_CF_C_und15,M_3000_3999_CFNC_und15,M_3000_3999_1PF_C_und15,M_3000_3999_1PFNC_und15,M_3000_3999_OthF,M_3000_3999_Tot,M_4000_4999_CFNC,M_4000_4999_CF_C_und15,M_4000_4999_CFNC_und15,M_4000_4999_1PF_C_und15,M_4000_4999_1PFNC_und15,M_4000_4999_OthF,M_4000_4999_Tot,M_5000over_CFNC,M_5000over_CF_C_und15,M_5000over_CFNC_und15,M_5000over_1PF_C_und15,M_5000over_1PFNC_und15,M_5000over_OthF,M_5000over_Tot,M_NS_CFNC,M_NS_CF_C_und15,M_NS_CFNC_und15,M_NS_1PF_C_und15,M_NS_1PFNC_und15,M_NS_OthF,M_NS_Tot,Tot_CFNC,Tot_CF_C_und15,Tot_CFNC_und15,Tot_1PF_C_und15,Tot_1PFNC_und15,Tot_OthF,Tot_Tot
UCL114031,11,0,4,0,0,0,22,3,0,0,0,0,0,6,7,0,3,0,0,0,11,5,0,4,0,0,0,9,6,7,5,0,0,0,21,4,11,10,4,0,0,28,16,12,0,4,3,0,42,20,15,11,0,8,0,55,16,34,18,6,3,0,74,34,43,15,4,11,0,97,12,33,14,3,3,0,63,38,53,11,9,5,0,120,9,25,10,0,0,0,40,4,18,0,0,0,0,33,17,41,12,9,3,0,77,19,21,13,3,0,0,60,6,3,0,0,0,0,16,0,0,0,0,0,0,7,17,17,11,0,8,4,57,253,325,141,49,49,9,829
UCL114032,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,6,0,10,3,5,0,0,0,0,8,8,3,0,0,0,0,8,4,0,4,0,0,0,14,9,0,0,0,5,0,21,12,12,4,4,9,0,41,15,13,7,0,3,0,38,12,23,10,3,0,0,54,7,26,9,9,3,0,50,24,45,16,5,6,0,91,13,35,6,3,3,0,60,9,30,4,0,4,0,49,17,44,0,0,5,0,64,15,40,4,6,0,0,74,6,4,0,0,0,0,13,0,3,4,0,0,0,7,11,8,7,5,4,0,32,168,296,87,41,52,4,652
UCL114033,3,0,0,0,0,0,10,0,0,6,0,0,0,6,3,9,5,4,0,0,17,0,4,0,0,0,0,7,9,14,9,4,3,0,31,16,16,11,8,0,0,52,22,40,7,6,7,0,83,28,47,11,0,3,0,95,25,28,13,6,8,0,78,15,40,9,4,0,0,72,11,17,4,0,0,0,29,14,18,10,0,3,0,43,3,10,0,0,0,0,13,4,5,0,0,0,0,6,5,5,7,0,0,0,8,9,5,3,0,0,0,20,0,0,3,0,0,0,5,0,0,0,0,0,0,0,15,17,0,0,4,0,37,182,273,85,34,35,6,618
UCL114034,13,0,6,0,0,0,21,0,0,0,0,0,0,0,5,0,7,0,5,0,13,0,3,0,0,7,0,14,9,4,0,0,0,0,16,8,3,3,3,0,0,24,18,17,12,9,3,0,55,19,36,5,13,0,0,80,30,41,11,11,4,0,99,33,57,12,5,4,5,121,17,39,8,5,4,0,72,20,39,17,9,4,0,81,14,8,4,4,3,0,31,0,7,4,0,0,0,18,21,18,9,3,0,0,43,9,12,4,0,0,0,25,0,4,3,0,0,0,5,0,5,0,0,0,0,5,13,10,7,3,0,0,34,234,293,116,69,47,7,771
UCL114035,9,7,4,0,3,0,24,0,0,0,0,0,0,0,4,0,8,0,0,0,15,0,0,0,0,0,0,0,4,0,0,0,0,0,16,6,0,3,0,0,0,12,6,9,5,6,3,0,31,13,6,7,3,0,0,32,0,13,0,4,3,0,24,10,17,8,0,8,0,41,6,15,5,0,6,0,33,16,25,14,4,3,0,64,13,10,0,0,0,0,32,0,8,0,0,0,0,15,7,19,4,0,0,0,28,3,11,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,14,4,0,4,0,35,124,172,70,29,30,0,426
UCL114036,8,3,0,0,0,0,12,3,0,0,0,0,0,6,5,0,4,0,3,0,9,5,6,0,0,0,0,13,7,0,0,0,0,0,13,11,7,4,0,3,0,34,17,9,4,4,0,0,31,15,10,3,0,3,0,33,16,8,9,0,0,0,32,19,15,4,0,0,0,43,8,12,3,0,0,0,28,12,20,9,0,0,0,39,8,14,3,0,0,0,18,7,5,0,0,0,0,9,9,8,6,0,0,0,22,10,11,5,0,0,0,24,4,5,0,0,0,0,7,4,5,0,0,0,0,8,12,3,4,4,4,0,24,165,140,59,21,25,3,408
UCL114037,9,0,6,0,4,0,17,3,0,0,0,0,0,3,5,4,0,0,0,0,14,6,0,5,0,0,0,14,12,0,4,4,6,0,24,8,5,6,5,6,0,27,9,20,3,0,3,0,35,11,28,5,8,8,0,59,19,29,8,7,4,0,72,28,30,10,6,12,0,89,21,35,10,6,0,0,67,19,55,8,6,3,0,96,16,28,7,0,0,0,51,5,11,0,0,0,0,19,10,31,11,4,3,0,57,9,29,9,0,0,0,44,0,4,0,0,0,0,11,3,4,0,0,0,0,4,12,9,0,0,3,0,22,211,320,90,45,45,6,714
UCL114038,14,0,5,0,4,0,21,0,0,0,0,0,0,0,4,4,0,0,0,0,9,8,0,0,0,3,0,17,14,24,11,9,3,0,61,27,32,13,8,7,4,84,31,33,9,9,3,0,87,25,51,11,7,0,0,99,14,37,9,10,5,0,77,9,15,12,3,5,0,37,4,10,5,0,4,0,30,3,22,6,0,0,0,32,0,4,0,0,0,0,3,0,5,0,0,0,0,3,5,11,0,0,0,0,14,3,5,0,0,0,0,12,0,3,0,0,0,0,3,0,0,0,0,0,0,5,8,13,4,0,3,0,29,166,264,89,54,44,3,620
UCL115001,4,0,0,0,0,0,4,0,0,0,0,0,0,0,4,5,0,0,0,0,5,0,4,0,0,0,0,4,6,5,0,0,0,0,9,7,4,0,0,0,0,11,7,11,0,0,0,0,18,11,15,0,3,0,0,31,6,18,5,0,0,0,26,8,26,4,0,0,0,30,0,5,0,0,0,0,11,8,17,3,6,0,0,32,0,5,4,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,0,7,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,11,3,0,0,0,16,71,115,34,6,11,0,232
UCL115002,8,0,0,0,0,0,12,4,0,0,0,0,0,7,4,0,0,0,0,0,7,5,0,7,3,0,0,12,8,3,4,6,0,0,25,4,6,5,0,4,0,23,10,10,6,0,0,0,26,7,11,6,6,6,0,32,13,15,3,0,0,0,36,14,21,8,8,3,0,51,11,23,3,3,6,0,51,17,26,10,6,0,0,55,12,18,7,3,0,0,37,4,12,5,0,0,0,21,7,30,10,0,0,0,55,9,19,10,0,3,0,43,0,4,0,6,0,0,17,0,0,0,0,0,0,4,5,6,9,6,3,0,26,146,211,99,36,39,0,527
UCL115003,0,0,3,0,0,0,9,0,0,0,0,0,0,0,4,5,0,0,0,0,6,0,0,3,0,0,0,5,3,3,0,0,0,0,10,6,10,0,0,0,0,14,0,3,0,0,0,0,9,6,8,3,0,0,0,22,4,5,4,4,0,0,10,5,16,4,0,0,0,29,3,12,7,0,0,0,19,16,32,3,8,3,0,62,4,15,3,0,0,0,24,7,23,6,3,0,0,41,20,70,9,0,0,0,99,18,58,11,9,5,0,95,5,13,4,0,0,0,21,5,10,0,0,0,0,16,4,17,4,0,0,0,22,104,288,68,36,20,0,507
UCL115004,7,5,3,0,0,0,17,0,0,0,0,0,0,0,4,0,3,0,0,0,5,0,4,0,0,0,0,5,0,0,0,0,0,0,5,6,0,0,0,0,0,4,0,0,4,0,0,0,5,4,0,0,0,0,0,4,3,5,0,3,0,0,12,4,0,0,0,0,0,13,0,7,0,0,0,0,7,3,5,3,0,0,0,13,9,0,0,0,0,0,9,0,9,0,0,0,0,6,0,3,0,0,0,0,7,3,3,4,0,0,0,10,0,0,0,0,0,0,4,0,3,0,0,0,0,3,4,3,0,0,0,0,5,44,55,19,14,5,0,144
UCL115005,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,13,0,0,0,0,12,6,5,0,0,0,0,12,4,3,0,0,0,0,8,6,5,0,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,31,31,9,5,3,0,76
UCL115006,6,0,0,0,0,0,14,4,0,0,0,0,0,4,4,0,0,0,0,0,6,4,0,3,4,0,0,8,0,3,0,0,0,0,8,0,4,0,0,0,0,11,3,4,0,0,0,0,8,4,6,0,0,3,0,10,4,11,0,0,0,0,9,11,9,3,5,0,0,29,0,3,3,0,0,0,10,0,7,4,0,0,0,23,3,11,0,0,0,0,17,4,6,3,0,0,0,11,4,16,4,0,0,0,28,9,32,3,5,0,0,45,5,13,5,0,0,0,22,7,9,4,0,0,0,13,3,8,0,3,0,0,19,66,139,36,29,13,0,288
UCL115007,0,6,4,0,0,0,11,3,0,0,0,0,0,4,10,0,5,0,0,0,16,4,0,0,0,0,0,7,4,0,5,0,0,0,11,0,0,0,6,3,0,12,7,10,6,0,4,0,16,9,3,5,0,6,0,23,12,15,5,3,0,0,36,0,12,6,4,6,0,24,13,14,7,4,3,0,46,17,31,13,0,5,0,69,13,19,3,5,0,0,39,4,9,5,0,0,0,17,16,40,20,4,0,0,75,19,37,8,4,0,0,59,0,10,0,3,0,0,17,3,3,5,0,0,0,8,8,14,5,6,0,0,31,139,218,98,35,30,0,517
UCL115008,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,6,3,0,3,0,0,14,3,4,0,0,0,0,12,5,5,0,5,0,0,17,3,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,30,23,5,9,0,0,70
UCL115009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,7,5,0,3,0,0,0,17,8,9,4,4,3,0,22,13,17,3,5,0,0,39,11,4,0,5,0,0,22,7,11,0,0,0,0,17,3,8,3,0,0,0,16,9,16,0,0,0,0,27,0,5,0,0,0,0,4,4,0,0,0,0,0,3,0,6,0,0,0,0,4,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,0,0,0,8,61,81,29,17,14,4,202
UCL115010,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3,5,3,0,0,3,0,13,0,4,0,0,0,0,7,0,0,0,0,0,0,3,5,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,18,14,3,8,7,4,54
UCL115011,6,3,0,0,0,0,8,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,6,4,3,0,0,5,0,14,7,5,3,5,0,0,21,3,0,4,0,0,0,7,6,4,6,0,0,0,17,4,7,0,0,0,0,21,6,9,3,0,0,0,22,3,5,6,4,0,0,21,9,10,0,0,3,0,25,4,3,0,0,0,0,7,0,3,0,0,0,0,3,10,7,0,0,0,0,14,4,9,0,0,0,0,12,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,4,68,78,30,20,17,0,208
UCL115012,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,3,4,0,0,0,0,0,6,10,9,0,4,0,0,20,3,9,0,0,3,0,18,0,8,3,0,0,0,14,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,32,33,9,10,5,0,85
UCL115013,6,0,0,0,0,0,5,0,0,0,0,0,0,4,8,0,0,0,0,0,10,3,0,5,0,0,0,12,8,0,0,3,3,0,16,8,12,0,5,4,0,23,16,20,5,6,4,0,57,9,29,0,9,3,0,49,15,27,0,4,0,0,50,8,20,4,5,0,0,36,6,13,4,0,0,0,19,5,14,0,0,0,0,22,0,11,0,0,0,0,13,0,3,0,0,0,0,4,0,7,3,0,0,0,11,5,4,0,0,0,0,12,0,0,0,0,0,0,0,0,3,0,0,0,0,4,4,4,5,3,3,0,14,96,161,33,36,23,0,354
UCL115014,6,0,0,0,0,0,10,0,0,0,0,0,0,5,0,3,0,0,0,0,10,7,3,0,0,0,0,6,0,0,5,0,0,0,10,9,7,5,4,3,0,22,8,10,4,3,4,0,32,10,19,7,4,0,0,39,5,9,9,9,0,0,25,7,7,5,4,0,0,26,3,17,4,4,0,0,35,6,17,0,8,0,0,33,0,8,3,0,0,0,8,3,6,0,0,0,0,9,4,3,0,3,0,0,15,0,5,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,5,0,17,69,124,44,45,20,3,309
UCL115015,3,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,8,8,0,0,3,0,8,3,5,0,0,0,0,13,3,4,3,0,0,0,11,6,5,0,0,0,0,16,0,3,4,0,0,0,9,7,0,3,0,0,0,13,6,4,0,0,0,0,7,0,0,0,0,0,0,0,0,4,0,0,0,0,8,5,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,5,45,43,8,4,10,0,119
UCL115016,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,8,9,0,0,0,0,14,3,3,0,0,5,0,7,4,9,0,0,4,0,17,3,4,0,0,0,0,11,0,3,5,0,0,0,9,0,8,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,25,42,15,4,12,0,98
UCL115017,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,4,3,0,0,0,0,5,7,0,0,0,0,0,12,3,0,0,0,0,0,5,5,3,0,0,0,0,8,0,4,0,0,0,0,3,4,4,0,0,0,0,9,7,8,4,0,0,0,15,0,4,0,0,4,0,7,8,8,3,0,0,0,21,3,6,0,0,0,0,13,5,4,0,0,0,0,10,11,16,3,3,0,0,27,15,15,5,4,0,0,31,7,8,0,0,0,0,15,0,10,0,0,0,0,12,0,5,0,0,0,0,11,74,102,29,10,6,0,222
UCL115018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,5,0,3,0,8,0,3,0,0,0,0,6,0,3,0,0,0,0,6,4,5,0,0,0,0,11,4,4,0,0,0,0,5,0,4,0,0,0,0,8,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,6,21,18,5,7,6,0,51
UCL115019,8,4,0,0,0,0,16,0,0,0,0,0,0,0,8,0,0,0,3,0,16,4,0,0,0,4,0,12,0,0,4,0,7,0,17,10,7,4,0,7,0,23,12,8,0,0,3,0,24,7,7,4,9,3,0,32,8,13,0,3,0,0,35,17,8,5,14,3,0,46,12,11,0,0,6,0,29,15,15,7,6,6,0,51,11,18,4,3,0,0,38,4,10,0,0,0,0,15,19,21,0,4,0,0,42,21,17,0,0,0,0,41,8,7,0,0,5,0,13,0,0,3,0,0,0,6,5,0,6,0,5,0,13,174,148,41,46,47,4,466
UCL115020,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,4,0,0,0,0,0,4,4,6,0,0,5,0,18,8,5,0,9,0,0,23,12,16,11,4,3,0,40,20,25,3,4,11,0,56,16,21,3,6,0,0,35,15,15,3,8,5,0,38,8,7,3,0,0,0,19,7,9,3,3,0,0,18,0,3,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,11,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,4,0,0,14,105,121,37,26,22,0,313
UCL115021,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,4,0,0,18,4,7,4,0,0,0,13,5,13,0,0,0,0,21,8,14,0,0,0,0,16,0,5,4,3,0,0,10,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,45,14,12,8,0,105
UCL115022,13,0,0,0,0,0,17,4,0,0,0,0,0,6,10,0,0,0,0,0,7,5,0,0,0,0,0,8,4,0,3,0,0,0,8,5,6,4,0,0,0,13,3,7,3,0,3,0,18,4,4,8,0,0,0,20,8,11,5,0,0,0,21,6,10,3,3,0,0,19,4,14,0,0,0,0,22,8,21,12,0,0,0,40,4,7,0,0,0,0,12,5,3,4,0,0,0,15,10,11,5,0,0,0,30,3,11,8,0,0,0,22,5,0,0,0,0,0,7,3,0,0,0,0,0,0,8,8,0,0,0,0,19,99,111,57,15,27,0,297
UCL115023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,7,3,0,0,0,0,0,8,0,5,0,4,0,0,14,3,7,3,5,0,0,18,6,12,4,0,0,0,12,0,6,0,0,3,0,9,0,6,0,0,0,0,8,0,8,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,30,44,14,12,7,0,106
UCL115024,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,3,0,0,6,0,4,0,0,0,0,10,3,5,3,0,0,0,9,4,8,0,0,0,0,15,3,4,0,0,0,0,12,5,3,0,0,0,0,6,6,4,7,0,0,0,12,5,5,0,0,0,0,7,0,0,0,0,0,0,6,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,25,42,12,12,4,4,96
UCL115025,0,0,0,0,0,0,7,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,6,0,0,0,5,5,3,0,3,0,0,11,5,5,3,0,4,0,12,0,4,5,0,0,0,12,3,5,7,7,0,0,21,5,10,4,0,0,0,23,15,18,7,0,4,0,42,5,14,5,0,5,0,21,7,12,0,0,0,0,21,16,18,4,0,0,0,41,7,17,4,0,0,0,33,0,3,0,0,0,0,5,5,6,0,0,0,0,7,0,7,3,0,0,0,20,80,123,49,16,19,6,297
UCL115026,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,6,0,4,0,0,0,10,0,6,3,0,0,0,6,4,3,0,0,0,0,11,7,4,4,3,0,0,12,5,0,0,0,0,0,10,8,9,0,0,0,0,19,0,3,0,0,0,0,5,0,0,0,0,0,0,8,0,3,0,0,0,0,3,5,0,3,0,0,0,12,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,4,44,44,13,7,0,0,116
UCL115027,3,0,0,0,0,0,9,0,0,0,0,0,0,4,5,0,0,0,0,0,8,0,0,0,0,0,0,4,5,0,5,0,0,0,5,3,0,0,0,3,0,11,7,8,6,8,3,0,28,9,13,8,0,0,0,30,11,27,5,6,0,0,57,13,25,9,11,0,0,59,15,22,0,3,0,0,46,20,27,9,5,5,0,52,3,11,3,0,0,0,21,3,0,0,0,0,0,11,9,23,3,0,3,0,32,5,12,5,0,0,0,18,0,4,0,0,0,0,6,0,0,3,0,0,0,0,9,9,3,8,0,0,20,121,187,49,33,26,0,416
UCL115028,3,0,0,0,0,0,4,0,0,0,0,0,0,3,5,0,4,0,0,0,8,0,0,0,0,0,0,8,0,0,0,4,0,0,5,0,0,0,0,3,0,6,7,5,4,0,0,0,15,4,7,4,0,0,0,19,3,4,0,0,0,0,8,6,15,0,0,3,0,24,0,10,3,0,0,0,13,7,15,0,5,0,0,27,0,3,0,0,4,0,12,5,6,0,0,0,0,11,0,9,7,0,0,0,18,4,8,0,0,0,0,18,4,0,4,0,0,0,5,0,0,0,0,0,0,5,3,3,3,0,0,0,12,60,88,35,17,18,0,222
UCL115029,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,4,0,0,0,0,6,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,3,0,8,0,0,0,0,0,0,0,3,3,5,0,0,0,11,0,3,0,0,6,0,4,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,3,3,0,0,0,16,3,10,0,0,5,0,16,4,0,0,0,0,0,9,5,0,0,0,0,0,7,0,3,0,0,0,0,3,29,42,9,7,15,0,102
UCL115030,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,10,3,3,0,0,0,0,11,6,4,0,0,0,0,9,6,0,3,0,0,0,6,0,0,0,0,0,0,11,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,37,17,10,11,11,0,78
UCL115031,6,7,0,0,0,0,13,3,0,0,0,0,0,4,6,0,0,0,0,0,6,4,0,0,0,0,0,5,9,0,0,0,0,0,8,3,8,0,0,0,0,12,0,3,0,0,0,0,9,9,7,3,0,3,0,20,4,8,0,0,0,0,10,5,5,5,0,0,0,13,4,7,7,0,0,0,14,7,8,4,0,0,0,16,10,5,0,0,0,0,9,6,0,0,0,0,0,10,7,12,4,5,0,0,21,9,6,0,0,3,0,29,3,3,0,0,0,0,8,0,0,0,0,0,0,3,13,4,0,0,4,0,20,104,84,26,5,17,0,237
UCL115032,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,6,0,0,0,0,4,5,0,0,0,0,0,5,0,0,0,0,0,0,5,7,3,0,0,0,0,11,3,4,0,0,0,0,5,0,0,0,0,0,0,7,5,5,8,3,0,0,20,5,9,0,0,0,0,6,5,7,0,0,0,0,9,7,11,4,0,0,0,27,24,25,7,4,6,0,68,7,18,0,0,0,0,30,4,9,3,0,0,0,19,3,8,3,0,0,0,13,84,99,36,10,8,4,251
UCL115033,10,4,3,0,0,0,17,0,0,0,0,0,0,0,0,0,6,0,0,0,7,6,4,4,0,0,0,8,0,6,0,0,0,0,4,3,5,8,0,0,0,16,5,4,0,7,0,0,16,12,5,8,0,3,0,20,12,14,7,0,3,0,36,11,15,5,0,0,0,36,8,29,8,0,0,0,49,31,40,15,8,0,0,95,15,27,0,9,0,0,49,9,27,4,0,3,0,38,32,82,23,6,0,0,141,39,81,22,4,6,0,144,6,10,7,0,0,0,27,10,8,0,0,0,0,23,0,14,4,0,3,0,24,224,368,104,35,27,8,762
UCL115034,4,0,0,0,0,0,3,0,0,3,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,3,0,6,0,0,0,0,0,0,6,0,6,6,0,0,0,7,3,3,0,0,0,0,8,8,5,5,0,0,0,21,5,7,7,4,4,0,23,8,14,6,0,0,0,23,14,6,4,0,0,0,32,20,13,12,6,0,0,51,5,9,3,0,0,0,25,4,13,0,0,0,0,19,16,26,4,5,3,0,50,3,12,5,0,0,0,21,3,0,0,0,0,0,7,0,3,0,0,0,0,0,6,6,3,3,4,0,18,96,127,52,18,21,3,320
