UCL_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
UCL115030,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,13,0,31,0,0,0,3,3,6,13,0,32,52,34,29,56,93,96,45,18,425,4,3,5,3,5,4,5,0,33,57,34,37,58,102,108,64,20,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,0,5,0,0,0,8,45,38,44,70,82,102,52,34,469,4,4,5,6,5,0,0,3,32,46,39,51,72,92,105,55,38,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,13,17,0,37,0,0,0,3,6,13,17,0,38,97,68,77,122,176,202,99,53,895,12,8,9,3,12,3,9,5,62,105,80,92,135,195,213,127,60,999
UCL115031,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,3,0,0,10,26,21,6,70,0,3,0,0,9,26,21,6,75,91,66,92,132,165,247,138,28,952,0,0,4,0,5,16,11,9,47,93,70,97,135,184,285,177,49,1077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,5,0,0,8,86,77,108,135,229,333,167,66,1202,3,4,0,0,11,8,17,16,58,84,82,112,136,241,341,189,79,1266,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,3,4,4,10,25,23,6,81,0,3,4,4,9,25,23,6,83,173,146,196,263,396,575,308,96,2161,5,3,4,4,11,20,28,23,102,180,156,200,272,420,628,359,126,2345
UCL115032,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,6,5,5,13,11,4,48,0,3,9,3,5,13,11,4,50,86,59,97,117,187,138,59,8,761,10,3,10,5,5,5,0,3,40,99,68,114,126,197,155,80,18,849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,0,0,0,3,4,0,0,0,11,92,67,97,162,196,147,74,22,851,3,0,5,7,8,0,3,5,32,93,65,105,173,205,149,75,24,886,0,0,5,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,7,6,13,11,4,50,0,3,6,8,6,13,11,4,59,180,125,189,281,382,286,133,31,1610,14,5,11,5,12,7,7,4,73,192,131,213,300,403,306,152,41,1738
UCL115033,0,5,15,21,7,0,0,0,42,0,5,12,18,10,0,0,0,37,0,7,23,39,34,23,13,5,145,0,19,53,73,46,23,13,5,230,219,183,245,208,162,112,42,14,1193,4,12,7,9,8,13,3,0,50,223,212,305,287,216,149,58,17,1477,0,3,11,10,0,0,0,0,24,0,0,5,4,6,0,0,0,9,0,0,8,17,7,3,0,0,35,0,4,22,34,13,3,0,0,74,171,238,297,247,224,131,60,11,1376,12,7,12,8,7,7,8,0,56,182,241,325,293,245,142,63,11,1504,0,4,26,32,7,0,0,0,70,0,7,13,15,11,0,0,0,46,0,7,32,57,39,25,17,6,184,0,18,75,103,55,25,17,6,302,390,421,545,457,386,247,107,24,2573,14,17,19,21,17,19,9,0,107,402,455,632,582,461,292,125,31,2979
UCL115034,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,3,3,8,4,3,26,0,0,3,3,3,8,4,3,30,123,127,104,107,88,39,21,0,606,9,14,0,4,0,0,0,0,27,126,137,109,116,94,45,23,3,665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,5,0,0,0,6,5,0,0,0,5,110,127,121,110,105,59,18,0,653,3,8,3,6,0,0,0,0,24,116,136,123,109,110,57,18,0,680,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,3,6,8,4,3,32,0,0,3,3,6,8,4,3,34,237,252,228,219,191,99,39,4,1257,10,21,8,6,4,0,0,0,49,244,275,236,229,203,108,42,0,1342
UCL115035,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,13,6,9,15,15,11,5,77,0,16,9,9,11,15,11,5,78,222,242,225,183,162,149,69,13,1268,9,17,15,12,7,13,7,0,69,229,279,249,202,178,171,83,19,1413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,3,0,3,0,0,0,0,11,254,318,263,210,206,169,103,22,1543,9,21,12,8,7,0,0,0,66,259,344,282,226,209,172,110,24,1617,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,13,5,11,15,21,7,8,85,0,15,6,15,11,21,7,8,93,474,568,493,395,364,321,169,33,2811,16,40,27,18,14,14,6,3,129,488,617,529,426,384,349,187,39,3030
UCL115036,0,15,10,9,3,0,0,0,33,0,0,0,0,3,0,0,0,10,0,10,4,13,26,29,31,13,131,0,25,14,22,36,29,31,13,166,142,93,103,167,220,232,129,22,1109,5,5,0,7,5,17,5,0,39,146,125,114,193,255,276,161,43,1322,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,5,4,0,4,4,0,21,0,8,3,3,0,4,4,0,29,126,113,119,202,266,252,135,38,1254,12,8,8,7,13,8,9,3,52,137,125,133,212,282,265,142,48,1334,0,20,5,6,3,0,0,0,39,0,0,0,0,3,0,0,0,9,0,11,7,14,26,36,31,16,142,3,31,16,26,31,36,31,16,192,265,207,220,369,490,483,269,65,2362,15,11,7,8,16,22,11,7,94,286,250,241,409,538,541,306,83,2655
UCL115037,0,3,3,5,0,0,0,0,18,0,0,0,5,5,0,0,0,4,0,4,4,13,10,20,5,0,56,0,8,9,22,20,20,5,0,79,84,35,55,53,71,63,18,9,383,0,4,0,4,4,0,0,3,22,89,53,62,78,90,79,25,13,486,0,0,0,0,0,0,0,0,8,0,0,0,6,0,0,0,0,0,0,0,0,4,3,0,0,0,8,0,0,4,3,3,0,0,0,16,65,42,68,91,87,66,25,9,456,6,4,6,6,0,0,0,0,18,70,47,79,105,86,69,22,7,490,4,6,4,8,0,0,0,0,24,0,0,0,0,5,0,0,0,9,0,4,4,15,15,20,11,0,63,4,12,13,27,19,20,11,0,92,150,84,125,144,152,131,41,15,842,4,9,4,12,8,0,3,3,41,159,102,138,180,178,151,55,20,972
UCL115038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,4,0,3,22,0,0,3,7,0,4,0,3,23,74,57,48,50,80,93,56,8,468,19,9,7,14,13,11,8,0,69,90,65,56,72,97,109,64,14,562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,71,61,76,119,98,69,31,579,7,12,9,8,11,9,10,4,68,56,81,73,85,129,101,77,36,643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,9,0,3,28,0,0,3,7,0,9,0,3,26,124,126,113,130,202,192,128,38,1050,27,14,12,19,23,15,13,9,135,148,148,129,153,226,212,143,51,1211
UCL115039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,9,6,4,8,0,33,0,0,3,9,7,4,8,0,39,171,210,156,142,183,134,57,21,1077,29,45,33,31,36,29,12,4,216,203,256,195,178,231,170,73,21,1328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,9,0,0,4,0,3,0,0,0,9,146,229,180,141,178,123,78,40,1110,46,40,44,24,26,17,15,8,210,185,267,224,169,205,137,100,43,1329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,9,10,4,8,0,40,0,5,6,9,12,4,8,0,46,311,442,330,279,360,254,146,60,2187,75,77,80,57,61,44,27,7,425,387,520,420,344,436,304,173,64,2660
UCL115040,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,8,14,0,0,29,0,5,0,3,8,14,0,0,32,108,94,67,91,79,70,36,5,541,3,4,6,6,0,3,5,0,19,107,100,74,99,85,78,44,3,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,86,99,79,113,98,88,25,4,594,0,3,0,3,0,3,3,0,21,86,106,87,115,100,92,28,7,617,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,5,8,14,0,0,31,0,5,3,5,8,14,0,0,33,191,189,152,206,178,154,61,8,1139,3,9,6,10,0,9,3,0,43,195,201,164,217,182,167,72,11,1222
UCL115041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,6,6,8,32,0,0,4,0,7,6,6,8,34,121,146,113,94,141,119,82,26,846,7,16,23,18,28,13,6,4,121,130,162,142,117,179,136,93,36,997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,6,0,3,0,5,0,0,0,0,6,108,160,100,117,156,114,96,60,914,18,24,28,25,13,10,8,10,128,122,181,123,144,171,126,106,68,1046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,10,10,6,8,36,0,3,4,4,10,10,6,8,36,226,300,212,215,301,237,175,89,1756,29,44,47,42,40,21,16,18,251,258,345,265,260,347,260,201,109,2040
UCL115042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,16,20,9,9,57,0,5,0,6,16,20,9,9,67,81,76,75,76,78,85,51,14,539,7,3,8,3,7,12,3,7,49,89,83,83,89,97,110,64,37,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,5,0,0,11,0,0,0,4,7,5,0,0,11,85,102,85,86,109,100,80,44,693,4,6,0,7,4,5,10,9,43,91,111,85,89,122,107,96,53,748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,20,20,11,9,71,0,5,0,10,20,20,11,9,73,162,183,164,160,186,187,126,54,1229,11,8,7,12,8,10,15,19,88,173,194,168,181,222,220,157,86,1393
UCL115043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,10,16,9,11,57,0,3,0,5,10,16,9,11,57,91,97,80,94,102,125,78,32,700,18,22,8,21,25,16,27,18,154,107,123,87,121,141,151,114,62,905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,12,0,0,0,0,3,6,0,0,12,84,108,94,113,140,178,104,65,887,17,16,21,19,27,49,29,33,207,104,124,114,138,173,223,140,99,1103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,15,15,10,8,68,0,6,0,6,15,15,10,8,68,172,202,175,209,248,298,183,99,1583,34,36,33,37,57,61,61,51,366,206,247,208,249,316,374,250,159,2010
UCL115044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,9,3,4,29,0,0,4,0,7,9,3,4,29,95,103,96,109,119,118,64,14,716,28,21,17,13,15,7,7,0,118,123,128,115,127,145,127,77,17,861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,4,110,163,94,112,134,97,67,39,825,23,29,18,9,14,15,10,0,129,133,187,115,123,155,122,79,41,958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,8,3,5,29,0,0,4,0,12,8,3,5,33,204,263,195,228,257,214,132,55,1546,54,51,38,25,28,30,21,0,245,262,318,229,251,297,249,155,64,1826
UCL115045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,3,9,4,3,29,0,3,0,6,3,9,4,3,29,50,51,35,59,68,68,37,12,376,13,0,6,10,12,12,3,6,58,64,57,42,68,82,86,43,21,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,12,0,0,0,0,3,0,5,0,12,61,60,49,60,70,61,42,21,425,17,3,14,8,15,9,9,6,82,80,64,61,75,84,75,56,23,514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,12,10,3,35,0,3,0,5,4,12,10,3,35,110,108,84,120,139,128,83,35,803,29,11,24,24,23,21,9,5,140,144,119,104,147,164,156,101,44,983
UCL115046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,4,4,16,4,3,35,0,6,5,9,4,16,4,3,39,87,102,86,105,92,88,24,0,576,3,9,6,5,0,3,3,0,33,88,118,90,117,100,109,27,3,649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,75,113,108,112,111,70,30,11,638,9,3,4,5,6,5,0,0,33,82,121,117,125,117,81,37,11,682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,4,11,7,13,4,3,45,0,7,9,13,7,13,4,3,49,161,219,193,215,199,156,56,11,1219,13,16,8,5,5,11,4,0,69,172,234,207,240,210,185,71,12,1328
UCL115047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,15,11,8,52,0,0,3,7,9,15,11,8,54,97,83,71,90,130,128,89,28,714,9,4,3,4,11,7,3,8,51,104,86,86,99,148,147,101,49,818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,110,81,93,111,154,156,120,71,892,9,4,9,4,9,8,10,10,58,118,88,106,117,166,169,128,75,958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,13,14,12,8,62,0,0,5,8,13,14,12,8,63,209,166,167,195,281,285,207,98,1610,11,3,10,8,19,18,16,16,109,215,169,188,217,311,319,231,129,1779
UCL115048,5,7,4,4,0,0,0,0,22,0,0,0,0,3,0,0,0,5,0,7,0,11,20,29,27,20,120,5,17,8,18,26,29,27,20,149,150,150,138,165,258,260,173,41,1345,4,12,11,6,9,12,15,6,66,160,181,156,191,290,295,209,71,1553,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,4,6,0,3,3,0,13,3,3,0,6,0,3,3,0,21,126,160,145,187,299,273,191,85,1467,0,5,11,3,10,16,11,3,63,131,169,152,198,310,286,208,91,1550,4,11,9,4,0,0,0,0,27,0,6,0,0,3,0,0,0,6,4,8,3,15,25,27,31,20,135,5,20,11,25,27,27,31,20,170,275,312,282,357,563,529,365,125,2809,5,15,16,8,15,24,31,11,128,293,349,311,390,598,583,421,158,3106
UCL115049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,4,8,4,30,0,0,0,3,9,4,8,4,33,71,32,50,49,56,73,47,8,379,7,4,4,0,8,4,10,5,42,76,34,51,55,72,90,62,13,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,6,0,0,13,0,0,4,0,4,6,0,0,13,50,51,63,50,68,85,37,8,403,8,0,3,3,3,3,9,10,33,57,51,69,58,75,92,44,17,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,11,7,6,4,43,0,0,4,4,11,7,6,4,43,117,84,113,97,124,153,83,11,785,9,0,6,12,11,8,12,15,75,127,83,117,113,145,178,105,27,908
UCL115050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,7,8,4,5,34,0,0,8,6,7,8,4,5,34,109,100,147,115,84,73,36,0,660,3,8,4,6,0,0,0,0,25,114,108,158,125,91,85,34,11,722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,111,120,162,145,109,84,29,8,761,5,8,11,8,4,6,3,0,36,119,130,170,150,111,85,36,8,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,8,8,4,5,35,0,0,11,3,8,8,4,5,35,219,216,306,262,192,160,63,13,1427,8,16,12,11,6,0,0,0,67,231,238,336,274,203,173,69,14,1533
UCL115051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,13,26,15,20,77,0,0,3,9,13,26,15,20,82,39,56,85,84,154,159,89,35,696,15,9,9,8,20,17,22,12,101,55,71,96,93,186,206,122,58,880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,4,0,13,0,0,0,6,6,6,4,0,17,56,75,86,105,164,203,101,97,892,8,11,7,8,11,15,7,40,104,67,86,91,117,176,221,116,138,1015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,9,15,31,16,21,91,0,0,3,9,13,31,16,21,99,98,134,170,186,321,363,193,133,1588,21,25,9,15,28,29,31,50,205,116,158,185,211,359,426,236,197,1889
UCL115052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,9,11,3,3,30,0,4,3,4,9,11,3,3,31,84,82,73,82,82,65,40,15,531,4,3,4,4,4,9,9,3,39,86,88,84,94,97,85,50,20,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,77,77,89,89,96,88,60,35,614,4,4,4,7,8,7,4,9,43,85,84,93,94,102,98,64,43,661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,10,10,6,3,34,0,4,3,4,11,10,6,3,37,163,159,166,169,179,155,103,49,1145,14,5,6,10,11,20,8,11,88,173,169,183,183,200,180,114,59,1264
UCL115053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,12,9,7,36,0,0,3,0,6,12,9,7,38,30,33,32,40,74,68,50,11,342,5,0,4,4,8,4,3,0,25,34,32,38,46,86,87,65,17,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,39,38,63,86,106,70,31,453,6,3,3,4,3,3,9,0,32,31,37,43,65,83,107,75,31,486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,12,9,6,43,0,0,3,0,9,12,9,6,43,61,71,75,101,162,170,117,42,791,10,4,6,7,8,3,10,4,54,66,71,84,110,173,190,140,51,891
UCL115054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13,5,4,19,0,3,0,0,5,13,5,4,28,76,45,57,69,72,65,14,6,397,3,0,0,3,3,4,0,0,21,77,44,62,82,79,74,14,4,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,68,42,66,72,76,60,10,3,408,0,3,5,3,0,4,0,0,19,73,43,70,76,82,67,10,3,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,14,5,4,23,0,3,4,3,3,14,5,4,29,145,85,123,144,147,126,27,7,805,9,0,11,6,7,8,0,0,44,147,90,134,158,161,139,29,13,878
UCL115055,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,3,0,5,11,16,17,8,67,0,6,4,9,11,16,17,8,66,98,78,98,110,143,131,96,17,774,6,3,4,3,0,0,12,6,41,108,81,108,113,158,157,125,37,884,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,9,109,89,90,119,150,149,116,54,876,7,4,10,3,3,7,8,5,47,116,90,99,125,157,157,124,60,930,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,3,0,3,3,5,14,17,16,8,72,0,3,4,6,14,17,16,8,79,207,163,188,231,293,285,210,73,1650,17,7,12,5,5,14,18,11,87,221,172,200,239,316,313,253,91,1814
UCL115056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,14,37,11,9,83,0,5,0,7,14,37,11,9,83,134,89,106,179,206,233,120,38,1102,18,12,15,16,15,22,14,18,130,149,104,123,199,234,288,144,63,1309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,16,0,0,0,0,5,5,0,0,16,113,124,132,173,245,261,162,56,1260,14,14,11,11,21,27,17,16,125,122,142,145,185,272,295,179,68,1409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,19,44,13,8,100,0,3,3,6,19,44,13,8,100,250,214,238,346,452,493,278,89,2364,32,28,23,26,40,47,32,29,254,274,244,268,386,502,581,318,134,2714
UCL115057,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,6,4,9,13,30,18,18,93,6,0,9,6,15,30,18,18,96,107,106,110,143,203,212,93,29,1009,25,9,18,20,13,14,8,8,103,130,122,136,171,228,255,120,57,1213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,5,0,0,3,0,0,3,0,0,6,105,99,127,170,241,226,112,60,1145,11,15,14,14,13,24,15,11,108,120,111,144,180,257,255,125,69,1262,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,4,5,12,13,36,18,15,97,4,5,7,9,15,36,18,15,104,212,210,234,313,444,440,207,96,2152,31,19,32,31,22,37,16,16,208,251,239,276,350,483,508,245,132,2471
