UCL_CODE_2021,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ptn_in_RM_0_14,P_Ptn_in_RM_15_24,P_Ptn_in_RM_25_34,P_Ptn_in_RM_35_44,P_Ptn_in_RM_45_54,P_Ptn_in_RM_55_64,P_Ptn_in_RM_65_74,P_Ptn_in_RM_75_84,P_Ptn_in_RM_85ov,P_Ptn_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
UCL121024,..,0,4,0,0,5,0,0,0,11,..,0,0,0,7,4,11,0,3,23,0,3,0,0,0,0,0,0,0,3,66,29,31,27,27,34,31,16,12,267,..,0,12,26,33,31,33,33,6,190,..,4,20,7,5,0,0,0,0,43,..,0,5,10,9,3,4,0,0,34,126,..,..,..,..,..,..,..,..,126,..,15,..,..,..,..,..,..,..,15,..,12,6,0,0,0,0,0,0,20,..,3,0,0,0,0,0,0,0,9,..,7,0,0,0,0,0,0,0,10,..,0,4,0,5,12,3,0,0,17,..,0,3,4,3,15,11,3,6,41,0,8,0,4,0,0,0,0,0,8,129,49,57,55,63,59,60,42,15,522
UCL121025,..,0,0,0,0,0,0,0,0,4,..,0,0,0,7,0,7,0,0,17,0,0,0,0,0,0,0,0,0,3,52,48,20,41,49,39,31,12,0,286,..,0,14,53,54,63,41,22,6,255,..,4,8,10,8,7,0,0,0,31,..,0,0,6,12,4,0,0,0,26,115,..,..,..,..,..,..,..,..,115,..,49,..,..,..,..,..,..,..,49,..,35,10,0,5,0,0,0,0,52,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,3,0,0,0,0,0,4,..,0,0,0,10,7,9,7,4,33,0,0,3,0,0,0,3,0,0,11,119,84,39,73,91,81,60,31,5,584
UCL121026,..,4,3,3,0,0,10,0,0,23,..,0,7,0,8,15,25,17,4,83,5,7,0,0,6,0,0,0,0,11,61,32,49,44,48,90,79,32,13,448,..,4,19,24,46,91,86,21,3,298,..,5,25,24,10,12,13,5,0,97,..,0,3,13,13,12,7,0,0,48,122,..,..,..,..,..,..,..,..,122,..,23,..,..,..,..,..,..,..,23,..,18,14,0,0,0,0,0,0,42,..,6,0,0,0,0,0,0,3,14,..,0,3,6,0,4,0,0,0,14,..,4,13,9,4,0,11,0,0,44,..,4,10,5,18,42,57,25,5,165,7,5,0,0,8,6,4,0,0,38,126,71,96,84,96,177,183,60,16,894
UCL121027,..,6,0,0,0,0,0,0,0,11,..,0,0,0,0,7,9,4,4,31,0,0,0,0,0,0,0,0,0,0,49,42,29,34,44,49,30,14,6,296,..,0,11,37,49,51,29,12,0,186,..,0,12,10,14,10,13,0,0,62,..,0,3,5,9,7,3,4,4,40,122,..,..,..,..,..,..,..,..,122,..,31,..,..,..,..,..,..,..,31,..,30,17,6,5,3,0,0,0,58,..,0,0,0,0,3,0,0,3,13,..,0,0,0,0,0,0,0,0,13,..,6,0,0,3,5,4,0,0,21,..,0,0,0,3,13,7,4,4,35,0,0,0,0,0,0,0,0,0,4,122,68,52,70,85,96,54,20,9,578
UCL121028,..,0,0,0,0,3,0,3,0,9,..,0,0,0,7,11,16,6,3,49,0,0,0,0,0,4,4,3,0,14,42,15,28,28,39,74,70,28,4,335,..,0,17,26,30,86,97,29,5,293,..,3,20,15,17,24,13,0,0,91,..,0,3,10,6,3,0,5,0,30,84,..,..,..,..,..,..,..,..,84,..,5,..,..,..,..,..,..,..,5,..,21,9,3,0,4,0,0,0,34,..,0,0,0,0,4,0,0,0,8,..,0,0,0,0,0,0,0,0,3,..,0,5,0,0,3,0,8,0,19,..,0,6,13,20,35,38,13,3,121,0,0,0,4,6,8,5,0,0,23,83,37,66,58,85,158,157,59,9,711
UCL121029,..,0,0,0,0,0,0,0,0,3,..,3,0,0,0,8,4,11,0,28,5,0,0,0,0,0,0,0,0,6,59,33,42,24,27,48,26,18,0,282,..,0,27,19,28,53,46,19,5,186,..,21,24,12,10,8,0,0,0,80,..,7,9,3,4,5,7,5,3,33,120,..,..,..,..,..,..,..,..,120,..,19,..,..,..,..,..,..,..,19,..,19,6,5,3,0,0,0,0,47,..,0,0,0,4,8,3,0,0,18,..,0,5,0,0,0,0,0,0,9,..,0,0,4,0,0,0,0,0,4,..,3,3,4,10,12,8,8,0,45,0,3,0,3,4,0,0,0,0,17,122,71,81,55,60,88,63,38,5,575
UCL121030,..,3,9,0,0,0,0,0,0,13,..,4,3,4,11,7,12,12,0,50,0,0,4,0,0,0,0,0,0,5,48,46,44,38,46,62,57,23,6,368,..,4,11,27,32,60,51,18,3,210,..,11,35,12,8,11,7,0,0,96,..,0,3,13,13,8,10,7,3,57,114,..,..,..,..,..,..,..,..,114,..,22,..,..,..,..,..,..,..,22,..,32,23,6,3,3,0,0,0,68,..,5,0,0,0,0,0,4,0,24,..,0,0,0,0,0,0,0,0,11,..,5,8,4,5,4,6,0,0,25,..,4,13,11,21,31,26,14,5,122,8,5,3,0,3,0,0,0,0,18,119,88,93,78,88,137,101,49,8,764
UCL121031,..,0,0,0,6,4,0,0,0,13,..,0,0,0,3,12,16,9,4,48,0,0,9,0,4,3,0,0,0,18,80,34,44,44,56,105,83,23,12,481,..,0,17,38,62,121,116,24,0,380,..,5,12,20,13,22,10,5,0,92,..,3,10,11,11,4,0,0,0,44,161,..,..,..,..,..,..,..,..,161,..,35,..,..,..,..,..,..,..,35,..,18,8,3,7,0,0,0,0,34,..,4,0,0,0,5,6,4,5,24,..,3,3,0,0,0,0,0,0,7,..,3,6,0,6,3,3,0,0,21,..,0,6,4,11,20,21,16,9,89,6,0,12,0,4,3,4,3,0,27,161,69,70,88,108,177,172,52,14,914
UCL121032,..,0,0,0,0,0,0,0,0,6,..,0,4,3,6,13,16,20,11,69,0,0,0,0,0,0,0,0,0,0,41,34,26,30,38,52,55,37,15,320,..,0,13,25,26,44,59,42,5,219,..,0,20,21,13,12,4,0,0,75,..,5,0,0,11,0,5,4,0,27,95,..,..,..,..,..,..,..,..,95,..,25,..,..,..,..,..,..,..,25,..,14,4,0,0,7,0,0,0,28,..,9,0,0,0,0,0,3,0,11,..,3,3,0,0,4,0,0,0,4,..,0,0,0,5,0,4,0,0,12,..,6,3,7,10,18,35,29,13,124,0,0,0,0,0,0,6,0,0,8,95,57,55,53,61,97,111,78,22,627
UCL121033,..,0,3,0,3,0,0,0,0,11,..,0,0,0,4,13,4,6,0,22,3,0,0,0,0,0,4,0,0,13,56,17,30,36,25,28,19,12,0,227,..,0,10,47,13,27,23,11,0,132,..,0,21,10,11,0,0,4,0,53,..,0,0,8,6,4,0,0,0,18,112,..,..,..,..,..,..,..,..,112,..,16,..,..,..,..,..,..,..,16,..,10,7,3,0,0,0,0,0,15,..,4,0,0,0,0,5,0,0,10,..,0,7,0,4,0,0,0,0,5,..,0,6,0,3,5,5,0,0,23,..,0,0,3,11,8,7,10,0,39,8,0,0,0,0,0,4,0,0,19,118,37,54,79,50,55,44,23,3,448
UCL121034,..,11,17,5,0,5,0,0,0,30,..,0,7,7,0,12,5,0,0,31,0,0,4,3,0,0,0,0,0,12,81,57,55,51,75,44,27,8,9,407,..,0,17,65,101,49,32,15,0,282,..,10,32,7,20,7,12,0,0,87,..,0,0,5,15,6,0,0,4,23,149,..,..,..,..,..,..,..,..,149,..,50,..,..,..,..,..,..,..,50,..,21,4,0,0,0,0,0,0,31,..,0,3,0,0,0,0,0,0,12,..,5,10,0,4,4,0,0,0,25,..,17,37,5,3,3,0,0,0,64,..,3,7,12,0,12,14,3,6,64,0,0,7,3,8,0,4,0,0,24,149,111,115,100,149,90,58,20,11,797
UCL121035,..,0,0,0,0,4,0,0,0,6,..,0,0,0,0,7,5,7,4,28,4,3,0,0,0,0,0,0,0,10,127,70,69,71,71,70,40,23,9,538,..,0,49,58,90,79,48,25,0,361,..,15,36,19,19,10,4,0,0,103,..,7,19,19,17,13,8,3,3,80,253,..,..,..,..,..,..,..,..,253,..,51,..,..,..,..,..,..,..,51,..,57,28,7,7,0,0,0,0,98,..,6,3,0,0,6,9,5,5,32,..,0,0,0,0,0,0,0,0,3,..,0,3,0,0,7,5,0,0,11,..,0,5,0,5,20,18,12,4,61,4,4,0,6,0,0,0,0,0,14,259,144,139,116,140,144,85,43,11,1071
UCL121036,..,0,0,0,0,0,0,0,0,3,..,0,4,0,7,8,8,5,0,32,4,0,0,0,0,0,0,5,0,11,177,62,63,98,98,86,81,38,4,693,..,3,35,124,121,82,119,43,3,538,..,11,37,30,17,21,10,0,0,132,..,0,13,11,15,8,3,8,0,54,348,..,..,..,..,..,..,..,..,348,..,71,..,..,..,..,..,..,..,71,..,43,13,15,12,3,0,0,0,81,..,0,0,0,0,7,5,4,6,19,..,9,4,3,4,0,0,0,0,20,..,0,0,0,0,0,0,0,0,3,..,0,9,6,9,14,13,9,0,56,3,0,3,3,6,4,0,5,0,21,354,135,108,183,180,150,161,68,9,1345
UCL121037,..,0,0,0,0,3,0,0,0,10,..,0,0,3,6,10,7,10,5,43,0,0,0,0,0,3,0,0,0,6,57,40,31,35,60,58,64,22,6,374,..,3,17,32,69,62,91,19,4,290,..,8,21,15,9,15,10,6,0,88,..,0,3,4,13,5,3,3,0,31,109,..,..,..,..,..,..,..,..,109,..,27,..,..,..,..,..,..,..,27,..,24,9,13,4,6,0,0,0,49,..,3,0,0,0,0,0,0,0,8,..,0,3,0,0,0,0,0,0,6,..,0,3,0,3,3,12,0,0,21,..,0,0,8,12,20,27,15,4,85,0,3,4,3,5,3,9,0,0,28,116,73,57,78,113,108,145,51,9,750
UCL121038,..,0,0,0,0,0,0,0,0,0,..,0,0,3,4,6,8,11,3,35,0,4,0,0,0,0,0,0,0,6,38,20,30,23,24,53,30,23,8,247,..,0,22,19,21,57,42,27,3,196,..,9,9,10,7,6,9,0,0,49,..,0,4,11,0,0,0,0,4,22,80,..,..,..,..,..,..,..,..,80,..,16,..,..,..,..,..,..,..,16,..,14,4,11,0,0,0,0,0,26,..,4,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,6,0,0,5,..,0,6,5,3,20,20,17,4,75,0,4,0,0,3,4,0,0,0,15,82,39,52,46,43,88,76,49,17,500
UCL121039,..,0,16,5,4,5,0,0,0,24,..,0,3,4,0,3,7,5,0,15,0,0,5,0,0,0,0,0,0,0,61,26,52,43,53,51,31,9,0,325,..,0,11,40,61,61,36,17,5,233,..,5,24,20,16,9,8,0,0,88,..,0,0,3,10,8,0,0,0,20,124,..,..,..,..,..,..,..,..,124,..,16,..,..,..,..,..,..,..,16,..,17,12,6,0,0,0,0,0,31,..,8,0,5,0,0,4,0,6,16,..,9,7,6,3,0,0,0,0,24,..,3,21,4,3,5,4,0,0,42,..,0,0,3,0,8,9,4,0,32,0,0,0,4,0,0,0,0,0,7,124,53,88,82,98,89,67,23,8,624
UCL121040,..,0,0,0,0,0,0,0,0,0,..,0,0,0,4,0,0,0,0,7,0,4,0,0,0,0,0,0,0,4,41,36,12,41,49,38,21,6,0,230,..,0,9,54,77,56,39,13,0,244,..,4,0,0,4,8,0,0,0,22,..,0,0,0,3,5,0,0,0,12,101,..,..,..,..,..,..,..,..,101,..,33,..,..,..,..,..,..,..,33,..,19,7,0,0,0,0,0,0,32,..,3,0,0,0,0,0,4,0,5,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,3,0,3,..,0,0,0,3,6,7,3,0,21,0,0,0,0,0,0,0,0,0,5,98,65,20,64,99,68,45,20,0,482
UCL121041,..,0,0,0,0,4,3,0,0,12,..,0,0,0,8,7,12,13,3,45,0,0,0,0,0,0,0,0,0,4,50,31,26,22,39,37,45,34,10,296,..,9,12,24,35,42,56,38,0,221,..,0,11,7,11,6,4,0,0,37,..,0,7,4,5,6,0,0,5,22,88,..,..,..,..,..,..,..,..,88,..,22,..,..,..,..,..,..,..,22,..,21,3,0,14,3,0,0,0,35,..,0,0,0,0,0,0,0,0,8,..,6,0,0,0,0,0,0,0,10,..,0,7,0,4,4,8,4,0,28,..,6,3,3,14,15,25,14,7,80,0,0,0,0,0,3,0,0,0,12,88,56,43,41,75,80,94,66,15,561
UCL121042,..,0,3,0,0,0,0,0,0,3,..,3,3,5,5,6,9,10,3,44,4,0,0,0,3,0,3,3,0,18,27,21,26,24,20,45,46,32,9,255,..,0,15,25,30,61,50,35,6,223,..,3,15,3,3,9,3,6,0,36,..,0,0,6,6,3,0,3,0,15,48,..,..,..,..,..,..,..,..,48,..,19,..,..,..,..,..,..,..,19,..,9,11,3,0,5,0,0,0,27,..,4,4,3,0,0,0,0,0,11,..,5,4,0,0,0,5,0,0,11,..,5,7,0,0,0,3,0,0,15,..,3,7,7,0,13,14,6,8,70,4,0,0,0,9,7,5,8,0,30,53,44,59,49,42,95,86,61,15,510
UCL121043,..,0,0,0,0,3,0,0,0,8,..,0,0,0,0,4,9,4,0,16,3,3,0,0,3,0,0,0,0,5,89,33,26,51,53,36,31,14,0,327,..,0,32,68,64,53,35,16,0,263,..,0,10,14,6,0,3,5,0,45,..,0,0,6,9,0,4,0,0,30,164,..,..,..,..,..,..,..,..,164,..,40,..,..,..,..,..,..,..,40,..,23,15,0,3,0,0,0,0,39,..,0,0,0,0,0,4,0,0,9,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,5,5,0,0,12,..,0,4,4,3,4,7,4,3,37,3,4,0,0,4,4,0,0,0,14,166,76,63,94,97,70,63,25,5,662
UCL121044,..,0,0,0,4,0,0,0,0,9,..,0,0,4,3,3,9,3,0,14,0,0,0,0,0,0,4,0,0,3,52,22,24,22,40,27,35,9,0,245,..,0,22,14,20,21,39,13,5,141,..,4,18,9,14,8,5,0,0,61,..,0,6,7,7,6,0,0,0,30,107,..,..,..,..,..,..,..,..,107,..,20,..,..,..,..,..,..,..,20,..,13,3,3,4,0,0,0,0,29,..,0,3,0,3,3,9,0,0,18,..,3,0,0,0,0,0,0,0,4,..,0,0,0,8,4,0,0,0,17,..,0,0,4,8,5,16,6,6,38,0,0,0,0,0,0,6,0,0,11,107,41,53,44,61,52,73,25,9,470
UCL121045,..,0,0,0,0,4,3,0,0,6,..,0,0,0,0,9,16,0,6,29,0,0,0,0,0,0,0,0,0,0,33,15,23,28,30,54,50,14,3,247,..,0,6,26,31,54,50,27,5,210,..,6,19,10,13,15,3,3,0,70,..,0,4,9,6,4,3,0,0,21,65,..,..,..,..,..,..,..,..,65,..,17,..,..,..,..,..,..,..,17,..,11,8,4,3,0,0,0,0,30,..,0,0,0,0,0,0,0,0,10,..,0,3,0,0,0,0,0,0,7,..,0,0,0,0,4,4,0,0,18,..,0,0,0,9,12,21,6,5,46,0,0,0,0,0,0,0,0,0,7,65,34,39,49,65,97,85,39,10,489
UCL121046,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,4,5,0,0,7,0,0,0,0,0,0,0,0,0,3,60,22,22,42,50,30,22,10,0,247,..,0,21,65,50,38,15,11,5,205,..,0,11,14,13,10,10,3,0,57,..,0,0,0,15,5,0,0,0,19,124,..,..,..,..,..,..,..,..,124,..,35,..,..,..,..,..,..,..,35,..,8,5,0,3,0,0,0,0,13,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,6,0,0,6,4,0,0,18,0,0,4,0,0,0,0,0,0,9,124,42,41,75,82,63,32,19,4,485
UCL121047,..,0,0,0,0,0,0,0,0,0,..,0,4,0,3,9,13,10,4,36,0,0,0,0,0,0,6,0,0,9,69,18,45,34,37,26,33,19,10,294,..,0,43,51,42,33,29,12,0,216,..,11,21,11,15,4,4,3,0,70,..,0,3,3,8,3,5,0,0,19,136,..,..,..,..,..,..,..,..,136,..,12,..,..,..,..,..,..,..,12,..,11,5,4,3,0,0,0,0,21,..,0,0,0,0,5,5,3,0,16,..,3,0,0,0,0,0,0,0,6,..,0,0,0,0,0,0,0,0,0,..,0,4,5,10,14,16,7,4,64,0,0,0,0,0,0,6,0,0,14,136,37,80,73,78,66,58,29,9,570
UCL121048,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,7,5,0,0,16,0,0,0,0,0,0,0,0,0,0,42,21,13,21,44,41,41,18,0,230,..,0,15,19,56,55,63,19,0,235,..,3,9,8,17,6,11,3,0,56,..,0,0,3,4,0,0,4,0,13,81,..,..,..,..,..,..,..,..,81,..,18,..,..,..,..,..,..,..,18,..,20,0,3,0,0,0,0,0,26,..,0,0,0,0,0,0,0,6,7,..,4,0,0,0,0,0,0,0,7,..,0,0,0,4,0,0,0,0,8,..,0,0,0,4,8,4,9,0,23,0,0,0,0,0,0,0,0,0,6,81,50,29,36,90,77,83,37,3,480
UCL121049,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,6,5,3,15,0,5,0,0,0,0,0,0,0,3,61,31,37,31,44,26,18,11,4,263,..,7,20,43,56,38,30,14,0,208,..,4,16,10,4,0,0,6,0,41,..,0,5,6,5,0,4,0,0,23,118,..,..,..,..,..,..,..,..,118,..,16,..,..,..,..,..,..,..,16,..,36,9,7,4,0,0,0,0,58,..,8,7,0,0,0,3,0,0,15,..,6,3,0,0,0,0,0,0,15,..,0,0,0,0,0,0,0,0,3,..,0,11,3,6,7,6,5,4,43,0,6,0,0,0,0,0,0,3,11,118,75,71,73,83,50,43,28,4,552
UCL121050,..,0,0,0,0,0,0,0,5,4,..,0,4,4,5,14,29,35,16,99,0,3,4,0,0,0,0,0,0,12,21,13,20,11,22,54,71,86,28,323,..,0,3,5,13,31,62,98,20,243,..,0,9,9,10,16,11,12,0,62,..,0,0,4,3,0,3,4,0,18,30,..,..,..,..,..,..,..,..,30,..,12,..,..,..,..,..,..,..,12,..,3,4,3,4,5,0,0,0,16,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,0,0,0,3,14,..,0,4,4,10,30,46,45,14,152,0,3,4,3,0,3,5,5,0,17,30,22,30,25,45,92,127,161,46,578
UCL121051,..,0,0,0,3,0,0,0,0,3,..,4,4,0,5,11,21,20,13,70,0,0,0,0,0,5,0,0,0,7,74,25,28,42,39,64,75,49,16,423,..,0,18,39,42,72,90,58,12,322,..,7,16,13,10,18,9,0,0,71,..,0,9,8,3,9,7,0,0,42,143,..,..,..,..,..,..,..,..,143,..,27,..,..,..,..,..,..,..,27,..,20,7,9,4,0,0,0,0,43,..,3,0,0,4,0,8,0,0,19,..,0,0,0,0,0,0,0,0,7,..,0,0,3,3,5,3,0,0,20,..,4,8,5,16,32,35,29,17,147,5,5,5,0,0,5,0,0,0,16,144,70,63,74,75,142,147,97,31,846
UCL121052,..,0,6,0,0,0,0,0,0,14,..,0,0,10,8,21,17,13,12,77,0,0,0,3,0,7,4,0,0,19,39,13,31,49,35,80,69,35,10,366,..,0,15,38,31,72,86,42,10,289,..,4,14,26,7,7,7,6,0,70,..,0,0,7,4,6,0,0,0,25,80,..,..,..,..,..,..,..,..,80,..,9,..,..,..,..,..,..,..,9,..,11,11,0,5,4,0,0,0,34,..,8,3,0,6,0,3,0,0,20,..,5,0,0,3,0,0,0,0,7,..,0,8,0,7,5,3,3,0,26,..,3,13,10,23,37,38,23,11,151,9,0,3,8,5,9,7,0,0,33,84,40,64,85,80,138,147,72,21,736
UCL121053,..,0,6,0,0,5,0,0,0,8,..,0,6,0,0,13,19,15,0,60,3,0,0,0,0,0,6,0,0,13,58,9,33,36,28,49,59,33,5,324,..,0,25,31,24,41,72,25,7,226,..,8,10,9,14,17,10,3,0,68,..,0,3,5,5,9,0,0,0,25,109,..,..,..,..,..,..,..,..,109,..,11,..,..,..,..,..,..,..,11,..,17,9,0,0,0,0,0,0,31,..,0,0,0,0,6,0,0,0,10,..,3,0,0,0,0,0,0,0,3,..,0,5,0,0,5,3,3,0,17,..,3,8,7,12,23,27,30,3,119,3,0,0,4,0,0,9,0,0,22,109,42,69,58,60,97,123,66,21,643
UCL121054,..,0,0,0,0,0,0,0,0,5,..,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,5,54,79,28,40,71,48,46,11,0,385,..,6,17,56,123,78,66,16,0,365,..,5,0,4,11,9,9,0,0,42,..,0,3,0,4,6,0,0,0,13,128,..,..,..,..,..,..,..,..,128,..,62,..,..,..,..,..,..,..,62,..,50,24,7,0,0,0,0,0,81,..,0,0,0,0,0,9,7,3,15,..,3,6,0,0,0,0,0,0,15,..,0,0,3,0,4,6,0,0,11,..,0,0,0,3,3,5,0,4,14,3,4,0,0,3,0,0,0,0,11,130,134,51,73,144,105,87,24,4,758
UCL121055,..,0,0,4,0,0,0,0,0,3,..,5,0,0,0,9,9,5,0,39,0,0,0,0,0,0,3,0,0,10,60,28,25,49,41,54,40,17,8,309,..,0,16,56,47,63,47,18,0,255,..,0,14,16,14,17,3,0,0,66,..,0,0,9,8,0,4,0,0,18,121,..,..,..,..,..,..,..,..,121,..,18,..,..,..,..,..,..,..,18,..,16,4,7,0,0,0,0,0,26,..,4,0,0,0,0,0,0,3,12,..,0,0,0,0,0,0,0,0,5,..,0,0,4,6,4,0,0,0,15,..,5,0,9,9,22,21,16,0,76,3,0,0,0,7,0,3,0,0,13,122,42,44,97,79,107,80,37,7,614
UCL121056,..,0,0,0,3,0,7,0,0,11,..,0,0,0,10,13,9,13,6,43,0,0,0,0,0,0,0,0,0,3,82,43,37,51,70,64,49,34,9,440,..,0,24,42,50,72,60,36,5,285,..,10,20,18,22,27,10,0,0,100,..,3,8,15,20,9,0,0,7,62,174,..,..,..,..,..,..,..,..,174,..,29,..,..,..,..,..,..,..,29,..,41,21,9,0,7,0,0,0,74,..,0,0,0,6,5,8,4,5,25,..,0,0,0,4,0,0,0,0,13,..,0,0,0,3,8,3,0,0,28,..,0,0,3,16,18,14,13,6,73,4,0,0,6,0,0,0,0,0,9,179,93,82,92,120,132,97,60,15,861
UCL121057,..,0,0,0,0,0,3,0,0,3,..,0,0,0,0,0,3,0,5,6,0,0,0,0,0,0,0,0,0,3,59,35,38,45,42,48,38,5,5,319,..,0,26,46,68,87,70,5,0,301,..,3,9,18,5,0,0,0,0,45,..,0,10,10,3,10,0,0,0,26,123,..,..,..,..,..,..,..,..,123,..,22,..,..,..,..,..,..,..,22,..,50,28,4,0,3,0,0,0,91,..,5,0,4,0,0,3,0,0,15,..,7,5,0,0,0,0,0,0,8,..,0,0,0,0,0,4,0,0,8,..,0,5,5,0,3,3,0,5,19,0,4,0,0,4,0,0,0,0,11,123,96,78,92,82,105,77,5,3,665
UCL121058,..,0,0,0,3,0,6,0,0,9,..,0,0,3,6,5,17,4,0,33,5,0,0,0,0,0,0,0,0,16,163,103,71,106,162,128,115,55,12,909,..,0,53,141,223,200,170,87,7,880,..,3,14,25,26,21,20,5,0,126,..,0,8,9,13,8,4,0,0,40,338,..,..,..,..,..,..,..,..,338,..,130,..,..,..,..,..,..,..,130,..,61,33,10,9,3,0,0,0,118,..,5,0,0,0,3,8,12,4,31,..,8,3,0,0,5,0,0,0,18,..,0,4,5,3,0,5,3,0,17,..,0,4,0,7,12,18,13,8,65,4,6,0,0,3,11,7,0,0,32,340,219,121,199,292,261,236,117,24,1793
UCL121059,..,0,0,0,0,0,0,4,0,5,..,0,0,0,4,3,9,5,3,23,0,0,0,0,3,0,0,0,0,3,47,25,31,30,40,53,41,19,9,294,..,0,22,26,41,66,58,20,9,237,..,0,22,18,16,15,7,0,0,74,..,0,0,13,8,5,8,0,0,31,92,..,..,..,..,..,..,..,..,92,..,29,..,..,..,..,..,..,..,29,..,19,7,5,0,0,0,0,0,32,..,0,0,0,0,0,0,4,0,7,..,0,0,0,0,0,0,0,0,8,..,3,6,0,0,4,0,6,0,18,..,0,6,3,4,6,16,5,3,47,0,0,0,0,0,9,0,0,0,12,92,49,63,61,73,97,89,36,12,574
