UCL_CODE_2021,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
UCL121047,0,0,0,0,0,3,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,5,9,0,0,25,12,16,80,82,81,72,67,33,9,451
UCL121048,0,0,0,0,0,0,4,6,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,10,13,21,32,37,85,78,87,37,3,392
UCL121049,0,0,0,0,0,6,4,11,0,26,0,0,0,0,0,0,0,6,0,10,3,6,9,16,9,14,3,6,0,70,21,51,87,87,90,67,51,35,3,484
UCL121050,0,0,0,0,0,0,24,18,3,50,0,0,0,0,0,0,0,0,0,0,6,6,3,6,6,12,14,20,9,70,8,10,40,30,55,101,142,180,47,609
UCL121051,0,0,0,3,5,9,15,17,20,66,0,0,0,0,0,0,0,0,0,0,3,0,7,5,7,5,10,22,7,68,19,25,71,87,84,147,165,117,54,764
UCL121052,0,0,0,0,5,6,12,10,4,33,0,0,0,0,0,0,0,0,0,0,0,5,8,6,4,14,10,10,4,66,9,36,75,99,85,167,160,74,24,729
UCL121053,0,0,0,0,4,3,9,19,8,48,0,0,0,0,0,0,0,0,0,0,0,5,10,5,6,17,18,10,9,88,12,22,78,73,64,114,137,77,29,606
UCL121054,0,0,0,0,6,4,6,0,0,16,0,0,0,3,0,0,0,0,0,4,0,0,4,0,0,0,0,3,0,12,29,65,51,78,148,117,92,26,4,597
UCL121055,0,0,0,0,0,6,5,11,5,23,0,0,0,0,0,0,0,0,0,0,5,0,7,10,4,9,5,6,0,40,17,11,50,101,84,111,86,43,7,519
UCL121056,0,0,0,0,3,5,11,9,0,31,0,0,0,0,0,0,0,0,0,0,3,0,4,4,0,4,7,4,0,28,25,38,87,97,116,137,101,60,15,687
UCL121057,0,0,0,0,0,4,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,3,0,0,0,11,19,59,78,89,86,108,77,5,3,537
UCL121058,0,0,0,5,0,9,4,9,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,15,13,0,0,52,47,70,124,209,299,268,247,119,19,1401
UCL121059,0,0,0,0,0,0,3,6,0,14,0,0,0,0,0,0,0,0,0,0,5,0,3,3,4,5,0,0,0,24,11,17,66,63,80,105,89,36,15,482
UCL121060,0,0,0,0,0,7,6,7,0,19,0,0,0,0,0,0,0,0,0,0,5,0,0,9,0,0,0,7,0,22,31,40,64,108,142,143,138,72,3,738
UCL121061,0,0,0,0,0,6,9,0,0,18,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,5,9,0,0,18,25,30,61,82,81,44,48,15,8,395
UCL121062,0,0,0,0,0,4,3,3,0,10,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,5,0,3,0,23,22,47,105,121,147,130,86,33,7,700
UCL121063,0,0,0,0,0,0,17,4,3,37,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,22,13,0,39,0,12,24,36,35,130,236,101,29,611
UCL121064,0,0,0,0,0,6,5,3,5,27,0,0,0,0,0,0,0,0,0,0,6,6,7,3,6,0,4,5,0,42,12,31,45,54,98,115,107,56,27,550
UCL121065,0,0,0,0,7,6,9,22,11,54,0,0,0,0,0,0,0,0,0,0,4,0,9,3,5,14,12,13,0,62,17,29,81,69,91,148,182,122,26,774
UCL121066,0,0,0,0,0,0,6,3,3,13,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,17,4,0,39,9,27,57,67,72,72,50,30,13,396
UCL121067,0,0,0,0,3,9,15,6,9,44,0,0,0,0,0,0,0,3,0,9,5,3,5,4,13,6,9,18,6,71,20,42,68,49,95,133,137,88,58,685
UCL121068,0,0,3,3,5,13,17,13,7,62,0,0,0,0,0,0,3,0,0,0,3,5,11,7,5,19,23,18,0,95,37,89,156,201,247,383,450,169,40,1786
UCL121069,0,0,0,3,0,4,0,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,32,47,71,95,156,85,49,16,3,549
UCL121070,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,6,4,5,0,6,0,18,6,20,37,57,96,114,70,37,5,435
UCL121071,0,0,0,0,3,3,16,7,4,29,0,0,0,0,0,0,0,0,0,4,0,0,0,8,0,7,0,3,0,29,16,25,39,66,83,62,79,28,19,408
UCL121072,0,0,0,0,10,8,7,6,4,34,0,0,0,0,0,0,3,5,0,7,0,7,25,17,0,11,9,10,8,88,18,30,172,86,75,101,74,43,15,614
UCL121073,0,0,0,0,6,10,17,15,13,62,0,0,0,0,0,0,0,0,0,0,7,0,4,9,7,11,14,7,8,65,18,21,46,70,94,106,124,79,25,578
UCL121074,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,4,19,14,22,60,60,72,103,93,49,15,494
UCL121075,0,0,0,0,0,0,5,7,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,48,77,137,5,25,19,32,48,64,101,177,115,582
UCL121076,0,0,4,0,4,11,11,5,3,36,0,0,0,0,0,0,0,0,0,0,5,6,10,12,15,11,15,3,0,71,40,71,131,167,141,117,96,26,14,798
UCL121077,0,0,0,0,0,0,8,8,6,23,0,0,0,0,0,0,0,0,0,0,4,3,12,5,8,10,7,4,0,52,19,22,70,99,107,98,81,35,12,534
UCL121078,0,0,0,0,0,0,6,6,3,21,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,10,25,52,96,81,94,83,54,30,7,514
UCL121079,0,0,0,0,0,0,3,0,3,10,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,4,4,6,0,15,10,31,35,53,98,76,72,35,13,412
UCL121080,0,0,0,0,0,3,6,8,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,18,21,39,137,126,122,133,111,51,18,766
UCL121081,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,3,3,4,4,0,0,0,19,10,21,47,83,92,88,57,15,4,413
UCL121082,0,0,0,3,0,7,10,5,0,25,0,0,0,0,0,0,0,0,0,0,12,8,10,11,15,23,31,10,7,114,29,38,96,111,141,197,214,69,22,924
UCL121083,0,0,0,0,0,3,0,4,0,12,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,4,13,10,5,27,12,38,84,108,121,150,144,76,12,756
UCL121084,0,0,0,0,0,0,9,6,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,6,0,0,19,36,41,84,127,123,94,65,29,10,611
UCL121085,0,0,0,0,0,3,6,0,0,13,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,7,3,3,0,21,15,13,50,161,144,145,177,59,6,775
UCL121086,0,0,0,0,0,8,11,11,3,37,0,0,0,0,0,0,0,0,0,0,6,0,7,4,4,19,11,10,15,80,19,26,73,74,98,134,148,96,38,693
UCL121087,0,0,0,3,6,0,5,4,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,5,6,3,26,19,34,63,76,68,94,92,44,14,507
UCL121088,0,0,0,0,4,3,4,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,11,5,5,6,6,3,0,39,22,37,85,75,90,70,56,18,4,458
UCL121089,0,0,0,0,4,5,5,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,4,0,3,0,17,24,26,66,125,101,167,105,47,20,683
UCL121090,0,0,3,0,0,3,4,6,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,4,0,14,39,43,52,90,140,138,103,41,8,648
UCL121091,0,0,0,0,3,0,5,3,9,24,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,7,7,0,0,39,14,24,49,62,94,138,114,38,18,564
UCL121092,0,0,0,0,3,8,11,12,0,33,0,0,0,0,0,0,0,0,0,4,9,8,11,17,12,6,9,0,0,65,34,73,204,143,145,121,86,46,11,862
UCL121093,0,0,3,3,3,5,16,8,0,37,0,0,0,0,0,0,0,0,0,3,0,3,0,4,9,4,0,0,0,34,33,57,175,137,150,117,100,48,13,832
UCL121094,0,0,0,0,10,10,19,11,8,50,0,0,0,0,0,0,0,0,0,4,15,5,14,15,11,15,17,11,5,105,22,29,63,82,91,116,107,65,24,603
UCL121095,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,7,8,0,3,0,0,27,18,16,49,96,108,100,77,37,9,507
UCL121096,0,0,0,4,0,3,8,9,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,9,15,0,0,36,13,11,47,71,87,168,183,77,14,663
UCL121097,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,4,0,0,20,14,19,44,75,108,125,110,23,8,520
UCL121098,0,0,0,0,5,4,10,5,3,25,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,10,11,27,41,74,142,146,163,66,23,696
UCL121099,0,0,0,0,0,4,15,14,6,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,6,7,5,34,13,12,46,66,64,97,108,68,27,521
UCL121100,0,0,0,0,0,0,8,10,0,16,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,4,3,4,23,25,33,78,143,137,146,202,69,16,851
UCL121101,0,0,0,0,0,9,8,15,3,35,0,0,0,0,0,0,0,0,0,0,4,6,3,11,12,15,6,13,3,70,35,61,84,123,160,179,137,77,17,871
UCL121102,0,0,0,0,0,0,7,0,6,23,0,0,0,0,0,0,0,0,0,0,6,0,8,7,9,16,4,3,0,47,11,13,66,109,110,202,185,80,21,803
UCL121103,0,0,0,4,3,8,14,20,10,54,0,0,0,0,0,0,0,0,0,3,4,6,5,7,15,13,17,7,7,64,17,48,90,97,134,138,129,85,35,768
UCL121104,0,0,0,0,0,7,7,10,6,37,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,5,8,16,8,50,15,34,70,71,84,108,103,68,26,582
UCL121105,0,0,0,0,0,14,14,7,3,35,0,0,0,0,0,0,0,0,0,3,0,5,3,0,5,8,14,8,0,46,6,20,59,50,68,135,150,50,16,560
UCL121106,0,0,0,0,0,4,8,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,4,3,10,8,20,18,0,59,7,28,73,63,113,174,278,114,5,868
UCL121107,0,0,0,0,0,12,13,11,19,51,0,0,0,0,0,0,0,0,0,0,3,0,5,4,7,7,8,9,5,46,22,31,98,90,112,139,120,70,49,729
UCL121108,0,0,0,0,0,0,12,5,7,16,0,0,0,0,0,0,0,0,0,0,4,4,7,5,10,10,12,8,0,51,28,36,96,72,96,124,130,49,19,646
UCL121109,0,0,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,7,0,18,10,21,31,47,76,62,86,38,7,384
UCL121110,0,0,0,0,0,3,17,17,9,42,0,0,0,0,0,0,0,3,0,3,0,0,6,6,0,0,4,3,4,34,27,39,113,112,108,98,142,83,30,747
UCL121111,0,0,0,0,3,3,25,11,3,51,0,0,0,0,0,0,0,0,0,4,8,3,7,5,9,14,19,13,14,97,22,26,102,61,70,100,119,79,41,603
UCL121112,0,0,0,3,3,6,8,4,3,32,0,0,0,0,0,0,0,0,0,0,0,0,10,4,5,9,4,3,0,37,14,35,112,91,94,97,91,24,11,567
UCL121113,0,0,0,0,0,0,8,5,3,19,0,0,0,0,0,0,0,3,0,3,4,0,0,14,3,6,4,7,3,45,21,27,36,64,59,90,43,47,13,393
UCL121114,0,0,0,0,0,3,3,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,5,12,4,12,15,13,0,69,22,30,72,102,118,135,149,44,3,670
UCL121115,0,0,0,0,0,4,11,5,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,19,6,5,38,9,13,39,44,56,142,180,82,13,574
UCL121116,0,0,0,0,0,3,7,6,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,5,0,7,0,18,34,60,71,119,163,130,71,29,13,690
UCL121117,0,0,0,0,0,7,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,8,5,7,12,11,0,0,45,23,37,80,68,86,119,73,29,10,522
UCL121118,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,0,13,21,38,43,63,97,52,52,21,7,385
UCL121119,0,0,4,5,0,3,9,13,4,40,0,0,0,0,0,0,0,0,0,7,0,0,4,3,3,10,5,6,5,35,16,36,66,84,129,152,135,57,14,687
UCL121120,8,4,9,6,6,13,7,0,5,52,0,0,0,0,0,0,0,0,0,5,8,11,21,8,15,14,9,4,3,99,39,38,79,50,81,55,27,13,7,396
UCL121121,0,0,0,0,0,3,0,4,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,3,6,4,0,32,6,22,74,65,64,79,65,33,0,409
UCL121122,3,0,6,4,0,9,10,9,3,31,0,0,0,0,0,0,0,0,0,0,7,0,3,8,6,9,3,0,0,37,24,16,68,94,83,92,59,25,7,464
UCL121123,0,0,0,0,0,7,4,0,0,14,0,0,0,0,0,0,0,0,0,3,11,3,18,17,17,7,8,14,0,88,28,40,76,80,104,76,68,50,9,533
UCL121124,0,0,0,0,0,5,5,6,0,26,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,15,6,0,24,3,12,24,33,64,108,137,68,11,449
UCL121125,0,0,0,0,0,0,10,10,4,30,0,0,0,0,0,0,0,0,0,0,4,0,0,8,14,11,17,10,10,77,23,25,63,70,104,174,212,86,29,787
UCL121126,0,0,0,0,0,0,12,7,9,26,0,0,0,0,0,0,0,5,0,5,0,0,0,3,0,3,0,4,3,14,18,17,51,56,85,75,81,43,10,442
UCL121127,0,0,3,0,3,7,5,3,4,19,0,0,0,0,0,0,0,0,0,11,9,3,0,8,7,3,4,7,0,35,30,43,80,96,104,70,57,33,3,518
UCL121128,0,0,0,0,0,4,12,0,4,23,0,0,0,0,0,0,0,0,0,0,0,3,4,7,5,7,7,4,0,41,39,58,114,123,152,117,86,45,14,740
UCL122001,0,0,0,0,0,4,0,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,18,11,36,31,48,26,15,8,3,192
UCL122002,0,0,0,0,0,4,3,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,3,12,3,11,5,7,3,43,0,9,26,31,32,48,38,30,7,211
UCL122003,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,4,0,5,4,0,0,0,0,0,8,12,36,59,47,66,46,31,12,5,322
UCL122004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,14,26,31,60,9,8,169
UCL122005,0,0,0,0,0,3,6,6,4,20,0,0,0,0,0,0,0,0,0,6,0,0,6,0,3,6,3,4,0,22,7,8,30,23,43,62,67,38,6,288
UCL122006,0,0,0,0,3,0,6,3,3,14,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,6,8,5,0,29,5,10,12,25,32,35,62,28,14,222
UCL122007,0,0,0,0,3,8,12,17,11,50,0,0,0,0,0,0,4,3,0,10,4,0,3,4,11,4,11,11,0,44,21,9,30,31,55,74,85,56,24,384
UCL122008,0,0,0,0,0,0,7,4,0,15,0,0,0,0,0,0,0,0,0,3,4,0,6,6,5,11,3,8,0,39,12,13,50,19,34,45,28,13,0,208
UCL122009,0,0,0,0,0,4,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,3,0,0,16,9,17,37,37,38,37,44,17,0,237
UCL122010,0,0,0,0,0,0,3,5,4,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,4,0,17,13,21,40,35,61,57,30,15,3,269
UCL122011,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,5,0,9,5,3,3,0,0,26,12,37,38,38,56,74,34,7,0,300
UCL122012,0,0,0,6,0,5,10,0,8,33,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,0,6,4,0,29,11,15,29,27,38,36,48,18,14,230
UCL122013,0,0,0,0,3,8,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,3,0,5,5,4,4,4,0,16,0,10,14,19,37,40,35,22,0,174
UCL122014,0,0,0,5,0,4,12,5,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,6,4,24,10,14,31,32,43,53,49,20,12,260
UCL122015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,6,0,21,3,5,14,25,29,46,55,33,6,219
UCL122016,0,0,0,0,0,0,3,0,3,15,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,13,0,0,29,0,11,46,25,36,36,34,9,4,200
UCL122017,0,0,0,0,0,4,8,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,3,6,3,0,26,4,11,23,40,33,53,44,22,8,236
UCL122018,0,0,0,0,6,7,12,7,0,27,0,0,0,0,0,0,0,0,0,7,0,0,5,3,12,4,17,7,0,47,11,19,24,34,57,64,83,35,6,336
UCL122019,0,0,0,0,0,4,5,3,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,6,4,5,7,0,0,26,3,9,19,33,42,58,33,19,0,228
UCL122020,0,0,0,0,0,4,4,5,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,0,17,4,4,14,17,36,73,57,26,10,243
UCL122021,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,6,10,12,20,26,28,44,15,0,161
UCL122022,0,0,0,0,0,3,4,8,4,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,10,20,39,44,44,91,82,51,8,390
UCL122023,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,15,20,31,43,53,65,74,35,8,338
UCL122024,0,0,0,0,0,0,4,3,0,10,0,0,0,0,3,0,0,0,0,5,0,0,6,0,8,0,3,0,0,14,5,12,28,33,55,37,41,18,0,232
UCL122025,0,0,0,0,0,5,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,0,0,3,0,18,4,14,35,19,49,47,11,15,4,193
UCL122026,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,4,7,11,20,33,42,32,25,6,0,178
UCL122027,0,0,0,0,0,5,4,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,14,3,4,18,9,34,47,46,28,16,213
UCL122028,0,0,0,0,5,8,8,13,5,32,0,0,0,0,0,0,0,0,0,0,0,4,0,8,6,13,8,3,0,35,11,13,35,18,51,71,57,39,10,307
UCL122029,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,3,3,0,5,5,0,27,7,3,19,25,41,43,64,29,4,229
UCL122030,0,0,0,0,0,3,3,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,4,5,6,13,3,0,0,38,8,16,37,44,50,85,58,9,0,307
UCL122031,0,0,0,0,0,0,4,3,0,11,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,11,10,27,41,73,67,39,23,7,0,296
UCL122032,0,0,3,0,7,7,5,0,0,16,0,0,0,0,0,0,4,0,0,3,0,7,4,4,4,4,6,0,3,30,4,19,74,63,55,71,47,7,7,350
UCL122033,0,0,0,0,0,0,3,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,18,0,5,36,31,29,33,15,11,3,171
UCL122034,0,0,0,0,0,0,0,5,0,9,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,3,3,5,13,23,22,38,34,29,10,3,177
UCL122035,0,0,0,0,0,7,4,7,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,13,11,0,0,35,12,18,27,46,43,87,69,31,7,340
UCL122036,0,0,0,0,0,6,11,3,0,24,0,0,0,0,0,0,3,0,0,6,14,8,19,11,22,13,13,6,0,100,23,34,45,37,60,54,57,23,4,326
UCL122037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,11,3,5,27,52,45,26,11,5,3,179
UCL122038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,4,0,5,0,15,3,6,26,35,45,44,47,16,9,241
UCL122039,0,0,0,0,0,3,15,7,4,33,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,5,9,0,28,12,18,29,50,47,68,65,30,10,331
UCL122040,0,0,0,0,6,0,5,8,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,16,6,6,29,17,30,42,36,13,3,180
UCL122041,0,0,0,0,0,4,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,8,5,3,7,10,6,0,0,28,9,25,53,42,42,73,55,15,4,307
UCL122042,0,0,0,0,0,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,3,0,0,19,12,22,31,40,44,29,33,13,0,225
UCL122043,0,0,0,0,0,5,0,7,0,16,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,4,6,0,14,5,12,25,35,36,47,55,22,7,247
UCL122044,0,0,0,0,0,3,7,4,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,5,6,8,10,21,20,25,7,0,102
UCL122045,0,0,0,0,0,5,9,4,0,16,0,0,0,0,0,0,0,0,0,4,3,0,0,0,4,0,0,0,0,19,6,13,23,17,27,47,38,27,7,209
UCL122046,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,10,0,3,6,24,3,13,32,36,34,124,113,56,22,432
UCL122047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,11,3,5,9,27,46,75,65,33,0,256
UCL122048,5,0,0,0,8,12,15,12,0,50,0,0,0,0,0,0,0,0,0,0,9,4,18,13,7,19,7,10,6,102,18,11,50,45,59,74,61,50,10,376
UCL122049,0,0,0,0,0,5,6,5,0,31,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,7,17,5,0,40,5,18,13,18,51,56,83,36,7,282
UCL122050,0,0,0,0,0,0,3,0,0,17,0,0,0,0,0,0,0,0,0,4,5,0,7,0,0,0,0,0,0,13,4,7,16,17,18,44,33,17,14,168
UCL122051,0,0,0,0,7,3,3,0,0,18,0,0,0,0,0,0,0,0,0,4,3,0,9,9,8,9,3,3,0,38,11,13,17,33,35,47,30,23,0,212
UCL122052,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,3,4,0,0,15,6,9,10,28,35,46,56,18,0,218
UCL122053,0,0,0,0,0,4,9,8,3,20,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,6,0,5,7,30,3,0,17,20,35,63,47,43,24,257
UCL122054,0,0,0,0,0,0,14,7,3,27,0,0,0,0,5,0,0,0,0,5,18,5,17,13,14,14,24,7,4,108,19,17,78,46,64,55,76,20,6,383
UCL122055,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,9,0,0,15,4,12,18,26,51,64,84,64,5,331
UCL122056,0,0,0,0,0,3,3,7,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,6,8,12,39,33,31,58,24,10,230
UCL122057,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,10,14,28,27,49,34,40,7,4,213
UCL122058,0,0,0,0,0,0,3,5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,8,5,7,0,31,3,17,59,44,49,80,84,51,5,391
UCL122059,0,0,3,4,0,5,9,0,5,24,0,0,0,0,0,0,0,0,0,0,5,0,5,0,5,3,9,0,0,30,7,30,53,51,53,56,59,22,11,345
UCL122060,0,0,0,0,0,5,5,4,4,20,0,0,0,0,0,0,0,0,0,0,4,3,5,7,11,12,11,3,4,54,12,15,45,44,44,64,59,24,9,317
UCL122061,0,0,0,3,0,7,7,4,0,19,0,0,0,0,0,0,0,0,0,7,0,0,4,3,8,5,0,3,0,35,0,10,26,17,23,24,18,11,0,133
UCL122062,0,0,0,0,0,0,8,3,0,21,0,0,0,0,0,0,0,0,0,0,3,3,4,5,9,9,6,4,0,36,10,19,51,22,51,48,32,15,5,255
UCL122063,0,0,0,0,0,5,4,0,3,20,0,0,0,0,0,4,0,0,0,4,3,0,0,3,0,3,0,4,0,20,16,8,38,43,31,47,29,20,13,240
UCL122064,0,0,0,0,4,3,0,9,5,21,0,0,0,4,0,0,0,0,0,5,3,0,6,6,4,12,3,6,3,41,8,16,33,37,42,53,36,27,12,261
UCL122065,0,0,0,0,0,0,6,4,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,10,8,0,26,0,11,29,27,30,96,86,43,7,329
UCL122066,0,0,0,0,0,0,4,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,28,27,44,62,62,44,19,5,286
UCL122067,0,0,0,0,0,0,4,7,0,9,0,0,0,0,0,0,0,0,0,0,5,0,0,4,5,0,3,0,0,17,13,19,36,36,70,78,72,28,6,364
UCL122068,0,0,0,0,0,0,5,0,0,11,0,0,0,0,0,0,0,0,0,0,4,4,9,6,0,7,3,0,0,27,8,3,16,28,23,25,26,3,3,141
UCL122069,0,0,0,0,0,5,8,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,3,0,0,12,4,6,19,31,48,61,50,25,6,255
UCL122070,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,9,13,25,27,53,57,54,60,33,15,335
UCL122071,0,0,0,0,0,4,11,4,3,22,0,0,0,0,0,0,5,0,0,5,0,0,0,0,3,0,0,4,0,11,11,12,47,30,36,43,55,37,8,284
UCL122072,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,4,0,10,6,16,23,19,27,44,28,26,6,197
UCL122073,0,0,0,0,0,4,4,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,3,3,7,0,25,0,10,29,28,33,58,61,32,5,254
