UCL_CODE_2021,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
UCL115028,19,24,35,18,11,8,119,0,6,9,19,22,17,10,3,87,6,55,78,73,88,67,38,11,414,3,17,23,47,51,51,19,11,220,24,45,51,69,81,55,32,16,374,0,0,5,5,10,3,0,0,30,3,0,3,3,12,15,12,5,57,27,52,61,80,98,77,43,17,461,0,0,0,0,5,6,0,0,10,10,12,20,20,20,19,31,19,151,49,155,212,262,324,252,148,62,1460
UCL115029,18,15,14,8,0,0,74,0,0,10,10,4,7,0,0,33,11,49,56,63,41,33,7,0,268,9,16,34,26,37,21,11,3,155,21,41,43,44,40,42,21,4,249,0,4,0,4,0,0,0,0,11,0,0,8,3,8,8,0,0,27,21,50,48,48,48,45,19,4,283,0,0,0,0,0,5,0,0,8,16,17,14,14,28,31,19,5,149,53,147,182,178,180,152,58,14,965
UCL115030,3,4,0,0,0,0,10,0,3,0,3,0,0,0,0,7,0,4,3,7,4,13,6,5,43,0,14,0,10,18,22,4,0,64,13,10,31,27,53,49,16,3,193,0,4,3,7,4,3,0,0,17,0,0,0,5,5,3,7,4,19,10,15,35,33,61,57,24,5,237,0,0,0,0,4,0,3,0,10,9,9,10,15,14,17,17,9,95,30,47,54,64,98,110,52,17,469
UCL115031,17,16,44,64,20,0,184,0,7,5,14,21,29,5,0,87,3,28,51,52,90,118,63,9,420,3,14,26,29,47,94,48,11,271,24,44,52,69,73,75,45,7,397,4,0,0,7,4,7,4,0,29,0,0,9,14,8,31,16,0,81,26,42,58,88,91,114,64,14,506,0,0,0,0,0,8,5,5,16,8,3,4,12,26,51,46,44,191,41,120,165,209,322,477,257,79,1671
UCL115032,25,29,41,39,12,0,162,0,4,9,8,20,15,7,0,61,8,36,43,88,77,66,17,0,333,4,9,37,49,57,36,13,0,205,14,39,54,49,81,48,32,6,330,0,0,3,7,3,0,0,0,15,3,0,0,11,20,10,4,0,41,19,38,56,60,102,58,35,6,387,0,0,0,0,0,0,6,0,7,14,9,15,6,22,16,10,8,92,47,100,179,246,321,226,101,20,1242
UCL115033,70,72,66,37,8,0,267,0,9,36,25,14,8,0,0,103,16,100,134,89,69,43,14,0,470,13,61,100,113,82,35,20,0,415,48,134,146,119,66,36,17,9,583,6,4,10,3,0,6,0,0,27,0,6,7,17,13,3,5,4,50,51,145,167,144,78,45,19,10,659,0,3,4,0,5,3,0,0,18,14,21,22,30,28,29,12,0,148,91,352,520,467,343,197,81,15,2075
UCL115034,14,0,4,6,0,0,21,0,4,4,0,0,0,0,0,18,9,26,15,13,7,7,0,0,75,10,24,21,22,23,5,0,0,102,37,103,96,76,48,28,4,0,400,0,5,0,0,3,0,0,0,15,6,5,4,4,10,0,0,0,30,47,110,103,86,61,32,3,0,441,0,0,0,3,0,0,0,0,4,22,24,18,18,13,10,6,0,106,85,199,172,138,109,59,13,0,774
UCL115035,33,22,8,10,0,0,100,0,5,16,21,14,10,9,0,70,26,109,88,62,41,41,18,0,386,5,66,70,60,65,33,19,0,326,92,208,155,114,98,63,28,8,764,7,15,9,6,6,9,0,0,47,5,9,9,8,8,13,11,4,60,103,225,172,126,115,79,36,9,866,0,4,0,0,0,8,6,0,14,20,34,34,27,20,22,17,0,178,160,475,410,319,261,204,99,13,1945
UCL115036,12,24,20,26,0,0,93,0,7,3,15,15,15,6,0,67,8,48,49,62,66,58,6,0,303,9,27,36,57,71,50,16,0,266,38,76,65,116,150,115,69,10,641,3,0,3,3,4,11,0,0,28,0,4,0,3,26,18,13,0,69,41,82,71,126,175,139,87,12,740,0,0,4,0,3,7,3,0,23,15,13,13,18,29,34,24,12,164,76,192,185,314,383,319,149,31,1648
UCL115037,12,19,11,12,5,0,60,0,4,6,6,11,14,0,0,37,0,24,29,40,33,29,5,0,161,5,5,19,27,40,20,3,0,126,20,32,45,43,35,29,4,6,208,3,0,5,0,6,0,0,0,15,0,0,3,4,7,6,4,0,22,20,32,45,48,47,37,10,6,244,0,0,0,0,0,6,0,0,7,4,4,5,12,6,3,6,0,49,28,87,121,154,144,114,34,8,688
UCL115038,4,0,5,7,0,0,13,0,0,0,0,0,0,0,0,11,10,17,18,21,24,12,7,0,102,4,11,10,13,22,15,10,3,76,15,44,38,33,37,30,11,4,213,3,4,4,4,4,0,0,0,22,3,0,0,0,9,9,0,0,19,24,49,38,37,46,37,15,4,255,0,0,0,0,0,0,3,0,5,26,16,14,28,31,28,17,12,170,58,94,89,98,129,99,45,16,634
UCL115039,3,6,4,0,0,0,39,0,6,8,3,4,0,0,0,25,18,75,51,28,25,9,6,0,204,8,29,33,17,30,13,0,0,131,39,153,119,95,99,54,19,6,575,12,5,8,7,5,0,0,0,31,0,6,7,3,8,4,3,0,41,47,167,133,103,110,59,22,6,646,0,0,0,0,4,8,0,0,7,82,85,82,57,74,59,48,13,503,151,385,321,219,246,150,69,20,1554
UCL115040,12,4,0,6,0,0,30,0,5,5,4,7,0,0,0,27,4,21,27,28,17,15,8,0,118,14,15,19,31,25,21,3,5,127,29,75,63,67,63,35,16,0,354,8,6,0,3,7,0,0,0,25,6,6,4,8,6,3,0,0,37,41,87,63,77,77,43,19,0,410,0,0,0,5,3,0,0,0,8,0,8,7,9,8,12,0,0,52,58,147,134,157,138,99,40,8,767
UCL115041,8,0,3,0,0,0,37,0,3,8,5,7,3,0,0,26,8,44,24,27,10,11,9,0,130,5,17,19,16,25,13,5,0,103,31,79,63,58,60,36,14,5,334,3,12,9,0,4,0,0,0,28,3,6,3,0,8,4,3,3,31,37,96,71,61,72,33,19,4,385,3,0,5,0,3,0,0,0,14,33,49,57,47,58,41,35,20,340,81,233,186,162,172,105,72,34,1046
UCL115042,7,6,10,5,0,0,41,0,0,5,8,7,4,0,0,27,4,32,33,31,18,16,5,0,150,4,12,24,22,15,27,7,3,111,22,70,47,43,48,35,5,3,281,0,5,3,4,0,3,0,0,21,0,0,4,3,5,5,8,0,23,30,75,48,51,59,44,12,8,319,0,0,0,0,0,0,0,0,8,9,10,12,15,18,24,21,22,132,42,140,130,129,125,126,52,30,785
UCL115043,9,8,3,5,0,0,32,0,3,0,3,5,3,3,0,16,3,35,24,15,17,20,6,8,129,0,18,22,21,22,19,8,4,122,23,63,46,69,55,51,16,7,328,10,11,6,0,0,9,0,0,33,0,3,3,8,7,12,9,0,43,33,69,56,80,61,70,18,13,410,0,0,0,4,3,4,4,0,14,31,40,35,45,62,78,66,59,410,75,181,146,171,177,202,108,73,1131
UCL115044,4,5,3,0,0,0,23,0,9,0,4,0,0,0,0,14,4,48,28,15,9,14,0,0,120,0,16,11,12,21,11,6,0,67,20,64,45,41,63,23,16,0,278,7,10,3,4,3,6,0,0,34,0,0,0,3,4,0,0,0,10,26,68,54,51,73,32,17,0,323,0,0,0,0,3,4,0,0,11,63,52,42,33,34,40,40,12,317,97,202,148,119,144,90,63,14,877
UCL115045,0,0,6,0,0,0,11,0,0,0,3,3,3,0,0,12,0,7,3,12,10,6,5,0,43,7,8,10,16,7,12,3,0,58,11,32,34,34,39,26,10,3,194,0,9,0,0,4,0,0,0,9,0,0,0,6,4,0,4,0,17,17,36,34,39,48,30,16,6,217,0,3,0,0,4,0,0,0,9,30,14,20,23,29,26,18,10,172,54,70,67,97,108,76,44,18,525
UCL115046,9,15,6,5,0,0,45,0,5,3,7,6,0,0,0,23,6,39,31,31,25,15,0,0,150,3,20,35,29,16,19,6,0,129,20,53,57,55,54,38,14,0,296,3,7,4,5,5,3,0,0,21,0,0,4,4,5,4,0,0,26,28,63,69,65,63,50,16,0,345,0,0,0,0,0,4,0,0,11,19,26,11,20,15,19,8,0,117,56,153,163,168,134,113,33,0,826
UCL115047,3,10,3,11,0,0,28,0,4,5,4,11,5,0,0,28,6,16,29,14,23,27,3,0,115,6,23,25,24,15,28,14,3,134,33,56,47,55,84,54,32,3,368,4,3,4,8,0,4,0,0,22,0,0,4,4,9,6,3,0,32,39,60,54,68,91,65,37,6,425,0,0,0,4,0,5,4,0,14,8,12,13,22,31,29,34,27,170,58,118,131,144,179,159,95,41,916
UCL115048,14,13,26,24,9,0,101,0,12,13,3,22,19,7,0,72,4,55,49,48,68,59,26,5,316,3,25,37,63,83,44,20,3,285,50,111,105,106,162,127,78,27,771,0,4,6,6,8,5,0,0,33,3,5,12,8,23,8,11,3,78,61,125,118,120,193,147,90,32,877,0,0,0,0,0,0,5,0,15,11,24,20,22,25,40,46,14,203,84,249,249,276,414,335,206,52,1870
UCL115049,4,0,5,0,0,0,16,0,0,5,0,3,0,0,0,15,3,8,12,15,19,11,3,0,67,6,3,13,8,10,9,9,0,65,16,31,43,30,32,29,13,3,198,5,0,0,0,0,0,0,0,12,0,0,0,0,0,4,0,0,13,18,31,51,32,37,38,13,3,223,0,0,0,3,0,3,0,0,5,11,0,10,13,10,15,19,15,102,33,52,95,75,88,77,48,19,481
UCL115050,20,15,12,11,4,0,69,0,4,8,15,4,8,0,0,53,10,60,81,61,32,23,13,0,278,7,17,46,41,28,15,5,0,164,27,63,83,59,40,28,15,5,330,4,0,0,0,3,0,0,0,12,0,5,4,8,13,9,3,0,42,30,71,96,73,50,36,17,5,382,0,0,3,5,4,0,0,0,9,12,22,17,14,6,16,9,0,91,68,196,271,218,144,112,42,7,1045
UCL115051,3,10,7,10,5,0,42,0,6,4,4,21,15,5,4,47,9,29,38,36,40,60,21,10,235,0,8,21,27,41,50,10,13,166,12,54,49,58,84,71,34,21,378,0,0,7,3,3,0,0,0,16,0,4,4,9,14,17,11,3,51,17,53,55,65,103,85,41,26,448,3,0,0,0,0,0,0,0,9,27,27,17,16,42,44,48,90,306,44,123,138,156,252,275,132,133,1252
UCL115052,9,0,5,0,0,0,15,0,5,0,0,0,0,0,0,7,4,13,21,8,9,5,4,3,62,0,18,16,17,13,9,0,5,88,26,74,70,74,56,22,10,0,327,3,5,5,0,0,0,0,0,17,0,0,4,6,6,0,0,3,24,25,82,83,81,58,26,8,4,370,0,0,0,0,0,0,0,0,3,17,10,12,12,18,21,13,13,123,46,137,136,123,104,71,32,24,671
UCL115053,4,6,3,11,9,0,29,0,3,3,9,8,14,0,0,32,0,10,7,12,16,22,6,4,78,0,7,6,16,16,19,8,3,75,6,28,25,22,52,32,18,7,188,3,5,0,0,0,4,0,0,11,0,0,0,6,8,0,4,0,9,12,28,22,29,61,38,18,7,211,0,3,0,3,7,7,3,5,19,6,4,12,11,17,13,23,3,89,20,50,54,74,121,121,67,22,532
UCL115054,0,10,12,3,0,0,27,0,0,4,0,6,8,0,0,19,7,20,15,18,13,13,5,0,90,9,8,24,29,26,11,3,0,102,19,31,42,42,48,32,8,0,214,5,0,0,0,0,0,0,0,10,0,0,0,11,7,10,0,0,24,30,31,40,50,52,40,8,0,253,0,0,0,0,0,0,0,0,4,4,6,12,11,3,15,0,3,54,46,73,101,111,110,95,20,8,554
UCL115055,0,8,14,9,0,0,36,0,3,3,7,6,8,0,0,28,4,23,21,14,35,40,18,3,150,3,13,13,28,21,30,13,3,132,33,68,69,75,78,51,24,8,409,0,0,0,6,5,3,3,0,18,10,5,4,4,7,7,9,4,44,42,76,76,85,91,59,34,9,475,0,0,4,0,0,3,0,0,11,17,7,19,15,15,16,28,9,124,73,123,137,151,188,160,97,28,959
UCL115056,0,3,8,12,4,0,44,0,6,0,3,6,22,0,0,45,0,25,30,27,32,63,16,9,210,0,24,26,43,47,55,13,9,209,42,76,90,91,123,85,35,8,543,14,5,6,7,10,6,4,0,41,0,0,0,14,17,18,6,0,57,54,81,97,106,143,101,41,11,637,0,0,0,0,3,3,4,0,12,32,28,31,28,56,59,66,39,344,88,167,190,223,296,315,150,68,1497
UCL115057,10,15,10,20,4,0,69,0,8,7,0,5,8,0,0,36,17,40,61,54,62,38,8,0,276,0,20,21,44,53,42,13,7,208,34,64,65,89,123,90,37,16,509,8,4,5,9,7,6,0,0,39,0,0,5,3,13,15,0,0,37,39,68,74,98,138,109,34,13,585,0,3,0,0,0,4,5,0,19,34,24,35,37,34,57,33,29,293,95,177,217,253,312,275,104,54,1481
UCL115058,3,9,3,14,9,0,39,0,0,0,3,6,9,0,0,25,5,13,18,19,34,37,16,6,147,3,3,22,14,30,30,17,3,123,7,23,27,48,69,74,46,9,298,0,3,0,0,9,7,3,0,26,0,0,0,5,6,16,13,4,49,12,29,29,53,84,95,62,15,372,0,0,0,0,4,3,0,0,20,9,8,6,12,27,45,47,35,181,21,56,77,102,193,240,158,56,915
UCL115059,0,3,3,0,0,0,16,0,0,0,5,7,0,0,0,12,5,30,17,20,20,16,6,3,112,0,8,19,16,13,10,3,0,66,12,45,44,55,73,46,18,8,300,3,5,3,6,9,0,0,0,28,0,0,3,0,7,11,0,0,29,16,54,48,62,89,52,23,8,353,0,0,0,0,0,0,0,0,3,26,22,27,34,35,52,58,49,297,48,117,108,134,164,133,98,55,869
UCL115060,14,0,0,3,0,0,37,0,10,4,4,3,0,0,0,21,25,65,53,24,23,7,3,0,195,25,50,52,30,18,14,5,7,195,134,137,124,83,44,21,9,0,547,20,13,6,3,5,0,0,0,45,3,6,4,5,5,4,0,0,24,156,151,134,91,48,26,9,0,618,0,4,0,0,0,0,0,0,10,176,47,22,15,24,17,7,0,304,387,336,281,167,115,62,18,8,1370
UCL115061,6,3,0,4,0,0,12,0,0,0,6,0,0,0,0,16,10,8,4,9,0,6,3,0,42,0,7,10,9,10,12,3,5,59,11,41,33,43,35,22,12,6,204,4,5,0,0,0,0,0,0,14,4,5,6,6,5,4,8,0,28,21,48,33,42,42,30,18,15,252,0,0,0,0,0,0,0,0,3,0,4,4,0,10,17,15,33,86,28,73,64,70,74,69,44,47,466
UCL115062,5,5,5,7,0,0,29,0,4,7,5,6,0,0,0,17,13,19,27,24,20,7,9,0,119,8,17,33,14,27,12,0,4,113,25,54,62,57,45,28,7,0,280,4,5,5,3,4,3,0,0,15,0,0,4,11,6,10,3,0,34,34,62,67,68,50,39,11,0,329,0,5,3,0,0,0,0,0,11,7,7,5,11,11,5,11,0,58,57,130,142,123,118,73,26,5,672
UCL115063,16,8,18,9,0,0,54,0,0,0,3,3,0,0,0,16,4,43,45,40,23,18,3,3,186,5,11,26,34,26,16,3,3,125,15,22,40,34,27,28,8,5,184,3,0,0,0,0,4,0,0,10,0,0,3,6,8,4,7,0,25,20,25,39,47,42,31,12,5,221,0,0,0,0,7,0,0,0,7,5,3,8,7,6,3,5,0,37,32,97,136,139,115,87,29,11,646
UCL115064,55,43,42,48,14,0,246,0,14,22,24,35,33,5,0,136,32,124,164,136,124,119,40,3,752,16,46,54,82,87,95,28,15,419,48,97,115,132,129,86,45,18,669,3,6,3,11,16,3,10,0,58,6,8,7,19,16,29,17,6,109,60,113,132,159,160,122,71,21,833,0,0,0,5,14,8,10,0,37,21,19,25,30,32,41,61,43,266,124,365,454,486,488,462,227,81,2688
UCL115065,8,0,6,7,0,0,20,0,0,0,0,0,0,0,0,10,5,30,28,15,20,20,7,3,123,0,11,13,27,22,17,9,3,98,38,72,61,67,72,46,25,4,391,7,6,4,3,7,0,0,0,19,4,5,0,7,9,11,6,0,35,45,78,68,83,84,59,31,4,454,0,0,0,0,3,5,0,0,9,33,41,37,38,35,34,53,18,292,84,171,149,163,175,135,102,31,1015
UCL115066,14,0,4,7,0,0,36,0,4,9,4,0,8,0,0,25,7,43,34,23,24,6,3,0,141,13,44,44,39,29,19,4,0,198,80,179,109,92,98,44,15,4,623,4,8,6,8,8,0,0,0,33,0,5,13,7,14,3,0,0,45,83,188,123,111,119,52,15,3,696,0,0,0,3,0,0,4,0,11,20,18,13,11,22,14,7,0,102,127,314,229,197,203,103,32,11,1208
UCL115067,6,5,0,7,0,0,28,0,0,4,6,3,4,0,0,20,0,16,26,17,29,29,24,6,140,4,13,18,20,32,39,10,8,142,34,67,79,68,85,65,34,11,444,9,8,3,4,3,3,0,0,33,3,4,4,8,8,19,3,4,57,45,81,92,78,95,88,39,7,529,0,5,0,4,3,0,3,4,18,20,20,16,15,17,31,42,25,186,72,134,158,140,192,202,115,53,1067
UCL115068,0,5,0,8,5,0,14,0,0,0,4,4,4,0,0,15,0,8,5,7,19,17,16,0,76,0,3,9,15,27,17,11,5,90,14,31,45,48,46,54,33,4,270,0,0,0,0,6,0,0,0,19,0,3,4,3,6,10,3,6,29,19,30,45,48,58,64,39,3,313,0,0,0,0,3,4,3,0,9,6,3,0,8,15,19,43,6,104,27,55,73,91,127,131,108,16,621
UCL115069,5,3,3,0,0,0,21,4,3,6,3,7,7,0,0,28,4,25,28,16,17,13,11,0,116,0,8,15,21,28,21,11,5,116,27,50,57,55,56,62,25,16,345,3,4,4,5,0,3,0,0,26,0,3,0,6,7,9,6,0,24,26,54,60,59,71,75,31,17,398,0,0,0,0,0,0,5,0,3,15,8,14,19,30,53,56,20,213,51,107,125,128,158,170,110,45,890
UCL115070,9,9,5,5,0,0,27,0,3,3,8,4,0,0,0,25,12,48,49,28,10,5,9,0,157,11,41,45,42,29,10,0,0,175,61,230,191,148,81,42,24,3,780,5,13,13,9,5,0,0,0,42,6,11,15,3,5,4,0,0,43,77,252,206,157,95,50,25,3,866,0,4,0,0,4,0,0,0,13,20,25,20,17,10,19,21,0,134,117,375,335,263,148,96,51,7,1391
UCL115071,10,3,0,4,0,0,20,0,0,4,4,0,6,0,0,13,0,20,22,15,17,23,0,3,104,6,16,16,23,18,15,12,5,103,29,97,82,59,66,59,13,5,427,5,10,3,5,0,3,0,0,23,0,6,8,4,7,4,0,0,37,37,111,96,66,80,64,16,5,482,0,0,0,0,0,0,0,0,6,16,21,27,27,28,21,28,6,180,56,176,172,134,152,128,59,19,899
UCL115072,3,3,4,8,0,0,26,0,0,4,6,5,12,0,0,27,0,14,41,30,24,40,8,0,162,4,13,18,25,39,27,4,0,131,22,50,66,65,96,88,34,0,417,0,0,3,5,5,5,0,0,22,5,0,10,6,10,12,10,0,50,25,49,79,74,118,104,45,0,483,0,0,0,0,0,0,0,0,8,5,5,15,12,11,16,4,3,69,39,91,154,157,194,208,61,8,913
UCL115073,4,0,4,3,0,0,31,0,3,5,0,4,0,0,0,15,9,22,28,18,21,14,3,0,115,7,11,15,12,26,23,9,3,111,26,57,47,44,50,33,12,3,273,3,3,3,3,5,4,0,0,31,5,4,6,4,4,9,0,0,33,28,64,55,55,61,50,15,5,332,0,0,0,0,0,0,0,0,7,27,28,28,32,27,28,29,15,208,75,143,137,118,144,122,64,24,822
UCL115074,13,5,3,4,0,0,28,0,4,3,0,5,0,0,0,23,9,25,21,16,20,14,11,0,112,3,7,19,17,20,10,5,0,82,30,43,58,54,54,41,14,0,299,6,6,0,5,5,3,0,0,24,0,0,4,8,9,4,6,0,19,34,47,60,65,66,48,19,0,346,3,0,3,6,0,0,0,0,10,28,57,38,62,41,57,47,36,365,81,147,152,167,158,130,86,42,960
UCL115075,3,6,9,13,9,0,35,0,0,3,5,3,10,6,0,29,0,9,17,20,21,29,24,5,123,0,5,5,12,29,43,19,4,123,14,17,18,35,33,46,37,5,194,0,0,0,0,4,3,0,0,17,0,0,0,0,6,12,6,0,29,11,14,15,37,41,60,50,5,242,0,0,0,0,0,4,0,0,7,6,3,0,0,15,15,29,11,76,14,31,49,75,120,183,131,25,634
UCL115076,4,7,3,0,0,0,17,0,0,4,0,5,3,0,0,15,5,30,15,21,10,22,5,0,99,0,16,25,10,24,21,10,0,109,26,58,42,45,44,53,11,0,286,0,3,0,3,7,3,0,0,26,0,3,0,0,5,7,6,0,20,27,66,46,47,59,63,17,0,326,0,0,0,0,6,0,0,0,0,8,7,14,25,24,39,33,10,159,48,120,102,116,121,152,67,13,743
UCL115077,3,8,16,25,3,0,63,0,5,6,4,8,6,4,0,33,4,20,15,25,48,63,23,0,208,0,17,20,32,59,68,30,0,236,38,52,64,76,146,223,85,19,693,6,3,3,6,9,15,6,0,48,0,0,3,3,23,38,17,4,89,43,50,68,81,175,277,101,21,830,0,0,0,0,0,13,3,0,16,20,14,12,21,56,67,58,17,261,69,115,136,174,358,521,224,50,1644
UCL115078,7,0,19,12,3,0,50,0,0,3,0,9,6,5,0,22,0,18,13,10,46,56,19,0,169,0,11,11,23,26,28,14,7,118,13,26,18,33,58,53,42,3,247,0,0,0,4,0,4,0,0,11,0,0,0,6,11,11,4,0,37,18,27,18,39,72,67,51,9,296,0,0,0,3,3,0,5,0,5,7,20,17,10,23,28,50,47,191,27,73,67,92,191,199,140,65,851
UCL115079,3,10,4,3,0,0,23,0,4,3,12,0,0,0,0,26,10,32,25,8,13,11,4,0,96,3,15,8,15,32,12,7,6,100,47,71,34,51,80,36,21,4,341,3,6,0,0,0,0,4,0,25,0,0,0,0,8,0,3,0,18,51,77,39,52,87,47,21,4,382,0,0,0,5,3,0,0,0,9,32,26,34,31,56,43,38,16,282,95,164,107,136,193,104,82,26,902
UCL115080,9,0,6,0,0,0,30,0,3,4,9,6,3,0,0,21,5,36,31,20,14,12,5,0,133,16,23,31,26,28,15,8,0,146,41,139,102,85,67,39,19,0,491,4,5,9,3,6,0,0,0,28,0,6,11,10,12,5,9,0,44,47,146,125,94,79,41,23,5,563,0,0,4,0,0,0,0,0,12,12,12,9,10,13,6,5,0,71,81,240,217,174,145,81,43,3,982
UCL115081,3,0,0,0,0,0,16,0,0,0,0,0,0,0,0,5,7,50,23,11,7,6,0,0,98,5,18,15,13,6,8,0,0,61,14,43,29,21,21,11,3,3,145,4,3,4,3,0,0,0,0,15,3,8,3,0,5,0,0,0,28,20,56,34,26,31,13,3,3,185,0,5,0,3,0,0,0,0,12,14,45,18,27,22,14,5,7,152,45,183,92,77,68,40,10,10,529
UCL115082,0,5,0,3,0,0,17,0,0,0,0,3,4,0,0,5,0,12,13,9,13,7,4,0,59,0,10,14,9,12,11,5,4,68,15,39,31,42,43,45,8,0,218,3,0,3,0,6,0,0,0,15,0,0,3,0,4,3,0,0,16,15,42,37,43,48,47,13,0,250,0,0,0,0,0,0,0,0,3,25,3,20,20,15,35,19,5,130,40,65,79,88,95,108,40,8,532
UCL115083,8,0,8,4,0,0,32,0,0,3,6,6,12,0,0,31,4,34,37,26,29,19,7,6,156,12,17,29,28,31,27,13,3,157,38,94,92,82,87,110,30,9,543,6,7,4,4,4,3,0,0,32,0,0,0,3,4,6,3,0,32,44,99,100,94,95,119,38,15,601,4,0,6,0,0,5,0,0,10,20,30,19,26,28,40,39,18,212,84,186,208,177,202,224,94,42,1206
UCL115084,0,3,5,11,4,0,18,0,0,0,4,3,8,0,0,17,0,8,19,16,25,32,10,3,106,0,5,11,15,43,29,20,4,122,4,29,31,45,100,94,40,8,353,4,4,3,0,0,3,0,0,20,0,0,0,4,10,11,3,0,37,6,33,39,51,112,106,50,10,417,0,0,0,3,0,5,3,0,11,12,6,12,17,39,42,35,8,173,27,52,79,110,226,235,116,24,872
UCL115085,8,17,23,13,6,0,67,0,4,7,3,9,13,5,0,31,5,28,27,34,19,33,17,0,163,8,14,23,24,27,22,12,0,134,15,31,32,46,42,25,24,3,220,3,5,4,4,6,3,3,0,22,0,0,4,3,11,10,3,4,32,22,37,35,51,63,40,28,4,277,0,0,0,0,0,0,3,0,7,6,0,4,7,6,25,12,10,72,43,90,109,131,149,147,81,13,757
UCL115086,16,10,8,5,4,0,72,0,6,13,10,5,3,0,0,32,26,146,53,44,36,18,3,0,333,9,51,26,32,30,16,4,0,172,45,121,94,70,61,31,14,0,436,8,9,4,0,3,3,4,0,26,5,3,7,9,3,3,3,0,28,63,128,101,71,64,40,17,0,488,0,3,0,0,0,0,0,0,10,19,47,19,14,25,6,7,0,138,114,399,225,193,172,99,33,9,1248
UCL115087,5,6,5,0,0,0,26,0,5,3,3,0,0,0,0,13,3,21,26,19,11,4,3,0,88,0,16,26,21,17,13,3,0,93,18,61,58,36,39,30,6,0,255,6,0,3,0,0,0,0,0,14,0,0,5,0,5,6,0,0,18,20,68,64,41,44,33,9,0,281,0,0,0,0,3,0,0,0,4,11,14,15,20,14,21,3,6,102,32,129,137,116,98,75,18,9,610
UCL115088,3,11,4,10,9,0,29,0,0,4,0,5,9,0,0,19,3,27,28,29,21,27,3,3,134,10,12,19,20,26,31,9,0,116,35,53,33,40,52,44,14,4,276,3,6,0,0,4,9,0,0,23,0,4,0,9,9,8,3,3,32,39,61,35,50,64,60,13,6,328,0,0,0,0,0,0,3,0,16,3,9,3,10,12,16,17,9,82,52,119,88,114,127,144,49,21,727
UCL115089,3,9,8,3,0,0,32,0,10,4,13,4,3,6,0,47,10,48,43,33,27,28,17,6,209,7,29,43,43,43,29,8,3,214,65,161,161,136,128,80,29,5,769,14,8,4,7,12,4,0,0,54,3,7,8,14,13,13,0,3,64,80,178,173,163,152,101,28,10,887,0,4,0,0,6,0,0,0,13,134,285,258,180,109,75,60,13,1122,234,562,536,438,356,237,118,33,2521
