UCL_CODE_2021,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
UCL115084,5,0,0,0,7,4,0,0,0,4,0,0,0,0,3,0,0,0,0,6,14,0,8,0,18,14,0,11,0,24,84,0,10,0,99,47,0,16,0,64,28,5,9,0,45,41,8,10,0,61,10,7,4,4,26,19,10,0,0,29,21,19,0,0,41,4,6,0,0,17,6,9,0,0,14,8,5,0,0,7,4,4,0,0,13,13,16,4,0,30,6,0,0,0,9,333,88,79,11,514
UCL115085,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,3,15,6,0,0,16,12,4,0,0,16,17,0,3,7,28,23,9,0,0,34,8,3,0,0,10,9,4,0,0,20,23,29,0,0,50,9,22,4,0,37,14,18,0,0,36,4,15,0,0,18,17,42,0,0,64,4,12,3,0,23,0,0,0,0,4,167,164,29,7,360
UCL115086,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,5,0,5,7,0,5,0,9,3,0,5,0,7,10,4,0,0,16,3,4,12,0,19,16,4,4,0,14,12,4,9,0,31,14,6,12,0,30,19,13,6,0,31,51,22,11,3,82,29,26,3,0,57,14,27,3,0,46,8,14,0,0,21,14,34,0,0,50,10,16,7,0,32,4,0,0,0,8,205,162,76,5,451
UCL115087,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,5,0,5,16,0,7,0,21,4,6,8,0,17,10,4,4,0,21,15,11,11,0,29,10,15,9,0,28,14,9,3,0,22,19,32,4,0,60,12,26,0,0,36,10,23,0,0,28,4,8,0,0,16,6,10,0,0,17,7,18,5,0,28,0,0,0,0,3,123,163,55,0,340
UCL115088,4,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,4,0,3,14,0,0,0,15,7,0,5,0,9,38,0,7,0,46,29,3,6,0,42,31,7,9,0,50,33,10,8,0,53,9,9,0,0,26,14,10,3,0,30,20,25,3,0,57,15,22,0,0,37,7,22,0,0,31,0,12,4,0,16,4,21,0,0,27,5,8,4,0,15,5,0,0,0,4,240,155,66,10,463
UCL115089,8,0,4,0,11,4,0,0,0,3,4,0,0,0,3,0,0,8,0,6,8,0,18,0,28,14,0,16,0,33,69,0,11,0,83,35,7,39,6,81,37,22,23,0,80,40,30,15,0,97,30,27,14,0,74,32,29,11,3,78,55,51,14,0,128,30,52,11,0,88,22,36,3,0,68,10,22,3,0,35,17,50,0,0,69,19,32,11,0,71,12,4,3,0,14,435,373,209,18,1043
UCL115090,5,0,0,0,5,0,0,6,0,6,0,0,4,0,5,0,0,3,0,3,4,0,5,0,15,4,0,9,0,14,31,3,8,0,47,12,8,16,0,35,10,5,3,0,21,11,4,9,3,29,7,8,0,0,11,10,0,0,0,11,8,9,0,0,16,6,4,0,0,12,3,9,0,0,11,0,0,0,0,4,0,0,0,0,4,10,9,8,0,24,8,0,4,0,8,134,64,80,5,276
UCL115091,8,0,0,0,11,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,6,0,9,0,13,8,3,8,0,14,54,4,9,0,59,18,0,7,0,31,15,7,7,0,31,27,9,10,0,46,8,9,7,0,26,15,3,4,0,18,19,22,3,0,46,4,14,0,0,22,11,12,0,0,25,0,4,0,0,5,8,12,0,0,18,0,11,4,0,16,3,0,3,0,13,204,111,76,4,398
UCL115092,0,0,4,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,5,0,18,0,0,9,0,12,41,4,16,0,64,14,4,11,0,35,9,10,17,3,45,18,19,7,0,42,11,14,3,0,25,11,17,3,0,36,21,38,3,0,69,16,21,0,0,39,8,18,0,0,25,3,12,0,0,20,5,13,0,0,19,12,14,3,0,34,7,0,0,0,6,200,189,105,5,496
UCL115093,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,3,0,0,3,0,0,12,0,5,0,16,15,0,0,0,16,11,0,4,0,22,10,10,3,0,20,5,8,5,0,20,8,4,3,0,13,38,23,3,0,63,12,19,0,0,30,8,16,0,0,26,6,19,0,0,21,28,35,0,0,64,4,11,0,0,18,0,0,0,0,0,166,146,33,0,339
UCL115094,7,0,5,0,10,4,0,0,0,3,4,0,0,0,4,0,0,5,0,5,6,0,16,0,26,4,0,28,0,33,59,6,22,0,81,33,5,22,0,65,34,14,29,0,86,27,23,20,3,65,16,20,22,0,56,21,20,7,0,50,31,25,10,0,64,8,25,0,0,41,8,13,0,0,25,6,3,0,0,8,3,18,0,0,23,11,20,9,0,39,8,0,0,0,15,296,189,194,14,698
UCL115095,4,0,0,0,3,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,8,0,4,0,15,0,0,3,0,3,20,5,5,0,33,9,4,8,0,19,3,4,10,0,22,19,8,0,0,26,7,8,4,0,19,14,6,0,0,23,9,14,3,0,30,9,16,0,0,25,8,4,0,0,10,0,0,0,0,0,3,10,0,0,18,8,9,7,0,21,4,7,0,0,8,114,95,61,4,275
UCL115096,13,0,0,0,17,5,0,0,0,10,3,0,3,0,8,4,0,3,0,4,20,0,4,0,24,24,0,16,0,44,115,3,15,0,142,75,7,13,0,99,79,13,20,4,113,87,25,23,0,138,40,20,15,0,74,31,26,9,3,68,61,65,17,0,136,37,56,9,0,102,25,49,4,0,80,12,24,0,0,36,14,54,5,0,79,19,30,8,0,55,12,3,3,0,17,693,390,163,14,1249
UCL115097,9,0,7,0,15,0,0,8,0,5,4,0,0,0,4,0,0,5,0,8,17,0,3,0,19,13,0,8,0,27,79,4,19,0,98,45,3,14,4,71,38,22,23,0,84,37,19,11,0,72,19,20,3,0,42,13,23,4,0,43,37,39,8,0,87,19,19,9,0,48,15,16,0,0,34,3,8,0,0,18,15,12,0,0,33,9,22,21,0,53,8,0,0,0,6,398,215,144,3,765
UCL115098,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,0,5,3,10,19,5,5,5,32,11,7,18,0,32,12,4,18,0,38,12,13,11,0,25,5,0,5,0,8,10,6,0,0,12,14,13,6,0,30,9,5,0,0,13,9,4,0,0,12,5,5,0,0,7,0,9,0,0,9,3,15,5,5,26,0,0,0,0,4,107,81,76,5,277
UCL115099,5,0,8,0,13,3,0,0,0,3,0,0,3,0,7,0,0,0,0,6,16,0,13,0,27,9,0,25,0,30,67,16,30,4,117,51,11,36,0,94,29,22,24,6,77,48,21,17,4,97,19,13,7,0,36,11,28,4,0,40,22,34,12,0,72,14,27,4,0,46,12,18,4,0,38,0,3,0,0,7,0,17,0,0,21,18,18,18,0,53,9,9,0,0,16,330,245,207,17,796
UCL115100,13,4,0,0,14,3,0,0,0,3,0,0,0,0,0,0,0,0,0,6,15,0,5,0,22,11,0,9,0,20,74,4,14,0,100,49,10,27,8,89,30,16,29,0,72,31,11,18,0,59,23,17,11,0,57,23,14,0,0,40,28,32,3,0,63,14,20,0,0,41,10,10,0,0,19,5,6,0,0,11,11,14,3,0,33,19,19,5,0,44,3,0,3,0,16,363,181,150,15,711
UCL115101,6,0,0,0,9,3,0,0,0,7,0,0,0,0,4,0,0,0,0,3,19,0,5,0,27,9,0,9,0,11,57,0,6,0,68,36,6,16,0,50,56,9,12,0,73,38,14,8,0,59,17,12,0,0,29,20,16,7,0,49,48,30,13,0,93,34,19,8,0,58,25,19,0,0,45,7,18,0,0,25,24,22,3,0,47,18,18,13,0,53,8,0,0,0,10,424,186,105,8,717
UCL115102,5,0,0,0,9,3,0,0,0,3,0,0,7,0,7,0,0,7,0,7,3,0,5,0,9,4,0,17,0,25,55,7,22,0,77,16,3,19,0,49,24,18,14,3,58,22,4,17,0,48,10,12,8,0,34,10,12,5,3,28,17,31,7,0,50,9,13,0,0,26,6,9,0,0,19,0,3,0,0,7,3,5,0,0,11,13,10,11,0,29,5,0,6,0,16,202,141,159,19,515
UCL115103,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,8,0,6,0,11,0,0,9,0,14,23,0,4,0,25,11,4,15,0,29,11,0,5,0,19,5,12,4,0,19,5,12,0,0,19,12,4,0,0,17,9,16,3,0,26,6,11,0,0,15,4,6,0,0,12,0,0,0,0,3,3,10,0,0,9,4,8,7,0,22,3,0,0,0,3,109,82,57,0,247
UCL115104,5,0,0,0,5,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9,0,3,0,12,4,0,5,0,8,21,0,5,0,27,17,3,12,0,36,33,6,15,0,49,29,6,0,0,34,16,6,9,0,27,18,15,5,0,31,28,29,4,3,57,13,19,0,0,37,4,16,0,0,19,3,7,0,0,17,13,17,0,0,26,6,10,0,0,18,0,0,0,0,0,215,138,48,7,415
UCL115105,4,0,0,0,3,3,0,0,0,3,0,0,0,0,4,0,0,3,0,4,4,0,3,0,9,0,0,7,0,5,27,6,9,5,44,10,7,9,0,28,24,4,13,0,46,15,13,8,0,35,7,8,6,0,30,16,15,5,0,33,23,33,0,0,50,7,23,4,0,36,10,6,0,0,18,4,10,0,0,16,4,14,0,0,17,3,17,9,0,33,3,0,3,0,5,174,155,79,3,412
UCL115106,0,0,6,0,5,0,0,0,0,6,4,0,0,0,3,8,0,9,0,11,9,0,7,0,20,10,0,8,0,18,73,7,12,0,88,38,11,14,8,73,37,8,19,0,67,46,24,9,0,76,11,14,8,0,41,14,19,10,0,45,31,48,8,0,93,15,23,4,0,41,8,18,0,0,29,6,7,0,0,14,7,15,0,0,19,20,10,16,0,50,4,3,8,0,17,349,216,133,17,714
UCL115107,5,0,7,0,11,3,0,0,0,0,0,0,5,0,10,3,0,13,0,14,7,0,12,0,18,4,0,18,0,25,39,4,27,0,70,27,12,33,0,73,29,14,25,0,70,50,28,24,0,94,28,27,21,0,67,22,32,11,4,65,45,54,15,0,115,22,54,5,0,78,11,29,4,0,43,8,18,0,0,28,18,30,9,0,47,9,29,21,0,59,3,5,0,0,5,316,329,239,14,893
UCL115108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,4,0,5,9,0,0,0,8,8,0,0,0,11,3,3,4,0,14,14,8,0,0,24,5,7,3,0,17,4,7,9,0,22,23,18,11,0,51,21,23,8,0,55,31,45,0,0,72,26,36,0,0,62,52,158,8,0,222,5,29,5,0,33,0,0,0,0,0,210,339,56,0,609
UCL115109,11,0,0,0,14,11,0,0,0,8,3,0,0,0,8,4,0,5,0,3,16,0,14,0,27,8,4,14,0,19,117,10,14,0,137,61,5,31,0,101,54,9,19,0,90,60,20,13,0,94,39,14,10,3,60,37,17,4,0,52,61,36,9,0,101,28,30,9,0,64,7,19,0,0,26,5,10,0,0,20,9,16,3,0,31,21,19,11,0,56,12,3,0,0,20,561,218,156,4,938
UCL115110,0,0,3,0,7,9,0,3,0,10,0,0,5,0,6,0,0,8,0,10,15,5,15,0,35,5,0,34,0,33,73,8,29,3,110,32,6,35,7,78,39,16,27,5,82,39,20,26,0,84,17,23,12,0,48,26,27,9,0,60,33,57,14,0,104,22,31,0,0,53,17,25,0,0,41,9,10,0,0,22,18,15,4,0,37,25,26,9,3,71,8,11,11,0,26,391,290,233,19,926
UCL115111,5,0,3,0,15,8,0,6,0,8,3,4,6,0,10,0,0,11,0,11,13,0,12,0,25,17,4,8,0,28,56,3,17,0,71,29,11,25,0,65,35,11,24,0,68,27,14,15,3,61,17,17,19,3,53,21,21,7,3,48,48,54,11,0,118,24,39,3,0,66,9,31,3,0,41,5,11,0,0,23,12,33,0,0,49,28,27,20,0,75,14,0,9,0,29,352,283,198,14,853
UCL115112,6,0,4,0,11,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,7,0,11,6,0,7,0,13,13,3,8,0,25,11,0,5,0,19,5,10,13,3,27,20,17,12,0,52,11,11,6,0,29,13,20,8,0,43,40,40,13,0,94,38,46,4,0,90,29,42,4,0,66,16,31,0,0,43,23,55,4,0,77,8,24,4,0,37,4,3,3,0,13,232,302,110,9,658
UCL115113,3,0,0,0,3,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,4,0,10,3,0,16,0,15,19,0,15,0,38,20,0,3,3,31,10,8,8,0,28,8,10,4,3,25,8,14,3,0,30,12,5,0,5,21,25,28,10,0,55,17,21,3,0,44,12,15,3,0,31,3,13,0,0,15,15,27,4,0,45,6,28,6,0,42,3,6,0,0,6,184,181,77,11,461
UCL115114,3,0,0,0,8,4,0,0,0,4,3,0,3,0,7,3,0,6,0,12,18,0,11,0,29,3,3,12,0,18,48,0,17,0,62,24,0,15,0,42,19,3,18,0,44,19,17,11,0,49,16,17,16,0,47,14,17,10,0,40,40,31,13,0,83,19,31,0,0,53,16,21,3,0,33,6,18,0,0,25,3,17,5,0,26,13,16,12,0,45,3,0,7,0,7,279,204,150,9,629
UCL115115,4,3,0,0,8,4,0,0,0,3,13,0,3,0,15,3,3,7,0,14,10,0,16,0,25,5,8,28,0,39,42,5,35,0,80,41,11,27,0,80,37,22,38,0,106,50,19,35,0,104,36,41,21,0,102,42,35,14,0,88,73,88,16,0,176,39,56,8,0,102,27,45,7,0,75,10,33,0,0,42,24,31,3,0,57,20,40,26,0,88,5,3,3,0,16,476,430,295,9,1213
UCL115116,10,0,0,0,7,5,0,0,0,3,0,0,3,0,4,5,0,4,0,8,20,0,10,0,31,24,0,18,0,41,126,4,23,3,160,65,11,34,3,109,37,18,39,0,102,67,35,33,0,133,30,26,17,0,72,20,33,16,0,70,59,76,9,0,154,28,54,3,0,92,28,39,4,0,65,10,18,0,0,27,16,31,4,0,50,26,32,20,0,69,26,3,4,0,28,601,390,243,13,1236
UCL115117,3,0,0,0,3,0,0,0,0,5,0,0,0,0,0,5,0,5,0,5,10,0,3,0,15,6,0,9,0,13,68,3,5,0,74,47,5,5,0,58,35,6,8,0,53,40,12,16,0,70,14,11,3,3,34,10,12,3,0,26,18,18,8,0,43,7,5,3,0,18,8,10,0,0,11,6,3,0,0,9,0,3,0,0,3,8,11,3,0,19,4,0,0,0,5,302,93,75,4,477
UCL115118,6,0,0,0,6,0,0,0,0,0,0,0,0,0,6,0,0,3,0,3,0,0,3,0,4,4,0,4,0,11,36,0,0,0,41,27,0,7,0,38,25,12,5,0,38,21,14,13,0,39,12,12,6,0,27,15,10,3,0,22,37,18,10,0,62,16,14,4,0,35,8,10,0,0,17,0,10,0,0,20,9,17,0,0,26,8,13,0,0,21,0,4,0,0,4,220,136,60,6,428
UCL115119,4,0,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,4,0,10,10,0,4,0,18,43,3,11,0,61,26,4,22,0,56,26,7,24,0,62,32,10,12,0,58,25,15,16,0,56,22,32,16,0,70,48,83,15,0,142,36,67,8,0,121,43,75,10,0,129,16,37,0,0,53,41,125,3,0,169,12,33,4,4,52,7,3,3,0,15,402,502,169,11,1085
UCL115120,5,0,3,0,8,4,0,0,0,4,0,0,0,0,3,0,0,0,0,0,4,0,4,0,5,0,0,4,0,6,23,4,4,0,29,16,4,7,0,25,18,9,12,0,33,38,5,7,0,50,18,10,4,0,30,30,22,12,0,60,28,67,11,0,106,32,71,6,0,108,28,73,7,3,113,15,57,0,0,73,34,194,3,0,240,7,37,0,0,45,9,4,0,0,16,297,559,86,8,953
UCL115121,0,0,0,0,7,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,14,0,5,0,15,4,0,6,0,17,43,0,17,0,67,25,6,20,0,45,16,12,16,0,42,23,13,4,0,39,11,17,9,0,32,13,8,0,3,26,19,29,8,0,54,6,22,0,0,34,5,21,0,0,23,8,0,0,0,8,8,8,4,0,16,9,13,7,0,26,7,0,7,0,8,216,159,102,5,482
UCL115122,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,0,12,0,22,7,0,17,0,25,46,11,14,0,70,29,4,16,0,52,27,14,15,0,55,30,12,10,0,58,19,5,10,0,39,7,22,0,4,31,36,42,6,0,81,16,29,0,0,39,10,26,0,0,40,3,6,0,0,4,6,14,0,0,25,12,20,15,0,42,9,0,3,0,20,280,198,142,12,633
UCL115123,7,0,0,0,5,3,0,0,0,5,0,0,0,0,0,0,0,5,0,5,11,0,0,0,13,3,0,3,0,3,16,0,5,0,22,15,3,5,0,22,21,3,6,0,24,22,15,3,0,40,8,7,9,0,21,10,14,3,0,25,22,25,6,0,45,15,26,4,0,51,11,17,0,0,26,3,21,0,0,21,19,28,0,0,49,3,22,3,0,31,0,0,0,0,5,180,182,56,4,412
UCL115124,11,0,8,0,19,3,0,0,0,3,0,3,0,0,7,4,0,6,0,9,17,0,10,0,22,12,4,16,0,28,58,3,19,0,81,35,17,36,0,83,45,17,33,0,90,69,40,34,0,140,32,32,25,0,93,41,47,8,0,103,82,79,16,4,171,39,74,5,0,121,29,52,3,0,82,13,37,4,0,61,24,60,0,0,87,24,25,20,0,67,5,0,3,0,14,532,500,236,10,1286
UCL115125,8,0,0,0,10,7,0,0,0,7,4,0,0,0,5,4,0,0,0,8,12,0,3,0,23,12,0,7,0,23,107,4,12,0,121,57,0,8,5,72,54,10,15,0,75,49,16,16,0,83,20,10,11,0,43,31,19,5,0,59,40,47,11,0,97,33,38,3,0,75,20,33,0,0,54,12,24,4,0,35,20,48,5,0,68,12,8,11,0,30,14,0,0,0,22,523,251,118,14,909
UCL115126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,4,0,3,0,5,16,0,0,0,22,14,0,0,0,18,21,0,4,0,29,12,4,5,0,18,12,6,4,0,19,7,4,5,0,21,14,18,0,0,39,11,16,3,0,26,6,17,0,0,26,8,10,0,0,16,17,29,0,0,42,0,7,5,0,14,0,0,0,0,0,158,107,36,4,308
UCL115127,5,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,3,0,7,4,0,9,0,10,29,3,5,0,40,22,4,10,0,32,22,10,10,0,35,30,14,5,0,50,4,14,0,0,17,12,9,5,0,23,17,20,0,0,38,0,4,0,0,11,7,5,0,0,16,5,8,0,0,14,18,9,0,0,27,8,13,13,0,35,3,0,0,0,8,196,113,68,5,377
UCL115128,5,0,0,0,4,6,0,0,0,6,3,0,0,0,3,0,0,0,0,6,4,0,7,0,7,5,3,14,0,17,23,4,4,0,29,11,7,7,0,32,28,9,15,0,56,17,18,12,0,48,14,19,7,0,42,20,23,11,0,47,35,39,11,0,87,17,25,6,0,52,11,24,0,0,37,8,6,0,0,16,18,28,6,0,49,10,29,13,0,54,0,3,0,0,6,223,238,114,11,588
UCL115129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,3,7,0,0,0,9,9,0,0,0,14,12,3,0,0,13,17,0,6,0,26,13,4,0,0,17,15,7,5,0,27,25,18,4,0,48,21,23,0,0,42,8,26,5,0,45,6,22,0,0,32,49,110,3,0,167,7,19,8,0,30,0,3,0,0,3,205,246,34,5,487
UCL115130,13,0,0,0,19,14,0,0,0,11,3,0,5,0,7,5,0,0,0,5,25,0,6,0,34,18,3,12,0,35,161,4,17,0,181,72,13,17,4,105,78,16,18,0,111,84,25,13,0,122,22,21,9,0,53,30,18,0,4,53,34,35,7,0,83,18,21,9,0,45,7,20,0,0,35,9,9,0,0,13,17,20,0,0,37,21,21,8,0,53,18,6,4,0,24,638,232,133,11,1017
UCL115131,7,6,5,0,19,4,0,4,0,9,0,0,0,0,0,3,0,3,0,13,18,0,14,0,35,17,3,23,0,48,114,5,26,0,139,71,11,26,3,107,54,21,40,0,125,57,31,29,4,118,27,30,15,0,66,36,27,4,0,67,59,67,21,0,147,25,68,5,0,94,18,34,0,0,54,18,19,0,0,41,17,21,0,0,40,26,41,10,0,80,16,4,0,0,22,582,382,227,15,1209
UCL115132,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,17,0,5,0,19,0,0,3,0,10,37,0,6,0,40,21,0,6,0,30,25,3,8,0,40,28,7,5,4,45,23,6,3,0,31,9,8,3,0,24,29,13,3,0,47,13,13,0,0,29,13,8,3,0,28,8,11,3,0,19,13,20,0,0,41,11,16,6,0,26,5,0,0,0,5,254,116,61,5,438
UCL115133,15,0,0,0,17,12,0,0,0,12,9,3,0,0,11,3,0,3,0,8,31,0,3,0,37,16,0,6,0,14,154,0,8,3,158,97,3,12,0,111,116,9,7,0,127,112,14,7,0,136,32,15,4,0,52,42,9,0,0,54,53,18,0,0,69,16,14,0,0,29,25,10,7,0,33,3,6,0,0,9,23,14,0,0,35,19,10,4,0,43,14,0,0,0,20,784,113,65,11,973
UCL115134,6,0,3,0,7,9,0,0,0,9,7,0,0,0,8,0,0,0,0,0,15,0,17,0,37,10,4,13,0,20,90,3,19,0,112,42,7,25,0,76,52,19,26,5,96,51,27,19,6,103,26,33,17,0,76,43,28,9,6,84,43,57,18,0,111,26,50,4,5,87,18,28,6,0,49,12,19,0,0,31,21,39,7,0,69,21,26,10,0,60,16,0,0,0,18,497,338,192,23,1060
UCL115135,8,0,8,0,15,9,0,0,0,10,5,0,4,0,9,0,0,7,0,12,14,0,11,0,25,14,3,22,0,40,86,7,16,7,115,49,8,20,0,76,36,16,16,0,69,51,18,14,0,86,21,13,4,0,46,16,7,5,0,31,24,28,7,0,57,9,21,0,0,36,3,9,4,0,16,0,5,0,0,4,9,9,0,0,19,27,12,10,0,51,17,0,4,3,22,398,172,154,7,733
UCL115136,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,7,6,3,0,10,5,0,3,0,9,14,0,10,0,27,9,5,3,0,18,11,9,9,0,35,9,13,5,0,28,15,18,7,0,35,6,20,3,0,29,32,55,4,0,87,11,58,6,0,79,19,49,5,0,66,4,29,4,0,37,7,71,3,0,85,15,29,4,0,41,6,3,0,0,12,178,358,75,0,609
UCL115137,9,6,0,0,17,4,0,0,0,5,3,0,0,0,4,0,0,0,0,6,15,3,5,0,19,12,0,14,0,27,72,7,12,0,92,32,9,25,0,66,35,12,24,0,70,38,34,19,0,86,26,23,13,0,65,30,35,10,0,63,72,77,18,5,181,45,78,18,0,139,42,67,0,0,106,19,27,0,0,51,21,70,4,0,95,11,26,21,0,62,7,3,0,0,15,493,484,189,15,1183
UCL115138,9,0,5,0,11,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,7,0,0,0,5,9,0,9,0,14,15,0,6,0,24,24,0,11,0,33,9,7,3,0,24,25,20,17,0,60,10,15,7,0,39,11,15,4,0,35,41,59,6,5,108,19,39,10,0,64,13,42,0,0,55,9,15,0,0,25,24,33,0,0,59,7,22,4,0,30,4,3,0,0,10,222,278,97,8,609
UCL115139,7,0,0,0,6,3,0,0,0,3,6,0,0,0,6,5,0,0,0,9,19,0,4,0,22,13,0,5,0,19,72,11,11,0,92,42,6,9,4,61,44,10,7,0,61,47,26,5,0,71,16,12,0,0,31,25,18,4,0,50,38,26,4,0,63,27,22,0,0,44,10,25,0,0,38,6,13,0,0,15,15,16,0,0,26,14,9,9,0,30,9,0,6,0,16,404,179,74,7,662
UCL115140,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,5,0,9,24,3,0,0,32,28,0,6,0,37,15,4,9,0,29,31,3,5,0,44,18,6,0,0,22,14,12,0,0,28,17,15,6,0,44,8,14,0,0,24,4,11,0,0,16,3,6,0,0,18,13,14,0,0,26,7,7,7,0,19,0,0,0,0,8,192,106,48,5,356
UCL115141,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,8,0,15,9,0,9,0,18,32,4,10,0,47,7,4,11,0,27,12,5,4,3,26,14,12,11,0,34,11,9,0,0,19,10,4,5,0,24,22,16,15,0,49,16,23,0,0,38,10,8,0,0,17,4,5,0,0,13,11,9,0,0,25,7,22,7,0,34,8,3,5,0,17,201,122,84,9,415
UCL115142,5,0,0,0,5,5,0,0,0,7,0,0,0,0,0,3,0,4,0,3,14,0,0,0,21,10,0,0,0,13,105,3,0,0,111,43,5,14,0,63,63,7,6,0,84,53,10,10,0,69,33,11,9,0,52,29,13,9,0,52,47,23,9,0,74,15,22,0,0,41,21,6,0,0,27,6,9,0,0,15,22,5,0,0,27,24,16,4,0,34,6,0,0,0,6,503,124,69,5,700
