UCL_CODE_2021,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_resp,Samoan_BP_B_OS,Samoan_FO_B_OS,Samoan_MO_B_OS,Samoan_BP_B_Aus,Samoan_BP_NS,Samoan_Tot_resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_resp
UCL115045,3,29,9,361,13,416,0,3,0,95,5,111,0,0,0,4,0,4,0,0,0,0,0,0,5,4,0,0,0,5,28,27,20,363,23,465,8,0,0,0,0,10,0,0,0,0,0,7,5,6,0,26,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,13,6,3,114,5,135,6,6,0,23,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,10,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,74,7,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,0,8,0,25,0,0,3,14,150,171,80,50,32,800,193,1155
UCL115046,13,44,29,551,18,656,0,11,0,119,5,135,17,0,0,0,0,22,0,0,0,3,0,6,9,0,0,8,0,15,75,53,43,512,16,703,11,0,0,0,0,12,0,0,3,3,0,11,8,3,0,58,0,74,0,0,0,5,0,10,0,0,0,4,0,7,23,0,4,0,0,27,16,7,9,161,0,202,12,0,3,24,0,40,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,4,0,18,14,0,0,3,0,17,0,0,0,6,0,5,0,0,0,3,0,0,0,0,0,0,0,3,4,0,0,0,0,4,16,15,12,148,0,195,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,69,14,23,34,0,136,0,0,0,25,78,103,254,93,77,1114,113,1649
UCL115047,10,30,38,813,12,900,0,4,3,62,0,67,6,0,0,7,0,21,5,0,0,0,0,4,10,3,0,11,0,31,85,38,29,780,13,946,4,0,0,0,0,0,0,0,0,5,0,12,12,11,3,58,0,86,4,0,0,3,0,8,4,0,0,0,0,4,9,0,0,0,0,6,12,9,0,321,5,348,9,0,0,22,0,26,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,8,5,3,0,3,0,14,0,0,0,0,0,5,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,17,6,3,186,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,5,0,19,26,3,3,6,0,44,0,0,0,35,109,136,172,69,57,1673,130,2098
UCL115048,14,157,84,1217,17,1494,0,6,5,244,0,257,25,0,0,3,0,35,6,0,0,3,0,7,24,5,5,10,0,45,210,131,75,1180,19,1615,10,0,8,3,0,17,5,5,0,8,0,13,45,20,6,108,0,180,16,0,0,3,0,23,7,0,0,5,0,15,3,0,0,0,0,3,59,23,20,354,3,459,30,10,11,53,0,100,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19,9,4,13,0,46,0,0,0,0,0,8,11,4,3,4,0,20,16,4,0,5,0,28,6,0,0,5,0,13,0,0,0,0,0,4,47,21,18,264,3,353,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,6,6,4,0,16,0,22,88,36,12,65,7,206,0,0,0,26,96,130,547,252,150,2494,140,3580
UCL115049,4,29,26,444,3,512,0,0,4,53,0,62,4,0,0,3,0,6,3,0,0,0,0,3,13,0,0,0,0,14,52,27,21,324,4,432,0,0,5,0,0,4,0,0,0,4,0,4,13,8,7,88,0,108,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,8,6,6,79,0,107,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,3,0,0,0,0,6,7,0,0,0,0,9,4,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,18,5,8,94,0,124,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,6,0,6,31,0,0,6,0,50,0,0,0,3,75,83,150,48,45,789,86,1112
UCL115050,17,88,67,710,5,878,0,3,4,72,0,80,21,0,4,4,0,26,0,0,0,4,0,7,6,0,0,10,0,21,129,62,43,565,13,812,17,5,3,3,0,29,11,4,0,5,0,16,22,12,3,59,0,91,3,0,0,4,0,6,10,0,0,0,0,10,24,4,0,5,0,35,17,13,20,184,7,245,19,9,6,62,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,20,8,8,4,0,34,9,0,0,3,0,14,3,0,0,0,0,0,0,0,0,0,0,0,37,15,8,141,0,207,0,0,0,0,0,0,5,0,4,0,0,7,3,0,0,3,0,11,0,3,0,5,0,10,7,0,0,0,0,7,11,0,0,4,0,16,83,30,19,29,0,161,4,0,0,9,64,72,358,145,107,1325,81,2011
UCL115051,16,74,51,675,16,834,0,8,0,71,5,76,0,0,0,0,0,7,4,5,0,0,0,9,18,4,0,0,0,24,173,83,59,624,11,954,6,0,0,0,0,4,3,0,0,6,0,10,25,7,9,58,0,99,0,0,0,6,0,7,4,0,0,5,0,6,29,0,0,0,0,30,38,23,8,231,0,300,8,9,0,14,0,33,0,0,0,0,0,0,0,0,3,0,0,5,5,0,0,0,0,3,0,5,0,0,0,10,3,3,0,0,0,12,5,0,6,3,0,14,15,4,0,5,0,29,0,0,0,7,0,9,0,0,0,0,0,3,42,20,12,172,0,249,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,11,0,21,69,20,9,27,0,122,5,0,0,18,175,195,393,155,94,1353,203,2194
UCL115052,0,28,31,709,4,779,0,0,0,124,3,126,0,0,0,0,0,3,0,0,0,0,0,0,9,8,0,5,0,14,56,31,25,558,6,671,0,0,0,0,0,0,0,0,0,3,0,3,8,0,0,39,4,55,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,13,9,6,144,5,167,4,0,0,6,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,14,6,0,6,6,0,12,9,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,11,11,12,108,0,146,3,0,0,0,0,3,3,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,10,15,0,0,10,0,23,0,0,0,15,87,98,118,52,48,1237,100,1547
UCL115053,0,44,25,355,3,430,0,11,0,49,0,52,0,0,4,3,0,7,4,0,0,0,0,6,8,0,0,0,0,15,63,52,21,358,16,507,4,0,0,0,0,4,0,0,0,5,0,7,13,0,0,36,0,51,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,11,10,0,106,3,130,0,0,0,9,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,6,0,5,5,0,0,0,0,6,0,0,0,3,0,10,0,0,6,0,0,6,0,0,0,0,0,5,11,13,7,81,3,114,3,0,0,0,0,3,0,0,0,0,0,0,0,0,5,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,8,4,0,3,0,18,17,7,3,20,0,49,0,0,0,5,55,59,138,76,42,714,75,1046
UCL115054,8,49,28,412,0,492,0,0,0,36,0,36,0,0,0,3,0,5,6,3,0,3,0,12,12,0,0,3,0,24,65,51,21,287,0,424,0,0,0,0,0,6,0,0,0,0,0,0,11,3,5,32,0,50,0,3,0,7,0,15,0,0,0,0,0,0,5,0,0,3,0,3,15,12,7,67,0,100,12,6,4,9,0,37,0,0,0,0,0,0,9,6,0,3,0,13,5,0,0,3,0,12,16,0,0,10,0,20,6,0,0,0,0,5,3,0,4,0,0,8,4,5,0,0,0,7,3,0,0,0,0,6,0,3,0,0,0,0,18,12,4,49,0,86,0,0,0,0,0,3,0,0,0,5,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,51,8,7,30,0,100,0,0,0,0,50,55,201,88,50,689,58,1092
UCL115055,6,46,27,917,31,1029,0,0,0,182,5,193,8,0,0,0,0,8,0,0,0,0,0,0,4,4,0,3,0,16,47,41,34,860,5,994,5,0,4,0,0,3,0,0,0,4,0,3,10,0,0,83,0,94,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,3,18,11,6,232,0,270,0,0,0,23,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,11,8,3,0,6,0,12,0,0,0,6,0,4,0,0,0,0,0,0,20,15,15,150,5,197,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,17,10,16,4,24,0,55,0,0,0,16,82,98,104,90,55,1796,119,2169
UCL115056,10,105,39,1003,29,1183,0,4,5,233,8,253,19,0,0,3,0,22,12,0,0,0,0,17,28,4,4,7,0,42,180,81,68,1009,29,1367,16,0,0,0,0,19,14,6,0,3,0,21,40,5,11,84,0,145,7,0,0,4,0,6,4,0,0,0,0,6,6,0,0,4,0,10,26,14,16,283,3,347,8,5,6,24,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,8,3,7,3,4,0,18,3,0,0,0,0,8,10,5,0,9,0,20,0,0,0,0,0,10,0,0,0,0,0,0,46,18,19,233,3,317,10,3,0,0,0,11,3,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,3,0,20,87,20,8,47,4,165,6,4,0,27,261,299,465,163,117,2167,321,3227
UCL115057,12,77,59,1056,23,1225,0,0,0,155,0,160,10,0,0,0,0,10,0,0,0,3,0,4,18,5,4,16,0,40,94,78,62,962,28,1210,12,0,3,0,0,16,4,0,0,3,0,6,10,12,8,105,0,128,4,0,0,9,0,18,7,0,0,3,0,10,0,0,3,3,0,4,21,18,23,345,3,414,7,0,3,59,0,75,0,0,0,0,0,0,0,0,0,12,0,13,0,0,0,0,0,0,0,3,0,0,0,7,6,0,0,0,0,3,8,14,7,0,0,29,4,0,0,0,0,6,0,0,4,0,0,10,0,0,0,0,0,0,30,18,20,293,10,377,0,0,0,0,0,0,7,0,0,0,0,6,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,9,6,0,13,0,20,47,19,16,47,0,127,3,0,0,28,218,245,234,140,118,2130,260,2894
UCL115058,14,49,34,489,0,590,0,3,0,40,0,48,0,0,0,3,0,8,3,0,0,0,0,3,11,4,0,0,0,12,116,66,41,532,3,767,0,0,0,0,0,0,4,0,0,7,0,10,19,0,0,59,0,75,0,0,0,0,0,5,6,0,0,0,0,6,0,0,0,0,0,0,24,19,9,182,0,235,10,5,0,12,0,23,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,3,0,3,5,4,0,4,0,11,7,0,0,0,0,9,4,0,0,6,0,8,5,0,0,0,0,5,31,11,4,130,0,183,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,6,0,23,44,14,4,13,0,68,5,0,0,8,117,131,270,97,58,1080,123,1635
UCL115059,7,46,32,598,9,690,0,13,0,86,0,100,0,0,0,6,0,6,0,0,0,0,0,0,14,4,9,11,0,36,68,38,32,546,14,702,10,0,0,5,0,12,0,0,0,0,0,3,3,3,3,38,4,58,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,5,0,10,11,8,5,175,9,206,7,3,0,48,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,5,5,5,0,3,0,12,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,20,12,13,150,0,192,0,0,0,0,0,0,9,0,0,0,0,7,0,0,0,0,0,3,9,0,0,0,0,9,0,0,0,0,0,0,5,0,0,6,0,11,48,11,0,14,0,81,0,0,0,27,249,278,203,89,57,1240,280,1864
UCL115060,17,63,60,1039,9,1185,0,5,0,218,0,224,21,0,6,5,0,29,0,0,0,0,0,3,10,10,3,38,0,57,78,57,64,801,6,1001,30,0,12,4,0,40,3,0,4,5,0,14,14,5,3,89,0,113,6,3,0,10,0,18,0,0,0,0,0,4,27,3,0,4,0,34,12,5,11,209,0,239,14,6,5,49,0,63,5,0,0,0,0,5,4,0,0,4,0,7,3,0,0,4,0,4,6,3,0,9,0,14,0,4,3,0,0,8,4,5,0,8,0,17,5,0,0,7,0,13,0,4,0,0,0,3,0,0,0,0,0,0,28,11,6,212,0,251,0,0,0,0,0,0,13,0,0,4,0,18,4,0,0,4,0,4,0,0,0,0,0,0,18,0,0,0,0,22,8,4,0,10,0,23,148,11,13,28,0,197,11,0,0,33,272,309,377,117,120,1939,280,2835
UCL115061,3,26,20,476,9,527,0,0,0,142,6,139,4,0,0,0,0,5,0,0,0,0,0,0,7,0,0,4,0,6,49,22,13,400,49,539,3,0,4,0,0,9,3,0,0,3,0,10,9,0,0,17,0,29,0,0,0,6,0,3,0,0,0,0,0,0,9,0,0,0,0,9,10,9,3,99,0,125,5,5,0,9,0,14,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,5,0,7,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,14,3,6,85,5,118,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,4,0,0,0,0,5,20,11,0,17,0,45,5,0,0,5,31,40,116,52,25,909,90,1195
UCL115062,7,55,45,477,0,581,0,4,0,71,0,75,9,0,0,0,0,7,0,0,0,0,0,0,8,3,0,15,0,29,78,44,38,397,5,559,6,0,0,0,0,3,8,0,0,0,0,10,8,9,3,27,0,45,5,0,0,6,0,8,3,0,0,0,0,5,0,0,0,0,0,0,32,16,6,123,0,178,14,8,4,36,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,21,8,41,0,105,3,0,0,0,0,4,0,4,0,5,0,9,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,18,17,5,97,0,134,0,0,0,0,0,0,0,3,0,0,0,4,6,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,3,3,0,7,0,14,24,6,6,28,0,67,5,0,0,0,42,50,220,111,77,889,46,1343
UCL115063,15,59,36,343,0,451,0,0,0,13,0,14,16,0,5,9,0,30,0,0,0,0,0,5,16,6,9,7,0,28,112,57,35,292,5,509,3,0,0,0,0,6,3,4,3,0,0,11,15,9,5,24,0,47,4,0,4,5,0,14,3,0,0,3,0,7,3,0,0,0,0,4,20,15,0,92,0,129,31,9,13,38,0,90,0,0,0,0,0,0,16,4,4,0,0,28,3,0,0,5,0,6,3,0,0,5,0,9,3,0,0,0,0,3,0,4,0,0,0,3,11,0,0,0,0,14,3,0,0,0,0,10,0,0,0,0,0,0,20,8,8,108,0,144,0,0,0,0,0,0,13,0,0,0,0,13,4,0,0,0,0,4,0,0,0,0,0,0,6,0,0,0,0,6,4,0,0,0,0,4,70,13,9,29,0,114,0,0,0,3,20,30,304,117,85,653,25,1175
UCL115064,11,194,132,1495,16,1857,0,6,3,118,4,130,18,0,5,9,0,30,12,5,3,13,0,24,28,12,13,21,0,69,343,178,127,1433,15,2102,6,4,3,0,0,13,12,0,4,13,0,39,32,12,3,87,0,135,10,5,3,10,0,27,6,5,0,6,0,13,14,0,3,0,0,17,69,37,36,603,8,751,46,21,4,67,0,140,0,0,0,0,0,3,0,4,0,8,0,17,9,0,0,0,0,10,17,6,6,13,0,40,7,3,5,10,0,26,15,18,12,8,0,50,12,4,0,11,0,32,5,3,6,8,0,13,0,0,0,0,0,0,63,36,42,452,0,593,0,4,0,0,0,3,11,4,0,0,0,21,11,0,0,3,0,16,5,0,0,0,0,3,4,0,0,0,0,11,14,4,3,24,0,41,117,35,24,53,0,233,0,4,4,23,159,191,718,348,241,3054,200,4565
UCL115065,3,43,22,929,23,1019,0,8,0,422,11,443,6,0,0,6,0,11,0,0,0,0,0,0,12,0,0,4,0,20,29,40,15,774,29,885,10,0,4,4,0,18,0,0,0,5,0,5,3,3,3,72,0,89,0,0,0,0,0,5,3,0,0,0,0,3,9,0,0,4,0,16,10,5,0,211,0,234,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,14,0,3,0,3,0,9,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,10,17,7,150,4,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,4,4,18,4,51,4,0,0,29,253,287,127,81,35,1875,306,2417
UCL115066,11,110,76,1019,7,1215,0,3,0,116,0,121,5,0,4,0,0,13,7,0,4,6,0,13,11,11,5,7,0,40,127,122,78,771,0,1103,6,0,0,0,0,8,5,5,0,3,0,9,26,8,8,38,0,76,0,0,3,8,0,8,8,0,0,0,0,13,0,0,0,0,0,8,20,13,14,179,0,225,19,9,7,57,0,95,0,0,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,55,21,9,107,0,187,0,3,0,4,0,9,5,3,6,4,0,18,8,3,0,11,0,15,0,0,0,0,0,3,0,0,0,0,0,0,23,25,8,170,0,236,0,0,0,3,0,4,3,0,8,0,0,14,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,8,4,0,10,0,19,40,31,11,36,0,113,0,0,0,18,76,105,314,219,143,1776,91,2548
UCL115067,9,62,43,972,19,1101,0,0,0,196,6,212,11,0,0,6,0,18,0,0,0,0,0,0,9,0,0,5,0,10,124,60,37,884,20,1123,5,0,3,0,0,11,0,0,0,7,0,5,12,0,4,76,0,93,0,4,0,0,0,8,4,0,0,0,0,5,4,0,0,0,0,4,20,3,6,219,0,254,10,4,6,14,0,27,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,6,3,0,0,3,4,14,6,0,0,0,0,6,0,0,0,0,0,9,3,3,0,0,0,7,0,0,0,0,0,4,0,0,5,0,0,6,25,24,6,239,5,294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,9,33,12,4,20,0,70,0,0,0,20,100,125,226,109,71,1913,142,2469
UCL115068,4,39,41,444,7,534,0,4,0,61,0,60,13,0,5,5,0,20,5,0,0,10,0,11,12,0,0,3,0,14,98,37,55,373,11,573,10,0,0,0,0,16,0,0,0,0,0,5,8,5,0,24,0,32,4,0,0,3,0,10,6,0,0,0,0,8,5,0,0,0,0,3,9,5,7,107,0,143,6,0,0,6,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,0,13,3,0,0,4,0,5,0,0,0,0,0,5,4,0,0,0,0,8,5,0,0,0,0,3,0,0,0,0,0,0,21,15,13,78,3,120,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,5,7,0,0,0,0,12,24,8,5,19,0,54,0,0,0,13,42,52,195,69,77,840,65,1245
UCL115069,0,65,34,753,13,872,0,0,0,84,0,88,7,0,0,0,0,4,4,0,0,0,0,4,8,0,0,5,0,17,66,60,42,766,23,955,13,0,4,0,0,18,0,0,0,0,0,0,7,8,4,51,0,76,3,0,0,5,0,11,0,0,0,0,0,0,7,0,0,0,0,9,12,0,7,218,7,245,6,0,0,19,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,7,0,0,0,0,0,0,3,4,3,0,0,15,0,6,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,21,17,11,146,3,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,7,31,6,6,15,0,53,5,0,0,20,108,134,176,96,70,1535,146,2022
UCL115070,14,71,70,1300,3,1459,0,10,8,248,4,276,11,0,0,4,0,18,0,0,0,0,0,4,5,6,3,21,0,40,103,78,67,1094,18,1365,10,0,0,9,0,16,0,0,0,11,0,11,23,16,10,133,0,176,0,3,0,0,0,7,4,0,0,0,0,12,31,0,0,0,0,26,24,16,10,306,0,360,3,0,5,37,0,54,0,0,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,4,24,10,3,7,0,41,8,0,0,0,0,8,37,4,6,41,4,100,0,0,0,5,0,6,5,0,0,0,0,5,42,20,20,282,0,361,0,0,0,3,0,4,0,0,0,0,0,3,4,0,0,4,0,11,0,0,0,0,0,0,10,0,0,0,0,10,5,0,0,7,0,11,73,11,13,51,0,152,7,0,0,23,92,119,343,150,127,2494,113,3230
UCL115071,6,58,30,778,16,887,0,0,0,173,0,171,3,0,0,6,0,4,0,0,0,0,0,5,6,6,3,10,0,21,85,50,23,735,15,908,13,0,7,0,0,18,3,0,0,0,0,3,14,3,8,60,0,85,0,0,0,4,0,4,3,0,0,0,0,10,8,0,0,6,0,13,17,8,3,214,5,244,4,0,0,20,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,17,0,30,4,0,4,0,0,7,4,5,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,22,14,7,142,0,187,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,17,24,3,0,21,0,53,5,0,0,36,135,175,188,84,62,1560,161,2057
UCL115072,9,84,48,623,5,769,0,4,0,56,0,58,4,0,0,7,0,6,3,0,0,0,0,6,11,6,0,6,0,20,122,58,41,605,8,829,8,0,0,0,0,8,10,0,0,9,0,15,22,0,5,58,0,88,0,0,0,7,0,5,0,0,0,0,0,0,0,0,3,0,0,9,20,13,6,211,0,258,9,7,0,13,0,28,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6,4,3,0,0,0,6,3,5,0,0,0,10,5,3,0,0,0,9,0,0,0,0,0,0,0,9,0,0,0,8,24,19,10,238,4,301,3,0,0,0,0,3,0,0,0,0,0,4,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,10,0,13,29,11,6,33,5,79,3,0,5,32,51,88,248,128,81,1321,65,1844
