UCL_CODE_2021,P15_19_Managers,P15_19_Professionals,P15_19_TechnicTrades_Wrs,P15_19_CommunPersnlSvc_W,P15_19_ClericalAdminis_W,P15_19_Sales_W,P15_19_Mach_oper_drivers,P15_19_Labourers,P15_19_Occu_ID_NS,P15_19_Tot,P20_24_Managers,P20_24_Professionals,P20_24_TechnicTrades_W,P20_24_CommunPersnlSvc_W,P20_24_ClericalAdminis_W,P20_24_Sales_W,P20_24_Mach_oper_drivers,P20_24_Labourers,P20_24_Occu_ID_NS,P20_24_Tot,P25_34_Managers,P25_34_Professionals,P25_34_TechnicTrades_W,P25_34_CommunPersnlSvc_W,P25_34_ClericalAdminis_W,P25_34_Sales_W,P25_34_Mach_oper_drivers,P25_34_Labourers,P25_34_Occu_ID_NS,P25_34_Tot,P35_44_Managers,P35_44_Professionals,P35_44_TechnicTrades_W,P35_44_CommunPersnlSvc_W,P35_44_ClericalAdminis_W,P35_44_Sales_W,P35_44_Mach_oper_drivers,P35_44_Labourers,P35_44_Occu_ID_NS,P35_44_Tot,P45_54_Managers,P45_54_Professionals,P45_54_TechnicTrades_W,P45_54_CommunPersnlSvc_W,P45_54_ClericalAdminis_W,P45_54_Sales_W,P45_54_Mach_oper_drivers,P45_54_Labourers,P45_54_Occu_ID_NS,P45_54_Tot,P55_64_Managers,P55_64_Professionals,P55_64_TechnicTrades_W,P55_64_CommunPersnlSvc_W,P55_64_ClericalAdminis_W,P55_64_Sales_W,P55_64_Mach_oper_drivers,P55_64_Labourers,P55_64_Occu_ID_NS,P55_64_Tot,P65_74_Managers,P65_74_Professionals,P65_74_TechnicTrades_W,P65_74_CommunPersnlSvc_W,P65_74_ClericalAdminis_W,P65_74_Sales_W,P65_74_Mach_oper_drivers,P65_74_Labourers,P65_74_Occu_ID_NS,P65_74_Tot,P75_84_Managers,P75_84_Professionals,P75_84_TechnicTrades_W,P75_84_CommunPersnlSvc_W,P75_84_ClericalAdminis_W,P75_84_Sales_W,P75_84_Mach_oper_drivers,P75_84_Labourers,P75_84_Occu_ID_NS,P75_84_Tot,P85_ov_Managers,P85_ov_Professionals,P85_ov_TechnicTrades_W,P85_ov_CommunPersnlSvc_W,P85_ov_ClericalAdminis_W,P85_ov_Sales_W,P85_ov_Mach_oper_drivers,P85_ov_Labourers,P85_ov_Occu_ID_NS,P85_ov_Tot,P_Tot_Managers,P_Tot_Professionals,P_Tot_TechnicTrades_W,P_Tot_CommunPersnlSvc_W,P_Tot_ClericalAdminis_W,P_Tot_Sales_W,P_Tot_Mach_oper_drivers,P_Tot_Labourers,P_Tot_Occu_ID_NS,P_Tot_Tot
UCL115029,0,0,7,5,0,13,0,10,0,39,6,3,18,9,4,3,4,5,0,57,18,32,35,21,12,12,4,13,0,148,24,43,25,19,18,10,4,17,0,162,24,46,15,24,14,12,4,14,3,175,24,30,14,16,17,10,8,16,3,137,11,7,5,8,6,5,4,9,0,50,4,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,112,171,122,101,74,66,30,78,19,768
UCL115030,0,0,4,6,0,12,0,13,0,36,0,0,3,3,0,7,4,3,0,22,3,11,9,9,5,5,10,14,0,55,5,5,6,9,9,5,0,11,8,49,11,11,7,18,6,9,10,16,0,92,8,7,17,13,13,0,20,18,0,99,3,0,7,0,0,0,5,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,39,52,58,29,37,47,69,7,380
UCL115031,0,0,12,12,0,9,0,21,5,68,0,3,17,7,0,6,8,3,0,47,17,26,32,24,9,10,6,10,5,134,33,34,38,16,24,0,9,16,6,168,41,52,36,31,22,19,6,22,4,235,36,67,36,24,34,17,12,16,10,249,12,41,11,12,15,6,5,7,0,120,0,9,0,0,4,0,0,0,4,21,0,0,0,0,0,0,0,0,0,0,143,230,181,131,115,73,46,94,23,1035
UCL115032,0,0,8,10,3,11,0,4,0,42,3,11,10,9,10,7,0,3,0,51,11,15,20,17,15,9,0,6,4,102,30,43,28,23,19,9,3,10,0,163,48,68,24,26,26,15,6,9,5,224,38,90,30,18,38,8,9,19,0,256,11,26,8,0,10,4,3,5,0,71,3,5,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,153,264,125,97,116,68,21,60,10,913
UCL115033,0,0,29,35,7,44,0,7,4,123,6,15,36,26,28,14,9,22,0,164,57,115,89,34,56,7,12,21,14,408,141,144,92,52,84,17,18,17,22,583,139,132,56,36,83,22,24,13,12,509,55,92,32,25,79,17,12,13,11,332,8,32,8,4,17,5,9,4,0,88,3,0,0,0,3,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,413,534,347,214,360,119,85,99,50,2219
UCL115034,0,0,19,7,0,20,5,15,0,71,0,7,28,13,8,6,5,11,4,81,17,28,47,22,30,9,28,24,0,207,23,25,30,14,29,12,19,19,6,181,18,19,37,21,23,11,27,24,0,176,17,16,17,13,25,12,21,15,0,146,3,4,5,0,3,0,0,0,0,22,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,88,100,182,102,113,80,111,110,17,899
UCL115035,0,5,22,31,0,62,3,30,0,153,8,30,46,37,21,27,18,20,6,204,43,121,97,65,60,30,31,42,10,505,64,111,66,53,50,30,21,33,5,433,79,79,25,57,58,17,23,23,0,359,33,58,40,33,50,14,28,26,0,273,10,15,11,7,16,5,9,6,0,71,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,235,412,300,280,250,193,126,187,20,2002
UCL115036,3,0,14,3,3,35,0,29,0,96,0,7,20,20,3,14,5,11,0,78,23,41,40,45,14,8,6,27,6,192,31,33,21,25,28,11,14,23,7,190,50,71,38,35,32,24,12,23,0,294,41,68,34,35,37,13,23,24,3,278,9,16,8,3,13,4,7,3,0,65,0,3,0,0,0,6,0,3,0,9,0,0,0,0,0,0,0,0,0,0,162,241,175,172,127,116,61,132,16,1213
UCL115037,0,0,4,11,3,23,0,16,0,57,4,6,10,14,3,9,5,10,0,52,13,21,21,7,9,11,0,3,0,83,19,31,17,13,16,3,4,5,3,121,23,52,15,17,24,10,5,10,0,152,27,40,12,20,22,9,3,3,0,124,0,10,0,0,0,0,3,0,0,23,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,86,162,68,82,74,55,20,46,5,609
UCL115038,0,0,9,4,0,4,0,12,0,37,0,3,11,13,0,3,0,11,0,42,6,9,25,9,4,16,11,11,0,97,14,14,12,21,3,8,0,12,0,87,6,16,14,12,16,5,9,18,0,95,16,16,10,21,17,13,14,14,4,119,12,6,12,3,4,0,0,9,0,39,3,4,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,57,75,81,81,47,47,45,87,5,529
UCL115039,0,0,14,9,3,22,6,20,5,80,0,12,38,18,11,16,23,19,0,124,19,67,86,38,37,12,74,34,0,372,33,44,66,26,30,12,53,16,3,293,33,32,52,18,22,12,52,25,10,250,37,26,42,16,37,21,58,32,3,284,9,9,8,3,11,4,15,13,0,81,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,137,185,309,123,151,97,291,167,24,1486
UCL115040,0,0,16,9,3,13,3,10,0,59,0,10,27,16,4,12,0,6,3,80,12,25,35,25,20,15,14,25,0,171,16,28,25,19,16,5,17,14,3,137,25,21,30,27,30,23,13,22,0,181,26,13,18,16,18,8,15,10,0,129,9,4,3,12,7,4,3,0,0,39,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,90,99,155,117,94,79,71,92,8,799
UCL115041,0,0,5,6,5,7,6,17,0,52,0,0,11,22,6,7,9,11,0,77,22,45,36,39,27,18,31,6,4,238,24,21,27,28,15,10,28,14,0,164,21,23,11,28,10,13,26,15,4,159,32,20,31,23,21,12,22,25,3,183,17,0,12,4,14,4,10,11,3,67,8,0,0,0,6,0,0,0,0,18,6,0,0,0,0,0,0,0,0,6,135,116,135,149,103,70,130,100,18,955
UCL115042,0,0,17,14,0,19,0,11,0,49,0,0,18,14,6,6,4,8,0,54,13,33,26,25,22,7,12,15,4,153,13,38,18,33,14,0,8,15,4,142,26,20,13,31,19,11,18,10,3,145,25,20,9,16,29,7,17,16,0,140,10,8,5,6,3,3,8,4,0,47,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,3,95,129,100,132,88,54,59,81,14,747
UCL115043,0,0,4,7,0,13,0,11,0,42,0,3,9,13,0,6,6,8,0,51,12,36,18,36,16,19,7,23,0,165,13,28,11,23,10,11,8,30,3,129,24,18,16,25,10,15,8,25,4,150,18,23,6,26,21,9,12,31,8,158,15,13,4,4,8,3,7,8,0,60,4,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,4,90,123,78,139,68,70,50,131,18,767
UCL115044,0,0,9,15,0,11,5,10,0,38,0,6,4,16,3,4,4,7,3,52,18,46,15,32,17,4,13,25,7,180,25,19,14,19,12,7,14,19,3,136,16,26,15,20,16,8,12,29,9,146,20,16,19,30,20,9,11,31,0,150,6,6,5,5,10,7,6,14,0,58,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,88,113,91,132,86,44,64,130,20,768
UCL115045,0,0,0,0,0,11,6,4,0,22,0,0,4,9,0,4,0,15,0,37,3,5,8,13,9,7,12,12,4,76,5,6,10,9,4,5,3,11,0,56,8,11,10,19,7,3,8,19,0,87,9,17,18,14,0,9,11,19,0,83,0,8,4,5,5,0,9,0,3,29,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,26,37,61,68,37,26,43,89,8,392
UCL115046,0,0,9,12,0,17,0,8,0,47,0,3,9,12,6,10,0,15,6,53,15,34,26,27,11,12,0,41,4,184,24,34,25,27,24,16,5,18,0,167,23,45,24,20,20,9,12,19,4,181,19,24,14,20,17,11,3,12,0,124,3,3,3,4,0,0,6,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,141,114,123,84,74,28,112,18,784
UCL115047,0,0,7,13,3,13,0,15,0,50,0,8,21,17,4,7,0,12,0,73,17,15,29,19,17,9,8,18,0,131,15,20,19,18,13,13,13,16,0,142,20,24,24,20,26,13,18,18,5,164,21,28,26,29,18,10,25,35,0,192,11,13,6,3,3,4,8,7,0,56,7,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,89,119,131,121,98,68,74,125,9,825
UCL115048,3,0,11,21,3,16,5,15,0,74,3,0,33,24,10,12,0,16,0,99,25,47,60,47,25,16,9,15,4,264,33,54,38,33,15,18,12,26,6,239,40,69,34,39,37,19,17,28,0,291,34,80,28,60,47,17,22,32,4,329,6,29,4,4,11,7,3,4,0,68,3,0,0,0,4,0,0,5,0,12,0,0,0,0,0,0,0,0,0,0,156,285,221,234,154,105,68,140,12,1376
UCL115049,0,0,6,4,0,7,0,7,0,27,0,3,7,6,0,6,5,4,0,27,5,13,14,7,5,8,5,3,0,64,5,11,19,10,16,3,7,12,5,87,6,17,11,4,10,3,12,11,3,80,13,8,15,13,6,4,11,10,0,77,6,6,3,4,3,0,3,0,0,26,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,31,61,72,45,42,33,42,48,6,396
UCL115050,0,0,9,14,0,30,0,23,4,81,0,3,14,14,4,18,3,14,0,85,16,49,40,24,29,19,6,10,0,198,42,62,50,42,39,22,5,14,5,281,42,59,34,25,34,14,6,12,6,238,24,31,8,16,25,7,3,15,3,135,5,5,3,3,6,4,5,3,0,33,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,139,216,157,140,142,121,32,88,17,1055
UCL115051,0,0,6,15,3,16,0,8,0,47,0,5,4,3,3,3,0,7,0,25,6,20,24,18,19,12,4,10,3,104,17,31,25,17,21,13,9,11,7,140,25,23,17,26,14,16,9,15,6,147,17,36,32,26,19,12,6,26,6,182,4,12,6,5,9,0,3,4,4,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,126,109,109,80,66,28,79,19,690
UCL115052,0,0,12,9,0,10,0,9,0,47,0,7,20,9,0,10,0,3,0,56,6,19,36,17,18,8,26,12,0,138,14,17,24,14,12,15,37,10,0,138,13,6,44,18,11,3,26,17,5,146,14,12,16,17,5,10,40,12,0,124,0,4,0,6,3,0,6,3,0,26,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,51,58,156,90,54,61,144,70,13,686
UCL115053,0,0,0,4,0,4,0,9,0,17,0,0,3,0,0,3,0,8,0,18,10,8,9,6,3,3,4,0,0,52,10,14,14,3,12,4,0,5,0,60,8,14,14,13,6,8,6,6,0,85,9,11,9,16,8,8,8,20,0,87,8,9,0,0,7,0,4,6,0,27,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,43,56,45,49,47,35,30,47,9,357
UCL115054,0,0,8,7,7,9,6,7,0,37,5,8,15,10,3,8,4,3,0,57,5,14,18,12,9,0,0,7,0,70,18,16,16,15,23,13,10,9,0,110,16,28,27,12,16,5,16,13,0,126,20,21,16,13,21,8,15,3,3,113,9,4,4,0,5,3,0,0,3,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,90,109,60,78,39,51,49,14,547
UCL115055,0,0,18,7,7,17,0,16,6,68,3,7,19,16,7,7,0,13,0,78,10,24,35,16,11,13,8,13,3,136,21,19,32,24,7,5,16,22,0,150,20,16,37,23,26,13,22,23,6,183,12,22,15,27,24,14,30,31,0,178,11,7,13,3,6,3,4,4,0,57,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,82,101,162,121,85,71,87,127,10,848
UCL115056,0,0,11,16,0,18,0,26,0,71,0,0,20,9,0,11,5,17,0,74,10,15,33,40,18,14,10,19,0,161,22,31,32,37,15,11,12,29,0,186,35,31,27,38,28,27,33,46,4,261,26,34,33,31,35,26,26,53,3,268,18,15,3,14,15,6,15,7,0,91,0,0,4,0,0,0,9,0,0,16,0,0,0,0,0,0,0,0,5,4,111,121,157,176,109,111,110,207,27,1127
UCL115057,0,0,3,14,0,17,0,26,0,66,0,8,11,24,8,8,3,10,0,72,22,39,37,32,23,9,5,29,4,191,17,58,32,20,13,14,17,17,3,202,42,51,20,38,30,16,17,29,3,245,27,46,29,40,32,18,20,31,3,250,17,10,5,3,5,10,0,13,0,66,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,134,213,135,172,117,88,73,152,15,1098
UCL115058,0,0,4,12,0,10,0,7,0,35,0,0,3,14,0,5,0,9,0,33,10,9,17,10,0,7,0,13,0,62,12,12,18,13,7,3,0,6,3,82,11,18,17,14,20,6,8,7,3,101,21,32,11,21,19,12,11,22,0,136,4,9,3,0,6,0,3,5,0,39,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,66,80,77,84,56,39,21,63,7,506
UCL115059,0,0,9,8,4,4,0,24,0,45,0,0,13,4,0,0,0,9,4,33,8,24,16,19,5,5,7,15,0,98,8,17,18,24,7,9,5,11,0,104,12,22,21,20,16,10,13,18,4,133,18,24,19,30,24,17,19,15,0,161,11,9,8,13,9,9,15,9,0,71,3,3,0,0,3,0,0,7,5,18,0,0,0,0,0,0,0,0,0,0,73,85,102,115,77,48,57,101,12,665
UCL115060,5,10,106,76,8,28,0,21,0,259,7,13,119,96,14,10,6,11,7,285,22,53,78,87,22,31,15,21,15,339,35,57,50,50,30,21,22,29,4,299,17,31,33,39,22,15,20,22,5,198,17,19,11,15,24,4,18,16,0,115,4,5,4,0,0,0,0,6,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,182,395,374,115,114,85,121,48,1523
UCL115061,0,0,0,3,3,18,0,14,0,38,0,4,9,9,8,5,5,3,0,43,7,11,11,15,9,9,4,12,4,76,4,17,7,12,9,4,4,5,0,68,9,13,14,14,8,0,3,14,0,86,3,9,5,16,9,4,4,7,0,63,0,0,3,0,0,0,3,4,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,63,53,72,49,40,30,49,4,397
UCL115062,5,3,9,7,3,6,6,6,0,41,3,6,17,13,3,6,0,8,3,68,10,28,25,13,16,8,14,17,3,136,36,17,33,17,27,5,16,11,0,159,31,25,24,17,20,9,10,6,0,149,16,26,13,15,16,8,8,10,0,118,0,9,3,0,7,5,5,4,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,118,122,83,98,49,58,62,14,706
UCL115063,0,0,7,10,3,9,4,3,0,36,4,5,9,4,5,6,0,0,0,36,12,29,13,19,7,9,4,11,0,102,31,39,20,6,22,11,0,4,0,135,39,39,19,12,16,8,4,8,0,150,20,31,9,7,29,10,4,9,0,109,6,11,0,5,8,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,156,89,60,78,50,23,37,3,603
UCL115064,0,0,46,50,6,27,7,37,0,175,6,18,38,46,7,15,0,10,3,149,43,122,56,45,36,3,7,23,4,342,84,176,54,38,42,13,13,10,0,436,96,139,52,45,58,16,17,19,9,464,68,117,47,37,64,21,16,28,4,400,17,38,11,9,10,11,6,7,0,109,3,4,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,318,612,307,272,221,119,63,147,24,2083
UCL115065,0,3,13,15,0,9,0,10,3,52,0,3,12,14,3,8,3,6,4,57,6,26,30,29,13,19,18,19,4,170,13,27,28,34,12,14,9,26,0,155,19,18,16,30,12,18,23,33,4,178,24,27,21,25,22,15,15,18,3,175,9,7,6,11,14,4,3,8,4,67,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,83,113,123,159,74,88,75,118,23,856
UCL115066,0,0,24,14,6,24,0,11,4,84,6,13,43,22,17,8,7,8,0,130,39,29,104,47,33,16,27,27,8,335,34,40,58,34,42,8,27,25,3,269,43,24,46,25,44,16,21,18,9,240,26,26,26,28,52,13,33,29,0,221,9,3,3,0,3,3,4,5,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,141,314,164,197,90,121,125,19,1326
UCL115067,5,0,3,7,0,6,0,11,0,37,4,0,9,16,5,13,8,13,4,67,13,17,24,17,13,4,15,24,9,143,16,22,31,27,17,10,14,25,0,170,16,26,29,32,13,21,16,18,0,170,17,21,23,28,15,8,27,26,0,182,6,10,11,4,4,5,10,9,0,70,5,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,82,99,139,137,65,79,84,137,18,840
UCL115068,0,0,7,8,0,3,0,3,0,16,0,0,3,3,0,6,3,12,0,28,3,11,15,7,0,3,0,11,0,62,23,3,10,13,14,3,0,4,0,86,15,19,14,7,14,3,13,14,0,100,11,23,12,16,19,8,10,11,9,113,7,8,5,0,4,0,0,10,0,39,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,56,66,71,53,66,39,38,66,8,459
UCL115069,0,3,9,10,0,14,0,21,0,56,0,4,10,3,3,4,0,8,0,37,10,32,24,22,8,13,12,19,0,128,25,23,16,13,14,5,14,17,4,131,13,11,20,25,15,12,13,21,0,137,14,22,14,18,21,10,21,26,0,150,10,8,0,3,9,0,3,5,0,38,5,3,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,74,100,99,102,63,63,69,112,8,691
UCL115070,0,0,27,16,6,49,3,31,0,131,10,11,37,34,11,17,20,22,4,161,36,39,115,56,46,27,65,43,7,432,40,52,76,44,35,27,68,38,4,386,28,37,51,47,27,20,59,31,3,305,21,23,26,18,20,14,46,23,0,186,0,5,7,3,4,0,10,8,3,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,171,337,212,144,152,276,191,29,1632
UCL115071,0,0,13,3,3,14,0,14,0,43,4,0,24,12,6,7,3,4,0,61,12,21,47,22,18,13,34,21,4,186,9,18,33,26,14,13,34,21,0,173,16,7,19,16,16,12,33,29,3,155,17,20,16,19,20,10,33,16,3,150,16,6,11,4,3,6,10,7,0,56,0,0,5,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,80,81,169,99,81,66,146,111,13,835
UCL115072,0,0,9,7,0,28,3,16,0,67,3,0,14,17,0,3,0,4,0,47,0,26,17,12,15,12,6,10,0,92,17,37,23,20,11,5,7,16,3,147,24,33,24,25,29,16,13,20,3,180,15,24,24,29,22,9,19,24,0,161,5,16,3,6,3,0,3,4,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,132,104,114,79,79,54,100,8,730
UCL115073,3,0,10,15,0,10,0,14,0,52,5,4,9,12,8,5,0,25,0,71,12,25,35,14,16,8,10,53,3,171,19,23,16,14,16,12,10,45,0,162,21,17,14,14,12,12,16,37,0,137,19,31,9,9,21,14,20,25,0,156,11,0,9,4,4,0,5,3,7,51,7,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,99,98,102,86,85,66,65,204,11,813
UCL115074,0,0,9,9,0,12,5,13,0,42,5,0,13,8,0,13,0,21,0,68,9,17,24,12,10,9,6,63,4,147,16,23,24,21,17,10,6,29,0,142,17,19,10,25,10,14,9,36,5,145,27,18,26,11,22,10,22,23,5,160,11,0,4,6,6,8,7,10,3,53,6,0,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,91,78,108,91,69,64,63,194,15,775
UCL115075,0,0,3,11,0,7,0,5,0,30,0,0,8,7,0,3,0,7,0,19,3,5,14,7,3,4,0,3,3,38,5,13,6,8,8,0,0,6,0,52,12,17,11,14,13,7,4,6,0,78,9,22,9,13,16,9,0,7,0,87,10,11,3,0,8,0,0,0,0,31,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,42,76,54,46,49,31,16,24,8,336
UCL115076,0,0,7,9,0,9,0,9,0,36,3,10,15,11,3,8,3,3,0,51,9,27,29,19,8,8,12,10,0,126,15,18,21,12,17,7,15,12,5,117,10,24,15,15,16,5,8,17,0,117,17,9,14,28,15,6,18,25,7,138,10,13,11,6,10,6,8,8,0,67,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,62,96,108,100,63,50,65,88,14,656
UCL115077,3,0,7,4,0,24,0,10,0,44,3,6,11,16,4,4,0,11,0,55,5,26,20,15,4,4,4,11,0,102,15,23,21,11,17,9,7,27,0,136,30,35,27,34,15,13,12,15,0,176,21,44,29,32,41,17,16,26,4,226,10,21,6,4,9,3,8,12,0,73,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,0,92,157,115,119,91,82,57,108,10,829
UCL115078,0,0,4,5,0,3,0,0,0,16,0,4,9,10,0,5,0,6,0,31,3,14,20,12,3,5,6,12,0,72,14,8,13,7,9,0,5,4,4,61,13,14,16,5,13,9,10,14,6,95,19,21,17,14,26,15,3,11,6,130,3,19,0,0,8,4,0,9,0,40,0,7,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,54,83,84,59,53,45,24,50,11,455
UCL115079,0,0,8,9,3,8,0,13,0,44,3,4,27,19,7,13,8,13,0,100,21,27,34,16,17,16,14,28,0,171,17,18,23,10,13,10,16,30,0,133,24,22,30,16,9,15,21,26,8,164,29,27,32,25,34,19,21,50,8,238,17,10,5,0,6,10,18,7,0,74,4,3,6,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,119,102,164,102,94,89,84,168,18,931
UCL115080,0,0,19,7,0,18,0,16,0,65,8,6,33,16,7,14,8,13,0,99,24,40,70,39,32,25,34,25,7,284,33,32,50,22,28,26,34,31,8,262,22,29,42,24,33,32,23,22,7,236,10,22,18,19,19,21,31,22,10,163,0,7,4,6,8,4,10,5,0,40,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,100,135,236,126,124,134,135,135,34,1162
UCL115081,0,0,4,4,0,0,4,9,0,16,3,5,9,8,3,0,12,6,0,49,21,15,27,15,14,7,18,55,4,179,12,6,13,13,6,0,11,32,0,100,13,7,6,4,3,0,18,20,0,86,16,3,16,11,11,3,16,19,0,100,6,0,3,0,0,0,9,4,0,28,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,80,42,71,54,46,17,83,146,7,556
UCL115082,0,0,3,10,0,10,0,12,0,27,0,0,8,9,0,0,0,6,0,32,3,12,25,13,9,4,5,11,0,77,4,12,12,12,14,11,9,13,0,77,10,12,12,16,10,9,11,13,0,86,13,8,13,10,14,11,18,11,3,101,4,6,5,0,0,5,5,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,44,74,60,48,40,53,69,9,438
UCL115083,0,0,20,13,0,23,0,17,3,74,4,5,25,14,9,10,9,16,0,91,19,25,40,20,23,13,17,30,8,189,31,30,35,33,25,11,25,26,11,232,18,21,41,22,30,23,42,31,4,236,32,29,24,20,24,16,41,38,3,228,12,3,10,3,11,7,11,10,0,69,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,119,116,197,126,122,99,145,173,29,1111
UCL115084,0,0,3,5,0,7,0,0,0,29,0,3,4,8,0,0,0,5,0,20,4,0,19,7,3,3,0,0,0,41,11,18,15,8,10,6,3,5,0,73,7,26,11,21,4,12,9,20,5,111,16,26,22,21,18,15,4,27,3,144,0,7,6,0,10,0,0,9,0,30,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,40,67,78,63,47,51,23,72,5,451
UCL115085,0,0,13,17,4,10,0,3,0,49,0,7,10,9,9,9,3,6,0,48,15,22,16,14,6,3,7,3,0,79,18,43,15,7,7,3,9,5,0,109,24,38,25,8,20,6,5,5,0,135,25,32,16,8,16,9,8,11,0,125,6,10,0,0,6,4,5,5,0,34,4,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,93,141,100,75,71,44,28,31,3,585
UCL115086,0,0,6,19,0,17,14,19,0,84,15,12,19,90,5,18,30,30,4,222,50,58,76,137,19,44,24,60,17,486,40,52,48,26,24,12,8,16,9,234,45,48,30,15,33,15,10,12,4,211,35,30,18,20,24,15,12,20,7,183,12,7,3,4,6,3,5,11,0,54,0,4,3,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,206,199,211,323,118,131,102,164,41,1490
UCL115087,0,0,9,8,0,8,0,17,6,44,0,0,18,8,3,6,0,7,0,43,13,21,27,26,22,11,8,16,0,140,14,26,26,18,14,10,12,9,6,141,18,28,18,8,16,12,14,10,4,121,11,8,21,8,13,9,12,17,0,105,4,3,0,7,3,6,5,3,0,32,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,56,98,116,78,81,63,45,76,17,627
UCL115088,0,0,0,6,0,16,3,5,0,37,0,5,7,14,4,5,0,3,0,42,8,26,19,20,14,13,16,22,0,135,21,26,13,15,15,4,0,4,0,104,13,32,6,23,22,9,8,8,0,126,9,25,14,19,19,8,8,7,0,111,3,8,3,4,3,5,0,3,0,34,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,60,113,67,97,89,55,39,56,3,587
UCL115089,4,0,25,21,9,22,3,26,0,109,3,10,30,34,6,20,14,41,0,149,22,36,51,65,37,16,24,118,6,375,38,42,47,57,36,21,42,52,4,330,43,49,29,45,36,16,48,61,0,329,33,40,31,56,39,15,50,43,3,312,6,10,13,16,8,5,15,19,0,90,4,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,4,160,183,230,287,171,116,189,357,24,1714
