SA2_MAINCODE_2016,F_GrDi_GrCer_GrDi_Mng,F_GrDi_GrCer_GrDi_Pro,F_GrDi_GrCer_GrDi_TTW,F_GrDi_GrCer_GrDi_CPS,F_GrDi_GrCer_GrDi_CA,F_GrDi_GrCer_GrDi_Sal,F_GrDi_GrCer_GrDi_MOD,F_GrDi_GrCer_GrDi_Lab,F_GrDi_GrCer_GrDi_IDNS,F_GrDi_GrCer_GrDi_Tot,F_GrDi_GrCer_GradCer_Mng,F_GrDi_GrCer_GradCer_Pro,F_GrDi_GrCer_GradCer_TTW,F_GrDi_GrCer_GradCer_CPS,F_GrDi_GrCer_GradCer_CA,F_GrDi_GrCer_GradCer_Sal,F_GrDi_GrCer_GradCer_MOD,F_GrDi_GrCer_GradCer_Lab,F_GrDi_GrCer_GradCer_IDNS,F_GrDi_GrCer_GradCer_Tot,F_BaDe_BaDe_Mng,F_BaDe_BaDe_Pro,F_BaDe_BaDe_TTW,F_BaDe_BaDe_CPS,F_BaDe_BaDe_CA,F_BaDe_BaDe_Sal,F_BaDe_BaDe_MOD,F_BaDe_BaDe_Lab,F_BaDe_BaDe_IDNS,F_BaDe_BaDe_Tot,F_AdvDi_Di_AdvDi_Di_NFD_Mng,F_AdvDi_Di_AdvDi_Di_NFD_Pro,F_AdvDi_Di_AdvDi_Di_NFD_TTW,F_AdvDi_Di_AdvDi_Di_NFD_CPS,F_AdvDi_Di_AdvDi_Di_NFD_CA,F_AdvDi_Di_AdvDi_Di_NFD_Sal,F_AdvDi_Di_AdvDi_Di_NFD_MOD,F_AdvDi_Di_AdvDi_Di_NFD_Lab,F_AdvDi_Di_AdvDi_Di_NFD_IDNS,F_AdvDi_Di_AdvDi_Di_NFD_Tot,F_AdvDi_Di_AdvDi_AsDe_Mng,F_AdvDi_Di_AdvDi_AsDe_Pro,F_AdvDi_Di_AdvDi_AsDe_TTW,F_AdvDi_Di_AdvDi_AsDe_CPS,F_AdvDi_Di_AdvDi_AsDe_CA,F_AdvDi_Di_AdvDi_AsDe_Sal,F_AdvDi_Di_AdvDi_AsDe_MOD,F_AdvDi_Di_AdvDi_AsDe_Lab,F_AdvDi_Di_AdvDi_AsDe_IDNS,F_AdvDi_Di_AdvDi_AsDe_Tot,F_AdvDi_Di_Dip_Mng,F_AdvDi_Di_Dip_Pro,F_AdvDi_Di_Dip_TTW,F_AdvDi_Di_Dip_CPS,F_AdvDi_Di_Dip_CA,F_AdvDi_Di_Dip_Sal,F_AdvDi_Di_Dip_MOD,F_AdvDi_Di_Dip_Lab,F_AdvDi_Di_Dip_IDNS,F_AdvDi_Di_Dip_Tot,F_Cert_CertIII_IV_Mng,F_Cert_CertIII_IV_Pro,F_Cert_CertIII_IV_TTW,F_Cert_CertIII_IV_CPS,F_Cert_CertIII_IV_CA,F_Cert_CertIII_IV_Sal,F_Cert_CertIII_IV_MOD,F_Cert_CertIII_IV_Lab,F_Cert_CertIII_IV_IDNS,F_Cert_CertIII_IV_Tot,F_Cert_CertI_II_Mng,F_Cert_CertI_II_Pro,F_Cert_CertI_II_TTW,F_Cert_CertI_II_CPS,F_Cert_CertI_II_CA,F_Cert_CertI_II_Sal,F_Cert_CertI_II_MOD,F_Cert_CertI_II_Lab,F_Cert_CertI_II_IDNS,F_Cert_CertI_II_Tot,F_Cert_Cert_nfd_Mng,F_Cert_Cert_nfd_Pro,F_Cert_Cert_nfd_TTW,F_Cert_Cert_nfd_CPS,F_Cert_Cert_nfd_CA,F_Cert_Cert_nfd_Sal,F_Cert_Cert_nfd_MOD,F_Cert_Cert_nfd_Lab,F_Cert_Cert_nfd_IDNS,F_Cert_Cert_nfd_Tot,F_LE_ID_Mng,F_LE_ID_Pro,F_LE_ID_TTW,F_LE_ID_CPS,F_LE_ID_CA,F_LE_ID_Sal,F_LE_ID_MOD,F_LE_ID_Lab,F_LE_ID_IDNS,F_LE_ID_Tot,F_LE_NS_Mng,F_LE_NS_Pro,F_LE_NS_TTW,F_LE_NS_CPS,F_LE_NS_CA,F_LE_NS_Sal,F_LE_NS_MOD,F_LE_NS_Lab,F_LE_NS_IDNS,F_LE_NS_Tot,F_Tot_Mng,F_Tot_Pro,F_Tot_TTW,F_Tot_CPS,F_Tot_CA,F_Tot_Sal,F_Tot_MOD,F_Tot_Lab,F_Tot_IDNS,F_Tot_Tot,P_PoDe_PoDe_NFD_Mng,P_PoDe_PoDe_NFD_Pro,P_PoDe_PoDe_NFD_TTW,P_PoDe_PoDe_NFD_CPS,P_PoDe_PoDe_NFD_CA,P_PoDe_PoDe_NFD_Sal,P_PoDe_PoDe_NFD_MOD,P_PoDe_PoDe_NFD_Lab,P_PoDe_PoDe_NFD_IDNS,P_PoDe_PoDe_NFD_Tot,P_PoDe_DoctDe_Mng,P_PoDe_DoctDe_Pro,P_PoDe_DoctDe_TTW,P_PoDe_DoctDe_CPS,P_PoDe_DoctDe_CA,P_PoDe_DoctDe_Sal,P_PoDe_DoctDe_MOD,P_PoDe_DoctDe_Lab,P_PoDe_DoctDe_IDNS,P_PoDe_DoctDe_Tot,P_PoDe_MasDe_Mng,P_PoDe_MasDe_Pro,P_PoDe_MasDe_TTW,P_PoDe_MasDe_CPS,P_PoDe_MasDe_CA,P_PoDe_MasDe_Sal,P_PoDe_MasDe_MOD,P_PoDe_MasDe_Lab,P_PoDe_MasDe_IDNS,P_PoDe_MasDe_Tot,P_GrDiGrCer_GrDiGrCerNFD_Mng,P_GrDiGrCer_GrDiGrCerNFD_Pro,P_GrDiGrCer_GrDiGrCerNFD_TTW,P_GrDiGrCer_GrDiGrCerNFD_CPS,P_GrDiGrCer_GrDiGrCerNFD_CA,P_GrDiGrCer_GrDiGrCerNFD_Sal,P_GrDiGrCer_GrDiGrCerNFD_MOD,P_GrDiGrCer_GrDiGrCerNFD_Lab,P_GrDiGrCer_GrDiGrCerNFD_IDNS,P_GrDiGrCer_GrDiGrCerNFD_Tot,P_GrDi_GrCer_GrDi_Mng,P_GrDi_GrCer_GrDi_Pro,P_GrDi_GrCer_GrDi_TTW,P_GrDi_GrCer_GrDi_CPS,P_GrDi_GrCer_GrDi_CA,P_GrDi_GrCer_GrDi_Sal,P_GrDi_GrCer_GrDi_MOD,P_GrDi_GrCer_GrDi_Lab,P_GrDi_GrCer_GrDi_IDNS,P_GrDi_GrCer_GrDi_Tot,P_GrDi_GrCer_GradCer_Mng,P_GrDi_GrCer_GradCer_Pro,P_GrDi_GrCer_GradCer_TTW,P_GrDi_GrCer_GradCer_CPS,P_GrDi_GrCer_GradCer_CA,P_GrDi_GrCer_GradCer_Sal,P_GrDi_GrCer_GradCer_MOD,P_GrDi_GrCer_GradCer_Lab,P_GrDi_GrCer_GradCer_IDNS,P_GrDi_GrCer_GradCer_Tot,P_BaDe_BaDe_Mng,P_BaDe_BaDe_Pro,P_BaDe_BaDe_TTW,P_BaDe_BaDe_CPS,P_BaDe_BaDe_CA,P_BaDe_BaDe_Sal,P_BaDe_BaDe_MOD,P_BaDe_BaDe_Lab,P_BaDe_BaDe_IDNS,P_BaDe_BaDe_Tot,P_AdvDi_Di_AdvDi_Di_NFD_Mng,P_AdvDi_Di_AdvDi_Di_NFD_Pro,P_AdvDi_Di_AdvDi_Di_NFD_TTW,P_AdvDi_Di_AdvDi_Di_NFD_CPS,P_AdvDi_Di_AdvDi_Di_NFD_CA,P_AdvDi_Di_AdvDi_Di_NFD_Sal,P_AdvDi_Di_AdvDi_Di_NFD_MOD,P_AdvDi_Di_AdvDi_Di_NFD_Lab,P_AdvDi_Di_AdvDi_Di_NFD_IDNS,P_AdvDi_Di_AdvDi_Di_NFD_Tot
117021328,13,47,0,8,4,0,0,0,0,68,5,20,0,3,10,0,0,0,0,27,120,379,21,58,104,39,5,25,8,750,0,0,0,0,3,0,0,0,0,4,24,38,5,17,24,15,0,3,0,127,29,32,9,30,29,12,0,8,0,156,17,15,23,28,54,17,0,3,3,161,0,0,0,3,10,3,0,0,0,20,3,4,3,3,10,0,0,4,0,33,0,4,0,0,3,3,0,0,0,14,3,5,0,3,3,0,0,3,0,21,273,712,76,167,283,96,6,48,15,1680,3,4,0,0,3,0,0,0,0,11,8,62,0,3,4,0,0,0,0,76,89,229,19,17,34,15,3,3,0,410,0,18,0,0,3,0,0,0,0,18,14,71,3,9,3,3,0,0,3,109,5,20,0,7,10,0,0,0,0,37,221,653,72,92,174,71,22,53,10,1373,3,0,0,0,3,0,0,0,0,5
117031329,12,48,3,8,10,8,0,0,0,85,3,16,0,0,5,0,0,0,0,27,233,715,32,98,161,81,3,35,19,1368,0,0,0,3,0,0,0,0,0,3,27,27,11,27,26,9,0,0,3,128,24,29,8,36,23,18,0,7,0,151,14,5,25,17,17,12,0,3,0,93,4,0,0,0,4,3,0,0,0,16,3,9,0,8,11,9,0,0,3,47,6,11,3,0,4,0,0,0,0,25,11,12,0,8,3,4,0,0,7,44,428,1207,87,218,310,155,7,51,38,2495,0,15,0,0,0,0,0,0,0,14,29,136,0,0,3,0,0,0,0,172,226,637,19,26,85,30,3,12,11,1047,10,12,0,0,0,0,0,0,0,29,27,108,4,13,22,7,0,0,0,184,15,29,3,3,6,0,0,0,0,51,585,1570,106,175,277,159,24,89,54,3034,0,0,0,0,0,0,0,0,0,9
117031330,32,117,5,12,7,10,0,0,0,177,8,36,0,4,5,0,0,0,0,53,414,1152,46,126,260,132,0,17,22,2182,0,0,0,0,0,0,0,0,0,5,52,74,11,28,47,23,0,5,0,241,57,81,19,43,76,42,0,9,7,321,41,28,42,47,50,28,3,4,3,258,3,12,0,7,9,3,0,0,0,36,15,11,3,11,28,8,0,3,0,85,3,9,3,7,18,3,0,3,0,36,7,13,3,4,9,3,0,0,8,53,825,2157,145,314,633,286,10,44,59,4474,9,24,0,0,0,3,0,0,0,37,32,238,3,6,7,0,0,0,0,288,337,878,18,37,153,58,5,0,18,1516,12,32,3,0,3,3,0,0,0,51,60,199,11,14,21,10,0,0,0,314,24,48,0,4,12,0,0,0,0,88,816,2321,140,212,458,233,23,56,52,4314,0,4,0,0,0,0,0,0,0,6
117031331,30,98,3,9,11,3,0,0,3,161,7,30,0,0,5,0,0,0,0,46,353,1071,66,139,265,129,3,29,20,2082,0,0,0,0,0,3,0,0,0,3,32,67,20,27,42,22,7,4,3,220,40,76,13,50,75,31,0,11,4,299,31,30,27,62,60,19,0,7,4,245,5,4,0,14,11,7,0,0,0,39,8,13,3,8,20,10,3,4,0,63,10,9,0,7,8,3,0,8,0,43,10,12,0,10,8,6,0,0,6,52,713,2195,154,359,599,251,11,74,51,4406,4,10,0,0,3,0,0,0,0,23,49,449,7,0,7,0,0,0,0,513,329,975,36,46,146,33,5,5,23,1602,4,28,0,0,0,0,0,0,0,38,62,177,7,15,12,4,0,0,3,289,24,41,0,0,5,3,0,0,0,71,709,2200,162,212,437,222,18,66,43,4066,0,0,0,0,0,3,0,0,0,10
117031332,43,151,3,13,19,0,0,0,0,230,12,40,0,3,6,0,0,0,0,72,423,1535,68,218,363,156,7,37,33,2836,5,3,0,3,0,0,0,0,0,7,47,99,6,24,53,27,3,9,0,264,60,97,21,72,69,43,0,14,3,371,42,55,65,71,69,26,3,8,7,347,4,3,3,4,18,3,0,4,0,42,14,13,3,14,34,9,0,3,0,97,4,15,3,10,11,3,0,0,0,51,10,19,5,8,15,0,0,7,7,69,892,2907,192,479,781,303,12,79,74,5716,8,20,0,3,0,0,0,0,0,37,53,459,0,9,20,0,0,0,3,545,373,1142,51,55,185,45,3,16,20,1900,7,37,0,0,3,0,0,0,3,58,77,258,13,17,35,10,3,3,0,408,18,73,0,10,14,0,0,0,0,113,854,3038,190,361,544,267,30,99,70,5454,5,0,0,3,3,0,0,0,0,10
117031333,34,100,0,9,19,3,0,0,3,170,11,23,0,0,6,3,0,0,0,45,416,1132,39,142,240,138,3,49,26,2173,0,0,0,3,0,0,0,0,0,7,48,71,12,33,59,35,4,4,7,270,57,41,23,72,56,33,0,12,3,289,46,31,61,57,51,38,3,10,3,292,7,8,3,10,11,5,0,4,0,43,23,7,0,14,21,7,0,3,0,82,8,15,0,0,13,3,0,5,0,51,5,23,6,14,11,3,0,3,6,68,857,2051,163,392,577,303,8,84,59,4488,8,24,0,0,0,0,0,0,0,33,23,203,0,0,6,0,0,0,3,242,436,1033,40,69,136,55,0,20,26,1816,11,34,0,0,11,3,0,0,0,59,61,187,3,8,27,10,0,0,3,304,20,42,0,4,9,3,0,0,0,74,948,2476,122,252,412,266,23,104,60,4648,0,3,3,3,0,0,0,0,0,12
117031334,26,52,0,11,13,0,0,0,0,101,3,15,0,0,0,0,0,0,3,25,363,812,71,261,292,140,5,98,24,2066,0,0,0,0,0,0,0,4,0,11,41,44,6,46,40,24,0,10,5,225,51,30,34,87,52,42,3,15,5,328,27,22,41,61,51,30,0,13,3,249,4,3,0,8,11,5,0,4,0,29,8,13,5,16,14,11,0,3,0,77,6,13,6,13,9,9,0,7,0,71,11,12,7,16,11,11,0,8,16,94,711,1513,190,577,620,340,10,187,76,4225,3,12,0,0,0,0,0,0,0,18,26,169,0,0,6,4,0,0,9,214,364,864,49,89,182,97,15,39,22,1717,8,24,3,3,4,3,0,0,0,47,49,113,7,11,20,10,0,0,3,212,8,23,3,3,0,3,0,0,4,45,795,1862,199,403,440,242,47,213,61,4267,0,0,3,5,3,3,0,6,0,15
117031335,22,96,0,3,21,0,0,0,0,139,5,15,0,0,7,0,0,0,0,37,300,1098,66,230,281,168,9,61,23,2228,0,0,0,0,0,0,0,0,0,3,36,56,10,31,33,24,0,16,0,198,41,52,31,67,46,43,0,23,0,307,26,35,56,64,41,30,0,7,0,254,3,4,0,4,3,6,0,0,0,28,10,11,6,16,19,14,0,3,0,73,0,9,0,3,6,4,0,4,0,40,7,4,9,5,9,0,3,6,5,43,609,2013,190,463,575,324,16,123,48,4362,3,11,0,0,6,0,0,0,0,25,25,249,3,3,10,0,0,0,3,284,307,989,53,70,167,66,12,26,19,1712,3,30,0,0,4,0,0,0,0,43,51,173,3,14,32,0,4,0,0,274,8,33,3,3,10,0,0,0,0,63,693,2345,203,332,453,308,44,176,56,4614,3,0,0,0,0,0,0,0,0,11
117031336,23,80,3,3,16,3,0,0,0,123,5,18,0,0,0,0,0,0,0,26,332,975,36,154,184,135,3,55,30,1912,0,0,0,3,0,0,0,0,0,3,26,73,13,30,38,16,4,9,4,206,39,59,21,55,52,25,0,17,9,273,23,20,41,34,29,10,3,6,3,174,0,4,0,9,14,3,0,0,0,27,11,12,4,7,22,6,0,4,0,62,3,16,0,6,7,5,0,0,0,41,4,12,3,7,4,6,0,3,8,53,620,1669,128,338,431,245,9,108,65,3614,0,7,0,0,4,3,0,0,0,15,18,199,0,0,0,0,0,0,0,220,340,848,22,44,124,56,3,20,23,1487,13,15,0,0,0,3,0,0,0,33,47,151,4,11,24,4,0,0,3,247,11,30,0,5,3,3,0,0,0,51,806,2196,142,272,359,252,26,128,55,4238,0,0,0,3,0,5,0,0,0,10
117031337,16,38,0,9,8,3,0,0,0,82,0,9,0,0,0,0,0,0,0,11,334,808,122,598,334,235,11,242,40,2722,0,0,0,3,0,0,0,7,0,11,48,38,41,103,30,68,3,44,3,379,49,42,60,213,48,81,0,87,14,599,15,20,39,66,20,30,3,26,5,227,3,7,0,15,5,3,3,3,0,34,12,6,4,29,13,10,0,10,3,89,12,17,3,23,9,10,0,14,4,94,11,16,11,46,5,17,0,22,38,172,706,1469,315,1182,658,521,26,470,119,5479,4,11,0,0,3,0,0,0,0,15,38,164,3,0,7,0,0,0,0,216,452,901,65,128,265,126,17,43,41,2033,7,27,0,3,9,0,0,0,0,44,42,85,6,10,13,4,0,3,3,168,9,22,3,0,6,0,0,0,0,36,815,1939,394,834,502,366,57,498,84,5488,0,0,4,3,0,0,0,6,0,21
117031338,28,101,3,7,26,3,0,0,0,166,13,30,0,0,5,0,0,0,0,53,502,1423,63,210,425,229,9,71,34,2966,3,0,0,0,0,0,0,0,0,3,67,80,14,60,69,38,3,11,5,346,94,95,34,111,117,69,3,11,7,546,64,39,85,81,121,53,9,13,20,489,6,8,3,16,19,5,0,0,0,62,19,8,6,16,39,14,0,5,3,119,10,21,7,5,26,9,0,0,0,83,11,14,8,12,9,18,4,8,11,94,1012,2633,262,580,1088,518,32,145,94,6361,9,17,0,0,0,3,0,0,0,35,23,280,7,3,3,0,0,0,8,323,437,1299,74,74,326,154,25,34,33,2451,11,42,0,0,9,3,0,0,0,70,61,171,4,15,32,13,0,3,4,309,26,52,3,6,12,5,0,0,0,106,1085,2892,225,359,665,426,59,155,66,5933,10,3,0,0,3,0,0,3,0,12
118011339,24,72,0,7,15,4,0,0,3,124,4,26,0,3,4,0,0,0,0,33,425,1090,34,164,244,141,8,38,25,2181,0,0,3,0,0,0,0,0,0,9,54,75,10,31,60,21,0,9,3,257,50,60,18,68,78,31,3,8,5,316,27,26,40,44,47,20,0,16,3,225,8,12,0,5,10,3,0,0,0,40,14,15,3,21,32,13,0,3,0,93,4,15,0,7,19,0,0,0,3,59,11,15,4,9,12,12,0,6,11,68,763,1937,119,390,573,263,18,88,59,4208,9,19,3,0,0,3,0,0,0,32,16,141,0,3,4,0,0,0,0,165,329,822,19,48,104,34,8,6,19,1382,8,26,0,5,0,0,0,0,0,44,48,125,8,11,16,7,3,0,7,216,8,43,0,3,7,3,0,0,0,60,900,2054,131,241,362,246,42,101,66,4145,3,3,3,0,0,0,0,0,0,12
118011340,20,97,0,11,12,3,0,0,0,148,13,23,0,0,10,0,0,0,0,41,523,1317,52,212,243,180,0,26,38,2596,0,0,0,0,0,0,0,0,0,3,56,107,5,43,51,31,3,3,6,301,61,81,27,75,68,46,0,7,4,372,27,23,43,56,56,29,4,3,3,241,3,3,5,11,8,3,0,0,0,30,20,22,3,25,28,13,0,4,0,119,4,23,6,14,14,10,0,3,0,62,13,24,3,16,9,13,0,6,11,95,899,2204,165,501,560,364,7,45,72,4818,3,16,0,0,3,0,0,0,0,23,17,131,3,0,6,3,0,0,0,162,345,830,30,48,107,49,3,5,20,1448,10,29,0,0,4,4,0,0,0,55,46,165,5,17,19,7,3,3,0,271,23,30,0,3,7,3,0,0,0,68,1132,2515,130,298,354,334,26,90,71,4950,0,0,0,0,0,0,0,0,0,8
118011341,17,62,0,13,12,0,0,0,0,117,3,23,0,0,3,0,0,0,0,32,314,945,42,134,205,111,3,48,26,1829,0,3,0,0,0,3,0,0,0,4,39,65,7,34,34,22,3,5,0,213,47,63,11,65,40,30,3,8,8,279,27,26,30,43,43,21,0,11,3,202,3,3,0,5,13,3,0,0,0,28,13,11,3,11,22,7,0,4,0,80,7,22,3,4,21,5,0,6,0,67,6,12,3,10,12,4,0,7,7,63,623,1678,101,352,480,228,6,90,54,3616,7,17,0,0,0,0,0,0,0,27,29,152,0,3,9,0,0,0,0,190,257,654,12,31,98,29,3,14,7,1107,7,24,0,3,6,0,0,0,0,47,37,110,0,16,22,0,0,11,0,197,8,29,0,3,7,0,0,0,0,41,680,1788,107,213,291,195,25,91,52,3455,0,3,0,0,0,3,0,3,0,8
118011342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118011343,46,121,0,3,16,12,0,0,3,194,5,19,0,3,6,0,0,0,0,38,564,1399,32,131,364,178,3,14,31,2723,4,0,0,0,3,3,0,0,0,12,76,119,9,33,93,40,0,4,3,383,60,74,11,52,70,37,0,3,10,313,37,29,33,47,51,45,0,4,0,233,5,4,0,5,16,9,0,0,0,44,26,21,3,16,41,15,0,5,3,128,12,28,4,3,20,8,0,0,0,80,13,22,3,8,28,8,0,0,15,107,1061,2473,106,331,799,378,3,38,78,5264,5,39,0,0,3,4,0,0,0,49,49,276,4,3,7,0,0,0,0,346,461,1040,14,29,132,65,3,8,23,1776,13,30,0,0,9,5,0,3,0,57,71,193,6,7,25,14,0,0,3,313,12,29,0,3,9,0,0,0,0,52,1257,2788,91,194,525,328,31,46,116,5382,4,3,0,0,0,3,0,0,0,16
118011344,10,42,0,3,8,3,0,0,0,74,3,4,0,0,3,0,0,0,0,15,181,516,4,68,181,50,0,15,14,1027,0,0,0,0,0,0,0,0,0,3,37,46,5,33,39,16,0,4,5,188,33,32,12,22,51,25,0,3,5,181,9,15,28,38,28,12,0,0,0,124,0,3,0,0,4,0,0,0,0,14,13,10,0,15,21,3,0,3,0,67,4,9,0,4,8,7,0,0,0,28,7,22,0,7,7,3,0,0,5,54,369,930,53,194,393,136,4,23,33,2138,3,12,0,0,0,0,0,0,0,16,11,89,0,0,3,0,0,0,0,110,162,330,10,7,45,23,0,3,11,590,9,17,0,3,0,0,0,0,0,29,18,78,0,3,13,3,3,3,0,122,9,7,0,0,5,0,0,0,0,19,487,1075,42,91,248,113,11,24,34,2120,0,0,0,0,0,0,0,0,0,5
118011345,40,76,0,7,22,4,0,0,0,150,9,21,0,0,3,0,0,0,0,33,393,1100,39,119,217,132,0,13,25,2022,0,3,0,3,0,0,0,0,0,7,55,65,5,15,37,23,0,3,3,213,38,43,12,36,54,19,0,3,0,212,22,23,41,27,43,13,3,3,0,184,7,0,0,5,6,0,0,0,0,24,13,10,3,15,20,14,0,0,0,64,10,23,0,3,3,7,0,0,0,49,8,10,0,6,11,3,0,4,8,49,781,1944,109,264,491,233,8,27,48,3903,3,19,0,0,0,0,0,0,0,30,25,196,0,0,3,0,0,0,0,229,385,816,18,34,109,36,3,5,16,1413,5,36,3,3,3,0,0,3,0,48,58,139,4,9,24,9,0,0,0,239,16,31,0,0,3,6,0,0,0,58,779,2146,80,171,352,245,17,28,53,3875,0,4,0,6,0,0,0,0,0,9
118011346,19,38,0,0,15,3,0,0,0,71,0,3,0,7,0,0,0,0,0,11,194,475,16,72,173,61,0,12,19,1024,0,0,0,3,0,0,0,0,0,3,38,57,3,14,48,19,0,3,7,182,21,20,3,23,33,8,0,4,0,117,11,11,13,23,24,9,0,3,3,91,5,5,0,0,5,3,0,0,0,18,11,6,3,14,21,6,0,0,0,59,8,7,0,8,5,0,0,0,0,36,11,8,0,5,10,11,0,0,4,50,377,824,42,165,370,142,0,23,38,1978,0,8,0,0,3,3,0,0,0,12,17,106,0,0,5,0,0,0,0,135,188,342,3,3,45,25,0,4,17,629,4,14,0,0,0,0,0,0,0,21,31,60,0,0,19,3,0,0,0,121,3,9,0,4,3,0,0,0,0,16,577,1035,38,101,213,120,4,13,39,2162,0,0,0,3,0,0,0,0,0,3
118011347,15,27,0,3,5,0,0,0,0,52,3,10,0,0,0,0,0,0,0,14,164,499,18,48,118,58,4,8,13,929,0,0,0,0,0,0,0,0,0,4,18,32,0,9,18,14,0,0,4,99,24,22,3,5,17,12,0,0,3,90,12,4,12,9,19,7,0,6,0,72,0,0,0,0,0,0,0,0,0,7,7,4,0,3,14,3,0,0,0,33,3,6,3,0,6,4,0,0,0,26,0,17,0,3,3,3,0,0,0,28,333,865,43,92,225,116,4,17,23,1709,4,6,0,0,0,0,0,0,0,17,13,114,0,3,0,0,0,0,3,134,170,338,3,11,36,20,0,0,7,586,0,12,0,0,5,0,0,0,0,16,26,57,0,7,12,3,0,0,0,102,5,21,0,0,0,0,0,0,0,23,391,984,35,65,161,109,11,17,29,1805,0,0,0,0,0,0,0,0,0,3
118021348,25,155,3,10,25,6,0,0,0,225,8,53,0,5,9,0,0,0,0,68,510,1586,43,188,357,148,0,18,37,2886,0,6,0,3,0,0,0,0,0,14,66,123,18,60,76,42,3,4,3,391,69,97,20,82,103,40,3,12,4,440,52,35,63,87,100,39,0,8,4,390,7,5,3,9,19,5,0,0,0,52,18,22,3,24,48,17,0,5,0,131,6,25,7,8,15,13,0,3,3,81,8,26,3,12,14,16,0,3,8,89,1017,2883,168,513,886,340,12,63,81,5956,6,25,0,0,0,0,0,0,0,31,50,378,3,0,9,3,0,4,3,448,439,978,19,38,146,45,7,10,28,1700,19,38,0,3,4,0,0,0,0,63,58,234,3,11,26,10,0,3,5,362,14,58,0,3,10,0,0,0,0,95,1076,2843,122,284,508,284,29,42,76,5269,3,6,0,3,4,0,0,0,0,13
118021350,16,51,0,6,13,0,0,0,0,97,3,14,0,0,0,0,0,0,0,20,178,711,19,84,189,90,6,9,17,1305,0,3,0,0,0,0,0,0,0,7,35,74,8,41,92,36,0,9,4,300,56,67,16,66,134,25,0,7,5,375,35,31,45,129,147,44,3,21,4,464,6,4,4,16,26,10,0,3,0,68,13,17,3,32,76,10,0,4,3,155,3,12,3,5,25,7,0,3,0,55,7,24,3,20,36,9,0,9,14,123,442,1317,114,409,796,242,17,69,50,3454,3,10,0,0,3,0,0,0,0,13,23,154,3,0,8,0,0,0,3,189,200,397,22,28,74,20,9,7,3,759,8,20,0,0,8,0,0,0,0,32,32,81,0,6,13,0,3,0,0,146,15,18,0,0,3,0,0,0,0,39,426,1152,74,138,267,143,33,34,30,2299,0,4,0,0,0,0,0,4,0,11
118021564,11,46,0,8,4,3,0,0,0,70,0,10,0,0,0,0,0,0,0,13,153,498,30,100,173,79,4,35,7,1080,0,0,0,3,0,0,0,0,0,9,19,30,10,18,44,14,0,4,3,139,23,28,8,21,39,23,0,11,3,161,26,14,22,37,33,14,0,4,0,157,0,3,3,0,6,7,0,0,0,27,3,8,3,19,13,8,0,3,0,66,0,6,0,0,8,0,0,0,0,16,3,4,0,7,10,0,0,0,3,25,294,983,88,242,407,170,6,60,27,2273,0,12,0,0,0,0,0,0,0,21,21,209,3,0,4,3,0,3,0,245,129,476,19,45,91,40,7,10,20,839,3,9,0,0,0,3,3,0,0,19,17,67,0,12,7,3,0,0,0,115,3,13,0,0,3,0,0,0,0,23,316,982,89,165,245,137,32,74,20,2059,0,0,0,3,0,0,0,0,0,11
118021565,3,38,0,8,11,3,0,3,0,60,3,17,3,0,0,0,0,0,0,19,100,543,36,98,162,72,0,30,15,1060,0,0,0,0,0,0,0,0,0,3,12,38,4,23,31,23,0,3,0,131,17,25,8,47,59,16,0,17,0,186,15,14,19,39,41,10,3,12,7,157,0,3,0,7,11,3,0,0,0,24,5,9,3,10,32,3,0,3,0,67,3,11,0,5,14,7,0,5,0,45,4,3,0,7,5,9,0,7,6,44,235,995,77,267,431,171,5,82,43,2300,0,12,0,0,0,0,0,0,0,14,18,197,3,3,5,0,0,0,0,235,124,457,30,37,88,47,19,28,11,842,3,3,0,0,3,4,0,0,0,19,11,55,3,6,11,5,0,3,0,96,5,20,3,0,3,0,0,0,0,37,248,1017,107,165,235,138,39,92,33,2068,0,0,0,0,0,0,0,0,0,5
