SA2_MAINCODE_2016,M_SE_Europe_nfd_0_4,M_SE_Europe_nfd_5_14,M_SE_Europe_nfd_15_24,M_SE_Europe_nfd_25_44,M_SE_Europe_nfd_45_54,M_SE_Europe_nfd_55_64,M_SE_Europe_nfd_65_74,M_SE_Europe_nfd_75_84,M_SE_Europe_nfd_85ov,M_SE_Europe_nfd_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_FYROM_0_4,M_FYROM_5_14,M_FYROM_15_24,M_FYROM_25_44,M_FYROM_45_54,M_FYROM_55_64,M_FYROM_65_74,M_FYROM_75_84,M_FYROM_85ov,M_FYROM_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot,F_Chile_0_4,F_Chile_5_14,F_Chile_15_24,F_Chile_25_44,F_Chile_45_54,F_Chile_55_64,F_Chile_65_74,F_Chile_75_84,F_Chile_85ov,F_Chile_Tot
114021285,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,10,8,9,0,38,11,31,24,41,25,19,27,9,4,189,202,494,400,718,443,372,270,115,15,3027,0,0,0,0,0,0,0,0,0,0,197,418,352,646,377,254,152,60,7,2466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
114021286,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,18,0,0,0,3,4,0,0,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,3,6,6,11,18,6,6,58,13,26,24,70,59,42,49,24,6,319,226,495,433,919,551,559,569,313,95,4170,0,0,0,0,0,0,0,0,0,0,213,496,532,703,456,495,431,257,119,3703,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,11,0,0,0,0,0,0,0,0,0,4
114021287,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,3,0,12,0,0,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,9,0,3,3,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,5,0,3,3,6,11,3,13,5,5,52,16,43,25,99,42,45,37,22,4,331,279,631,630,1005,607,637,540,321,88,4746,0,0,0,0,0,0,0,0,0,0,258,571,424,857,501,467,491,227,119,3915,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,7,0,0,0,0,3,0,0,0,0,3
114021288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,0,0,23,5,23,8,30,27,32,42,10,5,186,91,267,147,294,259,272,301,94,20,1743,0,0,0,0,0,0,0,0,0,0,57,222,142,288,223,192,182,70,15,1378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0
114021289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,3,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,9,14,6,0,39,6,15,11,41,53,39,38,23,12,240,145,387,277,534,433,501,585,265,66,3191,0,0,0,0,0,0,0,0,0,0,117,349,235,458,383,415,419,161,74,2611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0
115011290,0,0,0,4,3,5,0,0,0,14,0,6,12,56,29,23,8,0,3,144,0,0,3,13,0,0,0,0,0,22,0,5,0,11,4,3,0,0,0,23,0,0,0,0,0,0,0,0,0,4,0,0,0,4,8,9,0,0,0,22,3,0,0,8,8,7,4,0,0,38,0,0,0,19,9,4,3,0,0,36,0,0,0,0,3,3,0,0,0,9,0,0,0,0,3,0,0,0,0,11,8,32,24,99,43,41,36,23,10,312,28,32,26,96,46,33,29,24,13,323,902,1694,1227,3303,1483,1047,949,508,166,11280,0,0,0,8,3,3,0,0,0,21,738,1328,806,1522,717,563,662,340,202,6878,0,0,0,10,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,0,0,0,0,7,0,0,0,11,4,3,0,0,0,18,0,0,0,8,5,9,7,0,0,26
115011291,0,0,0,0,3,0,0,0,0,10,0,7,11,51,78,67,33,8,3,265,0,0,4,16,4,4,5,0,0,29,0,0,5,4,0,0,0,0,0,11,0,0,0,0,6,3,0,0,0,9,0,0,0,6,5,0,4,0,0,16,3,14,74,20,3,0,5,3,0,110,0,0,0,9,10,17,3,0,0,47,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,10,3,9,41,63,48,56,34,5,4,264,12,21,31,64,36,31,31,21,0,248,568,1434,1570,2263,1430,1267,888,328,72,9838,0,0,3,13,4,3,0,0,0,23,532,1156,1120,1140,705,562,409,131,43,5795,0,0,0,8,8,9,3,0,0,34,0,0,0,3,4,3,0,0,0,16,0,0,0,4,3,3,0,0,0,11,0,0,15,9,3,3,3,0,0,34,0,0,0,5,8,9,4,3,0,20
115011294,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,4,0,3,4,0,0,16,0,0,0,0,0,4,3,0,0,9,0,0,0,0,0,0,0,3,0,4,0,0,0,0,3,0,0,0,0,3,0,0,9,6,15,8,8,7,3,59,0,9,7,26,10,14,15,18,6,100,147,429,441,538,398,424,325,231,79,3022,0,0,0,0,0,0,0,0,0,0,124,383,342,416,328,279,242,193,95,2404,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,7
115011296,0,0,0,0,3,0,0,0,0,4,0,3,3,27,28,36,22,8,0,125,0,0,5,14,7,11,5,0,0,44,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,5,13,6,6,0,0,0,31,0,0,0,6,7,10,3,0,0,27,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,9,0,6,4,41,21,44,17,11,0,148,6,15,15,40,19,27,14,13,3,154,321,825,974,1342,854,989,675,193,65,6244,0,0,0,3,0,4,0,0,0,8,286,645,727,654,403,462,265,88,58,3580,0,0,0,7,7,3,0,0,0,17,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,3,3,3,0,0,0,12,0,0,0,0,3,0,0,0,0,3
115011553,0,0,0,0,0,0,0,0,0,3,0,4,8,13,3,9,7,5,0,40,0,0,0,7,0,0,0,3,0,14,0,0,0,7,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,6,4,4,4,6,0,0,3,0,0,23,0,0,0,9,3,0,0,0,0,13,0,0,0,3,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,9,4,12,13,45,28,20,14,3,0,145,7,7,8,36,18,13,14,8,3,122,276,551,427,1104,456,368,338,154,35,3713,0,0,0,0,0,0,0,0,0,0,244,375,314,494,215,207,200,93,30,2173,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,0,0,0,0,10,0,0,0,0,4,3,0,0,0,9
115011554,0,0,0,0,0,0,0,0,0,3,0,0,0,3,13,20,5,3,3,51,0,0,0,3,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,13,0,0,0,6,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,8,12,8,11,4,6,7,8,73,0,5,4,12,6,5,16,20,19,96,86,329,379,382,339,318,196,220,265,2512,0,0,0,0,0,0,3,0,0,8,87,235,254,163,158,114,143,224,380,1749,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,4
115011555,0,0,0,0,0,3,0,0,0,7,0,0,0,15,11,11,5,4,0,54,0,0,0,12,0,3,3,0,0,23,0,3,3,5,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,11,4,5,6,3,3,3,3,0,0,30,0,0,7,13,7,3,3,0,0,27,0,0,0,3,0,0,4,0,0,7,0,0,0,3,3,4,0,0,0,12,0,15,12,24,37,27,26,13,4,147,3,18,17,29,33,31,24,11,7,176,301,913,836,1279,846,775,605,263,70,5892,0,0,0,3,0,0,0,0,0,6,257,679,586,660,426,417,335,138,56,3562,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
115011556,0,0,0,0,0,3,0,0,0,4,0,3,6,20,16,10,4,0,0,59,3,0,0,14,3,0,0,0,0,20,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,0,0,16,0,8,3,0,5,3,5,0,0,25,0,0,0,14,3,3,0,0,0,21,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,3,0,0,0,3,3,7,6,32,26,23,10,7,3,126,12,22,22,40,23,19,16,9,3,165,290,693,618,1140,621,555,472,169,61,4612,0,0,0,0,0,0,0,0,0,0,283,561,418,569,297,281,255,112,24,2805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,7,0,0,0,0,8,3,0,0,0,10
115011557,0,0,0,0,0,0,5,0,0,5,0,0,7,13,25,26,13,0,0,89,0,0,0,3,0,3,0,0,0,3,0,0,4,7,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,3,0,0,3,3,3,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,8,18,12,11,6,3,0,56,3,8,7,17,13,10,9,3,0,75,146,441,383,587,398,348,193,50,22,2565,0,0,0,7,0,3,3,0,0,10,128,345,308,293,179,116,72,28,7,1466,0,0,0,6,4,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
115011558,0,0,0,0,0,0,0,3,0,7,0,20,32,60,80,70,34,11,3,306,0,0,12,20,7,8,8,0,0,58,0,0,7,4,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,0,0,11,0,15,17,17,4,7,0,0,0,63,0,3,0,9,9,9,0,0,0,34,0,0,3,0,4,3,3,0,0,18,0,0,0,4,3,8,0,0,0,16,3,22,37,58,45,52,33,12,3,267,13,31,20,55,37,29,22,16,9,224,393,1412,1537,1844,1434,1296,814,339,145,9210,0,0,0,7,4,0,3,0,0,14,350,933,901,722,529,545,348,220,191,4741,0,0,0,5,3,9,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,8,3,4,3,0,0,22,0,0,0,0,3,0,8,0,0,10
115011559,0,0,0,3,5,4,0,0,0,13,0,7,12,47,46,39,15,4,0,173,0,0,4,10,3,4,0,0,0,26,4,0,5,7,0,0,0,0,0,15,0,0,0,0,3,0,0,0,0,3,0,0,0,9,6,3,0,0,0,23,3,10,5,21,8,5,0,0,0,57,0,0,0,8,10,6,3,3,0,32,0,0,0,0,3,0,0,0,0,8,0,0,4,9,10,5,0,0,0,24,7,30,44,101,66,59,28,20,3,353,14,41,42,85,74,41,28,13,3,348,801,1975,1666,2995,1723,1233,719,290,47,11436,0,0,4,22,17,12,0,3,0,58,739,1692,1180,1708,801,515,355,125,32,7158,0,0,0,15,6,7,0,0,0,29,0,0,0,3,9,0,0,4,0,15,0,0,0,10,0,0,0,0,0,14,0,0,3,13,0,3,0,0,0,19,0,0,0,5,3,0,10,0,0,21
115021297,0,0,0,0,0,3,4,0,0,3,0,0,3,5,13,15,9,0,0,48,0,0,0,11,0,7,5,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,5,6,12,8,7,4,0,0,40,0,0,0,0,3,3,0,0,0,10,0,0,0,3,3,3,5,0,0,11,0,0,0,3,0,0,0,0,0,4,0,6,7,42,47,31,40,20,12,209,7,55,69,91,106,78,70,33,10,520,527,1527,1583,2027,1627,1353,1137,530,168,10476,0,0,0,3,0,0,4,0,0,7,474,1296,1216,1567,1105,816,699,297,153,7617,0,0,0,0,6,0,3,0,0,7,0,0,0,6,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,3,0,0,3,4,10,7,0,0,0,21,0,0,0,3,3,4,3,0,3,12
115021298,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,0,0,8,0,3,0,8,5,4,11,9,0,39,3,15,12,26,26,16,10,11,4,125,141,389,330,470,389,350,290,156,70,2591,0,0,0,0,0,0,0,0,0,0,96,318,276,411,281,241,183,111,97,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0
115031299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,4,0,22,9,14,21,34,53,32,34,12,3,206,71,145,129,261,258,212,198,80,12,1376,0,0,0,0,0,0,0,0,0,0,57,142,125,212,151,107,112,23,16,946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0
115031300,0,0,0,0,0,3,3,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,5,3,0,16,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,3,4,0,14,0,0,0,5,4,3,0,0,0,10,0,0,4,13,17,15,23,18,3,96,35,80,89,150,127,131,86,28,15,731,688,1621,1562,2472,1755,1498,982,352,106,11038,0,0,0,0,0,0,0,0,0,0,593,1422,1336,2206,1356,1053,650,233,77,8927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3
115041301,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,13,16,7,8,0,0,43,12,25,37,58,66,40,43,21,0,300,376,806,706,1329,767,634,469,187,40,5320,0,0,0,0,0,0,0,0,0,0,337,708,583,1187,573,440,295,115,40,4282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4
115041302,0,0,0,0,3,0,0,0,0,7,0,0,13,38,41,24,10,9,0,124,0,0,0,10,3,3,3,0,0,16,0,0,5,3,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,6,0,0,0,8,4,4,0,0,0,21,3,15,5,20,4,9,3,0,0,57,0,3,0,5,4,3,0,0,0,20,0,0,0,3,3,4,0,0,0,11,0,0,7,10,3,0,3,0,0,24,4,16,19,79,78,43,28,11,3,277,23,41,31,121,62,39,26,9,0,348,854,2169,1631,3078,1704,1015,594,205,42,11274,0,4,6,23,15,3,5,0,0,51,720,1782,1175,1894,805,486,302,92,26,7272,0,0,0,12,3,0,0,0,0,22,0,0,0,4,3,0,0,0,0,11,0,0,0,3,0,0,0,0,0,3,0,7,3,13,4,0,0,0,0,27,0,0,0,5,3,7,5,0,0,15
116011303,0,0,0,9,3,3,3,3,0,24,3,12,13,93,14,24,13,0,0,169,0,0,3,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,0,0,7,0,0,3,15,12,10,6,0,0,49,0,0,0,11,3,0,0,0,0,12,0,0,0,3,0,6,0,0,0,15,0,0,0,0,0,0,0,3,0,4,0,0,0,3,0,0,0,0,0,3,6,22,52,150,67,47,30,22,3,388,39,47,53,195,53,49,36,16,26,515,786,968,1003,3436,842,729,465,241,118,8591,0,6,22,51,3,11,8,0,0,99,678,636,470,917,278,284,160,110,67,3589,0,3,3,66,12,3,0,0,0,95,0,0,0,3,7,8,5,3,0,31,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,4,5,3,0,15
116011304,0,0,0,3,3,0,4,4,0,11,3,11,7,48,14,8,4,3,3,104,0,0,0,0,0,0,0,0,0,0,0,3,3,8,0,4,0,0,0,19,0,0,0,0,0,0,3,0,0,3,0,0,7,10,3,6,3,0,0,31,0,0,3,7,0,0,0,0,0,13,0,0,0,4,3,3,0,0,0,16,0,0,0,3,0,0,0,0,0,3,0,0,3,4,0,0,0,0,0,9,3,23,61,113,63,37,38,26,4,374,20,41,50,114,56,57,54,26,17,432,683,1265,1242,2764,1003,917,719,304,116,9012,0,3,19,27,6,4,0,0,0,58,587,865,725,1221,411,456,246,183,57,4741,0,12,7,35,10,0,0,0,0,63,0,0,0,5,3,0,0,0,0,8,0,0,0,5,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,3,0,0,0,7,4,4,8,0,0,22
116011306,0,0,0,0,3,4,3,7,0,15,0,6,18,81,30,27,21,5,0,183,0,0,0,0,0,0,0,0,0,3,0,3,3,9,3,3,3,0,0,16,0,0,0,0,4,3,3,0,0,8,0,0,0,13,8,11,4,3,0,45,4,7,0,3,0,5,0,0,0,16,0,0,0,14,9,8,4,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,3,28,73,181,120,89,58,23,3,568,37,50,68,131,60,70,46,19,10,483,815,1610,1735,3247,1403,1291,721,230,69,11115,0,3,23,55,19,11,7,0,0,119,689,1225,1029,1151,448,420,211,83,36,5288,0,5,9,74,11,7,3,0,0,112,0,0,0,7,5,9,6,0,0,30,0,0,0,4,4,0,3,0,0,14,0,0,3,3,0,0,0,0,0,5,0,0,0,3,7,4,4,0,3,24
116011307,0,0,0,3,3,9,6,3,3,27,0,10,19,96,32,20,10,9,0,192,0,0,0,4,0,0,0,0,0,6,3,0,3,4,0,0,0,0,0,9,0,0,0,0,0,3,0,0,0,6,0,0,0,10,5,10,4,0,0,27,0,0,6,7,8,9,0,0,0,34,0,0,0,4,4,7,4,0,0,16,0,0,0,0,0,0,4,0,0,14,0,0,0,3,0,0,0,0,0,3,4,22,32,125,73,83,61,25,8,433,39,44,70,162,97,94,58,40,16,625,900,1638,1565,3554,1630,1534,995,438,158,12406,0,0,0,17,0,3,0,0,0,23,856,1339,1145,2103,951,858,511,304,135,8198,0,3,0,21,4,3,0,0,0,28,0,0,0,9,7,0,0,3,0,17,0,0,0,4,0,0,0,0,0,8,0,0,0,10,3,3,0,0,0,17,0,0,0,9,8,8,10,0,0,30
116011308,0,0,0,0,3,7,11,3,0,27,3,26,73,383,126,71,35,16,0,729,0,0,0,5,0,0,0,0,0,11,0,3,11,6,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,10,29,28,13,4,3,0,85,0,9,0,13,5,3,0,0,0,34,0,0,0,6,13,14,3,0,0,37,0,0,0,0,0,0,0,5,0,9,0,0,3,0,0,0,0,0,0,9,0,20,56,99,61,75,54,49,11,423,28,49,75,212,94,83,69,27,12,662,853,1594,1565,3765,1479,1291,987,422,99,12061,0,0,4,15,6,8,3,0,0,36,699,1188,918,1403,567,550,427,155,47,5952,0,5,3,24,12,3,0,0,0,46,0,0,0,3,4,3,3,5,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,8,0,0,0,6,5,4,3,8,0,24
116011560,0,0,0,5,3,11,3,3,3,25,0,3,0,55,9,14,5,0,0,91,0,0,0,3,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,11,0,0,0,0,0,0,3,0,0,4,0,0,3,37,14,13,3,0,0,71,0,3,3,3,0,0,0,0,0,14,0,0,0,9,7,8,4,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,3,16,44,89,55,35,21,19,6,292,23,38,41,98,51,35,23,18,3,332,453,892,884,1871,768,617,391,241,54,6174,0,0,8,16,4,5,0,0,0,38,387,652,534,693,273,228,155,146,35,3094,0,7,3,22,10,3,0,0,0,38,0,0,0,11,7,4,5,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,10,0,0,0,3,3,5,0,0,0,14
