SA2_MAINCODE_2016,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_M,Non_sch_quals_PostGrad_Dgre_F,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_M,Non_sch_quals_Gr_Dip_Gr_Crt_F,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_M,Non_sch_quals_Bchelr_Degree_F,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_M,Non_sch_quls_Advncd_Dip_Dip_F,Non_sch_quls_Advncd_Dip_Dip_P,Non_sch_quls_Cert3a4_Level_M,Non_sch_quls_Cert3a4_Level_F,Non_sch_quls_Cert3a4_Level_P,Non_sch_quls_Cert1a2_Level_M,Non_sch_quls_Cert1a2_Level_F,Non_sch_quls_Cert1a2_Level_P,Non_sch_quls_Certnfd_Level_M,Non_sch_quls_Certnfd_Level_F,Non_sch_quls_Certnfd_Level_P,Non_sch_quls_CertTot_Level_M,Non_sch_quls_CertTot_Level_F,Non_sch_quls_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
114011275,24,19,42,8,3,12,4,3,7,0,0,0,3,0,3,16,11,25,6,10,10,18.8,0,12,66.7,57.9,59.5,50,31.6,45.2,0,0,0,0,0,0,0,5,11,5,4,5,6,5,9,0,0,0,3,0,3,14,4,18,28,18,43,0,0,3,16,8,21,7,7,21
114011276,1738,1909,3644,598,330,935,203,428,631,47,63,109,45,45,89,896,872,1768,715,921,1640,5,5.2,5,51.6,45.7,48.5,48.8,43,46,97,103,201,37,68,104,217,281,498,154,218,373,509,204,718,13,34,42,31,60,92,552,298,849,1535,1626,3163,274,342,619,943,994,1933,819,932,1752
114011277,6242,6648,12881,2355,1280,3632,789,1665,2454,176,176,357,220,170,390,3545,3290,6837,2247,2917,5163,6.2,5.2,5.7,56.8,49.5,53.1,53.2,46.9,50,146,146,293,83,159,245,509,786,1297,544,724,1270,1801,939,2735,61,138,201,116,248,365,1976,1328,3300,6012,6201,12220,986,1101,2081,4140,4196,8344,2605,2863,5472
114011278,8111,7940,16048,2767,1421,4185,773,1752,2523,200,247,446,381,277,659,4113,3704,7818,3270,3493,6764,9.3,7.5,8.4,50.7,46.6,48.7,46.1,43.1,44.6,102,121,219,49,126,179,371,619,988,503,711,1221,2162,1208,3378,102,171,270,112,216,331,2382,1594,3982,6790,7249,14034,1512,1611,3124,4206,4464,8669,3622,3891,7510
114011279,5582,6075,11657,1561,857,2419,622,1166,1792,117,164,276,231,210,436,2525,2402,4924,2658,3259,5915,9.1,8.7,8.9,45.2,39.5,42.2,41.2,36,38.5,60,68,120,39,79,119,190,398,587,348,545,897,1796,844,2634,56,119,182,119,216,334,1973,1183,3148,5230,5581,10814,962,1052,2015,3451,3548,7001,2521,2837,5359
114011280,1927,1928,3858,406,200,608,200,331,531,40,46,89,59,40,100,708,615,1321,1102,1219,2315,8.3,6.5,7.6,36.7,31.9,34.2,33.5,29.9,31.8,19,21,43,9,24,33,73,129,203,101,153,249,739,210,945,22,27,47,34,71,112,791,316,1105,1753,1727,3478,258,258,514,1205,1220,2423,733,719,1451
114011281,1437,1393,2834,585,309,890,197,405,607,45,39,86,34,35,68,868,785,1648,476,521,1005,3.9,4.5,4.1,60.4,56.4,58.2,57.6,54.1,55.9,31,43,72,20,37,55,97,165,266,111,143,254,538,213,756,13,42,49,22,50,79,571,307,883,1429,1381,2812,160,155,312,1075,964,2042,472,500,969
114011282,6148,6772,12925,1712,914,2633,831,1525,2356,164,187,353,202,162,364,2916,2785,5697,2785,3436,6228,6.9,5.8,6.4,47.4,41.1,44.1,44,38.8,41.3,130,120,247,79,147,222,457,622,1076,377,668,1043,1921,771,2691,62,135,194,140,244,383,2113,1151,3271,5606,5987,11591,1093,1201,2297,3705,3913,7613,2743,3065,5813
114011283,2229,2106,4337,589,295,886,335,527,857,69,68,140,79,52,133,1079,933,2011,970,1009,1983,7.3,5.6,6.6,48.4,44.3,46.4,44.5,42.3,43.4,64,58,123,28,50,78,169,232,393,146,217,365,810,242,1052,12,52,66,48,91,145,872,391,1265,2101,1957,4051,259,271,527,1523,1413,2932,769,751,1516
114021284,4947,5983,10929,1767,1015,2779,641,1311,1946,116,132,245,105,108,205,2621,2557,5174,2036,3081,5109,4,4.2,4,53,42.7,47.3,51,41.1,45.5,376,301,671,116,195,310,859,1026,1886,521,816,1334,1023,422,1443,33,89,117,105,238,348,1160,749,1914,4617,5343,9958,859,991,1851,2863,3305,6164,2485,2918,5411
114021285,2330,2345,4674,1194,613,1803,287,676,964,74,64,135,64,72,131,1616,1422,3041,590,809,1394,4,5.1,4.3,69.4,60.6,65.1,66.7,57.7,62.1,41,36,79,24,44,65,113,228,341,139,272,414,810,382,1195,15,48,67,43,79,124,869,511,1380,2416,2394,4809,321,355,672,1674,1675,3351,965,961,1922
114021286,3450,4037,7483,1450,835,2282,477,995,1470,87,101,190,72,76,148,2092,2008,4101,1059,1673,2733,3.4,3.8,3.6,60.6,49.7,54.8,58.4,47.8,52.7,151,168,319,50,77,133,393,547,939,254,449,701,934,413,1346,26,64,85,65,157,224,1026,632,1660,3069,3575,6647,633,708,1335,1985,2249,4235,1600,1933,3526
114021287,3829,4150,7986,1697,879,2575,472,1045,1518,89,103,197,76,84,163,2338,2110,4451,1257,1788,3044,3.3,4,3.7,61.1,50.8,55.7,59,48.8,53.7,120,143,270,52,96,151,385,514,899,250,448,702,1038,510,1548,25,75,101,76,166,246,1136,754,1889,3561,3851,7419,756,772,1524,2264,2443,4705,1873,2022,3891
114021288,1389,1461,2850,622,356,973,185,389,575,35,40,71,27,30,52,860,807,1673,399,536,937,3.1,3.7,3.1,61.9,55.2,58.7,60.6,53.7,56.8,79,81,156,22,32,56,182,262,443,120,182,304,380,159,545,16,26,36,37,72,105,435,253,689,1348,1387,2734,202,219,422,924,955,1879,576,616,1196
114021289,2666,2889,5555,1020,592,1609,423,727,1148,66,81,147,45,55,105,1552,1452,3006,916,1233,2147,2.9,3.8,3.5,58.2,50.3,54.1,56.6,48.5,52.3,153,123,269,44,91,142,361,531,888,239,370,608,699,286,981,19,52,75,68,118,183,789,451,1240,2527,2663,5190,404,475,877,1690,1755,3441,1133,1286,2413
115011290,8688,9230,17923,4675,2777,7450,1061,2192,3247,201,301,497,300,285,583,6233,5553,11783,2201,3355,5555,4.8,5.1,4.9,71.7,60.2,65.7,68.3,57.1,62.5,958,850,1811,161,253,411,1840,2174,4019,838,1081,1914,1554,632,2193,41,101,144,168,270,441,1766,1003,2769,9192,9560,18755,1442,1467,2916,6289,6606,12898,3769,3883,7652
115011291,7831,8313,16144,4221,2580,6806,1088,2268,3356,180,245,423,274,301,574,5763,5395,11165,1878,2716,4602,4.8,5.6,5.1,73.6,64.9,69.2,70.1,61.3,65.6,851,717,1566,156,190,350,1766,2059,3826,827,1064,1887,1256,566,1819,38,92,135,156,229,388,1455,885,2340,8283,8581,16862,1051,1199,2252,5941,6074,12016,3109,3357,6460
115011294,2444,2673,5117,1200,642,1849,335,701,1037,62,61,118,64,61,122,1659,1461,3123,713,1124,1833,3.9,4.2,3.9,67.9,54.7,61,65.3,52.5,58.7,165,123,292,46,73,126,533,563,1098,252,396,648,473,173,648,15,29,47,54,99,146,543,305,844,2564,2732,5296,292,319,611,1764,1841,3603,1021,1142,2167
115011296,5095,5337,10437,2617,1588,4208,683,1392,2080,110,139,251,184,123,314,3599,3248,6846,1377,1981,3361,5.1,3.8,4.6,70.6,60.9,65.6,66.9,58.4,62.7,667,528,1191,106,156,261,1455,1472,2928,417,619,1032,604,237,838,27,51,74,103,174,276,734,460,1189,5432,5567,10998,548,548,1091,4042,4114,8153,1756,1830,3586
115011553,2890,3148,6037,1567,973,2537,370,773,1145,58,80,141,100,88,189,2095,1917,4017,702,1132,1836,4.8,4.6,4.7,72.5,60.9,66.5,69,58,63.3,337,268,605,58,79,136,687,806,1495,285,392,681,443,197,637,16,54,65,53,89,144,507,335,845,2914,3097,6004,552,568,1122,1855,1973,3829,1462,1530,2993
115011554,2092,2702,4798,856,524,1378,247,473,718,26,49,72,68,42,113,1197,1087,2278,695,1195,1891,5.7,3.9,5,57.2,40.2,47.5,54,38.7,45.2,232,174,406,50,54,105,503,540,1045,184,257,440,232,124,348,6,20,27,36,75,109,264,218,485,2092,2580,4677,279,332,609,1486,1776,3262,825,996,1821
115011555,4675,4900,9573,2394,1403,3796,667,1257,1924,82,107,197,185,141,327,3329,2911,6236,1208,1840,3046,5.6,4.8,5.2,71.2,59.4,65.1,67.2,56.5,61.8,520,362,882,91,145,236,1078,1128,2208,461,641,1103,718,312,1035,21,53,71,96,159,253,842,523,1362,4901,5031,9930,647,636,1282,3470,3565,7029,1937,1958,3891
115011556,3637,3907,7541,1930,1160,3089,482,1012,1496,72,85,155,127,121,251,2608,2381,4991,908,1417,2321,4.9,5.1,5,71.7,60.9,66.2,68.3,57.8,62.9,413,320,733,72,122,191,907,1018,1926,347,506,854,539,232,770,22,32,51,70,132,199,630,394,1019,3784,4053,7840,562,575,1133,2519,2713,5231,1661,1731,3394
115011557,1972,2150,4122,1101,706,1810,255,570,823,44,75,118,85,63,152,1493,1413,2905,432,686,1119,5.7,4.5,5.2,75.7,65.7,70.5,71,62.8,66.7,266,191,455,22,47,74,471,551,1028,194,253,445,249,114,362,8,21,25,35,68,105,293,204,498,2188,2292,4480,263,257,519,1547,1610,3158,805,867,1673
115011558,7402,7938,15336,3725,2240,5965,1023,1992,3009,150,222,372,284,242,526,5184,4692,9876,2044,3012,5060,5.5,5.2,5.3,70,59.1,64.4,66.2,56.1,60.9,1046,769,1817,207,267,471,1984,2163,4146,732,922,1654,778,360,1142,34,59,96,112,225,334,927,640,1567,7876,8163,16041,913,971,1885,5790,6057,11842,2829,2881,5706
115011559,8661,9057,17719,5106,2999,8105,1038,2524,3561,192,278,469,296,274,568,6635,6081,12709,1765,2741,4504,4.5,4.5,4.5,76.6,67.1,71.7,73.2,64,68.5,795,674,1468,138,224,359,1750,2142,3888,928,1085,2019,1513,669,2183,50,117,162,158,295,454,1714,1080,2800,9198,9594,18795,1543,1577,3119,5582,5810,11393,4709,4880,9593
115021297,8423,8613,17031,4182,2316,6493,1194,2374,3574,236,264,500,184,171,353,5792,5124,10917,2204,3051,5250,3.2,3.3,3.2,68.8,59.5,64.1,66.6,57.5,62,434,417,849,92,211,302,1295,1609,2896,677,1118,1798,2133,711,2842,39,110,150,177,291,466,2338,1115,3456,8795,8787,17583,925,986,1910,6242,6277,12521,3190,3236,6423
115021298,2060,2180,4237,997,536,1540,286,624,909,55,57,105,51,42,94,1388,1257,2649,578,822,1400,3.7,3.3,3.5,67.4,57.7,62.5,65,55.8,60.3,110,117,230,27,59,89,307,413,712,195,308,503,569,183,749,9,47,50,44,79,124,622,306,926,2152,2180,4337,251,250,496,1568,1583,3150,767,809,1569
115031299,1155,1080,2243,466,262,724,141,267,405,41,34,80,37,33,69,687,588,1275,302,340,642,5.4,5.6,5.4,59.5,54.4,56.8,56.1,52.1,53.9,38,35,77,10,26,38,86,123,213,76,120,195,341,137,475,11,23,35,23,42,67,378,204,574,1048,982,2029,121,129,249,758,716,1474,355,363,718
115031300,8735,8737,17471,4821,2606,7425,973,2456,3433,287,276,564,203,211,410,6281,5554,11830,1913,2643,4560,3.2,3.8,3.5,71.9,63.6,67.7,69.6,61.1,65.4,212,273,487,93,203,299,667,1187,1855,705,1120,1820,3034,1191,4222,65,169,234,169,256,426,3268,1609,4882,8998,8881,17877,1057,1069,2126,6609,6424,13037,3066,3160,6228
115041301,4140,4117,8256,2399,1231,3627,454,1207,1664,96,115,215,80,84,158,3026,2638,5661,904,1276,2180,2.6,3.2,2.8,73.1,64.1,68.6,71.2,62,66.7,67,108,170,26,70,98,250,505,755,272,508,781,1561,507,2064,21,76,96,78,131,210,1657,715,2375,4275,4137,8413,619,641,1259,2889,2815,5700,1791,1790,3584
115041302,8257,8543,16803,5093,2832,7924,989,2470,3454,199,265,469,242,275,519,6526,5839,12366,1465,2434,3897,3.7,4.7,4.2,79,68.3,73.6,76.1,65.2,70.5,632,521,1152,135,182,318,1542,1990,3533,877,1046,1917,1656,753,2408,43,108,150,140,223,363,1841,1084,2923,8821,8904,17724,1796,1822,3621,5394,5409,10803,4703,4822,9532
116011303,6840,6644,13481,3450,1817,5265,874,1282,2156,199,199,401,325,345,668,4843,3648,8491,1591,2578,4165,6.7,9.5,7.9,70.8,54.9,63,66.1,49.6,58,529,559,1088,69,92,159,1065,1257,2322,693,631,1321,1107,606,1709,51,93,148,106,129,236,1264,823,2088,6285,6028,12312,1525,1479,3001,3562,3486,7052,3740,3518,7254
116011304,7060,7261,14315,3348,2003,5343,834,1338,2175,210,201,415,336,363,706,4732,3908,8638,1975,3063,5041,7.1,9.3,8.2,67,53.8,60.3,62.2,48.8,55.4,318,357,676,52,81,134,840,1092,1933,565,684,1245,1394,716,2111,60,98,158,115,198,313,1566,1010,2580,7211,7300,14505,1103,1079,2179,4872,4970,9843,3021,2988,6008
116011306,8692,9145,17831,4138,2854,6997,1087,1613,2700,263,287,553,427,431,858,5915,5189,11104,2422,3551,5975,7.2,8.3,7.7,68.1,56.7,62.3,63.1,52,57.5,530,485,1014,96,105,196,1458,1902,3358,746,754,1500,1320,772,2093,67,146,206,135,158,292,1521,1075,2589,9046,9369,18415,1263,1226,2485,5955,6268,12219,3855,3845,7699
116011307,9869,10052,19921,4898,2964,7865,1135,2150,3286,291,314,603,414,333,744,6736,5765,12499,2644,3784,6431,6.1,5.8,6,68.3,57.4,62.7,64.1,54,59,490,456,952,128,176,310,1194,1610,2808,843,1031,1873,2160,1003,3163,84,174,255,199,296,488,2444,1471,3913,10054,10181,20244,1343,1268,2612,7310,7424,14736,3544,3467,7013
116011308,9612,9555,19168,4676,2718,7396,1182,1925,3105,238,277,511,396,398,790,6485,5321,11809,2589,3739,6332,6.1,7.5,6.7,67.5,55.7,61.6,63.4,51.5,57.4,648,597,1251,104,141,243,1318,1672,2989,794,954,1753,1802,804,2607,57,111,166,147,208,352,2001,1125,3127,9512,9536,19045,1575,1398,2969,6701,6900,13597,3863,3571,7432
116011560,4832,4894,9725,2262,1352,3616,595,939,1530,151,139,293,263,224,484,3274,2655,5929,1314,1977,3290,8,8.4,8.2,67.8,54.3,61,62.3,49.7,55.9,252,236,492,39,63,102,636,751,1392,416,459,873,899,399,1301,40,70,107,87,112,198,1023,573,1603,4903,4930,9833,761,723,1480,3368,3401,6765,2035,1993,4021
116011561,6387,6445,12839,3047,1762,4808,814,1224,2037,228,210,432,294,265,560,4377,3459,7835,1725,2674,4402,6.7,7.7,7.1,68.5,53.7,61,64,49.6,56.7,338,302,638,61,68,126,813,1013,1823,544,609,1153,1221,588,1807,59,79,141,97,155,251,1380,824,2197,6322,6403,12726,1120,1060,2181,4095,4197,8294,2959,2880,5839
116021309,6096,6286,12380,3475,2190,5659,770,1557,2326,190,217,404,279,261,542,4716,4217,8927,1257,1960,3218,5.9,6.2,6.1,77.4,67.1,72.1,72.8,63.1,67.8,641,527,1171,90,103,198,1252,1554,2808,601,649,1251,866,485,1350,36,70,106,102,145,241,1002,695,1700,6767,6942,13705,860,842,1699,4770,4832,9604,2533,2621,5157
116021310,12078,11744,23822,7000,4318,11320,1168,2906,4078,302,387,690,373,432,809,8842,8045,16890,2847,3275,6124,4.2,5.4,4.8,73.2,68.5,70.9,70.1,64.8,67.5,1188,1044,2229,195,253,447,2452,3084,5532,1178,1383,2558,1772,989,2759,52,130,182,165,243,416,1994,1365,3357,12629,12933,25569,1938,2025,3965,6513,6669,13183,6987,7277,14262
116021312,6753,6653,13410,3741,2129,5867,691,1458,2149,171,221,392,221,254,473,4828,4057,8886,1436,2156,3585,4.6,6.3,5.3,71.5,61,66.3,68.2,57.2,62.7,343,364,709,68,100,164,869,1154,2021,468,652,1119,1550,669,2216,58,92,152,121,172,297,1727,934,2659,5580,5508,11083,2303,2255,4555,3093,2953,6049,4291,4320,8608
116021562,1413,1482,2897,894,588,1481,152,356,505,34,52,90,40,67,108,1119,1066,2181,258,386,649,3.6,6.3,5,79.2,71.9,75.3,76.4,67.2,71.7,120,105,228,21,31,53,284,363,650,144,158,299,277,137,419,16,10,23,22,32,56,314,182,502,1577,1615,3194,202,189,383,1083,1101,2180,593,624,1215
116021563,8492,8999,17490,5002,3052,8054,1012,2317,3331,232,281,510,370,388,759,6612,6038,12652,1617,2677,4292,5.6,6.4,6,77.9,67.1,72.3,73.6,62.8,68,644,609,1256,129,178,313,1403,1940,3342,830,993,1822,1700,847,2548,71,159,235,151,222,375,1928,1238,3162,9155,9449,18612,1415,1429,2844,6253,6360,12614,3725,3894,7617
116031313,6497,7287,13786,2364,1267,3629,652,1087,1735,219,173,389,402,467,872,3630,2993,6630,2309,3610,5915,11.1,15.6,13.2,55.9,41.1,48.1,49.8,34.7,41.7,71,75,145,18,28,45,292,393,682,277,456,737,1094,696,1793,70,159,228,109,196,301,1275,1046,2319,7030,7386,14410,862,905,1763,5192,5399,10586,2144,2418,4561
116031314,3070,3207,6276,1668,994,2663,348,704,1053,90,101,190,142,151,296,2250,1952,4207,696,1141,1836,6.3,7.7,7,73.3,60.9,67,68.6,56.1,62.2,121,133,258,26,37,59,388,511,895,261,334,593,654,347,998,27,57,81,52,58,105,734,454,1186,3386,3514,6902,423,446,865,2368,2418,4788,1206,1292,2498
116031315,7746,8151,15899,4111,2600,6712,914,1676,2592,231,257,487,365,390,750,5622,4917,10539,1779,2868,4645,6.5,7.9,7.1,72.6,60.3,66.3,67.9,55.6,61.6,256,246,501,43,86,129,978,1378,2356,637,781,1414,1496,820,2313,75,147,229,131,196,334,1705,1169,2876,8442,8710,17150,953,1046,1998,6138,6274,12414,2813,3038,5849
116031316,7221,7986,15210,3018,1793,4810,641,1183,1826,226,212,438,411,444,853,4287,3633,7920,2273,3656,5932,9.6,12.2,10.8,59.4,45.5,52.1,53.8,39.9,46.5,220,215,435,31,49,76,488,657,1150,354,570,925,1204,802,2004,67,169,232,118,172,291,1390,1135,2527,7421,7906,15327,1361,1498,2864,4317,4607,8919,3778,4090,7872
116031317,8335,8714,17043,3286,1817,5097,1029,1336,2368,245,238,483,513,486,995,5070,3876,8941,2728,4288,7016,10.1,12.5,11.1,60.8,44.5,52.5,54.7,38.9,46.6,359,320,676,58,61,120,916,1134,2047,620,677,1294,1265,845,2111,81,148,228,146,201,352,1492,1203,2689,8538,8769,17311,1617,1654,3274,5504,5725,11226,4020,4004,8018
116031318,28,8,38,11,3,11,0,3,4,0,0,0,0,0,0,12,5,17,0,0,0,0,0,0,42.9,62.5,44.7,39.3,75,39.5,0,0,0,0,0,0,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,11,0,10,8,6,18,3,0,3,7,0,8,15,5,19
116031319,8154,8631,16786,4115,2529,6651,990,1665,2660,261,283,541,389,345,727,5751,4831,10580,2055,3446,5505,6.8,7.1,6.9,70.5,56,63,65.8,51.9,58.7,307,272,579,49,97,145,1134,1509,2639,661,741,1401,1587,866,2449,60,108,174,163,220,383,1810,1191,3008,8341,8660,17004,1300,1323,2625,5838,6077,11911,3358,3475,6832
117011320,11,6,21,9,4,9,0,3,3,0,0,0,0,0,0,8,7,15,0,0,0,0,0,0,72.7,116.7,71.4,81.8,116.7,57.1,0,0,0,0,0,0,0,0,3,0,0,0,3,3,4,0,0,0,0,0,0,3,3,4,6,7,12,3,0,4,5,0,8,6,7,15
117011321,4243,4348,8592,2296,1573,3867,481,997,1480,140,147,288,120,109,229,3029,2824,5859,855,1157,2013,4,3.9,3.9,71.4,64.9,68.2,68.7,62.5,65.6,234,277,510,33,91,131,591,793,1385,374,520,892,925,358,1286,33,45,80,70,101,168,1031,508,1532,4084,4163,8241,813,751,1562,2512,2611,5121,2108,2109,4219
117011322,10335,10381,20715,4907,3260,8167,1378,2071,3451,298,323,624,426,375,803,7010,6037,13048,2669,3747,6421,6.1,6.2,6.2,67.8,58.2,63,63.7,54.5,59.1,900,825,1725,110,155,266,1977,2295,4267,864,962,1827,1416,658,2076,55,100,151,143,196,339,1613,953,2569,8768,8947,17717,2346,2215,4563,5242,5565,10806,5482,5158,10648
117011323,4543,4840,9379,1969,1298,3268,589,962,1548,109,137,249,162,164,325,2825,2562,5387,1339,1894,3238,5.7,6.4,6,62.2,52.9,57.4,58.7,49.5,54,312,287,596,36,74,116,633,827,1457,339,467,802,781,356,1137,36,43,82,70,131,201,884,528,1420,4298,4528,8829,674,664,1337,2844,3084,5928,1956,1924,3884
117011324,3,3,9,0,3,4,0,0,0,0,0,0,0,0,0,0,3,4,3,0,3,0,0,0,0,100,44.4,0,100,44.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,6,0,0,0,4,3,5
117011325,38,23,58,7,3,13,0,0,0,5,4,10,0,0,0,12,10,23,3,4,6,0,0,0,31.6,43.5,39.7,31.6,30.4,39.7,3,0,5,0,0,0,4,3,7,0,0,0,7,0,7,0,0,0,0,0,0,7,0,6,17,8,25,0,4,4,11,7,19,5,5,13
117021326,10998,11760,22760,5155,4188,9341,1512,2431,3946,261,358,620,459,356,820,7383,7338,14723,2749,3565,6317,6.2,4.9,5.6,67.1,62.4,64.7,63,59.3,61.1,923,1177,2106,209,371,581,2372,3004,5379,842,1020,1860,1299,647,1938,63,92,164,146,211,354,1504,953,2455,9536,10014,19551,2050,2219,4274,6169,6406,12576,5032,5433,10463
117021327,8612,8909,17522,4469,3752,8222,1199,1913,3114,208,295,503,270,262,532,6143,6221,12367,1622,1907,3526,4.4,4.2,4.3,71.3,69.8,70.6,68.2,66.9,67.6,944,1162,2106,227,368,598,2269,2743,5008,737,840,1576,958,462,1421,46,62,103,122,153,274,1123,671,1796,6993,7080,14075,1820,1895,3715,4158,4191,8349,4426,4621,9052
117021328,3359,3321,6672,1775,1350,3119,473,743,1214,94,106,202,110,109,217,2449,2307,4750,670,807,1475,4.5,4.7,4.6,72.9,69.5,71.2,69.7,66.2,68,256,304,558,57,134,190,702,856,1556,293,348,636,506,213,715,17,35,51,52,47,99,571,291,864,2878,2852,5731,660,699,1360,1860,1807,3660,1584,1613,3198
117031329,6290,4483,10778,3306,2034,5343,748,778,1527,127,118,249,203,135,341,4384,3074,7456,854,723,1574,4.6,4.4,4.6,69.7,68.6,69.2,66.5,65.4,66.1,841,597,1439,144,144,292,1900,1598,3499,522,362,884,420,124,547,23,25,49,66,67,131,516,218,734,3767,2683,6447,1501,1225,2727,1792,1196,2985,3513,2698,6208
117031330,7435,7047,14483,4817,3767,8577,749,1257,2004,216,252,466,227,165,400,6005,5442,11449,756,1048,1803,3.8,3,3.5,80.8,77.2,79.1,77.8,74.9,76.3,918,1125,2041,217,297,516,2346,2463,4812,679,673,1348,761,323,1080,51,46,93,77,107,189,892,469,1359,5414,5153,10565,1868,1854,3717,2651,2533,5185,4475,4357,8835
117031331,8484,9384,17872,4019,3317,7332,1102,1780,2878,175,281,463,346,370,716,5644,5745,11390,1939,2695,4628,6.1,6.4,6.3,66.5,61.2,63.7,62.4,57.3,59.7,1228,1428,2656,205,308,510,2500,2832,5326,609,766,1380,630,369,995,28,70,97,76,116,193,738,548,1284,5714,6175,11882,2352,2741,5093,2963,3274,6239,5013,5557,10572
117031332,11134,11570,22709,5328,4457,9783,1681,2330,4015,336,451,785,479,469,948,7826,7708,15537,2252,2854,5104,6.1,6.1,6.1,70.3,66.6,68.4,66,62.6,64.2,1359,1542,2903,289,408,696,3312,3846,7158,775,803,1581,862,436,1298,58,56,117,98,145,238,1015,637,1655,7438,7407,14849,3215,3780,6997,3679,3506,7179,6889,7585,14474
117031333,11543,8870,20413,5569,3903,9472,1045,1253,2299,242,225,465,318,224,542,7172,5609,12779,1485,1614,3098,4.4,4,4.2,62.1,63.2,62.6,59.4,60.7,59.9,1287,1158,2443,239,284,526,2902,2612,5514,850,782,1635,907,378,1287,54,53,109,137,147,281,1098,579,1676,6237,5206,11449,2524,2148,4675,3031,2595,5625,5763,4852,10614
117031334,9930,10162,20090,4361,3160,7517,1509,1908,3417,239,319,558,457,488,947,6565,5873,12440,2294,3266,5561,7,8.3,7.6,66.1,57.8,61.9,61.5,53,57.2,1262,1223,2485,178,197,375,2978,3220,6192,845,880,1728,592,343,937,36,51,90,111,132,243,735,530,1265,6021,5963,11989,3273,3631,6907,2721,2789,5508,6395,6596,12993
117031335,10967,10262,21229,4693,3386,8081,1407,1721,3123,256,230,486,509,445,957,6871,5786,12654,2801,3275,6072,7.4,7.7,7.6,62.7,56.4,59.6,58,52,55.1,1249,1207,2454,212,250,465,3119,3170,6286,813,809,1620,750,382,1129,46,49,93,137,142,276,929,574,1505,7043,6014,13066,2943,3304,6252,3319,2549,5862,6584,6742,13329
117031336,9027,6579,15606,4629,2968,7599,1119,1099,2218,183,181,368,294,193,491,6229,4443,10670,1525,1373,2902,4.7,4.3,4.6,69,67.5,68.4,65.7,64.6,65.3,1147,813,1962,198,185,383,2644,2262,4907,739,622,1360,632,241,877,39,33,69,119,100,222,792,370,1169,5676,4146,9824,2132,1853,3987,2892,1926,4821,4936,4023,8957
117031337,13163,12992,26159,4750,3216,7969,2987,3462,6448,347,361,706,496,551,1046,8581,7585,16168,2547,3626,6175,5.8,7.3,6.5,65.2,58.4,61.8,61.4,54.2,57.8,1475,1353,2831,154,155,307,3427,3849,7278,1401,1452,2849,597,342,937,53,53,104,113,140,251,759,531,1292,7447,7323,14771,4007,4162,8167,2915,2775,5696,8308,8407,16719
117031338,15504,14732,30235,7279,5276,12559,1560,2180,3739,340,407,750,630,647,1279,9814,8511,18325,4097,4729,8824,6.4,7.6,7,63.3,57.8,60.6,59.2,53.4,56.4,1672,1817,3490,272,294,573,3726,4016,7744,1188,1282,2464,1486,692,2175,66,92,152,186,197,384,1737,977,2709,9994,9309,19300,4710,4763,9470,4280,3980,8265,10133,9774,19907
