SA2_MAINCODE_2016,M_AgriForestFish_PD,M_AgriForestFish_GD_GC,M_AgriForestFish_BD,M_AgriForestFish_AdD_D,M_AgriForestFish_Cert,M_AgriForestFish_ID_NS,M_AgriForestFish_ToT,M_Min_PD,M_Min_GD_GC,M_Min_BD,M_Min_AdD_D,M_Min_Cert,M_Min_ID_NS,M_Min_ToT,M_Mnfg_PD,M_Mnfg_GD_GC,M_Mnfg_BD,M_Mnfg_AdD_D,M_Mnfg_Cert,M_Mnfg_ID_NS,M_Mnfg_ToT,M_EGW_WS_PD,M_EGW_WS_GD_GC,M_EGW_WS_BD,M_EGW_WS_AdD_D,M_EGW_WS_Cert,M_EGW_WS_ID_NS,M_EGW_WS_ToT,M_Cnstn_PD,M_Cnstn_GD_GC,M_Cnstn_BD,M_Cnstn_AdD_D,M_Cnstn_Cert,M_Cnstn_ID_NS,M_Cnstn_ToT,M_WTrade_PD,M_WTrade_GD_GC,M_WTrade_BD,M_WTrade_AdD_D,M_WTrade_Cert,M_WTrade_ID_NS,M_WTrade_ToT,M_RTrade_PD,M_RTrade_GD_GC,M_RTrade_BD,M_RTrade_AdD_D,M_RTrade_Cert,M_RTrade_ID_NS,M_RTrade_ToT,M_AccomFoodS_PD,M_AccomFoodS_GD_GC,M_AccomFoodS_BD,M_AccomFoodS_AdD_D,M_AccomFoodS_Cert,M_AccomFoodS_ID_NS,M_AccomFoodS_ToT,M_TransPostWhse_PD,M_TransPostWhse_GD_GC,M_TransPostWhse_BD,M_TransPostWhse_AdD_D,M_TransPostWhse_Cert,M_TransPostWhse_ID_NS,M_TransPostWhse_ToT,M_InfoMedTelecom_PD,M_InfoMedTelecom_GD_GC,M_InfoMedTelecom_BD,M_InfoMedTelecom_AdD_D,M_InfoMedTelecom_Cert,M_InfoMedTelecom_ID_NS,M_InfoMedTelecom_ToT,M_FinInsurS_PD,M_FinInsurS_GD_GC,M_FinInsurS_BD,M_FinInsurS_AdD_D,M_FinInsurS_Cert,M_FinInsurS_ID_NS,M_FinInsurS_ToT,M_RentHirREserv_PD,M_RentHirREserv_GD_GC,M_RentHirREserv_BD,M_RentHirREserv_AdD_D,M_RentHirREserv_Cert,M_RentHirREserv_ID_NS,M_RentHirREserv_ToT,M_ProScieTechServ_PD,M_ProScieTechServ_GD_GC,M_ProScieTechServ_BD,M_ProScieTechServ_AdD_D,M_ProScieTechServ_Cert,M_ProScieTechServ_ID_NS,M_ProScieTechServ_ToT,M_AdminSupServ_PD,M_AdminSupServ_GD_GC,M_AdminSupServ_BD,M_AdminSupServ_AdD_D,M_AdminSupServ_Cert,M_AdminSupServ_ID_NS,M_AdminSupServ_ToT,M_PubAdmiSafety_PD,M_PubAdmiSafety_GD_GC,M_PubAdmiSafety_BD,M_PubAdmiSafety_AdD_D,M_PubAdmiSafety_Cert,M_PubAdmiSafety_ID_NS,M_PubAdmiSafety_ToT,M_EducTrain_PD,M_EducTrain_GD_GC,M_EducTrain_BD,M_EducTrain_AdD_D,M_EducTrain_Cert,M_EducTrain_ID_NS,M_EducTrain_ToT,M_HealthCareSocA_PD,M_HealthCareSocA_GD_GC,M_HealthCareSocA_BD,M_HealthCareSocA_AdD_D,M_HealthCareSocA_Cert,M_HealthCareSocA_ID_NS,M_HealthCareSocA_ToT,M_ArtRecServ_PD,M_ArtRecServ_GD_GC,M_ArtRecServ_BD,M_ArtRecServ_AdD_D,M_ArtRecServ_Cert,M_ArtRecServ_ID_NS,M_ArtRecServ_ToT,M_OthServ_PD,M_OthServ_GD_GC,M_OthServ_BD,M_OthServ_AdD_D,M_OthServ_Cert,M_OthServ_ID_NS,M_OthServ_ToT,M_ID_NS_PD,M_ID_NS_GD_GC,M_ID_NS_BD,M_ID_NS_AdD_D,M_ID_NS_Cert,M_ID_NS_ID_NS,M_ID_NS_ToT,M_ToT_PD,M_ToT_GD_GC,M_ToT_BD,M_ToT_AdD_D,M_ToT_Cert,M_ToT_ID_NS,M_ToT_ToT,F_AgriForestFish_PD,F_AgriForestFish_GD_GC,F_AgriForestFish_BD,F_AgriForestFish_AdD_D,F_AgriForestFish_Cert,F_AgriForestFish_ID_NS,F_AgriForestFish_ToT,F_Min_PD,F_Min_GD_GC,F_Min_BD,F_Min_AdD_D,F_Min_Cert,F_Min_ID_NS,F_Min_ToT,F_Mnfg_PD,F_Mnfg_GD_GC,F_Mnfg_BD,F_Mnfg_AdD_D,F_Mnfg_Cert,F_Mnfg_ID_NS,F_Mnfg_ToT,F_EGW_WS_PD,F_EGW_WS_GD_GC,F_EGW_WS_BD,F_EGW_WS_AdD_D,F_EGW_WS_Cert,F_EGW_WS_ID_NS,F_EGW_WS_ToT,F_Cnstn_PD,F_Cnstn_GD_GC,F_Cnstn_BD,F_Cnstn_AdD_D,F_Cnstn_Cert,F_Cnstn_ID_NS,F_Cnstn_ToT,F_WTrade_PD,F_WTrade_GD_GC,F_WTrade_BD,F_WTrade_AdD_D,F_WTrade_Cert,F_WTrade_ID_NS,F_WTrade_ToT,F_RTrade_PD,F_RTrade_GD_GC,F_RTrade_BD,F_RTrade_AdD_D,F_RTrade_Cert,F_RTrade_ID_NS,F_RTrade_ToT,F_AccomFoodS_PD,F_AccomFoodS_GD_GC,F_AccomFoodS_BD,F_AccomFoodS_AdD_D
123021442,0,0,0,0,6,0,6,0,0,0,0,0,0,0,26,4,81,76,227,17,434,12,0,10,4,20,0,44,11,0,44,31,224,22,339,24,3,39,20,45,3,136,44,0,69,31,103,8,249,25,0,40,37,44,5,145,52,3,83,61,144,15,358,30,3,28,20,13,0,90,83,12,82,26,25,3,232,3,0,9,4,14,0,35,88,9,101,30,24,4,260,8,3,29,19,40,0,99,60,10,84,55,81,13,301,69,7,57,9,18,3,165,25,4,70,40,41,7,188,5,0,6,4,13,5,29,10,3,13,18,91,3,128,21,3,32,39,92,39,219,602,68,857,521,1257,152,3451,0,0,0,0,3,0,8,0,0,0,0,0,0,3,14,3,50,18,49,3,142,3,0,0,0,0,0,4,3,0,17,7,16,0,44,11,0,17,8,19,4,60,16,3,53,39,64,12,193,9,0,25,24
123021443,0,0,0,3,0,0,9,0,0,3,0,4,0,5,28,0,69,52,229,20,397,5,0,3,4,17,0,34,6,0,30,27,306,22,385,9,3,20,26,60,7,133,21,6,55,27,83,19,209,6,0,28,35,46,7,123,40,7,78,55,147,25,350,3,0,22,13,16,3,66,33,3,54,16,33,4,147,0,4,10,5,19,3,43,31,6,74,28,30,6,176,6,0,22,13,34,3,81,42,5,48,60,67,8,229,35,4,41,15,16,0,121,28,12,68,21,48,4,180,0,0,11,4,11,0,28,3,0,15,8,103,3,130,10,0,22,23,83,30,163,315,55,675,440,1349,172,3005,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,27,23,39,8,97,0,0,3,3,3,0,12,3,0,3,8,19,3,37,0,0,12,18,20,3,55,16,4,42,54,73,26,214,5,0,22,22
123021444,0,0,0,0,4,0,4,0,0,3,0,7,0,10,12,0,34,57,254,17,382,0,0,4,8,26,0,43,4,0,26,41,354,18,448,3,0,16,22,83,9,126,10,3,39,26,140,11,227,0,0,17,14,65,13,107,3,3,27,37,147,19,228,0,6,11,17,12,3,54,7,3,31,42,37,7,126,4,0,3,12,24,3,41,18,6,64,29,48,6,166,0,0,10,9,41,9,76,9,5,43,55,73,5,197,29,9,56,19,29,6,145,15,10,55,27,45,15,162,3,0,4,8,17,3,32,0,0,18,13,96,8,135,3,3,16,9,106,32,176,132,46,479,436,1601,179,2877,0,0,0,0,4,0,4,0,0,0,0,0,0,0,5,0,14,27,38,12,85,0,0,4,4,4,0,19,0,0,4,19,30,6,60,0,0,11,7,25,3,49,10,3,45,57,115,19,249,3,0,14,34
123031445,0,0,5,0,11,0,10,0,0,0,3,31,3,39,0,0,6,14,89,0,114,0,0,0,3,14,0,17,0,0,9,12,187,5,214,0,0,4,6,31,0,39,0,0,3,6,44,0,57,0,0,0,0,12,0,18,0,0,3,7,59,4,75,0,0,0,0,7,0,4,0,0,0,4,3,0,10,0,0,3,0,11,0,12,3,0,7,7,9,3,29,0,0,0,3,12,3,23,3,0,8,16,24,0,56,3,0,21,3,0,0,35,4,0,3,5,15,0,22,3,0,3,0,6,0,5,0,0,3,0,71,0,73,0,0,3,5,37,3,50,18,12,73,94,669,29,897,0,0,0,4,5,0,16,0,0,0,0,3,0,3,0,0,3,4,18,4,34,3,0,0,0,0,0,3,0,0,9,15,14,0,32,0,0,0,3,9,0,15,0,0,4,12,43,3,63,0,0,0,9
123031446,0,0,0,6,12,0,18,0,0,3,12,44,0,68,5,0,27,28,150,5,212,0,0,3,15,32,3,49,0,0,18,28,384,14,447,0,0,4,6,49,0,60,0,0,14,14,68,4,99,0,0,8,9,16,5,31,0,0,8,15,96,9,124,3,0,4,3,16,0,23,12,0,6,12,13,3,46,0,0,4,3,17,0,19,18,0,33,15,36,4,100,0,0,8,7,22,4,42,7,4,31,53,44,0,141,15,10,46,14,21,0,99,8,3,29,13,9,0,59,0,0,0,3,13,0,15,0,3,5,3,72,4,90,3,0,7,14,56,8,88,75,23,252,265,1178,65,1859,0,0,3,3,0,0,11,0,0,0,3,4,0,9,4,0,17,17,23,8,64,0,0,3,3,3,0,16,3,0,5,22,38,0,68,0,0,6,4,13,4,29,0,0,9,19,46,6,91,0,0,12,12
123031447,3,0,7,7,47,4,64,0,0,3,18,106,0,129,3,3,25,34,247,15,331,3,0,3,8,52,0,71,5,3,17,37,537,30,620,3,0,9,11,64,0,84,0,3,14,23,89,11,141,0,3,0,8,30,4,45,5,0,11,18,156,7,200,0,0,4,3,5,0,18,7,3,16,5,19,3,50,3,0,7,7,22,5,41,8,3,37,18,41,10,119,0,0,3,9,44,3,58,10,13,41,52,75,10,202,33,7,60,21,23,0,152,14,3,32,26,21,3,101,0,0,6,3,20,5,29,0,0,0,3,117,3,127,3,0,13,4,89,17,122,101,45,304,320,1813,123,2707,3,0,7,3,12,3,24,0,0,0,0,3,0,6,0,3,17,15,42,9,83,0,0,0,0,3,0,8,7,0,9,15,44,3,72,0,0,7,6,11,3,24,5,0,22,40,102,19,192,0,3,10,25
123031448,0,0,9,3,27,11,56,0,0,3,5,22,0,35,3,0,11,13,123,7,152,0,0,3,3,25,0,37,0,0,19,20,383,17,437,0,0,11,4,25,0,43,7,3,4,11,44,5,72,0,0,6,3,9,0,21,0,0,6,9,89,7,117,3,0,3,3,6,0,14,3,0,16,6,12,3,38,0,0,3,5,22,0,33,8,0,34,14,21,3,80,0,0,0,3,33,3,39,3,5,23,29,54,3,121,16,3,25,5,21,4,77,3,3,20,7,14,0,47,0,0,3,4,13,0,18,3,0,4,3,107,0,116,3,0,3,15,65,12,94,51,23,198,176,1125,78,1649,0,0,11,10,9,0,26,0,0,3,0,0,0,3,0,0,15,6,22,3,53,0,0,0,4,0,0,8,0,0,6,21,28,9,62,0,3,3,6,18,3,32,0,0,9,18,50,10,92,0,0,3,11
124011449,0,0,3,0,5,0,15,3,0,5,4,28,0,37,0,0,10,7,21,0,35,0,0,3,3,13,0,21,0,0,18,10,82,0,114,0,0,0,3,4,0,10,3,0,13,7,29,4,62,3,0,10,16,35,3,71,0,0,5,4,23,0,30,3,0,8,3,0,0,13,0,3,7,3,3,0,20,0,0,4,4,9,0,10,11,9,32,6,11,0,70,3,0,9,5,15,0,26,6,5,18,20,24,0,72,27,9,30,3,5,0,86,13,3,22,16,14,6,70,3,3,9,9,11,0,32,0,3,4,3,26,0,38,3,0,7,7,15,3,35,86,36,217,133,358,18,854,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,4,5,0,19,0,0,0,0,0,0,0,3,0,0,0,8,0,11,0,3,3,0,0,0,4,0,0,23,13,17,3,58,6,0,22,20
124011450,0,0,4,0,16,0,20,0,0,3,0,3,0,13,20,0,50,42,177,6,306,13,0,20,19,45,0,94,15,3,50,58,432,20,584,11,0,27,23,65,3,134,10,6,41,29,87,3,171,0,0,17,20,38,3,72,9,9,31,31,98,16,185,3,0,45,18,22,3,102,23,5,52,45,21,5,151,3,3,22,16,21,4,73,50,17,168,37,48,4,323,4,3,18,11,46,0,79,42,37,109,103,103,5,394,123,33,177,32,46,4,421,53,15,85,35,39,5,226,4,4,12,14,30,0,66,7,0,19,7,90,4,129,10,0,32,22,63,10,146,403,135,989,573,1486,104,3686,0,0,3,3,5,0,16,0,0,0,0,0,0,0,3,3,14,22,22,5,71,9,3,9,0,3,0,18,6,0,11,20,27,0,63,0,0,11,11,21,4,55,3,3,58,35,74,9,188,0,3,19,25
124011451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124011452,0,0,0,7,16,0,23,0,0,3,3,10,0,18,3,4,9,14,50,3,75,3,0,4,7,16,3,33,10,0,23,22,135,10,199,5,0,9,6,28,4,51,4,3,25,22,41,3,103,17,5,49,37,95,9,207,3,0,8,14,46,8,81,4,0,10,9,5,0,32,7,0,23,6,11,0,49,6,0,4,4,12,0,24,17,11,78,33,37,12,180,3,5,19,13,29,3,77,22,9,44,39,55,4,181,72,22,82,28,21,3,227,25,7,83,32,44,6,210,11,7,20,9,31,3,81,3,0,13,9,37,3,69,7,0,18,4,40,12,89,230,74,531,313,771,95,2015,0,0,0,6,6,0,13,0,0,0,0,0,0,6,3,0,8,12,10,0,27,0,0,0,0,7,0,8,0,0,6,8,11,0,20,3,0,0,4,3,0,15,0,0,42,39,55,9,152,17,3,48,78
124011453,0,0,3,0,9,0,19,0,0,0,0,0,0,6,0,5,17,29,117,7,177,0,0,12,5,22,3,43,3,0,15,22,218,9,267,0,0,3,8,33,0,48,3,0,20,21,56,3,97,4,0,13,6,46,6,78,5,0,18,18,68,0,112,3,4,9,10,13,4,41,3,5,20,20,22,4,73,0,0,3,6,7,0,19,13,3,54,22,24,8,118,0,0,14,11,28,0,58,18,13,60,57,85,8,237,54,24,94,25,27,3,231,13,8,60,27,39,3,153,18,0,7,8,16,0,49,9,0,11,12,68,0,102,0,0,14,3,41,12,72,149,67,450,313,960,62,2007,0,0,6,3,4,0,20,0,0,0,0,0,0,0,3,0,8,12,13,3,35,0,0,4,0,0,0,6,0,0,7,7,10,0,31,0,0,3,0,8,4,16,6,0,21,24,43,5,95,3,0,26,21
124011454,0,0,3,8,21,3,31,0,0,3,3,5,0,16,17,5,39,41,224,7,338,16,4,11,16,41,0,91,10,4,30,57,492,12,609,13,4,19,22,58,3,116,9,0,34,40,101,3,187,0,0,12,19,51,3,89,6,9,15,25,108,5,164,7,3,19,11,25,4,66,8,0,34,39,22,3,105,3,0,9,17,31,6,60,32,19,124,59,50,10,292,5,0,19,14,68,3,114,33,24,103,128,142,8,441,144,41,203,53,49,5,498,44,23,88,53,61,6,274,7,0,14,8,22,0,56,13,0,23,9,124,3,181,11,0,22,24,68,19,137,390,137,817,648,1767,108,3868,0,0,7,7,14,0,28,0,0,0,0,0,0,0,3,0,18,18,39,3,89,3,0,6,5,0,0,17,3,0,10,26,34,0,69,3,3,13,13,9,7,45,5,6,36,54,108,11,214,0,0,27,36
124011455,0,0,0,3,5,0,10,0,0,4,0,5,0,4,3,3,6,5,17,0,35,0,0,5,4,13,0,20,0,3,8,4,96,4,121,3,0,0,3,17,0,20,0,0,9,9,25,3,50,5,0,10,4,26,0,39,0,0,8,5,30,4,49,3,0,6,4,8,0,21,7,0,3,8,3,0,27,0,0,3,3,4,5,17,11,4,41,12,7,3,80,0,3,3,3,12,0,22,14,8,27,21,31,0,103,33,11,50,15,17,0,125,9,4,38,16,17,0,87,3,0,4,4,8,0,24,3,0,5,4,20,0,31,4,0,5,3,17,5,40,104,38,249,135,368,30,925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,5,0,20,0,0,3,0,0,0,9,0,0,3,5,4,3,11,0,0,3,4,0,0,9,6,0,23,14,21,3,67,3,0,19,19
124021456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
124031457,0,0,0,0,8,0,12,0,0,0,0,3,0,6,3,0,9,18,217,5,262,0,4,4,7,36,7,61,0,0,20,23,428,29,497,3,0,3,12,74,3,98,3,0,16,18,89,5,133,0,0,8,10,51,0,73,3,0,17,23,128,5,175,4,4,6,4,23,0,40,5,0,25,12,23,0,66,0,0,3,9,29,0,40,7,3,23,21,33,6,94,0,0,4,11,40,0,54,8,4,34,52,96,4,208,28,3,36,12,26,0,106,9,3,20,16,27,5,77,0,0,7,3,16,0,25,3,0,6,11,106,0,129,0,0,4,14,119,24,156,88,25,244,281,1583,93,2308,0,0,0,0,7,0,7,0,0,0,0,0,0,0,3,0,11,24,38,6,79,0,0,3,3,5,0,17,0,0,4,14,38,3,66,0,0,7,7,23,3,38,3,0,23,42,93,6,170,3,0,9,28
124031458,0,0,4,0,16,0,24,0,0,0,3,12,0,16,11,0,54,52,306,12,432,9,0,6,10,34,5,66,11,0,34,46,688,17,795,11,0,17,23,82,4,142,12,3,41,52,136,8,248,3,0,17,17,52,5,87,13,6,21,44,184,18,288,5,0,19,24,30,3,82,24,7,44,34,41,3,152,4,3,8,6,36,0,54,37,7,82,44,60,13,237,3,0,13,14,59,7,104,23,12,75,101,160,6,375,56,9,85,25,40,0,211,12,4,66,37,38,0,157,4,0,15,9,17,8,50,8,0,5,22,178,3,219,3,3,24,26,117,30,207,251,50,634,575,2294,138,3953,0,0,3,4,9,6,25,0,0,0,4,0,0,5,6,0,36,37,47,7,129,0,0,6,4,11,0,26,7,0,11,44,50,5,120,8,0,19,15,43,3,92,3,3,70,55,129,13,280,4,0,24,37
124031459,3,0,0,0,3,0,11,0,0,0,0,8,0,14,6,0,31,39,169,3,256,4,0,4,9,49,0,72,3,0,22,35,368,8,438,4,4,18,15,65,4,104,3,0,20,18,91,6,147,0,0,14,6,27,3,48,3,0,18,18,101,3,138,0,0,12,10,11,0,37,5,5,26,34,33,0,105,0,0,6,4,21,0,33,11,12,53,37,25,3,142,3,0,8,12,27,3,47,13,9,48,62,107,10,244,31,9,72,26,26,0,163,19,3,37,17,36,3,115,0,0,13,3,17,0,31,4,3,9,13,82,3,108,5,5,12,19,68,13,117,127,49,408,365,1344,74,2365,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,8,22,20,3,63,0,0,4,3,3,0,13,3,0,11,13,23,6,56,3,0,4,14,12,3,35,4,4,19,24,86,12,149,4,0,14,11
124031460,0,0,3,0,10,0,17,0,0,0,3,5,0,11,23,3,64,72,284,13,459,15,0,12,15,51,3,89,11,0,21,55,514,17,621,8,3,22,17,91,4,153,12,3,44,32,121,14,214,5,0,17,11,35,0,73,22,4,41,56,140,12,270,3,0,19,24,26,3,69,11,3,61,60,47,4,189,0,0,9,12,19,8,45,22,6,82,42,47,5,211,0,0,3,16,52,5,81,26,16,88,108,150,10,400,60,18,75,25,29,5,208,23,3,68,41,50,8,188,3,0,8,14,22,0,44,3,3,19,21,159,0,207,10,0,21,21,90,11,149,250,63,667,646,1940,132,3694,0,0,5,0,6,0,8,0,0,0,3,0,0,3,0,0,34,21,40,3,100,0,0,11,4,13,0,34,4,0,11,27,62,0,104,6,0,23,19,23,3,80,9,7,51,59,100,12,238,3,0,14,26
124031461,0,0,0,3,9,0,16,0,0,3,3,6,0,10,6,0,20,25,226,11,284,3,0,4,18,39,0,68,3,4,19,31,456,9,527,4,0,13,14,68,3,107,3,0,19,18,105,7,162,3,0,13,18,43,3,74,4,3,22,24,127,5,181,4,0,3,12,22,3,38,4,0,25,27,23,3,81,0,0,5,6,29,4,45,15,4,51,27,30,4,126,3,0,5,10,37,3,56,13,9,51,61,98,3,233,32,12,54,16,26,7,147,14,8,39,21,31,4,110,0,0,4,4,19,0,30,3,0,3,4,110,0,123,0,4,15,19,102,25,160,113,44,370,359,1591,95,2573,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,13,14,24,5,67,0,0,0,0,5,0,7,0,0,17,17,31,3,75,3,0,14,10,25,0,55,7,5,30,37,108,3,191,0,0,11,18
124031462,0,0,0,0,9,0,13,0,0,0,0,3,0,3,11,3,38,44,191,17,309,3,0,3,4,33,0,55,3,0,23,25,369,22,439,5,0,23,10,67,3,106,9,0,47,36,109,6,211,10,0,23,36,44,4,117,16,3,51,41,142,18,271,7,0,16,8,16,3,55,16,3,46,20,34,10,119,3,0,3,3,19,0,28,31,7,68,22,44,4,180,3,0,7,17,46,3,74,29,11,51,52,104,10,267,50,13,62,16,23,0,168,22,8,73,26,36,3,168,3,0,14,12,8,3,34,8,0,16,17,95,3,137,11,0,16,12,84,23,145,244,58,585,401,1474,147,2908,0,0,3,3,3,3,11,0,0,0,0,0,0,0,7,0,24,20,38,3,93,0,3,3,4,4,0,15,3,0,10,8,27,0,54,10,3,11,16,30,3,71,15,3,36,48,98,11,208,5,0,24,25
124031463,0,0,7,0,11,0,23,0,0,0,3,13,0,14,5,0,23,22,124,0,176,0,0,10,6,28,0,44,6,0,18,40,359,18,443,3,0,8,3,38,0,63,3,0,21,11,59,4,98,0,0,11,15,16,0,44,3,0,14,18,77,3,118,3,0,9,3,10,3,25,17,0,16,9,13,0,59,0,0,3,7,22,0,37,10,5,48,19,21,3,101,3,0,3,4,12,0,21,9,3,32,49,48,0,142,13,3,29,5,6,0,61,14,0,30,6,24,3,88,0,0,6,10,8,0,21,0,0,7,11,91,0,120,0,0,11,7,60,13,95,97,15,314,253,1047,63,1793,0,0,0,3,6,3,17,0,0,0,0,0,0,0,0,0,22,18,24,4,64,0,0,3,4,6,0,13,0,0,22,17,34,0,80,0,0,4,10,9,6,28,5,0,19,29,50,4,105,0,0,13,8
124031464,0,0,0,5,11,0,14,0,0,0,0,6,0,6,8,3,21,20,115,4,170,3,0,6,4,15,0,33,8,0,10,19,210,8,255,5,0,18,11,37,6,69,14,3,32,24,79,3,160,4,0,11,21,45,6,91,3,0,19,15,74,6,126,3,3,10,7,11,0,34,15,0,24,22,22,3,88,0,0,4,4,18,3,29,17,4,57,20,25,0,126,3,0,8,8,35,4,60,10,8,29,50,67,10,168,41,6,38,10,10,3,112,19,4,57,28,33,5,149,0,0,3,0,12,0,11,4,0,6,9,64,5,85,3,0,12,3,75,10,105,166,34,370,286,972,67,1887,0,0,5,3,8,0,13,0,0,0,0,0,0,3,10,0,14,10,25,4,61,0,0,3,0,8,0,15,0,0,4,10,20,0,41,0,0,4,3,11,0,22,3,5,30,39,67,9,160,0,4,30,21
124031465,0,0,0,0,8,0,16,0,0,0,0,4,0,7,4,0,8,8,88,3,110,0,0,0,3,23,0,29,0,0,7,15,230,12,263,0,0,0,6,26,0,30,0,0,0,5,27,6,41,0,0,3,0,12,0,17,0,0,3,3,65,3,72,0,0,0,0,3,0,12,0,0,3,0,8,0,12,0,0,4,0,8,0,10,3,0,15,10,19,3,42,0,0,0,0,11,0,20,0,0,8,27,15,0,59,6,0,9,3,11,0,33,0,0,4,7,3,0,16,0,0,4,0,4,0,11,0,0,0,3,66,0,68,3,0,3,0,39,6,50,15,7,82,99,673,37,905,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,3,8,20,4,32,0,0,0,3,6,0,9,0,0,5,9,21,3,37,0,0,0,3,6,3,11,0,0,9,3,34,8,50,4,0,0,4
124041466,3,0,3,0,29,3,43,0,0,3,0,13,0,22,4,3,12,31,148,5,213,0,0,3,8,22,0,38,0,0,11,35,324,12,383,0,0,7,13,46,3,73,7,0,15,25,81,3,129,0,0,7,12,36,7,65,3,0,9,17,70,5,108,0,0,5,4,18,0,38,3,3,5,15,14,0,34,0,0,3,3,17,0,21,9,3,28,28,31,3,93,0,0,4,5,26,0,32,22,6,43,78,140,6,293,46,5,41,13,19,3,127,5,3,37,19,27,0,102,0,0,3,3,24,3,31,4,0,9,13,71,3,96,3,0,8,9,62,13,97,107,31,271,335,1211,71,2033,0,0,3,3,15,0,24,0,0,0,0,0,0,0,0,0,11,16,25,0,53,0,0,0,3,0,0,5,0,0,5,12,38,4,68,0,0,5,6,10,0,28,3,0,25,46,95,7,174,0,0,11,23
124041467,0,0,3,5,18,3,28,0,0,0,0,4,0,8,12,0,16,31,216,3,282,0,0,5,11,41,0,64,3,0,16,30,496,14,568,3,0,11,8,61,6,88,0,0,17,19,104,9,151,0,0,3,15,34,3,53,3,0,6,15,107,11,145,0,0,3,7,23,0,43,3,3,7,12,15,0,36,0,0,3,5,19,0,26,9,3,40,28,32,6,119,0,0,3,3,37,0,48,11,4,38,70,143,3,266,22,5,36,12,25,4,100,11,0,25,17,36,0,85,3,0,5,3,17,0,24,3,0,8,9,132,0,157,0,0,4,9,109,12,143,80,19,249,312,1673,86,2424,0,0,4,0,5,0,11,0,0,0,0,0,0,0,0,0,22,14,53,9,93,0,0,3,0,3,0,8,0,3,12,15,34,7,70,0,0,11,20,31,4,62,4,0,26,38,101,6,170,6,0,21,14
124041468,0,0,3,3,20,0,24,0,0,0,0,4,0,3,0,0,3,10,83,0,94,0,0,3,3,13,3,21,3,0,11,14,282,15,327,3,0,7,3,21,0,35,0,0,4,6,41,0,48,0,0,0,0,17,3,19,0,0,0,0,81,9,89,0,0,3,4,6,0,12,0,0,3,8,4,0,22,0,0,3,0,7,3,15,5,3,11,6,10,3,38,0,0,0,0,14,0,14,4,3,12,12,23,3,61,9,0,14,4,7,5,41,5,0,8,10,12,0,37,0,0,3,3,12,3,20,0,0,0,0,86,3,90,0,0,0,6,54,5,62,36,9,82,93,790,54,1068,0,0,0,0,8,0,7,0,0,0,0,0,0,0,5,0,8,3,20,0,28,0,0,0,0,3,0,10,0,0,5,13,34,4,53,0,0,3,0,11,3,25,0,0,11,10,34,4,56,0,0,4,7
