SA2_MAINCODE_2016,M_PoDe_PoDe_NFD_Mng,M_PoDe_PoDe_NFD_Pro,M_PoDe_PoDe_NFD_TTW,M_PoDe_PoDe_NFD_CPS,M_PoDe_PoDe_NFD_CA,M_PoDe_PoDe_NFD_Sal,M_PoDe_PoDe_NFD_MOD,M_PoDe_PoDe_NFD_Lab,M_PoDe_PoDe_NFD_IDNS,M_PoDe_PoDe_NFD_Tot,M_PoDe_DoctDe_Mng,M_PoDe_DoctDe_Pro,M_PoDe_DoctDe_TTW,M_PoDe_DoctDe_CPS,M_PoDe_DoctDe_CA,M_PoDe_DoctDe_Sal,M_PoDe_DoctDe_MOD,M_PoDe_DoctDe_Lab,M_PoDe_DoctDe_IDNS,M_PoDe_DoctDe_Tot,M_PoDe_MasDe_Mng,M_PoDe_MasDe_Pro,M_PoDe_MasDe_TTW,M_PoDe_MasDe_CPS,M_PoDe_MasDe_CA,M_PoDe_MasDe_Sal,M_PoDe_MasDe_MOD,M_PoDe_MasDe_Lab,M_PoDe_MasDe_IDNS,M_PoDe_MasDe_Tot,M_GrDiGrCer_GrDiGrCerNFD_Mng,M_GrDiGrCer_GrDiGrCerNFD_Pro,M_GrDiGrCer_GrDiGrCerNFD_TTW,M_GrDiGrCer_GrDiGrCerNFD_CPS,M_GrDiGrCer_GrDiGrCerNFD_CA,M_GrDiGrCer_GrDiGrCerNFD_Sal,M_GrDiGrCer_GrDiGrCerNFD_MOD,M_GrDiGrCer_GrDiGrCerNFD_Lab,M_GrDiGrCer_GrDiGrCerNFD_IDNS,M_GrDiGrCer_GrDiGrCerNFD_Tot,M_GrDi_GrCer_GrDi_Mng,M_GrDi_GrCer_GrDi_Pro,M_GrDi_GrCer_GrDi_TTW,M_GrDi_GrCer_GrDi_CPS,M_GrDi_GrCer_GrDi_CA,M_GrDi_GrCer_GrDi_Sal,M_GrDi_GrCer_GrDi_MOD,M_GrDi_GrCer_GrDi_Lab,M_GrDi_GrCer_GrDi_IDNS,M_GrDi_GrCer_GrDi_Tot,M_GrDi_GrCer_GradCer_Mng,M_GrDi_GrCer_GradCer_Pro,M_GrDi_GrCer_GradCer_TTW,M_GrDi_GrCer_GradCer_CPS,M_GrDi_GrCer_GradCer_CA,M_GrDi_GrCer_GradCer_Sal,M_GrDi_GrCer_GradCer_MOD,M_GrDi_GrCer_GradCer_Lab,M_GrDi_GrCer_GradCer_IDNS,M_GrDi_GrCer_GradCer_Tot,M_BaDe_BaDe_Mng,M_BaDe_BaDe_Pro,M_BaDe_BaDe_TTW,M_BaDe_BaDe_CPS,M_BaDe_BaDe_CA,M_BaDe_BaDe_Sal,M_BaDe_BaDe_MOD,M_BaDe_BaDe_Lab,M_BaDe_BaDe_IDNS,M_BaDe_BaDe_Tot,M_AdvDi_Di_AdvDi_Di_NFD_Mng,M_AdvDi_Di_AdvDi_Di_NFD_Pro,M_AdvDi_Di_AdvDi_Di_NFD_TTW,M_AdvDi_Di_AdvDi_Di_NFD_CPS,M_AdvDi_Di_AdvDi_Di_NFD_CA,M_AdvDi_Di_AdvDi_Di_NFD_Sal,M_AdvDi_Di_AdvDi_Di_NFD_MOD,M_AdvDi_Di_AdvDi_Di_NFD_Lab,M_AdvDi_Di_AdvDi_Di_NFD_IDNS,M_AdvDi_Di_AdvDi_Di_NFD_Tot,M_AdvDi_Di_AdvDi_AsDe_Mng,M_AdvDi_Di_AdvDi_AsDe_Pro,M_AdvDi_Di_AdvDi_AsDe_TTW,M_AdvDi_Di_AdvDi_AsDe_CPS,M_AdvDi_Di_AdvDi_AsDe_CA,M_AdvDi_Di_AdvDi_AsDe_Sal,M_AdvDi_Di_AdvDi_AsDe_MOD,M_AdvDi_Di_AdvDi_AsDe_Lab,M_AdvDi_Di_AdvDi_AsDe_IDNS,M_AdvDi_Di_AdvDi_AsDe_Tot,M_AdvDi_Di_Dip_Mng,M_AdvDi_Di_Dip_Pro,M_AdvDi_Di_Dip_TTW,M_AdvDi_Di_Dip_CPS,M_AdvDi_Di_Dip_CA,M_AdvDi_Di_Dip_Sal,M_AdvDi_Di_Dip_MOD,M_AdvDi_Di_Dip_Lab,M_AdvDi_Di_Dip_IDNS,M_AdvDi_Di_Dip_Tot,M_Cert_CertIII_IV_Mng,M_Cert_CertIII_IV_Pro,M_Cert_CertIII_IV_TTW,M_Cert_CertIII_IV_CPS,M_Cert_CertIII_IV_CA,M_Cert_CertIII_IV_Sal,M_Cert_CertIII_IV_MOD,M_Cert_CertIII_IV_Lab,M_Cert_CertIII_IV_IDNS,M_Cert_CertIII_IV_Tot,M_Cert_CertI_II_Mng,M_Cert_CertI_II_Pro,M_Cert_CertI_II_TTW,M_Cert_CertI_II_CPS,M_Cert_CertI_II_CA,M_Cert_CertI_II_Sal,M_Cert_CertI_II_MOD,M_Cert_CertI_II_Lab,M_Cert_CertI_II_IDNS,M_Cert_CertI_II_Tot,M_Cert_Cert_nfd_Mng,M_Cert_Cert_nfd_Pro,M_Cert_Cert_nfd_TTW,M_Cert_Cert_nfd_CPS,M_Cert_Cert_nfd_CA,M_Cert_Cert_nfd_Sal,M_Cert_Cert_nfd_MOD,M_Cert_Cert_nfd_Lab,M_Cert_Cert_nfd_IDNS,M_Cert_Cert_nfd_Tot,M_LE_ID_Mng,M_LE_ID_Pro,M_LE_ID_TTW,M_LE_ID_CPS,M_LE_ID_CA,M_LE_ID_Sal,M_LE_ID_MOD,M_LE_ID_Lab,M_LE_ID_IDNS,M_LE_ID_Tot,M_LE_NS_Mng,M_LE_NS_Pro,M_LE_NS_TTW,M_LE_NS_CPS,M_LE_NS_CA,M_LE_NS_Sal,M_LE_NS_MOD,M_LE_NS_Lab,M_LE_NS_IDNS,M_LE_NS_Tot,M_Tot_Mng,M_Tot_Pro,M_Tot_TTW,M_Tot_CPS,M_Tot_CA,M_Tot_Sal,M_Tot_MOD,M_Tot_Lab,M_Tot_IDNS,M_Tot_Tot,F_PoDe_PoDe_NFD_Mng,F_PoDe_PoDe_NFD_Pro,F_PoDe_PoDe_NFD_TTW,F_PoDe_PoDe_NFD_CPS,F_PoDe_PoDe_NFD_CA,F_PoDe_PoDe_NFD_Sal,F_PoDe_PoDe_NFD_MOD,F_PoDe_PoDe_NFD_Lab,F_PoDe_PoDe_NFD_IDNS,F_PoDe_PoDe_NFD_Tot,F_PoDe_DoctDe_Mng,F_PoDe_DoctDe_Pro,F_PoDe_DoctDe_TTW,F_PoDe_DoctDe_CPS,F_PoDe_DoctDe_CA,F_PoDe_DoctDe_Sal,F_PoDe_DoctDe_MOD,F_PoDe_DoctDe_Lab,F_PoDe_DoctDe_IDNS,F_PoDe_DoctDe_Tot,F_PoDe_MasDe_Mng,F_PoDe_MasDe_Pro,F_PoDe_MasDe_TTW,F_PoDe_MasDe_CPS,F_PoDe_MasDe_CA,F_PoDe_MasDe_Sal,F_PoDe_MasDe_MOD,F_PoDe_MasDe_Lab,F_PoDe_MasDe_IDNS,F_PoDe_MasDe_Tot,F_GrDiGrCer_GrDiGrCerNFD_Mng,F_GrDiGrCer_GrDiGrCerNFD_Pro,F_GrDiGrCer_GrDiGrCerNFD_TTW,F_GrDiGrCer_GrDiGrCerNFD_CPS,F_GrDiGrCer_GrDiGrCerNFD_CA,F_GrDiGrCer_GrDiGrCerNFD_Sal,F_GrDiGrCer_GrDiGrCerNFD_MOD,F_GrDiGrCer_GrDiGrCerNFD_Lab,F_GrDiGrCer_GrDiGrCerNFD_IDNS,F_GrDiGrCer_GrDiGrCerNFD_Tot
107031141,0,6,0,0,0,0,0,0,0,6,3,17,0,0,0,0,0,0,0,22,36,71,7,3,3,0,0,0,0,122,3,3,0,0,0,0,0,0,0,4,9,17,0,3,3,0,3,0,0,36,7,6,0,0,0,0,0,0,0,12,88,257,42,35,32,17,6,15,8,509,3,0,0,0,0,0,0,0,0,3,35,45,43,25,3,8,8,8,5,185,64,59,91,29,21,12,18,14,5,303,151,41,744,66,47,61,215,143,34,1516,0,0,4,5,3,4,7,4,0,35,11,9,10,12,4,6,15,5,6,72,3,14,3,3,0,4,0,0,0,36,4,6,12,4,0,5,12,11,3,61,420,550,956,188,126,122,280,203,67,2915,0,9,0,0,0,0,0,0,0,9,0,15,0,0,0,0,0,0,0,20,28,97,0,5,9,3,0,0,0,135,0,3,0,0,0,0,0,0,0,4
107031142,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,10,20,3,0,5,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,21,90,6,10,15,4,3,0,4,163,0,0,0,0,0,0,0,0,0,0,20,14,10,10,3,3,4,3,0,65,27,21,40,29,16,12,7,6,3,163,83,26,459,51,35,40,115,94,18,919,0,5,5,0,0,3,0,7,0,16,7,0,3,7,0,0,8,11,0,37,0,3,3,3,0,0,4,4,0,15,0,3,6,0,0,7,3,14,8,39,170,202,547,121,82,74,148,138,27,1503,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,10,26,0,4,3,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0
107031143,0,3,0,0,0,0,0,0,0,3,3,5,0,0,0,0,0,0,0,10,5,19,0,0,9,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,19,0,0,3,0,0,0,0,26,0,6,0,0,0,0,0,0,0,4,31,115,23,27,19,9,7,14,0,244,0,0,0,0,0,0,0,0,0,0,10,24,22,15,6,5,3,10,3,106,31,30,36,34,16,3,25,18,0,198,102,33,742,62,50,51,194,160,23,1417,0,0,7,3,3,12,6,8,0,44,3,3,8,8,8,4,29,12,0,73,3,3,4,0,0,0,5,13,0,44,3,6,20,9,3,10,22,23,13,106,201,270,869,163,111,94,292,256,45,2314,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,10,43,3,3,6,4,0,0,3,78,0,3,0,0,0,0,0,0,0,3
107041144,3,4,0,0,0,0,0,0,0,9,3,114,0,0,0,3,0,0,0,119,70,115,23,8,14,12,7,4,4,256,0,4,0,0,0,0,0,0,0,8,6,37,0,3,5,0,0,0,4,60,8,9,0,3,3,0,0,0,0,27,143,458,42,61,51,38,20,31,11,859,0,0,0,0,0,0,0,0,0,6,45,41,38,22,8,7,6,7,0,178,55,48,71,34,25,14,9,11,9,278,139,52,644,66,52,63,169,135,29,1338,3,4,5,6,3,3,7,13,3,41,7,8,7,18,4,9,13,12,0,80,8,5,8,0,3,0,10,3,0,40,5,12,12,4,4,3,13,15,8,72,508,913,839,229,173,155,245,230,64,3355,0,3,0,0,0,0,0,0,0,5,4,57,0,0,0,0,0,0,0,59,33,190,0,19,22,3,0,4,0,266,0,5,0,0,0,0,0,0,0,12
107041145,0,0,0,0,0,0,0,0,0,0,3,34,0,0,0,0,0,0,0,43,31,62,0,5,4,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,3,24,0,3,3,0,0,0,0,37,4,5,0,0,0,0,0,0,0,11,78,225,23,31,29,13,8,10,7,432,0,0,0,0,0,0,0,0,0,3,23,23,22,29,5,7,10,17,4,134,38,42,44,32,16,12,11,7,3,212,115,44,581,55,41,44,183,115,12,1196,0,3,0,6,0,0,3,4,0,22,3,10,0,6,8,0,12,4,0,49,3,3,8,3,0,0,4,0,0,21,3,3,7,3,0,5,15,5,9,54,304,489,694,175,117,82,236,173,41,2312,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,23,25,110,0,3,11,0,0,0,4,151,0,3,0,0,0,0,0,0,0,5
107041146,3,0,0,0,0,0,0,0,0,0,15,139,3,0,5,0,0,0,0,164,61,172,16,11,18,10,8,6,7,301,0,3,0,0,0,0,0,0,0,13,12,60,5,0,4,3,0,0,0,81,6,7,0,0,0,0,0,0,0,17,165,485,45,65,66,54,17,42,13,939,0,0,0,0,0,0,0,0,0,3,38,46,39,32,14,4,0,5,0,185,77,52,59,45,16,15,11,24,7,308,129,55,604,67,49,53,146,129,21,1251,6,7,3,4,3,3,13,9,0,43,13,15,12,9,6,8,16,8,0,82,0,9,4,3,0,0,3,0,0,24,7,3,11,0,0,4,13,11,6,62,527,1055,793,235,182,163,232,239,46,3477,0,4,0,0,0,0,0,0,0,7,9,80,3,3,0,0,0,0,0,95,56,215,9,19,23,12,0,0,5,328,0,11,0,0,0,0,0,0,0,12
107041147,0,5,0,0,0,0,0,0,0,3,0,24,0,0,0,0,0,0,0,27,25,64,0,3,6,3,0,0,0,109,0,3,0,0,0,0,0,0,0,8,3,13,0,3,3,0,0,0,0,28,0,3,0,3,3,0,0,0,0,8,92,183,23,29,21,10,3,5,0,370,0,0,0,0,0,0,0,0,0,0,26,27,18,17,4,5,3,3,0,109,31,31,23,17,17,11,9,6,0,146,102,34,468,32,38,25,103,71,13,881,0,0,3,0,0,0,3,0,0,11,9,13,7,3,3,3,3,5,0,48,4,4,3,0,0,0,0,3,0,17,4,4,7,6,0,0,3,3,0,33,296,414,558,124,95,66,133,99,19,1797,0,9,0,0,0,0,0,0,0,8,3,21,0,0,3,0,0,0,0,25,20,96,3,3,13,0,0,0,0,131,0,0,0,0,0,0,0,0,0,3
107041148,0,3,0,0,0,0,0,0,0,6,16,73,0,0,3,0,0,0,0,95,74,123,0,6,17,0,3,0,3,225,5,3,0,0,0,0,0,0,0,6,9,43,4,3,8,0,0,0,0,68,5,6,0,0,0,0,0,0,0,13,147,402,34,35,26,19,14,10,4,693,0,0,0,0,0,0,0,0,0,0,36,46,20,10,3,7,3,0,7,140,40,41,35,17,10,7,9,11,3,170,99,37,362,52,19,20,52,59,8,707,7,3,0,3,0,3,3,3,0,22,9,3,9,10,3,0,3,0,0,29,3,4,0,4,0,0,4,0,0,18,0,7,6,0,0,3,3,4,4,35,448,808,470,144,90,65,89,93,30,2232,0,6,0,0,0,0,0,0,0,10,12,80,0,3,0,0,0,0,0,99,60,191,0,11,15,4,0,5,3,291,0,8,0,0,0,0,0,0,0,11
107041150,0,7,0,0,0,0,0,0,0,3,7,58,4,0,0,0,0,0,0,74,76,123,8,6,13,3,0,0,0,232,4,0,0,0,0,0,0,0,0,7,21,65,5,11,0,0,0,0,0,105,8,7,0,0,0,0,0,0,0,18,146,430,26,64,50,19,11,15,11,762,0,0,4,0,0,0,0,0,0,3,49,44,46,45,10,10,6,7,3,225,68,52,62,45,32,12,16,12,3,297,202,58,757,87,36,43,198,114,23,1519,0,0,5,7,4,4,6,5,0,28,12,3,17,20,3,6,14,11,0,88,7,4,5,3,0,3,4,4,3,35,4,10,9,6,0,5,6,8,11,62,593,870,939,288,161,114,258,176,57,3446,0,10,0,0,0,0,0,0,0,6,3,53,3,0,4,0,0,0,0,65,52,220,3,9,21,0,0,0,3,303,0,8,0,0,0,0,0,0,0,15
107041548,0,4,0,0,0,0,0,0,0,4,6,99,0,3,0,0,0,0,0,115,56,139,11,8,14,15,3,12,8,263,0,8,0,0,0,0,0,0,0,9,3,46,8,0,3,0,0,0,0,63,0,6,0,3,0,0,0,0,0,10,103,467,54,58,42,27,24,38,9,821,0,0,0,0,0,0,0,0,0,3,25,39,19,15,10,9,7,3,0,123,36,35,31,36,14,13,12,11,0,192,96,42,335,51,37,39,60,51,12,720,6,5,0,3,3,0,3,6,0,27,12,9,9,6,3,13,0,5,0,58,3,11,3,0,0,0,0,0,0,25,10,9,8,6,8,3,6,3,4,50,355,921,478,190,132,126,115,141,42,2487,0,3,0,0,0,0,0,0,0,7,3,57,0,0,0,0,0,0,0,61,38,145,0,18,20,10,0,3,0,237,0,6,0,0,0,0,0,0,0,6
107041549,0,3,0,3,0,0,0,0,0,3,7,90,3,0,3,0,0,0,0,98,53,132,15,21,13,18,7,19,3,277,0,12,0,0,0,0,0,0,0,13,7,41,0,3,3,0,0,3,0,61,3,8,0,0,0,0,0,0,0,11,124,463,56,41,54,57,25,41,7,861,0,0,0,0,0,0,0,0,0,0,22,22,25,14,12,12,7,8,4,133,31,43,61,37,22,13,11,10,0,227,77,28,378,50,34,33,77,94,9,789,3,6,3,8,5,8,8,12,4,44,7,7,3,10,0,3,5,11,0,53,0,6,3,3,0,0,7,4,0,31,6,8,11,3,6,0,7,11,11,60,342,866,563,189,150,139,155,213,51,2670,0,9,0,0,0,0,0,0,0,11,4,53,0,0,3,0,0,0,0,63,39,156,5,14,33,15,0,0,0,254,0,6,0,0,0,0,0,0,0,6
108011151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,3,10,26,5,3,3,3,0,0,0,49,0,0,0,0,0,0,0,0,0,0,5,3,3,3,3,4,4,0,0,27,19,9,9,5,3,0,3,0,0,50,55,6,167,10,14,9,59,56,5,366,0,0,0,0,0,0,3,0,0,7,5,3,0,3,0,0,4,0,0,18,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,0,9,5,3,31,106,64,191,24,23,19,86,65,13,587,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,11,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0
108011152,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,8,9,32,0,0,3,0,3,0,0,49,0,0,0,0,0,0,0,0,0,3,6,14,0,0,0,0,0,0,0,22,3,3,0,3,0,0,0,0,0,7,31,150,14,15,8,11,3,3,7,246,0,0,0,0,0,0,0,0,0,0,18,21,15,10,3,5,3,8,0,83,22,19,20,19,3,9,3,4,3,107,115,25,354,30,20,55,58,106,10,778,3,0,3,5,5,8,3,3,0,33,3,5,3,0,0,5,4,10,0,33,0,0,3,0,0,0,0,3,0,7,11,0,7,3,3,10,8,17,7,69,228,280,418,93,47,98,82,159,30,1438,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,12,8,33,0,0,5,0,0,0,0,50,0,6,0,0,0,0,0,0,0,5
108011153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,16,36,0,11,3,3,3,3,0,85,0,0,0,0,0,0,0,0,0,0,5,6,9,5,0,4,0,3,0,43,9,13,7,8,0,5,3,3,0,47,71,15,221,26,13,28,42,56,4,472,3,0,3,0,0,3,0,0,0,10,3,0,0,9,0,0,0,3,0,20,0,0,0,0,0,0,0,0,0,4,7,0,9,0,0,0,10,3,6,38,129,93,250,57,22,45,53,79,17,742,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,11,5,23,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0
108011154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,9,38,7,0,4,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,3,7,0,7,0,0,0,0,0,18,8,8,4,6,3,0,3,3,0,37,32,14,131,17,5,19,20,50,8,307,0,0,0,0,0,3,0,3,0,6,0,3,0,0,0,0,6,3,0,17,0,0,0,0,0,0,0,0,0,3,0,0,4,4,0,3,3,7,6,29,69,67,146,36,18,34,40,69,18,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
108021155,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,7,10,0,4,4,0,0,0,0,23,0,3,0,0,0,0,0,0,0,3,0,14,0,0,0,0,0,0,0,18,0,3,0,0,0,0,0,0,0,4,25,79,6,17,10,0,9,3,0,143,0,0,0,0,0,0,0,0,0,0,11,11,3,14,5,3,3,3,0,44,11,16,9,10,5,11,7,10,0,79,90,26,347,74,29,49,94,109,16,837,3,0,10,13,0,6,3,20,0,58,3,6,0,10,3,6,9,8,0,39,0,3,0,0,0,3,0,5,0,17,5,0,12,10,3,9,13,18,11,77,154,170,383,153,56,84,130,180,33,1337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,31,0,0,0,0,0,0,0,34,0,0,0,0,3,0,0,0,0,4
108021156,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,5,15,0,3,3,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,29,87,3,8,0,0,3,3,0,133,0,0,0,0,0,0,0,0,0,0,14,9,11,7,3,3,0,3,0,51,19,8,9,13,0,3,0,3,0,57,128,20,272,32,18,16,70,93,21,672,3,0,0,3,4,4,3,3,0,27,3,0,3,7,0,0,10,13,0,40,6,0,0,0,3,0,0,0,0,14,10,4,17,11,3,4,8,7,7,67,216,152,317,84,34,35,94,127,36,1094,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,6,26,0,3,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,4
108021157,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,4,13,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,6,54,4,9,0,0,0,3,0,77,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,3,0,0,19,5,4,4,7,5,0,3,5,0,27,35,12,138,14,11,17,38,53,8,321,3,0,0,0,0,0,0,3,0,9,0,0,5,0,0,3,0,3,0,19,0,3,0,0,0,0,0,0,0,4,0,0,3,3,0,3,4,15,0,27,61,89,158,43,18,28,44,82,12,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0
108021158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,9,40,0,9,5,4,0,0,0,71,0,0,0,0,0,0,0,0,0,0,8,13,3,3,0,0,0,0,0,24,10,11,5,5,0,4,0,3,0,41,34,9,147,19,13,15,28,48,9,330,0,0,0,0,0,0,0,0,0,4,0,0,3,3,0,3,4,3,0,26,0,3,0,0,0,0,0,3,0,7,3,0,0,5,0,0,4,8,10,36,60,92,171,45,24,22,42,78,21,559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0
108021159,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,6,15,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,37,85,9,13,7,0,0,3,0,152,0,0,0,0,0,0,0,0,0,0,9,7,3,13,4,0,0,0,0,40,9,6,9,22,0,3,0,3,0,56,69,11,233,34,8,21,60,78,7,525,3,3,3,0,3,0,4,4,0,25,4,4,0,9,5,3,3,3,0,25,0,3,3,0,0,0,0,0,0,6,6,9,10,0,3,3,3,10,0,43,152,158,267,87,26,24,80,103,10,909,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,7,21,0,0,0,0,0,0,0,27,0,3,0,0,0,0,0,0,0,6
108021160,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,13,38,5,4,4,0,3,3,0,68,0,0,0,0,0,0,0,0,0,0,7,5,3,3,0,0,3,4,0,27,4,0,7,8,0,0,0,3,0,22,35,7,142,28,11,16,26,40,7,328,0,0,0,0,0,0,3,3,0,9,4,0,3,3,0,0,3,8,0,20,0,0,0,0,0,0,0,3,0,3,3,3,3,4,0,0,0,6,3,22,68,71,163,57,19,26,42,66,9,518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0
108031161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,3,16,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,8,0,29,0,0,3,0,14,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,21,6,29,5,5,6,3,21,3,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
108041162,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,7,7,32,3,0,4,0,0,3,0,48,0,0,0,0,0,0,0,0,0,0,3,18,0,0,0,0,0,0,0,23,0,3,0,0,0,0,0,0,0,4,43,156,15,26,3,5,3,6,3,256,0,0,0,0,0,0,0,0,0,0,13,30,8,13,5,3,7,3,3,83,29,30,28,14,9,5,8,12,0,134,131,40,514,70,30,47,111,171,19,1124,3,0,3,3,6,5,3,4,0,28,11,3,4,6,3,9,9,19,0,68,3,3,0,0,0,4,0,3,0,20,3,7,10,3,3,5,7,14,3,60,256,324,584,138,65,90,154,230,28,1861,0,7,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,0,4,14,42,0,3,3,0,0,0,0,62,0,5,0,0,0,0,0,0,0,6
108041163,0,3,0,0,0,0,0,0,0,3,5,31,0,0,0,0,0,0,0,38,58,125,9,4,13,4,0,0,0,222,0,8,0,0,0,0,0,0,0,8,14,57,4,3,0,0,3,0,3,83,5,15,0,5,0,0,0,0,0,26,132,647,28,44,37,24,14,15,3,945,0,0,0,0,0,0,0,0,0,0,55,79,37,26,25,16,7,15,4,255,50,60,50,48,32,31,7,8,3,297,223,73,888,149,75,124,121,183,17,1855,3,3,4,8,0,10,4,13,0,42,8,11,9,12,4,18,14,15,0,96,7,13,10,0,6,0,0,0,0,37,12,13,30,7,10,8,9,19,19,118,570,1131,1067,317,203,243,179,271,50,4025,0,11,0,0,0,0,0,0,0,12,0,31,0,0,3,0,0,0,0,34,31,159,0,11,8,0,0,0,4,217,0,11,0,0,0,0,0,0,0,11
108041164,0,0,0,0,0,0,0,0,0,0,3,18,0,0,0,0,0,0,0,17,18,35,0,5,3,0,0,0,0,61,0,4,0,0,0,0,0,0,0,4,4,15,6,0,0,0,0,0,0,17,0,9,0,0,0,0,0,0,0,12,56,182,14,22,22,11,3,6,3,316,0,0,0,0,0,0,0,0,0,0,31,42,11,13,5,9,3,4,0,123,32,36,27,26,21,17,8,8,3,175,143,44,462,66,40,68,89,116,11,1028,4,3,4,3,3,11,3,8,0,39,8,0,4,14,3,7,9,15,3,58,0,3,0,0,3,0,0,3,0,16,8,3,13,12,4,9,10,7,11,72,307,391,540,155,101,125,123,169,37,1942,0,3,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,7,8,60,0,5,0,3,0,0,0,78,0,0,0,0,0,0,0,0,0,0
