SA2_MAINCODE_2016,M_AgriForestFish_0,M_AgriForestFish_1_15,M_AgriForestFish_16_24,M_AgriForestFish_25_34,M_AgriForestFish_35_39,M_AgriForestFish_40,M_AgriForestFish_41_48,M_AgriForestFish_49over,M_AgriForestFish_hours_NS,M_AgriForestFish_Tot,M_Min_0,M_Min_1_15,M_Min_16_24,M_Min_25_34,M_Min_35_39,M_Min_40,M_Min_41_48,M_Min_49over,M_Min_hours_NS,M_Min_Tot,M_Mnfg_0,M_Mnfg_1_15,M_Mnfg_16_24,M_Mnfg_25_34,M_Mnfg_35_39,M_Mnfg_40,M_Mnfg_41_48,M_Mnfg_49over,M_Mnfg_hours_NS,M_Mnfg_Tot,M_EGW_WS_0,M_EGW_WS_1_15,M_EGW_WS_16_24,M_EGW_WS_25_34,M_EGW_WS_35_39,M_EGW_WS_40,M_EGW_WS_41_48,M_EGW_WS_49over,M_EGW_WS_hours_NS,M_EGW_WS_Tot,M_Cnstn_0,M_Cnstn_1_15,M_Cnstn_16_24,M_Cnstn_25_34,M_Cnstn_35_39,M_Cnstn_40,M_Cnstn_41_48,M_Cnstn_49over,M_Cnstn_hours_NS,M_Cnstn_Tot,M_WTrade_0,M_WTrade_1_15,M_WTrade_16_24,M_WTrade_25_34,M_WTrade_35_39,M_WTrade_40,M_WTrade_41_48,M_WTrade_49over,M_WTrade_hours_NS,M_WTrade_Tot,M_RTrade_0,M_RTrade_1_15,M_RTrade_16_24,M_RTrade_25_34,M_RTrade_35_39,M_RTrade_40,M_RTrade_41_48,M_RTrade_49over,M_RTrade_hours_NS,M_RTrade_Tot,M_AccomFoodS_0,M_AccomFoodS_1_15,M_AccomFoodS_16_24,M_AccomFoodS_25_34,M_AccomFoodS_35_39,M_AccomFoodS_40,M_AccomFoodS_41_48,M_AccomFoodS_49over,M_AccomFoodS_hours_NS,M_AccomFoodS_Tot,M_TransPostWhse_0,M_TransPostWhse_1_15,M_TransPostWhse_16_24,M_TransPostWhse_25_34,M_TransPostWhse_35_39,M_TransPostWhse_40,M_TransPostWhse_41_48,M_TransPostWhse_49over,M_TransPostWhse_hours_NS,M_TransPostWhse_Tot,M_InfoMedTelecom_0,M_InfoMedTelecom_1_15,M_InfoMedTelecom_16_24,M_InfoMedTelecom_25_34,M_InfoMedTelecom_35_39,M_InfoMedTelecom_40,M_InfoMedTelecom_41_48,M_InfoMedTelecom_49over,M_InfoMedTelecom_hours_NS,M_InfoMedTelecom_Tot,M_FinInsurS_0,M_FinInsurS_1_15,M_FinInsurS_16_24,M_FinInsurS_25_34,M_FinInsurS_35_39,M_FinInsurS_40,M_FinInsurS_41_48,M_FinInsurS_49over,M_FinInsurS_hours_NS,M_FinInsurS_Tot,M_RentHirREserv_0,M_RentHirREserv_1_15,M_RentHirREserv_16_24,M_RentHirREserv_25_34,M_RentHirREserv_35_39,M_RentHirREserv_40,M_RentHirREserv_41_48,M_RentHirREserv_49over,M_RentHirREserv_hours_NS,M_RentHirREserv_Tot,M_ProScieTechServ_0,M_ProScieTechServ_1_15,M_ProScieTechServ_16_24,M_ProScieTechServ_25_34,M_ProScieTechServ_35_39,M_ProScieTechServ_40,M_ProScieTechServ_41_48,M_ProScieTechServ_49over,M_ProScieTechServ_hours_NS,M_ProScieTechServ_Tot,M_AdminSupServ_0,M_AdminSupServ_1_15,M_AdminSupServ_16_24,M_AdminSupServ_25_34,M_AdminSupServ_35_39,M_AdminSupServ_40,M_AdminSupServ_41_48,M_AdminSupServ_49over,M_AdminSupServ_hours_NS,M_AdminSupServ_Tot,M_PubAdmiSafety_0,M_PubAdmiSafety_1_15,M_PubAdmiSafety_16_24,M_PubAdmiSafety_25_34,M_PubAdmiSafety_35_39,M_PubAdmiSafety_40,M_PubAdmiSafety_41_48,M_PubAdmiSafety_49over,M_PubAdmiSafety_hours_NS,M_PubAdmiSafety_Tot,M_EducTrain_0,M_EducTrain_1_15,M_EducTrain_16_24,M_EducTrain_25_34,M_EducTrain_35_39,M_EducTrain_40,M_EducTrain_41_48,M_EducTrain_49over,M_EducTrain_hours_NS,M_EducTrain_Tot,M_HealthCareSocA_0,M_HealthCareSocA_1_15,M_HealthCareSocA_16_24,M_HealthCareSocA_25_34,M_HealthCareSocA_35_39,M_HealthCareSocA_40,M_HealthCareSocA_41_48,M_HealthCareSocA_49over,M_HealthCareSocA_hours_NS,M_HealthCareSocA_Tot,M_ArtRecServ_0,M_ArtRecServ_1_15,M_ArtRecServ_16_24,M_ArtRecServ_25_34,M_ArtRecServ_35_39,M_ArtRecServ_40,M_ArtRecServ_41_48,M_ArtRecServ_49over,M_ArtRecServ_hours_NS,M_ArtRecServ_Tot,M_OthServ_0,M_OthServ_1_15,M_OthServ_16_24,M_OthServ_25_34,M_OthServ_35_39,M_OthServ_40,M_OthServ_41_48,M_OthServ_49over,M_OthServ_hours_NS,M_OthServ_Tot,M_ID_NS_0,M_ID_NS_1_15,M_ID_NS_16_24,M_ID_NS_25_34,M_ID_NS_35_39,M_ID_NS_40,M_ID_NS_41_48,M_ID_NS_49over,M_ID_NS_hours_NS,M_ID_NS_Tot
125011586,0,0,0,0,3,6,3,0,0,10,0,0,0,0,4,0,0,3,0,6,7,9,46,21,124,91,35,57,10,401,0,0,3,0,4,17,4,0,0,32,13,43,92,70,102,179,66,97,15,689,4,7,17,9,51,64,28,27,0,212,5,60,74,50,101,71,31,31,5,442,4,71,144,58,89,71,32,49,3,521,10,20,38,29,80,86,38,53,11,361,0,3,3,0,41,31,5,10,3,105,6,4,8,10,82,116,24,28,3,278,0,0,6,3,15,23,11,12,3,74,0,26,12,20,102,159,31,51,4,406,3,34,77,29,55,52,9,15,4,272,4,12,15,15,74,46,23,13,9,207,5,31,16,11,43,30,7,13,0,151,4,18,26,32,79,87,21,30,3,298,0,11,7,8,12,16,3,0,0,64,3,23,20,15,47,41,15,23,0,183,13,43,59,36,82,83,28,25,138,516
125011587,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,12,9,57,23,11,16,0,141,0,0,0,0,3,3,0,0,0,8,3,3,13,24,25,59,15,15,0,160,3,0,0,3,11,21,3,3,3,48,3,15,20,8,25,14,6,5,3,103,0,15,18,12,17,12,3,7,0,73,0,11,15,9,24,27,7,30,0,130,0,0,0,0,11,4,3,0,0,21,0,3,0,0,22,13,7,4,0,46,0,0,0,3,3,4,0,0,0,13,0,7,3,3,12,16,5,5,0,61,0,3,8,3,13,8,0,0,0,46,0,5,5,5,17,13,5,3,0,61,3,3,3,3,8,10,3,3,0,40,0,7,6,3,15,13,0,6,0,48,0,0,0,4,4,0,0,0,0,13,0,4,0,6,10,9,7,3,0,48,0,10,10,14,14,24,5,8,20,98
125021476,0,3,0,0,4,4,0,3,0,12,0,0,0,0,3,5,0,0,0,6,4,20,25,4,118,134,50,78,0,436,0,0,0,3,24,16,8,8,0,63,10,36,41,57,79,225,70,152,11,688,3,5,7,13,101,119,47,65,0,374,12,96,74,58,111,117,47,63,3,581,12,80,46,31,49,42,20,48,9,335,9,19,20,29,56,84,46,84,4,357,11,6,10,12,61,101,20,41,0,258,6,10,4,12,113,181,59,69,5,465,0,7,17,13,18,36,12,39,0,149,12,38,26,42,164,294,89,139,7,807,3,30,32,42,39,57,13,18,3,230,11,13,12,5,96,93,42,36,0,314,5,114,27,23,70,67,30,51,0,387,8,34,42,44,93,105,41,77,3,451,3,22,13,12,12,20,6,10,0,94,4,17,13,15,36,53,27,50,4,228,11,30,38,18,48,111,31,48,91,420
125021477,0,0,0,0,0,5,0,0,0,7,0,0,0,0,0,3,0,3,0,4,0,16,17,21,100,105,45,75,0,371,3,0,0,0,16,18,6,13,0,58,10,36,45,55,100,263,93,167,7,776,0,8,10,0,68,75,44,50,0,255,14,53,46,32,84,84,42,56,0,411,0,63,34,27,47,40,19,53,6,288,10,12,17,24,56,99,53,88,5,360,7,7,4,5,39,58,16,32,0,158,3,10,5,9,61,91,25,48,0,249,0,8,3,3,18,29,9,24,0,91,13,11,16,21,88,161,46,84,3,426,3,34,19,22,44,40,12,19,5,191,21,12,11,8,85,119,77,90,4,432,3,38,17,12,50,42,19,27,0,198,3,15,15,18,60,71,16,36,8,238,3,15,3,14,18,20,5,9,0,91,4,16,17,20,49,90,31,43,3,278,5,22,29,25,68,53,23,30,41,296
125021478,0,4,0,0,0,0,0,0,0,10,0,0,0,0,3,0,0,3,0,9,0,3,5,11,63,61,41,56,0,248,0,0,0,0,6,24,3,11,0,47,17,26,46,36,77,203,72,123,4,595,3,6,11,10,61,68,29,37,3,232,11,52,33,31,65,65,24,63,0,354,13,47,40,36,32,31,18,32,0,245,3,15,17,23,47,47,39,50,4,248,0,4,3,3,45,52,18,18,0,147,0,3,4,11,47,66,20,35,3,193,3,4,6,7,11,31,10,26,0,100,9,23,23,22,102,161,35,97,0,477,4,31,25,24,29,26,14,18,6,175,3,9,3,9,69,44,32,31,0,207,5,47,19,14,37,45,12,39,4,212,5,21,21,27,71,56,17,41,3,257,3,9,7,4,9,7,3,8,0,53,3,8,12,14,21,51,25,27,4,171,3,22,19,21,42,56,22,33,43,252
125031479,0,4,3,3,0,3,0,0,0,8,0,0,0,0,0,0,0,3,0,6,9,26,19,14,147,118,31,46,4,411,0,0,0,0,8,12,4,3,0,34,11,58,54,55,93,178,57,86,17,609,3,13,3,4,63,53,12,11,0,164,12,41,35,30,55,52,30,50,5,311,3,38,18,31,33,14,12,16,4,173,10,20,33,35,101,108,49,63,3,418,0,0,6,4,26,15,11,11,3,84,3,0,5,8,40,38,21,19,3,128,0,4,3,0,12,9,0,8,0,38,4,10,9,4,43,45,27,28,3,169,0,13,11,19,36,27,6,5,0,126,7,0,9,10,63,29,18,14,0,159,0,19,11,9,25,21,7,13,6,113,7,9,18,12,36,37,9,21,0,157,0,7,7,7,9,8,3,6,0,39,0,14,12,8,37,38,23,21,4,155,5,29,22,29,60,61,17,30,89,341
125031480,0,0,3,3,4,3,0,0,0,11,0,0,0,0,5,0,0,0,0,5,3,20,16,16,166,89,26,39,6,385,0,0,0,0,13,8,3,3,0,22,13,49,64,54,72,118,53,63,11,495,3,11,14,5,52,42,10,11,0,145,4,28,37,23,47,42,19,19,12,231,0,35,24,16,21,17,17,12,0,142,3,21,18,27,82,60,26,48,8,291,3,0,0,0,22,16,0,3,0,45,0,0,0,3,28,26,10,4,0,76,0,0,0,0,0,8,0,4,0,14,3,16,6,15,30,35,18,21,0,140,0,13,14,15,26,15,8,3,3,111,0,10,4,3,31,10,7,7,3,75,3,17,12,9,14,10,10,4,0,69,0,4,16,18,27,19,4,13,0,109,0,4,0,4,12,7,3,0,0,34,0,14,16,8,29,33,10,13,3,123,11,21,21,20,70,52,20,12,98,326
125031481,0,0,0,0,4,4,0,0,0,10,0,0,0,0,3,0,0,0,0,6,9,20,41,11,126,100,48,44,3,404,0,0,0,3,10,14,0,5,0,44,9,65,72,101,102,215,103,85,22,787,0,4,12,11,45,45,20,23,0,171,6,45,96,31,125,61,30,41,9,440,6,71,145,53,80,52,29,25,14,467,4,22,41,47,80,86,49,70,12,420,3,5,4,8,32,24,3,12,3,96,4,0,9,13,67,65,14,17,0,199,0,4,5,3,19,16,0,8,0,59,0,11,16,14,77,79,36,34,9,271,0,36,45,22,56,22,13,13,0,199,10,10,23,16,63,41,29,13,4,207,5,16,14,18,39,27,8,11,0,133,12,18,41,33,71,60,17,26,3,279,0,11,5,3,15,19,7,5,0,65,3,17,31,14,49,34,19,25,3,200,11,34,41,30,79,77,14,30,107,414
125031482,0,0,3,0,3,4,6,5,0,22,0,0,0,0,3,0,0,3,0,11,7,14,16,30,164,168,105,111,5,614,0,0,0,0,21,30,11,16,0,76,14,41,43,63,159,352,143,278,25,1124,0,8,11,4,92,112,37,65,6,336,17,78,36,31,105,110,53,95,4,531,7,59,18,23,38,39,26,46,4,260,14,19,32,26,116,145,68,151,3,572,3,13,0,9,34,41,12,16,0,120,7,7,8,15,86,141,38,63,6,370,0,3,4,3,14,30,16,35,0,107,3,12,12,13,71,143,43,82,3,387,7,16,17,22,37,44,21,32,0,191,12,9,16,29,117,81,56,48,7,371,9,27,21,22,74,56,21,34,5,259,13,14,25,21,85,68,17,35,4,276,4,11,3,10,10,22,7,14,0,84,4,16,14,19,65,64,27,68,5,283,7,21,16,14,59,99,30,52,59,355
125031483,0,0,3,0,0,0,0,3,0,9,0,0,0,0,3,0,0,0,0,6,0,9,9,16,98,85,21,34,7,292,0,0,0,0,10,4,6,8,0,32,18,88,94,90,129,234,81,91,40,858,3,6,10,5,50,47,18,12,0,152,10,61,41,40,70,50,25,43,8,346,5,42,38,20,34,30,13,26,8,205,7,32,28,54,66,80,30,52,8,353,0,3,0,0,27,28,3,5,3,74,3,0,3,5,35,43,9,14,4,115,0,0,3,0,9,12,0,3,0,36,0,13,11,12,44,63,19,29,0,189,0,23,23,17,27,22,5,14,3,134,4,9,5,17,47,42,16,20,0,161,0,15,8,10,22,28,8,12,0,109,3,17,22,13,34,31,11,22,9,163,0,3,5,5,12,11,0,0,0,39,4,11,27,25,31,44,11,14,0,162,16,43,30,33,60,69,21,21,118,408
125031484,0,0,0,0,3,4,0,0,0,14,0,0,0,0,0,3,0,4,0,10,3,15,21,26,134,99,54,70,8,434,0,0,3,0,21,13,3,11,0,48,17,46,72,67,130,294,113,118,20,879,5,4,7,12,59,42,28,20,0,179,7,54,34,26,94,67,30,59,10,375,4,56,42,32,48,40,12,19,3,258,6,24,41,45,106,95,44,87,10,447,3,0,0,3,39,25,10,11,0,97,0,4,0,7,59,53,24,26,3,177,3,3,5,4,11,19,12,6,4,58,0,13,18,5,49,71,25,31,3,211,3,16,16,18,33,22,9,19,4,138,3,9,16,18,59,43,24,20,0,199,3,16,10,5,30,25,12,10,0,121,4,7,10,26,53,47,18,22,0,190,0,7,3,6,9,12,6,6,0,54,3,15,19,12,39,47,21,34,3,192,8,34,22,22,70,74,25,33,78,370
125031485,0,0,0,5,7,0,0,4,0,14,0,0,0,0,0,3,0,3,0,8,6,22,25,23,194,136,71,73,9,559,3,0,4,0,22,20,11,13,0,69,18,69,87,115,219,398,177,192,24,1296,4,5,17,13,64,76,43,30,6,261,8,83,71,56,132,106,47,63,12,583,6,67,67,46,69,61,29,47,4,403,9,39,45,63,129,115,60,133,13,605,5,5,6,8,44,46,10,20,3,135,7,6,9,19,84,95,31,26,5,298,0,3,4,3,14,19,14,18,0,81,0,9,14,17,93,142,47,71,0,389,3,27,28,42,49,43,15,20,0,218,12,13,21,20,113,87,41,25,0,329,3,21,21,10,47,41,13,22,0,174,7,16,22,27,107,66,22,34,3,299,3,7,5,6,18,22,5,3,0,75,0,17,15,13,64,61,26,33,6,246,12,41,45,39,102,94,31,36,150,554
125031486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125031487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125041489,3,0,0,0,3,7,3,0,0,14,0,0,0,0,0,3,0,0,0,11,3,9,22,17,103,111,71,56,5,388,0,0,0,0,19,20,3,10,0,49,10,34,44,40,89,159,68,107,6,546,6,6,9,14,81,102,30,32,0,277,4,43,65,38,118,98,45,64,3,482,3,43,60,23,68,58,23,44,6,329,12,17,19,31,74,87,47,84,5,379,0,3,10,7,73,69,21,22,0,211,4,7,13,10,152,185,45,41,8,453,3,6,11,3,18,22,10,13,0,85,8,18,16,25,155,327,70,102,7,732,3,24,26,16,44,42,14,12,8,189,16,11,5,7,145,101,46,38,3,377,7,30,20,19,51,56,22,53,3,272,4,16,33,36,95,69,25,47,0,327,3,16,12,13,13,19,5,8,3,98,5,18,12,12,45,44,19,29,3,182,9,25,23,25,65,87,27,31,61,347
125041490,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,0,3,3,5,6,3,28,47,29,40,0,159,3,0,0,0,8,9,4,3,0,31,3,3,13,23,26,68,33,76,0,256,3,5,4,7,25,33,18,38,0,124,3,25,7,18,27,38,22,19,0,156,3,17,10,8,8,14,4,12,0,83,4,3,3,0,17,22,24,26,0,99,0,4,3,3,11,30,9,16,0,80,0,9,8,3,27,44,21,34,0,140,0,3,3,0,10,15,6,11,0,45,3,9,17,11,39,75,19,48,0,221,0,4,11,4,3,13,7,7,0,48,3,0,3,3,36,30,13,13,0,102,3,35,18,10,22,8,14,23,0,127,4,10,9,14,32,21,18,21,0,128,0,7,4,0,7,10,0,5,0,30,0,5,4,10,4,16,6,21,0,67,0,14,5,11,27,19,6,13,17,106
125041491,0,0,0,0,3,6,0,0,0,11,0,0,0,0,3,0,3,3,0,9,3,6,6,6,110,110,66,48,4,365,0,0,0,0,9,23,4,11,0,55,9,14,25,30,67,136,65,118,8,471,3,3,9,7,68,95,29,41,3,258,6,38,61,37,93,99,39,47,8,428,7,40,59,16,60,40,9,27,3,264,11,16,23,20,95,76,35,74,3,355,0,3,0,3,71,77,18,21,3,196,6,3,7,14,146,194,39,55,3,469,0,0,0,4,16,13,12,16,0,64,6,20,22,26,168,396,66,86,5,803,0,16,19,4,48,44,9,15,0,151,9,13,7,5,112,85,40,28,0,299,9,43,19,11,62,60,20,34,0,266,11,17,38,35,129,126,39,58,3,460,0,7,3,6,13,18,3,13,0,55,0,10,7,8,33,38,21,25,4,154,3,12,21,9,45,69,27,22,50,262
125041492,0,0,3,0,3,4,4,0,0,20,0,0,0,0,3,3,0,0,0,9,5,13,38,25,185,144,56,62,0,536,3,0,0,4,24,25,3,14,0,71,16,29,42,42,95,160,71,82,8,549,3,15,23,18,130,125,39,33,7,382,9,69,160,73,221,183,40,75,13,852,7,66,228,69,148,84,43,53,10,708,12,34,70,59,153,135,64,85,8,621,3,6,5,8,115,140,28,15,3,325,13,18,9,21,196,338,52,45,3,695,3,8,4,3,34,37,11,9,0,106,10,46,31,40,287,1133,110,98,8,1763,3,27,78,35,86,85,26,22,7,365,10,11,6,20,158,109,46,32,9,394,3,24,25,15,75,40,23,25,5,230,10,17,27,46,142,69,21,27,3,369,3,7,8,7,17,19,7,11,3,88,4,13,34,12,49,35,16,16,0,185,3,26,63,22,132,122,27,35,109,535
125041493,0,0,5,0,0,3,3,0,0,17,0,0,0,0,3,0,3,0,0,10,4,8,20,17,144,121,58,75,7,459,5,0,0,0,36,23,7,12,3,90,16,33,42,45,115,228,99,154,9,744,5,3,6,8,61,71,27,45,0,228,15,50,49,49,99,78,34,46,3,419,12,62,50,24,38,39,17,18,3,264,22,24,28,26,93,115,43,83,7,439,5,6,0,0,49,37,20,14,0,148,7,4,9,6,82,115,29,36,0,291,0,3,9,4,8,27,10,10,0,72,7,17,14,13,90,195,58,68,0,471,8,21,27,21,31,29,17,8,4,168,5,8,10,17,127,83,54,38,3,352,3,37,11,10,53,52,28,36,4,236,12,23,34,30,110,86,25,40,3,360,3,8,0,6,19,17,6,11,0,64,3,14,12,15,55,59,25,38,0,216,3,21,21,15,79,80,18,32,68,332
125041494,0,3,0,0,4,0,0,7,0,13,0,0,0,0,0,0,0,0,0,3,4,0,9,6,47,72,37,46,0,225,0,0,0,0,16,21,4,11,0,45,10,5,14,19,37,130,49,130,4,407,0,7,6,0,32,38,29,39,0,149,9,36,15,18,28,43,23,43,3,223,5,38,9,4,17,20,8,12,0,113,8,9,3,3,21,46,20,49,0,151,3,4,0,0,21,31,12,17,0,91,4,3,3,4,49,52,28,31,0,172,0,3,0,0,5,11,9,20,0,52,8,11,15,11,33,90,38,67,6,274,0,12,5,8,10,16,7,12,0,75,6,0,0,0,49,52,27,27,0,167,0,23,12,11,26,27,12,23,0,131,3,9,12,15,32,44,16,18,0,147,0,6,5,0,3,11,0,6,0,33,3,9,0,4,25,33,15,31,0,117,3,11,10,4,27,43,9,25,18,135
125041588,0,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,3,0,0,3,3,4,8,15,153,80,35,27,7,339,0,0,7,0,14,18,6,7,0,45,3,14,15,8,66,77,34,49,8,270,0,6,12,3,64,42,21,13,0,159,3,22,39,19,67,61,20,27,0,259,0,22,24,15,47,23,12,10,3,160,3,6,7,21,76,73,37,48,5,271,0,3,4,4,47,42,3,7,6,113,9,5,4,8,72,79,17,15,3,205,0,0,3,0,10,12,0,3,0,26,6,10,15,14,81,141,26,34,0,330,0,7,22,14,22,22,6,6,3,102,6,0,3,5,87,39,20,16,5,173,3,17,12,3,31,24,3,5,0,104,3,6,9,13,50,44,21,13,0,160,0,3,0,3,6,7,3,3,0,28,3,5,5,3,26,28,13,13,3,100,7,15,16,13,71,48,9,18,57,248
125041589,0,3,0,0,0,0,0,3,0,14,0,0,0,0,0,6,0,4,0,13,5,8,18,9,107,87,31,27,3,296,0,0,0,0,20,15,0,4,0,43,10,13,14,28,57,99,37,47,8,308,0,4,10,4,62,47,18,21,0,167,3,41,50,31,83,81,24,26,6,333,5,52,51,23,49,32,19,21,3,260,9,15,15,24,67,86,27,47,0,294,3,4,8,3,47,55,14,14,0,136,8,8,8,13,98,146,26,24,0,322,0,0,0,3,7,18,3,3,3,39,5,15,15,12,141,311,40,42,4,586,3,19,33,22,50,23,8,4,4,159,4,8,10,17,105,56,17,10,3,225,0,23,7,14,50,31,5,18,0,151,11,11,21,23,83,82,25,21,3,290,0,3,6,3,10,12,3,3,0,37,3,7,15,10,26,26,14,8,4,110,3,11,23,12,71,50,17,12,72,266
126011495,0,0,3,0,5,7,4,3,4,20,0,0,0,0,3,3,0,3,0,16,3,10,25,13,87,104,50,85,0,373,3,4,0,0,22,26,6,3,0,66,9,24,40,34,63,139,67,102,9,493,4,10,13,13,84,128,50,60,0,363,15,89,44,41,67,89,53,74,6,486,15,101,84,37,57,48,32,52,3,423,7,12,22,18,49,77,32,46,0,262,6,21,9,8,92,138,34,49,0,357,7,15,19,28,130,201,87,126,8,622,4,14,3,7,17,52,16,35,0,145,21,49,54,37,197,449,144,195,17,1167,4,34,22,27,26,48,14,18,5,191,6,11,5,10,107,92,40,40,0,319,9,120,45,22,96,85,43,81,4,503,9,48,49,43,91,117,39,73,4,472,0,24,5,4,14,16,9,3,0,85,8,20,15,18,41,47,24,39,0,208,4,20,26,32,63,91,21,48,66,361
126011496,0,3,0,0,6,5,10,10,0,26,0,0,0,0,3,6,0,3,0,15,0,14,10,8,43,78,40,85,0,280,0,0,0,0,15,18,12,13,0,59,10,22,26,34,44,123,56,154,3,480,3,9,7,13,36,62,44,71,3,248,8,58,37,17,55,73,27,55,0,342,8,70,29,23,31,23,13,31,5,241,9,12,12,13,33,47,25,43,0,192,3,11,3,10,47,83,31,43,0,231,8,12,4,23,85,150,69,129,4,484,0,9,3,6,19,28,17,39,0,111,7,44,43,45,105,292,119,242,8,913,3,23,8,10,24,37,14,21,3,141,6,13,10,12,97,62,33,44,0,285,7,87,37,24,61,61,44,63,0,383,3,38,35,27,52,93,37,93,3,381,3,15,12,3,9,9,6,5,8,70,0,11,12,10,15,21,13,34,0,118,4,28,5,15,26,41,11,33,35,195
126021497,3,3,0,0,4,0,0,3,0,20,0,4,0,0,0,4,3,5,0,18,3,8,18,14,106,102,45,59,5,354,0,3,0,0,8,19,6,3,0,46,9,23,55,43,90,158,69,121,12,580,3,14,14,10,98,95,33,53,3,314,9,102,65,44,86,88,37,74,6,508,11,76,82,38,54,69,24,55,7,424,11,19,21,32,55,55,24,46,3,269,3,15,17,10,80,82,28,37,0,270,8,13,16,23,100,171,55,75,3,473,0,3,6,8,31,32,20,34,0,137,14,39,43,46,154,297,83,134,3,818,5,27,39,48,34,40,20,15,0,230,13,4,21,12,92,89,36,31,0,297,3,92,32,17,60,61,38,65,0,368,11,36,35,37,78,90,36,45,0,373,4,22,4,4,9,18,4,14,0,76,0,13,23,20,44,36,26,43,0,206,5,27,26,19,57,78,10,38,68,323
126021498,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,0,13,8,9,7,6,27,54,36,49,0,200,0,0,0,0,9,8,3,7,0,27,10,16,24,23,41,124,55,138,4,430,0,8,9,7,31,66,28,46,0,182,4,37,26,10,53,72,19,79,0,299,3,31,28,16,27,43,18,40,0,202,4,5,4,15,17,45,25,40,0,153,3,9,6,6,19,42,20,38,0,140,4,6,6,16,44,91,49,110,3,329,3,3,3,6,15,19,11,42,0,103,4,19,21,23,58,125,60,156,4,477,3,10,6,21,15,23,13,29,0,122,13,6,9,4,55,59,26,24,3,189,3,28,14,10,39,39,26,37,3,193,3,14,15,26,50,54,24,72,3,263,0,11,3,10,12,15,11,18,0,84,0,7,7,13,19,13,17,24,3,100,3,11,7,8,21,44,15,45,30,198
126021499,0,0,3,3,0,0,0,3,0,15,4,0,0,0,0,0,0,4,0,12,5,3,9,8,10,25,17,44,0,112,0,0,0,0,3,3,0,7,0,16,0,16,10,18,8,56,21,71,0,202,0,7,0,7,18,30,15,43,0,115,12,28,19,10,14,14,10,36,3,147,4,33,12,20,4,13,5,31,0,119,3,8,9,5,14,21,7,23,0,84,3,3,5,0,7,16,8,22,0,62,3,8,10,11,15,61,30,103,0,245,3,5,7,5,4,18,8,35,0,94,11,24,16,11,29,83,40,159,3,375,3,5,3,4,3,8,3,16,0,54,5,4,3,0,12,17,10,30,0,85,9,27,7,6,14,21,16,43,0,134,5,15,21,19,20,45,13,82,3,221,0,11,7,4,3,10,5,10,0,49,0,6,8,7,4,10,9,13,0,55,0,9,3,7,9,26,4,22,17,105
126021500,0,0,0,0,0,3,0,0,0,15,0,0,0,0,0,3,0,0,0,6,0,11,13,10,88,79,27,45,3,273,0,0,4,0,4,22,3,7,0,31,8,11,18,16,56,91,54,69,3,329,0,13,13,9,88,119,45,58,0,337,9,90,77,61,82,89,42,53,12,503,6,82,68,37,47,38,38,45,16,379,3,17,15,18,31,47,25,33,5,184,5,10,14,3,98,143,47,37,10,363,4,4,15,21,91,139,45,45,3,366,0,8,10,4,15,29,15,20,0,95,13,35,37,29,163,365,101,122,5,872,3,12,26,17,22,42,11,11,3,145,4,6,3,13,82,45,17,18,0,196,13,85,42,26,83,80,36,54,3,417,5,24,29,35,76,80,24,22,3,298,4,15,17,10,10,14,3,6,0,72,6,14,15,15,26,43,20,31,0,154,3,18,21,8,43,61,18,37,55,256
