SA2_MAINCODE_2016,Tot_OcMngr,Tot_OcProf,Tot_OcTechTrdW,Tot_OcComPerS,Tot_OcClericAdm,Tot_OcSalesWk,Tot_OcMacOp_Driv,Tot_OcLab,Tot_OcID_NS,Tot_Tot
106031123,367,476,509,239,411,244,270,219,35,2769
106031124,167,198,237,195,173,148,85,183,26,1412
106031125,660,856,1137,770,835,545,553,608,117,6072
106041126,351,565,1011,471,485,426,887,603,71,4860
106041127,304,154,338,140,205,109,315,272,44,1868
106041128,298,391,462,214,268,224,342,397,41,2641
106041129,730,370,600,265,320,225,488,607,49,3656
107011131,813,1292,1756,1310,1335,965,912,1111,168,9656
107011132,453,678,684,520,759,464,322,338,55,4273
107011133,0,0,0,0,0,0,0,0,0,0
107011134,712,1592,1128,763,1046,646,458,609,83,7039
107011545,325,608,869,652,616,557,501,769,109,5007
107011546,197,441,519,374,393,327,275,481,62,3066
107011547,150,241,269,181,217,164,161,176,23,1587
107021135,0,0,0,0,3,0,0,0,0,7
107031136,646,920,1317,909,959,722,662,650,96,6881
107031137,219,305,501,398,363,327,334,397,50,2906
107031138,471,800,487,397,410,260,165,195,44,3231
107031139,318,684,444,325,358,220,166,187,48,2746
107031140,561,948,491,415,378,248,143,251,48,3478
107031141,897,1507,1305,946,1118,853,602,681,133,8041
107031142,378,619,757,597,628,571,361,455,61,4435
107031143,536,858,1316,1025,918,853,714,1001,133,7347
107041144,989,2238,1229,1116,1198,846,503,750,158,9030
107041145,623,1344,1045,906,931,517,463,649,117,6596
107041146,1024,2622,1152,1086,1275,858,453,665,140,9260
107041147,547,1087,795,553,663,369,242,319,65,4636
107041148,827,1966,668,537,651,365,156,260,63,5504
107041150,1116,2398,1335,1192,1178,646,468,609,129,9070
107041548,726,1989,720,817,777,552,241,412,87,6314
107041549,745,1990,878,924,966,669,326,621,119,7234
108011151,318,210,302,189,201,157,199,248,32,1857
108011152,487,822,637,605,525,661,178,571,79,4571
108011153,249,292,388,255,212,214,120,251,43,2023
108011154,162,237,245,238,171,220,103,226,43,1641
108021155,379,595,588,742,516,524,364,670,93,4467
108021156,535,553,481,438,348,273,215,480,93,3414
108021157,162,257,241,219,178,153,115,240,34,1603
108021158,192,273,264,282,203,162,112,299,48,1833
108021159,414,455,418,410,278,219,207,355,35,2793
108021160,193,230,237,209,190,177,83,227,33,1588
108031161,56,19,35,25,21,16,8,42,13,225
108041162,570,965,902,744,636,574,356,659,89,5492
108041163,1242,2788,1593,1483,1568,1252,439,985,144,11502
108041164,658,1076,850,841,858,758,304,682,99,6123
108041165,428,345,361,216,261,191,164,280,47,2295
108041166,441,644,670,538,588,469,353,477,69,4242
108051167,371,235,243,189,168,148,182,243,29,1815
108051168,427,886,558,463,499,439,172,387,45,3874
108051169,630,1029,894,898,735,920,454,965,97,6628
108051170,697,676,598,520,439,377,323,591,75,4294
108051171,145,243,275,247,192,221,159,333,44,1868
109011172,858,1680,1088,938,978,798,404,595,92,7429
109011173,399,723,652,525,558,461,334,514,55,4233
109011174,672,1267,565,500,609,437,178,373,75,4676
109011175,1186,774,735,485,642,410,387,580,84,5282
109011176,436,665,962,812,734,730,575,803,101,5809
109021177,259,126,179,120,130,108,152,210,27,1310
109021178,442,333,322,249,267,222,176,318,46,2377
109021179,483,138,176,127,146,57,141,296,40,1610
109031180,248,264,341,243,219,222,180,464,42,2211
109031181,640,293,403,259,276,217,227,395,45,2747
109031182,361,475,429,377,394,304,241,455,56,3092
109031183,1062,340,305,211,268,158,211,437,53,3052
109031184,398,418,345,283,268,279,142,280,33,2441
109031185,857,442,506,404,393,292,318,547,67,3827
110011186,1068,2542,1069,1202,1236,1012,365,1028,124,9636
110011187,594,239,238,155,217,131,107,340,31,2043
110011188,539,474,381,274,344,209,119,353,40,2739
110011189,516,158,152,95,131,92,81,220,13,1467
110021190,689,416,388,388,346,282,206,438,68,3224
110021191,489,696,664,579,441,543,266,753,98,4536
110021192,515,174,193,182,160,132,108,348,54,1861
110021193,734,295,242,206,216,123,171,331,47,2363
110021194,566,262,270,233,232,179,182,370,59,2361
110031195,399,563,482,389,444,316,308,338,66,3295
110031196,866,218,172,175,242,124,248,411,41,2485
110031197,334,496,525,312,368,315,354,389,61,3155
110031198,598,238,204,143,205,136,256,248,48,2071
110041199,434,552,577,392,421,372,603,472,68,3888
110041200,547,202,221,139,155,72,259,282,39,1920
110041201,632,342,342,316,283,209,375,459,58,3015
110041202,907,1488,1386,999,1194,1017,610,1368,137,9109
110041203,752,1621,849,752,767,671,364,774,103,6652
110041204,148,207,297,218,182,208,178,481,25,1940
110041205,1562,1234,1200,774,965,654,636,1053,147,8215
111011206,746,1424,1368,919,1126,769,480,738,86,7657
111011207,190,306,408,290,304,250,174,277,37,2241
111011208,1107,2763,1669,1248,1597,1067,543,912,141,11064
111011209,1027,2325,1668,1219,1662,1126,725,996,159,10899
111011210,273,483,513,391,441,378,254,453,55,3250
111011211,189,394,225,162,206,132,65,110,21,1510
111011212,505,832,797,552,608,448,312,487,70,4619
111011213,741,1565,712,576,863,565,223,336,48,5628
111011214,638,1347,868,723,950,648,350,502,76,6103
111021215,266,493,547,465,418,352,307,402,61,3315
111021216,329,650,639,424,491,332,280,387,61,3596
111021217,619,1111,1124,724,1025,740,567,686,111,6708
111021218,551,1042,972,598,734,508,449,710,105,5661
111021219,530,1025,798,635,713,540,361,584,106,5288
111021220,401,724,658,442,502,333,304,352,46,3763
111021221,206,344,619,350,400,301,338,404,46,3006
111031222,865,2163,1011,796,1105,728,291,537,114,7608
111031223,199,277,504,368,363,339,405,681,45,3185
111031224,670,1752,598,717,737,520,205,397,73,5674
111031225,896,2422,960,853,1159,725,325,542,104,7987
111031226,580,1276,1089,757,1001,676,537,660,104,6696
111031227,588,1720,927,917,900,674,411,716,93,6939
111031228,976,2565,757,813,860,580,188,364,89,7187
111031229,763,2446,562,682,660,406,120,251,87,5975
111031230,0,0,0,3,0,0,3,0,0,4
111031231,221,795,528,761,394,574,332,561,56,4213
111031232,303,572,458,338,368,186,209,253,47,2729
111031233,739,1846,1214,970,1143,774,541,878,122,8234
111031234,416,1336,737,798,703,559,328,512,73,5473
111031235,438,1334,525,587,528,284,160,303,74,4231
112011236,676,1211,908,866,728,738,322,780,110,6346
112011237,1118,1584,994,785,879,705,359,743,125,7280
112011238,521,672,330,277,247,211,80,196,47,2582
112011239,381,792,551,463,362,350,133,377,54,3454
112011240,692,1092,555,562,373,430,136,394,71,4307
112011241,231,304,298,279,179,176,161,274,39,1944
112011242,498,1085,477,443,424,407,103,295,52,3793
112011243,438,741,471,359,295,312,133,347,54,3143
112021244,356,456,504,515,503,447,357,1002,72,4209
112021245,540,292,336,259,277,183,225,503,57,2679
112021246,509,1036,729,684,806,688,305,655,61,5474
112021247,481,395,330,290,275,209,211,402,52,2658
112021248,481,1158,830,893,703,662,331,876,97,6029
112021249,1137,1488,826,727,823,587,377,741,97,6807
112031250,690,1259,756,716,665,561,208,530,89,5476
112031251,294,513,505,440,380,369,244,443,54,3244
112031252,623,693,614,418,453,283,288,483,83,3933
112031253,622,1050,952,701,654,509,288,623,83,5483
112031254,743,1129,1215,1084,837,841,430,871,114,7267
112031550,608,910,931,920,867,859,348,690,96,6221
112031551,185,311,239,185,237,177,58,122,31,1538
112031552,199,300,385,444,273,331,159,416,56,2569
113011256,1075,1199,1190,801,986,896,559,1641,148,8499
113011257,1648,587,691,466,671,465,561,1017,120,6222
113011258,605,594,611,354,475,333,385,822,84,4264
113011259,530,284,292,227,253,158,214,409,43,2405
113021260,385,121,155,146,121,76,175,254,26,1459
113021261,239,341,415,262,264,237,318,372,33,2482
113021262,424,266,261,177,195,110,243,341,48,2073
113031263,424,414,391,323,308,222,195,490,51,2806
113031264,312,153,199,148,146,144,121,326,35,1582
113031265,419,261,276,288,250,152,201,411,32,2290
113031266,623,378,370,280,286,245,184,317,35,2715
113031267,950,1600,1283,861,1071,877,423,737,102,7910
113031268,169,511,325,360,254,229,115,228,16,2204
113031269,1002,1915,1555,1287,1299,1102,550,1111,130,9964
113031270,583,1245,793,906,589,549,274,602,71,5613
113031271,1669,988,1062,732,728,485,490,691,113,6972
114011272,629,802,529,348,382,259,133,304,49,3452
114011273,135,219,216,168,145,155,50,147,26,1261
114011274,188,289,316,221,205,150,98,224,37,1730
114011275,7,7,3,4,0,0,0,3,0,24
114011276,255,425,275,203,191,138,46,109,31,1675
114011277,692,1219,995,916,753,724,368,699,82,6446
114011278,687,987,1337,1112,793,796,455,865,129,7161
114011279,382,574,811,736,506,530,287,574,94,4491
114011280,135,147,241,189,146,101,88,140,38,1226
114011281,226,270,297,189,205,157,86,146,17,1587
114011282,608,870,881,729,585,695,249,645,73,5336
114011283,240,307,335,203,213,202,101,229,42,1882
114021284,862,1337,606,529,556,530,136,339,80,4972
114021285,300,357,570,353,321,310,276,379,45,2906
114021286,504,819,682,439,435,391,207,421,49,3951
114021287,480,704,736,485,486,442,332,545,64,4283
114021288,349,330,236,161,179,104,77,145,34,1617
114021289,508,618,449,260,344,229,160,273,59,2901
115011290,1677,3507,1218,887,1795,988,355,565,199,11196
115011291,1737,3197,1016,853,1821,991,315,471,173,10591
115011294,623,797,286,238,492,324,66,112,50,3001
115011296,1273,2287,499,398,1040,597,115,207,112,6531
115011553,662,1185,387,342,576,342,90,188,59,3820
115011554,415,699,175,164,341,239,35,76,29,2168
115011555,1156,1800,552,440,887,612,138,236,91,5915
115011556,863,1476,461,367,693,452,150,202,86,4746
115011557,538,886,201,183,460,261,68,95,49,2754
115011558,1596,3283,690,673,1548,837,199,387,132,9350
115011559,2000,3404,1239,986,2040,1272,378,601,228,12143
115021297,2137,2281,1518,797,1616,941,403,689,186,10568
115021298,457,588,395,201,368,228,85,181,47,2552
115031299,207,197,244,112,113,73,103,144,26,1214
115031300,1595,1843,2180,1085,1744,943,809,1013,206,11418
115041301,906,694,1091,440,954,456,442,430,88,5504
115041302,2049,3040,1330,977,1992,1211,450,606,203,11849
116011303,667,1524,1011,791,1156,663,924,940,153,7824
116011304,714,1225,1144,866,1237,738,919,936,157,7938
116011306,814,2020,1198,993,1816,871,1162,1136,226,10249
116011307,1356,2464,1690,1097,2005,1018,909,984,242,11754
116011308,1026,2241,1467,1022,1851,991,1013,1165,237,11013
116011560,445,883,764,569,899,506,628,626,118,5443
116011561,580,1158,975,791,1134,709,919,817,189,7275
116021309,1183,2239,812,766,1403,805,503,528,160,8390
116021310,2481,4624,1661,1290,2668,1552,795,765,246,16081
116021312,1050,1703,1225,719,1342,717,810,700,137,8411
116021562,259,494,255,189,378,205,153,121,32,2070
116021563,1289,2671,1442,1166,2155,1188,899,883,204,11896
116031313,268,483,707,651,793,503,1154,1014,189,5760
116031314,293,562,547,420,682,362,545,417,81,3909
116031315,658,1405,1284,1013,1640,936,1441,1206,199,9784
116031316,466,876,798,789,1018,639,1238,1051,200,7070
116031317,440,968,1030,955,1150,745,1333,1121,201,7946
116031318,3,0,9,0,0,0,0,3,0,18
116031319,734,1579,1302,1028,1653,936,1346,1077,199,9851
117011320,0,3,0,0,0,0,0,0,0,15
117011321,818,1200,714,613,973,501,323,387,89,5633
117011322,1527,2895,1440,1302,1771,1195,751,1126,234,12241
117011323,597,1052,632,558,759,529,408,444,87,5061
117011324,0,0,0,0,0,0,0,0,0,4
117011325,3,6,3,0,5,0,4,0,0,23
117021326,1850,4745,1463,1317,1794,1076,479,957,229,13905
117021327,1821,4852,981,995,1517,780,229,456,196,11836
117021328,683,1403,480,404,660,342,182,326,58,4532
117031329,1389,3018,467,581,755,452,82,272,112,7118
117031330,2044,4684,759,771,1412,778,169,277,163,11056
117031331,1757,4705,694,870,1237,751,130,366,170,10673
117031332,2164,6263,995,1527,1723,1030,206,450,229,14582
117031333,2380,4894,946,1155,1282,841,125,426,192,12236
117031334,2017,3732,999,1397,1274,916,202,721,238,11495
117031335,1699,4667,930,1176,1308,923,189,620,189,11695
117031336,1879,4225,674,886,1016,712,119,493,186,10182
117031337,2180,3814,1687,2476,1305,1233,195,1813,413,15124
117031338,2943,5951,1501,1515,2173,1522,409,705,329,17051
118011339,2012,4069,822,888,1087,738,168,441,186,10413
118011340,2411,4700,886,1096,1077,982,129,387,203,11873
118011341,1568,3410,574,773,943,692,138,374,163,8633
118011342,0,0,0,0,0,0,0,0,0,0
118011343,2910,5384,554,798,1496,1023,106,269,289,12832
118011344,1188,1999,370,429,695,475,77,170,109,5507
118011345,1858,4039,451,651,999,647,88,147,130,9000
118011346,1409,1974,209,400,645,464,47,125,114,5388
118011347,843,1831,154,241,416,306,44,71,63,3959
118021348,2642,5622,1091,1253,1693,1007,204,401,236,14144
118021350,1539,2469,1182,1054,1742,941,528,605,180,10228
118021564,808,2297,519,817,851,642,163,332,98,6528
118021565,724,2151,562,666,861,613,212,460,121,6368
118021566,767,1704,419,421,701,387,124,188,98,4795
118021567,747,1559,547,538,646,414,160,267,78,4969
118021568,685,1464,434,455,677,439,141,304,88,4684
118021569,1618,3742,853,851,1185,659,207,366,126,9611
118021570,1048,2754,623,615,899,480,140,308,90,6954
119011354,785,1269,1150,798,1247,796,705,735,200,7683
119011355,64,111,37,35,57,42,25,39,10,430
119011356,466,753,627,418,659,441,368,454,104,4296
119011357,869,1555,1332,839,1314,984,793,861,208,8758
119011358,859,1610,1053,665,1421,672,549,591,136,7556
119011359,1519,2528,1786,1141,2373,1156,729,774,209,12211
119011360,848,1478,1048,728,1326,622,514,596,155,7313
119011361,624,1271,1120,790,1158,737,747,893,192,7532
119011571,504,1087,746,756,718,658,607,716,146,5941
119011572,381,895,796,729,711,545,587,784,178,5602
119021362,768,1433,1115,870,1264,799,614,915,194,7987
119021363,1180,2374,2025,1631,1703,1455,1012,2031,372,13768
119021364,1553,2688,1333,891,1682,1004,561,748,225,10682
119021366,610,1009,1142,823,970,753,844,931,200,7284
119021367,623,1106,792,511,912,619,452,514,116,5642
119021573,362,831,670,702,563,596,824,902,216,5669
119021574,228,489,453,487,375,464,505,541,97,3656
119031368,1076,2470,1264,1089,1474,1221,562,1079,255,10503
119031369,1405,3120,1391,1254,1956,1147,604,989,214,12081
119031370,636,1376,720,637,954,576,411,503,151,5962
119031371,939,1984,613,522,1028,559,203,315,96,6250
119031372,1144,1947,1084,807,1405,774,405,501,159,8228
119031373,367,882,554,443,640,481,388,501,112,4368
119031374,1547,2894,1208,1077,1694,1183,498,912,223,11248
119041375,1326,2827,1194,1063,1554,1041,626,1131,239,10990
119041376,1268,2681,1554,1292,1765,1237,838,1325,250,12204
119041377,720,1454,687,431,1033,514,337,437,131,5752
119041378,491,1666,598,678,753,517,311,645,101,5761
119041379,924,1883,948,794,1222,862,445,717,140,7924
119041380,885,1396,773,642,1078,711,434,491,153,6560
119041381,979,1981,1288,1150,1289,1061,632,1508,213,10103
119041382,1139,1640,866,639,1314,823,420,482,140,7468
120011383,2071,3299,958,734,1737,1035,280,482,213,10817
120011384,1887,4456,1140,974,1819,1096,299,562,260,12491
120011385,2061,3278,731,702,1321,844,164,307,138,9554
120011386,2078,3286,906,774,1556,930,248,411,190,10386
120021387,2041,3636,414,489,922,540,76,145,116,8376
120021388,2710,5948,1000,1100,1801,986,261,441,222,14468
120021389,1839,2990,544,495,898,508,94,190,149,7714
120031390,1320,3885,1322,1392,1674,1050,473,1182,246,12553
120031391,1337,3435,1091,1148,1499,1190,383,941,308,11332
120031392,727,1573,594,474,810,454,204,416,66,5322
120031393,1012,2268,986,752,1336,817,387,592,145,8300
120031394,1395,3325,828,808,1288,697,272,474,121,9209
120031395,1121,2697,595,569,967,539,168,311,116,7079
120031396,796,2422,889,781,1055,760,404,826,214,8150
120031575,1432,4257,1253,1086,1650,1227,338,1040,332,12615
120031576,226,528,189,145,287,147,94,101,31,1749
121011398,2224,5349,1007,1047,1679,1156,221,645,282,13611
121011399,1888,4544,847,891,1409,900,204,433,207,11328
121011400,2736,5803,736,946,1759,1029,164,321,222,13706
121011401,1267,2877,314,386,744,442,56,144,99,6330
121011402,2714,4622,622,834,1506,950,157,329,231,11959
121021403,1347,2904,1178,982,1422,758,308,569,141,9611
121021404,901,1712,834,619,1004,482,170,363,89,6169
121021406,1458,3248,755,781,1329,743,168,438,113,9022
121021577,660,2122,655,687,770,550,202,500,93,6241
121021578,704,1748,519,475,735,402,143,339,57,5108
121021579,560,1824,378,393,620,321,109,221,77,4506
121031407,2008,3907,464,636,1335,812,114,269,188,9732
121031408,2226,4483,556,773,1403,891,116,276,203,10934
121031409,1695,3212,395,559,1000,573,88,228,143,7892
121031410,2173,3465,509,665,1287,941,119,255,160,9562
121031411,1853,3290,466,675,1127,681,107,261,144,8591
121031412,1654,3312,440,675,1183,603,98,253,148,8364
121041413,2463,4414,590,673,1406,775,124,224,167,10848
121041414,2172,5099,593,662,1415,697,87,217,193,11144
121041415,3360,5530,622,1018,1686,1085,100,293,300,13999
121041416,2244,4611,555,667,1348,710,102,224,185,10637
121041417,1480,2918,278,328,770,390,38,107,122,6425
122011418,2325,3459,667,755,1271,846,142,281,172,9916
122011419,2696,4821,826,1010,1254,941,166,350,225,12282
122021420,1174,1790,769,538,771,558,88,302,131,6116
122021421,1044,1391,607,439,700,411,140,218,78,5019
122021422,1329,1923,842,672,905,667,131,313,121,6910
122021423,2078,2942,1633,1214,1799,1207,418,645,215,12146
122031424,1029,1557,918,673,996,638,276,559,107,6746
122031425,590,868,529,367,551,358,147,235,50,3684
122031426,2055,3258,1868,1653,1809,1425,622,1121,248,14062
122031427,1148,1910,530,503,790,544,132,257,81,5887
122031428,2371,3444,1217,1055,1834,1168,317,554,181,12145
122031429,2184,3569,1362,1110,1519,961,314,574,180,11778
122031430,1535,2470,916,828,1154,779,219,464,122,8481
122031431,2162,3254,1759,1269,1866,1165,399,655,179,12707
122031432,352,437,265,154,268,147,51,104,19,1795
123011433,861,1320,950,644,972,525,425,449,107,6258
123011434,1458,2032,1563,1068,1713,1177,781,792,194,10782
123011435,1725,2510,2285,1730,2648,1572,1331,1248,271,15309
123021436,609,1002,1159,955,1161,752,977,906,158,7685
123021437,696,1392,1005,865,1175,807,891,878,167,7877
123021438,794,1189,1381,1052,1592,978,1136,1152,209,9479
123021439,0,0,0,0,0,0,0,0,0,0
123021440,874,1625,1167,941,1579,819,964,920,161,9049
123021441,635,1105,1182,828,1285,737,872,803,135,7578
123021442,655,1749,1208,1094,1547,803,1143,1152,183,9541
123021443,687,1246,1252,1060,1350,874,1221,1034,176,8897
123021444,914,1336,1280,1012,1492,987,1011,969,200,9202
123031445,321,324,531,265,363,256,286,314,54,2718
123031446,672,831,909,491,792,423,410,350,78,4961
123031447,911,1178,1400,864,1056,723,784,851,121,7892
123031448,600,679,931,436,685,313,427,406,106,4579
124011449,301,641,324,269,255,180,106,209,26,2304
124011450,1321,2927,1137,993,1405,683,362,568,133,9529
124011451,0,0,3,0,0,0,0,0,0,6
124011452,657,1546,678,809,606,438,216,529,80,5552
124011453,578,1458,730,716,695,390,272,448,67,5346
124011454,1247,2971,1454,1236,1523,810,441,721,155,10554
124011455,353,719,273,311,305,191,98,213,37,2508
124021456,0,0,0,0,0,0,0,0,0,0
124031457,643,890,1242,882,1411,787,928,816,137,7747
124031458,1332,1929,1881,1196,2151,1207,1169,1091,241,12193
124031459,802,1411,1011,761,1267,648,451,514,123,6987
124031460,1384,2027,1581,1253,2225,1172,941,839,187,11618
124031461,813,1252,1252,867,1489,797,778,745,165,8154
124031462,789,1453,1172,998,1513,828,1027,993,188,8962
124031463,778,814,797,433,875,424,409,353,92,4974
124031464,543,981,802,662,937,547,598,602,104,5758
124031465,342,314,483,257,459,219,297,284,55,2710
124041466,676,1033,1102,762,849,592,552,673,95,6334
124041467,756,975,1361,839,1199,733,781,832,147,7632
124041468,400,347,658,275,484,267,408,318,60,3214
124051469,373,500,582,359,735,353,372,336,63,3669
124051470,905,1285,1573,1009,1942,1032,1310,1012,186,10245
124051580,349,508,648,551,880,458,805,648,119,4972
124051581,428,671,873,706,921,586,1104,914,156,6353
125011473,1628,2901,824,699,1453,747,288,354,178,9078
125011475,0,0,0,0,0,0,0,0,0,0
125011582,400,859,1207,678,560,676,570,1086,232,6277
125011583,239,565,927,507,369,501,423,1026,155,4714
125011584,248,482,531,279,352,288,290,392,85,2958
125011585,252,623,664,357,480,274,350,572,123,3694
125011586,827,2002,1456,871,1138,831,574,1216,335,9249
125011587,183,318,292,189,295,163,202,307,52,2002
125021476,1686,4131,1250,997,1870,1124,458,704,243,12463
125021477,1234,2283,1372,926,1611,852,514,750,208,9743
125021478,1071,2260,930,677,1309,759,351,531,130,8010
125031479,526,1032,963,710,949,585,690,751,179,6395
125031480,286,635,786,537,639,383,649,773,169,4855
125031481,616,1395,1250,1010,1033,831,701,1194,253,8282
125031482,1501,2491,1616,968,2310,1209,845,802,222,11972
125031483,524,925,1127,678,894,616,627,758,242,6389
125031484,702,1187,1343,800,1297,716,788,839,221,7886
125031485,1107,2039,1755,1091,1763,1095,1025,1237,321,11434
125031486,0,0,0,0,0,0,3,0,0,5
125031487,0,0,4,0,0,0,0,0,0,6
125041489,1193,3256,1088,929,1758,837,587,648,191,10491
125041490,565,1261,407,303,564,310,133,147,61,3755
125041491,1186,3610,868,763,1438,720,502,587,184,9854
