SA2_MAINCODE_2016,OPDs_Separate_house_Dwellings,OPDs_Separate_house_Persons,OPDs_SD_r_t_h_th_1_sty_Dwgs,OPDs_SD_r_t_h_th_1_sty_Psns,OPDs_SD_r_t_h_th_2_m_sty_Dwgs,OPDs_SD_r_t_h_th_2_m_sty_Psns,OPDs_SD_r_t_h_th_Tot_Dwgs,OPDs_SD_r_t_h_th_Tot_Psns,OPDs_F_ap_I_1or2_sty_blk_Ds,OPDs_F_ap_I_1or2_sty_blk_Ps,OPDs_F_ap_I_3_sty_blk_Dwgs,OPDs_F_ap_I_3_sty_blk_Psns,OPDs_F_ap_I_4_m_sty_blk_Ds,OPDs_F_ap_I_4_m_sty_blk_Ps,OPDs_Flt_apt_Att_house_Ds,OPDs_Flt_apt_Att_house_Ps,OPDs_Flt_apart_Tot_Dwgs,OPDs_Flt_apart_Tot_Psns,OPDs_Oth_dwg_Cvn_Ds,OPDs_Oth_dw_Cvn_Ps,OPDs_Oth_dwg_cab_hboat_Ds,OPDs_Oth_dwg_cab_hboat_Ps,OPDs_Ot_dwg_Im_hm_tnt_SO_Ds,OPDs_Ot_dwg_Im_hm_tnt_SO_Ps,OPDs_Ot_dwg_Hs_f_att_sh_of_Ds,OPDs_Ot_dwg_Hs_f_att_sh_of_Ps,OPDs_Other_dwelling_Tot_Dwgs,OPDs_Other_dwelling_Tot_Psns,OPDs_Dwlling_structur_NS_Dwgs,OPDs_Dwlling_structur_NS_Psns,OPDs_Tot_OPDs_Dwellings,OPDs_Tot_OPDs_Persons,Unoccupied_PDs_Dwgs,Unoccupied_PDs_Psns,Total_PDs_Dwellings,Total_PDs_Persons
123021439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
123021440,4337,13980,780,1724,914,2537,1694,4259,109,230,64,129,36,107,3,5,217,479,28,33,0,0,3,0,0,3,34,38,122,241,6398,18992,379,..,6776,18992
123021441,4745,14224,253,481,350,714,601,1193,94,170,0,0,155,321,0,3,249,490,0,0,0,0,0,0,0,0,0,0,5,13,5607,15923,328,..,5936,15923
123021442,5221,16582,998,2376,1072,2982,2073,5359,32,66,0,0,0,0,5,20,35,85,0,0,3,3,6,11,6,12,12,36,17,49,7358,22102,409,..,7771,22102
123021443,5184,17063,377,934,380,907,761,1837,126,249,12,24,0,0,0,0,134,272,0,4,0,0,0,0,0,7,0,9,10,22,6092,19209,290,..,6387,19209
123021444,5487,17737,361,843,276,683,631,1526,196,397,26,54,0,0,0,0,229,460,0,0,0,0,0,3,3,9,5,14,8,12,6359,19740,294,..,6654,19740
123031445,1665,5088,144,226,0,0,144,226,0,3,0,0,0,0,0,5,0,9,33,40,0,0,3,4,3,12,37,51,10,21,1857,5396,109,..,1967,5396
123031446,2716,8710,119,195,6,14,124,209,20,29,0,0,0,0,0,0,21,30,0,3,0,5,5,17,11,21,21,50,12,33,2893,9027,173,..,3064,9027
123031447,5020,14778,302,522,50,92,349,614,66,105,5,9,0,0,0,3,78,119,3,10,0,0,0,0,15,57,27,67,15,57,5483,15636,380,..,5863,15636
123031448,2598,8262,17,42,0,0,22,42,4,17,0,0,0,0,0,0,6,17,0,0,22,28,3,9,4,14,32,47,10,29,2671,8405,181,..,2848,8405
124011449,2274,4815,33,58,8,12,42,69,17,18,0,0,0,0,0,0,17,21,3,3,0,0,5,11,3,7,9,25,16,34,2358,4964,925,..,3282,4964
124011450,6182,17573,161,273,111,225,271,496,9,6,9,10,0,3,0,0,22,23,0,0,0,0,0,0,0,0,0,0,8,15,6481,18109,400,..,6886,18109
124011451,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,0,..,5,10
124011452,4617,10219,197,293,166,284,368,581,315,472,88,125,9,9,3,7,409,611,3,3,0,3,0,3,18,30,23,42,38,59,5460,11503,1497,..,6949,11503
124011453,4043,10393,59,105,9,13,69,118,56,73,0,0,0,0,4,3,62,74,0,0,0,0,0,0,3,0,3,0,16,30,4185,10620,413,..,4594,10620
124011454,7008,19373,292,466,268,409,557,875,36,59,32,36,0,0,0,3,65,100,0,0,0,0,3,5,4,10,11,18,17,38,7662,20409,479,..,8142,20409
124011455,2284,5308,69,112,31,49,103,157,0,6,13,17,0,0,0,0,15,20,0,0,0,0,0,5,0,3,4,10,15,30,2410,5523,426,..,2838,5523
124021456,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,..,10,3
124031457,4875,14218,146,310,162,414,309,721,8,9,0,0,0,0,12,24,18,41,0,0,0,0,0,0,3,9,5,13,14,24,5225,15010,254,..,5475,15010
124031458,6635,21013,218,529,297,781,514,1307,4,7,0,3,61,117,0,0,67,135,0,0,3,12,3,18,3,18,14,44,29,90,7256,22596,424,..,7683,22596
124031459,4259,12496,149,266,198,409,353,679,58,66,0,0,0,0,0,0,58,66,0,4,94,127,0,0,8,16,104,151,6,7,4779,13393,234,..,5011,13393
124031460,5890,19224,129,257,363,927,488,1190,14,31,0,0,45,104,0,0,57,135,0,8,0,0,0,0,0,3,3,10,10,25,6448,20572,255,..,6699,20572
124031461,4971,14201,351,609,273,582,626,1189,200,308,255,441,91,186,3,11,548,955,0,0,11,15,0,0,0,0,15,20,10,24,6167,16388,333,..,6500,16388
124031462,3953,12016,554,1185,1264,3048,1819,4226,345,688,404,737,164,295,4,10,916,1730,0,0,0,3,10,12,4,17,12,32,31,76,6735,18073,520,..,7255,18073
124031463,2577,8562,25,66,34,87,58,149,47,63,0,0,0,0,0,0,47,63,27,36,0,0,4,12,0,0,29,52,32,122,2750,8950,225,..,2974,8950
124031464,2529,6925,527,877,1001,2139,1531,3020,658,1042,448,781,163,255,3,11,1275,2090,0,0,0,0,4,10,3,10,7,17,19,41,5363,12089,504,..,5864,12089
124031465,1562,4904,12,21,0,0,12,21,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,8,0,0,3,11,6,16,1578,4947,91,..,1672,4947
124041466,3603,9773,732,1342,297,619,1025,1963,269,393,75,133,0,0,4,6,343,531,0,0,0,0,0,0,5,10,5,10,20,55,4999,12333,395,..,5396,12333
124041467,4224,12281,806,1653,208,451,1015,2103,56,90,0,0,0,0,0,6,60,96,0,0,0,0,0,0,19,29,18,30,35,78,5349,14588,314,..,5663,14588
124041468,1626,5634,16,36,3,3,18,44,9,15,0,0,0,0,0,0,7,16,3,6,0,3,0,3,9,15,9,33,43,123,1709,5850,97,..,1803,5850
124051469,1880,6174,15,23,11,34,22,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1904,6238,55,..,1961,6238
124051470,5988,19001,31,96,14,50,48,152,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,4,5,6040,19164,234,..,6281,19164
124051580,3121,9282,248,582,327,924,576,1497,23,41,0,0,0,0,0,0,27,47,0,0,0,0,0,0,4,4,4,4,16,46,3742,10877,319,..,4059,10877
124051581,3579,10152,286,519,834,2290,1125,2811,273,586,363,735,161,315,12,19,806,1660,0,0,0,0,6,16,12,33,26,47,21,44,5558,14721,521,..,6080,14721
125011473,898,3138,4,12,551,1803,557,1812,37,104,363,883,4431,9550,0,3,4830,10538,0,0,0,0,0,0,0,0,0,0,11,26,6301,15522,502,..,6804,15522
125011475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,..,0,3
125011582,2289,9023,82,217,381,1458,459,1678,262,699,350,1139,890,3508,30,97,1541,5446,0,0,0,0,0,12,71,273,78,282,33,73,4391,16499,392,..,4784,16499
125011583,535,1966,48,148,72,316,122,465,1277,4077,808,2799,454,1442,3,7,2543,8326,0,0,0,0,0,0,4,22,4,22,11,21,3216,10802,158,..,3373,10802
125011584,1662,6434,59,154,369,1165,425,1320,74,194,36,93,0,0,6,24,114,310,0,0,0,0,6,5,3,10,9,20,11,27,2214,8112,120,..,2334,8112
125011585,1602,5550,37,82,290,1056,330,1142,315,823,278,784,97,270,0,3,694,1885,0,0,0,0,5,9,44,118,47,126,3,18,2675,8714,163,..,2839,8714
125011586,2951,10287,189,528,1050,3510,1234,4036,338,855,306,941,953,2769,12,25,1606,4591,0,0,0,5,0,3,20,58,23,65,44,92,5864,19073,326,..,6185,19073
125011587,1031,3483,30,78,32,119,66,199,215,414,96,282,137,427,7,30,459,1154,0,0,0,0,0,0,18,60,18,60,5,30,1582,4930,117,..,1704,4930
125021476,6060,19352,107,289,979,3089,1078,3373,302,480,215,516,1048,2962,11,23,1571,3974,0,0,0,0,0,0,7,20,7,20,29,72,8750,26795,559,..,9305,26795
125021477,4415,13317,387,862,1614,4846,2004,5709,164,243,228,497,96,234,3,3,496,979,0,6,5,8,0,0,18,62,24,76,28,73,6970,20153,536,..,7507,20153
125021478,3153,9932,331,633,1699,4788,2029,5420,163,310,416,882,275,478,3,9,858,1681,0,0,0,0,0,0,19,31,19,31,23,56,6085,17115,419,..,6504,17115
125031479,3969,13404,256,615,522,1716,778,2336,379,807,133,345,36,97,13,31,562,1269,0,0,0,0,0,7,23,55,20,65,25,52,5356,17130,402,..,5756,17130
125031480,2899,10845,178,485,238,747,411,1235,638,1287,398,811,9,26,3,12,1046,2129,3,9,0,0,0,0,26,79,31,91,18,30,4400,14333,336,..,4739,14333
125031481,3512,12579,186,511,545,1873,734,2382,379,828,645,1716,737,2014,6,17,1769,4579,0,0,0,0,0,0,22,98,19,96,42,102,6076,19739,408,..,6487,19739
125031482,6927,21530,190,399,702,2202,891,2604,55,122,268,601,0,0,21,42,347,765,0,3,0,0,0,0,68,224,67,230,8,26,8238,25153,409,..,8648,25153
125031483,3801,14237,271,440,797,2416,1065,2864,218,408,200,531,476,1271,27,81,912,2293,0,0,0,0,0,0,24,80,24,80,20,75,5829,19541,462,..,6288,19541
125031484,3704,12351,480,1013,762,2485,1239,3500,228,471,893,2135,437,1072,0,7,1555,3677,0,0,0,0,0,0,12,27,12,28,32,115,6542,19668,479,..,7020,19668
125031485,4338,14695,632,1497,1138,3929,1771,5424,476,1169,1608,4104,638,1702,12,20,2728,6994,0,0,0,5,11,37,48,173,59,213,40,108,8944,27432,603,..,9542,27432
125031486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,..,3,3
125031487,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,..,0,4
125041489,1538,4649,170,343,998,2726,1167,3069,1076,2297,2215,5014,1860,4471,3,9,5154,11791,0,0,0,0,0,0,8,16,8,16,38,93,7897,19623,651,..,8550,19623
125041490,2274,7039,62,165,133,392,198,558,6,27,0,0,0,0,0,0,12,24,3,4,0,0,0,0,0,5,4,6,7,9,2493,7634,134,..,2623,7634
125041491,2098,6221,243,495,852,2274,1095,2767,510,896,1233,3174,2180,5887,5,8,3920,9967,0,0,0,9,0,0,0,3,0,6,18,36,7136,18998,697,..,7832,18998
125041492,920,3032,120,323,299,974,412,1295,1548,4183,2972,7994,3896,10068,0,3,8419,22252,0,0,0,0,0,0,161,474,161,474,78,157,9993,27212,795,..,10792,27212
125041493,4972,15158,767,1640,888,2746,1648,4386,585,960,15,46,97,309,15,21,709,1338,0,0,0,3,0,0,5,30,5,34,38,83,7370,20994,434,..,7800,20994
125041494,3299,10054,16,27,105,275,122,299,38,42,0,0,0,0,0,4,42,47,0,0,0,0,0,0,0,0,0,0,3,8,3456,10411,162,..,3618,10411
125041588,1872,5929,709,2124,537,1750,1245,3871,440,1099,373,957,62,195,11,20,884,2268,4,5,0,0,0,0,3,12,10,21,24,88,4033,12179,277,..,4312,12179
125041589,2074,6720,354,919,506,1499,861,2424,953,2775,1025,2849,82,225,0,3,2062,5851,0,0,0,0,0,0,4,13,4,13,58,128,5059,15130,358,..,5410,15130
126011495,5450,17517,259,694,659,1946,920,2643,129,237,1292,3296,1114,2887,4,16,2535,6431,0,0,0,0,0,0,5,24,5,24,18,51,8930,26672,530,..,9466,26672
126011496,5583,17639,211,438,298,755,517,1194,145,216,162,360,163,285,15,25,483,886,0,9,0,0,0,0,8,17,7,27,15,44,6605,19783,429,..,7036,19783
126021497,5214,16988,903,2315,544,1706,1450,4015,105,252,891,2166,404,1011,8,19,1406,3446,0,0,0,0,0,9,40,96,39,107,33,91,8134,24648,546,..,8678,24648
126021498,2716,8259,227,515,540,1350,769,1868,274,470,1199,2121,436,760,0,0,1912,3348,0,0,0,0,0,0,9,21,9,21,28,62,5432,13553,448,..,5876,13553
126021499,2173,6810,61,149,283,669,348,817,319,525,225,357,88,145,0,4,629,1034,0,3,0,0,0,0,0,5,3,7,13,31,3167,8704,298,..,3471,8704
126021500,1594,5315,266,666,2525,5812,2787,6482,241,456,1610,3717,1572,3297,3,5,3428,7486,8,12,0,0,0,0,0,9,9,20,88,172,7907,19471,605,..,8518,19471
126021501,3262,9967,254,624,286,811,536,1438,151,235,16,43,0,0,0,3,163,286,0,0,0,0,0,0,5,10,6,8,8,32,3976,11735,429,..,4408,11735
126021503,2533,7921,362,950,157,475,524,1425,262,577,1383,2853,2627,5943,4,10,4278,9382,0,0,0,5,0,0,42,84,44,89,17,29,7395,18844,525,..,7921,18844
126021590,1118,3572,73,154,107,273,178,429,7,23,0,0,0,0,3,4,10,26,0,0,0,0,0,0,3,6,3,6,3,3,1317,4042,88,..,1400,4042
126021591,4447,13733,586,1368,534,1408,1121,2774,347,635,1922,3881,2006,4711,3,6,4279,9237,0,0,0,0,0,0,8,21,8,21,52,136,9906,25904,715,..,10623,25904
127011504,4148,14207,49,102,183,459,229,555,421,722,268,409,11,14,0,3,698,1152,0,0,0,0,0,0,6,15,5,11,16,24,5099,15959,321,..,5422,15959
127011505,2339,7828,8,32,0,10,11,36,3,5,0,0,0,0,0,3,5,6,0,0,0,0,7,18,4,10,10,26,63,96,2438,8001,199,..,2638,8001
127011506,5089,16255,90,190,8,24,92,210,8,12,0,0,0,6,3,7,16,20,0,0,8,11,5,19,6,23,23,53,52,127,5273,16675,283,..,5553,16675
127011592,18,41,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,20,49,4,..,21,49
127011593,1725,6451,6,17,78,227,85,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,3,5,1810,6699,58,..,1867,6699
127011594,2752,10333,200,559,378,1241,572,1804,0,4,0,3,0,0,0,5,4,16,0,0,0,0,0,0,0,3,0,3,4,12,3338,12161,126,..,3461,12161
127011595,2840,10689,146,411,268,904,411,1314,3,4,0,0,0,0,0,4,3,7,0,0,0,0,0,0,0,0,0,0,8,16,3265,12028,146,..,3409,12028
127011596,2916,10673,41,121,139,422,177,545,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,4,4,5,5,22,3108,11250,113,..,3216,11250
127011597,3640,13679,26,69,252,773,275,843,14,31,0,0,0,0,0,0,17,34,0,0,0,0,0,0,3,8,3,8,21,55,3955,14617,168,..,4120,14617
127021509,3727,13798,237,657,362,1023,603,1685,3,5,3,8,11,26,3,3,17,43,0,0,0,0,0,0,11,21,11,21,3,24,4367,15565,179,..,4548,15565
127021510,4909,16987,175,419,107,346,277,761,8,39,0,0,0,0,34,87,41,121,0,0,0,0,0,0,92,309,92,309,25,46,5346,18223,204,..,5545,18223
127021511,3233,11873,94,181,1389,4412,1484,4595,698,2001,1626,4153,200,496,16,38,2540,6689,0,0,0,4,3,3,24,55,25,59,29,79,7318,23295,420,..,7738,23295
127021512,4233,14770,99,238,381,1122,480,1360,56,146,7,16,10,9,9,20,81,191,0,0,0,6,0,3,22,78,25,88,13,25,4840,16441,277,..,5118,16441
127021513,3810,13933,106,269,943,3062,1050,3333,279,693,233,604,385,992,8,12,910,2299,0,0,0,0,8,18,86,304,95,325,43,119,5903,20002,382,..,6285,20002
127021514,2434,8697,72,201,167,579,238,777,0,0,0,0,0,0,14,37,14,37,0,0,0,0,0,0,0,0,0,0,11,40,2696,9551,108,..,2807,9551
127021515,2160,7588,124,295,632,2310,754,2605,535,1316,634,1566,1425,3682,4,15,2601,6582,0,0,0,0,11,20,17,35,24,58,29,59,5577,16888,407,..,5985,16888
127021516,4030,14124,183,480,832,3034,1018,3518,163,344,28,91,16,52,9,11,213,500,0,0,0,0,4,16,59,214,68,229,45,122,5371,18488,301,..,5669,18488
127021517,2032,7268,106,339,132,430,238,769,30,46,0,0,0,0,4,13,42,58,0,0,0,0,0,0,0,5,0,5,10,29,2319,8135,82,..,2399,8135
127021518,1141,3921,0,0,0,0,0,0,0,0,0,3,0,0,5,17,5,18,0,0,0,0,4,20,0,0,3,18,11,32,1162,3994,76,..,1239,3994
127021519,4493,14815,203,534,352,1217,551,1754,320,537,8,15,0,0,3,9,331,556,68,85,0,0,3,11,7,19,82,121,29,88,5489,17336,301,..,5797,17336
127021520,2710,9447,101,322,185,605,286,928,11,32,0,0,0,0,0,3,11,35,0,0,0,0,0,7,0,0,0,7,10,27,3014,10439,105,..,3121,10439
127021521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,6,11,0,..,6,11
127031522,3355,11667,264,540,861,2482,1125,3021,32,42,28,69,0,8,15,19,71,143,0,0,0,0,0,0,0,3,0,3,16,34,4575,14861,229,..,4803,14861
127031523,4896,15680,87,206,601,1619,689,1829,22,32,162,316,40,89,5,18,226,455,0,0,0,4,0,0,7,13,6,20,13,31,5831,18012,315,..,6148,18012
127031524,5269,17138,85,144,621,1791,709,1938,80,119,9,12,0,0,3,9,93,135,0,5,0,0,0,0,31,94,36,98,0,4,6100,19317,264,..,6362,19317
127031598,2556,8661,115,244,829,2308,940,2551,520,1168,2637,6521,1690,4663,21,51,4870,12405,0,0,0,0,0,0,19,40,19,40,35,73,8419,23734,480,..,8904,23734
127031599,2595,8834,109,224,539,1399,643,1620,99,145,187,243,0,0,16,39,303,429,0,0,0,0,0,0,0,5,0,5,20,49,3563,10933,182,..,3743,10933
127031600,4404,16414,17,56,141,440,158,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,16,5,21,17,58,4586,16988,166,..,4754,16988
127031601,496,1484,51,80,76,161,126,238,319,566,550,1235,612,1498,0,0,1482,3300,0,0,0,0,0,0,4,7,4,7,0,0,2104,5038,157,..,2257,5038
128011529,4189,12964,136,277,758,1800,890,2074,160,294,656,1229,79,153,0,0,895,1675,0,4,0,0,0,0,19,32,21,41,16,33,6003,16782,389,..,6399,16782
128011530,3461,10497,322,602,805,1790,1122,2391,304,522,642,1382,996,2052,0,3,1939,3958,40,61,28,51,0,0,0,4,67,109,19,51,6615,17009,508,..,7122,17009
128011531,3596,10964,149,304,954,2087,1108,2395,74,184,285,590,470,692,3,0,837,1469,0,0,0,3,0,0,21,49,22,52,8,19,5570,14900,405,..,5972,14900
128011602,1445,4402,260,468,1044,2422,1299,2886,175,320,1280,2357,538,1002,0,0,1991,3678,0,0,0,0,0,0,3,0,3,0,12,22,4747,10990,325,..,5069,10990
128011603,3219,9883,267,476,512,1173,777,1650,17,38,0,0,0,0,0,0,18,38,0,3,0,0,0,0,0,0,3,8,11,28,4024,11603,274,..,4294,11603
128011604,3333,9817,61,115,401,899,460,1009,1450,2462,2633,5015,1533,2838,0,3,5615,10314,0,0,0,0,0,0,89,181,88,184,34,71,9527,21393,1223,..,10747,21393
128011605,909,2903,0,0,58,124,58,124,3,5,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,3,967,3040,62,..,1032,3040
128011606,1857,5890,91,178,337,802,429,978,195,314,86,154,0,0,0,0,282,469,0,0,0,0,0,0,5,16,4,22,3,11,2583,7367,160,..,2741,7367
128021533,1696,5198,95,215,138,334,232,547,204,295,8,12,0,0,0,0,208,309,8,14,48,74,0,0,0,0,55,84,13,29,2203,6168,113,..,2323,6168
128021534,2974,9607,14,33,99,288,114,324,0,0,36,71,22,48,0,0,56,114,0,3,0,0,0,0,0,0,3,0,5,14,3158,10062,163,..,3322,10062
128021535,5398,17337,44,105,1009,2616,1058,2723,14,17,18,43,60,81,0,0,90,137,0,4,33,51,0,0,0,0,37,56,6,18,6586,20268,247,..,6827,20268
128021536,5463,16781,486,1342,529,1380,1013,2726,302,522,138,249,0,0,3,16,436,788,0,0,0,10,5,3,20,55,24,65,16,27,6957,20384,422,..,7370,20384
128021537,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,3,7,15,0,..,7,15
128021538,3243,9627,306,590,885,2044,1198,2631,588,1110,2254,4306,824,1664,0,0,3664,7078,0,0,4,4,0,0,11,21,13,26,19,52,8135,19415,548,..,8682,19415
128021607,4542,14116,132,247,284,674,418,921,128,259,519,1005,12,20,3,6,656,1297,0,3,0,0,0,0,15,29,18,34,13,30,5645,16395,271,..,5920,16395
128021608,2154,6638,98,171,86,209,187,377,12,16,0,0,0,0,8,10,21,28,0,0,0,0,0,0,3,5,3,5,0,3,2365,7046,116,..,2477,7046
128021609,1044,3434,0,0,19,48,19,48,3,11,0,0,0,0,0,3,5,15,0,3,3,11,0,0,0,0,4,12,21,50,1087,3560,36,..,1126,3560
197979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
199999499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,0,0
