SA2_MAINCODE_2016,P_EducTrain_GD_GC,P_EducTrain_BD,P_EducTrain_AdD_D,P_EducTrain_Cert,P_EducTrain_ID_NS,P_EducTrain_ToT,P_HealthCareSocA_PD,P_HealthCareSocA_GD_GC,P_HealthCareSocA_BD,P_HealthCareSocA_AdD_D,P_HealthCareSocA_Cert,P_HealthCareSocA_ID_NS,P_HealthCareSocA_ToT,P_ArtRecServ_PD,P_ArtRecServ_GD_GC,P_ArtRecServ_BD,P_ArtRecServ_AdD_D,P_ArtRecServ_Cert,P_ArtRecServ_ID_NS,P_ArtRecServ_ToT,P_OthServ_PD,P_OthServ_GD_GC,P_OthServ_BD,P_OthServ_AdD_D,P_OthServ_Cert,P_OthServ_ID_NS,P_OthServ_ToT,P_ID_NS_PD,P_ID_NS_GD_GC,P_ID_NS_BD,P_ID_NS_AdD_D,P_ID_NS_Cert,P_ID_NS_ID_NS,P_ID_NS_ToT,P_ToT_PD,P_ToT_GD_GC,P_ToT_BD,P_ToT_AdD_D,P_ToT_Cert,P_ToT_ID_NS,P_ToT_ToT
115011554,20,90,16,14,3,189,41,10,109,22,26,4,210,0,0,9,4,3,0,18,4,0,14,3,10,0,35,7,4,19,6,12,9,59,310,72,701,214,257,41,1602
115011555,43,243,49,25,15,501,118,34,270,112,68,25,630,10,4,18,3,14,0,51,17,3,29,25,71,3,136,20,3,60,29,29,21,169,710,179,1699,747,896,155,4383
115011556,29,196,48,21,10,401,92,21,234,73,57,18,496,0,0,14,14,13,4,46,17,3,29,26,52,3,127,24,6,53,31,42,20,168,587,132,1490,596,683,126,3613
115011557,12,109,21,21,3,216,58,11,105,39,32,4,257,0,0,8,8,4,3,23,8,0,21,9,37,3,76,21,0,27,20,18,15,98,399,61,807,315,361,79,2025
115011558,65,343,111,66,17,791,194,53,453,166,137,25,1028,10,0,22,12,13,0,58,20,8,51,34,75,4,194,51,8,117,27,40,21,265,1457,351,3119,1066,1048,213,7250
115011559,76,471,107,91,15,938,193,65,495,194,196,44,1185,6,3,26,24,29,3,87,29,3,67,54,174,11,333,27,6,95,59,99,43,327,1249,303,3223,1566,2152,316,8813
115021297,70,377,107,92,20,821,118,48,325,165,147,29,827,3,3,19,9,23,3,64,24,11,55,56,248,12,399,25,3,71,43,115,48,311,690,232,2231,1255,2562,335,7297
115021298,20,93,28,27,6,223,20,6,85,47,36,3,198,4,0,5,11,3,0,24,0,0,15,11,56,5,91,3,0,18,15,43,3,77,161,66,530,345,672,58,1836
115031299,8,25,16,14,0,84,4,7,22,24,26,4,85,0,0,0,3,19,0,20,0,0,9,4,43,4,55,0,0,4,8,16,9,42,51,26,148,147,420,51,839
115031300,104,393,138,170,23,1004,69,42,279,232,247,28,895,0,0,19,19,59,9,118,8,0,23,56,349,6,446,11,5,31,43,191,66,343,395,228,1450,1387,3896,312,7671
115041301,27,137,44,65,10,329,27,9,108,69,100,17,332,0,0,4,9,34,4,57,3,0,16,27,187,6,233,3,0,19,15,103,14,156,140,75,622,598,1929,145,3506
115041302,55,428,93,77,26,853,135,47,447,200,180,28,1039,6,3,20,17,26,3,81,15,5,54,56,212,8,348,34,5,108,66,105,35,354,989,262,2948,1551,2362,326,8442
116011303,20,149,39,37,3,344,118,22,336,137,194,20,830,5,0,14,4,16,3,45,11,3,31,44,110,7,204,31,7,65,44,74,54,278,853,121,1766,978,1489,255,5465
116011304,25,145,55,57,9,374,72,20,315,151,221,40,824,3,4,15,11,10,0,44,11,8,34,36,158,14,251,20,0,39,60,103,42,261,529,103,1457,899,1832,242,5062
116011306,27,166,54,43,17,430,116,38,567,187,281,56,1252,3,0,21,13,20,0,61,20,6,40,40,117,5,236,20,4,94,46,105,56,332,850,167,2606,1084,1767,344,6808
116011307,60,341,106,112,25,807,121,57,423,196,299,44,1138,13,3,23,19,30,3,83,18,9,52,56,204,20,357,30,4,75,54,170,61,395,784,253,2237,1376,2812,383,7839
116011308,38,249,87,95,17,629,135,31,456,240,249,34,1146,8,0,13,14,27,3,67,22,3,62,44,158,6,300,34,3,96,58,114,61,356,1024,179,2353,1299,2173,350,7370
116011560,17,115,29,57,5,271,61,16,211,122,129,21,558,0,0,15,6,13,0,32,8,3,14,21,62,6,120,21,0,36,29,50,29,165,385,84,1065,645,1120,171,3463
116011561,13,145,40,55,11,330,88,23,301,152,151,30,744,3,0,15,7,16,0,40,15,0,29,18,121,11,193,17,4,64,44,98,43,275,508,108,1409,847,1536,261,4676
116021309,28,228,54,43,15,513,155,28,377,163,149,30,897,0,0,13,11,16,8,54,10,0,56,37,116,10,235,22,4,71,50,55,33,237,998,162,2273,1000,1314,271,6016
116021310,84,550,111,105,21,1148,267,62,711,286,242,55,1619,13,0,30,29,38,3,104,23,7,102,78,190,8,411,68,4,161,72,124,52,480,1936,390,4604,2088,2663,384,12065
116021312,37,236,50,73,10,517,89,27,274,131,157,24,703,6,0,12,9,25,4,57,14,6,36,42,197,10,297,16,0,43,33,116,30,245,612,142,1655,899,2071,237,5613
116021562,9,67,8,21,0,140,26,9,99,31,39,3,215,0,0,0,3,4,0,11,0,0,5,6,49,0,71,7,3,15,7,16,9,51,195,43,528,246,405,64,1486
116021563,51,354,94,97,25,792,123,56,509,241,272,51,1254,8,6,15,22,37,6,82,17,13,52,61,182,12,325,32,8,86,54,110,28,315,1025,268,2664,1473,2515,279,8227
116031313,4,60,29,53,8,189,17,5,111,90,189,28,439,0,0,6,4,14,0,24,0,0,16,15,94,12,131,5,3,23,22,99,49,194,98,32,478,453,1393,226,2678
116031314,7,63,27,20,5,149,37,14,145,84,112,10,400,0,0,7,5,3,0,12,0,0,9,18,62,3,92,7,0,20,19,44,18,105,196,51,702,457,916,125,2444
116031315,28,172,70,54,4,424,64,24,384,199,296,40,1001,0,0,14,14,23,7,48,4,0,35,32,157,5,229,11,0,64,44,108,52,281,404,100,1796,1099,2210,308,5913
116031316,10,89,36,56,10,256,60,13,197,143,213,28,651,0,0,6,6,17,3,34,0,0,17,18,91,4,136,12,3,27,22,94,73,234,372,65,862,643,1605,272,3818
116031317,16,96,46,62,16,297,55,12,301,170,252,43,841,0,5,16,6,24,0,48,5,0,34,22,105,3,179,23,0,48,42,109,72,297,462,85,1403,847,1701,291,4787
116031318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,4,0,0,0,0,7,0,7
116031319,33,178,44,87,9,433,61,24,500,206,280,40,1105,0,0,21,15,30,5,67,14,0,51,30,145,13,245,11,3,74,52,111,52,306,467,112,2055,1052,2177,322,6186
117011320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,10
117011321,29,163,44,52,12,402,82,21,176,89,73,14,455,6,3,19,20,33,0,84,9,0,34,37,101,0,185,8,0,42,20,50,28,153,445,116,1195,738,1191,167,3845
117011322,36,271,66,52,12,625,134,44,406,164,162,47,959,20,3,50,22,26,3,126,25,0,80,40,143,23,304,48,5,133,50,89,45,364,1397,232,3352,1379,1893,332,8592
117011323,14,141,35,30,7,329,68,30,188,79,101,21,490,3,0,24,12,21,0,59,11,0,17,25,86,4,146,18,0,35,26,49,26,148,465,103,1147,567,971,176,3421
117011324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
117011325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,0,0,4,0,15
117021326,104,555,85,67,11,1325,267,84,568,151,140,32,1248,51,13,164,53,51,8,338,35,13,120,51,155,11,390,38,11,142,61,74,65,382,1823,493,4581,1502,1811,308,10519
117021327,109,538,79,53,15,1302,263,52,522,140,108,18,1104,36,15,148,48,40,9,297,37,21,108,42,98,8,303,37,6,133,34,62,29,306,1832,504,4379,1273,1343,209,9540
117021328,43,150,36,27,4,394,52,36,169,64,41,15,377,13,10,52,17,16,0,109,9,3,25,14,58,0,114,11,4,39,15,19,21,114,494,171,1373,535,670,91,3339
117031329,24,172,24,18,0,404,163,32,264,57,35,17,574,38,13,96,31,15,0,202,14,3,38,35,63,5,157,36,8,107,34,21,18,224,1234,262,3034,716,549,158,5943
117031330,64,375,49,48,11,924,246,66,415,82,65,21,900,59,17,143,49,34,7,296,30,10,94,37,81,3,246,37,9,157,44,43,31,320,1843,449,4314,1159,1132,200,9096
117031331,74,390,67,44,15,1196,275,63,466,85,67,17,982,45,6,121,43,35,4,249,39,6,84,39,52,3,230,54,6,154,43,42,27,328,2133,394,4066,1006,855,198,8671
117031332,84,574,85,59,17,1487,329,82,670,111,91,34,1314,84,20,202,39,45,5,393,44,20,177,54,95,7,391,72,8,192,51,60,35,425,2483,582,5454,1271,1278,240,11310
117031333,67,251,49,13,10,699,189,46,401,96,61,20,811,57,15,154,40,42,12,317,25,4,85,47,92,8,266,55,7,166,55,41,38,369,2088,437,4648,1258,1277,267,9975
117031334,33,218,30,35,11,567,139,33,301,66,55,18,620,36,6,96,58,43,13,250,39,7,71,44,60,9,227,68,10,160,51,41,58,391,1953,299,4267,1196,915,335,8962
117031335,61,353,59,20,7,874,223,47,440,86,61,7,874,47,16,149,40,24,3,278,38,4,90,43,93,10,276,56,6,164,49,45,40,360,2025,378,4614,1124,988,251,9383
117031336,33,248,40,29,15,609,186,40,390,85,50,7,759,37,10,103,35,19,8,219,21,4,66,36,71,10,211,61,5,153,44,38,31,331,1718,336,4238,1088,818,227,8420
117031337,19,168,50,14,10,445,166,23,444,127,58,39,850,27,6,95,35,18,5,184,27,0,103,40,51,13,245,78,7,263,124,45,132,649,2264,247,5488,2052,930,550,11535
117031338,61,426,74,60,12,1033,259,58,605,157,108,34,1217,41,11,125,42,52,3,275,39,12,91,75,180,20,414,102,14,220,63,94,64,570,2805,481,5933,1810,2002,399,13426
118011339,63,297,58,38,19,699,206,40,463,96,70,17,894,36,11,129,42,40,11,257,30,3,69,44,84,15,245,47,12,187,48,56,43,389,1572,322,4145,1106,1089,301,8531
118011340,65,352,75,42,27,760,202,52,396,104,59,23,846,33,15,151,41,35,11,289,23,3,85,58,97,11,276,75,6,234,73,61,52,508,1631,395,4950,1221,1147,351,9686
118011341,52,247,52,36,16,610,181,41,399,93,76,28,812,28,11,65,26,23,4,158,22,3,78,38,60,8,211,52,7,128,35,29,28,283,1328,286,3455,884,795,250,6999
118011342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118011343,50,343,64,42,11,771,373,65,602,129,52,51,1269,32,6,144,40,35,4,253,25,7,88,47,86,14,259,78,13,229,81,59,63,524,2170,424,5382,1207,997,378,10560
118011344,28,190,52,30,9,422,149,30,319,74,51,24,643,6,0,37,16,15,9,87,12,0,42,33,62,3,150,28,7,96,33,22,27,211,719,170,2120,654,581,185,4426
118011345,48,237,48,19,9,576,227,44,404,67,34,29,793,46,10,138,32,21,6,261,24,3,59,29,65,7,186,57,7,119,35,21,27,270,1672,347,3875,773,666,198,7532
118011346,34,138,40,17,13,334,140,29,277,47,22,33,545,10,5,38,21,7,4,90,10,0,41,12,32,3,99,18,7,106,26,23,25,202,771,156,2162,530,418,182,4222
118011347,23,105,15,7,8,265,123,15,179,26,18,16,378,9,4,43,4,5,7,75,13,3,33,11,21,5,82,24,5,77,14,10,8,145,738,140,1805,318,262,92,3348
118021348,131,513,96,57,20,1308,335,92,745,192,103,41,1513,36,13,146,54,62,8,324,26,9,87,55,116,7,309,68,11,164,56,72,34,404,2173,519,5269,1480,1660,314,11412
118021350,56,349,100,112,25,908,138,36,406,152,185,44,959,8,3,46,30,41,5,135,18,7,53,46,166,16,308,25,0,93,40,73,50,285,965,212,2299,1207,2129,327,7136
118021564,38,247,37,45,5,683,150,30,303,60,62,13,617,17,0,61,18,38,3,128,12,3,42,24,44,4,121,32,7,50,18,25,21,147,1101,157,2059,575,660,125,4677
118021565,35,239,49,34,21,685,139,35,344,91,63,29,697,10,0,37,11,22,3,80,22,6,44,36,52,5,157,55,3,82,22,27,19,198,1092,148,2068,605,729,170,4807
118021566,35,215,28,36,6,454,129,33,245,63,57,24,546,4,0,27,18,17,5,71,8,0,43,24,49,0,139,30,0,59,26,23,19,151,677,149,1614,528,666,140,3780
118021567,27,215,50,21,14,479,98,30,230,80,48,17,510,10,0,32,16,20,7,83,15,4,21,19,69,3,136,19,10,49,33,26,30,163,664,166,1493,552,774,158,3805
118021568,17,144,38,17,10,369,102,17,208,85,51,11,473,3,0,22,13,8,5,59,7,0,34,29,42,3,117,21,5,40,10,33,12,123,697,104,1428,526,642,117,3515
118021569,54,351,75,47,12,925,254,68,568,166,89,23,1169,26,12,78,31,29,8,182,18,4,65,51,82,8,227,41,9,102,36,39,16,236,1475,353,3546,1020,1222,226,7829
118021570,45,257,50,29,14,716,194,43,516,116,61,25,957,9,4,58,15,23,7,122,14,0,47,34,51,6,159,34,8,71,25,28,18,185,1145,250,2589,706,773,177,5637
119011354,21,218,80,55,19,495,59,19,219,150,160,23,627,3,3,11,10,25,3,53,9,0,33,30,176,7,257,7,0,57,31,109,43,256,328,80,1228,895,1713,263,4513
119011355,0,7,3,0,0,17,6,4,14,9,3,3,42,0,0,3,0,0,0,3,0,0,3,3,8,0,15,0,0,3,6,3,4,23,44,10,130,58,58,15,317
119011356,13,103,28,36,9,242,32,14,135,83,64,19,350,0,0,6,6,9,3,23,3,3,21,21,82,6,142,8,0,31,23,60,25,150,195,46,794,487,866,152,2546
119011357,46,252,72,69,30,602,89,19,248,171,143,36,707,0,0,13,10,19,0,43,14,4,32,33,168,8,264,24,4,63,55,108,67,323,520,126,1619,967,1682,373,5289
119011358,42,196,63,69,9,488,66,26,246,110,139,26,610,5,3,18,12,26,3,66,8,4,27,45,133,9,230,23,0,46,27,71,28,197,525,158,1577,889,1603,192,4949
119011359,67,446,126,151,35,1003,104,29,353,209,221,45,965,8,0,33,25,48,7,115,18,8,50,63,204,12,342,15,3,63,45,139,54,314,711,217,2279,1523,3054,365,8145
119011360,24,208,75,61,19,493,64,29,206,109,153,24,579,4,0,15,5,17,5,51,12,3,23,39,131,9,214,12,3,40,44,77,28,203,435,115,1491,883,1576,235,4741
119011361,22,164,51,56,8,398,59,27,233,145,159,21,642,3,3,17,7,27,5,64,9,4,31,46,142,4,233,15,3,59,51,89,43,257,356,96,1400,830,1441,235,4347
119011571,19,107,43,31,7,275,64,12,210,131,116,21,556,3,0,15,4,11,0,34,8,0,36,36,61,8,146,22,9,65,44,57,39,238,538,86,1327,716,879,181,3726
119011572,8,103,24,35,0,237,44,20,217,111,117,24,526,3,0,10,9,10,0,32,13,3,25,39,82,17,173,8,0,53,44,75,47,215,342,60,1145,660,884,201,3288
119021362,27,198,57,55,12,461,75,20,279,165,177,32,749,10,3,28,3,20,3,62,11,5,36,49,132,11,245,19,3,60,55,88,57,282,517,125,1638,1029,1498,298,5103
119021363,42,254,60,70,10,610,188,43,572,204,241,48,1299,16,0,46,28,35,5,137,32,5,88,63,155,20,359,60,0,154,93,101,99,513,1351,219,3307,1612,1848,452,8780
119021364,76,413,112,73,20,915,137,32,327,164,138,31,836,11,3,49,20,28,6,119,13,3,63,61,204,9,359,17,3,88,59,109,68,346,864,255,2566,1398,2011,335,7432
119021366,27,146,51,42,13,356,53,18,176,149,139,34,572,4,0,10,6,13,4,36,4,0,33,43,130,9,221,21,3,57,37,92,49,259,451,78,1288,847,1297,278,4236
119021367,12,169,53,41,7,345,46,20,170,84,80,21,420,3,0,9,9,17,3,38,7,0,34,28,137,12,214,16,0,54,29,72,23,198,340,68,1178,681,1166,170,3608
119021573,10,79,21,19,8,217,63,20,171,107,130,26,510,7,0,13,6,4,0,29,13,0,32,16,50,8,119,42,0,75,32,47,41,248,777,94,1351,571,693,218,3703
119021574,7,40,27,15,0,147,37,7,130,71,61,13,318,4,0,0,5,3,0,14,10,0,10,24,39,6,85,22,3,45,23,31,21,139,439,59,892,446,476,112,2430
119031368,20,199,36,30,6,431,152,36,431,160,126,24,924,8,3,36,15,14,0,74,36,0,59,34,78,5,211,89,0,145,58,55,64,416,1659,166,2918,1144,1060,323,7283
119031369,78,392,94,82,15,867,186,54,602,218,205,39,1308,14,0,41,34,39,4,134,31,3,46,47,159,6,295,41,3,124,57,88,38,354,1363,281,3292,1393,2040,306,8679
119031370,25,151,48,41,8,343,62,23,235,88,95,19,523,3,0,15,9,19,0,51,18,8,38,21,61,3,153,20,0,47,34,44,42,187,535,106,1492,682,928,193,3939
119031371,46,282,62,43,12,598,110,38,263,99,96,23,626,8,0,22,12,10,3,64,14,0,36,16,82,5,153,24,3,60,30,47,19,181,720,185,1865,714,1010,175,4669
119031372,50,303,89,81,17,662,83,46,257,137,136,40,697,3,3,28,6,24,3,70,12,3,46,44,154,10,274,12,3,54,36,83,45,227,532,207,1858,1056,1722,259,5628
119031373,11,95,25,20,7,198,48,14,123,70,76,20,353,0,0,19,8,17,3,46,16,4,22,21,53,0,115,19,0,50,18,31,19,137,427,76,982,489,668,141,2786
119031374,37,320,77,49,15,635,190,31,523,147,168,40,1103,12,0,23,25,26,6,95,24,6,59,41,140,3,275,56,3,115,49,67,48,342,1362,202,3246,1373,1512,323,8023
119041375,37,237,56,48,14,587,119,41,349,118,113,29,765,9,4,41,30,31,3,126,17,3,56,64,117,13,274,52,11,129,45,79,59,374,1496,249,3222,1277,1382,320,7939
119041376,49,301,84,66,20,694,177,40,518,224,225,55,1233,16,3,29,27,45,3,118,15,3,51,62,157,15,301,42,4,132,57,88,67,385,1169,210,3007,1492,1909,398,8185
119041377,35,178,46,44,13,411,57,25,184,90,82,18,462,6,0,15,5,8,4,45,13,7,27,33,93,3,178,14,0,48,22,39,19,139,443,125,1434,740,1014,163,3922
119041378,9,107,31,26,0,252,137,34,448,133,95,32,874,5,0,22,11,12,3,53,12,0,37,21,45,8,118,28,3,56,26,35,23,168,812,118,1820,664,719,179,4304
119041379,36,175,45,42,8,433,119,35,404,163,120,30,862,8,0,30,21,14,3,77,14,3,46,46,95,11,216,32,3,86,29,48,29,236,856,152,2119,1035,1220,231,5616
119041380,29,177,42,31,14,385,76,18,213,114,107,23,558,8,4,18,17,13,3,54,3,0,42,31,96,7,184,18,3,54,47,82,44,251,484,116,1509,903,1239,255,4501
119041381,35,183,42,34,9,416,130,23,446,160,144,34,938,16,4,28,24,23,4,101,22,0,69,37,93,10,230,51,5,117,56,77,53,357,1182,177,2878,1192,1299,359,7090
119041382,32,181,55,55,10,440,83,31,290,136,135,31,704,4,3,26,15,26,3,81,7,3,28,41,156,6,245,9,0,52,34,80,37,210,491,140,1574,1024,1614,293,5128
120011383,71,388,98,93,17,890,214,62,487,149,127,38,1082,9,0,45,23,32,3,106,21,6,52,55,169,7,307,31,6,109,51,78,42,315,1188,306,3100,1310,1782,327,8010
120011384,53,310,61,49,13,771,224,45,574,123,97,30,1080,17,3,48,27,20,3,119,37,3,74,45,85,8,257,124,6,182,58,50,36,459,2564,304,4377,1218,1214,283,9956
120011385,90,385,92,56,12,827,196,48,414,106,83,33,880,14,10,59,25,26,4,142,23,3,58,44,117,7,248,32,8,80,48,46,22,239,1192,367,3210,1135,1320,243,7479
120011386,85,385,63,60,18,844,186,45,401,143,101,28,903,31,3,49,30,30,8,151,29,5,61,53,147,19,301,26,3,91,50,80,42,298,1198,354,3135,1308,1657,316,7967
120021387,63,251,59,25,14,665,221,34,339,96,39,12,741,35,10,84,24,21,0,176,16,0,55,25,43,11,153,44,8,112,30,34,20,252,1632,397,3248,831,696,156,6963
120021388,147,575,106,80,32,1490,358,97,672,147,137,39,1447,74,15,184,49,54,6,383,38,16,100,53,116,11,328,48,10,172,63,43,47,379,2356,651,5268,1506,1595,298,11675
120021389,54,217,59,32,11,602,168,33,305,79,54,20,660,23,10,71,20,17,3,149,18,7,56,30,61,10,187,32,6,83,30,32,27,211,1260,316,2818,812,829,167,6208
120031390,97,422,72,46,18,1006,266,54,642,220,166,53,1393,27,5,88,32,24,6,188,46,12,87,30,96,8,278,54,9,148,60,71,53,393,1930,408,4170,1365,1331,361,9560
120031391,49,309,60,52,12,747,204,46,512,191,133,39,1133,19,0,51,17,18,0,123,31,9,73,46,83,13,258,84,3,167,58,50,51,412,1818,285,3581,1203,1116,322,8324
120031392,54,205,49,34,8,505,100,39,218,72,98,8,550,13,5,28,25,16,3,93,11,4,44,17,55,8,134,13,6,36,31,37,18,139,647,206,1508,630,830,116,3938
120031393,52,335,65,62,17,715,146,46,382,148,150,19,883,13,4,38,12,28,0,87,14,9,75,37,113,7,252,22,10,59,42,64,31,222,825,204,2214,942,1446,235,5866
120031394,102,402,72,62,11,1007,208,93,392,131,113,36,970,30,10,85,32,23,4,181,32,16,69,40,71,3,232,23,0,86,38,58,42,251,1282,460,2985,1027,1237,227,7220
120031395,68,307,55,37,11,745,187,33,356,81,82,18,757,19,3,71,19,12,7,141,21,7,62,30,57,3,171,20,5,52,36,34,14,159,1081,283,2402,769,841,157,5525
120031396,19,156,21,22,6,357,152,27,404,105,84,21,791,6,0,28,9,12,0,54,27,5,59,29,39,9,161,57,3,116,33,37,41,287,1453,176,2698,850,740,217,6135
120031575,42,251,52,37,12,553,385,48,919,164,123,59,1704,11,3,35,16,6,3,76,30,5,80,34,47,17,216,79,16,191,65,77,68,493,1978,265,4642,1140,944,410,9363
120031576,19,59,12,13,0,145,24,9,60,24,31,12,157,0,3,8,4,0,0,15,11,0,20,13,18,4,62,7,0,15,0,15,11,52,184,50,519,197,273,53,1277
121011398,53,354,64,35,19,806,260,57,599,150,96,36,1197,20,7,56,16,26,3,133,45,11,95,58,80,9,300,104,13,183,56,35,57,455,2638,455,5233,1241,945,313,10824
121011399,68,354,58,32,12,785,262,61,542,163,100,28,1153,18,4,47,22,22,0,116,48,4,77,41,97,3,278,69,9,161,56,51,25,374,2082,384,4259,1218,1059,247,9253
121011400,110,430,100,57,12,1084,380,105,815,147,109,35,1586,30,14,74,21,30,5,177,48,10,93,46,81,12,293,74,7,189,50,46,41,411,2579,543,5390,1286,1166,291,11252
121011401,30,155,20,13,4,352,133,37,339,58,37,18,618,16,7,46,20,14,0,97,17,0,37,13,36,6,118,37,3,82,23,20,16,178,1280,227,2640,595,492,122,5351
121011402,78,349,91,46,17,839,259,64,563,135,87,34,1148,23,3,69,22,14,6,141,21,8,82,36,103,13,267,42,20,138,65,56,28,348,1967,462,4621,1253,1052,252,9610
121021403,79,420,106,97,10,908,138,68,415,218,223,47,1115,6,11,32,24,25,3,102,19,9,56,36,172,8,306,27,7,75,47,82,30,263,910,312,2478,1285,1966,245,7187
121021404,52,259,67,71,11,586,87,50,232,142,153,26,694,4,0,36,14,25,4,75,13,4,27,26,109,0,182,12,3,42,30,55,22,156,505,202,1447,819,1423,166,4560
121021406,118,440,94,74,19,1047,168,65,441,167,133,39,1012,16,3,45,19,13,4,91,13,9,71,35,102,3,240,33,13,95,39,39,22,244,1323,371,2899,992,1149,217,6948
121021577,38,168,48,23,3,376,128,25,392,142,134,27,843,12,0,30,8,10,0,65,18,3,45,20,61,4,151,38,4,80,29,28,19,202,1043,179,2073,700,657,160,4815
121021578,43,209,50,46,10,497,85,32,257,111,103,16,604,12,3,17,10,0,0,43,15,7,31,16,54,5,126,27,3,46,20,30,12,146,764,184,1525,641,751,105,3977
121021579,33,131,25,21,14,321,101,37,258,85,58,12,549,9,0,12,5,4,0,43,15,3,51,18,33,0,120,35,6,60,15,22,12,154,888,170,1657,457,437,104,3716
121031407,56,300,63,29,13,709,280,60,555,115,50,38,1094,15,3,32,8,10,4,75,29,8,74,29,44,10,195,86,7,166,27,32,36,348,2031,321,3869,775,605,254,7853
121031408,57,354,69,40,11,815,343,80,576,119,67,37,1226,29,7,57,14,12,3,128,36,5,85,23,50,7,208,68,9,159,47,37,23,344,2176,425,4321,968,731,234,8848
121031409,67,273,60,26,11,677,242,52,471,99,54,21,929,7,3,44,9,20,3,84,21,5,51,19,30,3,131,57,3,116,40,28,17,266,1567,330,2970,720,580,162,6328
121031410,75,340,74,36,18,749,234,34,498,128,69,37,1002,21,3,32,16,11,6,95,46,4,60,35,90,12,244,52,11,118,40,43,28,298,1690,332,3351,1074,833,270,7555
121031411,73,357,80,51,14,813,209,56,457,134,72,17,948,11,7,45,16,13,3,89,22,7,72,31,67,9,206,60,11,110,29,37,19,264,1489,364,3160,883,772,178,6859
121031412,63,346,75,41,16,721,232,59,581,132,93,44,1145,15,3,41,13,7,9,88,35,3,59,29,60,10,195,48,3,103,34,45,18,254,1410,309,3145,812,760,230,6670
121041413,64,320,72,39,11,724,232,54,492,127,62,24,993,22,4,91,19,23,0,165,19,8,87,40,67,4,224,54,13,136,43,42,33,315,1801,450,4466,1203,930,244,9098
121041414,58,329,49,35,13,761,250,84,518,114,68,28,1057,39,10,85,19,22,3,177,26,10,77,40,59,8,227,70,14,154,43,16,33,331,2115,486,4639,1139,869,260,9502
121041415,74,357,79,48,19,863,344,77,565,140,72,50,1245,48,15,101,25,30,6,224,28,15,94,48,93,3,285,93,8,225,61,52,38,470,2595,527,5473,1435,1056,356,11449
121041416,66,312,52,24,13,724,183,52,444,108,70,36,894,39,0,82,23,15,3,173,23,3,68,51,50,0,197,61,12,165,58,32,27,350,1884,415,4503,1088,829,268,8991
121041417,25,171,32,18,8,421,149,23,248,54,30,14,519,19,3,38,9,13,0,86,22,0,54,18,28,0,120,55,8,86,13,15,24,209,1387,248,2717,576,423,155,5499
122011418,71,287,84,52,15,670,177,63,399,114,84,34,861,19,7,64,21,22,4,138,19,3,74,28,83,6,215,37,6,134,43,62,24,312,1301,387,3639,1152,1163,246,7885
122011419,63,405,68,40,17,829,190,74,460,121,95,33,972,30,5,107,22,26,7,195,28,5,93,58,82,6,273,74,14,183,70,87,39,466,1906,430,4915,1340,1214,316,10120
122021420,56,193,85,47,10,490,66,41,223,117,80,15,541,10,0,33,20,21,0,84,9,0,24,18,82,6,135,34,8,80,47,52,26,236,482,180,1595,834,1180,187,4454
122021421,36,167,42,43,8,376,72,18,165,88,62,23,426,4,3,34,24,21,4,84,9,0,36,22,115,10,200,12,0,69,41,45,19,192,405,128,1261,682,1060,163,3698
122021422,61,277,75,52,15,571,77,36,261,129,94,25,629,15,0,34,24,35,4,118,12,0,51,43,96,9,211,17,3,79,44,71,20,234,533,194,1798,1036,1433,174,5167
122021423,74,473,130,107,25,957,134,55,386,274,205,58,1115,5,0,48,27,44,5,142,16,8,49,63,246,15,395,28,13,104,84,115,50,393,793,286,2737,1728,2837,376,8756
122031424,36,177,66,60,10,439,43,30,202,112,115,34,542,5,3,32,8,35,4,79,9,0,26,42,141,10,227,18,4,57,41,77,33,234,429,150,1480,900,1517,228,4705
122031425,25,130,51,32,16,275,38,16,96,77,75,19,319,0,0,7,19,9,0,37,3,0,12,19,75,3,115,0,3,21,24,44,14,112,212,77,765,553,892,128,2629
122031426,67,401,96,95,17,838,157,62,587,284,332,40,1466,15,8,84,36,52,3,203,17,7,86,82,189,5,392,43,8,140,83,145,64,477,1074,349,3709,1959,2794,394,10282
122031427,49,232,62,39,13,503,78,42,223,71,72,20,504,0,0,24,7,13,7,50,15,7,40,32,97,3,196,24,3,59,29,42,15,173,714,205,1821,699,835,146,4429
122031428,95,464,166,84,31,1044,163,55,413,215,177,48,1066,15,10,50,34,34,3,146,19,12,66,65,227,13,397,40,8,109,84,119,40,395,1072,347,3273,1722,2203,304,8918
