SA2_MAINCODE_2016,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
110041202,52,48,24,14,25,6,0,172,30,33,17,12,14,0,0,108,23,25,21,13,13,3,0,91,783,787,486,284,390,64,16,2808,9,8,0,0,0,0,0,23,900,899,544,323,439,73,16,3193,0,0,0,0,8,0,0,15,13,8,11,13,6,3,0,50,4,4,3,3,3,0,0,17,297,337,191,132,143,16,5,1112,7,10,5,5,3,0,0,31,318,361,210,153,159,22,3,1227,1222,1257,757,480,601,95,14,4420
110041203,59,56,23,12,25,0,3,177,39,35,7,12,10,0,0,103,35,17,18,7,13,3,0,82,604,506,261,172,216,33,3,1794,3,5,0,0,0,0,0,7,734,613,312,200,261,35,10,2168,4,5,3,0,3,0,3,24,3,9,5,3,8,0,0,26,0,8,4,4,9,0,0,29,161,206,127,86,99,20,3,708,3,8,5,6,0,0,0,24,176,236,147,96,121,25,7,816,910,856,455,301,380,60,14,2983
110041204,20,14,11,11,8,0,0,70,4,7,0,4,0,0,0,12,6,0,3,3,0,0,0,12,206,246,121,64,60,10,0,716,0,3,0,0,0,0,0,10,240,271,141,82,75,11,0,815,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,19,3,0,0,0,4,0,0,10,203,182,110,71,49,5,3,627,6,10,4,3,3,0,0,27,219,205,120,75,54,5,3,682,462,468,254,159,131,18,7,1501
110041205,14,21,8,0,13,0,0,57,19,36,16,8,13,0,5,94,35,28,25,10,25,4,0,120,686,926,575,342,384,52,14,2980,7,6,0,0,0,0,0,10,766,1013,623,358,436,61,14,3276,0,0,3,0,0,0,0,9,5,7,0,6,5,0,0,34,0,6,5,4,3,6,0,20,147,185,138,85,102,5,4,672,8,8,5,3,6,0,0,24,163,205,147,101,120,18,4,753,929,1226,770,454,557,75,15,4033
111011206,26,29,19,15,25,11,8,132,46,61,19,13,28,16,3,182,51,57,22,16,19,12,4,192,695,730,404,281,352,134,57,2657,4,5,3,0,0,0,0,15,818,889,473,326,420,170,69,3170,3,0,5,3,3,3,0,18,11,15,8,10,11,0,0,50,7,10,12,8,15,4,0,52,113,159,125,72,119,36,11,640,9,0,8,3,3,0,0,18,134,187,157,98,153,51,10,785,955,1073,629,425,569,224,86,3956
111011207,3,8,0,3,0,0,0,15,3,11,4,3,3,0,0,21,5,9,4,0,8,5,3,32,149,157,115,66,110,31,13,639,5,3,0,0,5,0,0,10,163,180,126,77,119,38,16,724,0,0,3,0,0,0,3,6,0,7,7,0,3,0,0,21,0,0,4,3,0,0,0,15,62,74,42,32,35,12,4,266,0,3,0,0,0,0,0,11,66,89,52,37,40,12,7,314,230,274,171,118,167,49,23,1034
111011208,68,60,32,23,44,19,11,258,99,82,46,18,33,10,7,292,99,99,41,22,27,15,5,306,1068,935,489,295,375,159,81,3397,3,4,5,0,4,0,0,15,1329,1183,608,363,477,200,100,4273,0,4,12,7,6,3,3,33,25,16,12,8,13,4,0,77,6,22,5,4,13,6,3,61,154,279,163,110,159,51,37,946,10,12,3,0,3,0,0,25,197,327,194,128,189,65,44,1141,1529,1506,799,493,665,271,142,5410
111011209,46,59,33,20,34,9,9,223,77,91,53,32,35,11,8,306,77,74,48,16,39,16,7,280,1038,949,508,325,451,167,80,3517,8,0,3,0,0,0,0,13,1249,1178,640,390,559,209,111,4341,6,10,3,4,9,0,3,38,14,22,16,14,17,7,3,84,12,15,11,13,18,0,0,67,178,252,173,112,145,50,19,929,8,4,3,0,3,0,0,23,226,304,205,136,183,63,29,1145,1475,1489,845,528,745,269,138,5487
111011210,7,11,7,3,8,4,4,51,15,16,7,12,7,4,3,66,22,19,13,9,10,4,0,83,293,300,172,95,122,42,22,1051,4,5,0,0,0,0,0,5,340,358,200,119,149,57,28,1258,0,3,3,0,0,0,0,8,11,11,8,3,4,0,0,35,5,3,0,3,5,0,0,14,139,177,112,92,73,18,3,608,3,4,3,3,3,0,0,14,154,200,124,104,83,16,9,687,496,555,331,225,232,77,37,1947
111011211,10,6,10,9,7,5,0,45,13,15,10,4,13,0,0,52,14,21,0,0,3,3,0,42,135,152,86,52,64,29,19,545,0,0,0,0,0,0,0,0,165,195,109,62,85,36,21,687,0,0,0,0,0,0,0,0,4,3,4,3,0,0,0,15,0,3,0,3,3,3,0,13,10,22,20,13,21,5,0,85,0,0,3,0,0,0,0,3,13,32,26,17,22,10,3,110,178,225,133,79,110,43,25,798
111011212,18,25,13,9,9,0,3,70,29,35,22,8,20,9,5,124,37,43,27,11,18,7,3,150,383,376,224,129,191,70,46,1424,3,0,0,0,0,0,0,6,474,480,278,157,242,89,54,1766,0,4,3,0,6,0,0,16,3,8,3,0,12,3,0,31,0,8,4,3,4,3,4,23,96,116,58,61,68,23,12,431,3,6,0,0,4,0,0,15,97,141,66,69,92,27,14,504,570,618,342,222,335,120,64,2277
111011213,30,43,34,17,23,13,8,170,40,67,30,20,35,20,9,210,33,52,24,19,27,3,0,164,430,552,288,239,333,158,78,2073,0,0,0,0,0,0,0,0,533,712,379,296,416,192,97,2626,0,5,3,0,3,0,0,12,3,10,8,8,6,4,3,41,0,4,0,3,6,0,0,24,37,72,51,38,53,23,8,286,0,0,0,0,0,0,0,3,39,99,65,53,70,24,11,366,578,811,442,346,487,217,105,2996
111011214,27,33,18,10,17,12,5,128,59,64,30,8,19,11,3,198,49,42,23,11,11,8,3,153,445,403,278,198,259,129,48,1749,0,0,0,0,0,0,0,9,580,547,346,238,308,158,62,2232,0,0,4,0,6,0,0,13,14,12,7,4,13,4,0,57,4,9,3,6,7,4,4,36,88,133,100,59,86,23,11,504,0,0,0,0,0,0,0,5,110,160,118,73,104,34,18,617,687,703,465,310,414,190,84,2845
111021215,9,14,3,4,13,3,0,59,12,17,8,3,16,7,0,66,16,9,3,3,6,4,3,47,274,237,140,105,150,41,17,967,0,0,0,0,0,0,0,7,314,289,164,120,188,55,24,1146,3,3,6,3,3,0,3,16,5,14,8,5,7,3,4,48,0,3,3,4,4,0,0,25,105,154,82,55,76,18,5,492,6,6,3,9,3,0,0,29,120,181,108,75,97,20,10,605,431,465,273,191,281,79,31,1754
111021216,15,18,21,6,21,10,3,93,29,23,13,11,13,6,3,100,34,27,16,9,12,7,0,112,318,303,194,124,139,29,17,1123,0,0,0,0,0,0,0,3,395,373,250,149,179,55,26,1422,3,0,3,0,0,3,0,13,7,12,7,4,8,3,0,50,3,5,9,4,5,0,0,24,92,127,74,39,59,13,7,409,5,3,3,0,0,0,0,8,100,146,99,50,76,21,6,508,498,521,342,205,256,73,36,1930
111021217,104,85,44,21,28,6,4,296,61,69,36,7,26,4,4,206,45,39,24,11,19,5,0,139,814,673,381,221,300,73,24,2489,3,3,0,3,0,0,0,14,1031,861,488,270,369,95,33,3140,5,3,0,4,0,0,3,20,12,10,6,3,8,0,0,35,3,0,5,0,0,0,0,12,120,169,97,71,64,23,3,545,10,3,0,0,0,0,0,16,148,185,105,83,73,24,7,629,1175,1046,591,358,441,113,41,3769
111021218,40,43,26,18,31,18,11,187,35,43,28,22,28,9,3,173,54,63,28,20,30,9,7,207,432,446,247,213,251,74,30,1696,3,7,0,3,0,3,0,15,569,597,332,267,350,110,58,2279,3,10,0,6,4,0,0,32,11,15,15,4,16,4,0,63,3,8,9,3,4,0,3,35,110,122,70,40,69,18,12,440,7,3,4,3,0,0,0,15,133,161,94,60,95,21,16,579,701,758,426,330,443,137,70,2864
111021219,16,24,15,11,13,3,3,88,28,23,19,14,15,4,5,106,30,34,15,15,17,6,4,130,419,388,261,154,225,94,26,1563,0,0,0,3,0,0,0,4,504,465,318,189,268,110,36,1888,0,3,6,4,4,3,0,25,11,12,9,7,12,0,0,60,5,9,5,3,3,0,0,31,129,147,105,80,87,23,8,569,7,6,5,3,4,0,0,30,152,178,131,101,114,30,8,714,657,638,443,294,384,142,49,2603
111021220,10,7,10,3,4,4,0,45,27,23,21,15,18,3,0,115,22,22,17,13,12,4,0,93,318,290,186,139,150,54,28,1165,0,0,0,3,5,0,0,10,377,345,230,175,194,71,29,1421,3,4,3,0,0,0,0,9,3,12,3,3,3,0,0,17,0,7,7,0,0,0,0,13,66,66,62,38,58,16,5,312,0,0,0,0,0,0,0,3,69,85,68,44,59,16,7,357,445,433,302,216,249,89,39,1777
111021221,4,3,0,0,0,0,0,17,17,15,6,7,4,0,3,56,14,11,3,4,4,0,0,39,326,295,147,123,138,32,14,1068,0,0,0,3,0,0,0,7,370,327,152,138,147,36,13,1183,0,0,0,0,0,0,0,4,7,9,0,5,3,0,0,20,0,0,0,5,0,0,0,9,70,77,48,41,50,8,4,295,0,3,0,0,0,0,0,3,75,87,52,45,61,7,7,335,438,417,209,185,207,40,19,1517
111031222,41,62,42,30,36,10,11,228,74,86,40,29,30,14,4,277,71,77,26,26,33,4,9,244,702,687,374,224,281,117,65,2446,3,0,0,0,0,0,0,3,894,912,492,307,380,145,79,3203,6,6,3,4,3,3,0,28,3,16,10,9,16,5,5,69,4,12,9,4,6,0,0,40,51,119,79,57,90,39,13,450,4,3,3,0,0,0,0,6,67,153,108,75,118,53,30,599,959,1073,597,375,497,193,107,3802
111031223,12,11,9,3,8,0,0,47,7,5,8,0,3,3,0,33,8,7,5,3,4,0,0,35,289,294,139,106,126,25,13,991,5,0,0,3,0,0,0,6,321,316,165,116,146,28,16,1103,0,0,6,0,8,4,0,20,13,6,7,3,3,0,3,30,0,0,0,3,0,3,0,12,139,169,85,52,70,19,9,535,7,8,3,0,0,0,0,15,159,183,100,61,76,20,10,608,481,493,261,175,225,48,21,1713
111031224,41,35,16,6,14,0,0,110,33,36,29,15,20,4,4,142,46,47,20,11,18,8,0,148,363,358,187,117,161,69,42,1302,0,0,0,0,0,0,0,0,476,476,262,148,208,86,52,1701,6,8,0,4,0,8,0,28,14,13,13,6,16,3,0,64,3,9,3,4,10,3,0,42,66,95,57,46,67,26,4,357,0,7,0,0,0,0,0,12,91,126,72,62,92,40,11,497,570,603,331,213,307,122,62,2197
111031225,85,76,36,15,20,7,5,251,74,61,42,24,21,10,4,241,67,67,30,20,30,8,0,227,640,680,391,235,311,128,77,2458,10,0,5,0,0,0,0,19,876,890,503,299,387,160,86,3193,6,10,3,10,7,0,3,44,13,15,12,7,5,3,0,52,3,8,10,4,15,3,3,40,92,132,133,100,89,34,29,596,3,6,3,4,0,0,0,20,113,163,157,124,117,44,38,762,991,1054,654,424,503,204,124,3955
111031226,114,129,68,40,48,26,11,435,38,57,36,15,28,10,3,182,50,53,24,18,30,8,4,182,691,659,388,253,306,83,30,2413,12,3,0,0,0,0,0,16,902,903,513,335,412,130,42,3235,3,16,9,5,13,5,0,59,9,16,10,8,7,0,0,51,4,10,5,4,3,0,0,24,113,126,84,59,76,25,10,491,7,0,6,3,0,0,0,17,134,168,115,82,104,36,5,642,1034,1070,626,412,519,163,55,3879
111031227,65,70,35,22,24,14,4,228,44,52,26,8,15,10,0,160,69,39,19,11,15,4,4,160,512,356,168,87,139,37,19,1320,9,3,0,0,0,0,0,13,699,517,243,123,194,66,30,1878,9,13,9,4,7,5,5,57,19,19,12,9,5,0,3,74,8,10,9,3,11,3,0,45,129,154,77,69,86,24,19,548,0,7,0,3,3,0,0,17,168,209,113,85,109,37,23,750,869,722,359,214,305,102,57,2621
111031228,31,51,34,14,17,7,3,162,60,63,37,20,27,11,5,230,76,70,35,15,20,15,8,232,465,561,323,186,252,128,77,1992,0,0,4,3,0,0,0,4,627,748,421,234,324,171,94,2619,0,5,0,0,0,0,0,11,5,9,4,3,12,5,0,41,3,10,7,4,5,7,3,40,30,54,56,33,59,21,15,264,0,0,0,0,0,0,0,3,37,88,73,43,81,29,19,364,667,830,498,277,405,197,107,2984
111031229,33,36,16,10,21,5,3,119,33,39,17,8,16,3,0,119,28,33,20,9,16,5,8,124,174,154,89,63,100,36,18,635,0,0,0,0,0,0,0,0,271,263,136,93,149,59,31,992,3,3,9,3,5,3,3,30,5,9,3,3,3,4,3,36,7,11,0,0,4,0,0,24,24,43,24,21,35,8,11,173,4,0,0,0,5,0,0,5,37,62,45,28,53,20,15,266,308,324,180,121,202,72,50,1258
111031230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
111031231,220,150,60,21,30,15,9,494,21,15,6,3,7,0,0,51,30,14,5,4,7,3,0,59,225,178,87,53,82,13,12,653,4,3,0,0,0,0,0,9,495,362,170,80,115,28,20,1274,14,9,13,7,10,7,6,60,6,5,6,0,3,0,0,28,3,4,10,5,4,0,0,29,76,118,76,49,57,11,4,398,9,0,0,0,0,0,0,11,104,146,103,61,75,18,14,527,599,507,275,140,195,52,35,1799
111031232,18,14,13,4,9,5,0,66,14,10,5,6,10,3,0,41,15,19,13,10,9,3,0,70,242,237,97,77,92,36,13,789,0,3,3,0,0,0,0,8,295,274,128,96,118,47,12,972,0,0,0,0,0,0,0,0,3,5,0,5,0,3,0,16,3,5,4,3,0,0,0,15,48,52,35,27,26,10,4,208,4,0,0,0,0,0,0,6,58,66,41,31,30,7,4,246,355,337,166,126,150,55,18,1214
111031233,137,122,43,33,54,18,13,416,60,32,31,21,22,12,8,185,73,46,22,15,14,14,6,177,638,549,345,208,286,93,42,2170,8,0,3,0,0,0,0,16,918,753,444,275,372,135,67,2962,16,14,9,6,11,3,3,60,12,20,19,7,18,9,3,88,7,13,19,5,10,5,0,58,181,227,132,88,116,32,16,795,11,4,9,0,4,0,0,30,224,277,179,116,165,47,23,1030,1141,1028,628,390,535,179,92,3992
111031234,63,39,15,9,22,4,4,152,38,22,11,8,14,5,0,98,49,25,13,6,12,3,0,109,440,346,164,92,132,36,23,1243,5,5,0,0,0,0,0,11,592,441,208,114,171,51,29,1615,4,7,3,0,0,0,0,27,15,16,13,9,17,3,0,58,3,15,8,8,11,0,3,38,99,135,57,52,69,27,13,448,3,4,9,0,3,3,0,18,121,173,81,72,93,38,14,596,713,617,289,183,266,93,42,2213
111031235,23,19,7,3,3,3,6,64,39,30,15,11,8,3,0,97,47,32,6,4,3,0,0,98,254,198,74,39,41,16,6,626,0,4,0,0,0,0,0,7,360,277,109,55,59,16,9,889,0,3,6,4,4,3,3,20,9,8,8,8,5,3,3,51,0,8,0,0,3,4,0,18,65,80,57,39,40,14,8,309,4,5,0,3,3,0,0,16,81,108,72,55,56,18,15,407,443,391,181,107,109,38,28,1295
112011236,35,39,18,8,19,4,0,124,53,37,16,14,21,0,0,138,59,45,19,21,10,4,0,154,383,377,206,147,184,39,11,1349,0,3,0,0,0,0,0,5,523,503,255,191,230,51,18,1772,0,4,3,3,3,0,0,21,6,25,14,12,14,5,0,82,9,17,11,9,5,3,0,47,92,188,120,102,108,26,3,640,7,3,4,4,4,0,0,28,117,236,153,127,132,42,10,811,644,741,413,317,369,89,28,2590
112011237,29,42,34,27,34,4,3,166,38,62,46,26,36,3,4,220,83,64,26,17,23,4,5,220,563,674,349,233,372,92,23,2313,5,6,5,0,0,0,0,23,719,851,462,305,458,109,30,2940,0,0,6,9,5,0,0,16,14,22,11,11,10,9,0,83,4,11,7,5,12,3,0,47,81,149,99,76,98,22,3,535,0,8,3,4,3,0,0,15,101,190,124,110,128,36,6,700,821,1047,592,420,588,147,39,3640
112011238,16,28,12,10,10,0,0,80,35,48,21,13,12,0,0,131,26,40,25,7,11,0,0,118,133,164,108,52,82,21,10,573,3,0,0,0,0,0,0,11,215,279,176,87,119,27,9,912,3,4,9,4,3,3,0,28,7,18,15,3,4,0,0,51,3,3,8,4,3,0,0,16,16,38,30,14,33,3,0,136,0,3,0,0,0,0,0,4,30,60,61,32,41,9,0,239,246,341,235,116,162,35,9,1149
112011239,31,25,14,7,12,4,0,103,35,44,27,14,15,3,0,142,47,46,24,5,12,3,0,140,178,193,108,66,101,21,3,679,6,5,0,0,3,0,0,16,304,318,180,97,141,35,3,1079,10,8,8,0,15,0,0,35,8,28,16,11,28,3,0,103,3,9,11,13,16,3,0,58,47,66,49,48,59,19,3,282,8,3,0,3,4,0,0,17,79,106,91,75,112,26,3,492,383,423,266,174,256,60,9,1577
112011240,42,51,18,15,15,4,0,148,46,38,28,20,12,0,0,142,52,52,20,10,10,3,0,150,190,175,96,55,88,20,9,632,0,3,4,0,0,0,0,12,335,318,172,100,128,26,9,1089,0,6,5,9,9,0,0,25,11,13,13,6,10,0,0,56,4,10,5,10,6,0,0,35,27,43,38,25,33,10,3,180,0,0,0,0,0,0,0,3,53,73,57,46,60,11,3,307,386,390,224,146,187,39,12,1389
112011241,0,3,4,0,0,0,0,12,12,21,3,8,9,0,0,45,13,12,10,0,6,0,0,39,150,173,108,51,88,15,0,580,0,4,0,0,0,0,0,3,172,211,119,60,105,20,0,683,0,0,0,0,3,0,0,3,5,3,3,3,6,0,0,14,0,3,0,3,3,0,0,12,46,77,38,24,38,9,0,222,3,3,0,0,0,0,0,10,53,89,40,26,47,5,0,270,224,297,159,88,148,26,3,950
112011242,26,27,21,9,10,4,0,105,35,56,14,17,14,8,0,151,68,46,16,10,16,0,3,158,260,282,163,130,194,43,12,1088,0,3,0,0,0,0,0,6,391,415,224,170,242,55,14,1504,0,8,5,8,3,0,0,22,11,7,10,4,10,4,0,43,5,5,3,6,8,0,0,20,26,44,28,33,51,12,3,196,0,0,3,0,3,0,0,11,40,66,46,47,69,17,8,297,434,483,270,217,309,72,17,1797
112011243,31,46,28,15,33,3,0,153,55,57,33,25,16,0,0,188,26,41,27,18,12,0,0,127,168,193,122,67,74,13,4,646,3,0,0,3,0,0,0,9,291,336,208,121,141,18,4,1121,0,18,12,7,9,0,0,49,16,16,14,9,17,8,0,85,9,13,7,7,9,5,0,45,25,59,43,33,32,7,0,203,8,7,3,0,0,0,0,23,58,111,76,52,73,21,4,402,351,449,282,176,218,34,8,1524
112021244,11,9,9,11,9,0,0,49,8,22,5,7,10,7,0,58,12,13,12,10,11,3,0,59,490,474,248,189,211,57,10,1675,6,0,0,0,0,0,0,11,524,526,272,216,240,62,10,1855,0,0,3,0,3,0,0,9,3,15,7,6,3,0,0,38,0,6,3,4,3,0,0,14,202,251,134,96,112,17,4,811,17,7,4,4,0,0,0,29,221,274,154,108,120,19,4,895,750,800,424,325,359,84,15,2754
112021245,8,7,5,3,3,0,0,28,3,10,5,3,3,0,0,18,15,18,6,5,9,4,0,56,243,266,168,119,141,27,6,961,0,3,4,3,0,0,0,9,269,300,180,131,156,29,8,1072,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,9,3,3,0,0,3,0,0,9,55,74,58,35,40,8,0,267,6,4,9,0,0,0,0,16,60,80,69,43,53,5,3,312,327,381,252,174,207,35,8,1386
112021246,37,27,23,7,21,3,0,121,28,35,18,12,21,4,0,110,30,33,24,11,14,4,0,117,466,454,265,178,196,47,8,1610,11,0,3,0,4,3,0,13,559,551,328,211,250,66,11,1976,8,11,7,9,11,6,0,49,13,22,5,4,10,3,0,55,4,3,4,3,7,7,0,29,134,213,141,86,118,33,13,726,4,6,9,0,4,0,0,30,163,254,165,98,152,40,10,893,721,807,498,306,398,107,24,2864
112021247,12,18,11,8,9,5,0,59,13,15,6,0,7,3,0,48,19,13,11,3,6,0,0,57,177,242,141,95,113,24,4,796,0,0,3,0,0,0,0,8,220,285,171,106,135,30,5,961,0,0,5,3,0,0,0,10,8,4,5,4,3,3,0,24,0,9,3,0,0,0,0,19,72,104,54,40,48,10,0,321,0,5,7,0,0,0,0,11,81,117,66,47,57,15,0,389,301,401,243,158,193,43,6,1345
112021248,33,26,9,6,7,5,0,81,41,43,24,15,19,3,0,139,28,28,14,4,7,3,3,93,424,440,266,156,211,48,9,1556,0,0,0,0,0,0,0,4,525,530,310,178,249,62,11,1871,0,3,3,4,6,3,0,24,13,26,17,10,36,3,3,109,4,30,13,5,9,0,0,68,155,236,170,97,133,26,10,837,11,3,3,0,3,0,0,19,186,305,217,119,184,39,13,1065,715,835,526,295,441,99,25,2929
112021249,20,30,14,18,29,3,0,111,36,60,35,24,21,12,0,186,58,52,32,24,19,7,0,188,415,563,339,235,342,81,27,1994,6,0,0,0,0,0,0,9,532,709,421,299,407,92,32,2491,0,0,3,6,4,0,0,20,13,26,14,9,7,5,4,80,9,20,11,9,12,0,0,50,69,120,96,74,103,16,7,479,4,8,5,7,6,0,0,17,102,174,123,97,126,21,8,649,636,878,549,393,535,121,38,3143
112031250,46,53,24,15,27,8,7,174,63,52,37,27,36,7,7,222,49,54,30,23,25,12,0,190,473,474,270,179,209,69,32,1702,3,0,0,0,0,0,0,4,630,640,360,240,293,88,41,2287,0,4,10,0,6,3,0,25,13,18,8,8,15,0,0,66,6,3,9,8,10,4,0,45,47,90,65,45,83,22,10,360,5,0,3,4,0,0,0,13,77,116,96,66,116,27,9,510,705,751,457,308,408,115,50,2795
112031251,22,29,13,6,19,3,3,95,31,39,23,8,14,3,0,117,38,42,20,11,10,3,0,123,258,305,147,97,151,26,3,985,7,4,3,4,0,0,0,15,352,418,205,129,188,37,4,1331,0,9,7,9,4,3,0,22,16,16,12,5,3,3,0,53,9,10,9,7,9,0,0,41,68,157,82,72,87,11,9,496,3,0,3,0,0,0,0,10,91,194,114,86,103,13,14,624,441,614,324,214,296,51,18,1951
112031252,11,20,15,14,7,3,0,69,36,41,23,19,21,4,0,148,31,44,18,14,19,3,0,131,249,307,189,121,179,30,14,1093,3,3,0,0,0,0,0,9,329,418,258,160,221,36,24,1448,0,14,4,3,5,0,0,28,10,12,5,7,13,3,0,59,0,6,8,3,5,0,0,22,71,84,66,43,57,14,0,332,9,7,4,4,0,0,0,18,90,127,79,59,77,20,4,457,420,543,333,223,300,57,24,1905
112031253,49,64,26,18,20,3,0,178,63,58,29,17,11,0,0,188,69,67,32,15,27,3,0,210,519,531,285,169,216,62,10,1793,8,7,3,0,0,0,0,17,711,729,370,207,267,71,17,2387,4,6,0,0,0,3,0,19,16,27,24,5,13,3,0,89,11,10,13,3,7,0,0,48,77,131,112,74,72,21,6,496,4,10,3,0,5,3,0,16,109,184,156,91,101,27,6,675,819,910,532,299,367,98,21,3056
112031254,86,76,44,23,26,13,4,266,58,66,35,17,34,10,8,230,68,55,16,20,13,5,3,189,417,371,206,158,206,70,28,1457,0,0,0,0,3,0,0,6,633,566,299,220,291,93,37,2147,4,10,9,9,16,3,0,54,19,17,17,7,8,6,0,78,5,12,10,4,13,3,3,60,135,178,121,75,80,33,14,637,7,10,4,9,0,0,0,26,167,227,160,101,125,47,14,855,804,796,465,322,412,145,56,2998
112031550,41,46,31,19,38,3,0,184,66,71,28,24,21,0,0,217,59,55,24,10,19,9,3,181,439,448,258,173,240,69,21,1644,3,0,0,0,0,0,0,6,606,626,347,233,321,85,22,2238,6,10,5,6,5,3,0,36,22,27,11,13,16,4,0,88,5,16,14,7,20,6,0,70,93,133,89,61,104,37,16,527,0,3,4,3,0,0,0,9,125,180,127,86,149,52,17,736,730,804,471,321,468,134,42,2968
112031551,3,16,10,12,11,0,0,57,14,17,10,11,12,3,3,76,18,16,7,8,7,5,0,64,136,152,98,66,94,33,19,591,0,0,0,0,0,0,0,0,169,201,131,94,129,43,22,785,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,10,0,0,0,0,3,0,0,9,15,17,4,8,19,5,0,69,0,0,0,0,0,0,0,0,15,20,9,9,31,3,3,88,181,225,142,102,152,44,22,875
112031552,22,34,8,3,22,3,0,91,26,18,11,3,6,0,0,67,19,26,12,8,13,6,0,75,165,155,78,60,67,22,0,541,5,4,0,0,0,0,0,7,227,235,109,79,101,34,0,783,3,6,3,3,4,0,4,24,5,7,14,8,8,5,0,41,0,5,4,3,4,0,0,20,53,104,55,29,68,16,3,325,5,4,4,3,0,0,0,10,69,128,77,49,78,20,3,426,298,362,188,126,186,46,5,1207
113011256,274,223,148,83,102,16,8,867,61,50,34,23,14,0,0,190,50,29,16,12,12,0,0,115,650,650,347,217,289,43,5,2207,9,7,3,4,0,0,0,26,1049,963,550,342,426,68,19,3398,26,34,18,15,17,0,3,109,28,20,11,18,17,4,0,101,8,16,8,0,6,0,0,29,156,151,98,56,69,17,5,543,17,13,12,3,0,0,0,48,225,235,149,92,103,16,5,828,1274,1195,699,433,522,87,21,4230
