SA2_MAINCODE_2016,Sme_Usl_ad_5_yr_ago_as_2016_M,Sme_Usl_ad_5_yr_ago_as_2016_F,Sme_Usl_ad_5_yr_ago_as_2016_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
115041301,2889,2815,5700,316,315,630,1360,1354,2712,6,11,19,26,25,53,3,5,9,3,6,12,3,0,7,4,3,10,3,3,5,0,0,0,1418,1405,2825,41,51,93,21,13,30,1791,1790,3584,266,257,523,4945,4857,9804
115041302,5394,5409,10803,606,589,1198,3336,3441,6781,49,45,93,94,96,193,13,15,27,19,17,41,12,3,12,3,0,10,22,18,44,0,0,0,3556,3644,7196,514,566,1086,28,22,47,4703,4822,9532,324,367,691,10425,10601,21023
116011303,3562,3486,7052,442,368,817,2020,1793,3816,46,23,68,35,33,67,12,3,22,12,9,20,5,3,11,7,3,6,12,7,22,0,0,0,2144,1881,4026,1115,1233,2345,40,26,61,3740,3518,7254,508,536,1043,7805,7538,15344
116011304,4872,4970,9843,322,308,635,1930,1941,3874,34,17,54,38,44,87,13,4,19,6,5,19,3,3,8,0,4,3,5,11,18,0,0,0,2034,2037,4067,608,609,1212,58,34,96,3021,2988,6008,428,400,833,8323,8359,16685
116011306,5955,6268,12219,526,537,1059,2590,2529,5119,20,24,42,35,32,67,6,8,17,20,16,39,0,0,3,3,5,5,3,0,6,0,0,0,2684,2613,5304,594,661,1254,56,32,79,3855,3845,7699,493,556,1046,10302,10671,20967
116011307,7310,7424,14736,417,488,910,2389,2297,4689,23,26,50,60,57,118,12,9,26,16,14,36,0,3,0,6,4,12,9,10,14,0,0,0,2529,2420,4947,553,529,1079,47,35,85,3544,3467,7013,656,678,1328,11507,11568,23081
116011308,6701,6900,13597,429,463,890,2257,2131,4390,28,18,50,61,41,101,6,9,19,19,10,23,3,3,11,13,4,17,3,6,10,5,0,5,2400,2226,4625,999,833,1836,40,45,86,3863,3571,7432,641,608,1250,11204,11079,22282
116011560,3368,3401,6765,187,201,392,1398,1307,2700,16,15,33,23,25,48,5,0,3,3,0,8,0,0,0,0,0,0,8,3,9,0,0,3,1459,1353,2809,359,415,773,27,17,49,2035,1993,4021,324,331,656,5722,5720,11442
116011561,4095,4197,8294,338,328,666,1799,1766,3563,28,22,48,48,33,80,10,4,17,19,10,31,3,3,8,3,4,4,5,0,5,0,0,0,1906,1845,3757,677,678,1353,30,33,60,2959,2880,5839,408,405,811,7464,7478,14942
116021309,4770,4832,9604,278,287,565,1672,1711,3387,15,18,37,41,43,80,3,8,9,8,15,22,0,0,0,3,3,6,14,6,15,0,0,0,1765,1804,3562,454,509,968,30,28,60,2533,2621,5157,154,155,309,7450,7614,15062
116021310,6513,6669,13183,819,878,1697,4937,5076,10014,56,58,107,141,134,274,50,55,105,29,30,62,8,12,20,16,7,22,33,40,73,0,0,0,5273,5395,10669,844,947,1793,48,45,95,6987,7277,14262,1541,544,2087,15041,14487,29527
116021312,3093,2953,6049,367,408,769,3380,3321,6700,31,23,48,64,66,129,19,15,37,14,14,29,0,5,12,4,3,9,9,10,17,0,0,0,3525,3455,6971,345,416,761,54,43,99,4291,4320,8608,616,555,1169,8003,7832,15834
116021562,1083,1101,2180,16,8,28,443,480,927,9,4,11,8,3,15,4,8,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465,502,962,103,109,213,9,4,10,593,624,1215,57,48,106,1733,1764,3502
116021563,6253,6360,12614,557,573,1126,2378,2433,4819,30,33,61,55,53,111,25,20,49,19,15,32,3,0,3,8,3,6,18,13,31,0,0,0,2538,2579,5116,590,717,1302,36,33,67,3725,3894,7617,366,417,782,10343,10663,21009
116031313,5192,5399,10586,373,434,805,1375,1518,2894,11,24,31,35,33,69,7,9,12,5,3,13,4,0,4,5,10,14,3,7,7,0,0,0,1453,1600,3052,283,350,634,37,35,77,2144,2418,4561,785,920,1703,8117,8739,16856
116031314,2368,2418,4788,138,141,280,864,890,1753,10,11,24,7,9,19,9,3,10,3,5,11,0,0,0,0,0,0,0,0,3,0,0,0,897,928,1822,157,205,363,19,19,40,1206,1292,2498,179,177,356,3753,3883,7638
116031315,6138,6274,12414,529,603,1134,1799,1871,3666,17,6,19,37,37,74,10,11,17,5,6,8,4,0,7,0,3,7,4,10,13,0,0,0,1875,1944,3812,373,467,845,35,25,60,2813,3038,5849,453,494,948,9403,9807,19210
116031316,4317,4607,8919,451,471,924,2741,2969,5714,25,24,49,71,64,133,11,6,17,8,4,17,3,0,6,10,6,19,9,6,11,0,0,0,2873,3087,5964,376,471,848,72,59,133,3778,4090,7872,887,939,1825,8978,9635,18615
116031317,5504,5725,11226,786,750,1538,1990,1961,3950,27,22,50,42,34,77,14,12,23,9,8,22,3,7,6,8,4,18,3,3,4,0,0,0,2100,2050,4149,1073,1148,2215,64,50,119,4020,4004,8018,735,764,1502,10260,10488,20749
116031318,7,0,8,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,13,0,0,0,0,0,3,15,5,19,13,5,18,32,10,40
116031319,5838,6077,11911,541,559,1101,2100,2146,4251,20,17,34,34,47,80,11,10,18,11,0,16,4,0,7,4,3,10,13,6,12,0,0,0,2194,2228,4427,583,651,1232,37,34,72,3358,3475,6832,472,460,937,9668,10010,19677
117011320,5,0,8,0,0,0,4,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,12,0,0,0,0,0,0,6,7,15,0,0,0,11,6,21
117011321,2512,2611,5121,284,298,576,1448,1400,2845,29,16,43,44,64,105,7,10,20,14,11,27,4,8,9,10,9,12,7,16,24,0,0,0,1565,1527,3087,231,265,501,31,24,55,2108,2109,4219,333,334,669,4954,5056,10013
117011322,5242,5565,10806,745,688,1433,2459,2327,4789,88,65,156,133,130,257,26,21,47,44,35,79,6,3,11,12,3,18,51,32,85,0,0,0,2819,2626,5441,1854,1787,3643,64,63,127,5482,5158,10648,772,712,1481,11494,11435,22933
117011323,2844,3084,5928,274,248,523,1103,1110,2211,28,7,27,32,37,72,9,4,14,12,3,10,5,0,7,3,3,5,8,4,12,0,0,0,1200,1170,2364,464,481,941,26,26,51,1956,1924,3884,454,495,954,5255,5508,10768
117011324,0,0,0,0,0,0,4,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,0,0,0,4,3,5,0,0,0,3,3,10
117011325,11,7,19,0,0,0,3,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,5,0,3,5,0,0,0,5,5,13,19,9,32,38,23,58
117021326,6169,6406,12576,597,612,1214,2981,3254,6236,107,107,219,76,122,195,41,38,79,41,42,80,9,4,12,9,18,21,54,58,109,0,0,0,3318,3635,6953,993,1083,2079,118,107,222,5032,5433,10463,1039,1011,2053,12244,12853,25091
117021327,4158,4191,8349,420,436,853,2888,2904,5783,100,94,192,100,117,217,24,30,50,52,53,110,5,7,12,3,6,16,50,79,130,0,0,0,3220,3292,6514,709,825,1536,79,70,150,4426,4621,9052,923,885,1807,9511,9696,19211
117021328,1860,1807,3660,102,106,211,1050,1057,2107,22,18,38,31,36,69,18,11,26,12,10,24,7,11,23,3,3,3,14,17,31,0,0,0,1154,1168,2325,294,312,602,36,22,58,1584,1613,3198,263,239,498,3708,3652,7365
117031329,1792,1196,2985,278,157,433,1662,1252,2916,107,93,202,137,102,231,45,29,75,46,44,87,5,6,15,3,4,8,27,40,68,0,0,0,2034,1567,3598,1129,938,2071,69,34,106,3513,2698,6208,1112,738,1847,6414,4631,11042
117031330,2651,2533,5185,382,352,735,2566,2467,5035,136,139,272,152,155,316,33,41,79,61,64,120,17,10,31,5,0,5,65,65,129,0,0,0,3037,2947,5982,981,983,1963,79,72,150,4475,4357,8835,738,616,1355,7869,7504,15373
117031331,2963,3274,6239,440,420,864,2581,2653,5234,142,149,289,140,185,320,45,57,97,61,71,131,14,13,29,8,13,21,65,75,142,0,0,0,3053,3217,6270,1434,1835,3263,88,87,178,5013,5557,10572,996,1050,2052,8975,9888,18862
117031332,3679,3506,7179,546,561,1100,3537,3591,7135,191,195,384,169,223,388,51,59,110,93,132,225,22,27,48,15,15,32,119,148,272,4,3,5,4207,4389,8591,2019,2523,4541,121,113,237,6889,7585,14474,1158,1109,2269,11722,12200,23915
117031333,3031,2595,5625,729,594,1322,2407,2042,4448,241,161,403,267,223,489,56,51,112,108,81,191,22,19,39,24,13,37,85,59,149,4,0,4,3222,2637,5866,1696,1538,3229,116,78,197,5763,4852,10614,2946,1622,4573,11738,9066,20808
117031334,2721,2789,5508,643,609,1252,1864,1705,3572,140,99,237,152,146,290,45,45,97,49,46,94,12,10,27,7,8,7,61,51,115,0,0,0,2332,2112,4441,3364,3813,7180,55,59,118,6395,6596,12993,1207,1146,2355,10325,10529,20852
117031335,3319,2549,5862,385,309,694,2655,2488,5148,161,141,298,156,165,321,53,43,100,72,67,135,10,10,19,9,10,20,80,67,144,0,0,0,3204,2987,6190,2855,3378,6235,141,67,208,6584,6742,13329,1394,1277,2671,11298,10566,21859
117031336,2892,1926,4821,460,280,739,2107,1620,3731,190,123,317,172,136,302,37,39,72,72,66,134,12,11,15,4,11,15,53,36,97,0,0,0,2647,2042,4687,1759,1632,3391,73,65,139,4936,4023,8957,1398,822,2223,9227,6778,16001
117031337,2915,2775,5696,829,871,1699,1948,1574,3519,145,114,262,166,139,303,35,40,79,63,45,114,10,14,21,4,4,12,54,40,89,0,0,0,2426,1973,4397,4973,5470,10443,90,93,186,8308,8407,16719,2230,2063,4294,13458,13251,26711
117031338,4280,3980,8265,781,698,1474,4360,3892,8255,191,195,387,287,245,530,74,70,146,85,86,171,18,21,38,16,8,24,106,87,190,0,0,0,5132,4609,9737,4081,4366,8448,137,103,243,10133,9774,19907,1769,1632,3399,16185,15391,31575
118011339,3580,3632,7214,540,505,1046,1763,1846,3617,106,151,251,83,87,175,20,20,45,48,62,117,3,3,10,0,9,9,29,28,57,0,0,0,2060,2205,4271,1340,1430,2769,60,49,108,4000,4190,8192,922,955,1884,8509,8783,17291
118011340,3673,3688,7359,878,839,1717,1877,1996,3875,136,136,279,122,146,264,17,30,46,54,56,109,7,3,8,5,10,13,19,22,48,0,0,0,2246,2399,4641,1518,1664,3183,78,77,158,4715,4976,9691,1210,1195,2398,9594,9851,19451
118011341,2986,3387,6371,437,451,884,1709,1938,3647,49,60,105,72,85,153,12,21,31,41,42,80,0,3,4,6,0,5,23,18,37,0,0,0,1911,2161,4075,1100,1277,2378,45,50,93,3490,3935,7421,969,1111,2079,7445,8431,15874
118011342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118011343,4539,5362,9896,900,1000,1902,2832,3051,5886,124,152,275,126,179,308,29,48,78,46,54,103,11,10,23,5,11,15,45,54,94,0,0,0,3223,3560,6786,1175,1308,2484,79,63,136,5382,5929,11313,1133,1328,2461,11050,12621,23672
118011344,2531,2742,5273,318,371,691,1163,1250,2416,28,21,52,31,30,64,10,4,14,12,19,28,4,0,3,0,0,0,10,13,22,0,0,0,1256,1351,2607,354,420,771,34,27,60,1958,2170,4128,303,346,652,4789,5260,10050
118011345,2504,2798,5306,459,471,928,1897,2060,3964,131,150,280,92,150,242,29,44,76,77,81,164,3,8,14,0,0,0,48,52,104,0,0,0,2289,2550,4839,786,953,1739,59,53,110,3589,4027,7615,693,769,1458,6784,7595,14379
118011346,2672,3051,5716,415,409,829,1267,1482,2753,49,39,86,43,48,89,8,9,11,17,8,28,3,5,4,3,7,12,20,14,34,0,0,0,1404,1610,3021,361,497,862,19,26,43,2199,2552,4749,373,435,807,5243,6030,11273
118011347,1329,1662,2994,124,157,276,975,1141,2113,51,70,123,37,65,102,15,16,28,23,31,52,3,3,3,0,6,8,9,19,28,0,0,0,1115,1339,2459,315,374,686,14,15,33,1565,1881,3449,361,449,808,3256,3991,7244
118021348,4886,5582,10464,834,894,1726,2552,2829,5381,128,139,267,148,185,338,17,36,52,40,54,93,4,9,15,11,18,31,55,80,134,0,0,0,2961,3348,6314,1379,1611,2985,86,70,158,5265,5921,11186,1080,1108,2187,11231,12611,23843
118021350,5894,6303,12203,633,678,1311,2207,2177,4383,29,41,68,55,64,116,8,8,13,19,17,38,3,8,14,3,7,9,17,21,45,0,0,0,2347,2337,4683,508,533,1036,62,41,101,3546,3587,7130,2445,990,3434,11882,10883,22766
118021564,2050,2149,4200,242,211,450,1783,1651,3436,87,76,168,87,94,179,22,28,52,38,38,83,17,5,27,8,7,12,90,93,178,0,0,0,2133,1999,4131,2156,2167,4320,58,43,102,4583,4416,9005,563,570,1133,7200,7136,14339
118021565,2965,3004,5963,234,210,439,1269,1205,2478,38,38,75,39,51,94,21,14,35,32,21,48,11,16,22,0,5,11,31,35,63,0,0,0,1444,1385,2829,2584,2345,4927,39,22,60,4298,3958,8258,406,382,787,7670,7338,15010
118021566,2388,2707,5097,135,147,281,1062,1139,2199,16,19,40,25,30,58,11,8,19,4,8,17,3,0,5,4,3,4,19,11,28,0,0,0,1142,1228,2371,511,504,1015,22,14,37,1804,1897,3705,229,239,468,4428,4849,9273
118021567,2377,2773,5145,191,188,379,1187,1229,2415,24,35,59,40,31,74,8,4,7,14,17,31,0,3,7,3,8,8,13,10,26,0,0,0,1294,1340,2631,500,499,998,22,28,57,2010,2056,4068,405,415,817,4787,5242,10032
118021568,2282,2452,4737,152,149,301,1010,948,1960,20,15,36,32,39,69,16,11,27,13,22,36,0,3,3,8,4,14,15,18,27,0,0,0,1114,1063,2174,853,895,1741,17,13,36,2129,2128,4258,311,305,612,4724,4881,9602
118021569,3175,3512,6685,381,427,802,1987,2347,4334,78,89,172,74,87,162,15,13,34,24,29,59,5,10,19,4,3,10,40,37,73,0,0,0,2242,2622,4864,1039,1116,2155,47,66,104,3698,4225,7925,533,610,1142,7401,8345,15748
118021570,2340,2625,4968,233,210,443,1363,1573,2937,59,62,129,63,73,137,20,18,35,22,24,47,3,7,15,6,6,8,33,29,61,0,0,0,1575,1789,3368,1053,1133,2186,25,36,65,2886,3175,6057,740,627,1367,5969,6428,12397
119011354,6286,6444,12727,490,532,1013,2029,2086,4120,19,19,35,28,19,48,5,9,15,3,3,6,0,0,0,8,3,8,0,3,3,0,0,0,2092,2144,4240,317,379,694,70,75,140,2967,3128,6092,679,739,1411,9925,10305,20232
119011355,18,16,30,0,0,0,274,295,572,8,3,11,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,290,305,591,43,60,99,8,5,13,340,366,706,38,36,72,393,415,809
119011356,3191,3196,6392,194,211,399,1224,1232,2456,16,13,29,12,6,17,0,3,4,0,3,3,4,3,4,0,0,0,0,0,0,0,0,0,1253,1259,2513,233,247,471,17,16,31,1691,1729,3417,307,287,595,5196,5214,10406
119011357,7563,7785,15346,842,865,1705,2161,2226,4387,17,16,33,10,4,14,5,4,10,12,8,14,0,0,0,0,5,5,3,3,3,0,0,0,2196,2269,4467,491,464,952,47,29,77,3578,3630,7202,732,768,1500,11867,12173,24042
119011358,4701,4929,9629,267,278,546,1793,1839,3636,13,16,32,23,30,54,8,8,15,9,4,15,3,3,8,4,0,3,4,9,11,0,0,0,1856,1914,3774,327,380,706,49,52,104,2502,2626,5132,377,384,758,7579,7936,15512
119011359,7581,8001,15582,675,672,1351,2472,2551,5023,25,24,52,39,33,71,10,7,13,20,16,32,0,0,3,3,0,3,8,10,21,0,0,0,2575,2645,5218,341,403,748,48,41,87,3640,3759,7401,534,576,1112,11756,12336,24092
119011360,4238,4583,8819,316,341,652,1871,2022,3892,14,16,29,27,28,52,4,16,22,15,15,30,4,0,5,3,3,9,7,4,10,0,0,0,1947,2097,4045,415,458,865,31,28,57,2710,2912,5621,369,369,739,7313,7867,15177
119011361,5863,5865,11726,423,407,831,1989,2109,4099,17,16,35,18,17,34,9,15,20,12,7,21,0,0,0,0,0,0,3,0,5,0,0,0,2051,2164,4212,534,566,1098,37,35,74,3041,3171,6218,627,623,1243,9527,9657,19188
119011571,3380,3678,7057,335,354,688,1740,1752,3498,19,19,44,27,30,60,7,5,14,14,12,20,3,0,3,0,0,0,4,3,9,0,0,0,1817,1824,3646,979,1032,2013,37,38,77,3172,3250,6423,576,626,1201,7130,7552,14681
119011572,4055,4107,8162,350,340,691,1367,1388,2756,20,12,35,22,20,38,3,5,7,11,9,24,0,0,4,0,4,7,3,3,10,0,0,0,1427,1446,2872,750,796,1544,35,34,72,2563,2616,5178,672,669,1346,7295,7391,14688
119021362,5298,5605,10899,427,429,857,1778,1715,3491,28,26,56,26,17,43,4,8,16,12,8,16,3,0,3,5,6,9,3,8,15,0,0,0,1862,1791,3652,583,625,1206,74,54,122,2939,2897,5836,537,549,1088,8775,9056,17826
119021363,6789,7039,13824,1391,1256,2654,2727,2555,5283,66,49,113,47,45,95,13,8,28,11,19,34,7,5,7,9,6,14,25,14,37,0,0,0,2905,2700,5607,2338,2544,4880,96,70,165,6731,6575,13308,810,835,1647,14329,14453,28784
119021364,7245,7649,14892,517,471,990,1915,1979,3893,28,35,59,33,37,67,6,11,17,14,11,28,4,0,6,0,0,0,8,6,18,0,0,0,2019,2078,4091,414,406,822,26,29,57,2968,2987,5956,712,741,1453,10926,11378,22303
119021366,5836,5779,11618,503,465,968,1742,1641,3376,14,20,32,10,15,27,12,13,24,4,0,7,0,3,3,4,3,4,8,3,11,0,0,0,1792,1691,3485,951,763,1715,47,29,74,3295,2948,6245,649,623,1273,9779,9354,19134
119021367,3876,4048,7920,190,185,379,1414,1455,2872,15,15,29,13,20,32,9,19,28,3,4,5,6,0,6,0,0,0,3,5,7,0,0,0,1460,1511,2966,347,353,698,15,19,30,2000,2069,4073,390,396,792,6269,6515,12781
119021573,3709,3498,7205,846,634,1474,1162,913,2077,12,14,22,15,10,24,7,8,16,15,13,20,3,3,9,0,0,0,7,6,15,0,0,0,1226,965,2186,1765,1306,3072,41,27,67,3869,2930,6801,655,512,1172,8236,6944,15178
119021574,2296,2176,4471,273,211,484,1004,784,1788,11,12,25,8,4,14,6,3,10,13,5,26,0,0,3,3,0,4,0,0,0,0,0,0,1044,819,1866,812,759,1573,20,17,37,2150,1802,3952,387,345,732,4835,4314,9153
119031368,5015,5229,10245,705,752,1452,2109,2033,4137,62,49,106,42,47,88,21,30,48,21,26,46,13,7,23,4,0,10,22,17,41,0,3,3,2289,2206,4495,2275,2536,4812,76,71,143,5340,5562,10903,586,582,1165,10941,11368,22316
119031369,5849,6294,12144,716,782,1499,2467,2633,5105,36,37,73,47,59,108,11,13,24,8,8,19,4,5,11,6,0,3,14,15,28,0,0,0,2595,2775,5362,980,1138,2115,52,37,86,4338,4726,9067,557,614,1162,10740,11633,22376
119031370,3726,4113,7838,198,232,431,1347,1370,2718,21,12,29,26,28,56,6,5,17,0,5,3,0,4,4,0,0,0,7,4,11,0,0,0,1408,1432,2834,503,616,1122,39,30,64,2147,2314,4459,308,347,657,6182,6774,12956
119031371,3755,3922,7676,234,232,466,1207,1243,2445,36,27,60,32,29,58,3,6,11,7,10,15,0,0,0,4,6,5,10,9,14,0,0,0,1294,1320,2616,332,358,688,26,16,35,1877,1925,3801,222,228,447,5857,6072,11930
119031372,5504,5802,11306,347,381,729,1678,1840,3516,8,13,25,32,29,60,5,3,6,4,11,16,0,10,5,3,0,3,8,3,18,0,0,0,1740,1910,3650,232,240,467,22,32,61,2345,2563,4910,328,424,747,8171,8789,16961
119031373,2709,2934,5646,231,254,485,1190,1137,2323,20,17,34,24,22,45,19,12,31,8,3,8,3,0,4,0,0,0,11,9,17,0,0,0,1265,1199,2468,581,620,1201,32,16,40,2112,2087,4197,372,412,779,5194,5432,10624
119031374,6188,6619,12802,674,726,1403,2146,2203,4348,30,31,54,41,40,83,19,20,38,14,12,27,0,7,4,3,0,4,10,16,31,0,0,0,2266,2330,4596,1402,1544,2941,61,53,109,4402,4653,9055,430,471,907,11018,11742,22765
119041375,3969,4115,8084,487,433,921,2558,2405,4960,64,59,122,98,95,193,39,30,70,39,19,55,3,7,15,8,6,14,31,31,60,0,0,0,2836,2660,5494,2019,2108,4130,77,59,136,5424,5261,10686,709,687,1399,10102,10068,20171
119041376,6882,7110,13992,708,597,1308,2337,2358,4689,28,24,49,39,45,84,19,19,37,9,13,25,0,0,0,3,0,4,10,12,23,0,0,0,2442,2463,4909,1291,1331,2624,67,102,172,4509,4497,9003,815,902,1713,12214,12503,24716
119041377,3759,3996,7758,198,198,392,1164,1258,2421,10,18,24,27,27,52,6,5,9,7,3,7,0,3,6,4,0,7,3,0,6,0,0,0,1225,1307,2531,330,311,641,18,18,32,1758,1838,3596,284,272,558,5804,6104,11913
119041378,2330,2443,4776,257,273,531,1181,1125,2309,36,23,59,28,38,69,5,0,10,5,3,9,4,3,4,0,0,3,11,8,20,0,0,0,1283,1206,2488,1038,1050,2093,36,18,60,2616,2551,5160,286,305,588,5227,5296,10522
119041379,4100,4304,8404,253,288,538,1743,1594,3335,28,21,52,31,26,58,6,10,12,7,5,13,4,4,6,0,0,5,11,8,22,0,0,0,1829,1678,3508,863,868,1734,29,30,58,2974,2862,5841,364,362,725,7437,7527,14963
119041380,3461,3736,7195,329,353,681,1443,1571,3021,24,24,46,36,36,66,12,5,13,7,5,12,0,0,0,0,3,10,11,19,23,0,0,0,1526,1665,3191,442,489,935,33,33,62,2327,2540,4868,545,546,1087,6331,6827,13153
119041381,4305,4395,8695,667,512,1178,1867,1635,3501,38,29,67,33,33,64,13,11,24,14,4,21,7,5,13,8,0,16,7,21,25,0,0,0,1989,1750,3739,1874,1743,3619,69,58,129,4597,4062,8657,713,729,1441,9611,9183,18793
119041382,4134,4636,8768,479,567,1050,1619,1822,3441,20,18,42,39,47,87,9,10,17,6,15,18,4,4,8,4,6,13,9,7,19,0,0,0,1711,1925,3635,228,298,524,24,30,51,2439,2819,5258,528,528,1055,7099,7984,15086
120011383,5559,6041,11602,667,734,1402,2283,2495,4775,48,58,107,79,76,151,22,19,39,20,23,47,7,9,19,0,3,5,18,13,24,0,0,0,2481,2702,5177,601,645,1248,46,33,80,3787,4119,7906,467,558,1026,9814,10717,20530
120011384,3993,4225,8217,734,711,1443,2820,2761,5588,117,102,218,140,130,277,31,39,70,54,48,103,19,13,39,9,8,20,39,39,82,0,0,0,3236,3149,6386,2606,2926,5529,97,71,166,6674,6860,13529,699,710,1414,11370,11797,23160
120011385,4403,5054,9456,491,536,1030,1919,2110,4030,69,77,146,80,90,167,12,23,35,30,32,62,3,3,6,8,3,6,19,24,41,0,0,0,2137,2361,4496,422,486,913,39,67,107,3087,3452,6535,538,656,1191,8033,9158,17184
120011386,4764,5460,10230,654,733,1385,2240,2528,4769,62,55,117,63,70,134,16,27,41,29,31,62,4,9,9,6,6,18,11,15,27,0,0,0,2435,2741,5171,444,486,927,49,47,97,3579,4002,7578,612,701,1315,8959,10170,19125
120021387,3246,3647,6892,679,728,1412,1487,1602,3091,108,109,220,100,92,192,30,26,64,38,32,71,12,9,19,3,7,7,24,25,50,0,0,0,1798,1911,3711,584,633,1214,33,30,67,3097,3303,6396,677,680,1360,7020,7632,14656
120021388,5428,6044,11477,768,836,1606,3106,3396,6508,128,132,265,115,141,256,39,39,81,62,78,141,10,14,21,8,6,15,60,74,135,0,0,0,3535,3887,7420,847,884,1735,114,99,214,5256,5707,10971,946,954,1896,11638,12707,24341
120021389,2766,3170,5933,297,367,664,1767,1926,3689,77,76,150,85,84,173,11,15,28,28,28,53,4,3,4,4,8,11,34,34,67,0,0,0,2010,2162,4171,494,517,1012,41,57,98,2843,3100,5940,524,551,1076,6129,6826,12946
120031390,4945,5291,10233,715,708,1424,2561,2457,5012,62,65,122,88,72,159,25,27,52,18,14,32,12,13,18,9,7,18,31,39,68,0,0,0,2795,2697,5486,2079,2150,4230,90,77,170,5679,5623,11307,865,825,1687,11490,11737,23226
120031391,5117,5642,10762,579,604,1183,2200,2225,4417,55,85,138,63,65,128,19,19,44,24,13,40,10,9,18,3,5,9,23,34,52,0,0,0,2389,2455,4851,2484,2890,5375,72,69,137,5524,6020,11547,624,664,1284,11267,12320,23587
120031392,2897,3041,5941,91,84,180,1043,1144,2191,30,25,53,16,15,31,6,6,16,14,8,22,0,0,4,0,3,3,6,6,12,0,0,0,1117,1206,2325,371,399,772,26,27,54,1607,1715,3326,303,307,606,4809,5057,9870
120031393,4632,5170,9807,368,396,757,1707,1919,3631,28,34,63,33,29,58,15,15,27,18,13,31,4,0,7,4,3,7,9,11,18,0,0,0,1817,2029,3841,494,540,1030,40,34,70,2707,2996,5705,339,415,756,7685,8585,16272
120031394,3781,4103,7879,249,297,540,2129,2380,4510,64,59,126,59,90,145,21,10,37,20,25,47,13,9,19,3,4,6,33,34,62,0,0,0,2346,2613,4957,543,602,1142,75,70,141,3205,3575,6783,602,636,1231,7582,8311,15897
120031395,3476,3640,7110,261,290,550,1538,1611,3150,43,52,97,38,40,85,15,20,29,11,13,28,3,11,10,3,0,3,25,33,49,0,0,0,1673,1778,3448,409,443,854,37,35,78,2386,2544,4927,369,358,733,6227,6543,12774
