SA2_MAINCODE_2016,IA_DS_Separate_house,IA_DS_SemD_ro_tr_h_th,IA_DS_Flat_or_Apart,IA_DS_Other_dwelling,IA_DS_Not_stated,IA_Total,I_NA_DS_Separate_house,I_NA_DS_SemD_ro_tr_h_th,I_NA_DS_Flat_or_Apart,I_NA_DS_Other_dwelling,I_NA_DS_Not_stated,I_NA_Total,IC_NS_DS_Separate_house,IC_NS_DS_SemD_ro_tr_h_th,IC_NS_DS_Flat_or_Apart,IC_NS_DS_Other_dwelling,IC_NS_DS_Not_stated,IC_not_stated_Total,Total_DS_Separate_house,Total_DS_SemD_ro_tr_h_th,Total_DS_Flat_or_Apart,Total_DS_Other_dwelling,Total_DS_Not_stated,Total_Total
123011434,5422,232,17,31,8,5707,487,35,25,10,4,567,94,9,3,0,0,112,6007,280,50,42,17,6389
123011435,7574,460,3,3,5,8046,526,49,0,0,3,583,119,9,0,0,0,133,8221,518,6,3,5,8756
123021436,4400,477,76,3,3,4954,735,205,41,0,3,989,138,27,5,0,7,174,5278,704,121,3,13,6114
123021437,3448,575,886,30,13,4951,561,281,285,13,3,1154,88,53,44,3,0,193,4094,912,1217,45,18,6294
123021438,4518,641,4,4,0,5167,569,225,4,0,0,798,104,26,0,0,0,135,5186,889,9,9,0,6097
123021439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123021440,3742,1327,159,14,102,5344,482,318,48,15,18,880,111,50,6,3,0,170,4337,1694,217,34,122,6398
123021441,4049,422,183,0,5,4651,581,161,67,0,0,801,123,25,6,0,0,156,4745,601,249,0,5,5607
123021442,4341,1584,25,11,15,5976,722,426,8,3,0,1158,155,67,3,0,3,229,5221,2073,35,12,17,7358
123021443,4467,539,92,0,4,5107,587,194,33,0,3,810,129,36,5,0,4,168,5184,761,134,0,10,6092
123021444,4733,452,173,5,7,5364,628,163,41,0,0,829,134,25,7,0,0,163,5487,631,229,5,8,6359
123031445,1416,99,3,13,7,1538,207,34,0,21,3,266,47,10,0,0,0,52,1665,144,0,37,10,1857
123031446,2480,88,9,14,6,2600,193,26,3,7,3,237,48,5,0,0,0,53,2716,124,21,21,12,2893
123031447,4285,221,48,16,15,4589,604,113,30,0,0,747,126,18,0,3,3,147,5020,349,78,27,15,5483
123031448,2254,15,6,15,8,2303,284,3,0,13,0,309,59,0,0,0,0,65,2598,22,6,32,10,2671
124011449,1951,24,8,6,13,2004,282,12,12,3,3,306,42,0,0,0,3,41,2274,42,17,9,16,2358
124011450,5673,186,11,0,7,5876,416,76,4,0,5,505,93,9,4,0,0,103,6182,271,22,0,8,6481
124011451,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
124011452,3943,253,266,19,28,4519,567,95,122,3,3,790,106,9,24,0,7,150,4617,368,409,23,38,5460
124011453,3605,52,38,0,4,3698,374,8,23,0,8,413,66,0,3,0,3,68,4043,69,62,3,16,4185
124011454,6383,371,48,11,16,6824,530,171,22,0,4,717,103,18,0,0,0,126,7008,557,65,11,17,7662
124011455,2004,72,11,4,9,2103,230,24,3,0,0,260,43,0,0,0,3,47,2284,103,15,4,15,2410
124021456,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3
124031457,4188,252,10,4,11,4464,569,57,9,0,4,637,110,3,0,0,0,119,4875,309,18,5,14,5225
124031458,5947,404,55,15,18,6436,562,96,10,0,8,673,127,12,0,0,4,141,6635,514,67,14,29,7256
124031459,3792,255,16,57,4,4125,393,85,31,38,0,555,74,11,10,4,3,102,4259,353,58,104,6,4779
124031460,5476,417,46,3,4,5944,322,61,14,0,0,391,89,15,0,0,0,112,5890,488,57,3,10,6448
124031461,4273,437,431,7,10,5153,586,171,101,3,5,869,107,14,14,10,0,147,4971,626,548,15,10,6167
124031462,3400,1449,613,8,22,5500,465,327,266,3,8,1071,88,39,33,0,3,165,3953,1819,916,12,31,6735
124031463,2310,45,23,15,29,2419,217,3,23,14,3,267,48,0,3,3,3,59,2577,58,47,29,32,2750
124031464,2053,1053,898,4,14,4026,402,325,331,0,3,1068,71,157,52,0,0,274,2529,1531,1275,7,19,5363
124031465,1349,6,0,0,4,1361,176,4,0,0,3,184,39,0,0,0,0,38,1562,12,3,3,6,1578
124041466,2999,721,223,5,17,3958,531,278,103,0,3,913,74,32,14,0,3,128,3603,1025,343,5,20,4999
124041467,3605,748,46,10,29,4438,532,235,13,8,4,788,92,28,3,0,3,124,4224,1015,60,18,35,5349
124041468,1392,14,3,9,32,1455,189,3,3,0,7,196,49,4,0,0,9,56,1626,18,7,9,43,1709
124051469,1724,22,0,0,0,1748,111,6,0,0,0,116,40,0,0,0,0,40,1880,22,0,0,0,1904
124051470,5346,42,0,0,3,5386,499,10,0,0,0,508,139,0,0,0,0,144,5988,48,0,0,4,6040
124051580,2486,463,12,0,13,2975,552,84,10,0,5,654,76,22,3,0,4,112,3121,576,27,4,16,3742
124051581,2609,865,535,13,18,4044,828,213,235,9,3,1289,148,48,37,0,3,231,3579,1125,806,26,21,5558
125011473,828,538,4452,0,11,5825,55,18,280,0,0,353,15,7,106,0,0,122,898,557,4830,0,11,6301
125011475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125011582,1878,363,1260,56,23,3576,303,61,193,19,8,574,109,30,89,3,5,243,2289,459,1541,78,33,4391
125011583,414,98,2078,6,3,2595,90,24,324,0,0,439,24,0,143,0,11,186,535,122,2543,4,11,3216
125011584,1398,333,83,4,9,1828,198,74,23,0,3,291,69,16,8,0,3,101,1662,425,114,9,11,2214
125011585,1297,281,539,32,4,2161,238,30,135,8,3,409,64,13,22,4,0,99,1602,330,694,47,3,2675
125011586,2457,1107,1379,18,20,4972,393,83,161,5,3,649,97,46,60,3,25,235,2951,1234,1606,23,44,5864
125011587,834,51,345,13,5,1251,162,6,96,8,0,273,38,3,16,0,0,56,1031,66,459,18,5,1582
125021476,5553,1002,1336,7,22,7922,411,55,191,0,0,654,96,21,39,0,13,169,6060,1078,1571,7,29,8750
125021477,3767,1761,336,25,27,5915,542,206,143,0,5,895,106,38,19,0,0,169,4415,2004,496,24,28,6970
125021478,2748,1729,586,15,17,5096,321,256,231,0,0,814,89,48,43,0,0,177,3153,2029,858,19,23,6085
125031479,3122,594,339,21,20,4096,715,154,197,4,5,1072,127,35,22,0,0,183,3969,778,562,20,25,5356
125031480,2259,269,614,16,9,3175,515,123,372,12,6,1027,125,24,54,3,3,207,2899,411,1046,31,18,4400
125031481,2851,610,1368,14,20,4863,518,93,333,6,13,957,142,30,72,0,12,254,3512,734,1769,19,42,6076
125031482,6021,735,299,55,4,7113,784,130,39,5,0,957,123,25,6,3,0,166,6927,891,347,67,8,8238
125031483,2933,719,683,17,15,4364,700,292,188,4,10,1193,167,53,45,0,0,270,3801,1065,912,24,20,5829
125031484,2990,891,1154,10,23,5065,607,305,340,3,8,1260,105,44,63,0,5,221,3704,1239,1555,12,32,6542
125031485,3433,1462,2138,54,27,7104,769,258,491,3,9,1528,144,58,96,4,3,308,4338,1771,2728,59,40,8944
125031486,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
125031487,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
125041489,1267,986,4465,7,26,6741,225,152,542,4,3,922,46,28,146,0,8,232,1538,1167,5154,8,38,7897
125041490,2107,188,9,0,3,2301,142,7,3,0,0,154,29,3,0,3,0,35,2274,198,12,4,7,2493
125041491,1842,940,3389,0,12,6192,222,125,414,0,0,761,36,27,118,0,3,186,2098,1095,3920,0,18,7136
125041492,746,357,7367,142,54,8664,129,40,766,17,7,948,44,17,289,6,16,373,920,412,8419,161,78,9993
125041493,4281,1394,482,5,24,6183,564,205,194,0,3,969,124,55,32,0,5,214,4972,1648,709,5,38,7370
125041494,3010,110,17,0,0,3138,251,0,18,0,0,271,39,3,0,0,3,46,3299,122,42,0,3,3456
125041588,1509,1078,689,3,19,3305,312,132,158,0,0,607,54,32,34,0,0,120,1872,1245,884,10,24,4033
125041589,1724,689,1779,4,24,4224,271,132,219,0,3,633,75,45,58,0,24,204,2074,861,2062,4,58,5059
126011495,5052,831,2294,4,9,8193,312,48,187,0,5,556,89,41,53,0,0,185,5450,920,2535,5,18,8930
126011496,5258,446,383,7,14,6101,254,56,85,0,0,397,75,9,11,0,3,109,5583,517,483,7,15,6605
126021497,4708,1240,1209,34,22,7207,382,172,161,4,0,717,124,43,34,4,4,213,5214,1450,1406,39,33,8134
126021498,2410,692,1572,9,19,4703,256,63,296,0,0,616,54,17,41,0,5,114,2716,769,1912,9,28,5432
126021499,2010,322,478,3,8,2822,130,16,144,0,0,286,32,7,16,0,0,60,2173,348,629,3,13,3167
126021500,1364,2429,3052,5,58,6909,192,294,276,4,12,786,40,63,101,0,17,216,1594,2787,3428,9,88,7907
126021501,2882,457,97,4,8,3458,311,65,64,0,0,444,65,13,4,0,0,77,3262,536,163,6,8,3976
126021503,2235,450,3803,35,8,6530,250,55,411,7,0,727,49,14,70,0,6,135,2533,524,4278,44,17,7395
126021590,1004,162,10,3,3,1179,93,17,0,0,0,108,24,3,0,0,0,26,1118,178,10,3,3,1317
126021591,3846,930,3704,8,44,8528,525,164,472,0,3,1159,81,27,102,0,11,223,4447,1121,4279,8,52,9906
127011504,3082,136,283,3,9,3511,877,80,364,0,5,1333,191,10,44,0,3,250,4148,229,698,5,16,5099
127011505,1781,8,0,6,10,1809,494,3,3,6,3,508,64,0,0,0,44,115,2339,11,5,10,63,2438
127011506,4505,57,8,17,41,4620,475,12,0,8,0,501,109,27,11,3,4,153,5089,92,16,23,52,5273
127011592,12,0,0,0,3,10,5,0,0,0,0,7,0,0,0,0,0,3,18,0,0,0,5,20
127011593,1590,72,0,0,0,1663,111,9,0,0,0,122,24,3,0,0,0,28,1725,85,0,0,3,1810
127011594,2382,447,4,0,4,2840,278,107,0,0,0,385,92,17,0,0,0,110,2752,572,4,0,4,3338
127011595,2545,354,3,0,3,2911,218,47,0,0,0,267,75,13,0,0,0,92,2840,411,3,0,8,3265
127011596,2603,139,0,3,3,2745,224,29,0,0,3,258,88,10,0,0,4,102,2916,177,0,4,5,3108
127011597,3302,242,9,0,12,3574,245,30,4,3,4,286,94,0,0,0,3,99,3640,275,17,3,21,3955
127021509,3200,421,9,7,3,3648,417,153,11,0,3,587,109,24,0,5,0,138,3727,603,17,11,3,4367
127021510,4221,188,28,71,9,4513,562,65,9,10,3,659,124,24,3,8,15,174,4909,277,41,92,25,5346
127021511,2559,1092,1715,22,18,5398,560,338,721,5,6,1632,119,60,104,3,0,290,3233,1484,2540,25,29,7318
127021512,3256,333,44,18,13,3663,821,134,35,8,0,989,156,19,8,0,3,183,4233,480,81,25,13,4840
127021513,3035,793,590,63,21,4512,645,212,281,32,12,1180,128,38,33,3,6,210,3810,1050,910,95,43,5903
127021514,2080,202,9,0,8,2301,294,36,3,0,0,332,60,3,0,0,0,69,2434,238,14,0,11,2696
127021515,1658,588,1846,14,13,4114,418,141,667,7,10,1236,85,26,98,0,13,222,2160,754,2601,24,29,5577
127021516,3223,838,127,39,26,4257,667,141,72,18,12,913,141,35,14,10,9,207,4030,1018,213,68,45,5371
127021517,1695,200,16,0,3,1918,290,32,20,0,3,339,52,6,0,0,0,57,2032,238,42,0,10,2319
127021518,929,0,5,3,6,944,180,0,0,0,0,184,33,0,0,0,0,33,1141,0,5,3,11,1162
127021519,3567,432,139,37,18,4186,798,103,171,42,13,1127,134,24,18,7,5,179,4493,551,331,82,29,5489
127021520,2244,244,13,0,4,2510,380,40,3,0,0,421,78,0,0,0,0,84,2710,286,11,0,10,3014
127021521,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6
127031522,2856,830,34,0,10,3735,400,242,30,0,0,677,104,54,3,0,0,166,3355,1125,71,0,16,4575
127031523,4304,578,184,3,6,5076,491,83,41,0,3,619,104,21,3,0,5,140,4896,689,226,6,13,5831
127031524,4890,617,46,28,0,5581,295,73,38,3,0,413,82,15,6,0,0,106,5269,709,93,36,0,6100
127031598,1937,689,3717,15,17,6370,508,205,967,3,14,1687,117,55,189,0,4,363,2556,940,4870,19,35,8419
127031599,1943,452,116,0,11,2531,528,158,156,0,6,855,121,28,23,0,0,177,2595,643,303,0,20,3563
127031600,3941,142,0,5,17,4101,354,10,0,0,0,371,116,4,0,0,0,117,4404,158,0,5,17,4586
127031601,349,61,1073,3,0,1480,128,53,351,0,0,533,27,6,55,0,0,91,496,126,1482,4,0,2104
128011529,3804,773,733,15,13,5336,305,106,144,4,3,564,82,13,9,0,0,103,4189,890,895,21,16,6003
128011530,3016,867,1571,39,18,5514,378,220,313,23,0,937,72,34,51,6,3,166,3461,1122,1939,67,19,6615
128011531,3196,926,588,15,10,4738,338,150,219,4,0,710,63,29,33,0,3,126,3596,1108,837,22,8,5570
128011602,1248,1054,1571,0,5,3884,165,203,357,0,0,735,27,42,60,0,0,128,1445,1299,1991,3,12,4747
128011603,2916,645,7,3,10,3573,245,110,4,0,0,362,52,27,3,0,0,86,3219,777,18,3,11,4024
128011604,2968,403,4754,75,22,8219,290,47,731,9,9,1083,75,10,130,5,6,225,3333,460,5615,88,34,9527
128011605,861,48,0,0,0,908,37,7,0,0,0,46,6,0,0,0,0,9,909,58,3,0,0,967
128011606,1698,365,230,5,0,2296,127,51,47,0,0,231,32,14,7,0,0,57,1857,429,282,4,3,2583
128021533,1539,191,111,21,6,1876,132,32,80,28,0,272,21,9,16,3,0,55,1696,232,208,55,13,2203
128021534,2785,104,51,3,0,2941,149,11,8,0,0,162,45,3,0,0,4,53,2974,114,56,3,5,3158
128021535,5055,954,59,14,6,6086,261,86,33,17,0,396,77,18,3,0,3,99,5398,1058,90,37,6,6586
128021536,5024,859,319,22,7,6230,355,135,109,7,0,605,92,14,14,0,3,121,5463,1013,436,24,16,6957
128021537,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7
128021538,2855,1003,3083,14,13,6969,319,171,475,0,6,970,64,27,96,4,0,197,3243,1198,3664,13,19,8135
128021607,4157,334,553,16,9,5060,329,74,94,0,0,502,63,7,8,3,4,84,4542,418,656,18,13,5645
128021608,1999,159,10,3,0,2170,134,28,8,0,0,162,28,3,0,0,0,32,2154,187,21,3,0,2365
128021609,1004,15,5,4,12,1045,27,0,0,0,0,25,15,0,0,0,0,20,1044,19,5,4,21,1087
197979799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199999499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
