SA2_MAINCODE_2016,M_Tot_0,M_Tot_1_15,M_Tot_16_24,M_Tot_25_34,M_Tot_35_39,M_Tot_40,M_Tot_41_48,M_Tot_49over,M_Tot_hours_NS,M_Tot_Tot,F_AgriForestFish_0,F_AgriForestFish_1_15,F_AgriForestFish_16_24,F_AgriForestFish_25_34,F_AgriForestFish_35_39,F_AgriForestFish_40,F_AgriForestFish_41_48,F_AgriForestFish_49over,F_AgriForestFish_hours_NS,F_AgriForestFish_Tot,F_Min_0,F_Min_1_15,F_Min_16_24,F_Min_25_34,F_Min_35_39,F_Min_40,F_Min_41_48,F_Min_49over,F_Min_hours_NS,F_Min_Tot,F_Mnfg_0,F_Mnfg_1_15,F_Mnfg_16_24,F_Mnfg_25_34,F_Mnfg_35_39,F_Mnfg_40,F_Mnfg_41_48,F_Mnfg_49over,F_Mnfg_hours_NS,F_Mnfg_Tot,F_EGW_WS_0,F_EGW_WS_1_15,F_EGW_WS_16_24,F_EGW_WS_25_34,F_EGW_WS_35_39,F_EGW_WS_40,F_EGW_WS_41_48,F_EGW_WS_49over,F_EGW_WS_hours_NS,F_EGW_WS_Tot,F_Cnstn_0,F_Cnstn_1_15,F_Cnstn_16_24,F_Cnstn_25_34,F_Cnstn_35_39,F_Cnstn_40,F_Cnstn_41_48,F_Cnstn_49over,F_Cnstn_hours_NS,F_Cnstn_Tot,F_WTrade_0,F_WTrade_1_15,F_WTrade_16_24,F_WTrade_25_34,F_WTrade_35_39,F_WTrade_40,F_WTrade_41_48,F_WTrade_49over,F_WTrade_hours_NS,F_WTrade_Tot,F_RTrade_0,F_RTrade_1_15,F_RTrade_16_24,F_RTrade_25_34,F_RTrade_35_39,F_RTrade_40,F_RTrade_41_48,F_RTrade_49over,F_RTrade_hours_NS,F_RTrade_Tot,F_AccomFoodS_0,F_AccomFoodS_1_15,F_AccomFoodS_16_24,F_AccomFoodS_25_34,F_AccomFoodS_35_39,F_AccomFoodS_40,F_AccomFoodS_41_48,F_AccomFoodS_49over,F_AccomFoodS_hours_NS,F_AccomFoodS_Tot,F_TransPostWhse_0,F_TransPostWhse_1_15,F_TransPostWhse_16_24,F_TransPostWhse_25_34,F_TransPostWhse_35_39,F_TransPostWhse_40,F_TransPostWhse_41_48,F_TransPostWhse_49over,F_TransPostWhse_hours_NS,F_TransPostWhse_Tot,F_InfoMedTelecom_0,F_InfoMedTelecom_1_15,F_InfoMedTelecom_16_24,F_InfoMedTelecom_25_34,F_InfoMedTelecom_35_39,F_InfoMedTelecom_40,F_InfoMedTelecom_41_48,F_InfoMedTelecom_49over,F_InfoMedTelecom_hours_NS,F_InfoMedTelecom_Tot,F_FinInsurS_0,F_FinInsurS_1_15,F_FinInsurS_16_24,F_FinInsurS_25_34,F_FinInsurS_35_39,F_FinInsurS_40,F_FinInsurS_41_48,F_FinInsurS_49over,F_FinInsurS_hours_NS,F_FinInsurS_Tot,F_RentHirREserv_0,F_RentHirREserv_1_15,F_RentHirREserv_16_24,F_RentHirREserv_25_34,F_RentHirREserv_35_39,F_RentHirREserv_40,F_RentHirREserv_41_48,F_RentHirREserv_49over,F_RentHirREserv_hours_NS,F_RentHirREserv_Tot,F_ProScieTechServ_0,F_ProScieTechServ_1_15,F_ProScieTechServ_16_24,F_ProScieTechServ_25_34,F_ProScieTechServ_35_39,F_ProScieTechServ_40,F_ProScieTechServ_41_48,F_ProScieTechServ_49over,F_ProScieTechServ_hours_NS,F_ProScieTechServ_Tot,F_AdminSupServ_0,F_AdminSupServ_1_15,F_AdminSupServ_16_24,F_AdminSupServ_25_34,F_AdminSupServ_35_39,F_AdminSupServ_40,F_AdminSupServ_41_48,F_AdminSupServ_49over,F_AdminSupServ_hours_NS,F_AdminSupServ_Tot,F_PubAdmiSafety_0,F_PubAdmiSafety_1_15,F_PubAdmiSafety_16_24,F_PubAdmiSafety_25_34,F_PubAdmiSafety_35_39,F_PubAdmiSafety_40,F_PubAdmiSafety_41_48,F_PubAdmiSafety_49over,F_PubAdmiSafety_hours_NS,F_PubAdmiSafety_Tot,F_EducTrain_0,F_EducTrain_1_15,F_EducTrain_16_24,F_EducTrain_25_34,F_EducTrain_35_39,F_EducTrain_40,F_EducTrain_41_48,F_EducTrain_49over,F_EducTrain_hours_NS,F_EducTrain_Tot,F_HealthCareSocA_0,F_HealthCareSocA_1_15,F_HealthCareSocA_16_24,F_HealthCareSocA_25_34,F_HealthCareSocA_35_39,F_HealthCareSocA_40,F_HealthCareSocA_41_48,F_HealthCareSocA_49over,F_HealthCareSocA_hours_NS,F_HealthCareSocA_Tot,F_ArtRecServ_0,F_ArtRecServ_1_15,F_ArtRecServ_16_24,F_ArtRecServ_25_34,F_ArtRecServ_35_39,F_ArtRecServ_40,F_ArtRecServ_41_48,F_ArtRecServ_49over,F_ArtRecServ_hours_NS,F_ArtRecServ_Tot,F_OthServ_0,F_OthServ_1_15,F_OthServ_16_24,F_OthServ_25_34,F_OthServ_35_39,F_OthServ_40,F_OthServ_41_48,F_OthServ_49over,F_OthServ_hours_NS,F_OthServ_Tot
122021423,145,471,349,403,837,1550,784,1564,102,6202,0,7,6,0,3,6,0,0,0,17,0,0,0,0,3,0,0,4,0,12,8,20,19,32,57,43,19,30,0,227,0,0,4,5,3,4,3,3,0,17,5,40,41,40,14,48,8,8,0,204,7,16,44,37,61,57,17,23,0,264,15,177,125,113,91,64,35,41,4,666,5,114,67,49,25,25,15,27,0,325,9,13,24,13,10,13,10,8,0,100,12,12,11,20,19,35,11,27,3,154,13,12,43,39,33,49,13,26,4,234,3,24,22,7,19,34,14,16,0,138,13,108,85,94,83,89,43,58,4,582,7,41,29,30,24,40,13,15,0,205,11,7,37,38,63,43,16,13,0,227,41,147,165,114,80,105,80,108,4,841,47,148,249,240,176,149,47,53,15,1115,3,31,13,12,9,19,11,9,0,110,9,59,24,43,43,32,17,23,3,251
122031424,64,313,178,252,579,829,397,780,73,3466,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,4,3,19,20,16,38,23,6,15,0,128,0,0,0,0,0,3,0,0,0,6,3,13,15,15,17,10,10,13,0,91,3,15,14,22,33,23,13,21,0,138,5,92,72,78,64,52,30,18,10,430,3,63,34,29,18,14,10,12,3,193,0,3,3,10,13,8,3,3,0,41,3,10,16,7,17,14,4,10,0,82,8,14,16,27,26,27,10,23,0,148,3,3,8,4,3,12,4,5,0,42,11,35,59,48,43,63,30,43,3,341,4,30,20,26,19,24,3,14,3,143,11,9,22,13,43,13,11,7,0,134,16,75,56,70,45,55,28,52,3,399,26,67,117,103,111,79,26,42,3,567,3,17,8,7,9,7,6,3,0,63,5,36,33,26,21,18,7,0,0,144
122031425,52,164,83,118,269,485,239,443,27,1881,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,15,3,9,17,8,8,6,0,72,0,0,0,0,0,0,0,0,0,3,0,11,9,3,4,9,3,3,4,44,3,7,5,9,15,14,7,4,0,71,8,58,43,37,27,18,9,16,0,223,6,49,20,20,16,13,6,9,0,131,0,3,3,0,3,3,3,0,0,15,3,0,6,4,11,11,4,9,0,53,5,7,17,14,11,18,3,8,0,83,3,10,5,6,4,14,4,6,0,51,10,27,28,30,25,28,8,13,3,173,0,11,14,14,3,17,5,4,0,61,3,4,14,10,16,11,7,5,0,78,7,41,41,36,33,32,18,31,4,242,13,44,60,79,52,45,12,23,6,324,3,5,7,4,4,9,0,3,0,32,0,13,12,9,6,9,3,7,0,64
122031426,145,428,575,432,1356,1817,912,1529,111,7299,0,0,4,0,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,7,17,19,21,29,71,39,28,26,0,245,0,0,0,4,5,9,0,3,0,18,3,16,18,16,25,28,10,17,0,132,10,11,13,23,69,62,22,23,0,236,24,124,152,108,205,93,49,66,3,826,10,130,110,67,64,55,30,33,4,504,5,11,18,13,14,23,4,5,0,100,5,19,25,17,27,59,19,23,0,184,17,10,24,23,83,84,43,51,0,344,4,10,8,17,27,50,17,19,0,150,25,51,74,65,94,144,64,75,3,594,6,48,78,31,55,46,13,37,0,323,18,5,21,29,91,47,28,12,0,249,34,101,94,76,110,113,72,84,0,686,69,156,231,232,336,206,73,88,7,1404,5,35,13,18,12,21,17,11,0,139,11,62,49,36,57,45,29,18,0,305
122031427,60,284,173,195,379,740,370,775,46,3017,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,4,15,4,12,18,7,6,13,0,88,0,0,0,3,0,0,0,0,0,9,0,21,10,6,4,8,3,5,0,63,4,4,15,20,32,15,8,14,0,110,0,91,53,36,34,26,15,15,3,272,7,60,29,15,14,12,4,11,5,145,0,9,3,7,7,11,5,8,4,54,4,7,20,12,5,21,7,19,0,98,5,10,26,27,27,37,23,31,0,189,3,4,6,7,3,21,9,8,4,68,9,63,52,51,43,74,25,36,3,361,3,18,20,20,10,16,10,7,0,97,8,11,4,10,26,15,13,3,0,96,12,99,92,59,55,45,34,51,0,440,13,81,93,88,73,77,23,30,7,482,0,22,5,11,6,4,0,6,0,51,9,41,23,12,14,8,12,13,5,125
122031428,120,549,357,390,847,1496,805,1575,102,6235,0,3,0,4,0,0,0,0,0,11,0,0,0,0,0,4,0,0,0,3,4,14,21,29,26,34,13,22,3,164,0,0,0,0,3,3,0,0,0,13,6,36,19,23,12,16,9,11,0,128,10,11,25,31,54,46,35,19,0,235,22,189,143,98,81,86,22,29,10,677,12,139,64,45,13,33,16,27,0,344,6,3,16,13,17,15,8,6,3,84,5,18,23,8,15,35,16,23,0,151,26,19,46,42,50,79,23,44,3,329,5,11,11,20,13,23,11,12,0,109,25,99,100,93,82,119,62,92,0,678,8,48,33,38,29,31,15,19,0,222,18,17,29,22,44,29,17,12,0,196,22,161,158,144,105,123,67,111,7,899,38,142,243,216,165,148,56,66,6,1077,3,42,26,11,15,15,8,3,3,121,3,61,37,42,29,29,17,10,6,240
122031429,148,354,307,351,838,1556,834,1585,88,6067,0,3,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,20,21,25,38,34,18,25,0,179,0,0,3,0,4,5,0,4,0,19,5,18,22,16,10,29,7,12,0,118,5,9,21,16,38,41,30,35,0,194,10,97,83,90,88,69,32,40,0,517,14,93,78,34,37,45,23,36,4,373,10,8,5,14,19,22,7,9,0,91,8,8,18,24,31,57,27,38,3,213,26,16,35,49,44,108,56,59,0,396,3,18,9,26,15,37,9,20,0,136,35,62,91,96,102,174,79,98,6,740,9,33,36,30,42,51,19,28,0,243,20,7,22,35,82,43,24,11,0,253,27,120,124,86,91,116,64,103,9,726,49,119,188,172,188,142,60,52,0,969,4,32,9,15,10,20,5,15,0,111,3,46,27,34,33,39,17,27,3,231
122031430,78,345,264,280,594,1017,557,1101,70,4305,0,3,3,3,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,16,16,25,38,15,18,8,0,140,0,0,3,0,0,5,0,3,0,15,0,13,24,17,8,20,3,11,0,100,7,9,15,17,35,34,16,12,0,147,10,82,86,57,76,54,14,31,3,411,9,71,44,37,18,22,14,15,3,239,3,8,8,9,20,11,7,7,0,75,4,18,18,15,14,18,11,18,3,124,23,19,33,39,59,63,25,32,3,297,3,8,13,8,12,23,7,7,0,93,24,64,80,90,74,83,52,50,0,513,7,25,42,18,19,28,6,21,0,181,12,9,34,34,44,32,11,10,0,192,18,102,90,57,63,69,32,68,3,511,30,101,170,154,103,103,37,31,6,737,3,20,13,16,8,8,3,4,0,72,9,38,23,25,30,16,9,9,0,162
122031431,134,460,384,368,916,1567,873,1687,92,6497,0,3,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,5,32,17,31,31,41,8,23,0,187,0,3,0,4,3,3,0,0,0,18,3,35,31,26,22,30,8,18,3,173,7,14,27,32,56,74,31,45,0,287,24,141,123,99,95,87,44,37,7,659,11,131,64,46,44,30,21,22,3,384,11,9,11,16,18,29,6,9,0,102,8,22,7,17,21,41,27,23,0,162,19,15,32,34,54,79,31,50,0,306,4,11,26,10,20,42,15,19,0,145,21,92,100,104,81,126,67,90,3,689,13,49,39,31,29,39,21,22,3,246,18,16,37,27,82,49,24,8,3,263,25,119,119,104,115,138,77,100,5,802,55,163,215,248,202,150,69,67,6,1166,3,21,20,16,9,20,9,9,0,103,12,43,29,34,39,38,17,20,0,242
122031432,17,102,58,57,115,235,88,270,21,958,0,5,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,12,3,4,5,7,0,4,0,32,0,0,0,3,0,0,0,0,0,6,0,9,3,7,3,8,0,4,0,32,3,0,4,3,11,6,0,3,0,30,4,24,17,16,11,7,6,4,0,92,0,28,9,3,3,4,0,3,0,54,0,0,5,3,3,0,0,3,0,14,0,0,0,0,3,3,0,6,0,18,0,11,3,8,5,14,7,7,0,47,0,3,6,3,3,4,0,3,0,16,5,12,12,15,4,16,3,14,0,83,0,8,3,3,3,8,3,0,0,30,4,0,0,0,4,3,0,0,0,21,3,27,18,21,9,12,8,9,0,109,8,17,27,45,18,18,12,9,0,147,0,5,3,4,0,3,0,3,0,20,0,8,6,11,6,0,0,3,0,41
123011433,86,195,152,144,512,732,449,951,67,3287,0,3,4,3,3,0,0,7,0,19,0,0,0,0,0,0,0,0,0,0,3,15,18,16,31,19,15,8,0,119,0,0,3,4,4,4,0,0,0,14,3,20,24,28,26,31,9,10,3,153,3,4,10,11,13,13,7,9,0,74,9,76,49,56,53,22,11,19,6,307,4,64,37,22,15,10,10,8,3,171,0,4,9,15,5,21,9,3,0,76,0,6,0,3,5,5,3,5,0,30,3,7,9,15,30,17,6,9,0,94,0,6,3,11,9,20,9,3,0,54,4,18,34,33,31,31,14,14,0,180,3,25,20,16,23,13,7,11,0,110,7,16,26,16,73,37,17,14,0,204,28,70,69,85,82,79,51,86,3,555,34,61,109,121,107,72,36,26,4,583,5,7,8,5,5,0,0,5,0,39,3,11,11,15,20,13,6,10,0,97
123011434,116,316,220,250,916,1383,791,1542,93,5645,0,0,6,0,6,0,0,0,0,15,0,0,0,0,0,0,3,0,0,3,8,18,24,19,56,60,22,14,3,233,0,0,7,0,6,7,7,3,0,32,5,18,33,32,40,41,11,4,5,190,0,19,24,12,42,27,3,9,0,143,27,159,143,122,114,85,30,24,8,709,14,128,55,42,30,21,8,27,7,334,10,7,23,19,27,35,20,18,3,157,0,11,6,5,3,10,3,12,0,60,12,14,28,26,43,39,12,19,0,197,3,4,12,15,33,28,6,9,3,118,14,34,33,39,63,56,20,25,0,284,4,20,25,17,24,33,16,10,0,146,27,13,26,33,107,55,24,19,9,310,38,92,121,119,145,113,74,108,7,816,54,79,157,174,190,149,47,62,10,918,4,19,15,13,7,9,8,0,0,77,5,40,21,23,45,36,15,14,3,208
123011435,165,443,290,334,1530,1950,1104,1901,136,7866,0,0,0,3,3,3,0,0,0,14,0,0,0,0,0,3,0,0,0,8,19,27,40,36,111,73,28,28,3,366,3,0,3,0,11,8,3,5,0,37,7,24,33,30,41,56,12,14,3,224,8,8,24,12,52,50,16,14,0,181,45,236,164,159,198,91,52,50,14,1005,13,215,82,88,60,37,20,30,8,545,10,32,23,32,59,48,30,27,0,269,3,5,0,14,18,7,3,0,0,51,25,10,30,35,83,82,28,31,0,327,3,8,8,23,44,26,15,14,3,148,22,37,41,63,80,75,30,32,3,377,7,52,33,28,54,41,15,12,0,246,51,27,57,57,188,99,44,22,3,553,59,100,150,174,182,164,78,146,4,1045,64,129,210,263,322,266,75,82,19,1426,3,31,26,16,10,7,9,4,0,108,9,48,34,39,53,32,16,12,5,247
123021436,89,264,184,244,931,990,489,744,113,4051,0,0,0,3,4,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,8,15,18,23,60,45,11,10,3,186,3,0,3,0,4,3,0,0,0,16,3,12,17,12,22,9,8,0,0,84,3,0,3,7,27,13,10,4,4,71,16,98,81,97,119,45,19,28,3,508,16,91,50,68,45,22,9,17,3,316,3,0,15,24,36,33,14,9,0,134,0,5,4,7,10,10,3,0,0,32,7,5,13,17,45,37,9,6,0,135,0,0,3,4,17,19,4,3,0,56,8,14,19,9,49,31,17,9,0,163,4,29,18,23,36,14,7,6,3,144,12,15,27,26,69,34,21,16,5,211,14,50,51,70,81,56,31,55,0,409,29,65,118,164,214,153,39,43,7,839,0,14,12,7,7,3,3,4,0,46,0,19,19,14,18,18,13,4,0,119
123021437,95,279,265,261,1101,1043,476,672,101,4301,0,0,0,0,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,3,5,16,15,13,74,50,14,12,0,194,0,0,0,0,4,3,0,3,0,9,0,5,8,3,17,22,7,8,0,69,0,6,5,13,37,20,8,7,0,95,10,113,82,83,98,56,24,18,4,499,6,83,55,60,32,29,13,11,8,300,3,15,7,15,26,21,14,9,0,103,3,6,9,6,13,5,7,7,0,45,7,7,15,18,65,46,10,9,0,183,5,4,3,0,15,17,5,3,0,55,4,12,17,16,49,39,16,10,0,168,3,26,17,20,28,22,9,6,0,131,12,10,16,21,76,30,26,20,3,217,18,59,49,56,71,62,26,43,5,395,39,67,110,146,177,173,37,49,9,808,0,15,5,8,6,6,0,3,0,38,0,17,4,7,19,18,12,8,0,88
123021438,121,345,232,312,1212,1206,626,848,126,5024,0,0,3,8,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,15,14,19,106,74,31,13,3,282,0,0,0,0,13,3,3,0,0,22,3,19,14,14,29,26,3,3,0,110,0,7,7,14,34,21,12,6,0,107,19,140,124,111,137,55,28,25,6,638,3,132,60,37,45,16,12,20,7,331,8,11,19,23,50,37,15,22,0,179,0,3,8,4,16,9,3,3,0,49,11,10,17,18,71,68,12,11,0,214,3,5,7,12,27,15,8,5,0,93,6,24,28,24,45,41,15,14,0,198,5,36,32,36,52,28,11,18,0,208,15,17,14,25,104,45,20,10,3,253,18,53,48,85,111,78,27,46,10,475,38,66,119,179,202,149,43,48,18,861,3,18,16,15,5,4,3,0,0,66,10,29,18,21,33,13,14,8,0,152
123021439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
123021440,110,310,264,317,1242,1221,604,778,123,4965,0,0,3,0,7,4,0,0,0,17,0,0,0,0,0,0,0,0,0,3,12,18,26,27,103,48,19,16,0,258,0,0,0,8,11,8,0,0,0,21,7,14,11,11,20,20,9,13,0,110,3,9,14,8,32,32,4,5,0,112,21,113,79,67,88,44,19,28,0,457,8,88,40,55,55,16,4,11,4,284,9,7,7,20,45,32,17,17,3,159,6,3,4,3,9,14,0,9,0,50,17,8,15,28,89,69,21,13,4,260,0,3,6,7,19,20,6,6,0,71,10,23,31,30,68,52,10,19,0,237,4,28,15,26,39,27,13,9,0,159,10,13,14,24,111,46,15,9,5,241,19,57,66,51,90,72,17,53,3,432,35,76,144,165,215,152,53,48,7,888,0,9,5,9,4,4,0,0,0,32,3,20,24,9,25,17,6,6,0,110
123021441,109,247,218,272,997,980,507,656,103,4073,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,7,14,23,26,59,40,22,13,0,194,0,0,0,0,10,3,3,0,0,17,0,14,14,3,15,12,3,3,0,68,6,0,8,10,33,18,9,10,0,97,16,91,82,83,100,49,15,22,7,469,9,78,42,49,40,19,12,7,3,258,6,13,14,20,39,45,11,5,0,143,3,4,3,3,5,9,0,6,0,37,11,8,12,18,53,36,12,11,3,168,4,3,3,5,16,18,5,0,0,51,7,20,17,16,42,37,14,11,0,171,4,21,16,34,32,15,4,10,5,145,7,14,27,27,65,37,22,0,3,208,20,52,59,61,100,69,35,60,5,455,21,57,108,126,168,129,30,38,6,691,4,18,10,3,4,4,3,0,0,47,3,14,13,19,26,20,3,14,0,124
123021442,104,285,322,376,1500,1307,537,653,152,5234,0,5,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,11,15,15,21,103,53,15,14,3,254,3,0,0,0,6,4,0,0,0,15,0,3,8,10,21,23,3,3,3,71,0,5,4,6,50,17,8,3,0,103,14,87,79,75,95,50,22,24,6,447,10,71,69,48,50,24,15,16,5,299,3,14,17,25,48,49,11,13,3,188,0,0,10,6,16,12,4,3,0,52,19,3,20,29,105,70,16,10,0,272,3,7,3,0,11,7,5,4,0,42,0,30,24,23,62,62,7,19,3,235,6,33,36,31,44,32,9,4,3,195,8,24,14,24,100,52,22,9,3,264,13,68,45,65,122,64,23,37,6,441,32,84,156,221,245,204,34,68,18,1062,0,18,3,10,5,8,4,3,0,40,3,17,18,24,35,13,7,0,0,118
123021443,101,331,290,343,1346,1164,569,660,136,4943,0,5,3,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,3,7,12,19,20,115,63,17,3,0,258,5,0,3,3,6,3,3,0,0,14,4,11,13,9,24,14,3,0,0,80,3,6,15,3,36,33,5,9,0,106,20,136,99,78,107,53,18,18,6,538,15,95,51,35,61,19,8,16,4,308,4,15,9,20,42,37,19,11,0,159,0,3,4,0,17,7,4,3,0,40,10,3,12,20,67,45,9,9,3,178,3,0,4,5,13,15,3,10,0,51,10,26,18,14,63,49,21,8,3,215,3,14,24,32,56,21,8,8,0,169,10,16,16,22,80,57,22,8,0,232,13,55,48,67,84,67,21,35,5,396,32,80,132,174,215,140,38,50,11,872,3,6,7,3,10,6,0,0,0,40,3,23,12,10,30,24,9,10,3,112
123021444,103,307,260,295,1171,1166,611,886,120,4918,0,4,0,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,7,20,23,23,72,56,18,13,0,236,0,0,0,3,16,11,0,3,0,36,3,14,12,14,26,27,3,11,0,112,7,6,9,6,29,21,3,4,0,85,15,142,100,105,155,63,16,24,11,643,17,121,44,68,40,30,16,20,7,364,4,14,11,22,19,40,16,10,0,135,0,5,4,3,8,5,3,3,0,30,11,11,18,28,58,48,18,10,0,207,0,7,9,8,18,14,3,7,0,65,7,31,23,24,45,46,21,6,0,203,3,26,15,27,46,24,3,9,4,155,13,12,19,28,83,32,23,22,0,235,24,57,59,94,99,71,27,64,9,503,35,74,125,171,196,188,48,51,11,911,3,10,12,6,9,8,0,3,0,47,3,23,25,15,24,21,17,3,0,122
123031445,48,77,61,86,259,329,181,364,36,1447,0,3,5,9,7,4,0,6,0,31,0,0,0,0,0,0,3,0,0,4,0,4,11,4,14,8,10,4,0,57,3,0,0,0,3,3,0,0,0,6,5,6,9,9,13,11,0,3,0,53,0,7,3,4,4,11,5,0,0,29,12,47,35,16,37,16,7,3,0,186,5,34,14,16,9,3,3,0,0,89,3,8,9,6,6,10,0,6,0,39,0,0,0,0,3,0,0,0,0,3,0,3,3,3,9,12,3,3,0,43,0,3,0,0,5,3,3,4,0,20,4,11,15,18,13,13,0,4,0,72,0,11,11,3,4,11,3,0,3,44,4,4,9,13,34,13,9,3,0,85,7,21,25,22,34,16,13,21,3,158,9,27,43,49,51,32,9,9,0,238,0,3,0,3,0,0,0,0,0,9,0,3,13,5,8,10,7,3,0,50
123031446,53,123,109,133,465,631,344,735,48,2639,0,6,0,0,3,3,3,3,0,23,0,0,0,4,0,4,0,0,0,8,3,16,22,23,22,21,7,13,0,122,0,0,0,0,11,6,0,3,0,18,6,20,22,25,22,22,3,0,0,117,0,3,6,5,14,17,0,0,0,50,7,71,42,49,39,23,14,20,5,265,6,56,25,16,7,6,0,3,4,127,0,6,9,11,12,15,4,7,0,63,0,6,3,0,0,3,3,3,0,21,7,3,8,15,17,16,4,8,4,79,0,0,6,6,12,16,3,3,0,49,9,15,19,24,25,28,7,6,0,138,0,18,19,8,13,13,3,4,3,90,11,16,21,22,56,25,15,6,3,169,28,46,40,61,66,81,36,52,6,417,21,45,54,81,66,56,19,21,6,369,3,7,8,10,6,4,0,5,3,43,3,17,15,11,22,10,7,9,3,101
123031447,130,264,174,212,721,924,558,1066,112,4161,3,4,9,14,12,7,7,6,3,70,0,0,0,3,3,0,0,0,0,12,5,20,17,24,59,40,18,9,3,188,0,0,0,4,4,9,0,4,0,18,13,28,12,25,20,19,11,13,3,141,0,5,7,9,15,15,9,3,3,61,22,104,102,87,77,46,23,29,3,501,13,100,53,48,28,18,8,10,3,275,11,14,15,18,15,28,8,15,0,121,0,0,4,3,9,3,3,4,0,24,5,5,10,17,42,23,4,7,0,106,0,3,7,6,17,16,9,4,0,71,7,20,23,27,47,30,13,19,0,187,4,21,20,16,17,16,7,8,0,111,20,16,30,25,63,34,15,16,5,223,24,53,67,84,100,79,43,64,6,511,53,64,146,164,163,109,44,43,5,793,0,23,12,6,10,3,3,3,3,60,5,16,36,15,22,10,5,8,3,127
123031448,63,140,127,123,339,628,294,664,65,2444,5,13,8,13,10,13,3,15,3,73,0,0,0,0,0,0,3,0,0,3,8,16,9,20,23,15,5,3,0,99,0,0,3,0,4,0,0,3,0,17,7,24,20,21,17,15,3,6,4,117,4,0,9,12,9,14,0,8,0,58,7,48,43,45,29,23,14,14,3,225,3,53,22,27,9,9,6,6,0,130,3,8,14,15,11,9,5,11,0,75,0,3,0,0,0,3,4,0,0,12,0,3,12,7,12,22,8,3,0,61,0,8,7,4,9,12,3,3,0,44,6,33,23,19,22,25,7,15,3,148,0,21,12,13,12,18,4,4,0,81,0,8,15,10,33,14,10,5,3,90,14,42,35,43,53,45,19,45,6,312,14,25,71,68,74,49,20,25,3,358,0,8,5,3,8,3,0,7,0,32,0,28,8,12,12,12,3,9,4,90
124011449,37,132,102,130,206,213,111,223,12,1168,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,8,3,0,0,4,0,20,0,0,0,0,0,0,0,0,0,0,0,3,4,6,3,3,0,0,0,20,0,0,0,0,0,0,0,3,0,6,0,32,13,22,4,13,4,5,3,98,3,47,25,22,21,14,10,12,0,157,0,8,8,4,3,4,0,0,0,24,0,0,0,5,0,6,3,0,0,18,0,3,3,0,3,3,0,0,0,15,3,4,9,3,3,3,5,3,0,28,3,15,20,10,16,12,3,12,0,83,0,12,15,4,3,3,0,3,0,45,9,7,13,12,18,13,3,3,0,72,4,41,23,21,25,20,10,28,0,175,10,38,59,48,41,23,11,15,4,248,0,7,3,3,3,12,0,3,0,31,3,16,9,4,3,0,3,3,0,43
124011450,131,419,282,285,799,1111,654,1150,66,4898,0,0,4,6,3,0,3,4,0,21,0,0,0,0,0,0,0,0,0,0,3,18,19,11,31,18,13,11,0,122,0,0,0,4,12,5,0,3,0,26,0,15,16,9,16,18,4,11,0,96,0,12,7,14,18,13,12,14,0,88,20,105,69,61,47,37,31,14,3,387,5,133,60,27,24,11,8,11,4,285,3,6,9,4,6,10,5,4,0,60,0,9,12,4,10,9,0,0,0,57,3,5,18,20,31,30,16,24,0,155,7,23,15,17,17,14,7,6,0,106,15,53,52,34,43,49,22,37,5,301,5,27,20,14,23,23,9,8,0,124,26,23,63,53,134,63,38,18,0,418,54,134,174,148,158,164,87,186,9,1125,47,117,184,158,177,161,46,52,10,943,3,24,10,10,11,11,0,6,3,74,7,32,30,25,19,11,12,3,0,144
