SA2_MAINCODE_2016,One_method_Train_M,One_method_Train_F,One_method_Train_P,One_method_Bus_M,One_method_Bus_F,One_method_Bus_P,One_method_Ferry_M,One_method_Ferry_F,One_method_Ferry_P,One_met_Tram_incl_lt_rail_M,One_met_Tram_incl_lt_rail_F,One_met_Tram_incl_lt_rail_P,One_method_Taxi_M,One_method_Taxi_F,One_method_Taxi_P,One_method_Car_as_driver_M,One_method_Car_as_driver_F,One_method_Car_as_driver_P,One_method_Car_as_passenger_M,One_method_Car_as_passenger_F,One_method_Car_as_passenger_P,One_method_Truck_M,One_method_Truck_F,One_method_Truck_P,One_method_Motorbike_scootr_M,One_method_Motorbike_scootr_F,One_method_Motorbike_scootr_P,One_method_Bicycle_M,One_method_Bicycle_F,One_method_Bicycle_P,One_method_Other_M,One_method_Other_F,One_method_Other_P,One_method_Walked_only_M,One_method_Walked_only_F,One_method_Walked_only_P,One_method_Tot_one_method_M,One_method_Tot_one_method_F,One_method_Tot_one_method_P,Two_methods_Train_Bus_M,Two_methods_Train_Bus_F,Two_methods_Train_Bus_P,Two_methods_Train_Ferry_M,Two_methods_Train_Ferry_F,Two_methods_Train_Ferry_P,Two_mt_trn_Trm_incl_lt_rl_M,Two_mt_trn_Trm_incl_lt_rl_F,Two_mt_trn_Trm_incl_lt_rl_P,Two_methods_Trn_Car_as_drvr_M,Two_methods_Trn_Car_as_drvr_F,Two_methods_Trn_Car_as_drvr_P,Two_methods_Trn_Car_as_pass_M,Two_methods_Trn_Car_as_pass_F,Two_methods_Trn_Car_as_pass_P,Two_methods_Train_Other_M,Two_methods_Train_Other_F,Two_methods_Train_Other_P,Two_methods_Train_Tot_M,Two_methods_Train_Tot_F,Two_methods_Train_Tot_P,Two_methods_Bus_Ferry_M,Two_methods_Bus_Ferry_F,Two_methods_Bus_Ferry_P,Two_mth_Bu_Trm_inc_lt_rl_M,Two_mth_Bu_Trm_inc_lt_rl_F,Two_mth_Bu_Trm_inc_lt_rl_P,Two_methods_Bus_Car_as_drvr_M,Two_methods_Bus_Car_as_drvr_F,Two_methods_Bus_Car_as_drvr_P,Two_methods_Bus_Car_as_pass_M,Two_methods_Bus_Car_as_pass_F,Two_methods_Bus_Car_as_pass_P,Two_methods_Bus_Other_M,Two_methods_Bus_Other_F,Two_methods_Bus_Other_P,Two_methods_Bus_Tot_M,Two_methods_Bus_Tot_F,Two_methods_Bus_Tot_P,Two_methds_Othr_two_methds_M,Two_methds_Othr_two_methds_F,Two_methds_Othr_two_methds_P,Two_methods_Tot_two_methods_M,Two_methods_Tot_two_methods_F,Two_methods_Tot_two_methods_P,Three_meth_Trn_two_othr_met_M,Three_meth_Trn_two_othr_met_F,Three_meth_Trn_two_othr_met_P,Three_met_Bs_2_ot_met_ex_tr_M,Three_met_Bs_2_ot_met_ex_tr_F,Three_met_Bs_2_ot_met_ex_tr_P,Three_meth_Othr_three_meth_M,Three_meth_Othr_three_meth_F,Three_meth_Othr_three_meth_P,Three_meth_Tot_three_meth_M,Three_meth_Tot_three_meth_F,Three_meth_Tot_three_meth_P,Worked_home_M,Worked_home_F,Worked_home_P,Did_not_go_to_work_M,Did_not_go_to_work_F,Did_not_go_to_work_P,Method_travel_to_work_ns_M,Method_travel_to_work_ns_F,Method_travel_to_work_ns_P,Tot_M,Tot_F,Tot_P
101041017,0,0,0,7,3,6,0,0,0,0,0,0,0,3,0,931,813,1745,69,87,159,29,5,30,14,0,14,11,3,14,13,6,20,53,49,97,1117,967,2088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,8,8,18,13,6,21,0,0,0,0,0,0,0,0,0,0,0,0,42,62,108,127,182,309,10,6,20,1306,1231,2540
101041018,0,0,3,11,15,25,0,0,0,0,0,0,3,0,3,976,987,1958,74,90,168,41,0,45,4,3,10,13,3,16,15,7,24,31,36,71,1171,1146,2314,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,3,7,3,15,12,6,19,0,0,0,0,0,0,0,0,0,0,0,0,66,83,142,126,214,334,19,31,48,1383,1473,2862
101041019,0,0,4,5,4,12,0,0,0,0,0,0,0,0,0,1177,1098,2273,73,98,170,50,0,52,18,3,17,22,4,25,11,5,19,101,116,216,1463,1335,2790,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,20,10,26,20,14,32,0,0,0,0,0,0,0,0,0,3,0,3,73,100,179,181,264,444,14,16,28,1755,1725,3480
101041020,0,0,0,4,16,22,0,0,0,0,0,0,0,0,0,1215,1135,2345,50,59,114,49,4,54,22,0,23,8,3,9,20,18,44,79,54,129,1450,1285,2739,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,3,3,7,14,3,16,15,5,23,0,0,0,0,0,0,3,3,5,3,3,5,228,204,430,207,240,447,31,32,59,1935,1773,3709
101041021,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,424,424,851,21,31,57,19,0,24,7,0,7,8,12,22,10,3,11,19,27,41,508,495,1010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,29,40,71,54,75,133,10,4,14,614,618,1235
101041022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,4,3,11
101041023,0,0,0,3,0,4,0,0,0,0,0,0,0,3,3,407,353,759,34,22,54,22,0,19,0,0,0,3,0,3,6,0,12,30,45,73,503,429,929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,11,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,16,21,36,54,88,143,19,8,26,599,546,1152
101041024,0,0,0,4,4,5,0,0,0,0,0,0,0,0,0,450,449,898,25,24,47,27,0,29,5,0,7,6,0,5,9,4,12,35,28,59,550,512,1067,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,11,3,14,0,0,0,0,0,0,0,0,0,0,0,0,71,79,146,57,105,159,6,10,19,696,710,1398
101041025,3,0,3,5,6,12,0,0,0,0,0,0,0,0,0,1428,1303,2735,81,92,175,39,3,37,16,4,16,9,5,16,18,13,35,83,109,197,1682,1543,3225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,3,9,5,16,13,11,25,0,0,0,0,0,0,0,0,0,0,0,0,120,143,265,219,321,543,16,28,50,2055,2045,4098
101041026,0,0,0,14,7,20,0,0,0,0,0,0,0,0,3,978,974,1954,62,78,137,49,0,56,6,0,11,17,3,20,16,3,21,58,45,104,1200,1117,2319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,4,9,12,0,0,0,0,0,0,0,0,0,0,0,0,73,89,162,137,188,332,20,28,47,1445,1430,2875
101041027,0,0,3,4,7,8,0,0,0,0,0,0,0,0,0,914,864,1785,45,58,104,49,4,52,12,3,16,4,7,11,17,4,21,62,74,139,1129,1020,2146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,18,6,7,18,0,0,0,0,0,0,0,0,0,0,0,0,108,136,245,157,228,391,22,22,49,1420,1423,2841
101051539,8,9,15,37,13,53,0,0,0,0,0,0,18,19,36,3666,3235,6897,339,333,674,112,6,117,43,0,43,19,8,26,28,14,39,176,154,332,4450,3789,8238,0,0,3,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,5,5,42,15,58,42,30,71,0,0,0,0,0,0,4,0,4,4,0,5,95,163,256,420,612,1033,61,44,108,5073,4640,9708
101051540,3,4,8,8,3,14,3,3,8,0,0,0,3,0,3,1888,1576,3467,107,124,234,140,11,151,35,8,44,4,3,9,45,12,57,112,92,198,2357,1831,4193,3,0,0,0,0,0,0,0,0,4,5,6,0,0,0,0,0,0,4,10,15,0,0,0,0,0,0,0,3,3,0,6,6,0,0,0,0,5,4,20,14,35,28,25,54,3,0,3,0,0,4,0,0,0,5,4,9,422,311,736,247,376,627,45,42,90,3109,2591,5701
101061541,0,0,0,14,21,37,0,0,0,0,0,0,0,3,3,1042,917,1958,76,95,176,59,0,58,6,0,6,4,0,4,12,8,14,47,65,115,1256,1116,2368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,3,3,8,7,6,14,13,4,24,0,0,0,0,0,0,0,0,0,0,0,0,49,84,135,151,254,404,16,12,33,1492,1472,2961
101061542,0,3,4,14,23,40,0,0,0,0,0,0,0,0,4,2028,1779,3805,107,202,311,125,9,133,42,12,52,9,0,9,31,16,48,108,81,189,2458,2126,4588,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,8,11,18,3,7,10,0,0,0,6,21,34,40,14,49,49,37,86,0,0,0,0,0,0,4,0,5,4,0,5,336,313,644,228,387,621,42,36,74,3124,2894,6019
101061543,3,0,3,3,0,6,0,0,0,0,0,0,3,8,10,1558,1345,2899,127,113,242,80,3,78,13,0,11,7,0,7,17,6,18,93,87,180,1902,1564,3464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,0,22,7,25,21,11,31,0,0,0,0,0,0,0,0,0,0,0,0,79,111,194,161,280,442,23,33,58,2190,2000,4189
101061544,3,0,3,8,3,13,0,0,0,0,0,0,3,0,3,920,840,1763,68,56,123,89,4,96,18,0,18,7,0,5,36,13,51,119,103,225,1275,1028,2296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,15,12,3,15,0,0,0,0,0,0,0,0,0,0,0,0,259,197,455,116,177,295,27,24,49,1686,1423,3109
102011028,44,32,73,7,10,18,5,0,5,0,0,0,3,0,3,1246,1117,2357,52,68,118,31,0,31,20,0,17,6,0,5,17,10,21,18,20,37,1438,1252,2693,8,0,10,0,3,3,0,0,0,89,36,123,0,8,11,0,0,3,99,48,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,22,117,53,169,20,6,24,0,0,0,3,0,3,19,8,27,116,197,314,174,222,396,21,13,28,1883,1742,3630
102011029,145,104,246,14,10,17,3,3,6,0,0,0,4,0,4,1460,1353,2812,74,85,150,54,0,49,19,0,19,7,4,11,20,3,24,22,18,41,1810,1573,3378,13,8,20,0,0,0,0,0,0,114,83,201,4,19,24,5,0,9,141,107,241,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,23,10,34,167,117,282,33,16,49,0,0,0,0,0,3,42,16,55,182,221,402,228,352,585,16,24,45,2441,2301,4743
102011030,15,12,30,4,3,3,0,0,0,0,0,0,0,0,0,665,522,1188,24,43,68,50,3,55,16,0,16,0,0,0,28,10,38,89,52,144,889,649,1542,3,7,10,0,0,0,0,0,0,18,27,47,6,0,6,3,0,3,33,31,64,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,15,12,21,43,47,87,13,5,19,0,0,0,0,0,0,13,5,19,170,173,341,90,124,214,26,17,44,1238,1010,2249
102011031,97,78,179,12,27,37,3,0,0,0,0,0,0,0,4,1843,1720,3564,107,145,256,56,0,57,23,0,23,21,5,23,13,10,21,47,80,123,2232,2063,4292,31,18,52,0,0,0,0,0,0,99,36,133,8,16,23,7,0,7,138,70,205,0,0,0,0,0,0,0,0,0,3,5,5,0,0,0,3,3,4,27,11,38,170,83,248,20,3,25,0,4,4,0,0,0,17,5,27,181,260,440,199,377,578,13,31,41,2812,2811,5625
102011032,380,292,671,56,101,157,0,0,0,0,0,0,3,3,9,2696,2374,5067,167,210,378,45,0,45,43,0,45,25,8,32,21,11,30,162,144,309,3594,3149,6741,90,70,160,0,0,0,3,3,4,87,51,134,12,19,36,9,3,15,204,145,355,0,0,0,0,0,0,0,3,4,0,10,14,0,3,3,3,10,18,35,13,48,244,180,418,33,33,64,0,3,7,0,0,0,39,33,69,178,189,373,317,521,839,29,34,59,4397,4104,8506
102011033,41,30,66,16,16,29,0,0,0,0,0,0,0,0,3,1166,968,2134,87,80,167,33,0,34,16,0,16,7,0,9,14,3,17,13,11,28,1395,1116,2505,15,13,27,0,0,0,0,0,0,67,35,107,8,15,18,0,0,3,86,64,155,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,4,18,6,26,107,70,177,14,4,20,0,0,0,0,0,0,14,8,22,42,82,123,117,186,308,10,7,20,1683,1475,3156
102011034,42,28,69,14,9,23,0,0,0,0,0,0,0,0,0,993,986,1975,50,54,106,24,0,24,11,0,11,9,0,9,13,3,12,24,19,50,1187,1092,2284,13,4,15,0,0,0,0,0,0,49,31,81,3,3,5,3,0,3,69,38,101,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,3,8,9,3,16,85,42,121,14,8,20,0,0,0,0,0,0,10,8,18,59,77,136,127,217,351,16,19,36,1481,1464,2944
102011035,162,83,247,13,18,33,0,0,0,0,0,0,3,3,11,1062,1016,2076,85,78,157,23,0,26,15,3,16,3,3,6,8,3,11,5,4,11,1385,1206,2598,17,16,33,0,0,0,0,0,0,42,22,63,12,6,20,3,0,4,76,50,123,0,0,0,0,0,0,3,0,4,3,0,3,0,0,0,3,0,4,16,4,20,88,48,143,16,4,25,0,0,0,0,0,0,21,4,23,56,80,135,140,227,364,15,16,29,1713,1582,3294
102011036,178,81,259,3,12,19,0,0,0,0,0,0,0,0,0,1322,1193,2520,102,97,194,39,0,41,16,0,21,5,3,8,11,4,11,32,18,51,1709,1416,3119,16,10,21,0,0,0,0,0,3,31,20,52,4,8,7,5,0,3,59,36,91,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,4,15,8,26,74,45,119,10,7,15,0,0,0,0,0,0,11,7,17,84,100,182,171,274,444,10,14,27,2056,1853,3910
102011037,231,161,391,14,20,32,0,0,0,0,0,0,4,0,5,795,743,1535,52,68,115,12,0,12,13,0,11,9,4,17,3,5,10,14,11,30,1144,1012,2156,27,14,39,0,0,0,0,4,4,42,21,66,8,5,10,9,0,10,79,39,120,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,3,3,11,4,10,94,45,143,11,5,14,0,0,0,3,0,3,11,5,15,88,79,161,99,214,312,9,9,25,1444,1365,2814
102011038,33,17,55,13,22,37,0,0,0,0,0,0,0,0,0,1179,1058,2234,49,73,117,34,0,34,11,0,11,6,3,5,9,4,11,21,13,31,1341,1193,2537,4,3,7,13,3,14,0,0,0,37,21,58,0,5,5,0,0,0,51,34,80,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,4,3,12,3,13,61,37,98,10,16,23,0,0,0,0,0,0,10,16,23,74,108,177,109,203,314,15,16,30,1620,1565,3185
102011039,108,72,180,34,25,58,0,0,0,0,0,0,4,3,4,2282,2094,4381,123,156,283,71,0,68,17,4,15,15,3,17,27,11,39,71,50,116,2744,2429,5170,20,7,32,0,0,0,0,0,0,75,53,136,3,8,13,7,0,9,105,80,189,0,0,0,0,0,0,0,3,3,0,6,4,0,0,0,0,5,12,20,15,34,129,106,233,17,6,25,0,0,3,0,0,0,19,8,29,196,272,465,247,370,617,28,27,60,3363,3209,6574
102011040,399,302,705,50,76,128,9,3,8,0,3,3,8,3,8,2622,2393,5018,227,190,423,73,3,71,35,7,43,29,12,41,39,14,51,78,117,199,3578,3120,6701,151,116,266,0,0,0,0,0,0,174,127,298,14,37,51,33,5,37,368,293,662,3,0,3,0,0,0,0,0,0,6,4,6,0,0,0,11,9,18,48,27,72,428,324,754,77,42,125,0,0,0,0,0,0,82,42,129,195,306,497,369,612,977,62,63,125,4710,4468,9178
102011041,39,36,72,20,20,41,0,0,0,0,0,0,0,0,0,1675,1478,3154,91,96,188,54,0,50,14,0,15,5,5,13,9,5,16,23,12,37,1937,1656,3590,15,15,28,0,0,0,0,0,0,52,25,80,0,4,4,0,0,0,71,44,117,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,3,3,4,22,0,19,96,47,141,12,3,12,0,0,0,0,0,0,9,3,15,122,199,320,200,362,561,19,21,42,2384,2291,4678
102011042,384,272,656,18,39,56,0,0,0,0,0,0,0,3,4,1412,1272,2685,117,114,238,42,3,47,13,0,13,16,9,26,10,9,14,58,77,133,2074,1796,3866,90,91,183,0,0,0,0,0,6,79,58,134,17,26,42,28,9,36,219,179,399,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,3,6,30,7,33,252,189,441,37,38,76,0,3,3,0,0,0,38,43,81,87,145,233,213,383,592,42,35,76,2702,2591,5289
102011043,150,109,261,25,47,71,0,0,0,0,0,0,0,10,9,1583,1387,2970,93,112,209,33,0,33,24,7,28,8,0,10,7,3,12,36,43,76,1967,1717,3682,58,24,79,0,0,0,0,3,3,47,35,82,8,14,27,6,3,8,125,75,202,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,3,3,5,19,9,35,150,91,243,14,12,24,0,0,0,0,0,0,14,12,24,68,109,176,202,323,521,18,26,47,2420,2277,4692
102021044,49,55,101,50,77,125,0,0,0,0,0,0,4,0,4,3471,3141,6618,230,200,423,117,0,113,39,0,36,26,3,27,23,8,30,60,68,130,4060,3556,7615,20,14,37,0,0,0,0,0,0,62,55,114,6,6,13,4,0,4,92,73,164,0,0,0,0,0,0,3,0,7,0,4,7,0,3,4,9,12,18,34,15,57,135,98,238,22,9,33,0,3,0,0,0,0,19,12,36,127,226,357,344,650,993,48,49,96,4737,4587,9330
102021045,34,24,56,17,25,40,0,0,0,0,0,0,0,0,0,1737,1564,3296,159,134,292,55,0,55,22,3,23,6,0,3,15,9,18,10,15,24,2047,1761,3804,5,5,14,0,0,0,0,0,0,18,20,32,6,0,6,0,0,0,29,26,56,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,18,8,34,53,35,91,11,4,14,0,0,0,0,0,0,8,3,17,28,83,107,184,303,487,29,19,45,2347,2202,4551
102021046,22,10,27,13,12,27,0,0,0,0,0,0,0,0,0,1390,1172,2561,85,71,157,51,0,54,20,0,20,7,3,8,15,12,23,17,32,53,1625,1313,2934,4,3,11,0,0,0,0,0,0,16,6,22,3,3,6,0,0,0,20,9,31,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,5,17,3,15,43,17,55,3,4,9,0,0,0,0,0,0,3,7,11,43,69,109,150,272,420,30,23,56,1893,1692,3585
