SA2_MAINCODE_2016,Sme_Usl_ad_1_yr_ago_as_2016_M,Sme_Usl_ad_1_yr_ago_as_2016_F,Sme_Usl_ad_1_yr_ago_as_2016_P,Dif_Usl_ad_1_yr_ago_Sme_SA2_M,Dif_Usl_ad_1_yr_ago_Sme_SA2_F,Dif_Usl_ad_1_yr_ago_Sme_SA2_P,Dif_Us_ad_1_ago_Dif_SA2_NSW_M,Dif_Us_ad_1_ago_Dif_SA2_NSW_F,Dif_Us_ad_1_ago_Dif_SA2_NSW_P,Dif_Us_ad_1_ago_Dif_SA2_Vic_M,Dif_Us_ad_1_ago_Dif_SA2_Vic_F,Dif_Us_ad_1_ago_Dif_SA2_Vic_P,Dif_Us_ad_1_ago_Dif_SA2_Qld_M,Dif_Us_ad_1_ago_Dif_SA2_Qld_F,Dif_Us_ad_1_ago_Dif_SA2_Qld_P,Dif_Us_ad_1_ago_Dif_SA2_SA_M,Dif_Us_ad_1_ago_Dif_SA2_SA_F,Dif_Us_ad_1_ago_Dif_SA2_SA_P,Dif_Us_ad_1_ago_Dif_SA2_WA_M,Dif_Us_ad_1_ago_Dif_SA2_WA_F,Dif_Us_ad_1_ago_Dif_SA2_WA_P,Dif_Us_ad_1_ago_Dif_SA2_Tas_M,Dif_Us_ad_1_ago_Dif_SA2_Tas_F,Dif_Us_ad_1_ago_Dif_SA2_Tas_P,Dif_Us_ad_1_ago_Dif_SA2_NT_M,Dif_Us_ad_1_ago_Dif_SA2_NT_F,Dif_Us_ad_1_ago_Dif_SA2_NT_P,Dif_Us_ad_1_ago_Dif_SA2_ACT_M,Dif_Us_ad_1_ago_Dif_SA2_ACT_F,Dif_Us_ad_1_ago_Dif_SA2_ACT_P,Dif_Us_ad_1_ago_Dif_SA2_OT_M,Dif_Us_ad_1_ago_Dif_SA2_OT_F,Dif_Us_ad_1_ago_Dif_SA2_OT_P,Dif_Us_ad_1_ago_Dif_SA2_Tot_M,Dif_Us_ad_1_ago_Dif_SA2_Tot_F,Dif_Us_ad_1_ago_Dif_SA2_Tot_P,Difnt_Usl_add_1_yr_ago_OS_M,Difnt_Usl_add_1_yr_ago_OS_F,Difnt_Usl_add_1_yr_ago_OS_P,Difnt_Usl_add_1_yr_ago_Ns_M,Difnt_Usl_add_1_yr_ago_Ns_F,Difnt_Usl_add_1_yr_ago_Ns_P,Difnt_Usl_add_1_yr_ago_Tot_M,Difnt_Usl_add_1_yr_ago_Tot_F,Difnt_Usl_add_1_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
111011209,9351,9681,19032,253,241,498,959,1044,2004,12,22,31,16,25,46,3,3,7,7,3,13,6,5,5,0,3,6,0,7,12,0,0,0,1018,1112,2129,42,51,99,20,15,33,1329,1428,2758,645,656,1297,11327,11765,23085
111011210,3397,3748,7141,75,76,149,327,359,688,9,3,10,6,10,14,3,0,3,0,0,3,0,3,4,0,0,0,0,0,0,0,0,0,345,378,722,11,19,28,15,12,25,442,482,924,333,404,741,4167,4636,8804
111011211,1386,1458,2839,36,58,97,151,145,295,0,0,3,3,3,4,0,0,0,0,0,3,0,0,0,0,0,0,5,3,4,0,0,0,159,157,309,9,11,15,3,4,4,207,222,426,108,119,229,1699,1794,3492
111011212,4582,4746,9322,237,222,462,368,406,771,6,4,8,11,16,35,0,0,0,14,13,22,0,0,0,0,0,0,0,4,4,0,0,0,397,445,846,28,28,57,6,12,16,675,705,1383,360,386,744,5609,5834,11443
111011213,4903,5164,10073,112,109,229,391,426,817,4,3,8,17,20,41,0,0,0,4,0,5,0,0,3,0,0,0,3,3,5,0,0,0,424,454,882,29,27,59,10,8,13,583,600,1184,344,306,652,5828,6071,11901
111011214,5129,5553,10683,155,179,339,589,605,1191,13,14,31,22,30,46,3,0,3,7,6,13,0,0,3,5,9,14,3,4,9,0,0,0,647,676,1317,19,24,42,13,20,30,831,895,1724,398,436,838,6360,6882,13246
111021215,3378,3549,6929,76,65,140,334,380,717,6,6,6,12,17,31,0,0,0,5,5,5,0,0,3,0,0,0,0,3,3,0,0,0,362,407,769,8,16,22,11,10,14,455,491,949,262,300,565,4097,4340,8440
111021216,3332,3470,6806,188,196,388,373,427,805,7,6,12,12,12,29,0,0,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0,402,451,854,6,19,30,12,3,17,606,678,1280,289,256,541,4226,4400,8628
111021217,5378,5710,11087,209,230,433,749,848,1593,3,6,11,21,16,33,3,0,3,4,8,17,0,0,0,0,0,3,3,0,3,0,0,0,780,878,1659,27,27,51,14,15,26,1024,1145,2172,374,358,736,6782,7211,13992
111021218,5652,6014,11662,277,279,559,650,656,1304,23,11,36,25,29,53,10,3,18,6,4,15,0,0,0,3,3,5,3,5,4,0,0,0,720,720,1442,26,22,48,9,6,18,1038,1033,2071,542,552,1094,7226,7596,14828
111021219,5055,5399,10455,232,273,504,510,607,1118,11,3,17,22,28,47,3,6,8,10,6,16,3,3,5,0,0,3,0,0,0,0,0,0,562,643,1211,21,26,45,17,15,36,832,960,1796,493,544,1039,6375,6911,13285
111021220,3586,3558,7146,156,165,321,351,367,719,6,6,8,20,14,36,0,0,0,3,0,3,0,4,4,7,3,5,0,0,0,0,0,0,379,395,772,20,15,31,3,3,4,560,577,1131,259,273,532,4408,4404,8815
111021221,2607,2651,5253,67,63,127,286,294,583,3,4,7,0,8,11,0,0,0,3,10,13,0,0,0,0,0,0,0,0,0,0,0,0,294,317,609,3,5,4,3,3,4,371,384,749,200,192,394,3170,3225,6401
111031222,6144,6425,12571,179,158,336,720,775,1496,12,17,28,30,34,63,6,7,18,4,12,13,6,9,14,4,11,12,8,5,15,0,0,0,801,866,1664,48,41,83,13,7,22,1043,1069,2113,361,361,726,7547,7855,15406
111031223,3285,3378,6665,104,104,203,299,294,593,7,8,16,10,12,22,3,5,9,5,0,8,3,0,0,0,0,3,0,0,0,0,0,0,329,326,652,18,38,56,7,7,10,450,475,928,336,325,665,4077,4182,8260
111031224,4359,4436,8798,120,126,249,711,784,1500,10,11,25,15,18,31,0,3,0,10,10,19,10,6,12,4,7,11,6,5,8,0,0,0,770,850,1620,59,61,121,16,30,48,968,1064,2035,503,405,908,5830,5907,11738
111031225,6434,6886,13324,180,193,369,707,776,1481,19,13,30,22,19,34,3,7,5,6,13,17,0,0,3,0,6,5,9,0,15,0,0,0,764,833,1594,58,72,134,9,8,24,1016,1107,2120,407,479,888,7857,8471,16330
111031226,5448,5481,10927,170,187,358,599,636,1240,4,3,7,35,31,68,10,10,18,3,7,14,0,0,0,4,4,5,3,0,3,0,0,0,659,684,1343,39,45,80,11,17,26,883,929,1805,300,325,624,6622,6737,13361
111031227,5504,5532,11037,222,289,509,839,893,1739,13,16,32,36,27,62,6,7,10,8,6,20,0,0,0,8,15,23,4,10,15,0,0,0,923,977,1902,82,87,168,31,16,42,1253,1376,2630,500,496,1001,7263,7404,14666
111031228,5197,5310,10506,226,182,407,659,711,1368,15,25,42,31,33,61,5,10,18,9,6,13,3,0,0,0,0,0,8,6,12,0,0,0,730,786,1517,79,71,151,22,12,31,1046,1054,2098,449,443,894,6691,6806,13494
111031229,3500,3369,6865,234,225,457,799,865,1665,25,31,52,53,45,96,7,3,15,20,17,37,3,4,6,11,4,11,11,13,24,0,0,0,924,980,1909,128,121,247,10,12,18,1298,1341,2633,621,560,1184,5415,5266,10686
111031230,9,10,14,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,7,10,14
111031231,3703,3602,7309,325,256,579,833,922,1763,13,17,28,25,23,52,3,3,8,3,5,11,0,0,3,0,0,0,3,10,10,0,3,3,893,987,1879,413,392,810,14,11,22,1642,1642,3286,400,420,825,5753,5668,11420
111031232,2798,2830,5628,109,117,228,383,403,790,9,9,16,24,23,40,3,0,3,3,8,12,0,0,0,3,6,12,13,3,16,0,0,0,433,448,885,25,24,46,13,14,22,579,601,1181,312,296,605,3693,3724,7417
111031233,7320,8003,15323,229,258,487,964,1000,1965,7,10,15,33,26,63,12,0,16,6,7,13,5,0,3,0,3,3,0,3,7,0,0,0,1024,1057,2078,85,103,192,28,13,37,1367,1432,2792,625,652,1277,9310,10087,19394
111031234,4345,4551,8896,125,135,255,779,857,1632,11,10,19,20,25,46,0,4,11,3,3,8,0,3,3,6,0,4,3,4,10,0,0,0,821,908,1733,76,89,159,30,41,74,1054,1173,2228,384,387,777,5783,6114,11898
111031235,2811,2799,5608,105,131,231,556,546,1099,15,14,33,29,21,43,3,5,4,9,3,8,0,3,0,3,3,9,4,3,4,0,0,0,612,600,1212,67,70,133,12,12,30,797,806,1608,363,334,699,3974,3943,7914
112011236,6001,6600,12598,476,547,1020,562,652,1216,23,26,49,129,133,256,7,3,8,7,7,13,5,4,7,4,5,7,9,5,12,0,0,0,736,834,1575,46,50,96,25,36,61,1277,1471,2750,738,872,1618,8022,8947,16965
112011237,6417,6632,13051,275,328,605,612,619,1229,22,29,46,105,122,229,0,4,9,14,11,24,4,0,3,5,3,8,3,8,6,0,0,0,758,795,1556,45,40,81,9,18,29,1093,1179,2275,664,688,1351,8172,8504,16676
112011238,2049,2102,4148,71,64,135,185,215,402,25,29,57,28,36,62,4,3,5,3,6,11,0,3,0,3,3,11,0,3,0,0,0,0,258,294,548,32,35,68,3,11,17,364,404,770,329,365,693,2744,2866,5609
112011239,2874,3187,6063,173,216,393,234,305,540,23,36,56,56,65,120,0,6,5,8,3,8,0,3,4,4,3,6,0,3,6,0,0,0,324,430,756,32,42,70,18,22,43,546,711,1259,409,410,818,3832,4303,8139
112011240,2984,3139,6121,281,304,585,236,303,542,47,71,119,73,77,153,3,4,10,6,8,16,3,4,9,3,3,8,0,3,5,0,0,0,383,480,866,90,129,221,21,20,40,769,938,1706,785,807,1593,4537,4886,9425
112011241,2048,1950,3997,118,131,251,114,131,249,4,3,6,37,50,85,0,0,0,9,8,15,0,0,3,3,3,8,0,0,0,0,0,0,174,196,370,13,11,23,3,4,5,307,343,648,268,263,533,2624,2557,5179
112011242,2877,3052,5929,184,185,364,245,311,557,18,22,37,46,61,108,5,3,6,3,4,7,0,3,3,6,3,7,3,0,3,0,0,0,322,418,739,28,36,60,15,6,20,547,641,1187,285,265,553,3710,3962,7674
112011243,2783,2933,5710,149,176,322,209,254,463,29,33,59,50,50,102,6,5,15,11,7,17,3,4,7,0,0,0,3,3,6,0,0,0,305,362,668,29,29,65,10,20,35,496,587,1090,548,567,1117,3834,4083,7917
112021244,4519,4850,9368,383,419,803,296,312,610,7,15,21,84,78,158,4,4,10,4,3,11,3,3,5,3,0,4,0,0,0,0,0,0,407,416,823,16,20,30,15,23,37,817,876,1692,498,499,1002,5839,6223,12063
112021245,2823,2699,5525,63,56,115,226,208,429,8,3,10,48,57,106,3,3,7,4,0,4,0,0,0,0,3,4,0,0,0,0,0,0,284,270,555,4,13,16,10,10,13,366,340,702,376,316,686,3562,3355,6911
112021246,4655,5394,10049,227,271,495,490,515,1007,15,9,26,69,80,147,15,4,19,7,5,14,3,3,4,3,3,3,3,0,5,0,0,0,596,623,1223,19,22,49,16,9,31,861,928,1792,533,625,1152,6045,6942,12987
112021247,2882,2824,5704,148,170,322,129,146,274,8,3,10,58,64,121,4,0,3,0,3,6,3,0,3,8,6,15,0,3,4,0,0,0,211,229,437,12,8,14,8,8,16,374,411,789,399,362,763,3656,3598,7255
112021248,5358,5718,11074,409,412,819,563,594,1155,27,26,49,96,78,179,0,0,0,5,8,15,3,4,6,3,12,10,0,0,0,3,0,4,703,724,1423,27,38,68,39,37,78,1175,1211,2384,859,823,1676,7385,7752,15137
112021249,6108,5965,12074,130,142,272,336,416,759,21,24,44,91,82,174,0,3,3,9,9,21,3,3,7,8,10,15,3,0,3,0,0,0,467,554,1024,38,23,60,28,18,49,660,736,1400,724,699,1425,7491,7408,14897
112031250,4526,4666,9193,387,417,805,373,431,805,40,38,73,273,280,555,3,8,7,17,21,38,0,4,9,4,3,7,9,6,15,0,0,0,720,797,1514,60,44,102,22,10,34,1189,1269,2458,666,714,1386,6380,6658,13031
112031251,3216,3574,6797,208,246,452,275,319,597,15,13,34,98,107,208,0,0,3,5,10,13,6,5,11,3,4,12,0,0,0,0,0,0,408,464,877,15,16,38,10,15,23,644,748,1393,322,356,674,4182,4677,8859
112031252,3765,3625,7389,112,119,237,247,251,497,10,14,25,117,117,235,0,3,3,14,10,22,0,3,8,6,11,19,0,0,0,0,0,0,403,410,809,24,28,46,12,18,29,554,569,1117,556,498,1056,4875,4687,9568
112031253,4877,5059,9933,295,329,628,328,386,717,21,28,50,167,197,364,3,3,6,6,14,20,4,3,4,13,11,21,0,0,0,0,0,0,538,638,1184,46,36,81,25,25,51,905,1034,1937,590,569,1156,6371,6659,13026
112031254,6945,7409,14361,299,318,619,515,542,1058,33,26,59,384,435,818,0,4,8,8,21,28,5,5,10,6,6,10,13,14,27,0,0,0,973,1046,2026,79,64,151,19,26,49,1372,1461,2838,980,1072,2048,9305,9941,19248
112031550,5740,6567,12305,233,257,488,482,510,999,20,23,42,201,232,431,4,6,17,9,3,11,6,3,10,3,6,11,3,4,8,0,0,0,732,796,1524,29,26,54,19,17,30,1013,1087,2102,495,581,1079,7240,8241,15482
112031551,1300,1316,2620,25,25,50,97,114,210,3,3,8,52,51,100,0,0,0,7,3,8,0,0,0,0,0,0,0,0,0,0,0,0,161,172,331,11,7,13,0,3,3,191,207,396,104,95,201,1599,1614,3215
112031552,2832,3331,6164,68,90,158,293,337,633,19,13,34,121,137,260,3,3,7,6,5,8,6,7,11,0,0,3,3,3,3,3,0,3,463,506,967,25,29,50,5,20,28,560,651,1209,330,393,723,3722,4370,8093
113011256,6921,7132,14057,655,722,1375,369,347,713,47,44,93,39,44,79,20,11,30,13,10,23,3,0,3,0,3,4,5,9,21,0,0,0,496,470,964,178,170,343,29,19,45,1353,1380,2727,1048,1050,2097,9314,9556,18879
113011257,5227,4817,10046,240,219,464,265,267,539,23,35,61,23,18,39,9,8,17,5,3,9,3,0,3,4,0,3,3,5,16,0,0,0,347,346,690,52,34,80,14,4,15,646,603,1248,751,674,1427,6630,6090,12716
113011258,3786,3868,7650,314,336,657,205,227,426,19,20,40,28,35,62,0,3,7,3,3,11,4,5,6,0,0,0,9,11,16,0,0,0,267,300,565,23,14,39,7,20,26,615,672,1289,498,529,1030,4902,5066,9971
113011259,2225,2259,4481,162,159,323,143,129,274,21,28,46,5,7,16,5,4,7,3,3,6,4,0,4,0,3,3,0,3,3,0,0,0,193,179,364,8,18,32,3,11,14,361,369,727,367,388,762,2960,3015,5968
113021260,1276,1252,2533,107,90,201,67,60,126,20,26,46,7,4,13,3,0,3,0,3,5,0,0,0,0,0,0,0,0,3,0,0,0,100,99,201,3,5,7,3,3,6,216,198,416,305,163,469,1796,1616,3407
113021261,2304,2407,4710,192,219,411,127,135,259,8,4,9,24,18,48,0,0,0,5,3,10,0,0,0,3,0,3,0,8,11,0,0,0,165,172,340,5,8,16,0,4,5,368,410,775,354,368,719,3024,3178,6206
113021262,1920,1834,3756,70,75,141,132,131,263,3,0,6,16,17,36,0,0,0,4,8,7,0,0,0,0,0,0,0,3,6,0,0,0,156,159,315,21,11,33,3,4,4,247,249,490,228,191,424,2397,2274,4671
113031263,2914,3062,5980,236,236,476,141,153,288,11,10,16,8,24,27,3,3,5,8,8,13,3,5,4,3,4,9,7,9,24,0,0,0,181,210,390,8,14,18,7,6,11,435,468,902,322,299,625,3673,3831,7507
113031264,1444,1406,2849,91,87,180,82,91,169,0,9,10,11,4,12,0,0,0,3,0,6,0,0,3,0,0,3,4,0,4,0,0,0,99,105,208,3,3,3,0,0,3,194,198,391,157,157,312,1792,1758,3556
113031265,2061,2062,4121,127,132,267,115,137,254,7,4,16,5,10,13,7,9,12,5,3,4,0,0,0,0,0,0,3,3,5,0,0,0,143,167,304,36,24,57,0,0,6,308,323,633,1139,281,1422,3505,2669,6170
113031266,2665,2681,5343,180,198,379,155,144,297,3,3,10,9,8,17,0,0,0,6,3,12,0,0,0,0,0,0,3,3,9,0,0,0,182,167,341,6,9,11,3,6,11,366,379,749,273,272,548,3305,3333,6640
113031267,6263,6580,12840,295,327,625,686,713,1396,48,51,100,43,45,85,7,6,10,20,25,43,7,0,6,5,3,11,18,14,29,0,0,3,828,855,1683,55,56,108,13,8,19,1187,1252,2435,564,546,1109,8017,8373,16392
113031268,1410,1541,2951,77,85,162,313,408,723,18,33,50,16,12,30,10,4,12,5,4,10,0,5,4,10,11,14,6,5,16,0,0,0,377,484,863,17,25,40,3,3,4,472,598,1074,162,158,319,2047,2303,4347
113031269,7699,8283,15980,490,600,1086,899,947,1842,63,62,124,86,93,177,26,22,44,12,7,19,3,3,5,6,12,18,25,21,48,0,0,0,1112,1168,2276,79,73,153,20,23,47,1706,1859,3567,678,727,1412,10080,10873,20953
113031270,4047,4222,8266,251,271,526,609,743,1349,60,57,117,96,86,186,28,12,37,11,11,25,4,4,13,10,9,22,21,16,38,0,0,0,847,942,1787,54,66,121,21,8,35,1177,1291,2468,634,623,1253,5856,6131,11990
113031271,5735,5536,11278,254,263,514,495,501,1000,41,34,78,81,67,146,14,20,36,18,12,37,5,3,12,11,5,14,15,11,29,0,0,0,692,657,1350,8,15,22,21,13,35,973,943,1922,721,727,1447,7433,7206,14642
114011272,3336,3517,6855,158,175,330,313,334,647,3,9,8,20,17,31,0,0,0,3,4,11,0,0,3,5,4,7,5,7,11,0,0,0,346,370,719,16,21,41,11,3,17,535,570,1110,369,388,762,4244,4475,8719
114011273,1424,1405,2831,49,49,103,147,135,283,3,3,5,11,6,16,0,0,0,0,3,0,0,0,0,0,0,0,0,4,9,0,0,0,161,157,313,3,6,9,4,7,5,215,219,430,177,156,332,1826,1779,3599
114011274,1951,1879,3825,85,89,173,165,173,341,3,3,11,11,13,24,0,0,0,6,3,7,0,4,3,0,0,0,6,3,11,0,0,0,194,201,394,12,16,23,18,18,43,316,318,632,241,210,450,2508,2403,4913
114011275,28,18,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,10,32,16,48
114011276,1535,1626,3163,56,69,128,157,196,356,9,10,16,7,12,27,4,0,6,0,3,6,3,0,3,0,0,0,16,18,28,0,3,5,198,242,439,20,27,44,3,0,7,274,342,619,182,183,365,1996,2152,4150
114011277,6012,6201,12220,311,319,624,552,633,1184,10,6,17,30,34,65,0,11,16,13,13,20,0,0,3,8,7,18,10,14,20,3,3,4,626,713,1338,42,53,97,13,11,24,986,1101,2081,629,656,1288,7624,7957,15589
114011278,6790,7249,14034,530,586,1116,800,830,1629,19,17,37,41,52,88,9,3,9,26,17,43,8,3,8,9,3,9,12,15,34,0,0,0,917,948,1860,46,41,85,26,39,65,1512,1611,3124,1660,956,2614,9957,9812,19774
114011279,5230,5581,10814,320,393,718,507,520,1024,21,24,40,31,27,59,0,4,3,0,3,6,4,4,13,8,6,10,20,21,44,9,11,12,597,614,1213,22,25,48,21,22,36,962,1052,2015,522,530,1056,6720,7161,13883
114011280,1753,1727,3478,69,75,141,166,146,313,8,4,11,15,6,19,0,0,0,0,3,4,0,3,4,0,0,0,9,4,14,0,0,0,190,169,366,0,8,5,0,3,3,258,258,514,165,161,317,2177,2139,4315
114011281,1429,1381,2812,12,21,35,128,118,249,0,0,0,6,7,10,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,139,127,270,4,5,11,0,0,0,160,155,312,140,120,261,1726,1652,3384
114011282,5606,5987,11591,509,584,1096,437,450,888,21,16,34,26,29,51,5,4,8,4,6,15,9,6,15,3,3,6,28,41,71,0,0,0,532,548,1085,33,40,79,16,25,37,1093,1201,2297,600,663,1260,7300,7850,15153
114011283,2101,1957,4051,52,60,109,161,163,326,7,10,14,15,10,29,3,3,5,4,0,7,0,0,0,0,0,3,9,4,17,0,0,0,195,195,393,7,12,10,9,3,13,259,271,527,238,218,457,2590,2443,5036
114021284,4617,5343,9958,257,292,549,497,584,1080,8,5,16,20,36,57,3,0,6,6,3,8,3,3,7,0,3,4,16,13,22,0,0,0,552,652,1201,46,44,86,9,4,19,859,991,1851,485,577,1056,5962,6909,12868
114021285,2416,2394,4809,62,70,132,227,247,478,4,3,6,9,9,17,0,0,0,0,0,3,0,6,3,0,0,0,3,3,9,0,0,0,248,266,511,7,12,23,3,4,12,321,355,672,247,221,463,2977,2968,5939
114021286,3069,3575,6647,168,158,324,411,494,901,8,13,22,8,6,16,3,0,3,4,4,3,3,0,3,3,0,3,3,7,9,0,0,0,441,525,965,17,19,35,3,4,12,633,708,1335,432,503,937,4132,4785,8918
114021287,3561,3851,7419,187,214,394,423,425,850,13,10,16,21,27,46,0,0,0,6,3,8,0,3,6,3,0,3,10,5,14,0,0,0,466,473,936,84,67,150,16,20,36,756,772,1524,369,384,749,4690,5006,9694
114021288,1348,1387,2734,46,56,102,146,134,282,5,6,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,152,143,298,5,6,18,0,4,4,202,219,422,174,157,327,1727,1754,3482
114021289,2527,2663,5190,72,93,172,273,319,593,6,4,11,10,10,24,0,6,5,3,0,3,0,0,0,0,0,0,4,4,7,0,0,0,293,353,647,10,17,28,19,14,35,404,475,877,242,238,478,3170,3376,6542
115011290,9192,9560,18755,169,188,360,947,951,1894,42,34,69,29,25,52,13,13,19,13,11,23,3,3,3,0,0,0,9,0,11,0,0,0,1039,1035,2077,231,245,471,4,3,11,1442,1467,2916,489,499,990,11124,11532,22652
115011291,8283,8581,16862,154,187,341,642,708,1358,22,10,38,13,22,33,7,6,11,12,10,21,0,3,3,0,0,0,3,4,5,0,0,0,701,765,1470,188,235,424,9,15,27,1051,1199,2252,400,373,774,9734,10155,19890
115011294,2564,2732,5296,21,24,47,241,260,500,9,3,12,3,4,7,0,0,0,3,0,3,0,0,0,0,0,0,4,6,12,0,0,0,256,273,529,13,15,27,3,3,3,292,319,611,139,152,294,2999,3211,6207
115011296,5432,5567,10998,73,74,153,363,370,733,7,3,14,9,12,22,0,0,0,9,6,13,0,0,3,0,0,0,0,0,5,0,0,0,392,402,786,82,76,154,0,0,0,548,548,1091,236,231,468,6215,6347,12557
115011553,2914,3097,6004,32,37,68,400,409,813,9,10,13,18,12,27,7,4,11,4,0,3,0,0,0,0,0,0,3,4,4,0,0,0,434,441,873,79,88,170,3,3,7,552,568,1122,210,202,410,3676,3858,7535
115011554,2092,2580,4677,21,18,42,204,226,427,4,3,3,4,10,15,0,0,0,5,5,10,0,0,0,0,0,0,0,0,0,0,0,0,219,243,459,32,43,71,12,23,35,279,332,609,126,166,287,2496,3075,5568
115011555,4901,5031,9930,103,68,173,392,393,790,14,15,29,16,13,33,3,7,7,11,8,17,0,0,0,0,0,0,5,3,13,0,0,0,447,443,888,94,112,208,13,10,20,647,636,1282,294,291,580,5840,5956,11798
115011556,3784,4053,7840,37,36,71,390,386,779,3,9,17,14,15,33,3,0,4,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,424,415,839,93,111,205,6,16,23,562,575,1133,228,218,450,4577,4847,9418
115011557,2188,2292,4480,6,9,20,211,191,399,4,3,10,10,10,15,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,228,204,433,27,37,65,3,3,5,263,257,519,101,103,203,2549,2651,5195
115011558,7876,8163,16041,129,138,269,561,593,1151,14,14,31,7,13,18,0,3,3,6,3,14,0,0,0,4,0,3,7,9,10,0,0,0,597,629,1228,169,191,364,6,9,17,913,971,1885,374,357,728,9158,9492,18649
115011559,9198,9594,18795,188,186,374,1128,1161,2289,17,14,30,21,18,36,8,10,25,11,15,18,0,0,0,9,4,8,12,6,14,0,0,0,1197,1230,2425,140,152,296,18,8,23,1543,1577,3119,553,502,1050,11293,11674,22968
115021297,8795,8787,17583,163,171,333,659,687,1345,4,7,16,11,9,24,4,10,11,6,0,8,0,0,0,0,0,0,4,0,9,0,0,0,687,722,1410,67,81,147,8,11,22,925,986,1910,669,688,1358,10388,10462,20848
115021298,2152,2180,4337,32,49,79,197,181,376,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,185,386,15,16,32,0,0,0,251,250,496,158,173,328,2564,2599,5162
115031299,1048,982,2029,19,22,40,91,101,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,97,197,3,3,3,0,3,4,121,129,249,194,194,397,1364,1303,2672
115031300,8998,8881,17877,278,261,541,718,725,1443,0,0,3,15,20,36,3,4,8,3,4,9,0,0,0,0,4,4,0,0,0,0,0,0,746,758,1506,23,30,61,10,16,24,1057,1069,2126,864,796,1663,10921,10743,21662
115041301,4275,4137,8413,120,133,255,452,460,916,3,8,13,13,7,22,3,0,3,5,6,7,0,0,0,0,3,0,0,0,0,0,0,0,481,478,962,15,21,33,4,9,16,619,641,1259,362,350,720,5258,5134,10387
115041302,8821,8904,17724,320,312,629,1243,1252,2495,14,21,36,23,24,48,3,4,5,24,18,42,0,0,0,5,5,10,13,8,21,4,0,3,1328,1333,2657,133,169,301,15,11,26,1796,1822,3621,528,525,1049,11147,11252,22395
116011303,6285,6028,12312,184,176,362,943,831,1775,30,19,45,21,16,36,18,5,25,10,10,17,4,0,4,0,0,0,8,3,10,0,0,0,1030,888,1914,290,399,693,12,11,29,1525,1479,3001,634,656,1293,8442,8159,16602
116011304,7211,7300,14505,145,139,282,755,722,1480,22,12,36,13,17,27,0,3,3,0,0,0,0,0,0,3,3,9,4,4,5,0,0,0,795,761,1560,147,178,328,7,5,16,1103,1079,2179,578,520,1100,8888,8900,17783
116011306,9046,9369,18415,175,176,352,857,816,1668,7,5,9,10,17,32,9,8,13,10,10,19,0,0,0,3,0,5,0,0,0,0,0,0,892,851,1743,175,185,361,19,10,31,1263,1226,2485,670,679,1347,10972,11273,22249
116011307,10054,10181,20244,198,217,406,948,865,1810,13,10,19,24,22,43,3,7,15,11,5,19,0,0,0,0,0,0,3,3,11,0,0,0,1005,910,1917,121,126,242,24,19,41,1343,1268,2612,849,850,1704,12254,12299,24555
116011308,9512,9536,19045,254,213,471,1010,883,1896,16,11,33,28,19,44,8,5,9,3,3,7,0,3,3,0,0,0,4,10,11,0,0,0,1075,932,2008,220,232,461,18,12,34,1575,1398,2969,835,771,1603,11918,11707,23621
116011560,4903,4930,9833,105,83,189,519,489,1007,9,0,9,15,12,21,0,6,3,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,545,512,1053,105,121,225,5,7,19,761,723,1480,422,406,832,6086,6062,12143
116011561,6322,6403,12726,151,151,304,729,666,1397,8,3,19,21,14,36,0,3,4,8,9,22,0,0,0,0,0,0,3,0,4,0,0,0,781,699,1476,175,201,380,5,10,20,1120,1060,2181,516,499,1017,7958,7963,15920
116021309,6767,6942,13705,93,91,185,551,524,1076,5,3,11,21,8,28,5,3,4,12,14,24,0,0,0,6,8,11,4,5,13,0,0,0,602,567,1168,157,165,324,15,16,25,860,842,1699,273,291,562,7900,8072,15967
116021310,12629,12933,25569,310,291,592,1251,1352,2606,25,24,50,47,33,80,19,14,27,9,9,21,6,4,11,6,7,10,9,5,18,0,0,0,1375,1446,2816,251,288,539,8,8,13,1938,2025,3965,1791,792,2582,16358,15755,32114
116021312,5580,5508,11083,207,210,421,1910,1828,3738,3,3,6,33,32,64,0,0,8,6,3,6,3,0,3,0,0,0,7,9,22,0,0,0,1961,1883,3846,104,139,244,25,20,47,2303,2255,4555,742,643,1389,8625,8403,17026
