SUA_CODE_2016,M_Tot_0,M_Tot_1_15,M_Tot_16_24,M_Tot_25_34,M_Tot_35_39,M_Tot_40,M_Tot_41_48,M_Tot_49over,M_Tot_hours_NS,M_Tot_Tot,F_AgriForestFish_0,F_AgriForestFish_1_15,F_AgriForestFish_16_24,F_AgriForestFish_25_34,F_AgriForestFish_35_39,F_AgriForestFish_40,F_AgriForestFish_41_48,F_AgriForestFish_49over,F_AgriForestFish_hours_NS,F_AgriForestFish_Tot,F_Min_0,F_Min_1_15,F_Min_16_24,F_Min_25_34,F_Min_35_39,F_Min_40,F_Min_41_48,F_Min_49over,F_Min_hours_NS,F_Min_Tot,F_Mnfg_0,F_Mnfg_1_15,F_Mnfg_16_24,F_Mnfg_25_34,F_Mnfg_35_39,F_Mnfg_40,F_Mnfg_41_48,F_Mnfg_49over,F_Mnfg_hours_NS,F_Mnfg_Tot,F_EGW_WS_0,F_EGW_WS_1_15,F_EGW_WS_16_24,F_EGW_WS_25_34,F_EGW_WS_35_39,F_EGW_WS_40,F_EGW_WS_41_48,F_EGW_WS_49over,F_EGW_WS_hours_NS,F_EGW_WS_Tot,F_Cnstn_0,F_Cnstn_1_15,F_Cnstn_16_24,F_Cnstn_25_34,F_Cnstn_35_39,F_Cnstn_40,F_Cnstn_41_48,F_Cnstn_49over,F_Cnstn_hours_NS,F_Cnstn_Tot,F_WTrade_0,F_WTrade_1_15,F_WTrade_16_24,F_WTrade_25_34,F_WTrade_35_39,F_WTrade_40,F_WTrade_41_48,F_WTrade_49over,F_WTrade_hours_NS,F_WTrade_Tot,F_RTrade_0,F_RTrade_1_15,F_RTrade_16_24,F_RTrade_25_34,F_RTrade_35_39,F_RTrade_40,F_RTrade_41_48,F_RTrade_49over,F_RTrade_hours_NS,F_RTrade_Tot,F_AccomFoodS_0,F_AccomFoodS_1_15,F_AccomFoodS_16_24,F_AccomFoodS_25_34,F_AccomFoodS_35_39,F_AccomFoodS_40,F_AccomFoodS_41_48,F_AccomFoodS_49over,F_AccomFoodS_hours_NS,F_AccomFoodS_Tot,F_TransPostWhse_0,F_TransPostWhse_1_15,F_TransPostWhse_16_24,F_TransPostWhse_25_34,F_TransPostWhse_35_39,F_TransPostWhse_40,F_TransPostWhse_41_48,F_TransPostWhse_49over,F_TransPostWhse_hours_NS,F_TransPostWhse_Tot,F_InfoMedTelecom_0,F_InfoMedTelecom_1_15,F_InfoMedTelecom_16_24,F_InfoMedTelecom_25_34,F_InfoMedTelecom_35_39,F_InfoMedTelecom_40,F_InfoMedTelecom_41_48,F_InfoMedTelecom_49over,F_InfoMedTelecom_hours_NS,F_InfoMedTelecom_Tot,F_FinInsurS_0,F_FinInsurS_1_15,F_FinInsurS_16_24,F_FinInsurS_25_34,F_FinInsurS_35_39,F_FinInsurS_40,F_FinInsurS_41_48,F_FinInsurS_49over,F_FinInsurS_hours_NS,F_FinInsurS_Tot,F_RentHirREserv_0,F_RentHirREserv_1_15,F_RentHirREserv_16_24,F_RentHirREserv_25_34,F_RentHirREserv_35_39,F_RentHirREserv_40,F_RentHirREserv_41_48,F_RentHirREserv_49over,F_RentHirREserv_hours_NS,F_RentHirREserv_Tot,F_ProScieTechServ_0,F_ProScieTechServ_1_15,F_ProScieTechServ_16_24,F_ProScieTechServ_25_34,F_ProScieTechServ_35_39,F_ProScieTechServ_40,F_ProScieTechServ_41_48,F_ProScieTechServ_49over,F_ProScieTechServ_hours_NS,F_ProScieTechServ_Tot,F_AdminSupServ_0,F_AdminSupServ_1_15,F_AdminSupServ_16_24,F_AdminSupServ_25_34,F_AdminSupServ_35_39,F_AdminSupServ_40,F_AdminSupServ_41_48,F_AdminSupServ_49over,F_AdminSupServ_hours_NS,F_AdminSupServ_Tot,F_PubAdmiSafety_0,F_PubAdmiSafety_1_15,F_PubAdmiSafety_16_24,F_PubAdmiSafety_25_34,F_PubAdmiSafety_35_39,F_PubAdmiSafety_40,F_PubAdmiSafety_41_48,F_PubAdmiSafety_49over,F_PubAdmiSafety_hours_NS,F_PubAdmiSafety_Tot,F_EducTrain_0,F_EducTrain_1_15,F_EducTrain_16_24,F_EducTrain_25_34,F_EducTrain_35_39,F_EducTrain_40,F_EducTrain_41_48,F_EducTrain_49over,F_EducTrain_hours_NS,F_EducTrain_Tot,F_HealthCareSocA_0,F_HealthCareSocA_1_15,F_HealthCareSocA_16_24,F_HealthCareSocA_25_34,F_HealthCareSocA_35_39,F_HealthCareSocA_40,F_HealthCareSocA_41_48,F_HealthCareSocA_49over,F_HealthCareSocA_hours_NS,F_HealthCareSocA_Tot,F_ArtRecServ_0,F_ArtRecServ_1_15,F_ArtRecServ_16_24,F_ArtRecServ_25_34,F_ArtRecServ_35_39,F_ArtRecServ_40,F_ArtRecServ_41_48,F_ArtRecServ_49over,F_ArtRecServ_hours_NS,F_ArtRecServ_Tot,F_OthServ_0,F_OthServ_1_15,F_OthServ_16_24,F_OthServ_25_34,F_OthServ_35_39,F_OthServ_40,F_OthServ_41_48,F_OthServ_49over,F_OthServ_hours_NS,F_OthServ_Tot
1010,399,1364,996,1356,2779,2669,1409,2616,284,13879,21,64,79,98,105,60,24,32,8,490,0,0,0,3,5,0,0,0,0,11,4,42,34,41,38,36,9,9,0,218,0,3,4,7,7,6,0,0,0,28,10,59,34,65,56,50,24,23,4,319,6,24,30,19,26,12,15,12,0,150,85,544,329,370,321,114,68,80,16,1930,37,525,242,238,172,96,66,94,15,1489,6,24,34,44,30,32,12,19,4,204,3,14,11,7,35,14,6,0,0,94,25,18,23,52,77,42,17,21,0,271,9,26,24,29,88,44,19,32,3,263,33,103,88,104,148,84,34,40,3,635,12,123,91,79,87,53,17,31,4,497,61,47,88,139,268,121,61,40,4,828,67,247,238,310,295,218,133,215,8,1744,162,372,634,845,750,500,136,210,27,3635,3,59,30,28,19,7,9,10,7,177,9,119,66,84,92,48,26,31,0,474
1011,211,480,370,483,1925,1851,1026,1857,166,8372,0,3,15,14,18,10,3,10,0,72,0,3,0,3,3,4,0,6,0,24,10,35,23,32,58,56,10,13,3,249,3,0,3,3,19,13,7,6,0,62,3,33,12,29,40,34,13,4,0,166,3,8,13,17,34,38,12,6,3,139,44,257,159,191,231,84,63,48,11,1102,20,281,111,138,102,51,36,62,20,821,0,18,8,15,32,23,13,24,0,134,0,9,9,5,18,18,4,0,0,72,6,5,23,18,43,48,21,23,0,193,3,9,13,15,34,22,4,14,0,101,11,33,35,51,111,55,28,43,0,371,7,58,49,39,61,20,6,20,3,267,48,24,37,71,248,126,57,34,0,643,52,129,136,194,214,163,116,162,10,1165,107,159,261,330,535,412,123,151,13,2091,7,26,21,20,26,16,3,7,0,125,13,52,53,40,78,23,20,26,4,313
1012,120,366,261,306,538,523,282,538,87,3032,0,3,3,3,3,3,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,11,6,9,14,9,0,3,0,57,0,0,4,3,11,13,4,0,0,38,0,11,4,6,11,9,0,4,0,48,0,4,3,3,3,3,4,0,0,17,27,150,94,102,81,26,25,15,6,534,21,114,78,71,42,25,11,31,5,399,3,6,4,10,5,4,4,0,0,35,0,8,3,5,3,3,0,0,0,19,6,4,8,5,13,14,4,3,0,62,4,10,10,13,26,11,3,11,0,88,7,26,15,26,23,16,0,4,0,125,9,35,20,14,21,16,3,5,0,125,17,6,18,20,56,18,4,3,3,152,20,45,52,75,51,60,35,48,4,384,47,78,155,237,132,105,29,47,3,835,8,9,0,3,11,10,0,0,0,44,3,34,23,24,15,18,7,4,0,122
1013,146,348,282,369,1218,1020,551,1020,106,5073,0,12,4,3,7,7,4,5,0,40,0,0,0,0,0,3,0,0,0,4,0,23,14,23,40,9,5,4,3,128,0,0,0,4,0,0,0,0,0,13,0,11,5,6,16,16,3,5,0,65,0,3,3,3,8,12,3,4,0,44,39,135,103,118,127,46,22,19,3,620,21,142,88,95,64,31,20,21,17,495,5,8,11,12,23,16,5,0,0,72,0,6,7,4,12,4,3,3,0,37,4,0,15,8,31,12,6,6,0,80,3,8,5,7,18,10,15,6,0,72,14,26,29,29,53,23,13,16,0,202,0,34,29,32,43,18,3,9,0,172,34,19,44,40,175,77,28,30,7,453,28,48,84,85,97,73,28,57,9,503,67,82,202,292,299,191,60,69,4,1263,3,22,3,12,14,7,0,7,0,62,3,28,27,33,34,17,8,11,0,168
1014,112,273,213,324,760,590,357,613,56,3302,6,10,9,10,4,7,3,10,4,64,0,0,0,0,0,0,0,0,0,0,0,20,14,8,16,10,5,7,0,73,0,0,3,0,6,4,0,0,0,15,0,10,10,6,19,14,3,4,3,71,0,7,3,3,5,0,3,0,0,26,22,133,85,91,77,30,17,24,10,488,11,137,51,42,29,17,17,34,3,346,0,4,8,9,14,8,4,0,0,50,3,4,0,4,15,4,0,0,0,35,3,3,9,11,23,11,10,0,0,66,0,8,3,7,19,5,10,3,0,60,0,7,7,15,37,10,3,8,0,100,3,37,17,16,23,17,0,3,0,109,10,11,30,23,104,28,13,9,0,239,10,40,63,83,66,55,26,33,0,379,45,80,145,203,148,109,39,50,5,833,0,10,5,6,4,7,3,0,0,43,9,25,10,25,20,11,3,6,0,115
1015,104,254,208,258,1129,1038,595,846,91,4537,10,15,21,28,36,18,16,14,3,162,0,0,0,0,0,0,0,0,0,0,12,34,52,64,186,103,35,18,3,510,0,0,3,4,9,0,3,4,0,27,0,13,8,12,11,8,0,3,0,61,0,13,7,3,12,11,4,5,0,49,24,161,104,120,121,43,36,28,8,641,15,97,37,44,35,22,24,20,6,296,3,4,13,7,7,11,0,4,3,54,0,4,0,7,4,5,3,3,0,28,9,7,11,13,31,14,9,7,0,95,0,4,12,8,13,8,0,3,0,41,3,24,23,29,47,34,11,11,0,175,3,32,30,25,25,16,4,8,3,148,8,17,18,27,67,20,12,13,0,183,20,42,70,71,71,65,43,57,5,436,31,52,127,151,152,137,41,47,13,751,0,8,6,0,5,3,4,0,0,30,0,25,23,26,21,17,11,9,0,138
1016,83,222,180,212,552,354,229,349,81,2264,0,8,4,8,4,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,4,9,11,15,16,6,4,8,0,69,0,0,0,3,3,0,3,0,0,13,0,4,5,13,13,7,5,3,0,58,0,0,3,3,0,0,0,0,0,13,16,76,64,76,50,7,14,17,6,329,8,96,29,42,19,11,3,16,4,226,3,4,7,4,10,3,0,3,0,41,0,0,0,0,0,0,0,0,0,5,0,4,5,3,20,0,0,0,0,39,0,3,0,0,5,4,3,6,0,23,0,12,16,15,20,7,3,4,0,70,3,26,23,18,18,7,0,7,0,106,7,6,12,17,56,15,7,0,0,123,19,28,46,70,39,37,18,26,4,283,35,49,121,161,127,77,26,26,10,633,0,5,3,3,0,0,3,0,0,15,3,13,16,15,14,4,4,3,0,70
1017,128,556,403,614,1376,1048,574,868,109,5680,0,15,8,18,18,5,3,3,0,80,0,0,0,0,0,0,0,0,0,3,13,20,17,42,55,37,14,13,0,211,0,0,0,0,7,4,0,0,0,15,0,17,16,14,15,6,3,6,3,86,0,8,0,7,16,11,10,3,0,48,32,232,147,160,163,50,29,36,7,865,16,220,86,93,45,27,21,31,5,540,0,18,6,14,17,3,7,6,0,69,5,13,9,5,12,10,3,3,0,53,3,12,13,19,58,18,5,7,0,133,0,9,5,3,30,11,3,3,0,65,12,54,35,35,76,26,13,22,3,272,12,44,31,41,29,35,12,5,5,197,8,17,21,27,119,38,14,17,3,261,28,91,103,149,182,109,60,87,3,813,77,153,269,450,346,226,60,91,23,1705,3,15,12,11,6,5,5,3,0,55,5,43,28,41,35,27,21,15,0,204
1018,75,149,129,170,526,539,302,404,47,2346,0,0,3,0,0,5,0,0,0,11,3,3,0,0,0,3,0,5,0,15,3,6,13,9,6,12,3,3,0,51,0,0,0,3,8,3,0,0,0,9,0,14,5,8,7,6,0,0,0,39,6,4,3,5,12,15,5,0,0,44,17,91,49,44,57,18,13,14,3,309,14,96,38,45,20,23,7,16,5,263,0,7,7,0,4,11,3,4,0,45,0,3,0,3,7,4,0,0,0,14,3,3,15,7,32,8,0,0,0,65,3,0,3,3,9,4,0,0,0,25,5,10,8,14,17,8,3,6,0,75,7,29,17,16,21,16,0,0,0,106,24,20,18,36,70,21,9,8,0,217,6,37,39,32,54,30,13,29,3,229,22,51,110,115,73,55,12,30,3,473,3,6,5,3,4,0,0,3,0,22,0,26,20,15,9,13,4,8,0,85
1019,150,371,339,332,974,1056,509,931,120,4784,0,11,10,5,5,3,0,12,0,44,0,0,0,3,3,3,6,0,0,15,3,20,32,33,48,36,15,7,3,197,0,3,0,7,7,6,0,0,0,30,0,32,36,21,17,32,3,11,0,154,0,7,6,8,16,6,4,0,0,49,26,137,108,88,71,53,22,19,3,535,14,85,45,41,33,22,6,9,13,276,3,15,16,17,14,13,10,11,0,88,3,0,0,5,11,14,0,3,0,37,5,5,22,16,45,27,5,4,0,131,3,4,9,6,21,21,5,5,0,68,3,38,36,32,37,31,9,15,0,200,9,43,28,21,27,20,5,5,0,155,11,7,28,28,72,39,28,6,0,217,26,98,84,102,97,82,40,68,9,606,68,138,241,283,244,170,35,56,10,1240,0,23,3,10,7,6,0,3,0,59,5,48,27,38,29,26,15,12,0,206
1020,81,160,110,177,425,474,402,822,50,2699,0,9,4,4,4,8,0,9,0,39,5,0,6,9,6,12,17,20,0,84,3,18,15,11,12,5,3,7,0,78,0,0,3,3,0,0,0,0,0,5,0,8,17,4,4,6,6,3,3,52,3,3,3,12,12,3,4,0,0,40,25,79,77,67,60,31,17,31,0,384,14,75,48,49,35,24,16,20,3,284,0,3,5,3,7,3,0,8,0,26,0,3,6,4,8,0,6,4,0,30,0,0,12,11,10,10,3,3,0,46,3,3,3,3,15,11,3,0,0,39,0,13,17,34,33,16,8,12,0,122,4,26,19,5,6,18,0,8,0,93,11,4,13,12,28,10,4,4,0,107,13,37,45,50,47,29,30,46,4,296,26,43,87,105,78,51,16,23,10,439,0,8,7,0,3,0,0,3,0,30,0,28,18,20,22,15,4,12,0,116
