SUA_CODE_2016,F_Tot_LF_15_19,F_Tot_LF_20_24,F_Tot_LF_25_34,F_Tot_LF_35_44,F_Tot_LF_45_54,F_Tot_LF_55_64,F_Tot_LF_65_74,F_Tot_LF_75_84,F_Tot_LF_85ov,F_Tot_LF_Tot,F_Not_in_LF_15_19,F_Not_in_LF_20_24,F_Not_in_LF_25_34,F_Not_in_LF_35_44,F_Not_in_LF_45_54,F_Not_in_LF_55_64,F_Not_in_LF_65_74,F_Not_in_LF_75_84,F_Not_in_LF_85ov,F_Not_in_LF_Tot,F_LFS_NS_15_19,F_LFS_NS_20_24,F_LFS_NS_25_34,F_LFS_NS_35_44,F_LFS_NS_45_54,F_LFS_NS_55_64,F_LFS_NS_65_74,F_LFS_NS_75_84,F_LFS_NS_85ov,F_LFS_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Emp_FullT_15_19,P_Emp_FullT_20_24,P_Emp_FullT_25_34,P_Emp_FullT_35_44,P_Emp_FullT_45_54,P_Emp_FullT_55_64,P_Emp_FullT_65_74,P_Emp_FullT_75_84,P_Emp_FullT_85ov,P_Emp_FullT_Tot,P_Emp_PartT_15_19,P_Emp_PartT_20_24,P_Emp_PartT_25_34,P_Emp_PartT_35_44,P_Emp_PartT_45_54,P_Emp_PartT_55_64,P_Emp_PartT_65_74,P_Emp_PartT_75_84,P_Emp_PartT_85ov,P_Emp_PartT_Tot,P_Emp_awy_f_wrk_15_19,P_Emp_awy_f_wrk_20_24,P_Emp_awy_f_wrk_25_34,P_Emp_awy_f_wrk_35_44,P_Emp_awy_f_wrk_45_54,P_Emp_awy_f_wrk_55_64,P_Emp_awy_f_wrk_65_74,P_Emp_awy_f_wrk_75_84,P_Emp_awy_f_wrk_85ov,P_Emp_awy_f_wrk_Tot,P_Hours_wkd_NS_15_19,P_Hours_wkd_NS_20_24,P_Hours_wkd_NS_25_34,P_Hours_wkd_NS_35_44,P_Hours_wkd_NS_45_54,P_Hours_wkd_NS_55_64,P_Hours_wkd_NS_65_74,P_Hours_wkd_NS_75_84,P_Hours_wkd_NS_85ov,P_Hours_wkd_NS_Tot,P_Tot_Emp_15_19,P_Tot_Emp_20_24,P_Tot_Emp_25_34,P_Tot_Emp_35_44,P_Tot_Emp_45_54,P_Tot_Emp_55_64,P_Tot_Emp_65_74,P_Tot_Emp_75_84,P_Tot_Emp_85ov,P_Tot_Emp_Tot,P_Unem_look_FTW_15_19,P_Unem_look_FTW_20_24,P_Unem_look_FTW_25_34,P_Unem_look_FTW_35_44,P_Unem_look_FTW_45_54,P_Unem_look_FTW_55_64,P_Unem_look_FTW_65_74,P_Unem_look_FTW_75_84,P_Unem_look_FTW_85ov,P_Unem_look_FTW_Tot,P_Unem_look_PTW_15_19,P_Unem_look_PTW_20_24,P_Unem_look_PTW_25_34,P_Unem_look_PTW_35_44,P_Unem_look_PTW_45_54,P_Unem_look_PTW_55_64,P_Unem_look_PTW_65_74,P_Unem_look_PTW_75_84,P_Unem_look_PTW_85ov,P_Unem_look_PTW_Tot,P_Tot_Unemp_15_19,P_Tot_Unemp_20_24,P_Tot_Unemp_25_34,P_Tot_Unemp_35_44,P_Tot_Unemp_45_54,P_Tot_Unemp_55_64,P_Tot_Unemp_65_74,P_Tot_Unemp_75_84,P_Tot_Unemp_85ov,P_Tot_Unemp_Tot,P_Tot_LF_15_19,P_Tot_LF_20_24,P_Tot_LF_25_34,P_Tot_LF_35_44,P_Tot_LF_45_54,P_Tot_LF_55_64,P_Tot_LF_65_74,P_Tot_LF_75_84,P_Tot_LF_85ov,P_Tot_LF_Tot,P_Not_in_LF_15_19,P_Not_in_LF_20_24,P_Not_in_LF_25_34,P_Not_in_LF_35_44,P_Not_in_LF_45_54,P_Not_in_LF_55_64,P_Not_in_LF_65_74,P_Not_in_LF_75_84,P_Not_in_LF_85ov,P_Not_in_LF_Tot,P_LFS_NS_15_19,P_LFS_NS_20_24,P_LFS_NS_25_34,P_LFS_NS_35_44,P_LFS_NS_45_54,P_LFS_NS_55_64,P_LFS_NS_65_74,P_LFS_NS_75_84,P_LFS_NS_85ov,P_LFS_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
1010,1103,1216,2620,3047,3583,2723,467,38,8,14809,741,384,905,782,899,2110,3365,2171,922,12278,102,125,229,205,319,278,295,317,338,2211,1947,1721,3758,4038,4800,5116,4123,2528,1262,29292,316,1163,3129,3505,3970,2826,408,16,9,15326,1350,966,1664,1970,2153,2128,622,60,5,10916,65,73,225,157,165,207,65,4,0,969,48,56,103,77,104,63,22,12,3,495,1770,2256,5118,5701,6397,5233,1121,95,16,27704,182,213,247,224,207,188,10,0,0,1270,232,111,138,143,144,131,24,0,0,926,411,329,391,369,357,315,35,0,0,2193,2178,2586,5505,6067,6753,5551,1155,102,16,29900,1650,660,1262,1166,1560,3737,6327,3950,1522,21828,214,257,495,448,582,643,574,559,493,4268,4046,3498,7259,7683,8898,9925,8051,4609,2031,56007
1011,666,860,2053,1745,1793,1359,244,40,6,8757,439,263,517,357,380,719,1196,953,439,5251,60,81,196,138,148,146,123,119,61,1070,1160,1201,2762,2245,2318,2228,1562,1104,503,15084,291,1074,2752,2348,2512,1739,306,25,5,11058,712,433,899,848,751,726,287,68,3,4731,41,47,180,91,75,102,29,4,0,567,35,37,69,48,53,23,17,12,3,291,1080,1592,3908,3335,3398,2592,638,105,11,16647,79,132,146,120,96,53,4,0,0,631,114,58,70,44,36,46,4,3,0,370,189,193,217,165,127,97,10,3,0,1005,1264,1785,4126,3498,3523,2687,648,108,11,17649,890,409,701,550,610,1164,2091,1618,698,8726,121,176,385,295,293,281,229,182,90,2061,2274,2366,5214,4347,4431,4135,2972,1901,798,28440
1012,255,233,509,636,807,809,171,16,3,3435,178,92,204,200,290,773,1683,1213,602,5243,28,22,49,49,56,99,151,154,143,741,460,350,759,886,1151,1681,2005,1381,744,9415,79,213,532,632,831,701,110,9,0,3109,311,172,368,436,537,591,220,16,0,2659,25,17,47,33,51,97,17,3,0,295,18,16,18,23,31,23,11,10,4,156,425,418,959,1122,1454,1418,371,42,7,6214,45,51,56,59,70,69,3,0,0,358,45,25,31,27,34,51,3,0,4,223,89,71,91,93,103,117,8,0,4,579,517,489,1052,1217,1558,1533,378,42,7,6791,414,150,289,372,524,1404,3218,2280,998,9643,57,45,105,103,133,178,288,263,224,1391,989,683,1448,1696,2205,3113,3879,2580,1231,17828
1013,382,448,1065,972,1126,808,147,20,3,4958,234,121,311,272,280,590,961,656,295,3724,38,35,91,64,69,82,98,124,154,762,649,606,1466,1310,1475,1485,1206,803,445,9443,176,573,1339,1320,1449,1010,148,13,0,6028,426,283,553,517,581,537,191,22,3,3118,25,27,102,53,60,75,17,3,0,371,20,25,38,39,32,24,10,3,0,186,640,909,2031,1935,2125,1646,371,48,4,9708,52,73,94,75,83,56,3,0,0,439,70,31,55,35,36,37,7,0,0,266,119,103,154,115,118,84,12,0,0,708,764,1008,2179,2053,2239,1735,383,48,4,10415,530,301,650,561,562,967,1760,1145,457,6940,71,89,171,138,154,151,207,202,206,1391,1364,1400,2997,2756,2959,2855,2346,1395,667,18737
1014,285,290,605,758,799,665,112,15,3,3534,247,141,324,250,328,554,927,739,421,3935,27,30,53,61,57,68,87,83,56,527,563,465,990,1063,1186,1286,1127,832,485,7994,84,309,739,855,907,697,94,16,3,3703,280,223,367,473,468,450,158,32,6,2447,13,24,49,37,50,57,15,0,0,246,17,11,15,13,18,6,9,3,3,104,392,566,1177,1377,1436,1211,280,46,12,6499,66,77,103,72,72,49,4,0,0,438,92,27,56,50,31,35,3,0,0,286,153,102,156,122,100,83,6,0,0,731,552,673,1326,1499,1540,1295,288,46,12,7225,538,229,562,461,591,1003,1690,1262,629,6961,67,66,112,120,124,148,160,127,84,1003,1151,967,1998,2078,2256,2445,2138,1435,725,15191
1015,303,404,1006,808,879,599,145,15,0,4160,196,124,301,232,201,357,592,515,240,2762,36,54,118,101,91,100,97,111,142,846,538,587,1420,1145,1169,1058,828,642,381,7763,185,563,1474,1125,1212,842,150,5,3,5561,339,198,462,485,471,370,165,22,3,2505,24,23,64,42,37,38,25,5,0,259,19,26,38,22,30,23,8,3,0,173,561,805,2034,1675,1746,1271,348,42,8,8499,26,49,85,57,62,26,0,0,0,298,47,31,32,17,17,25,7,0,0,172,68,77,120,76,79,46,7,0,0,475,628,881,2157,1750,1825,1317,352,47,4,8971,455,195,425,368,323,603,970,912,385,4638,84,117,246,198,189,202,173,195,198,1605,1170,1194,2826,2315,2338,2125,1497,1155,596,15205
1016,199,203,426,461,567,464,88,5,5,2419,215,149,270,240,262,488,697,414,237,2974,29,34,68,61,71,105,87,90,88,638,441,383,765,771,900,1060,878,506,327,6031,59,179,443,511,607,425,82,7,5,2322,236,155,293,299,349,360,114,14,3,1816,15,13,45,23,38,39,16,0,0,186,17,21,28,22,27,20,11,3,0,148,320,373,800,850,1022,843,225,23,6,4467,46,51,85,49,45,39,3,0,0,309,38,19,29,24,28,28,4,0,0,170,79,67,114,69,73,63,11,0,0,480,403,439,911,925,1091,906,230,20,6,4945,452,321,606,504,535,897,1315,743,341,5708,69,65,126,132,156,208,161,160,136,1219,925,833,1640,1556,1784,2009,1713,929,480,11870
1017,478,645,1174,1218,1440,1093,222,16,3,6297,377,226,413,393,376,735,1132,884,564,5095,63,95,150,108,135,146,94,101,83,971,912,969,1733,1718,1951,1976,1451,999,655,12361,126,554,1309,1422,1629,1189,161,20,0,6410,547,507,800,790,848,753,269,28,0,4544,15,36,87,49,56,77,24,3,0,353,20,29,33,40,41,20,14,3,3,196,712,1119,2228,2301,2580,2035,466,52,9,11502,51,126,111,108,111,77,0,0,0,584,114,91,85,68,53,68,14,0,0,500,170,218,197,176,165,149,21,0,0,1086,880,1335,2428,2473,2744,2185,484,52,9,12588,788,403,629,618,716,1333,2052,1489,837,8864,120,203,282,217,250,309,217,165,124,1893,1789,1947,3335,3306,3711,3831,2753,1703,970,23341
1018,160,202,465,460,552,429,82,7,0,2345,163,91,181,176,196,390,643,472,205,2515,24,34,59,39,60,57,83,54,36,435,337,324,698,681,803,877,804,539,242,5298,76,256,546,537,658,498,76,7,0,2660,191,130,281,279,302,309,79,16,0,1587,21,8,53,23,42,38,10,3,0,195,6,12,18,11,18,12,3,3,4,80,290,410,906,856,1010,851,170,19,4,4523,25,51,66,56,51,39,0,0,0,289,17,21,34,19,29,16,4,0,0,137,39,69,101,74,79,54,4,0,0,423,334,479,1007,926,1089,907,172,23,3,4946,354,198,402,382,386,707,1267,840,323,4867,38,65,118,92,112,119,154,101,47,853,725,741,1530,1405,1595,1735,1594,965,381,10670
1019,358,504,832,948,1135,830,178,22,3,4802,316,165,295,273,330,734,1292,974,508,4894,19,26,41,44,58,89,102,66,37,489,692,693,1167,1267,1531,1649,1573,1062,548,10181,137,449,1081,1146,1433,974,150,11,3,5391,365,352,514,594,650,593,230,29,4,3331,19,46,82,44,55,76,19,0,0,341,12,30,32,44,39,17,11,3,0,192,542,880,1701,1835,2179,1658,413,46,6,9259,57,101,86,61,73,58,3,0,0,440,99,51,40,44,33,32,10,3,0,306,155,150,120,109,108,90,14,3,0,745,696,1028,1821,1942,2283,1747,426,50,6,10000,706,283,438,415,566,1273,2351,1823,843,8697,42,50,104,101,131,184,198,120,65,996,1443,1360,2363,2459,2985,3198,2975,1988,919,19686
1020,175,217,535,531,568,377,74,11,0,2491,126,70,197,149,144,214,433,333,181,1844,25,28,51,63,55,57,53,45,21,414,323,321,782,746,764,644,561,390,208,4751,94,300,800,713,727,439,62,15,0,3142,185,121,307,305,339,257,106,19,3,1630,18,9,66,29,33,25,3,0,0,185,10,7,11,19,11,9,5,3,0,82,303,434,1181,1064,1105,731,182,37,3,5040,24,36,52,38,28,23,0,0,0,190,18,21,17,21,8,17,0,0,0,109,42,53,65,59,35,39,0,0,0,297,343,488,1244,1126,1147,771,182,37,3,5339,265,101,241,196,240,361,750,579,269,3001,50,51,127,118,125,127,102,76,31,795,656,643,1612,1437,1509,1258,1034,690,304,9135
1021,180,254,556,498,539,305,45,7,0,2379,150,114,275,186,202,279,365,224,84,1876,17,26,48,40,52,41,38,27,8,292,344,392,882,727,790,621,446,254,96,4553,87,279,823,697,768,436,58,3,3,3155,176,138,302,277,276,186,46,10,5,1415,22,19,48,28,37,34,9,0,0,197,3,13,17,25,24,11,6,3,0,96,282,453,1185,1028,1096,672,115,10,5,4860,52,64,93,47,59,33,4,0,0,355,41,29,24,22,35,15,0,0,0,164,88,88,122,71,98,45,5,0,0,519,372,542,1309,1098,1192,720,122,10,5,5385,308,178,457,335,367,499,692,383,117,3335,32,47,105,93,101,85,65,41,15,594,714,771,1874,1527,1663,1307,876,439,138,9305
1022,446,428,762,1099,1316,1031,232,12,3,5333,247,99,206,274,336,901,1880,1092,539,5584,45,36,62,76,115,112,203,177,84,907,739,562,1031,1445,1771,2040,2325,1289,627,11828,133,394,940,1286,1574,1025,172,11,3,5528,531,334,462,687,831,803,322,44,0,4013,38,34,54,79,80,102,31,0,0,417,20,23,29,39,32,30,14,7,5,189,720,786,1489,2092,2510,1957,541,56,6,10151,55,53,76,59,93,92,3,0,0,425,82,37,40,45,54,55,24,0,0,339,137,92,112,105,146,147,28,0,0,765,858,872,1600,2193,2660,2100,564,57,6,10913,551,184,287,391,535,1531,3531,2138,848,9992,79,76,127,158,215,239,374,333,146,1749,1483,1137,2014,2743,3412,3870,4474,2530,1002,22658
1023,8093,11760,23285,22615,23018,15287,2410,214,34,106716,5027,3295,6143,5845,6214,12718,19393,12129,5815,76570,453,667,1393,1104,1272,1372,1355,1406,1627,10662,13579,15718,30819,29567,30511,29379,23153,13756,7477,193953,2506,10583,30265,28507,29497,18453,2102,144,18,122084,8971,9364,12543,13704,12940,10655,3171,394,36,71768,431,738,2264,1371,1172,1301,297,35,3,7604,274,464,729,608,583,364,126,66,24,3239,12188,21144,45799,44195,44191,30767,5694,636,81,204697,1174,1776,2011,1686,1603,1095,54,8,3,9410,2222,1282,1116,817,719,678,112,13,5,6966,3394,3062,3124,2508,2317,1770,166,23,11,16376,15586,24204,48928,46704,46513,32545,5865,655,92,221076,11521,6168,9312,8972,10405,21732,36121,21601,9083,134917,954,1359,2915,2421,2821,2821,2663,2366,2243,20563,28066,31734,61151,58095,59743,57093,44652,24621,11417,376562
1024,584,736,1420,1377,1496,1159,200,19,4,6991,399,257,569,482,572,1099,1643,973,421,6410,64,101,152,115,147,153,174,152,113,1176,1052,1096,2140,1977,2215,2408,2015,1146,534,14585,220,796,1891,1689,1813,1239,162,15,3,7822,646,524,821,859,914,891,278,36,4,4979,39,42,135,80,86,88,28,3,0,501,39,44,53,46,53,49,16,7,0,306,942,1406,2906,2670,2872,2260,483,57,9,13603,95,142,127,110,90,74,0,0,0,645,102,63,62,64,61,47,7,0,0,404,201,202,191,173,149,122,9,0,0,1046,1144,1608,3091,2841,3025,2383,494,61,5,14653,876,507,1028,914,1021,1924,3106,1855,695,11930,140,219,339,274,288,305,332,253,202,2353,2164,2339,4465,4033,4328,4604,3931,2161,904,28934
